Created as New Dataset,Nylon (6) GF
cm-1,%T
2463.00,99.29
2462.00,99.29
2461.00,99.29
2460.00,99.30
2459.00,99.30
2458.00,99.29
2457.00,99.29
2456.00,99.29
2455.00,99.29
2454.00,99.29
2453.00,99.29
2452.00,99.29
2451.00,99.29
2450.00,99.29
2449.00,99.29
2448.00,99.30
2447.00,99.30
2446.00,99.31
2445.00,99.31
2444.00,99.31
2443.00,99.32
2442.00,99.33
2441.00,99.33
2440.00,99.34
2439.00,99.34
2438.00,99.34
2437.00,99.35
2436.00,99.35
2435.00,99.35
2434.00,99.35
2433.00,99.35
2432.00,99.35
2431.00,99.36
2430.00,99.37
2429.00,99.37
2428.00,99.37
2427.00,99.37
2426.00,99.37
2425.00,99.37
2424.00,99.38
2423.00,99.38
2422.00,99.38
2421.00,99.37
2420.00,99.37
2419.00,99.38
2418.00,99.38
2417.00,99.38
2416.00,99.38
2415.00,99.38
2414.00,99.38
2413.00,99.38
2412.00,99.38
2411.00,99.37
2410.00,99.37
2409.00,99.37
2408.00,99.37
2407.00,99.39
2406.00,99.40
2405.00,99.40
2404.00,99.41
2403.00,99.41
2402.00,99.41
2401.00,99.41
2400.00,99.41
2399.00,99.41
2398.00,99.41
2397.00,99.41
2396.00,99.41
2395.00,99.41
2394.00,99.41
2393.00,99.41
2392.00,99.41
2391.00,99.41
2390.00,99.41
2389.00,99.41
2388.00,99.41
2387.00,99.41
2386.00,99.42
2385.00,99.42
2384.00,99.43
2383.00,99.44
2382.00,99.45
2381.00,99.46
2380.00,99.47
2379.00,99.49
2378.00,99.51
2377.00,99.53
2376.00,99.55
2375.00,99.57
2374.00,99.59
2373.00,99.59
2372.00,99.60
2371.00,99.60
2370.00,99.60
2369.00,99.59
2368.00,99.58
2367.00,99.56
2366.00,99.54
2365.00,99.53
2364.00,99.53
2363.00,99.54
2362.00,99.55
2361.00,99.54
2360.00,99.53
2359.00,99.53
2358.00,99.52
2357.00,99.52
2356.00,99.52
2355.00,99.54
2354.00,99.54
2353.00,99.54
2352.00,99.53
2351.00,99.53
2350.00,99.52
2349.00,99.51
2348.00,99.50
2347.00,99.51
2346.00,99.50
2345.00,99.50
2344.00,99.48
2343.00,99.47
2342.00,99.47
2341.00,99.46
2340.00,99.46
2339.00,99.45
2338.00,99.45
2337.00,99.44
2336.00,99.43
2335.00,99.43
2334.00,99.44
2333.00,99.43
2332.00,99.43
2331.00,99.43
2330.00,99.43
2329.00,99.42
2328.00,99.41
2327.00,99.38
2326.00,99.33
2325.00,99.27
2324.00,99.23
2323.00,99.22
2322.00,99.24
2321.00,99.26
2320.00,99.28
2319.00,99.30
2318.00,99.31
2317.00,99.31
2316.00,99.30
2315.00,99.30
2314.00,99.30
2313.00,99.30
2312.00,99.30
2311.00,99.30
2310.00,99.30
2309.00,99.29
2308.00,99.28
2307.00,99.27
2306.00,99.27
2305.00,99.26
2304.00,99.26
2303.00,99.26
2302.00,99.25
2301.00,99.24
2300.00,99.23
2299.00,99.23
2298.00,99.22
2297.00,99.21
2296.00,99.20
2295.00,99.20
2294.00,99.19
2293.00,99.17
2292.00,99.16
2291.00,99.14
2290.00,99.13
2289.00,99.11
2288.00,99.10
2287.00,99.09
2286.00,99.09
2285.00,99.08
2284.00,99.08
2283.00,99.09
2282.00,99.10
2281.00,99.11
2280.00,99.12
2279.00,99.13
2278.00,99.13
2277.00,99.13
2276.00,99.13
2275.00,99.13
2274.00,99.13
2273.00,99.13
2272.00,99.14
2271.00,99.15
2270.00,99.16
2269.00,99.16
2268.00,99.16
2267.00,99.16
2266.00,99.17
2265.00,99.16
2264.00,99.16
2263.00,99.16
2262.00,99.17
2261.00,99.16
2260.00,99.16
2259.00,99.15
2258.00,99.15
2257.00,99.16
2256.00,99.17
2255.00,99.19
2254.00,99.20
2253.00,99.20
2252.00,99.19
2251.00,99.19
2250.00,99.19
2249.00,99.20
2248.00,99.20
2247.00,99.21
2246.00,99.20
2245.00,99.19
2244.00,99.18
2243.00,99.17
2242.00,99.16
2241.00,99.16
2240.00,99.15
2239.00,99.16
2238.00,99.16
2237.00,99.15
2236.00,99.15
2235.00,99.15
2234.00,99.15
2233.00,99.15
2232.00,99.15
2231.00,99.15
2230.00,99.15
2229.00,99.14
2228.00,99.13
2227.00,99.13
2226.00,99.13
2225.00,99.12
2224.00,99.12
2223.00,99.12
2222.00,99.10
2221.00,99.08
2220.00,99.06
2219.00,99.06
2218.00,99.05
2217.00,99.06
2216.00,99.07
2215.00,99.09
2214.00,99.09
2213.00,99.08
2212.00,99.06
2211.00,99.05
2210.00,99.03
2209.00,99.02
2208.00,99.02
2207.00,99.03
2206.00,99.03
2205.00,99.02
2204.00,99.01
2203.00,99.00
2202.00,99.00
2201.00,98.99
2200.00,98.98
2199.00,98.98
2198.00,98.97
2197.00,98.94
2196.00,98.93
2195.00,98.92
2194.00,98.92
2193.00,98.92
2192.00,98.91
2191.00,98.92
2190.00,98.91
2189.00,98.90
2188.00,98.89
2187.00,98.88
2186.00,98.88
2185.00,98.87
2184.00,98.87
2183.00,98.89
2182.00,98.92
2181.00,98.95
2180.00,98.96
2179.00,98.96
2178.00,98.95
2177.00,98.94
2176.00,98.96
2175.00,98.99
2174.00,99.00
2173.00,98.98
2172.00,98.95
2171.00,98.91
2170.00,98.86
2169.00,98.81
2168.00,98.78
2167.00,98.77
2166.00,98.76
2165.00,98.74
2164.00,98.72
2163.00,98.70
2162.00,98.68
2161.00,98.69
2160.00,98.79
2159.00,98.99
2158.00,99.20
2157.00,99.33
2156.00,99.38
2155.00,99.37
2154.00,99.33
2153.00,99.29
2152.00,99.26
2151.00,99.24
2150.00,99.22
2149.00,99.20
2148.00,99.19
2147.00,99.19
2146.00,99.20
2145.00,99.21
2144.00,99.21
2143.00,99.23
2142.00,99.24
2141.00,99.24
2140.00,99.25
2139.00,99.25
2138.00,99.26
2137.00,99.27
2136.00,99.29
2135.00,99.32
2134.00,99.35
2133.00,99.35
2132.00,99.34
2131.00,99.34
2130.00,99.33
2129.00,99.31
2128.00,99.29
2127.00,99.27
2126.00,99.25
2125.00,99.23
2124.00,99.22
2123.00,99.21
2122.00,99.20
2121.00,99.18
2120.00,99.17
2119.00,99.17
2118.00,99.16
2117.00,99.14
2116.00,99.13
2115.00,99.12
2114.00,99.11
2113.00,99.10
2112.00,99.09
2111.00,99.09
2110.00,99.10
2109.00,99.10
2108.00,99.11
2107.00,99.12
2106.00,99.13
2105.00,99.14
2104.00,99.14
2103.00,99.14
2102.00,99.13
2101.00,99.12
2100.00,99.11
2099.00,99.12
2098.00,99.13
2097.00,99.14
2096.00,99.16
2095.00,99.19
2094.00,99.22
2093.00,99.22
2092.00,99.20
2091.00,99.18
2090.00,99.16
2089.00,99.14
2088.00,99.12
2087.00,99.12
2086.00,99.12
2085.00,99.12
2084.00,99.11
2083.00,99.10
2082.00,99.10
2081.00,99.08
2080.00,99.07
2079.00,99.07
2078.00,99.06
2077.00,99.05
2076.00,99.05
2075.00,99.07
2074.00,99.08
2073.00,99.08
2072.00,99.08
2071.00,99.08
2070.00,99.08
2069.00,99.07
2068.00,99.07
2067.00,99.09
2066.00,99.09
2065.00,99.09
2064.00,99.10
2063.00,99.11
2062.00,99.11
2061.00,99.11
2060.00,99.11
2059.00,99.12
2058.00,99.11
2057.00,99.10
2056.00,99.09
2055.00,99.09
2054.00,99.08
2053.00,99.04
2052.00,98.98
2051.00,98.94
2050.00,98.92
2049.00,98.93
2048.00,98.97
2047.00,99.01
2046.00,99.04
2045.00,99.05
2044.00,99.05
2043.00,99.05
2042.00,99.05
2041.00,99.03
2040.00,99.01
2039.00,99.01
2038.00,99.01
2037.00,99.01
2036.00,99.01
2035.00,99.04
2034.00,99.06
2033.00,99.07
2032.00,99.09
2031.00,99.12
2030.00,99.14
2029.00,99.14
2028.00,99.15
2027.00,99.17
2026.00,99.19
2025.00,99.19
2024.00,99.19
2023.00,99.19
2022.00,99.18
2021.00,99.16
2020.00,99.15
2019.00,99.16
2018.00,99.17
2017.00,99.16
2016.00,99.15
2015.00,99.16
2014.00,99.16
2013.00,99.15
2012.00,99.14
2011.00,99.14
2010.00,99.16
2009.00,99.17
2008.00,99.20
2007.00,99.25
2006.00,99.30
2005.00,99.31
2004.00,99.30
2003.00,99.30
2002.00,99.29
2001.00,99.26
2000.00,99.25
1999.00,99.24
1998.00,99.23
1997.00,99.20
1996.00,99.18
1995.00,99.17
1994.00,99.17
1993.00,99.17
1992.00,99.16
1991.00,99.17
1990.00,99.17
1989.00,99.15
1988.00,99.14
1987.00,99.14
1986.00,99.13
1985.00,99.10
1984.00,99.07
1983.00,99.06
1982.00,99.03
1981.00,98.98
1980.00,98.96
1979.00,98.99
1978.00,99.06
1977.00,99.14
1976.00,99.21
1975.00,99.28
1974.00,99.31
1973.00,99.31
1972.00,99.31
1971.00,99.32
1970.00,99.33
1969.00,99.31
1968.00,99.30
1967.00,99.30
1966.00,99.31
1965.00,99.30
1964.00,99.30
1963.00,99.31
1962.00,99.32
1961.00,99.34
1960.00,99.36
1959.00,99.40
1958.00,99.42
1957.00,99.43
1956.00,99.43
1955.00,99.43
1954.00,99.43
1953.00,99.42
1952.00,99.40
1951.00,99.39
1950.00,99.39
1949.00,99.38
1948.00,99.38
1947.00,99.39
1946.00,99.39
1945.00,99.38
1944.00,99.37
1943.00,99.38
1942.00,99.40
1941.00,99.41
1940.00,99.41
1939.00,99.41
1938.00,99.41
1937.00,99.40
1936.00,99.41
1935.00,99.41
1934.00,99.42
1933.00,99.41
1932.00,99.41
1931.00,99.42
1930.00,99.43
1929.00,99.43
1928.00,99.42
1927.00,99.43
1926.00,99.43
1925.00,99.42
1924.00,99.41
1923.00,99.41
1922.00,99.41
1921.00,99.41
1920.00,99.39
1919.00,99.38
1918.00,99.38
1917.00,99.38
1916.00,99.38
1915.00,99.39
1914.00,99.39
1913.00,99.37
1912.00,99.36
1911.00,99.37
1910.00,99.37
1909.00,99.36
1908.00,99.37
1907.00,99.38
1906.00,99.39
1905.00,99.38
1904.00,99.38
1903.00,99.38
1902.00,99.37
1901.00,99.35
1900.00,99.34
1899.00,99.35
1898.00,99.35
1897.00,99.34
1896.00,99.34
1895.00,99.35
1894.00,99.36
1893.00,99.36
1892.00,99.35
1891.00,99.34
1890.00,99.34
1889.00,99.35
1888.00,99.36
1887.00,99.38
1886.00,99.38
1885.00,99.38
1884.00,99.37
1883.00,99.37
1882.00,99.37
1881.00,99.36
1880.00,99.36
1879.00,99.36
1878.00,99.37
1877.00,99.37
1876.00,99.37
1875.00,99.37
1874.00,99.37
1873.00,99.36
1872.00,99.34
1871.00,99.33
1870.00,99.33
1869.00,99.34
1868.00,99.35
1867.00,99.37
1866.00,99.38
1865.00,99.37
1864.00,99.37
1863.00,99.37
1862.00,99.37
1861.00,99.37
1860.00,99.38
1859.00,99.38
1858.00,99.39
1857.00,99.37
1856.00,99.37
1855.00,99.37
1854.00,99.36
1853.00,99.35
1852.00,99.34
1851.00,99.34
1850.00,99.33
1849.00,99.32
1848.00,99.30
1847.00,99.30
1846.00,99.30
1845.00,99.30
1844.00,99.32
1843.00,99.34
1842.00,99.35
1841.00,99.33
1840.00,99.31
1839.00,99.31
1838.00,99.31
1837.00,99.31
1836.00,99.30
1835.00,99.31
1834.00,99.31
1833.00,99.30
1832.00,99.29
1831.00,99.28
1830.00,99.28
1829.00,99.28
1828.00,99.28
1827.00,99.27
1826.00,99.25
1825.00,99.24
1824.00,99.24
1823.00,99.26
1822.00,99.26
1821.00,99.26
1820.00,99.26
1819.00,99.27
1818.00,99.29
1817.00,99.29
1816.00,99.29
1815.00,99.28
1814.00,99.27
1813.00,99.24
1812.00,99.22
1811.00,99.22
1810.00,99.22
1809.00,99.21
1808.00,99.20
1807.00,99.20
1806.00,99.20
1805.00,99.18
1804.00,99.15
1803.00,99.12
1802.00,99.12
1801.00,99.12
1800.00,99.13
1799.00,99.14
1798.00,99.14
1797.00,99.12
1796.00,99.11
1795.00,99.10
1794.00,99.10
1793.00,99.09
1792.00,99.08
1791.00,99.09
1790.00,99.08
1789.00,99.07
1788.00,99.04
1787.00,99.02
1786.00,99.01
1785.00,99.00
1784.00,98.99
1783.00,98.98
1782.00,98.98
1781.00,98.96
1780.00,98.95
1779.00,98.95
1778.00,98.95
1777.00,98.93
1776.00,98.92
1775.00,98.92
1774.00,98.93
1773.00,98.93
1772.00,98.92
1771.00,98.90
1770.00,98.87
1769.00,98.81
1768.00,98.77
1767.00,98.76
1766.00,98.75
1765.00,98.72
1764.00,98.68
1763.00,98.65
1762.00,98.62
1761.00,98.60
1760.00,98.56
1759.00,98.52
1758.00,98.47
1757.00,98.43
1756.00,98.41
1755.00,98.40
1754.00,98.38
1753.00,98.33
1752.00,98.28
1751.00,98.24
1750.00,98.21
1749.00,98.17
1748.00,98.12
1747.00,98.09
1746.00,98.06
1745.00,98.01
1744.00,97.97
1743.00,97.95
1742.00,97.95
1741.00,97.93
1740.00,97.91
1739.00,97.90
1738.00,97.89
1737.00,97.88
1736.00,97.85
1735.00,97.84
1734.00,97.85
1733.00,97.84
1732.00,97.79
1731.00,97.74
1730.00,97.70
1729.00,97.68
1728.00,97.66
1727.00,97.65
1726.00,97.63
1725.00,97.60
1724.00,97.57
1723.00,97.56
1722.00,97.55
1721.00,97.54
1720.00,97.52
1719.00,97.51
1718.00,97.52
1717.00,97.52
1716.00,97.47
1715.00,97.42
1714.00,97.39
1713.00,97.34
1712.00,97.30
1711.00,97.26
1710.00,97.23
1709.00,97.19
1708.00,97.13
1707.00,97.08
1706.00,97.04
1705.00,96.99
1704.00,96.95
1703.00,96.92
1702.00,96.89
1701.00,96.83
1700.00,96.74
1699.00,96.69
1698.00,96.63
1697.00,96.51
1696.00,96.33
1695.00,96.18
1694.00,96.03
1693.00,95.85
1692.00,95.64
1691.00,95.41
1690.00,95.17
1689.00,94.91
1688.00,94.67
1687.00,94.45
1686.00,94.17
1685.00,93.63
1684.00,92.90
1683.00,92.28
1682.00,91.76
1681.00,91.20
1680.00,90.58
1679.00,89.99
1678.00,89.43
1677.00,88.77
1676.00,87.89
1675.00,86.92
1674.00,86.05
1673.00,85.24
1672.00,84.31
1671.00,83.12
1670.00,81.62
1669.00,79.94
1668.00,78.38
1667.00,77.07
1666.00,75.91
1665.00,74.67
1664.00,73.19
1663.00,71.54
1662.00,69.99
1661.00,68.63
1660.00,67.36
1659.00,66.16
1658.00,65.05
1657.00,64.04
1656.00,63.06
1655.00,61.84
1654.00,59.78
1653.00,56.97
1652.00,54.79
1651.00,53.45
1650.00,52.34
1649.00,50.86
1648.00,48.53
1647.00,45.42
1646.00,42.36
1645.00,39.78
1644.00,37.43
1643.00,35.07
1642.00,32.63
1641.00,30.16
1640.00,27.82
1639.00,25.80
1638.00,24.08
1637.00,22.50
1636.00,21.15
1635.00,20.49
1634.00,20.61
1633.00,21.21
1632.00,22.08
1631.00,23.20
1630.00,24.58
1629.00,26.17
1628.00,27.85
1627.00,29.46
1626.00,30.99
1625.00,32.61
1624.00,34.49
1623.00,36.60
1622.00,38.66
1621.00,40.49
1620.00,42.22
1619.00,44.05
1618.00,46.24
1617.00,48.80
1616.00,51.28
1615.00,53.29
1614.00,54.90
1613.00,56.40
1612.00,57.97
1611.00,59.58
1610.00,61.16
1609.00,62.73
1608.00,64.32
1607.00,65.86
1606.00,67.27
1605.00,68.60
1604.00,69.92
1603.00,71.17
1602.00,72.26
1601.00,73.23
1600.00,74.14
1599.00,74.94
1598.00,75.59
1597.00,76.15
1596.00,76.68
1595.00,77.13
1594.00,77.43
1593.00,77.64
1592.00,77.82
1591.00,77.91
1590.00,77.86
1589.00,77.71
1588.00,77.54
1587.00,77.27
1586.00,76.86
1585.00,76.33
1584.00,75.75
1583.00,75.07
1582.00,74.23
1581.00,73.30
1580.00,72.42
1579.00,71.51
1578.00,70.33
1577.00,68.68
1576.00,66.76
1575.00,65.03
1574.00,63.62
1573.00,62.42
1572.00,61.22
1571.00,59.77
1570.00,57.99
1569.00,56.25
1568.00,54.89
1567.00,53.78
1566.00,52.66
1565.00,51.47
1564.00,50.40
1563.00,49.57
1562.00,48.94
1561.00,48.23
1560.00,47.03
1559.00,45.23
1558.00,43.81
1557.00,43.02
1556.00,42.34
1555.00,41.51
1554.00,40.55
1553.00,39.58
1552.00,38.61
1551.00,37.53
1550.00,36.31
1549.00,35.13
1548.00,34.15
1547.00,33.31
1546.00,32.48
1545.00,31.65
1544.00,30.94
1543.00,30.44
1542.00,30.15
1541.00,30.03
1540.00,30.16
1539.00,30.56
1538.00,31.10
1537.00,31.71
1536.00,32.42
1535.00,33.37
1534.00,34.71
1533.00,36.25
1532.00,37.67
1531.00,38.96
1530.00,40.26
1529.00,41.66
1528.00,43.18
1527.00,44.79
1526.00,46.42
1525.00,47.91
1524.00,49.25
1523.00,50.68
1522.00,52.37
1521.00,54.09
1520.00,55.47
1519.00,56.62
1518.00,57.85
1517.00,59.22
1516.00,60.54
1515.00,61.71
1514.00,62.79
1513.00,63.83
1512.00,64.82
1511.00,65.77
1510.00,66.67
1509.00,67.55
1508.00,68.54
1507.00,69.78
1506.00,70.98
1505.00,71.81
1504.00,72.38
1503.00,72.91
1502.00,73.51
1501.00,74.13
1500.00,74.72
1499.00,75.30
1498.00,75.94
1497.00,76.56
1496.00,77.08
1495.00,77.53
1494.00,77.94
1493.00,78.28
1492.00,78.56
1491.00,78.85
1490.00,79.18
1489.00,79.41
1488.00,79.50
1487.00,79.52
1486.00,79.46
1485.00,79.26
1484.00,78.86
1483.00,78.30
1482.00,77.57
1481.00,76.69
1480.00,75.80
1479.00,74.99
1478.00,74.27
1477.00,73.60
1476.00,73.04
1475.00,72.68
1474.00,72.46
1473.00,72.22
1472.00,71.84
1471.00,71.34
1470.00,70.71
1469.00,69.88
1468.00,68.84
1467.00,67.58
1466.00,66.09
1465.00,64.49
1464.00,63.20
1463.00,62.51
1462.00,62.37
1461.00,62.61
1460.00,63.15
1459.00,63.96
1458.00,64.98
1457.00,65.96
1456.00,66.63
1455.00,67.08
1454.00,67.46
1453.00,67.82
1452.00,68.18
1451.00,68.52
1450.00,68.78
1449.00,68.90
1448.00,68.86
1447.00,68.69
1446.00,68.44
1445.00,68.09
1444.00,67.66
1443.00,67.20
1442.00,66.75
1441.00,66.35
1440.00,66.00
1439.00,65.73
1438.00,65.50
1437.00,65.30
1436.00,65.21
1435.00,65.32
1434.00,65.59
1433.00,65.96
1432.00,66.45
1431.00,67.06
1430.00,67.76
1429.00,68.43
1428.00,68.99
1427.00,69.43
1426.00,69.75
1425.00,69.92
1424.00,69.96
1423.00,69.91
1422.00,69.83
1421.00,69.72
1420.00,69.58
1419.00,69.53
1418.00,69.68
1417.00,70.04
1416.00,70.57
1415.00,71.25
1414.00,72.06
1413.00,72.97
1412.00,73.92
1411.00,74.88
1410.00,75.80
1409.00,76.63
1408.00,77.36
1407.00,78.00
1406.00,78.57
1405.00,79.10
1404.00,79.54
1403.00,79.88
1402.00,80.14
1401.00,80.35
1400.00,80.51
1399.00,80.61
1398.00,80.67
1397.00,80.68
1396.00,80.64
1395.00,80.51
1394.00,80.33
1393.00,80.14
1392.00,79.92
1391.00,79.63
1390.00,79.30
1389.00,78.90
1388.00,78.40
1387.00,77.82
1386.00,77.25
1385.00,76.70
1384.00,76.12
1383.00,75.50
1382.00,74.85
1381.00,74.21
1380.00,73.57
1379.00,72.95
1378.00,72.39
1377.00,71.91
1376.00,71.45
1375.00,70.99
1374.00,70.57
1373.00,70.24
1372.00,69.98
1371.00,69.78
1370.00,69.63
1369.00,69.55
1368.00,69.53
1367.00,69.59
1366.00,69.73
1365.00,69.91
1364.00,70.13
1363.00,70.38
1362.00,70.68
1361.00,71.00
1360.00,71.31
1359.00,71.64
1358.00,71.99
1357.00,72.36
1356.00,72.74
1355.00,73.13
1354.00,73.54
1353.00,73.95
1352.00,74.33
1351.00,74.70
1350.00,75.05
1349.00,75.40
1348.00,75.72
1347.00,76.02
1346.00,76.31
1345.00,76.60
1344.00,76.86
1343.00,77.10
1342.00,77.31
1341.00,77.49
1340.00,77.62
1339.00,77.72
1338.00,77.80
1337.00,77.88
1336.00,77.96
1335.00,78.06
1334.00,78.19
1333.00,78.34
1332.00,78.53
1331.00,78.73
1330.00,78.95
1329.00,79.15
1328.00,79.31
1327.00,79.42
1326.00,79.46
1325.00,79.45
1324.00,79.38
1323.00,79.26
1322.00,79.13
1321.00,78.99
1320.00,78.83
1319.00,78.65
1318.00,78.44
1317.00,78.21
1316.00,77.93
1315.00,77.61
1314.00,77.27
1313.00,76.92
1312.00,76.61
1311.00,76.34
1310.00,76.14
1309.00,75.99
1308.00,75.87
1307.00,75.77
1306.00,75.68
1305.00,75.58
1304.00,75.46
1303.00,75.33
1302.00,75.23
1301.00,75.17
1300.00,75.17
1299.00,75.23
1298.00,75.35
1297.00,75.52
1296.00,75.70
1295.00,75.89
1294.00,76.07
1293.00,76.23
1292.00,76.34
1291.00,76.38
1290.00,76.33
1289.00,76.17
1288.00,75.88
1287.00,75.49
1286.00,75.01
1285.00,74.47
1284.00,73.88
1283.00,73.28
1282.00,72.71
1281.00,72.19
1280.00,71.74
1279.00,71.40
1278.00,71.18
1277.00,71.05
1276.00,70.96
1275.00,70.89
1274.00,70.79
1273.00,70.60
1272.00,70.30
1271.00,69.90
1270.00,69.42
1269.00,68.89
1268.00,68.32
1267.00,67.78
1266.00,67.31
1265.00,66.96
1264.00,66.74
1263.00,66.71
1262.00,66.86
1261.00,67.20
1260.00,67.67
1259.00,68.27
1258.00,68.95
1257.00,69.70
1256.00,70.47
1255.00,71.24
1254.00,72.00
1253.00,72.72
1252.00,73.37
1251.00,73.95
1250.00,74.44
1249.00,74.85
1248.00,75.17
1247.00,75.39
1246.00,75.53
1245.00,75.58
1244.00,75.53
1243.00,75.39
1242.00,75.17
1241.00,74.85
1240.00,74.44
1239.00,73.94
1238.00,73.39
1237.00,72.87
1236.00,72.48
1235.00,72.36
1234.00,72.60
1233.00,73.20
1232.00,74.12
1231.00,75.24
1230.00,76.49
1229.00,77.76
1228.00,78.97
1227.00,80.07
1226.00,81.01
1225.00,81.77
1224.00,82.31
1223.00,82.60
1222.00,82.62
1221.00,82.38
1220.00,81.90
1219.00,81.25
1218.00,80.55
1217.00,79.87
1216.00,79.27
1215.00,78.78
1214.00,78.42
1213.00,78.20
1212.00,78.08
1211.00,78.04
1210.00,78.02
1209.00,77.97
1208.00,77.81
1207.00,77.53
1206.00,77.15
1205.00,76.73
1204.00,76.38
1203.00,76.22
1202.00,76.35
1201.00,76.76
1200.00,77.40
1199.00,78.16
1198.00,78.96
1197.00,79.73
1196.00,80.42
1195.00,81.04
1194.00,81.62
1193.00,82.17
1192.00,82.70
1191.00,83.20
1190.00,83.68
1189.00,84.12
1188.00,84.49
1187.00,84.78
1186.00,84.97
1185.00,85.05
1184.00,84.98
1183.00,84.74
1182.00,84.31
1181.00,83.69
1180.00,82.85
1179.00,81.78
1178.00,80.50
1177.00,79.04
1176.00,77.45
1175.00,75.78
1174.00,74.11
1173.00,72.54
1172.00,71.17
1171.00,70.11
1170.00,69.49
1169.00,69.38
1168.00,69.81
1167.00,70.73
1166.00,72.04
1165.00,73.56
1164.00,75.15
1163.00,76.71
1162.00,78.18
1161.00,79.51
1160.00,80.71
1159.00,81.78
1158.00,82.74
1157.00,83.61
1156.00,84.39
1155.00,85.09
1154.00,85.73
1153.00,86.32
1152.00,86.86
1151.00,87.36
1150.00,87.82
1149.00,88.26
1148.00,88.67
1147.00,89.05
1146.00,89.40
1145.00,89.73
1144.00,90.04
1143.00,90.30
1142.00,90.54
1141.00,90.75
1140.00,90.93
1139.00,91.07
1138.00,91.18
1137.00,91.26
1136.00,91.31
1135.00,91.31
1134.00,91.26
1133.00,91.14
1132.00,90.93
1131.00,90.61
1130.00,90.16
1129.00,89.60
1128.00,88.91
1127.00,88.09
1126.00,87.20
1125.00,86.29
1124.00,85.43
1123.00,84.69
1122.00,84.12
1121.00,83.76
1120.00,83.58
1119.00,83.57
1118.00,83.68
1117.00,83.88
1116.00,84.13
1115.00,84.43
1114.00,84.76
1113.00,85.11
1112.00,85.47
1111.00,85.84
1110.00,86.22
1109.00,86.61
1108.00,87.00
1107.00,87.38
1106.00,87.76
1105.00,88.13
1104.00,88.47
1103.00,88.77
1102.00,89.04
1101.00,89.27
1100.00,89.45
1099.00,89.59
1098.00,89.69
1097.00,89.76
1096.00,89.81
1095.00,89.84
1094.00,89.84
1093.00,89.84
1092.00,89.81
1091.00,89.74
1090.00,89.65
1089.00,89.53
1088.00,89.38
1087.00,89.21
1086.00,89.02
1085.00,88.84
1084.00,88.64
1083.00,88.44
1082.00,88.24
1081.00,88.06
1080.00,87.90
1079.00,87.77
1078.00,87.67
1077.00,87.60
1076.00,87.54
1075.00,87.49
1074.00,87.46
1073.00,87.45
1072.00,87.48
1071.00,87.54
1070.00,87.63
1069.00,87.77
1068.00,87.94
1067.00,88.13
1066.00,88.34
1065.00,88.58
1064.00,88.83
1063.00,89.07
1062.00,89.31
1061.00,89.54
1060.00,89.76
1059.00,89.95
1058.00,90.13
1057.00,90.31
1056.00,90.49
1055.00,90.66
1054.00,90.83
1053.00,91.01
1052.00,91.19
1051.00,91.38
1050.00,91.56
1049.00,91.74
1048.00,91.91
1047.00,92.05
1046.00,92.17
1045.00,92.28
1044.00,92.37
1043.00,92.43
1042.00,92.47
1041.00,92.50
1040.00,92.50
1039.00,92.49
1038.00,92.45
1037.00,92.40
1036.00,92.33
1035.00,92.23
1034.00,92.12
1033.00,92.01
1032.00,91.91
1031.00,91.82
1030.00,91.76
1029.00,91.73
1028.00,91.74
1027.00,91.77
1026.00,91.83
1025.00,91.89
1024.00,91.95
1023.00,92.01
1022.00,92.06
1021.00,92.11
1020.00,92.15
1019.00,92.17
1018.00,92.18
1017.00,92.18
1016.00,92.18
1015.00,92.18
1014.00,92.18
1013.00,92.17
1012.00,92.16
1011.00,92.12
1010.00,92.07
1009.00,92.00
1008.00,91.91
1007.00,91.80
1006.00,91.66
1005.00,91.52
1004.00,91.36
1003.00,91.21
1002.00,91.06
1001.00,90.93
1000.00,90.83
999.00,90.73
998.00,90.66
997.00,90.60
996.00,90.55
995.00,90.48
994.00,90.39
993.00,90.28
992.00,90.13
991.00,89.95
990.00,89.74
989.00,89.53
988.00,89.30
987.00,89.08
986.00,88.85
985.00,88.62
984.00,88.36
983.00,88.06
982.00,87.72
981.00,87.32
980.00,86.86
979.00,86.35
978.00,85.84
977.00,85.38
976.00,85.03
975.00,84.87
974.00,84.90
973.00,85.12
972.00,85.48
971.00,85.94
970.00,86.44
969.00,86.93
968.00,87.38
967.00,87.76
966.00,88.08
965.00,88.34
964.00,88.54
963.00,88.71
962.00,88.86
961.00,89.03
960.00,89.23
959.00,89.46
958.00,89.74
957.00,90.04
956.00,90.34
955.00,90.61
954.00,90.85
953.00,91.05
952.00,91.23
951.00,91.40
950.00,91.56
949.00,91.73
948.00,91.90
947.00,92.06
946.00,92.21
945.00,92.35
944.00,92.48
943.00,92.57
942.00,92.65
941.00,92.69
940.00,92.71
939.00,92.70
938.00,92.66
937.00,92.59
936.00,92.50
935.00,92.39
934.00,92.27
933.00,92.15
932.00,92.05
931.00,91.97
930.00,91.93
929.00,91.94
928.00,92.00
927.00,92.08
926.00,92.18
925.00,92.28
924.00,92.37
923.00,92.42
922.00,92.46
921.00,92.48
920.00,92.50
919.00,92.51
918.00,92.51
917.00,92.52
916.00,92.53
915.00,92.54
914.00,92.55
913.00,92.58
912.00,92.63
911.00,92.69
910.00,92.76
909.00,92.83
908.00,92.91
907.00,92.99
906.00,93.07
905.00,93.16
904.00,93.25
903.00,93.31
902.00,93.36
901.00,93.40
