Created as New Dataset,PE postconsumer EDA plastic
cm-1,%T
2459.00,99.26
2458.00,99.26
2457.00,99.26
2456.00,99.25
2455.00,99.25
2454.00,99.25
2453.00,99.25
2452.00,99.26
2451.00,99.26
2450.00,99.26
2449.00,99.26
2448.00,99.26
2447.00,99.26
2446.00,99.27
2445.00,99.27
2444.00,99.27
2443.00,99.27
2442.00,99.27
2441.00,99.27
2440.00,99.27
2439.00,99.27
2438.00,99.27
2437.00,99.27
2436.00,99.27
2435.00,99.27
2434.00,99.27
2433.00,99.27
2432.00,99.27
2431.00,99.27
2430.00,99.27
2429.00,99.27
2428.00,99.27
2427.00,99.27
2426.00,99.27
2425.00,99.26
2424.00,99.26
2423.00,99.26
2422.00,99.26
2421.00,99.26
2420.00,99.26
2419.00,99.26
2418.00,99.26
2417.00,99.26
2416.00,99.26
2415.00,99.26
2414.00,99.26
2413.00,99.26
2412.00,99.26
2411.00,99.26
2410.00,99.27
2409.00,99.27
2408.00,99.28
2407.00,99.29
2406.00,99.30
2405.00,99.31
2404.00,99.31
2403.00,99.31
2402.00,99.31
2401.00,99.31
2400.00,99.32
2399.00,99.32
2398.00,99.32
2397.00,99.32
2396.00,99.32
2395.00,99.32
2394.00,99.32
2393.00,99.32
2392.00,99.32
2391.00,99.32
2390.00,99.32
2389.00,99.32
2388.00,99.31
2387.00,99.31
2386.00,99.31
2385.00,99.30
2384.00,99.30
2383.00,99.30
2382.00,99.30
2381.00,99.31
2380.00,99.31
2379.00,99.32
2378.00,99.32
2377.00,99.33
2376.00,99.33
2375.00,99.34
2374.00,99.34
2373.00,99.33
2372.00,99.32
2371.00,99.32
2370.00,99.32
2369.00,99.32
2368.00,99.31
2367.00,99.30
2366.00,99.29
2365.00,99.28
2364.00,99.27
2363.00,99.25
2362.00,99.24
2361.00,99.22
2360.00,99.21
2359.00,99.21
2358.00,99.21
2357.00,99.22
2356.00,99.22
2355.00,99.22
2354.00,99.22
2353.00,99.21
2352.00,99.21
2351.00,99.20
2350.00,99.20
2349.00,99.19
2348.00,99.18
2347.00,99.18
2346.00,99.17
2345.00,99.17
2344.00,99.16
2343.00,99.14
2342.00,99.12
2341.00,99.11
2340.00,99.10
2339.00,99.10
2338.00,99.10
2337.00,99.10
2336.00,99.09
2335.00,99.09
2334.00,99.09
2333.00,99.09
2332.00,99.09
2331.00,99.09
2330.00,99.09
2329.00,99.07
2328.00,99.04
2327.00,98.99
2326.00,98.94
2325.00,98.89
2324.00,98.86
2323.00,98.86
2322.00,98.87
2321.00,98.90
2320.00,98.93
2319.00,98.95
2318.00,98.97
2317.00,98.98
2316.00,98.99
2315.00,98.99
2314.00,99.00
2313.00,99.01
2312.00,99.02
2311.00,99.02
2310.00,99.03
2309.00,99.03
2308.00,99.03
2307.00,99.03
2306.00,99.03
2305.00,99.04
2304.00,99.04
2303.00,99.05
2302.00,99.05
2301.00,99.05
2300.00,99.05
2299.00,99.05
2298.00,99.05
2297.00,99.05
2296.00,99.05
2295.00,99.06
2294.00,99.05
2293.00,99.05
2292.00,99.04
2291.00,99.02
2290.00,99.01
2289.00,98.99
2288.00,98.97
2287.00,98.96
2286.00,98.96
2285.00,98.97
2284.00,98.97
2283.00,98.98
2282.00,98.99
2281.00,98.99
2280.00,99.00
2279.00,99.00
2278.00,99.01
2277.00,99.01
2276.00,99.02
2275.00,99.03
2274.00,99.04
2273.00,99.05
2272.00,99.06
2271.00,99.08
2270.00,99.08
2269.00,99.08
2268.00,99.08
2267.00,99.08
2266.00,99.09
2265.00,99.10
2264.00,99.11
2263.00,99.11
2262.00,99.10
2261.00,99.09
2260.00,99.09
2259.00,99.08
2258.00,99.08
2257.00,99.08
2256.00,99.08
2255.00,99.09
2254.00,99.11
2253.00,99.12
2252.00,99.12
2251.00,99.11
2250.00,99.10
2249.00,99.10
2248.00,99.10
2247.00,99.11
2246.00,99.12
2245.00,99.12
2244.00,99.11
2243.00,99.10
2242.00,99.10
2241.00,99.09
2240.00,99.08
2239.00,99.08
2238.00,99.08
2237.00,99.08
2236.00,99.09
2235.00,99.09
2234.00,99.10
2233.00,99.11
2232.00,99.12
2231.00,99.13
2230.00,99.13
2229.00,99.13
2228.00,99.13
2227.00,99.12
2226.00,99.11
2225.00,99.11
2224.00,99.10
2223.00,99.10
2222.00,99.10
2221.00,99.09
2220.00,99.09
2219.00,99.09
2218.00,99.10
2217.00,99.10
2216.00,99.10
2215.00,99.11
2214.00,99.10
2213.00,99.10
2212.00,99.10
2211.00,99.11
2210.00,99.12
2209.00,99.11
2208.00,99.11
2207.00,99.10
2206.00,99.10
2205.00,99.09
2204.00,99.09
2203.00,99.08
2202.00,99.08
2201.00,99.09
2200.00,99.09
2199.00,99.09
2198.00,99.08
2197.00,99.07
2196.00,99.06
2195.00,99.05
2194.00,99.05
2193.00,99.04
2192.00,99.03
2191.00,99.03
2190.00,99.03
2189.00,99.02
2188.00,99.01
2187.00,99.01
2186.00,99.00
2185.00,98.99
2184.00,98.99
2183.00,99.00
2182.00,99.02
2181.00,99.04
2180.00,99.04
2179.00,99.04
2178.00,99.04
2177.00,99.03
2176.00,99.03
2175.00,99.05
2174.00,99.05
2173.00,99.05
2172.00,99.03
2171.00,99.00
2170.00,98.97
2169.00,98.94
2168.00,98.90
2167.00,98.88
2166.00,98.87
2165.00,98.85
2164.00,98.81
2163.00,98.78
2162.00,98.75
2161.00,98.77
2160.00,98.87
2159.00,99.05
2158.00,99.23
2157.00,99.36
2156.00,99.41
2155.00,99.42
2154.00,99.41
2153.00,99.39
2152.00,99.36
2151.00,99.33
2150.00,99.31
2149.00,99.29
2148.00,99.29
2147.00,99.30
2146.00,99.31
2145.00,99.31
2144.00,99.30
2143.00,99.29
2142.00,99.29
2141.00,99.29
2140.00,99.30
2139.00,99.30
2138.00,99.31
2137.00,99.33
2136.00,99.35
2135.00,99.39
2134.00,99.43
2133.00,99.45
2132.00,99.45
2131.00,99.44
2130.00,99.42
2129.00,99.39
2128.00,99.38
2127.00,99.37
2126.00,99.36
2125.00,99.34
2124.00,99.32
2123.00,99.30
2122.00,99.28
2121.00,99.27
2120.00,99.26
2119.00,99.25
2118.00,99.25
2117.00,99.23
2116.00,99.22
2115.00,99.19
2114.00,99.17
2113.00,99.15
2112.00,99.14
2111.00,99.13
2110.00,99.14
2109.00,99.14
2108.00,99.15
2107.00,99.15
2106.00,99.16
2105.00,99.16
2104.00,99.16
2103.00,99.16
2102.00,99.16
2101.00,99.16
2100.00,99.15
2099.00,99.14
2098.00,99.15
2097.00,99.17
2096.00,99.20
2095.00,99.22
2094.00,99.23
2093.00,99.23
2092.00,99.22
2091.00,99.20
2090.00,99.19
2089.00,99.17
2088.00,99.15
2087.00,99.13
2086.00,99.12
2085.00,99.11
2084.00,99.11
2083.00,99.11
2082.00,99.11
2081.00,99.10
2080.00,99.09
2079.00,99.09
2078.00,99.09
2077.00,99.09
2076.00,99.08
2075.00,99.08
2074.00,99.09
2073.00,99.09
2072.00,99.10
2071.00,99.10
2070.00,99.10
2069.00,99.09
2068.00,99.09
2067.00,99.09
2066.00,99.09
2065.00,99.10
2064.00,99.10
2063.00,99.09
2062.00,99.08
2061.00,99.07
2060.00,99.07
2059.00,99.06
2058.00,99.06
2057.00,99.05
2056.00,99.05
2055.00,99.05
2054.00,99.04
2053.00,99.01
2052.00,98.94
2051.00,98.87
2050.00,98.84
2049.00,98.84
2048.00,98.88
2047.00,98.91
2046.00,98.93
2045.00,98.94
2044.00,98.94
2043.00,98.94
2042.00,98.94
2041.00,98.92
2040.00,98.89
2039.00,98.87
2038.00,98.86
2037.00,98.86
2036.00,98.87
2035.00,98.89
2034.00,98.92
2033.00,98.94
2032.00,98.95
2031.00,98.95
2030.00,98.94
2029.00,98.94
2028.00,98.94
2027.00,98.94
2026.00,98.95
2025.00,98.95
2024.00,98.94
2023.00,98.94
2022.00,98.93
2021.00,98.93
2020.00,98.92
2019.00,98.92
2018.00,98.93
2017.00,98.94
2016.00,98.95
2015.00,98.95
2014.00,98.93
2013.00,98.90
2012.00,98.89
2011.00,98.89
2010.00,98.92
2009.00,98.96
2008.00,99.01
2007.00,99.06
2006.00,99.11
2005.00,99.14
2004.00,99.14
2003.00,99.14
2002.00,99.13
2001.00,99.12
2000.00,99.10
1999.00,99.09
1998.00,99.08
1997.00,99.07
1996.00,99.06
1995.00,99.05
1994.00,99.03
1993.00,99.02
1992.00,99.01
1991.00,99.01
1990.00,99.02
1989.00,99.01
1988.00,99.01
1987.00,99.01
1986.00,99.00
1985.00,98.98
1984.00,98.94
1983.00,98.90
1982.00,98.86
1981.00,98.80
1980.00,98.76
1979.00,98.77
1978.00,98.84
1977.00,98.93
1976.00,99.01
1975.00,99.06
1974.00,99.09
1973.00,99.10
1972.00,99.12
1971.00,99.13
1970.00,99.14
1969.00,99.14
1968.00,99.13
1967.00,99.12
1966.00,99.11
1965.00,99.11
1964.00,99.11
1963.00,99.12
1962.00,99.15
1961.00,99.17
1960.00,99.20
1959.00,99.22
1958.00,99.23
1957.00,99.22
1956.00,99.21
1955.00,99.20
1954.00,99.19
1953.00,99.17
1952.00,99.16
1951.00,99.16
1950.00,99.17
1949.00,99.17
1948.00,99.18
1947.00,99.19
1946.00,99.19
1945.00,99.19
1944.00,99.19
1943.00,99.19
1942.00,99.19
1941.00,99.19
1940.00,99.19
1939.00,99.19
1938.00,99.19
1937.00,99.19
1936.00,99.19
1935.00,99.19
1934.00,99.19
1933.00,99.20
1932.00,99.20
1931.00,99.20
1930.00,99.20
1929.00,99.19
1928.00,99.19
1927.00,99.19
1926.00,99.19
1925.00,99.19
1924.00,99.19
1923.00,99.19
1922.00,99.19
1921.00,99.18
1920.00,99.16
1919.00,99.16
1918.00,99.15
1917.00,99.15
1916.00,99.14
1915.00,99.14
1914.00,99.14
1913.00,99.14
1912.00,99.14
1911.00,99.14
1910.00,99.14
1909.00,99.15
1908.00,99.14
1907.00,99.14
1906.00,99.13
1905.00,99.12
1904.00,99.12
1903.00,99.11
1902.00,99.10
1901.00,99.10
1900.00,99.10
1899.00,99.10
1898.00,99.10
1897.00,99.10
1896.00,99.11
1895.00,99.11
1894.00,99.12
1893.00,99.12
1892.00,99.12
1891.00,99.12
1890.00,99.13
1889.00,99.14
1888.00,99.15
1887.00,99.16
1886.00,99.17
1885.00,99.18
1884.00,99.19
1883.00,99.20
1882.00,99.20
1881.00,99.20
1880.00,99.20
1879.00,99.20
1878.00,99.20
1877.00,99.21
1876.00,99.21
1875.00,99.22
1874.00,99.22
1873.00,99.23
1872.00,99.23
1871.00,99.22
1870.00,99.22
1869.00,99.21
1868.00,99.21
1867.00,99.22
1866.00,99.22
1865.00,99.22
1864.00,99.22
1863.00,99.22
1862.00,99.22
1861.00,99.22
1860.00,99.23
1859.00,99.23
1858.00,99.24
1857.00,99.24
1856.00,99.24
1855.00,99.23
1854.00,99.24
1853.00,99.23
1852.00,99.23
1851.00,99.23
1850.00,99.24
1849.00,99.24
1848.00,99.23
1847.00,99.23
1846.00,99.24
1845.00,99.24
1844.00,99.25
1843.00,99.25
1842.00,99.25
1841.00,99.24
1840.00,99.24
1839.00,99.24
1838.00,99.24
1837.00,99.24
1836.00,99.23
1835.00,99.23
1834.00,99.23
1833.00,99.23
1832.00,99.23
1831.00,99.23
1830.00,99.23
1829.00,99.22
1828.00,99.21
1827.00,99.21
1826.00,99.20
1825.00,99.20
1824.00,99.19
1823.00,99.19
1822.00,99.19
1821.00,99.19
1820.00,99.20
1819.00,99.22
1818.00,99.23
1817.00,99.24
1816.00,99.24
1815.00,99.24
1814.00,99.23
1813.00,99.22
1812.00,99.22
1811.00,99.22
1810.00,99.22
1809.00,99.22
1808.00,99.21
1807.00,99.21
1806.00,99.21
1805.00,99.21
1804.00,99.20
1803.00,99.20
1802.00,99.20
1801.00,99.20
1800.00,99.20
1799.00,99.20
1798.00,99.20
1797.00,99.20
1796.00,99.20
1795.00,99.20
1794.00,99.20
1793.00,99.20
1792.00,99.20
1791.00,99.20
1790.00,99.20
1789.00,99.20
1788.00,99.20
1787.00,99.20
1786.00,99.20
1785.00,99.20
1784.00,99.20
1783.00,99.19
1782.00,99.19
1781.00,99.19
1780.00,99.19
1779.00,99.19
1778.00,99.20
1777.00,99.20
1776.00,99.19
1775.00,99.19
1774.00,99.19
1773.00,99.19
1772.00,99.19
1771.00,99.19
1770.00,99.18
1769.00,99.18
1768.00,99.18
1767.00,99.18
1766.00,99.18
1765.00,99.18
1764.00,99.18
1763.00,99.18
1762.00,99.18
1761.00,99.17
1760.00,99.17
1759.00,99.16
1758.00,99.16
1757.00,99.15
1756.00,99.15
1755.00,99.14
1754.00,99.13
1753.00,99.13
1752.00,99.12
1751.00,99.12
1750.00,99.12
1749.00,99.11
1748.00,99.11
1747.00,99.11
1746.00,99.11
1745.00,99.11
1744.00,99.10
1743.00,99.09
1742.00,99.09
1741.00,99.09
1740.00,99.09
1739.00,99.09
1738.00,99.08
1737.00,99.07
1736.00,99.06
1735.00,99.06
1734.00,99.06
1733.00,99.06
1732.00,99.05
1731.00,99.06
1730.00,99.06
1729.00,99.06
1728.00,99.06
1727.00,99.06
1726.00,99.06
1725.00,99.05
1724.00,99.05
1723.00,99.04
1722.00,99.04
1721.00,99.04
1720.00,99.03
1719.00,99.03
1718.00,99.04
1717.00,99.04
1716.00,99.04
1715.00,99.05
1714.00,99.05
1713.00,99.06
1712.00,99.06
1711.00,99.07
1710.00,99.08
1709.00,99.08
1708.00,99.09
1707.00,99.09
1706.00,99.10
1705.00,99.10
1704.00,99.10
1703.00,99.10
1702.00,99.10
1701.00,99.11
1700.00,99.11
1699.00,99.11
1698.00,99.11
1697.00,99.11
1696.00,99.11
1695.00,99.12
1694.00,99.12
1693.00,99.11
1692.00,99.11
1691.00,99.11
1690.00,99.12
1689.00,99.12
1688.00,99.12
1687.00,99.12
1686.00,99.12
1685.00,99.12
1684.00,99.12
1683.00,99.11
1682.00,99.12
1681.00,99.11
1680.00,99.11
1679.00,99.12
1678.00,99.11
1677.00,99.11
1676.00,99.11
1675.00,99.11
1674.00,99.10
1673.00,99.10
1672.00,99.10
1671.00,99.11
1670.00,99.11
1669.00,99.11
1668.00,99.10
1667.00,99.10
1666.00,99.10
1665.00,99.10
1664.00,99.09
1663.00,99.09
1662.00,99.09
1661.00,99.09
1660.00,99.09
1659.00,99.09
1658.00,99.09
1657.00,99.09
1656.00,99.08
1655.00,99.07
1654.00,99.07
1653.00,99.07
1652.00,99.06
1651.00,99.06
1650.00,99.06
1649.00,99.05
1648.00,99.03
1647.00,99.01
1646.00,99.00
1645.00,98.98
1644.00,98.97
1643.00,98.96
1642.00,98.96
1641.00,98.96
1640.00,98.97
1639.00,98.97
1638.00,98.98
1637.00,98.99
1636.00,98.99
1635.00,99.01
1634.00,99.02
1633.00,99.02
1632.00,99.02
1631.00,99.02
1630.00,99.02
1629.00,99.02
1628.00,99.02
1627.00,99.02
1626.00,99.02
1625.00,99.02
1624.00,99.02
1623.00,99.02
1622.00,99.02
1621.00,99.02
1620.00,99.01
1619.00,99.01
1618.00,99.01
1617.00,99.01
1616.00,99.01
1615.00,99.01
1614.00,99.02
1613.00,99.02
1612.00,99.01
1611.00,99.01
1610.00,99.02
1609.00,99.01
1608.00,99.01
1607.00,99.01
1606.00,99.01
1605.00,99.01
1604.00,99.01
1603.00,99.01
1602.00,99.00
1601.00,99.00
1600.00,99.00
1599.00,99.00
1598.00,99.00
1597.00,99.00
1596.00,98.99
1595.00,98.98
1594.00,98.98
1593.00,98.98
1592.00,98.98
1591.00,98.98
1590.00,98.98
1589.00,98.98
1588.00,98.97
1587.00,98.97
1586.00,98.97
1585.00,98.96
1584.00,98.96
1583.00,98.96
1582.00,98.97
1581.00,98.97
1580.00,98.97
1579.00,98.97
1578.00,98.97
1577.00,98.96
1576.00,98.96
1575.00,98.97
1574.00,98.98
1573.00,98.98
1572.00,98.97
1571.00,98.98
1570.00,98.98
1569.00,98.98
1568.00,98.98
1567.00,98.98
1566.00,98.98
1565.00,98.98
1564.00,98.98
1563.00,98.98
1562.00,98.98
1561.00,98.98
1560.00,98.97
1559.00,98.97
1558.00,98.97
1557.00,98.96
1556.00,98.95
1555.00,98.95
1554.00,98.95
1553.00,98.95
1552.00,98.95
1551.00,98.95
1550.00,98.95
1549.00,98.94
1548.00,98.93
1547.00,98.92
1546.00,98.93
1545.00,98.93
1544.00,98.93
1543.00,98.93
1542.00,98.93
1541.00,98.93
1540.00,98.91
1539.00,98.92
1538.00,98.93
1537.00,98.93
1536.00,98.92
1535.00,98.92
1534.00,98.93
1533.00,98.92
1532.00,98.91
1531.00,98.91
1530.00,98.91
1529.00,98.91
1528.00,98.90
1527.00,98.90
1526.00,98.90
1525.00,98.89
1524.00,98.88
1523.00,98.88
1522.00,98.88
1521.00,98.87
1520.00,98.86
1519.00,98.86
1518.00,98.86
1517.00,98.84
1516.00,98.83
1515.00,98.83
1514.00,98.83
1513.00,98.81
1512.00,98.80
1511.00,98.79
1510.00,98.78
1509.00,98.76
1508.00,98.73
1507.00,98.72
1506.00,98.73
1505.00,98.71
1504.00,98.69
1503.00,98.68
1502.00,98.68
1501.00,98.66
1500.00,98.63
1499.00,98.61
1498.00,98.61
1497.00,98.58
1496.00,98.54
1495.00,98.53
1494.00,98.52
1493.00,98.49
1492.00,98.45
1491.00,98.42
1490.00,98.38
1489.00,98.32
1488.00,98.24
1487.00,98.18
1486.00,98.11
1485.00,98.01
1484.00,97.88
1483.00,97.73
1482.00,97.53
1481.00,97.22
1480.00,96.81
1479.00,96.19
1478.00,95.09
1477.00,93.17
1476.00,90.33
1475.00,86.81
1474.00,83.13
1473.00,80.34
1472.00,79.45
1471.00,80.17
1470.00,81.46
1469.00,82.69
1468.00,83.70
1467.00,84.42
1466.00,84.70
1465.00,84.50
1464.00,84.18
1463.00,84.31
1462.00,85.17
1461.00,86.68
1460.00,88.56
1459.00,90.43
1458.00,92.03
1457.00,93.24
1456.00,94.02
1455.00,94.51
1454.00,94.88
1453.00,95.24
1452.00,95.58
1451.00,95.86
1450.00,96.06
1449.00,96.23
1448.00,96.37
1447.00,96.47
1446.00,96.53
1445.00,96.59
1444.00,96.66
1443.00,96.71
1442.00,96.75
1441.00,96.81
1440.00,96.87
1439.00,96.92
1438.00,96.97
1437.00,97.05
1436.00,97.15
1435.00,97.23
1434.00,97.30
1433.00,97.39
1432.00,97.49
1431.00,97.59
1430.00,97.70
1429.00,97.81
1428.00,97.92
1427.00,98.00
1426.00,98.07
1425.00,98.15
1424.00,98.22
1423.00,98.27
1422.00,98.31
1421.00,98.35
1420.00,98.40
1419.00,98.43
1418.00,98.45
1417.00,98.47
1416.00,98.49
1415.00,98.50
1414.00,98.51
1413.00,98.52
1412.00,98.54
1411.00,98.55
1410.00,98.55
1409.00,98.56
1408.00,98.58
1407.00,98.59
1406.00,98.60
1405.00,98.61
1404.00,98.63
1403.00,98.63
1402.00,98.64
1401.00,98.65
1400.00,98.65
1399.00,98.65
1398.00,98.65
1397.00,98.65
1396.00,98.66
1395.00,98.66
1394.00,98.66
1393.00,98.66
1392.00,98.66
1391.00,98.66
1390.00,98.66
1389.00,98.65
1388.00,98.65
1387.00,98.65
1386.00,98.64
1385.00,98.63
1384.00,98.62
1383.00,98.60
1382.00,98.57
1381.00,98.54
1380.00,98.51
1379.00,98.47
1378.00,98.43
1377.00,98.39
1376.00,98.35
1375.00,98.29
1374.00,98.22
1373.00,98.16
1372.00,98.09
1371.00,98.04
1370.00,97.99
1369.00,97.96
1368.00,97.96
1367.00,97.98
1366.00,98.00
1365.00,98.04
1364.00,98.09
1363.00,98.13
1362.00,98.17
1361.00,98.19
1360.00,98.21
1359.00,98.22
1358.00,98.22
1357.00,98.22
1356.00,98.21
1355.00,98.20
1354.00,98.19
1353.00,98.19
1352.00,98.19
1351.00,98.20
1350.00,98.22
1349.00,98.24
1348.00,98.26
1347.00,98.29
1346.00,98.31
1345.00,98.33
1344.00,98.35
1343.00,98.37
1342.00,98.39
1341.00,98.41
1340.00,98.43
1339.00,98.44
1338.00,98.46
1337.00,98.48
1336.00,98.51
1335.00,98.53
1334.00,98.54
1333.00,98.56
1332.00,98.57
1331.00,98.57
1330.00,98.57
1329.00,98.57
1328.00,98.57
1327.00,98.57
1326.00,98.56
1325.00,98.55
1324.00,98.54
1323.00,98.53
1322.00,98.51
1321.00,98.50
1320.00,98.48
1319.00,98.46
1318.00,98.44
1317.00,98.43
1316.00,98.41
1315.00,98.40
1314.00,98.38
1313.00,98.36
1312.00,98.35
1311.00,98.33
1310.00,98.31
1309.00,98.30
1308.00,98.29
1307.00,98.29
1306.00,98.28
1305.00,98.28
1304.00,98.29
1303.00,98.29
1302.00,98.28
1301.00,98.29
1300.00,98.29
1299.00,98.30
1298.00,98.31
1297.00,98.32
1296.00,98.34
1295.00,98.35
1294.00,98.36
1293.00,98.38
1292.00,98.40
1291.00,98.41
1290.00,98.42
1289.00,98.43
1288.00,98.45
1287.00,98.46
1286.00,98.46
1285.00,98.47
1284.00,98.48
1283.00,98.49
1282.00,98.49
1281.00,98.50
1280.00,98.51
1279.00,98.51
1278.00,98.51
1277.00,98.52
1276.00,98.52
1275.00,98.53
1274.00,98.53
1273.00,98.53
1272.00,98.53
1271.00,98.53
1270.00,98.53
1269.00,98.54
1268.00,98.55
1267.00,98.55
1266.00,98.56
1265.00,98.57
1264.00,98.58
1263.00,98.59
1262.00,98.60
1261.00,98.61
1260.00,98.62
1259.00,98.64
1258.00,98.65
1257.00,98.66
1256.00,98.68
1255.00,98.70
1254.00,98.71
1253.00,98.73
1252.00,98.75
1251.00,98.77
1250.00,98.78
1249.00,98.79
1248.00,98.81
1247.00,98.83
1246.00,98.84
1245.00,98.86
1244.00,98.88
1243.00,98.88
1242.00,98.89
1241.00,98.89
1240.00,98.90
1239.00,98.91
1238.00,98.92
1237.00,98.92
1236.00,98.92
1235.00,98.92
1234.00,98.92
1233.00,98.93
1232.00,98.93
1231.00,98.93
1230.00,98.93
1229.00,98.93
1228.00,98.92
1227.00,98.91
1226.00,98.90
1225.00,98.90
1224.00,98.90
1223.00,98.90
1222.00,98.91
1221.00,98.90
1220.00,98.89
1219.00,98.89
1218.00,98.88
1217.00,98.88
1216.00,98.88
1215.00,98.87
1214.00,98.86
1213.00,98.86
1212.00,98.86
1211.00,98.85
1210.00,98.85
1209.00,98.84
1208.00,98.84
1207.00,98.84
1206.00,98.84
1205.00,98.84
1204.00,98.84
1203.00,98.84
1202.00,98.83
1201.00,98.82
1200.00,98.81
1199.00,98.80
1198.00,98.79
1197.00,98.79
1196.00,98.79
1195.00,98.78
1194.00,98.78
1193.00,98.77
1192.00,98.77
1191.00,98.77
1190.00,98.77
1189.00,98.76
1188.00,98.76
1187.00,98.75
1186.00,98.74
1185.00,98.74
1184.00,98.73
1183.00,98.73
1182.00,98.72
1181.00,98.71
1180.00,98.70
1179.00,98.69
1178.00,98.67
1177.00,98.66
1176.00,98.65
1175.00,98.65
1174.00,98.65
1173.00,98.65
1172.00,98.65
1171.00,98.65
1170.00,98.64
1169.00,98.64
1168.00,98.65
1167.00,98.65
1166.00,98.64
1165.00,98.64
1164.00,98.65
1163.00,98.65
1162.00,98.65
1161.00,98.64
1160.00,98.64
1159.00,98.64
1158.00,98.64
1157.00,98.64
1156.00,98.65
1155.00,98.65
1154.00,98.66
1153.00,98.66
1152.00,98.66
1151.00,98.65
1150.00,98.64
1149.00,98.63
1148.00,98.63
1147.00,98.63
1146.00,98.63
1145.00,98.62
1144.00,98.62
1143.00,98.61
1142.00,98.61
1141.00,98.60
1140.00,98.60
1139.00,98.59
1138.00,98.59
1137.00,98.58
1136.00,98.58
1135.00,98.57
1134.00,98.57
1133.00,98.56
1132.00,98.55
1131.00,98.54
1130.00,98.53
1129.00,98.53
1128.00,98.52
1127.00,98.52
1126.00,98.51
1125.00,98.50
1124.00,98.50
1123.00,98.50
1122.00,98.49
1121.00,98.49
1120.00,98.48
1119.00,98.47
1118.00,98.46
1117.00,98.46
1116.00,98.45
1115.00,98.45
1114.00,98.44
1113.00,98.44
1112.00,98.43
1111.00,98.43
1110.00,98.42
1109.00,98.42
1108.00,98.41
1107.00,98.41
1106.00,98.40
1105.00,98.39
1104.00,98.39
1103.00,98.39
1102.00,98.38
1101.00,98.38
1100.00,98.37
1099.00,98.36
1098.00,98.35
1097.00,98.35
1096.00,98.34
1095.00,98.34
1094.00,98.33
1093.00,98.33
1092.00,98.33
1091.00,98.33
1090.00,98.33
1089.00,98.33
1088.00,98.33
1087.00,98.33
1086.00,98.32
1085.00,98.31
1084.00,98.31
1083.00,98.31
1082.00,98.31
1081.00,98.31
1080.00,98.31
1079.00,98.31
1078.00,98.31
1077.00,98.31
1076.00,98.32
1075.00,98.33
1074.00,98.35
1073.00,98.36
1072.00,98.36
1071.00,98.37
1070.00,98.37
1069.00,98.37
1068.00,98.37
1067.00,98.37
1066.00,98.36
1065.00,98.35
1064.00,98.34
1063.00,98.34
1062.00,98.34
1061.00,98.34
1060.00,98.35
1059.00,98.36
1058.00,98.37
1057.00,98.37
1056.00,98.38
1055.00,98.38
1054.00,98.38
1053.00,98.38
1052.00,98.38
1051.00,98.38
1050.00,98.39
1049.00,98.40
1048.00,98.41
1047.00,98.42
1046.00,98.42
1045.00,98.43
1044.00,98.44
1043.00,98.44
1042.00,98.44
1041.00,98.44
1040.00,98.44
1039.00,98.43
1038.00,98.43
1037.00,98.43
1036.00,98.43
1035.00,98.43
1034.00,98.43
1033.00,98.43
1032.00,98.43
1031.00,98.44
1030.00,98.44
1029.00,98.45
1028.00,98.45
1027.00,98.46
1026.00,98.46
1025.00,98.46
1024.00,98.46
1023.00,98.46
1022.00,98.46
1021.00,98.46
1020.00,98.46
1019.00,98.46
1018.00,98.46
1017.00,98.45
1016.00,98.45
1015.00,98.45
1014.00,98.45
1013.00,98.45
1012.00,98.46
1011.00,98.46
1010.00,98.47
1009.00,98.48
1008.00,98.49
1007.00,98.50
1006.00,98.50
1005.00,98.50
1004.00,98.49
1003.00,98.48
1002.00,98.48
1001.00,98.47
1000.00,98.47
999.00,98.47
998.00,98.46
997.00,98.44
996.00,98.43
995.00,98.42
994.00,98.41
993.00,98.40
992.00,98.39
991.00,98.39
990.00,98.40
989.00,98.41
988.00,98.43
987.00,98.45
986.00,98.47
985.00,98.49
984.00,98.51
983.00,98.52
982.00,98.53
981.00,98.55
980.00,98.56
979.00,98.56
978.00,98.56
977.00,98.56
976.00,98.56
975.00,98.57
974.00,98.57
973.00,98.58
972.00,98.58
971.00,98.59
970.00,98.60
969.00,98.61
968.00,98.61
967.00,98.62
966.00,98.62
965.00,98.62
964.00,98.61
963.00,98.60
962.00,98.60
961.00,98.60
960.00,98.60
959.00,98.60
958.00,98.60
957.00,98.60
956.00,98.60
955.00,98.61
954.00,98.61
953.00,98.61
952.00,98.61
951.00,98.61
950.00,98.61
949.00,98.61
948.00,98.62
947.00,98.61
946.00,98.61
945.00,98.61
944.00,98.62
943.00,98.62
942.00,98.62
941.00,98.62
940.00,98.63
939.00,98.63
938.00,98.63
937.00,98.62
936.00,98.62
935.00,98.62
934.00,98.61
933.00,98.60
932.00,98.60
931.00,98.59
930.00,98.59
929.00,98.58
928.00,98.58
927.00,98.58
926.00,98.57
925.00,98.57
924.00,98.57
923.00,98.56
922.00,98.56
921.00,98.55
920.00,98.55
919.00,98.55
918.00,98.53
917.00,98.50
916.00,98.47
915.00,98.42
914.00,98.35
913.00,98.27
912.00,98.18
911.00,98.08
910.00,97.98
909.00,97.93
908.00,97.93
907.00,97.99
906.00,98.08
905.00,98.18
904.00,98.27
903.00,98.34
902.00,98.38
901.00,98.41
900.00,98.43
899.00,98.45
898.00,98.46
897.00,98.48
