Created as New Dataset,Acrylic Clear
cm-1,%T
3062.00,98.40
3061.00,98.40
3060.00,98.39
3059.00,98.38
3058.00,98.37
3057.00,98.35
3056.00,98.34
3055.00,98.32
3054.00,98.31
3053.00,98.30
3052.00,98.28
3051.00,98.26
3050.00,98.24
3049.00,98.22
3048.00,98.20
3047.00,98.18
3046.00,98.16
3045.00,98.13
3044.00,98.11
3043.00,98.08
3042.00,98.05
3041.00,98.02
3040.00,97.99
3039.00,97.95
3038.00,97.91
3037.00,97.87
3036.00,97.82
3035.00,97.78
3034.00,97.73
3033.00,97.69
3032.00,97.64
3031.00,97.59
3030.00,97.53
3029.00,97.48
3028.00,97.43
3027.00,97.38
3026.00,97.33
3025.00,97.28
3024.00,97.23
3023.00,97.18
3022.00,97.12
3021.00,97.06
3020.00,97.00
3019.00,96.94
3018.00,96.88
3017.00,96.82
3016.00,96.76
3015.00,96.69
3014.00,96.63
3013.00,96.56
3012.00,96.49
3011.00,96.42
3010.00,96.35
3009.00,96.27
3008.00,96.20
3007.00,96.12
3006.00,96.04
3005.00,95.97
3004.00,95.89
3003.00,95.82
3002.00,95.76
3001.00,95.69
3000.00,95.64
2999.00,95.59
2998.00,95.55
2997.00,95.51
2996.00,95.48
2995.00,95.46
2994.00,95.45
2993.00,95.45
2992.00,95.46
2991.00,95.48
2990.00,95.51
2989.00,95.55
2988.00,95.59
2987.00,95.65
2986.00,95.72
2985.00,95.79
2984.00,95.87
2983.00,95.95
2982.00,96.03
2981.00,96.11
2980.00,96.18
2979.00,96.25
2978.00,96.31
2977.00,96.36
2976.00,96.40
2975.00,96.42
2974.00,96.43
2973.00,96.42
2972.00,96.40
2971.00,96.37
2970.00,96.31
2969.00,96.24
2968.00,96.16
2967.00,96.06
2966.00,95.94
2965.00,95.81
2964.00,95.67
2963.00,95.52
2962.00,95.34
2961.00,95.16
2960.00,94.96
2959.00,94.76
2958.00,94.56
2957.00,94.36
2956.00,94.17
2955.00,93.99
2954.00,93.83
2953.00,93.70
2952.00,93.61
2951.00,93.56
2950.00,93.56
2949.00,93.62
2948.00,93.72
2947.00,93.86
2946.00,94.02
2945.00,94.20
2944.00,94.39
2943.00,94.56
2942.00,94.72
2941.00,94.86
2940.00,94.99
2939.00,95.09
2938.00,95.18
2937.00,95.26
2936.00,95.32
2935.00,95.38
2934.00,95.43
2933.00,95.48
2932.00,95.53
2931.00,95.58
2930.00,95.62
2929.00,95.65
2928.00,95.69
2927.00,95.72
2926.00,95.76
2925.00,95.80
2924.00,95.84
2923.00,95.89
2922.00,95.93
2921.00,95.97
2920.00,96.01
2919.00,96.04
2918.00,96.08
2917.00,96.12
2916.00,96.16
2915.00,96.19
2914.00,96.23
2913.00,96.26
2912.00,96.29
2911.00,96.33
2910.00,96.36
2909.00,96.40
2908.00,96.43
2907.00,96.47
2906.00,96.51
2905.00,96.55
2904.00,96.60
2903.00,96.64
2902.00,96.69
2901.00,96.73
2900.00,96.77
2899.00,96.81
2898.00,96.84
2897.00,96.87
2896.00,96.91
2895.00,96.94
2894.00,96.97
2893.00,96.99
2892.00,97.01
2891.00,97.04
2890.00,97.06
2889.00,97.09
2888.00,97.12
2887.00,97.15
2886.00,97.17
2885.00,97.20
2884.00,97.23
2883.00,97.26
2882.00,97.29
2881.00,97.32
2880.00,97.35
2879.00,97.38
2878.00,97.42
2877.00,97.45
2876.00,97.49
2875.00,97.52
2874.00,97.55
2873.00,97.58
2872.00,97.60
2871.00,97.63
2870.00,97.65
2869.00,97.67
2868.00,97.69
2867.00,97.70
2866.00,97.71
2865.00,97.73
2864.00,97.74
2863.00,97.75
2862.00,97.75
2861.00,97.75
2860.00,97.75
2859.00,97.75
2858.00,97.75
2857.00,97.74
2856.00,97.73
2855.00,97.72
2854.00,97.70
2853.00,97.68
2852.00,97.66
2851.00,97.64
2850.00,97.62
2849.00,97.60
2848.00,97.58
2847.00,97.56
2846.00,97.54
2845.00,97.53
2844.00,97.53
2843.00,97.52
2842.00,97.52
2841.00,97.53
2840.00,97.55
2839.00,97.58
2838.00,97.61
2837.00,97.64
2836.00,97.68
2835.00,97.72
2834.00,97.76
2833.00,97.80
2832.00,97.84
2831.00,97.87
2830.00,97.90
2829.00,97.93
2828.00,97.95
2827.00,97.97
2826.00,98.00
2825.00,98.02
2824.00,98.04
2823.00,98.06
2822.00,98.08
2821.00,98.09
2820.00,98.11
2819.00,98.12
2818.00,98.13
2817.00,98.14
2816.00,98.15
2815.00,98.16
2814.00,98.17
2813.00,98.18
2812.00,98.19
2811.00,98.20
2810.00,98.20
2809.00,98.21
2808.00,98.21
2807.00,98.22
2806.00,98.22
2805.00,98.23
2804.00,98.23
2803.00,98.24
2802.00,98.24
2801.00,98.25
2800.00,98.25
2799.00,98.25
2798.00,98.26
2797.00,98.26
2796.00,98.27
2795.00,98.27
2794.00,98.27
2793.00,98.27
2792.00,98.27
2791.00,98.27
2790.00,98.27
2789.00,98.28
2788.00,98.28
2787.00,98.28
2786.00,98.28
2785.00,98.28
2784.00,98.28
2783.00,98.28
2782.00,98.29
2781.00,98.29
2780.00,98.28
2779.00,98.28
2778.00,98.28
2777.00,98.29
2776.00,98.29
2775.00,98.29
2774.00,98.29
2773.00,98.29
2772.00,98.29
2771.00,98.29
2770.00,98.29
2769.00,98.29
2768.00,98.29
2767.00,98.29
2766.00,98.29
2765.00,98.30
2764.00,98.30
2763.00,98.30
2762.00,98.30
2761.00,98.30
2760.00,98.31
2759.00,98.31
2758.00,98.31
2757.00,98.31
2756.00,98.32
2755.00,98.31
2754.00,98.31
2753.00,98.31
2752.00,98.31
2751.00,98.32
2750.00,98.32
2749.00,98.32
2748.00,98.32
2747.00,98.32
2746.00,98.33
2745.00,98.33
2744.00,98.33
2743.00,98.32
2742.00,98.32
2741.00,98.32
2740.00,98.32
2739.00,98.32
2738.00,98.33
2737.00,98.33
2736.00,98.33
2735.00,98.34
2734.00,98.34
2733.00,98.35
2732.00,98.35
2731.00,98.35
2730.00,98.34
2729.00,98.34
2728.00,98.35
2727.00,98.35
2726.00,98.35
2725.00,98.35
2724.00,98.35
2723.00,98.35
2722.00,98.36
2721.00,98.36
2720.00,98.36
2719.00,98.36
2718.00,98.36
2717.00,98.36
2716.00,98.36
2715.00,98.36
2714.00,98.36
2713.00,98.36
2712.00,98.37
2711.00,98.37
2710.00,98.37
2709.00,98.37
2708.00,98.37
2707.00,98.37
2706.00,98.37
2705.00,98.37
2704.00,98.37
2703.00,98.37
2702.00,98.37
2701.00,98.37
2700.00,98.37
2699.00,98.37
2698.00,98.37
2697.00,98.37
2696.00,98.37
2695.00,98.37
2694.00,98.37
2693.00,98.37
2692.00,98.37
2691.00,98.37
2690.00,98.37
2689.00,98.37
2688.00,98.37
2687.00,98.37
2686.00,98.37
2685.00,98.37
2684.00,98.37
2683.00,98.37
2682.00,98.37
2681.00,98.37
2680.00,98.37
2679.00,98.37
2678.00,98.37
2677.00,98.37
2676.00,98.37
2675.00,98.37
2674.00,98.37
2673.00,98.37
2672.00,98.36
2671.00,98.36
2670.00,98.36
2669.00,98.36
2668.00,98.36
2667.00,98.36
2666.00,98.36
2665.00,98.35
2664.00,98.34
2663.00,98.33
2662.00,98.32
2661.00,98.31
2660.00,98.30
2659.00,98.29
2658.00,98.29
2657.00,98.28
2656.00,98.27
2655.00,98.27
2654.00,98.26
2653.00,98.26
2652.00,98.26
2651.00,98.25
2650.00,98.25
2649.00,98.25
2648.00,98.24
2647.00,98.24
2646.00,98.24
2645.00,98.24
2644.00,98.24
2643.00,98.24
2642.00,98.24
2641.00,98.23
2640.00,98.23
2639.00,98.23
2638.00,98.23
2637.00,98.23
2636.00,98.23
2635.00,98.23
2634.00,98.23
2633.00,98.22
2632.00,98.22
2631.00,98.23
2630.00,98.23
2629.00,98.23
2628.00,98.23
2627.00,98.23
2626.00,98.23
2625.00,98.23
2624.00,98.23
2623.00,98.23
2622.00,98.23
2621.00,98.23
2620.00,98.23
2619.00,98.23
2618.00,98.23
2617.00,98.23
2616.00,98.23
2615.00,98.23
2614.00,98.23
2613.00,98.23
2612.00,98.23
2611.00,98.23
2610.00,98.23
2609.00,98.22
2608.00,98.22
2607.00,98.22
2606.00,98.22
2605.00,98.21
2604.00,98.21
2603.00,98.21
2602.00,98.21
2601.00,98.21
2600.00,98.21
2599.00,98.21
2598.00,98.21
2597.00,98.21
2596.00,98.22
2595.00,98.22
2594.00,98.22
2593.00,98.22
2592.00,98.22
2591.00,98.22
2590.00,98.23
2589.00,98.23
2588.00,98.23
2587.00,98.22
2586.00,98.22
2585.00,98.22
2584.00,98.23
2583.00,98.23
2582.00,98.24
2581.00,98.24
2580.00,98.24
2579.00,98.24
2578.00,98.24
2577.00,98.24
2576.00,98.24
2575.00,98.24
2574.00,98.24
2573.00,98.24
2572.00,98.24
2571.00,98.24
2570.00,98.24
2569.00,98.25
2568.00,98.25
2567.00,98.25
2566.00,98.25
2565.00,98.25
2564.00,98.25
2563.00,98.25
2562.00,98.25
2561.00,98.26
2560.00,98.27
2559.00,98.27
2558.00,98.26
2557.00,98.25
2556.00,98.24
2555.00,98.24
2554.00,98.25
2553.00,98.25
2552.00,98.26
2551.00,98.26
2550.00,98.26
2549.00,98.26
2548.00,98.27
2547.00,98.27
2546.00,98.27
2545.00,98.26
2544.00,98.26
2543.00,98.26
2542.00,98.26
2541.00,98.26
2540.00,98.27
2539.00,98.27
2538.00,98.27
2537.00,98.27
2536.00,98.27
2535.00,98.27
2534.00,98.27
2533.00,98.27
2532.00,98.27
2531.00,98.27
2530.00,98.28
2529.00,98.28
2528.00,98.29
2527.00,98.29
2526.00,98.29
2525.00,98.29
2524.00,98.29
2523.00,98.29
2522.00,98.29
2521.00,98.29
2520.00,98.29
2519.00,98.29
2518.00,98.30
2517.00,98.30
2516.00,98.30
2515.00,98.30
2514.00,98.30
2513.00,98.30
2512.00,98.30
2511.00,98.30
2510.00,98.30
2509.00,98.30
2508.00,98.31
2507.00,98.31
2506.00,98.31
2505.00,98.31
2504.00,98.31
2503.00,98.31
2502.00,98.31
2501.00,98.31
2500.00,98.31
2499.00,98.31
2498.00,98.31
2497.00,98.31
2496.00,98.31
2495.00,98.31
2494.00,98.31
2493.00,98.31
2492.00,98.31
2491.00,98.31
2490.00,98.31
2489.00,98.31
2488.00,98.31
2487.00,98.31
2486.00,98.31
2485.00,98.32
2484.00,98.32
2483.00,98.32
2482.00,98.32
2481.00,98.32
2480.00,98.32
2479.00,98.31
2478.00,98.31
2477.00,98.31
2476.00,98.31
2475.00,98.31
2474.00,98.31
2473.00,98.31
2472.00,98.31
2471.00,98.31
2470.00,98.31
2469.00,98.31
2468.00,98.31
2467.00,98.31
2466.00,98.31
2465.00,98.31
2464.00,98.30
2463.00,98.30
2462.00,98.30
2461.00,98.29
2460.00,98.29
2459.00,98.28
2458.00,98.28
2457.00,98.27
2456.00,98.27
2455.00,98.27
2454.00,98.27
2453.00,98.27
2452.00,98.27
