Created as New Dataset,Acrylic Clear
cm-1,%T
2451.00,98.27
2450.00,98.28
2449.00,98.28
2448.00,98.28
2447.00,98.28
2446.00,98.28
2445.00,98.29
2444.00,98.29
2443.00,98.29
2442.00,98.29
2441.00,98.28
2440.00,98.28
2439.00,98.28
2438.00,98.27
2437.00,98.27
2436.00,98.27
2435.00,98.28
2434.00,98.28
2433.00,98.28
2432.00,98.28
2431.00,98.28
2430.00,98.28
2429.00,98.29
2428.00,98.29
2427.00,98.29
2426.00,98.29
2425.00,98.29
2424.00,98.29
2423.00,98.28
2422.00,98.28
2421.00,98.28
2420.00,98.28
2419.00,98.28
2418.00,98.29
2417.00,98.29
2416.00,98.29
2415.00,98.29
2414.00,98.29
2413.00,98.29
2412.00,98.29
2411.00,98.29
2410.00,98.29
2409.00,98.30
2408.00,98.30
2407.00,98.31
2406.00,98.32
2405.00,98.33
2404.00,98.33
2403.00,98.33
2402.00,98.33
2401.00,98.33
2400.00,98.33
2399.00,98.33
2398.00,98.34
2397.00,98.34
2396.00,98.34
2395.00,98.34
2394.00,98.34
2393.00,98.34
2392.00,98.34
2391.00,98.34
2390.00,98.34
2389.00,98.34
2388.00,98.34
2387.00,98.34
2386.00,98.34
2385.00,98.34
2384.00,98.34
2383.00,98.35
2382.00,98.35
2381.00,98.35
2380.00,98.35
2379.00,98.36
2378.00,98.36
2377.00,98.36
2376.00,98.36
2375.00,98.35
2374.00,98.35
2373.00,98.35
2372.00,98.35
2371.00,98.36
2370.00,98.36
2369.00,98.36
2368.00,98.35
2367.00,98.34
2366.00,98.33
2365.00,98.33
2364.00,98.33
2363.00,98.33
2362.00,98.32
2361.00,98.30
2360.00,98.29
2359.00,98.29
2358.00,98.29
2357.00,98.30
2356.00,98.31
2355.00,98.31
2354.00,98.31
2353.00,98.31
2352.00,98.31
2351.00,98.30
2350.00,98.31
2349.00,98.31
2348.00,98.32
2347.00,98.31
2346.00,98.30
2345.00,98.30
2344.00,98.29
2343.00,98.28
2342.00,98.27
2341.00,98.26
2340.00,98.25
2339.00,98.24
2338.00,98.24
2337.00,98.23
2336.00,98.23
2335.00,98.23
2334.00,98.24
2333.00,98.24
2332.00,98.25
2331.00,98.25
2330.00,98.25
2329.00,98.25
2328.00,98.24
2327.00,98.21
2326.00,98.15
2325.00,98.09
2324.00,98.04
2323.00,98.03
2322.00,98.05
2321.00,98.07
2320.00,98.09
2319.00,98.10
2318.00,98.11
2317.00,98.12
2316.00,98.14
2315.00,98.14
2314.00,98.15
2313.00,98.15
2312.00,98.15
2311.00,98.15
2310.00,98.16
2309.00,98.16
2308.00,98.15
2307.00,98.15
2306.00,98.14
2305.00,98.14
2304.00,98.14
2303.00,98.14
2302.00,98.14
2301.00,98.14
2300.00,98.14
2299.00,98.14
2298.00,98.14
2297.00,98.14
2296.00,98.13
2295.00,98.12
2294.00,98.11
2293.00,98.10
2292.00,98.09
2291.00,98.07
2290.00,98.06
2289.00,98.04
2288.00,98.03
2287.00,98.02
2286.00,98.01
2285.00,98.01
2284.00,98.02
2283.00,98.03
2282.00,98.04
2281.00,98.05
2280.00,98.05
2279.00,98.06
2278.00,98.06
2277.00,98.06
2276.00,98.07
2275.00,98.08
2274.00,98.09
2273.00,98.09
2272.00,98.10
2271.00,98.10
2270.00,98.10
2269.00,98.09
2268.00,98.10
2267.00,98.10
2266.00,98.11
2265.00,98.12
2264.00,98.12
2263.00,98.13
2262.00,98.13
2261.00,98.13
2260.00,98.12
2259.00,98.12
2258.00,98.11
2257.00,98.11
2256.00,98.12
2255.00,98.13
2254.00,98.14
2253.00,98.15
2252.00,98.15
2251.00,98.14
2250.00,98.14
2249.00,98.13
2248.00,98.13
2247.00,98.12
2246.00,98.11
2245.00,98.11
2244.00,98.11
2243.00,98.10
2242.00,98.10
2241.00,98.10
2240.00,98.10
2239.00,98.10
2238.00,98.09
2237.00,98.09
2236.00,98.08
2235.00,98.07
2234.00,98.07
2233.00,98.08
2232.00,98.09
2231.00,98.09
2230.00,98.09
2229.00,98.09
2228.00,98.09
2227.00,98.09
2226.00,98.09
2225.00,98.09
2224.00,98.09
2223.00,98.09
2222.00,98.09
2221.00,98.10
2220.00,98.11
2219.00,98.11
2218.00,98.11
2217.00,98.10
2216.00,98.10
2215.00,98.09
2214.00,98.09
2213.00,98.09
2212.00,98.08
2211.00,98.07
2210.00,98.06
2209.00,98.05
2208.00,98.05
2207.00,98.05
2206.00,98.05
2205.00,98.06
2204.00,98.05
2203.00,98.04
2202.00,98.03
2201.00,98.02
2200.00,98.02
2199.00,98.02
2198.00,98.02
2197.00,98.02
2196.00,98.01
2195.00,98.00
2194.00,97.99
2193.00,97.99
2192.00,97.99
2191.00,97.99
2190.00,97.98
2189.00,97.96
2188.00,97.95
2187.00,97.94
2186.00,97.93
2185.00,97.93
2184.00,97.94
2183.00,97.96
2182.00,97.99
2181.00,98.02
2180.00,98.03
2179.00,98.02
2178.00,98.01
2177.00,98.02
2176.00,98.04
2175.00,98.06
2174.00,98.06
2173.00,98.04
2172.00,98.01
2171.00,97.98
2170.00,97.94
2169.00,97.90
2168.00,97.86
2167.00,97.82
2166.00,97.78
2165.00,97.74
2164.00,97.70
2163.00,97.65
2162.00,97.61
2161.00,97.64
2160.00,97.78
2159.00,98.01
2158.00,98.25
2157.00,98.41
2156.00,98.48
2155.00,98.47
2154.00,98.43
2153.00,98.39
2152.00,98.34
2151.00,98.30
2150.00,98.27
2149.00,98.26
2148.00,98.27
2147.00,98.29
2146.00,98.31
2145.00,98.32
2144.00,98.32
2143.00,98.30
2142.00,98.28
2141.00,98.27
2140.00,98.26
2139.00,98.26
2138.00,98.27
2137.00,98.30
2136.00,98.32
2135.00,98.35
2134.00,98.38
2133.00,98.40
2132.00,98.41
2131.00,98.39
2130.00,98.36
2129.00,98.34
2128.00,98.32
2127.00,98.31
2126.00,98.29
2125.00,98.28
2124.00,98.26
2123.00,98.24
2122.00,98.22
2121.00,98.21
2120.00,98.20
2119.00,98.18
2118.00,98.16
2117.00,98.15
2116.00,98.12
2115.00,98.10
2114.00,98.09
2113.00,98.08
2112.00,98.08
2111.00,98.07
2110.00,98.07
2109.00,98.07
2108.00,98.07
2107.00,98.07
2106.00,98.07
2105.00,98.06
2104.00,98.05
2103.00,98.05
2102.00,98.06
2101.00,98.07
2100.00,98.07
2099.00,98.07
2098.00,98.07
2097.00,98.08
2096.00,98.10
2095.00,98.13
2094.00,98.14
2093.00,98.14
2092.00,98.13
2091.00,98.12
2090.00,98.10
2089.00,98.08
2088.00,98.07
2087.00,98.05
2086.00,98.04
2085.00,98.03
2084.00,98.02
2083.00,98.01
2082.00,98.00
2081.00,98.00
2080.00,97.99
2079.00,97.98
2078.00,97.97
2077.00,97.97
2076.00,97.97
2075.00,97.97
2074.00,97.97
2073.00,97.98
2072.00,97.99
2071.00,97.99
2070.00,97.99
2069.00,97.99
2068.00,97.98
2067.00,97.97
2066.00,97.97
2065.00,97.96
2064.00,97.97
2063.00,97.97
2062.00,97.97
2061.00,97.97
2060.00,97.97
2059.00,97.96
2058.00,97.94
2057.00,97.92
2056.00,97.91
2055.00,97.91
2054.00,97.90
2053.00,97.87
2052.00,97.81
2051.00,97.75
2050.00,97.72
2049.00,97.74
2048.00,97.79
2047.00,97.83
2046.00,97.84
2045.00,97.84
2044.00,97.84
2043.00,97.84
2042.00,97.83
2041.00,97.82
2040.00,97.80
2039.00,97.79
2038.00,97.78
2037.00,97.78
2036.00,97.79
2035.00,97.81
2034.00,97.85
2033.00,97.89
2032.00,97.91
2031.00,97.90
2030.00,97.89
2029.00,97.90
2028.00,97.92
2027.00,97.94
2026.00,97.95
2025.00,97.96
2024.00,97.96
2023.00,97.95
2022.00,97.95
2021.00,97.97
2020.00,97.98
2019.00,97.99
2018.00,97.98
2017.00,97.96
2016.00,97.94
2015.00,97.92
2014.00,97.91
2013.00,97.92
2012.00,97.93
2011.00,97.93
2010.00,97.92
2009.00,97.93
2008.00,97.97
2007.00,98.02
2006.00,98.08
2005.00,98.11
2004.00,98.11
2003.00,98.08
2002.00,98.04
2001.00,98.02
2000.00,98.01
1999.00,97.99
1998.00,97.98
1997.00,97.97
1996.00,97.96
1995.00,97.94
1994.00,97.93
1993.00,97.92
1992.00,97.91
1991.00,97.90
1990.00,97.89
1989.00,97.89
1988.00,97.88
1987.00,97.87
1986.00,97.85
1985.00,97.84
1984.00,97.82
1983.00,97.78
1982.00,97.72
1981.00,97.66
1980.00,97.63
1979.00,97.65
1978.00,97.72
1977.00,97.83
1976.00,97.92
1975.00,97.97
1974.00,97.98
1973.00,97.98
1972.00,97.98
1971.00,97.97
1970.00,97.96
1969.00,97.98
1968.00,98.00
1967.00,98.02
1966.00,98.02
1965.00,98.02
1964.00,98.03
1963.00,98.04
1962.00,98.05
1961.00,98.08
1960.00,98.11
1959.00,98.13
1958.00,98.14
1957.00,98.14
1956.00,98.14
1955.00,98.12
1954.00,98.11
1953.00,98.10
1952.00,98.10
1951.00,98.10
1950.00,98.10
1949.00,98.12
1948.00,98.14
1947.00,98.16
1946.00,98.16
1945.00,98.17
1944.00,98.18
1943.00,98.18
1942.00,98.18
1941.00,98.18
1940.00,98.18
1939.00,98.19
1938.00,98.19
1937.00,98.20
1936.00,98.21
1935.00,98.21
1934.00,98.22
1933.00,98.23
1932.00,98.25
1931.00,98.25
1930.00,98.26
1929.00,98.26
1928.00,98.27
1927.00,98.27
1926.00,98.28
1925.00,98.28
1924.00,98.28
1923.00,98.28
1922.00,98.27
1921.00,98.26
1920.00,98.25
1919.00,98.26
1918.00,98.27
1917.00,98.28
1916.00,98.29
1915.00,98.29
1914.00,98.29
1913.00,98.29
1912.00,98.29
1911.00,98.29
1910.00,98.29
1909.00,98.30
1908.00,98.31
1907.00,98.31
1906.00,98.31
1905.00,98.31
1904.00,98.32
1903.00,98.32
1902.00,98.32
1901.00,98.33
1900.00,98.34
1899.00,98.34
1898.00,98.35
1897.00,98.36
1896.00,98.37
1895.00,98.37
1894.00,98.37
1893.00,98.37
1892.00,98.37
1891.00,98.36
1890.00,98.36
1889.00,98.36
1888.00,98.37
1887.00,98.37
1886.00,98.37
1885.00,98.38
1884.00,98.38
1883.00,98.38
1882.00,98.38
1881.00,98.38
1880.00,98.39
1879.00,98.39
1878.00,98.39
1877.00,98.39
1876.00,98.39
1875.00,98.39
1874.00,98.39
1873.00,98.39
1872.00,98.39
1871.00,98.39
1870.00,98.40
1869.00,98.41
1868.00,98.42
1867.00,98.41
1866.00,98.41
1865.00,98.42
1864.00,98.42
1863.00,98.42
1862.00,98.42
1861.00,98.42
1860.00,98.42
1859.00,98.42
1858.00,98.41
1857.00,98.41
1856.00,98.41
1855.00,98.41
1854.00,98.41
1853.00,98.41
1852.00,98.41
1851.00,98.41
1850.00,98.41
1849.00,98.41
1848.00,98.41
1847.00,98.41
1846.00,98.41
1845.00,98.41
1844.00,98.42
1843.00,98.41
1842.00,98.41
1841.00,98.41
1840.00,98.41
1839.00,98.40
1838.00,98.40
1837.00,98.40
1836.00,98.40
1835.00,98.41
1834.00,98.41
1833.00,98.41
1832.00,98.41
1831.00,98.41
1830.00,98.41
1829.00,98.41
1828.00,98.41
1827.00,98.40
1826.00,98.39
1825.00,98.39
1824.00,98.39
1823.00,98.39
1822.00,98.39
1821.00,98.40
1820.00,98.41
1819.00,98.43
1818.00,98.44
1817.00,98.46
1816.00,98.47
1815.00,98.46
1814.00,98.45
1813.00,98.44
1812.00,98.44
1811.00,98.43
1810.00,98.42
1809.00,98.42
1808.00,98.42
1807.00,98.42
1806.00,98.42
1805.00,98.42
1804.00,98.42
1803.00,98.41
1802.00,98.41
1801.00,98.41
1800.00,98.41
1799.00,98.41
1798.00,98.41
1797.00,98.41
1796.00,98.42
1795.00,98.42
1794.00,98.41
1793.00,98.41
1792.00,98.41
1791.00,98.41
1790.00,98.40
1789.00,98.41
1788.00,98.41
1787.00,98.41
1786.00,98.41
1785.00,98.41
1784.00,98.42
1783.00,98.42
1782.00,98.41
1781.00,98.41
1780.00,98.42
1779.00,98.41
1778.00,98.40
1777.00,98.41
1776.00,98.41
1775.00,98.41
1774.00,98.39
1773.00,98.38
1772.00,98.36
1771.00,98.33
1770.00,98.30
1769.00,98.28
1768.00,98.26
1767.00,98.22
1766.00,98.17
1765.00,98.14
1764.00,98.09
1763.00,98.02
1762.00,97.92
1761.00,97.82
1760.00,97.72
1759.00,97.58
1758.00,97.40
1757.00,97.17
1756.00,96.91
1755.00,96.62
1754.00,96.29
1753.00,95.89
1752.00,95.37
1751.00,94.69
1750.00,93.90
1749.00,93.05
1748.00,92.15
1747.00,91.20
1746.00,90.20
1745.00,89.14
1744.00,88.03
1743.00,86.89
1742.00,85.75
1741.00,84.58
1740.00,83.34
1739.00,82.15
1738.00,81.14
1737.00,80.29
1736.00,79.39
1735.00,78.25
1734.00,76.97
1733.00,75.88
1732.00,75.04
1731.00,74.26
1730.00,73.47
1729.00,72.73
1728.00,72.08
1727.00,71.53
1726.00,71.06
1725.00,70.72
1724.00,70.53
1723.00,70.47
1722.00,70.53
1721.00,70.72
1720.00,71.10
1719.00,71.79
1718.00,72.87
1717.00,74.19
1716.00,75.54
1715.00,76.85
1714.00,78.13
1713.00,79.40
1712.00,80.63
1711.00,81.83
1710.00,83.00
1709.00,84.10
1708.00,85.11
1707.00,86.12
1706.00,87.14
1705.00,88.04
1704.00,88.71
1703.00,89.22
1702.00,89.72
1701.00,90.34
1700.00,90.99
1699.00,91.46
1698.00,91.77
1697.00,92.04
1696.00,92.33
1695.00,92.61
1694.00,92.83
1693.00,92.97
1692.00,93.10
1691.00,93.26
1690.00,93.43
1689.00,93.58
1688.00,93.70
1687.00,93.81
1686.00,93.95
1685.00,94.12
1684.00,94.32
1683.00,94.49
1682.00,94.63
1681.00,94.75
1680.00,94.86
1679.00,94.98
1678.00,95.09
1677.00,95.19
1676.00,95.31
1675.00,95.45
1674.00,95.57
1673.00,95.65
1672.00,95.71
1671.00,95.79
1670.00,95.89
1669.00,95.97
1668.00,96.02
1667.00,96.08
1666.00,96.13
1665.00,96.17
1664.00,96.21
1663.00,96.26
1662.00,96.30
1661.00,96.33
1660.00,96.35
1659.00,96.38
1658.00,96.40
1657.00,96.42
1656.00,96.43
1655.00,96.46
1654.00,96.50
1653.00,96.53
1652.00,96.54
1651.00,96.55
1650.00,96.56
1649.00,96.56
1648.00,96.57
1647.00,96.57
1646.00,96.58
1645.00,96.58
1644.00,96.58
1643.00,96.59
1642.00,96.60
1641.00,96.60
1640.00,96.60
1639.00,96.61
1638.00,96.62
1637.00,96.62
1636.00,96.63
1635.00,96.64
1634.00,96.66
1633.00,96.67
1632.00,96.69
1631.00,96.70
1630.00,96.72
1629.00,96.74
1628.00,96.75
1627.00,96.77
1626.00,96.79
1625.00,96.80
1624.00,96.81
1623.00,96.83
1622.00,96.86
1621.00,96.87
1620.00,96.88
1619.00,96.90
1618.00,96.92
1617.00,96.94
1616.00,96.95
1615.00,96.97
1614.00,96.99
1613.00,97.01
1612.00,97.02
1611.00,97.05
1610.00,97.07
1609.00,97.09
1608.00,97.10
1607.00,97.12
1606.00,97.14
1605.00,97.15
1604.00,97.16
1603.00,97.18
1602.00,97.19
1601.00,97.20
1600.00,97.21
1599.00,97.22
1598.00,97.24
1597.00,97.26
1596.00,97.27
1595.00,97.29
1594.00,97.30
1593.00,97.31
1592.00,97.31
1591.00,97.32
1590.00,97.33
1589.00,97.33
1588.00,97.33
1587.00,97.34
1586.00,97.34
1585.00,97.35
1584.00,97.35
1583.00,97.36
1582.00,97.38
1581.00,97.38
1580.00,97.39
1579.00,97.40
1578.00,97.42
1577.00,97.42
1576.00,97.42
1575.00,97.42
1574.00,97.42
1573.00,97.42
1572.00,97.42
1571.00,97.43
1570.00,97.44
1569.00,97.45
1568.00,97.45
1567.00,97.45
1566.00,97.46
1565.00,97.47
1564.00,97.47
1563.00,97.48
1562.00,97.49
1561.00,97.49
1560.00,97.49
1559.00,97.49
1558.00,97.50
1557.00,97.50
1556.00,97.50
1555.00,97.50
1554.00,97.51
1553.00,97.51
1552.00,97.51
1551.00,97.52
1550.00,97.53
1549.00,97.53
1548.00,97.53
1547.00,97.54
1546.00,97.55
1545.00,97.56
1544.00,97.55
1543.00,97.56
1542.00,97.57
1541.00,97.57
1540.00,97.57
1539.00,97.57
1538.00,97.58
1537.00,97.58
1536.00,97.58
1535.00,97.59
1534.00,97.59
1533.00,97.60
1532.00,97.59
1531.00,97.60
1530.00,97.61
1529.00,97.61
1528.00,97.62
1527.00,97.62
1526.00,97.63
1525.00,97.63
1524.00,97.63
1523.00,97.63
1522.00,97.64
1521.00,97.63
1520.00,97.62
1519.00,97.62
1518.00,97.63
1517.00,97.62
1516.00,97.61
1515.00,97.60
1514.00,97.60
1513.00,97.59
1512.00,97.57
1511.00,97.56
1510.00,97.56
1509.00,97.54
1508.00,97.51
1507.00,97.45
1506.00,97.38
1505.00,97.31
1504.00,97.24
1503.00,97.17
1502.00,97.09
1501.00,96.98
1500.00,96.84
1499.00,96.68
1498.00,96.48
1497.00,96.21
1496.00,95.89
1495.00,95.58
1494.00,95.29
1493.00,94.98
1492.00,94.63
1491.00,94.23
1490.00,93.79
1489.00,93.37
1488.00,93.02
1487.00,92.73
1486.00,92.49
1485.00,92.30
1484.00,92.15
1483.00,92.03
1482.00,91.93
1481.00,91.84
1480.00,91.77
1479.00,91.73
1478.00,91.71
1477.00,91.69
1476.00,91.69
1475.00,91.71
1474.00,91.74
1473.00,91.79
1472.00,91.84
1471.00,91.89
1470.00,91.91
1469.00,91.90
1468.00,91.86
1467.00,91.81
1466.00,91.73
1465.00,91.60
1464.00,91.46
1463.00,91.34
1462.00,91.21
1461.00,91.08
1460.00,90.94
1459.00,90.78
1458.00,90.57
1457.00,90.28
1456.00,90.01
1455.00,89.77
1454.00,89.54
1453.00,89.28
1452.00,89.02
1451.00,88.79
1450.00,88.59
1449.00,88.41
1448.00,88.29
1447.00,88.23
1446.00,88.20
1445.00,88.19
1444.00,88.20
1443.00,88.20
1442.00,88.16
1441.00,88.07
1440.00,87.93
1439.00,87.75
1438.00,87.50
1437.00,87.19
1436.00,86.96
1435.00,86.87
1434.00,86.91
1433.00,87.07
1432.00,87.40
1431.00,87.93
1430.00,88.62
1429.00,89.37
1428.00,90.11
1427.00,90.80
1426.00,91.47
1425.00,92.14
1424.00,92.80
1423.00,93.34
1422.00,93.77
1421.00,94.13
1420.00,94.50
1419.00,94.85
1418.00,95.12
1417.00,95.32
1416.00,95.46
1415.00,95.57
1414.00,95.66
1413.00,95.74
1412.00,95.81
1411.00,95.84
1410.00,95.86
1409.00,95.86
1408.00,95.83
1407.00,95.78
1406.00,95.70
1405.00,95.59
1404.00,95.47
1403.00,95.34
1402.00,95.21
1401.00,95.06
1400.00,94.89
1399.00,94.69
1398.00,94.49
1397.00,94.29
1396.00,94.07
1395.00,93.81
1394.00,93.53
1393.00,93.27
1392.00,93.03
1391.00,92.81
1390.00,92.61
1389.00,92.46
1388.00,92.36
1387.00,92.33
1386.00,92.38
1385.00,92.47
1384.00,92.62
1383.00,92.80
1382.00,93.01
1381.00,93.24
1380.00,93.49
1379.00,93.74
1378.00,93.96
1377.00,94.15
1376.00,94.31
1375.00,94.42
1374.00,94.50
1373.00,94.55
1372.00,94.56
1371.00,94.55
1370.00,94.54
1369.00,94.52
1368.00,94.52
1367.00,94.52
1366.00,94.53
1365.00,94.56
1364.00,94.60
1363.00,94.65
1362.00,94.72
1361.00,94.78
1360.00,94.85
1359.00,94.91
1358.00,94.97
1357.00,95.03
1356.00,95.09
1355.00,95.15
1354.00,95.21
1353.00,95.26
1352.00,95.31
1351.00,95.36
1350.00,95.40
1349.00,95.44
1348.00,95.48
1347.00,95.51
1346.00,95.55
1345.00,95.58
1344.00,95.61
1343.00,95.63
1342.00,95.66
1341.00,95.68
1340.00,95.70
1339.00,95.72
1338.00,95.74
1337.00,95.75
1336.00,95.78
1335.00,95.80
1334.00,95.82
1333.00,95.84
1332.00,95.85
1331.00,95.85
1330.00,95.86
1329.00,95.86
1328.00,95.86
1327.00,95.87
1326.00,95.87
1325.00,95.88
1324.00,95.89
1323.00,95.90
1322.00,95.91
1321.00,95.92
1320.00,95.92
1319.00,95.91
1318.00,95.91
1317.00,95.90
1316.00,95.90
1315.00,95.89
1314.00,95.87
1313.00,95.85
1312.00,95.81
1311.00,95.77
1310.00,95.73
1309.00,95.68
1308.00,95.63
1307.00,95.57
1306.00,95.51
1305.00,95.44
1304.00,95.38
1303.00,95.32
1302.00,95.25
1301.00,95.18
1300.00,95.11
1299.00,95.04
1298.00,94.96
1297.00,94.88
1296.00,94.79
1295.00,94.69
1294.00,94.58
1293.00,94.45
1292.00,94.32
1291.00,94.17
1290.00,94.02
1289.00,93.85
1288.00,93.66
1287.00,93.44
1286.00,93.21
1285.00,92.95
1284.00,92.67
1283.00,92.36
1282.00,92.02
1281.00,91.66
1280.00,91.27
1279.00,90.86
1278.00,90.43
1277.00,89.98
1276.00,89.54
1275.00,89.11
1274.00,88.70
1273.00,88.33
1272.00,88.00
1271.00,87.73
1270.00,87.53
1269.00,87.38
1268.00,87.29
1267.00,87.26
1266.00,87.27
1265.00,87.31
1264.00,87.37
1263.00,87.45
1262.00,87.54
1261.00,87.64
1260.00,87.72
1259.00,87.80
1258.00,87.85
1257.00,87.87
1256.00,87.87
1255.00,87.85
1254.00,87.79
1253.00,87.71
1252.00,87.59
1251.00,87.44
1250.00,87.28
1249.00,87.09
1248.00,86.88
1247.00,86.65
1246.00,86.42
1245.00,86.20
1244.00,85.97
1243.00,85.77
1242.00,85.60
1241.00,85.46
1240.00,85.35
1239.00,85.29
1238.00,85.27
1237.00,85.31
1236.00,85.41
1235.00,85.56
1234.00,85.77
1233.00,86.02
1232.00,86.30
1231.00,86.62
1230.00,86.96
1229.00,87.32
1228.00,87.69
1227.00,88.07
1226.00,88.44
1225.00,88.80
1224.00,89.15
1223.00,89.50
1222.00,89.83
1221.00,90.13
1220.00,90.41
1219.00,90.66
1218.00,90.87
1217.00,91.05
1216.00,91.18
1215.00,91.27
1214.00,91.31
1213.00,91.31
1212.00,91.23
1211.00,91.10
1210.00,90.89
1209.00,90.61
1208.00,90.25
1207.00,89.81
1206.00,89.31
1205.00,88.73
1204.00,88.10
1203.00,87.42
1202.00,86.72
1201.00,85.99
1200.00,85.26
1199.00,84.54
1198.00,83.85
1197.00,83.18
1196.00,82.55
1195.00,81.99
1194.00,81.51
1193.00,81.11
1192.00,80.82
1191.00,80.63
1190.00,80.56
1189.00,80.59
1188.00,80.68
1187.00,80.83
1186.00,81.01
1185.00,81.19
1184.00,81.34
1183.00,81.46
1182.00,81.54
1181.00,81.57
1180.00,81.55
1179.00,81.51
1178.00,81.45
1177.00,81.37
1176.00,81.28
1175.00,81.20
1174.00,81.11
1173.00,81.02
1172.00,80.91
1171.00,80.79
1170.00,80.66
1169.00,80.50
1168.00,80.32
1167.00,80.12
1166.00,79.90
1165.00,79.66
1164.00,79.38
1163.00,79.09
1162.00,78.77
1161.00,78.42
1160.00,78.03
1159.00,77.62
1158.00,77.17
1157.00,76.66
1156.00,76.09
1155.00,75.46
1154.00,74.79
1153.00,74.07
1152.00,73.33
1151.00,72.59
1150.00,71.88
1149.00,71.22
1148.00,70.63
1147.00,70.13
1146.00,69.75
1145.00,69.47
1144.00,69.28
1143.00,69.20
1142.00,69.22
1141.00,69.31
1140.00,69.46
1139.00,69.69
1138.00,69.99
1137.00,70.35
1136.00,70.75
1135.00,71.19
1134.00,71.69
1133.00,72.21
1132.00,72.75
1131.00,73.31
1130.00,73.88
1129.00,74.45
1128.00,75.00
1127.00,75.54
1126.00,76.07
1125.00,76.59
1124.00,77.08
1123.00,77.56
1122.00,78.03
1121.00,78.48
1120.00,78.92
1119.00,79.34
1118.00,79.76
1117.00,80.15
1116.00,80.53
1115.00,80.91
1114.00,81.28
1113.00,81.65
1112.00,82.00
1111.00,82.35
1110.00,82.69
1109.00,83.02
1108.00,83.34
1107.00,83.65
1106.00,83.96
1105.00,84.25
1104.00,84.52
1103.00,84.78
1102.00,85.03
1101.00,85.26
1100.00,85.48
1099.00,85.70
1098.00,85.91
1097.00,86.11
1096.00,86.31
1095.00,86.51
1094.00,86.72
1093.00,86.93
1092.00,87.13
1091.00,87.33
1090.00,87.52
1089.00,87.70
1088.00,87.87
1087.00,88.02
1086.00,88.16
1085.00,88.29
1084.00,88.40
1083.00,88.50
1082.00,88.58
1081.00,88.65
1080.00,88.71
1079.00,88.76
1078.00,88.80
1077.00,88.82
1076.00,88.84
1075.00,88.84
1074.00,88.84
1073.00,88.82
1072.00,88.80
1071.00,88.76
1070.00,88.71
1069.00,88.64
1068.00,88.57
1067.00,88.50
1066.00,88.43
1065.00,88.38
1064.00,88.33
1063.00,88.32
1062.00,88.35
1061.00,88.42
1060.00,88.53
1059.00,88.70
1058.00,88.91
1057.00,89.16
1056.00,89.45
1055.00,89.76
1054.00,90.10
1053.00,90.45
1052.00,90.79
1051.00,91.11
1050.00,91.40
1049.00,91.65
1048.00,91.88
1047.00,92.09
1046.00,92.27
1045.00,92.42
1044.00,92.54
1043.00,92.65
1042.00,92.75
1041.00,92.84
1040.00,92.91
1039.00,92.97
1038.00,93.03
1037.00,93.08
1036.00,93.15
1035.00,93.21
1034.00,93.29
1033.00,93.36
1032.00,93.44
1031.00,93.52
1030.00,93.60
1029.00,93.67
1028.00,93.74
1027.00,93.80
1026.00,93.85
1025.00,93.88
1024.00,93.92
1023.00,93.94
1022.00,93.96
1021.00,93.97
1020.00,93.97
1019.00,93.96
1018.00,93.96
1017.00,93.97
1016.00,93.98
1015.00,94.00
1014.00,94.03
1013.00,94.04
1012.00,94.03
1011.00,94.00
1010.00,93.94
1009.00,93.86
1008.00,93.73
1007.00,93.55
1006.00,93.31
1005.00,93.00
1004.00,92.63
1003.00,92.21
1002.00,91.74
1001.00,91.24
1000.00,90.71
999.00,90.18
998.00,89.65
997.00,89.14
996.00,88.65
995.00,88.19
994.00,87.78
993.00,87.41
992.00,87.10
991.00,86.83
990.00,86.63
989.00,86.47
988.00,86.37
987.00,86.32
986.00,86.33
985.00,86.40
984.00,86.50
983.00,86.65
982.00,86.82
981.00,87.02
980.00,87.22
979.00,87.42
978.00,87.62
977.00,87.79
976.00,87.94
975.00,88.05
974.00,88.12
973.00,88.15
972.00,88.13
971.00,88.09
970.00,88.02
969.00,87.95
968.00,87.87
967.00,87.81
966.00,87.78
965.00,87.77
964.00,87.80
963.00,87.85
962.00,87.93
961.00,88.04
960.00,88.16
959.00,88.31
958.00,88.48
957.00,88.65
956.00,88.82
955.00,89.00
954.00,89.18
953.00,89.36
952.00,89.54
951.00,89.71
950.00,89.88
949.00,90.04
948.00,90.20
947.00,90.35
946.00,90.50
945.00,90.64
944.00,90.77
943.00,90.91
942.00,91.03
941.00,91.15
940.00,91.27
939.00,91.38
938.00,91.48
937.00,91.57
936.00,91.66
935.00,91.74
934.00,91.83
933.00,91.90
932.00,91.97
931.00,92.03
930.00,92.08
929.00,92.13
928.00,92.18
927.00,92.22
926.00,92.26
925.00,92.28
924.00,92.30
923.00,92.30
922.00,92.30
921.00,92.29
920.00,92.26
919.00,92.23
918.00,92.19
917.00,92.15
916.00,92.10
915.00,92.07
914.00,92.05
913.00,92.05
912.00,92.06
911.00,92.08
910.00,92.12
909.00,92.17
908.00,92.24
907.00,92.32
906.00,92.40
905.00,92.49
904.00,92.58
903.00,92.67
902.00,92.75
901.00,92.84
900.00,92.92
899.00,93.00
898.00,93.09
897.00,93.17
896.00,93.24
895.00,93.31
894.00,93.37
893.00,93.43
892.00,93.49
891.00,93.56
890.00,93.63
889.00,93.68
888.00,93.72
887.00,93.76
