Created as New Dataset,PLA (polylactic acid) GF
cm-1,%T
2459.00,99.98
2458.00,99.97
2457.00,99.97
2456.00,99.96
2455.00,99.96
2454.00,99.96
2453.00,99.96
2452.00,99.95
2451.00,99.95
2450.00,99.95
2449.00,99.96
2448.00,99.96
2447.00,99.96
2446.00,99.96
2445.00,99.96
2444.00,99.96
2443.00,99.96
2442.00,99.96
2441.00,99.97
2440.00,99.97
2439.00,99.97
2438.00,99.97
2437.00,99.97
2436.00,99.97
2435.00,99.97
2434.00,99.97
2433.00,99.98
2432.00,99.98
2431.00,99.98
2430.00,99.98
2429.00,99.98
2428.00,99.98
2427.00,99.98
2426.00,99.98
2425.00,99.98
2424.00,99.98
2423.00,99.99
2422.00,99.99
2421.00,99.99
2420.00,99.99
2419.00,99.98
2418.00,99.98
2417.00,99.99
2416.00,99.99
2415.00,99.99
2414.00,99.98
2413.00,99.98
2412.00,99.98
2411.00,99.98
2410.00,99.98
2409.00,99.98
2408.00,99.98
2407.00,99.99
2406.00,100.00
2405.00,100.01
2404.00,100.01
2403.00,100.01
2402.00,100.01
2401.00,100.01
2400.00,100.01
2399.00,100.00
2398.00,100.00
2397.00,100.00
2396.00,100.00
2395.00,100.00
2394.00,100.00
2393.00,100.01
2392.00,100.01
2391.00,100.02
2390.00,100.02
2389.00,100.03
2388.00,100.03
2387.00,100.04
2386.00,100.04
2385.00,100.05
2384.00,100.06
2383.00,100.07
2382.00,100.08
2381.00,100.09
2380.00,100.10
2379.00,100.10
2378.00,100.10
2377.00,100.10
2376.00,100.09
2375.00,100.08
2374.00,100.08
2373.00,100.08
2372.00,100.09
2371.00,100.09
2370.00,100.10
2369.00,100.10
2368.00,100.10
2367.00,100.10
2366.00,100.09
2365.00,100.09
2364.00,100.08
2363.00,100.07
2362.00,100.07
2361.00,100.07
2360.00,100.07
2359.00,100.07
2358.00,100.07
2357.00,100.06
2356.00,100.05
2355.00,100.05
2354.00,100.05
2353.00,100.05
2352.00,100.05
2351.00,100.05
2350.00,100.05
2349.00,100.04
2348.00,100.04
2347.00,100.04
2346.00,100.03
2345.00,100.03
2344.00,100.01
2343.00,100.01
2342.00,100.00
2341.00,100.00
2340.00,99.99
2339.00,99.98
2338.00,99.97
2337.00,99.98
2336.00,99.98
2335.00,99.99
2334.00,99.99
2333.00,99.99
2332.00,99.99
2331.00,99.99
2330.00,99.99
2329.00,99.98
2328.00,99.95
2327.00,99.91
2326.00,99.86
2325.00,99.81
2324.00,99.77
2323.00,99.77
2322.00,99.78
2321.00,99.81
2320.00,99.83
2319.00,99.85
2318.00,99.86
2317.00,99.87
2316.00,99.88
2315.00,99.89
2314.00,99.90
2313.00,99.91
2312.00,99.91
2311.00,99.91
2310.00,99.91
2309.00,99.90
2308.00,99.90
2307.00,99.89
2306.00,99.89
2305.00,99.89
2304.00,99.89
2303.00,99.89
2302.00,99.89
2301.00,99.88
2300.00,99.88
2299.00,99.87
2298.00,99.87
2297.00,99.87
2296.00,99.86
2295.00,99.85
2294.00,99.84
2293.00,99.83
2292.00,99.82
2291.00,99.81
2290.00,99.80
2289.00,99.79
2288.00,99.78
2287.00,99.77
2286.00,99.77
2285.00,99.77
2284.00,99.77
2283.00,99.77
2282.00,99.78
2281.00,99.78
2280.00,99.79
2279.00,99.80
2278.00,99.81
2277.00,99.81
2276.00,99.82
2275.00,99.82
2274.00,99.83
2273.00,99.83
2272.00,99.84
2271.00,99.84
2270.00,99.85
2269.00,99.86
2268.00,99.86
2267.00,99.87
2266.00,99.87
2265.00,99.88
2264.00,99.88
2263.00,99.88
2262.00,99.87
2261.00,99.87
2260.00,99.86
2259.00,99.84
2258.00,99.84
2257.00,99.84
2256.00,99.85
2255.00,99.86
2254.00,99.87
2253.00,99.88
2252.00,99.89
2251.00,99.89
2250.00,99.89
2249.00,99.89
2248.00,99.88
2247.00,99.87
2246.00,99.87
2245.00,99.88
2244.00,99.88
2243.00,99.89
2242.00,99.89
2241.00,99.88
2240.00,99.87
2239.00,99.86
2238.00,99.85
2237.00,99.85
2236.00,99.85
2235.00,99.85
2234.00,99.85
2233.00,99.85
2232.00,99.85
2231.00,99.84
2230.00,99.84
2229.00,99.84
2228.00,99.84
2227.00,99.85
2226.00,99.86
2225.00,99.86
2224.00,99.86
2223.00,99.85
2222.00,99.85
2221.00,99.86
2220.00,99.87
2219.00,99.87
2218.00,99.88
2217.00,99.89
2216.00,99.89
2215.00,99.88
2214.00,99.88
2213.00,99.87
2212.00,99.87
2211.00,99.87
2210.00,99.87
2209.00,99.87
2208.00,99.87
2207.00,99.87
2206.00,99.87
2205.00,99.87
2204.00,99.87
2203.00,99.86
2202.00,99.85
2201.00,99.83
2200.00,99.83
2199.00,99.83
2198.00,99.83
2197.00,99.84
2196.00,99.84
2195.00,99.83
2194.00,99.82
2193.00,99.81
2192.00,99.79
2191.00,99.77
2190.00,99.76
2189.00,99.75
2188.00,99.75
2187.00,99.74
2186.00,99.74
2185.00,99.76
2184.00,99.78
2183.00,99.80
2182.00,99.83
2181.00,99.84
2180.00,99.85
2179.00,99.84
2178.00,99.82
2177.00,99.81
2176.00,99.81
2175.00,99.82
2174.00,99.83
2173.00,99.83
2172.00,99.81
2171.00,99.78
2170.00,99.74
2169.00,99.71
2168.00,99.68
2167.00,99.65
2166.00,99.64
2165.00,99.63
2164.00,99.60
2163.00,99.56
2162.00,99.52
2161.00,99.54
2160.00,99.65
2159.00,99.84
2158.00,100.04
2157.00,100.17
2156.00,100.22
2155.00,100.22
2154.00,100.20
2153.00,100.17
2152.00,100.14
2151.00,100.10
2150.00,100.07
2149.00,100.05
2148.00,100.04
2147.00,100.04
2146.00,100.05
2145.00,100.07
2144.00,100.08
2143.00,100.08
2142.00,100.08
2141.00,100.07
2140.00,100.05
2139.00,100.03
2138.00,100.03
2137.00,100.04
2136.00,100.07
2135.00,100.10
2134.00,100.14
2133.00,100.17
2132.00,100.18
2131.00,100.17
2130.00,100.14
2129.00,100.12
2128.00,100.10
2127.00,100.08
2126.00,100.06
2125.00,100.04
2124.00,100.02
2123.00,100.00
2122.00,99.99
2121.00,99.97
2120.00,99.95
2119.00,99.94
2118.00,99.93
2117.00,99.91
2116.00,99.89
2115.00,99.87
2114.00,99.86
2113.00,99.85
2112.00,99.85
2111.00,99.85
2110.00,99.85
2109.00,99.85
2108.00,99.85
2107.00,99.85
2106.00,99.86
2105.00,99.86
2104.00,99.86
2103.00,99.85
2102.00,99.84
2101.00,99.83
2100.00,99.84
2099.00,99.85
2098.00,99.86
2097.00,99.88
2096.00,99.89
2095.00,99.90
2094.00,99.91
2093.00,99.91
2092.00,99.90
2091.00,99.90
2090.00,99.89
2089.00,99.89
2088.00,99.87
2087.00,99.86
2086.00,99.84
2085.00,99.83
2084.00,99.82
2083.00,99.81
2082.00,99.80
2081.00,99.80
2080.00,99.80
2079.00,99.80
2078.00,99.80
2077.00,99.81
2076.00,99.82
2075.00,99.82
2074.00,99.83
2073.00,99.83
2072.00,99.83
2071.00,99.84
2070.00,99.84
2069.00,99.84
2068.00,99.84
2067.00,99.84
2066.00,99.83
2065.00,99.83
2064.00,99.82
2063.00,99.81
2062.00,99.81
2061.00,99.81
2060.00,99.82
2059.00,99.83
2058.00,99.82
2057.00,99.81
2056.00,99.79
2055.00,99.78
2054.00,99.77
2053.00,99.75
2052.00,99.71
2051.00,99.66
2050.00,99.63
2049.00,99.64
2048.00,99.68
2047.00,99.71
2046.00,99.74
2045.00,99.75
2044.00,99.74
2043.00,99.72
2042.00,99.71
2041.00,99.71
2040.00,99.72
2039.00,99.71
2038.00,99.70
2037.00,99.68
2036.00,99.67
2035.00,99.67
2034.00,99.70
2033.00,99.73
2032.00,99.75
2031.00,99.77
2030.00,99.79
2029.00,99.79
2028.00,99.79
2027.00,99.79
2026.00,99.78
2025.00,99.78
2024.00,99.79
2023.00,99.80
2022.00,99.81
2021.00,99.81
2020.00,99.80
2019.00,99.78
2018.00,99.78
2017.00,99.78
2016.00,99.77
2015.00,99.78
2014.00,99.79
2013.00,99.80
2012.00,99.80
2011.00,99.78
2010.00,99.76
2009.00,99.76
2008.00,99.79
2007.00,99.84
2006.00,99.89
2005.00,99.90
2004.00,99.89
2003.00,99.85
2002.00,99.82
2001.00,99.80
2000.00,99.79
1999.00,99.79
1998.00,99.79
1997.00,99.79
1996.00,99.78
1995.00,99.78
1994.00,99.78
1993.00,99.78
1992.00,99.76
1991.00,99.74
1990.00,99.71
1989.00,99.70
1988.00,99.70
1987.00,99.69
1986.00,99.68
1985.00,99.67
1984.00,99.65
1983.00,99.62
1982.00,99.57
1981.00,99.53
1980.00,99.50
1979.00,99.52
1978.00,99.59
1977.00,99.69
1976.00,99.75
1975.00,99.79
1974.00,99.79
1973.00,99.79
1972.00,99.80
1971.00,99.80
1970.00,99.81
1969.00,99.83
1968.00,99.84
1967.00,99.85
1966.00,99.86
1965.00,99.86
1964.00,99.86
1963.00,99.87
1962.00,99.90
1961.00,99.93
1960.00,99.94
1959.00,99.95
1958.00,99.95
1957.00,99.94
1956.00,99.93
1955.00,99.92
1954.00,99.92
1953.00,99.92
1952.00,99.92
1951.00,99.92
1950.00,99.93
1949.00,99.93
1948.00,99.92
1947.00,99.92
1946.00,99.92
1945.00,99.93
1944.00,99.93
1943.00,99.93
1942.00,99.94
1941.00,99.94
1940.00,99.95
1939.00,99.95
1938.00,99.95
1937.00,99.96
1936.00,99.96
1935.00,99.96
1934.00,99.96
1933.00,99.96
1932.00,99.96
1931.00,99.96
1930.00,99.96
1929.00,99.97
1928.00,99.97
1927.00,99.97
1926.00,99.97
1925.00,99.97
1924.00,99.97
1923.00,99.96
1922.00,99.95
1921.00,99.96
1920.00,99.96
1919.00,99.95
1918.00,99.94
1917.00,99.93
1916.00,99.93
1915.00,99.93
1914.00,99.93
1913.00,99.93
1912.00,99.93
1911.00,99.93
1910.00,99.93
1909.00,99.93
1908.00,99.93
1907.00,99.93
1906.00,99.93
1905.00,99.93
1904.00,99.93
1903.00,99.94
1902.00,99.94
1901.00,99.94
1900.00,99.94
1899.00,99.94
1898.00,99.95
1897.00,99.96
1896.00,99.96
1895.00,99.95
1894.00,99.94
1893.00,99.93
1892.00,99.92
1891.00,99.92
1890.00,99.93
1889.00,99.93
1888.00,99.94
1887.00,99.94
1886.00,99.94
1885.00,99.94
1884.00,99.93
1883.00,99.93
1882.00,99.94
1881.00,99.94
1880.00,99.94
1879.00,99.94
1878.00,99.94
1877.00,99.94
1876.00,99.93
1875.00,99.93
1874.00,99.93
1873.00,99.94
1872.00,99.94
1871.00,99.94
1870.00,99.93
1869.00,99.92
1868.00,99.91
1867.00,99.90
1866.00,99.90
1865.00,99.90
1864.00,99.90
1863.00,99.90
1862.00,99.90
1861.00,99.90
1860.00,99.90
1859.00,99.89
1858.00,99.88
1857.00,99.88
1856.00,99.88
1855.00,99.88
1854.00,99.89
1853.00,99.89
1852.00,99.89
1851.00,99.90
1850.00,99.90
1849.00,99.90
1848.00,99.89
1847.00,99.89
1846.00,99.88
1845.00,99.88
1844.00,99.87
1843.00,99.85
1842.00,99.84
1841.00,99.84
1840.00,99.84
1839.00,99.84
1838.00,99.83
1837.00,99.83
1836.00,99.82
1835.00,99.81
1834.00,99.80
1833.00,99.80
1832.00,99.79
1831.00,99.78
1830.00,99.77
1829.00,99.76
1828.00,99.75
1827.00,99.74
1826.00,99.73
1825.00,99.71
1824.00,99.69
1823.00,99.69
1822.00,99.69
1821.00,99.69
1820.00,99.69
1819.00,99.70
1818.00,99.71
1817.00,99.71
1816.00,99.70
1815.00,99.69
1814.00,99.68
1813.00,99.66
1812.00,99.64
1811.00,99.62
1810.00,99.61
1809.00,99.59
1808.00,99.58
1807.00,99.57
1806.00,99.56
1805.00,99.55
1804.00,99.53
1803.00,99.51
1802.00,99.49
1801.00,99.48
1800.00,99.45
1799.00,99.43
1798.00,99.40
1797.00,99.37
1796.00,99.34
1795.00,99.29
1794.00,99.25
1793.00,99.19
1792.00,99.13
1791.00,99.06
1790.00,98.99
1789.00,98.92
1788.00,98.82
1787.00,98.70
1786.00,98.57
1785.00,98.43
1784.00,98.27
1783.00,98.11
1782.00,97.94
1781.00,97.76
1780.00,97.56
1779.00,97.37
1778.00,97.19
1777.00,97.00
1776.00,96.81
1775.00,96.62
1774.00,96.42
1773.00,96.20
1772.00,95.97
1771.00,95.75
1770.00,95.51
1769.00,95.25
1768.00,94.95
1767.00,94.63
1766.00,94.30
1765.00,93.94
1764.00,93.51
1763.00,93.02
1762.00,92.49
1761.00,91.94
1760.00,91.40
1759.00,90.88
1758.00,90.36
1757.00,89.89
1756.00,89.49
1755.00,89.15
1754.00,88.86
1753.00,88.59
1752.00,88.40
1751.00,88.31
1750.00,88.26
1749.00,88.23
1748.00,88.21
1747.00,88.22
1746.00,88.26
1745.00,88.38
1744.00,88.59
1743.00,88.89
1742.00,89.26
1741.00,89.71
1740.00,90.30
1739.00,90.92
1738.00,91.43
1737.00,91.81
1736.00,92.20
1735.00,92.80
1734.00,93.57
1733.00,94.21
1732.00,94.64
1731.00,94.95
1730.00,95.25
1729.00,95.54
1728.00,95.79
1727.00,95.99
1726.00,96.15
1725.00,96.30
1724.00,96.45
1723.00,96.59
1722.00,96.71
1721.00,96.80
1720.00,96.90
1719.00,97.03
1718.00,97.21
1717.00,97.40
1716.00,97.57
1715.00,97.72
1714.00,97.85
1713.00,97.98
1712.00,98.11
1711.00,98.24
1710.00,98.36
1709.00,98.48
1708.00,98.59
1707.00,98.69
1706.00,98.79
1705.00,98.88
1704.00,98.94
1703.00,98.98
1702.00,99.02
1701.00,99.07
1700.00,99.14
1699.00,99.20
1698.00,99.23
1697.00,99.26
1696.00,99.29
1695.00,99.32
1694.00,99.35
1693.00,99.37
1692.00,99.38
1691.00,99.40
1690.00,99.42
1689.00,99.43
1688.00,99.44
1687.00,99.45
1686.00,99.46
1685.00,99.47
1684.00,99.48
1683.00,99.50
1682.00,99.50
1681.00,99.51
1680.00,99.51
1679.00,99.52
1678.00,99.52
1677.00,99.52
1676.00,99.52
1675.00,99.52
1674.00,99.53
1673.00,99.53
1672.00,99.53
1671.00,99.52
1670.00,99.52
1669.00,99.52
1668.00,99.53
1667.00,99.54
1666.00,99.54
1665.00,99.55
1664.00,99.55
1663.00,99.55
1662.00,99.54
1661.00,99.53
1660.00,99.53
1659.00,99.52
1658.00,99.52
1657.00,99.51
1656.00,99.50
1655.00,99.48
1654.00,99.45
1653.00,99.41
1652.00,99.38
1651.00,99.36
1650.00,99.34
1649.00,99.31
1648.00,99.25
1647.00,99.16
1646.00,99.06
1645.00,98.97
1644.00,98.86
1643.00,98.74
1642.00,98.60
1641.00,98.44
1640.00,98.28
1639.00,98.14
1638.00,98.02
1637.00,97.96
1636.00,98.00
1635.00,98.14
1634.00,98.28
1633.00,98.42
1632.00,98.54
1631.00,98.66
1630.00,98.77
1629.00,98.88
1628.00,98.98
1627.00,99.06
1626.00,99.12
1625.00,99.17
1624.00,99.22
1623.00,99.28
1622.00,99.32
1621.00,99.36
1620.00,99.39
1619.00,99.41
1618.00,99.43
1617.00,99.44
1616.00,99.45
1615.00,99.46
1614.00,99.47
1613.00,99.48
1612.00,99.50
1611.00,99.51
1610.00,99.52
1609.00,99.53
1608.00,99.55
1607.00,99.56
1606.00,99.57
1605.00,99.57
1604.00,99.58
1603.00,99.59
1602.00,99.60
1601.00,99.60
1600.00,99.61
1599.00,99.61
1598.00,99.62
1597.00,99.62
1596.00,99.62
1595.00,99.62
1594.00,99.61
1593.00,99.61
1592.00,99.61
1591.00,99.60
1590.00,99.60
1589.00,99.59
1588.00,99.58
1587.00,99.57
1586.00,99.55
1585.00,99.54
1584.00,99.52
1583.00,99.50
1582.00,99.47
1581.00,99.45
1580.00,99.42
1579.00,99.40
1578.00,99.37
1577.00,99.33
1576.00,99.28
1575.00,99.23
1574.00,99.19
1573.00,99.14
1572.00,99.09
1571.00,99.03
1570.00,98.96
1569.00,98.91
1568.00,98.87
1567.00,98.85
1566.00,98.84
1565.00,98.85
1564.00,98.86
1563.00,98.88
1562.00,98.89
1561.00,98.90
1560.00,98.90
1559.00,98.92
1558.00,98.95
1557.00,98.96
1556.00,98.96
1555.00,98.96
1554.00,98.97
1553.00,98.98
1552.00,99.00
1551.00,99.02
1550.00,99.05
1549.00,99.09
1548.00,99.11
1547.00,99.13
1546.00,99.15
1545.00,99.17
1544.00,99.20
1543.00,99.22
1542.00,99.24
1541.00,99.27
1540.00,99.31
1539.00,99.35
1538.00,99.38
1537.00,99.39
1536.00,99.41
1535.00,99.42
1534.00,99.45
1533.00,99.47
1532.00,99.50
1531.00,99.51
1530.00,99.52
1529.00,99.52
1528.00,99.53
1527.00,99.53
1526.00,99.54
1525.00,99.55
1524.00,99.56
1523.00,99.56
1522.00,99.56
1521.00,99.56
1520.00,99.56
1519.00,99.57
1518.00,99.58
1517.00,99.58
1516.00,99.58
1515.00,99.58
1514.00,99.59
1513.00,99.58
1512.00,99.58
1511.00,99.58
1510.00,99.59
1509.00,99.59
1508.00,99.59
1507.00,99.60
1506.00,99.60
1505.00,99.60
1504.00,99.61
1503.00,99.61
1502.00,99.61
1501.00,99.60
1500.00,99.60
1499.00,99.59
1498.00,99.59
1497.00,99.59
1496.00,99.58
1495.00,99.59
1494.00,99.59
1493.00,99.58
1492.00,99.57
1491.00,99.56
1490.00,99.55
1489.00,99.53
1488.00,99.52
1487.00,99.51
1486.00,99.50
1485.00,99.48
1484.00,99.46
1483.00,99.44
1482.00,99.41
1481.00,99.38
1480.00,99.34
1479.00,99.30
1478.00,99.24
1477.00,99.16
1476.00,99.06
1475.00,98.94
1474.00,98.81
1473.00,98.68
1472.00,98.58
1471.00,98.51
1470.00,98.44
1469.00,98.35
1468.00,98.22
1467.00,98.06
1466.00,97.83
1465.00,97.55
1464.00,97.26
1463.00,96.99
1462.00,96.75
1461.00,96.52
1460.00,96.29
1459.00,96.07
1458.00,95.87
1457.00,95.72
1456.00,95.63
1455.00,95.58
1454.00,95.53
1453.00,95.50
1452.00,95.50
1451.00,95.53
1450.00,95.58
1449.00,95.66
1448.00,95.79
1447.00,95.96
1446.00,96.14
1445.00,96.33
1444.00,96.55
1443.00,96.80
1442.00,97.07
1441.00,97.34
1440.00,97.57
1439.00,97.79
1438.00,98.00
1437.00,98.25
1436.00,98.48
1435.00,98.64
1434.00,98.74
1433.00,98.81
1432.00,98.88
1431.00,98.95
1430.00,99.00
1429.00,99.04
1428.00,99.08
1427.00,99.10
1426.00,99.12
1425.00,99.14
1424.00,99.16
1423.00,99.18
1422.00,99.19
1421.00,99.20
1420.00,99.21
1419.00,99.23
1418.00,99.24
1417.00,99.25
1416.00,99.26
1415.00,99.27
1414.00,99.27
1413.00,99.27
1412.00,99.27
1411.00,99.27
1410.00,99.27
1409.00,99.26
1408.00,99.25
1407.00,99.23
1406.00,99.21
1405.00,99.19
1404.00,99.17
1403.00,99.14
1402.00,99.09
1401.00,99.03
1400.00,98.95
1399.00,98.85
1398.00,98.73
1397.00,98.60
1396.00,98.44
1395.00,98.24
1394.00,98.03
1393.00,97.80
1392.00,97.57
1391.00,97.32
1390.00,97.05
1389.00,96.77
1388.00,96.49
1387.00,96.26
1386.00,96.11
1385.00,96.04
1384.00,96.02
1383.00,96.05
1382.00,96.14
1381.00,96.29
1380.00,96.48
1379.00,96.71
1378.00,96.94
1377.00,97.12
1376.00,97.23
1375.00,97.27
1374.00,97.23
1373.00,97.13
1372.00,97.00
1371.00,96.85
1370.00,96.72
1369.00,96.59
1368.00,96.48
1367.00,96.36
1366.00,96.23
1365.00,96.08
1364.00,95.91
1363.00,95.73
1362.00,95.55
1361.00,95.39
1360.00,95.27
1359.00,95.20
1358.00,95.19
1357.00,95.24
1356.00,95.37
1355.00,95.56
1354.00,95.79
1353.00,96.03
1352.00,96.28
1351.00,96.53
1350.00,96.76
1349.00,96.99
1348.00,97.19
1347.00,97.37
1346.00,97.54
1345.00,97.69
1344.00,97.82
1343.00,97.93
1342.00,98.02
1341.00,98.11
1340.00,98.20
1339.00,98.28
1338.00,98.36
1337.00,98.42
1336.00,98.47
1335.00,98.51
1334.00,98.55
1333.00,98.58
1332.00,98.61
1331.00,98.63
1330.00,98.65
1329.00,98.66
1328.00,98.67
1327.00,98.68
1326.00,98.68
1325.00,98.69
1324.00,98.69
1323.00,98.70
1322.00,98.69
1321.00,98.69
1320.00,98.69
1319.00,98.69
1318.00,98.68
1317.00,98.67
1316.00,98.65
1315.00,98.63
1314.00,98.61
1313.00,98.59
1312.00,98.57
1311.00,98.54
1310.00,98.51
1309.00,98.47
1308.00,98.43
1307.00,98.39
1306.00,98.37
1305.00,98.36
1304.00,98.36
1303.00,98.38
1302.00,98.40
1301.00,98.43
1300.00,98.45
1299.00,98.47
1298.00,98.49
1297.00,98.50
1296.00,98.52
1295.00,98.53
1294.00,98.55
1293.00,98.58
1292.00,98.61
1291.00,98.64
1290.00,98.67
1289.00,98.69
1288.00,98.70
1287.00,98.69
1286.00,98.67
1285.00,98.63
1284.00,98.58
1283.00,98.53
1282.00,98.47
1281.00,98.41
1280.00,98.35
1279.00,98.28
1278.00,98.22
1277.00,98.15
1276.00,98.09
1275.00,98.02
1274.00,97.97
1273.00,97.92
1272.00,97.87
1271.00,97.84
1270.00,97.81
1269.00,97.80
1268.00,97.80
1267.00,97.82
1266.00,97.85
1265.00,97.87
1264.00,97.89
1263.00,97.91
1262.00,97.94
1261.00,97.97
1260.00,98.00
1259.00,98.04
1258.00,98.07
1257.00,98.10
1256.00,98.12
1255.00,98.14
1254.00,98.15
1253.00,98.14
1252.00,98.12
1251.00,98.10
1250.00,98.09
1249.00,98.10
1248.00,98.12
1247.00,98.16
1246.00,98.20
1245.00,98.22
1244.00,98.24
1243.00,98.24
1242.00,98.24
1241.00,98.23
1240.00,98.21
1239.00,98.19
1238.00,98.15
1237.00,98.10
1236.00,98.04
1235.00,97.96
1234.00,97.88
1233.00,97.78
1232.00,97.67
1231.00,97.54
1230.00,97.39
1229.00,97.22
1228.00,97.02
1227.00,96.80
1226.00,96.56
1225.00,96.30
1224.00,96.03
1223.00,95.73
1222.00,95.42
1221.00,95.09
1220.00,94.74
1219.00,94.38
1218.00,94.02
1217.00,93.65
1216.00,93.28
1215.00,92.94
1214.00,92.62
1213.00,92.35
1212.00,92.14
1211.00,92.00
1210.00,91.93
1209.00,91.92
1208.00,91.95
1207.00,92.02
1206.00,92.12
1205.00,92.22
1204.00,92.31
1203.00,92.39
1202.00,92.46
1201.00,92.50
1200.00,92.50
1199.00,92.49
1198.00,92.44
1197.00,92.37
1196.00,92.27
1195.00,92.15
1194.00,92.01
1193.00,91.85
1192.00,91.67
1191.00,91.48
1190.00,91.29
1189.00,91.08
1188.00,90.87
1187.00,90.67
1186.00,90.48
1185.00,90.32
1184.00,90.19
1183.00,90.13
1182.00,90.15
1181.00,90.27
1180.00,90.49
1179.00,90.84
1178.00,91.28
1177.00,91.80
1176.00,92.37
1175.00,92.97
1174.00,93.56
1173.00,94.13
1172.00,94.66
1171.00,95.14
1170.00,95.57
1169.00,95.95
1168.00,96.27
1167.00,96.55
1166.00,96.78
1165.00,96.97
1164.00,97.13
1163.00,97.26
1162.00,97.37
1161.00,97.45
1160.00,97.52
1159.00,97.57
1158.00,97.61
1157.00,97.62
1156.00,97.62
1155.00,97.61
1154.00,97.58
1153.00,97.53
1152.00,97.45
1151.00,97.35
1150.00,97.22
1149.00,97.04
1148.00,96.83
1147.00,96.57
1146.00,96.26
1145.00,95.91
1144.00,95.52
1143.00,95.11
1142.00,94.68
1141.00,94.23
1140.00,93.78
1139.00,93.33
1138.00,92.88
1137.00,92.46
1136.00,92.07
1135.00,91.74
1134.00,91.48
1133.00,91.29
1132.00,91.18
1131.00,91.14
1130.00,91.18
1129.00,91.27
1128.00,91.42
1127.00,91.62
1126.00,91.86
1125.00,92.12
1124.00,92.38
1123.00,92.63
1122.00,92.87
1121.00,93.06
1120.00,93.22
1119.00,93.34
1118.00,93.42
1117.00,93.46
1116.00,93.44
1115.00,93.37
1114.00,93.27
1113.00,93.12
1112.00,92.94
1111.00,92.74
1110.00,92.53
1109.00,92.31
1108.00,92.09
1107.00,91.88
1106.00,91.67
1105.00,91.46
1104.00,91.25
1103.00,91.04
1102.00,90.85
1101.00,90.65
1100.00,90.46
1099.00,90.28
1098.00,90.11
1097.00,89.95
1096.00,89.79
1095.00,89.65
1094.00,89.52
1093.00,89.40
1092.00,89.28
1091.00,89.18
1090.00,89.11
1089.00,89.07
1088.00,89.04
1087.00,89.05
1086.00,89.08
1085.00,89.14
1084.00,89.22
1083.00,89.35
1082.00,89.51
1081.00,89.70
1080.00,89.91
1079.00,90.15
1078.00,90.42
1077.00,90.70
1076.00,91.00
1075.00,91.32
1074.00,91.65
1073.00,91.99
1072.00,92.33
1071.00,92.67
1070.00,93.01
1069.00,93.33
1068.00,93.62
1067.00,93.90
1066.00,94.14
1065.00,94.34
1064.00,94.49
1063.00,94.60
1062.00,94.66
1061.00,94.67
1060.00,94.62
1059.00,94.51
1058.00,94.37
1057.00,94.19
1056.00,93.99
1055.00,93.76
1054.00,93.51
1053.00,93.23
1052.00,92.94
1051.00,92.65
1050.00,92.35
1049.00,92.05
1048.00,91.77
1047.00,91.52
1046.00,91.31
1045.00,91.17
1044.00,91.10
1043.00,91.11
1042.00,91.20
1041.00,91.35
1040.00,91.55
1039.00,91.81
1038.00,92.10
1037.00,92.43
1036.00,92.78
1035.00,93.13
1034.00,93.47
1033.00,93.79
1032.00,94.08
1031.00,94.33
1030.00,94.56
1029.00,94.76
1028.00,94.94
1027.00,95.11
1026.00,95.27
1025.00,95.42
1024.00,95.57
1023.00,95.72
1022.00,95.88
1021.00,96.04
1020.00,96.20
1019.00,96.36
1018.00,96.51
1017.00,96.65
1016.00,96.78
1015.00,96.92
1014.00,97.06
1013.00,97.18
1012.00,97.29
1011.00,97.39
1010.00,97.49
1009.00,97.58
1008.00,97.66
1007.00,97.74
1006.00,97.81
1005.00,97.88
1004.00,97.94
1003.00,97.99
1002.00,98.03
1001.00,98.08
1000.00,98.13
999.00,98.17
998.00,98.21
997.00,98.26
996.00,98.29
995.00,98.33
994.00,98.37
993.00,98.41
992.00,98.44
991.00,98.46
990.00,98.49
989.00,98.51
988.00,98.54
987.00,98.57
986.00,98.60
985.00,98.63
984.00,98.66
983.00,98.68
982.00,98.71
981.00,98.73
980.00,98.75
979.00,98.76
978.00,98.77
977.00,98.79
976.00,98.80
975.00,98.82
974.00,98.84
973.00,98.86
972.00,98.88
971.00,98.90
970.00,98.91
969.00,98.92
968.00,98.92
967.00,98.91
966.00,98.91
965.00,98.90
964.00,98.88
963.00,98.85
962.00,98.81
961.00,98.76
960.00,98.71
959.00,98.67
958.00,98.64
957.00,98.62
956.00,98.62
955.00,98.63
954.00,98.65
953.00,98.68
952.00,98.71
951.00,98.73
950.00,98.75
949.00,98.76
948.00,98.77
947.00,98.78
946.00,98.80
945.00,98.81
944.00,98.83
943.00,98.84
942.00,98.86
941.00,98.88
940.00,98.90
939.00,98.91
938.00,98.92
937.00,98.91
936.00,98.90
935.00,98.88
934.00,98.86
933.00,98.84
932.00,98.80
931.00,98.75
930.00,98.71
929.00,98.65
928.00,98.59
927.00,98.51
926.00,98.43
925.00,98.36
924.00,98.31
923.00,98.28
922.00,98.27
921.00,98.29
920.00,98.32
919.00,98.37
918.00,98.42
917.00,98.47
916.00,98.53
915.00,98.59
914.00,98.64
913.00,98.68
912.00,98.72
911.00,98.75
910.00,98.77
909.00,98.79
908.00,98.80
907.00,98.82
906.00,98.83
905.00,98.85
904.00,98.86
903.00,98.87
902.00,98.87
901.00,98.88
900.00,98.88
899.00,98.89
898.00,98.89
897.00,98.89
