Created as New Dataset,SAN (30% acrylonitrile)
cm-1,%T
2463.00,97.93
2462.00,97.93
2461.00,97.93
2460.00,97.92
2459.00,97.92
2458.00,97.91
2457.00,97.90
2456.00,97.90
2455.00,97.90
2454.00,97.90
2453.00,97.91
2452.00,97.91
2451.00,97.91
2450.00,97.91
2449.00,97.91
2448.00,97.91
2447.00,97.91
2446.00,97.91
2445.00,97.92
2444.00,97.92
2443.00,97.92
2442.00,97.92
2441.00,97.92
2440.00,97.92
2439.00,97.93
2438.00,97.93
2437.00,97.93
2436.00,97.94
2435.00,97.94
2434.00,97.94
2433.00,97.94
2432.00,97.94
2431.00,97.95
2430.00,97.95
2429.00,97.95
2428.00,97.95
2427.00,97.96
2426.00,97.96
2425.00,97.96
2424.00,97.96
2423.00,97.96
2422.00,97.96
2421.00,97.97
2420.00,97.97
2419.00,97.97
2418.00,97.97
2417.00,97.97
2416.00,97.98
2415.00,97.98
2414.00,97.97
2413.00,97.97
2412.00,97.97
2411.00,97.97
2410.00,97.97
2409.00,97.97
2408.00,97.98
2407.00,97.98
2406.00,97.99
2405.00,98.00
2404.00,98.00
2403.00,98.01
2402.00,98.01
2401.00,98.01
2400.00,98.01
2399.00,98.01
2398.00,98.01
2397.00,98.01
2396.00,98.01
2395.00,98.01
2394.00,98.01
2393.00,98.01
2392.00,98.01
2391.00,98.01
2390.00,98.01
2389.00,98.02
2388.00,98.02
2387.00,98.02
2386.00,98.02
2385.00,98.02
2384.00,98.02
2383.00,98.02
2382.00,98.02
2381.00,98.02
2380.00,98.02
2379.00,98.01
2378.00,98.01
2377.00,98.01
2376.00,98.01
2375.00,98.01
2374.00,98.00
2373.00,98.00
2372.00,98.00
2371.00,98.01
2370.00,98.02
2369.00,98.03
2368.00,98.03
2367.00,98.02
2366.00,98.01
2365.00,98.00
2364.00,97.99
2363.00,97.98
2362.00,97.97
2361.00,97.97
2360.00,97.97
2359.00,97.97
2358.00,97.96
2357.00,97.95
2356.00,97.96
2355.00,97.97
2354.00,97.97
2353.00,97.95
2352.00,97.94
2351.00,97.94
2350.00,97.94
2349.00,97.95
2348.00,97.95
2347.00,97.95
2346.00,97.94
2345.00,97.92
2344.00,97.91
2343.00,97.89
2342.00,97.89
2341.00,97.88
2340.00,97.87
2339.00,97.87
2338.00,97.87
2337.00,97.87
2336.00,97.88
2335.00,97.88
2334.00,97.89
2333.00,97.89
2332.00,97.89
2331.00,97.89
2330.00,97.89
2329.00,97.88
2328.00,97.85
2327.00,97.80
2326.00,97.73
2325.00,97.66
2324.00,97.61
2323.00,97.60
2322.00,97.61
2321.00,97.63
2320.00,97.65
2319.00,97.66
2318.00,97.67
2317.00,97.68
2316.00,97.69
2315.00,97.70
2314.00,97.70
2313.00,97.71
2312.00,97.71
2311.00,97.72
2310.00,97.73
2309.00,97.74
2308.00,97.74
2307.00,97.75
2306.00,97.75
2305.00,97.75
2304.00,97.76
2303.00,97.76
2302.00,97.76
2301.00,97.76
2300.00,97.76
2299.00,97.75
2298.00,97.75
2297.00,97.74
2296.00,97.73
2295.00,97.72
2294.00,97.71
2293.00,97.70
2292.00,97.69
2291.00,97.68
2290.00,97.66
2289.00,97.65
2288.00,97.64
2287.00,97.63
2286.00,97.62
2285.00,97.61
2284.00,97.61
2283.00,97.62
2282.00,97.63
2281.00,97.64
2280.00,97.66
2279.00,97.67
2278.00,97.68
2277.00,97.68
2276.00,97.68
2275.00,97.68
2274.00,97.68
2273.00,97.68
2272.00,97.67
2271.00,97.68
2270.00,97.68
2269.00,97.68
2268.00,97.69
2267.00,97.69
2266.00,97.70
2265.00,97.70
2264.00,97.70
2263.00,97.68
2262.00,97.67
2261.00,97.65
2260.00,97.62
2259.00,97.59
2258.00,97.57
2257.00,97.54
2256.00,97.52
2255.00,97.50
2254.00,97.47
2253.00,97.42
2252.00,97.34
2251.00,97.24
2250.00,97.12
2249.00,96.97
2248.00,96.80
2247.00,96.60
2246.00,96.37
2245.00,96.12
2244.00,95.85
2243.00,95.57
2242.00,95.29
2241.00,95.02
2240.00,94.79
2239.00,94.62
2238.00,94.53
2237.00,94.52
2236.00,94.61
2235.00,94.78
2234.00,95.03
2233.00,95.32
2232.00,95.65
2231.00,95.98
2230.00,96.28
2229.00,96.54
2228.00,96.75
2227.00,96.91
2226.00,97.05
2225.00,97.15
2224.00,97.22
2223.00,97.27
2222.00,97.31
2221.00,97.35
2220.00,97.38
2219.00,97.40
2218.00,97.42
2217.00,97.43
2216.00,97.45
2215.00,97.46
2214.00,97.46
2213.00,97.47
2212.00,97.48
2211.00,97.48
2210.00,97.48
2209.00,97.49
2208.00,97.49
2207.00,97.50
2206.00,97.50
2205.00,97.50
2204.00,97.49
2203.00,97.48
2202.00,97.48
2201.00,97.49
2200.00,97.49
2199.00,97.50
2198.00,97.50
2197.00,97.49
2196.00,97.48
2195.00,97.47
2194.00,97.46
2193.00,97.45
2192.00,97.44
2191.00,97.43
2190.00,97.42
2189.00,97.40
2188.00,97.39
2187.00,97.38
2186.00,97.37
2185.00,97.37
2184.00,97.38
2183.00,97.42
2182.00,97.48
2181.00,97.52
2180.00,97.54
2179.00,97.52
2178.00,97.50
2177.00,97.49
2176.00,97.50
2175.00,97.54
2174.00,97.56
2173.00,97.56
2172.00,97.53
2171.00,97.50
2170.00,97.45
2169.00,97.39
2168.00,97.34
2167.00,97.31
2166.00,97.28
2165.00,97.26
2164.00,97.23
2163.00,97.19
2162.00,97.15
2161.00,97.17
2160.00,97.30
2159.00,97.54
2158.00,97.80
2157.00,97.98
2156.00,98.06
2155.00,98.06
2154.00,98.03
2153.00,97.99
2152.00,97.94
2151.00,97.89
2150.00,97.87
2149.00,97.85
2148.00,97.86
2147.00,97.87
2146.00,97.88
2145.00,97.88
2144.00,97.89
2143.00,97.89
2142.00,97.90
2141.00,97.91
2140.00,97.91
2139.00,97.92
2138.00,97.93
2137.00,97.95
2136.00,97.97
2135.00,98.01
2134.00,98.06
2133.00,98.08
2132.00,98.08
2131.00,98.06
2130.00,98.03
2129.00,98.00
2128.00,97.98
2127.00,97.96
2126.00,97.93
2125.00,97.91
2124.00,97.89
2123.00,97.88
2122.00,97.88
2121.00,97.87
2120.00,97.85
2119.00,97.83
2118.00,97.81
2117.00,97.78
2116.00,97.76
2115.00,97.74
2114.00,97.72
2113.00,97.72
2112.00,97.72
2111.00,97.72
2110.00,97.72
2109.00,97.72
2108.00,97.72
2107.00,97.72
2106.00,97.72
2105.00,97.72
2104.00,97.73
2103.00,97.73
2102.00,97.73
2101.00,97.73
2100.00,97.73
2099.00,97.72
2098.00,97.73
2097.00,97.74
2096.00,97.77
2095.00,97.80
2094.00,97.82
2093.00,97.83
2092.00,97.82
2091.00,97.81
2090.00,97.79
2089.00,97.77
2088.00,97.76
2087.00,97.75
2086.00,97.75
2085.00,97.73
2084.00,97.72
2083.00,97.70
2082.00,97.69
2081.00,97.68
2080.00,97.67
2079.00,97.66
2078.00,97.66
2077.00,97.65
2076.00,97.66
2075.00,97.66
2074.00,97.67
2073.00,97.67
2072.00,97.66
2071.00,97.66
2070.00,97.66
2069.00,97.66
2068.00,97.66
2067.00,97.66
2066.00,97.66
2065.00,97.67
2064.00,97.67
2063.00,97.68
2062.00,97.68
2061.00,97.68
2060.00,97.67
2059.00,97.67
2058.00,97.66
2057.00,97.64
2056.00,97.63
2055.00,97.62
2054.00,97.62
2053.00,97.57
2052.00,97.50
2051.00,97.42
2050.00,97.39
2049.00,97.41
2048.00,97.46
2047.00,97.50
2046.00,97.52
2045.00,97.53
2044.00,97.53
2043.00,97.53
2042.00,97.52
2041.00,97.50
2040.00,97.47
2039.00,97.45
2038.00,97.43
2037.00,97.43
2036.00,97.44
2035.00,97.47
2034.00,97.52
2033.00,97.55
2032.00,97.57
2031.00,97.57
2030.00,97.55
2029.00,97.54
2028.00,97.54
2027.00,97.54
2026.00,97.54
2025.00,97.54
2024.00,97.54
2023.00,97.55
2022.00,97.56
2021.00,97.56
2020.00,97.56
2019.00,97.55
2018.00,97.55
2017.00,97.55
2016.00,97.55
2015.00,97.56
2014.00,97.57
2013.00,97.57
2012.00,97.57
2011.00,97.56
2010.00,97.55
2009.00,97.56
2008.00,97.60
2007.00,97.65
2006.00,97.70
2005.00,97.72
2004.00,97.71
2003.00,97.68
2002.00,97.65
2001.00,97.62
2000.00,97.59
1999.00,97.57
1998.00,97.53
1997.00,97.50
1996.00,97.47
1995.00,97.45
1994.00,97.43
1993.00,97.42
1992.00,97.41
1991.00,97.41
1990.00,97.41
1989.00,97.39
1988.00,97.37
1987.00,97.34
1986.00,97.32
1985.00,97.29
1984.00,97.25
1983.00,97.21
1982.00,97.15
1981.00,97.07
1980.00,97.02
1979.00,97.02
1978.00,97.08
1977.00,97.18
1976.00,97.27
1975.00,97.33
1974.00,97.36
1973.00,97.38
1972.00,97.38
1971.00,97.37
1970.00,97.35
1969.00,97.33
1968.00,97.31
1967.00,97.29
1966.00,97.29
1965.00,97.28
1964.00,97.26
1963.00,97.25
1962.00,97.24
1961.00,97.25
1960.00,97.27
1959.00,97.30
1958.00,97.31
1957.00,97.31
1956.00,97.30
1955.00,97.28
1954.00,97.27
1953.00,97.26
1952.00,97.26
1951.00,97.26
1950.00,97.27
1949.00,97.27
1948.00,97.27
1947.00,97.28
1946.00,97.29
1945.00,97.32
1944.00,97.35
1943.00,97.38
1942.00,97.41
1941.00,97.43
1940.00,97.45
1939.00,97.47
1938.00,97.49
1937.00,97.51
1936.00,97.54
1935.00,97.57
1934.00,97.59
1933.00,97.62
1932.00,97.64
1931.00,97.65
1930.00,97.66
1929.00,97.66
1928.00,97.67
1927.00,97.67
1926.00,97.68
1925.00,97.68
1924.00,97.69
1923.00,97.69
1922.00,97.70
1921.00,97.70
1920.00,97.70
1919.00,97.70
1918.00,97.71
1917.00,97.70
1916.00,97.69
1915.00,97.67
1914.00,97.67
1913.00,97.67
1912.00,97.67
1911.00,97.67
1910.00,97.67
1909.00,97.67
1908.00,97.65
1907.00,97.64
1906.00,97.63
1905.00,97.63
1904.00,97.61
1903.00,97.60
1902.00,97.59
1901.00,97.58
1900.00,97.57
1899.00,97.56
1898.00,97.54
1897.00,97.53
1896.00,97.51
1895.00,97.50
1894.00,97.49
1893.00,97.48
1892.00,97.47
1891.00,97.45
1890.00,97.44
1889.00,97.43
1888.00,97.41
1887.00,97.40
1886.00,97.39
1885.00,97.39
1884.00,97.39
1883.00,97.39
1882.00,97.39
1881.00,97.39
1880.00,97.38
1879.00,97.38
1878.00,97.38
1877.00,97.38
1876.00,97.39
1875.00,97.40
1874.00,97.42
1873.00,97.44
1872.00,97.45
1871.00,97.46
1870.00,97.48
1869.00,97.50
1868.00,97.52
1867.00,97.55
1866.00,97.57
1865.00,97.60
1864.00,97.62
1863.00,97.63
1862.00,97.65
1861.00,97.67
1860.00,97.69
1859.00,97.71
1858.00,97.73
1857.00,97.74
1856.00,97.75
1855.00,97.76
1854.00,97.76
1853.00,97.77
1852.00,97.77
1851.00,97.78
1850.00,97.79
1849.00,97.79
1848.00,97.79
1847.00,97.79
1846.00,97.79
1845.00,97.79
1844.00,97.79
1843.00,97.79
1842.00,97.79
1841.00,97.78
1840.00,97.78
1839.00,97.77
1838.00,97.76
1837.00,97.75
1836.00,97.74
1835.00,97.73
1834.00,97.72
1833.00,97.71
1832.00,97.69
1831.00,97.68
1830.00,97.67
1829.00,97.65
1828.00,97.64
1827.00,97.62
1826.00,97.60
1825.00,97.59
1824.00,97.57
1823.00,97.55
1822.00,97.54
1821.00,97.54
1820.00,97.53
1819.00,97.54
1818.00,97.55
1817.00,97.56
1816.00,97.56
1815.00,97.54
1814.00,97.53
1813.00,97.52
1812.00,97.50
1811.00,97.50
1810.00,97.49
1809.00,97.49
1808.00,97.49
1807.00,97.49
1806.00,97.50
1805.00,97.51
1804.00,97.52
1803.00,97.53
1802.00,97.54
1801.00,97.55
1800.00,97.57
1799.00,97.59
1798.00,97.61
1797.00,97.63
1796.00,97.65
1795.00,97.67
1794.00,97.69
1793.00,97.70
1792.00,97.72
1791.00,97.73
1790.00,97.73
1789.00,97.74
1788.00,97.74
1787.00,97.75
1786.00,97.75
1785.00,97.75
1784.00,97.75
1783.00,97.74
1782.00,97.74
1781.00,97.73
1780.00,97.72
1779.00,97.72
1778.00,97.71
1777.00,97.71
1776.00,97.71
1775.00,97.70
1774.00,97.70
1773.00,97.69
1772.00,97.68
1771.00,97.67
1770.00,97.67
1769.00,97.67
1768.00,97.67
1767.00,97.66
1766.00,97.66
1765.00,97.65
1764.00,97.65
1763.00,97.64
1762.00,97.63
1761.00,97.62
1760.00,97.61
1759.00,97.60
1758.00,97.59
1757.00,97.59
1756.00,97.58
1755.00,97.58
1754.00,97.58
1753.00,97.58
1752.00,97.58
1751.00,97.58
1750.00,97.58
1749.00,97.57
1748.00,97.58
1747.00,97.58
1746.00,97.59
1745.00,97.59
1744.00,97.60
1743.00,97.60
1742.00,97.61
1741.00,97.62
1740.00,97.63
1739.00,97.63
1738.00,97.64
1737.00,97.64
1736.00,97.64
1735.00,97.65
1734.00,97.66
1733.00,97.66
1732.00,97.66
1731.00,97.67
1730.00,97.68
1729.00,97.69
1728.00,97.69
1727.00,97.70
1726.00,97.70
1725.00,97.71
1724.00,97.71
1723.00,97.72
1722.00,97.72
1721.00,97.73
1720.00,97.73
1719.00,97.73
1718.00,97.74
1717.00,97.74
1716.00,97.74
1715.00,97.75
1714.00,97.76
1713.00,97.76
1712.00,97.77
1711.00,97.77
1710.00,97.78
1709.00,97.78
1708.00,97.78
1707.00,97.78
1706.00,97.78
1705.00,97.78
1704.00,97.77
1703.00,97.77
1702.00,97.77
1701.00,97.77
1700.00,97.76
1699.00,97.76
1698.00,97.76
1697.00,97.76
1696.00,97.76
1695.00,97.76
1694.00,97.75
1693.00,97.74
1692.00,97.74
1691.00,97.74
1690.00,97.73
1689.00,97.73
1688.00,97.72
1687.00,97.71
1686.00,97.70
1685.00,97.69
1684.00,97.68
1683.00,97.67
1682.00,97.67
1681.00,97.67
1680.00,97.67
1679.00,97.67
1678.00,97.66
1677.00,97.66
1676.00,97.65
1675.00,97.65
1674.00,97.65
1673.00,97.65
1672.00,97.66
1671.00,97.66
1670.00,97.67
1669.00,97.68
1668.00,97.69
1667.00,97.70
1666.00,97.71
1665.00,97.71
1664.00,97.72
1663.00,97.72
1662.00,97.73
1661.00,97.73
1660.00,97.74
1659.00,97.74
1658.00,97.75
1657.00,97.75
1656.00,97.75
1655.00,97.75
1654.00,97.74
1653.00,97.74
1652.00,97.75
1651.00,97.75
1650.00,97.75
1649.00,97.75
1648.00,97.75
1647.00,97.75
1646.00,97.76
1645.00,97.76
1644.00,97.75
1643.00,97.75
1642.00,97.74
1641.00,97.73
1640.00,97.72
1639.00,97.70
1638.00,97.69
1637.00,97.66
1636.00,97.64
1635.00,97.62
1634.00,97.61
1633.00,97.60
1632.00,97.58
1631.00,97.56
1630.00,97.54
1629.00,97.52
1628.00,97.50
1627.00,97.48
1626.00,97.47
1625.00,97.46
1624.00,97.45
1623.00,97.44
1622.00,97.43
1621.00,97.43
1620.00,97.42
1619.00,97.41
1618.00,97.40
1617.00,97.38
1616.00,97.36
1615.00,97.33
1614.00,97.29
1613.00,97.23
1612.00,97.14
1611.00,97.00
1610.00,96.81
1609.00,96.55
1608.00,96.22
1607.00,95.84
1606.00,95.44
1605.00,95.06
1604.00,94.75
1603.00,94.57
1602.00,94.58
1601.00,94.77
1600.00,95.07
1599.00,95.44
1598.00,95.80
1597.00,96.12
1596.00,96.38
1595.00,96.59
1594.00,96.75
1593.00,96.87
1592.00,96.95
1591.00,96.99
1590.00,96.98
1589.00,96.92
1588.00,96.80
1587.00,96.64
1586.00,96.47
1585.00,96.34
1584.00,96.29
1583.00,96.34
1582.00,96.49
1581.00,96.69
1580.00,96.88
1579.00,97.04
1578.00,97.18
1577.00,97.29
1576.00,97.39
1575.00,97.46
1574.00,97.51
1573.00,97.54
1572.00,97.56
1571.00,97.59
1570.00,97.61
1569.00,97.63
1568.00,97.64
1567.00,97.64
1566.00,97.65
1565.00,97.65
1564.00,97.65
1563.00,97.66
1562.00,97.66
1561.00,97.65
1560.00,97.64
1559.00,97.61
1558.00,97.60
1557.00,97.60
1556.00,97.60
1555.00,97.59
1554.00,97.59
1553.00,97.59
1552.00,97.59
1551.00,97.58
1550.00,97.58
1549.00,97.57
1548.00,97.57
1547.00,97.57
1546.00,97.58
1545.00,97.58
1544.00,97.58
1543.00,97.58
1542.00,97.59
1541.00,97.61
1540.00,97.63
1539.00,97.66
1538.00,97.68
1537.00,97.69
1536.00,97.70
1535.00,97.72
1534.00,97.74
1533.00,97.76
1532.00,97.77
1531.00,97.78
1530.00,97.79
1529.00,97.80
1528.00,97.81
1527.00,97.82
1526.00,97.83
1525.00,97.83
1524.00,97.83
1523.00,97.82
1522.00,97.82
1521.00,97.82
1520.00,97.82
1519.00,97.82
1518.00,97.82
1517.00,97.82
1516.00,97.81
1515.00,97.80
1514.00,97.79
1513.00,97.79
1512.00,97.77
1511.00,97.75
1510.00,97.73
1509.00,97.69
1508.00,97.64
1507.00,97.55
1506.00,97.44
1505.00,97.33
1504.00,97.19
1503.00,96.99
1502.00,96.69
1501.00,96.23
1500.00,95.52
1499.00,94.49
1498.00,93.07
1497.00,91.31
1496.00,89.65
1495.00,88.56
1494.00,88.20
1493.00,88.54
1492.00,89.47
1491.00,90.87
1490.00,92.37
1489.00,93.62
1488.00,94.50
1487.00,95.12
1486.00,95.58
1485.00,95.93
1484.00,96.20
1483.00,96.43
1482.00,96.61
1481.00,96.75
1480.00,96.86
1479.00,96.93
1478.00,97.00
1477.00,97.04
1476.00,97.07
1475.00,97.10
1474.00,97.12
1473.00,97.12
1472.00,97.11
1471.00,97.10
1470.00,97.08
1469.00,97.04
1468.00,96.98
1467.00,96.90
1466.00,96.79
1465.00,96.62
1464.00,96.38
1463.00,96.11
1462.00,95.78
1461.00,95.35
1460.00,94.74
1459.00,93.80
1458.00,92.22
1457.00,90.06
1456.00,88.06
1455.00,86.73
1454.00,85.96
1453.00,85.64
1452.00,85.75
1451.00,86.19
1450.00,86.80
1449.00,87.48
1448.00,88.20
1447.00,88.89
1446.00,89.50
1445.00,90.04
1444.00,90.57
1443.00,91.09
1442.00,91.58
1441.00,92.01
1440.00,92.39
1439.00,92.75
1438.00,93.13
1437.00,93.58
1436.00,94.03
1435.00,94.40
1434.00,94.68
1433.00,94.93
1432.00,95.19
1431.00,95.45
1430.00,95.67
1429.00,95.87
1428.00,96.03
1427.00,96.15
1426.00,96.25
1425.00,96.34
1424.00,96.43
1423.00,96.50
1422.00,96.54
1421.00,96.59
1420.00,96.64
1419.00,96.70
1418.00,96.74
1417.00,96.77
1416.00,96.79
1415.00,96.82
1414.00,96.83
1413.00,96.85
1412.00,96.87
1411.00,96.88
1410.00,96.89
1409.00,96.90
1408.00,96.91
1407.00,96.92
1406.00,96.92
1405.00,96.92
1404.00,96.93
1403.00,96.92
1402.00,96.91
1401.00,96.90
1400.00,96.89
1399.00,96.87
1398.00,96.84
1397.00,96.82
1396.00,96.80
1395.00,96.77
1394.00,96.73
1393.00,96.70
1392.00,96.68
1391.00,96.65
1390.00,96.61
1389.00,96.57
1388.00,96.52
1387.00,96.47
1386.00,96.41
1385.00,96.34
1384.00,96.28
1383.00,96.20
1382.00,96.11
1381.00,96.02
1380.00,95.92
1379.00,95.82
1378.00,95.71
1377.00,95.61
1376.00,95.52
1375.00,95.44
1374.00,95.37
1373.00,95.31
1372.00,95.27
1371.00,95.23
1370.00,95.19
1369.00,95.16
1368.00,95.13
1367.00,95.11
1366.00,95.09
1365.00,95.08
1364.00,95.08
1363.00,95.07
1362.00,95.08
1361.00,95.08
1360.00,95.09
1359.00,95.10
1358.00,95.10
1357.00,95.10
1356.00,95.10
1355.00,95.10
1354.00,95.09
1353.00,95.09
1352.00,95.09
1351.00,95.08
1350.00,95.08
1349.00,95.08
1348.00,95.08
1347.00,95.08
1346.00,95.09
1345.00,95.10
1344.00,95.11
1343.00,95.13
1342.00,95.15
1341.00,95.17
1340.00,95.19
1339.00,95.21
1338.00,95.22
1337.00,95.24
1336.00,95.26
1335.00,95.28
1334.00,95.29
1333.00,95.30
1332.00,95.31
1331.00,95.32
1330.00,95.34
1329.00,95.35
1328.00,95.38
1327.00,95.40
1326.00,95.42
1325.00,95.43
1324.00,95.44
1323.00,95.44
1322.00,95.45
1321.00,95.45
1320.00,95.45
1319.00,95.46
1318.00,95.46
1317.00,95.47
1316.00,95.48
1315.00,95.49
1314.00,95.50
1313.00,95.52
1312.00,95.54
1311.00,95.55
1310.00,95.57
1309.00,95.58
1308.00,95.60
1307.00,95.62
1306.00,95.65
1305.00,95.68
1304.00,95.72
1303.00,95.76
1302.00,95.79
1301.00,95.82
1300.00,95.85
1299.00,95.87
1298.00,95.90
1297.00,95.93
1296.00,95.95
1295.00,95.97
1294.00,95.99
1293.00,96.01
1292.00,96.03
1291.00,96.06
1290.00,96.08
1289.00,96.10
1288.00,96.12
1287.00,96.15
1286.00,96.17
1285.00,96.19
1284.00,96.22
1283.00,96.24
1282.00,96.27
1281.00,96.30
1280.00,96.32
1279.00,96.35
1278.00,96.38
1277.00,96.41
1276.00,96.44
1275.00,96.46
1274.00,96.49
1273.00,96.51
1272.00,96.53
1271.00,96.56
1270.00,96.58
1269.00,96.59
1268.00,96.61
1267.00,96.63
1266.00,96.65
1265.00,96.66
1264.00,96.68
1263.00,96.70
1262.00,96.72
1261.00,96.74
1260.00,96.76
1259.00,96.77
1258.00,96.78
1257.00,96.80
1256.00,96.82
1255.00,96.84
1254.00,96.87
1253.00,96.89
1252.00,96.92
1251.00,96.95
1250.00,96.97
1249.00,96.99
1248.00,97.00
1247.00,97.02
1246.00,97.03
1245.00,97.04
1244.00,97.06
1243.00,97.07
1242.00,97.08
1241.00,97.10
1240.00,97.12
1239.00,97.13
1238.00,97.14
1237.00,97.14
1236.00,97.15
1235.00,97.16
1234.00,97.16
1233.00,97.16
1232.00,97.16
1231.00,97.16
1230.00,97.16
1229.00,97.15
1228.00,97.15
1227.00,97.14
1226.00,97.12
1225.00,97.10
1224.00,97.08
1223.00,97.06
1222.00,97.05
1221.00,97.03
1220.00,97.01
1219.00,96.99
1218.00,96.96
1217.00,96.92
1216.00,96.88
1215.00,96.84
1214.00,96.80
1213.00,96.77
1212.00,96.74
1211.00,96.71
1210.00,96.68
1209.00,96.66
1208.00,96.64
1207.00,96.62
1206.00,96.59
1205.00,96.57
1204.00,96.54
1203.00,96.52
1202.00,96.50
1201.00,96.48
1200.00,96.48
1199.00,96.48
1198.00,96.49
1197.00,96.50
1196.00,96.51
1195.00,96.52
1194.00,96.53
1193.00,96.52
1192.00,96.51
1191.00,96.48
1190.00,96.43
1189.00,96.37
1188.00,96.29
1187.00,96.21
1186.00,96.12
1185.00,96.05
1184.00,96.01
1183.00,96.00
1182.00,96.03
1181.00,96.09
1180.00,96.18
1179.00,96.29
1178.00,96.40
1177.00,96.49
1176.00,96.57
1175.00,96.63
1174.00,96.66
1173.00,96.68
1172.00,96.69
1171.00,96.70
1170.00,96.69
1169.00,96.68
1168.00,96.66
1167.00,96.64
1166.00,96.60
1165.00,96.55
1164.00,96.48
1163.00,96.40
1162.00,96.28
1161.00,96.16
1160.00,96.02
1159.00,95.89
1158.00,95.78
1157.00,95.70
1156.00,95.68
1155.00,95.73
1154.00,95.84
1153.00,96.01
1152.00,96.20
1151.00,96.39
1150.00,96.57
1149.00,96.71
1148.00,96.83
1147.00,96.93
1146.00,97.00
1145.00,97.05
1144.00,97.09
1143.00,97.13
1142.00,97.16
1141.00,97.19
1140.00,97.20
1139.00,97.21
1138.00,97.21
1137.00,97.21
1136.00,97.22
1135.00,97.22
1134.00,97.23
1133.00,97.23
1132.00,97.23
1131.00,97.23
1130.00,97.22
1129.00,97.22
1128.00,97.21
1127.00,97.20
1126.00,97.17
1125.00,97.13
1124.00,97.09
1123.00,97.06
1122.00,97.02
1121.00,96.99
1120.00,96.94
1119.00,96.90
1118.00,96.85
1117.00,96.81
1116.00,96.78
1115.00,96.76
1114.00,96.74
1113.00,96.73
1112.00,96.72
1111.00,96.71
1110.00,96.70
1109.00,96.68
1108.00,96.67
1107.00,96.65
1106.00,96.62
1105.00,96.60
1104.00,96.58
1103.00,96.57
1102.00,96.55
1101.00,96.53
1100.00,96.52
1099.00,96.51
1098.00,96.50
1097.00,96.48
1096.00,96.47
1095.00,96.46
1094.00,96.44
1093.00,96.43
1092.00,96.41
1091.00,96.38
1090.00,96.34
1089.00,96.29
1088.00,96.23
1087.00,96.17
1086.00,96.09
1085.00,96.00
1084.00,95.90
1083.00,95.80
1082.00,95.69
1081.00,95.58
1080.00,95.45
1079.00,95.32
1078.00,95.19
1077.00,95.06
1076.00,94.94
1075.00,94.82
1074.00,94.72
1073.00,94.64
1072.00,94.58
1071.00,94.54
1070.00,94.53
1069.00,94.56
1068.00,94.62
1067.00,94.70
1066.00,94.79
1065.00,94.88
1064.00,94.98
1063.00,95.07
1062.00,95.15
1061.00,95.24
1060.00,95.31
1059.00,95.39
1058.00,95.45
1057.00,95.50
1056.00,95.55
1055.00,95.58
1054.00,95.62
1053.00,95.66
1052.00,95.70
1051.00,95.74
1050.00,95.79
1049.00,95.83
1048.00,95.86
1047.00,95.89
1046.00,95.91
1045.00,95.92
1044.00,95.93
1043.00,95.92
1042.00,95.91
1041.00,95.88
1040.00,95.82
1039.00,95.73
1038.00,95.58
1037.00,95.37
1036.00,95.10
1035.00,94.76
1034.00,94.37
1033.00,93.95
1032.00,93.55
1031.00,93.21
1030.00,92.98
1029.00,92.89
1028.00,92.93
1027.00,93.08
1026.00,93.30
1025.00,93.53
1024.00,93.77
1023.00,93.98
1022.00,94.16
1021.00,94.31
1020.00,94.44
1019.00,94.54
1018.00,94.63
1017.00,94.70
1016.00,94.76
1015.00,94.82
1014.00,94.87
1013.00,94.92
1012.00,94.95
1011.00,94.98
1010.00,95.00
1009.00,95.01
1008.00,95.01
1007.00,94.99
1006.00,94.97
1005.00,94.95
1004.00,94.97
1003.00,95.04
1002.00,95.16
1001.00,95.29
1000.00,95.42
999.00,95.52
998.00,95.56
997.00,95.57
996.00,95.56
995.00,95.54
994.00,95.52
993.00,95.51
992.00,95.49
991.00,95.47
990.00,95.46
989.00,95.45
988.00,95.45
987.00,95.45
986.00,95.45
985.00,95.46
984.00,95.48
983.00,95.51
982.00,95.55
981.00,95.58
980.00,95.62
979.00,95.65
978.00,95.69
977.00,95.71
976.00,95.72
975.00,95.72
974.00,95.71
973.00,95.69
972.00,95.67
971.00,95.65
970.00,95.63
969.00,95.62
968.00,95.63
967.00,95.65
966.00,95.68
965.00,95.71
964.00,95.76
963.00,95.82
962.00,95.89
961.00,95.97
960.00,96.04
959.00,96.09
958.00,96.14
957.00,96.18
956.00,96.21
955.00,96.24
954.00,96.26
953.00,96.27
952.00,96.29
951.00,96.30
950.00,96.31
949.00,96.32
948.00,96.34
947.00,96.35
946.00,96.36
945.00,96.36
944.00,96.37
943.00,96.37
942.00,96.38
941.00,96.39
940.00,96.40
939.00,96.42
938.00,96.43
937.00,96.45
936.00,96.46
935.00,96.47
934.00,96.49
933.00,96.50
932.00,96.49
931.00,96.46
930.00,96.43
929.00,96.39
928.00,96.34
927.00,96.29
926.00,96.23
925.00,96.16
924.00,96.07
923.00,95.97
922.00,95.85
921.00,95.72
920.00,95.58
919.00,95.43
918.00,95.28
917.00,95.12
916.00,94.97
915.00,94.83
914.00,94.71
913.00,94.61
912.00,94.54
911.00,94.51
910.00,94.53
909.00,94.58
908.00,94.67
907.00,94.79
906.00,94.94
905.00,95.10
904.00,95.26
903.00,95.43
902.00,95.58
901.00,95.73
