Created as New Dataset,PET Biaxial Film GF
cm-1,%T
2458.00,98.19
2457.00,98.19
2456.00,98.19
2455.00,98.19
2454.00,98.18
2453.00,98.18
2452.00,98.18
2451.00,98.18
2450.00,98.19
2449.00,98.19
2448.00,98.19
2447.00,98.18
2446.00,98.18
2445.00,98.18
2444.00,98.18
2443.00,98.19
2442.00,98.19
2441.00,98.20
2440.00,98.20
2439.00,98.19
2438.00,98.18
2437.00,98.18
2436.00,98.17
2435.00,98.16
2434.00,98.16
2433.00,98.16
2432.00,98.15
2431.00,98.14
2430.00,98.13
2429.00,98.13
2428.00,98.12
2427.00,98.12
2426.00,98.12
2425.00,98.12
2424.00,98.12
2423.00,98.11
2422.00,98.10
2421.00,98.10
2420.00,98.09
2419.00,98.08
2418.00,98.07
2417.00,98.06
2416.00,98.05
2415.00,98.04
2414.00,98.04
2413.00,98.03
2412.00,98.02
2411.00,98.01
2410.00,98.00
2409.00,98.00
2408.00,97.99
2407.00,97.99
2406.00,98.00
2405.00,98.00
2404.00,97.99
2403.00,97.99
2402.00,97.98
2401.00,97.97
2400.00,97.96
2399.00,97.96
2398.00,97.95
2397.00,97.95
2396.00,97.94
2395.00,97.94
2394.00,97.94
2393.00,97.94
2392.00,97.94
2391.00,97.95
2390.00,97.95
2389.00,97.96
2388.00,97.96
2387.00,97.97
2386.00,97.97
2385.00,97.98
2384.00,97.98
2383.00,98.00
2382.00,98.01
2381.00,98.03
2380.00,98.04
2379.00,98.06
2378.00,98.07
2377.00,98.09
2376.00,98.10
2375.00,98.11
2374.00,98.11
2373.00,98.12
2372.00,98.13
2371.00,98.13
2370.00,98.15
2369.00,98.17
2368.00,98.18
2367.00,98.18
2366.00,98.19
2365.00,98.19
2364.00,98.19
2363.00,98.20
2362.00,98.22
2361.00,98.23
2360.00,98.24
2359.00,98.24
2358.00,98.24
2357.00,98.25
2356.00,98.25
2355.00,98.26
2354.00,98.28
2353.00,98.29
2352.00,98.30
2351.00,98.31
2350.00,98.31
2349.00,98.31
2348.00,98.31
2347.00,98.32
2346.00,98.33
2345.00,98.34
2344.00,98.34
2343.00,98.33
2342.00,98.33
2341.00,98.33
2340.00,98.33
2339.00,98.34
2338.00,98.36
2337.00,98.37
2336.00,98.38
2335.00,98.39
2334.00,98.40
2333.00,98.41
2332.00,98.42
2331.00,98.42
2330.00,98.43
2329.00,98.43
2328.00,98.42
2327.00,98.39
2326.00,98.34
2325.00,98.29
2324.00,98.25
2323.00,98.24
2322.00,98.26
2321.00,98.28
2320.00,98.30
2319.00,98.32
2318.00,98.34
2317.00,98.35
2316.00,98.37
2315.00,98.38
2314.00,98.39
2313.00,98.39
2312.00,98.38
2311.00,98.37
2310.00,98.37
2309.00,98.36
2308.00,98.35
2307.00,98.34
2306.00,98.33
2305.00,98.32
2304.00,98.31
2303.00,98.29
2302.00,98.27
2301.00,98.25
2300.00,98.22
2299.00,98.20
2298.00,98.18
2297.00,98.16
2296.00,98.12
2295.00,98.09
2294.00,98.07
2293.00,98.05
2292.00,98.03
2291.00,98.01
2290.00,97.98
2289.00,97.96
2288.00,97.94
2287.00,97.92
2286.00,97.92
2285.00,97.92
2284.00,97.92
2283.00,97.93
2282.00,97.95
2281.00,97.97
2280.00,97.98
2279.00,97.99
2278.00,98.00
2277.00,98.01
2276.00,98.02
2275.00,98.02
2274.00,98.02
2273.00,98.02
2272.00,98.01
2271.00,98.01
2270.00,98.01
2269.00,98.01
2268.00,98.01
2267.00,98.01
2266.00,98.02
2265.00,98.03
2264.00,98.03
2263.00,98.03
2262.00,98.03
2261.00,98.03
2260.00,98.02
2259.00,98.01
2258.00,98.01
2257.00,98.01
2256.00,98.02
2255.00,98.04
2254.00,98.07
2253.00,98.09
2252.00,98.10
2251.00,98.10
2250.00,98.11
2249.00,98.11
2248.00,98.10
2247.00,98.11
2246.00,98.12
2245.00,98.14
2244.00,98.15
2243.00,98.17
2242.00,98.18
2241.00,98.20
2240.00,98.21
2239.00,98.21
2238.00,98.22
2237.00,98.23
2236.00,98.24
2235.00,98.24
2234.00,98.25
2233.00,98.25
2232.00,98.26
2231.00,98.27
2230.00,98.28
2229.00,98.29
2228.00,98.30
2227.00,98.31
2226.00,98.32
2225.00,98.32
2224.00,98.32
2223.00,98.32
2222.00,98.31
2221.00,98.31
2220.00,98.33
2219.00,98.35
2218.00,98.36
2217.00,98.37
2216.00,98.37
2215.00,98.37
2214.00,98.38
2213.00,98.39
2212.00,98.39
2211.00,98.40
2210.00,98.41
2209.00,98.43
2208.00,98.45
2207.00,98.46
2206.00,98.47
2205.00,98.48
2204.00,98.49
2203.00,98.49
2202.00,98.50
2201.00,98.51
2200.00,98.51
2199.00,98.52
2198.00,98.52
2197.00,98.53
2196.00,98.53
2195.00,98.51
2194.00,98.51
2193.00,98.50
2192.00,98.50
2191.00,98.51
2190.00,98.52
2189.00,98.53
2188.00,98.52
2187.00,98.52
2186.00,98.51
2185.00,98.50
2184.00,98.50
2183.00,98.52
2182.00,98.55
2181.00,98.58
2180.00,98.59
2179.00,98.57
2178.00,98.55
2177.00,98.53
2176.00,98.54
2175.00,98.57
2174.00,98.59
2173.00,98.59
2172.00,98.56
2171.00,98.51
2170.00,98.46
2169.00,98.42
2168.00,98.37
2167.00,98.34
2166.00,98.33
2165.00,98.30
2164.00,98.26
2163.00,98.21
2162.00,98.18
2161.00,98.21
2160.00,98.30
2159.00,98.46
2158.00,98.63
2157.00,98.75
2156.00,98.79
2155.00,98.77
2154.00,98.74
2153.00,98.69
2152.00,98.64
2151.00,98.60
2150.00,98.56
2149.00,98.54
2148.00,98.53
2147.00,98.53
2146.00,98.54
2145.00,98.54
2144.00,98.54
2143.00,98.53
2142.00,98.52
2141.00,98.51
2140.00,98.49
2139.00,98.47
2138.00,98.48
2137.00,98.49
2136.00,98.51
2135.00,98.54
2134.00,98.57
2133.00,98.59
2132.00,98.58
2131.00,98.55
2130.00,98.51
2129.00,98.47
2128.00,98.43
2127.00,98.39
2126.00,98.35
2125.00,98.33
2124.00,98.30
2123.00,98.28
2122.00,98.26
2121.00,98.24
2120.00,98.22
2119.00,98.20
2118.00,98.18
2117.00,98.16
2116.00,98.13
2115.00,98.11
2114.00,98.09
2113.00,98.08
2112.00,98.08
2111.00,98.08
2110.00,98.08
2109.00,98.09
2108.00,98.09
2107.00,98.09
2106.00,98.09
2105.00,98.10
2104.00,98.11
2103.00,98.12
2102.00,98.13
2101.00,98.13
2100.00,98.13
2099.00,98.14
2098.00,98.15
2097.00,98.16
2096.00,98.18
2095.00,98.21
2094.00,98.24
2093.00,98.26
2092.00,98.27
2091.00,98.27
2090.00,98.28
2089.00,98.28
2088.00,98.27
2087.00,98.27
2086.00,98.28
2085.00,98.28
2084.00,98.29
2083.00,98.30
2082.00,98.32
2081.00,98.34
2080.00,98.37
2079.00,98.40
2078.00,98.42
2077.00,98.44
2076.00,98.44
2075.00,98.45
2074.00,98.47
2073.00,98.48
2072.00,98.50
2071.00,98.52
2070.00,98.54
2069.00,98.57
2068.00,98.59
2067.00,98.62
2066.00,98.66
2065.00,98.68
2064.00,98.70
2063.00,98.72
2062.00,98.74
2061.00,98.75
2060.00,98.76
2059.00,98.77
2058.00,98.78
2057.00,98.79
2056.00,98.80
2055.00,98.82
2054.00,98.83
2053.00,98.82
2052.00,98.79
2051.00,98.75
2050.00,98.75
2049.00,98.78
2048.00,98.83
2047.00,98.88
2046.00,98.91
2045.00,98.93
2044.00,98.94
2043.00,98.95
2042.00,98.97
2041.00,98.99
2040.00,98.98
2039.00,98.96
2038.00,98.95
2037.00,98.96
2036.00,98.98
2035.00,99.00
2034.00,99.02
2033.00,99.04
2032.00,99.04
2031.00,99.03
2030.00,99.03
2029.00,99.04
2028.00,99.05
2027.00,99.05
2026.00,99.06
2025.00,99.05
2024.00,99.03
2023.00,99.01
2022.00,99.01
2021.00,99.01
2020.00,99.00
2019.00,99.00
2018.00,99.01
2017.00,99.01
2016.00,98.98
2015.00,98.95
2014.00,98.93
2013.00,98.91
2012.00,98.89
2011.00,98.86
2010.00,98.85
2009.00,98.87
2008.00,98.89
2007.00,98.92
2006.00,98.94
2005.00,98.94
2004.00,98.92
2003.00,98.89
2002.00,98.87
2001.00,98.84
2000.00,98.80
1999.00,98.77
1998.00,98.75
1997.00,98.74
1996.00,98.71
1995.00,98.70
1994.00,98.69
1993.00,98.70
1992.00,98.68
1991.00,98.64
1990.00,98.61
1989.00,98.57
1988.00,98.54
1987.00,98.50
1986.00,98.47
1985.00,98.44
1984.00,98.40
1983.00,98.35
1982.00,98.31
1981.00,98.25
1980.00,98.20
1979.00,98.17
1978.00,98.20
1977.00,98.24
1976.00,98.26
1975.00,98.27
1974.00,98.26
1973.00,98.22
1972.00,98.15
1971.00,98.06
1970.00,97.98
1969.00,97.90
1968.00,97.79
1967.00,97.66
1966.00,97.51
1965.00,97.37
1964.00,97.23
1963.00,97.12
1962.00,97.06
1961.00,97.06
1960.00,97.10
1959.00,97.17
1958.00,97.25
1957.00,97.33
1956.00,97.40
1955.00,97.46
1954.00,97.52
1953.00,97.59
1952.00,97.65
1951.00,97.71
1950.00,97.77
1949.00,97.85
1948.00,97.92
1947.00,97.98
1946.00,98.06
1945.00,98.14
1944.00,98.22
1943.00,98.30
1942.00,98.37
1941.00,98.42
1940.00,98.45
1939.00,98.47
1938.00,98.50
1937.00,98.55
1936.00,98.59
1935.00,98.64
1934.00,98.69
1933.00,98.73
1932.00,98.75
1931.00,98.77
1930.00,98.80
1929.00,98.83
1928.00,98.87
1927.00,98.90
1926.00,98.93
1925.00,98.98
1924.00,99.03
1923.00,99.06
1922.00,99.08
1921.00,99.08
1920.00,99.07
1919.00,99.06
1918.00,99.07
1917.00,99.09
1916.00,99.09
1915.00,99.09
1914.00,99.10
1913.00,99.12
1912.00,99.13
1911.00,99.16
1910.00,99.18
1909.00,99.20
1908.00,99.19
1907.00,99.19
1906.00,99.18
1905.00,99.19
1904.00,99.19
1903.00,99.19
1902.00,99.20
1901.00,99.21
1900.00,99.22
1899.00,99.23
1898.00,99.25
1897.00,99.26
1896.00,99.28
1895.00,99.28
1894.00,99.28
1893.00,99.29
1892.00,99.29
1891.00,99.30
1890.00,99.31
1889.00,99.31
1888.00,99.30
1887.00,99.30
1886.00,99.30
1885.00,99.31
1884.00,99.31
1883.00,99.30
1882.00,99.29
1881.00,99.29
1880.00,99.28
1879.00,99.28
1878.00,99.27
1877.00,99.26
1876.00,99.24
1875.00,99.23
1874.00,99.23
1873.00,99.24
1872.00,99.25
1871.00,99.27
1870.00,99.28
1869.00,99.29
1868.00,99.27
1867.00,99.24
1866.00,99.20
1865.00,99.16
1864.00,99.12
1863.00,99.10
1862.00,99.08
1861.00,99.07
1860.00,99.05
1859.00,99.01
1858.00,98.98
1857.00,98.95
1856.00,98.90
1855.00,98.86
1854.00,98.82
1853.00,98.77
1852.00,98.73
1851.00,98.70
1850.00,98.67
1849.00,98.66
1848.00,98.64
1847.00,98.60
1846.00,98.54
1845.00,98.47
1844.00,98.40
1843.00,98.34
1842.00,98.29
1841.00,98.23
1840.00,98.17
1839.00,98.10
1838.00,98.05
1837.00,98.01
1836.00,97.96
1835.00,97.90
1834.00,97.85
1833.00,97.81
1832.00,97.76
1831.00,97.70
1830.00,97.65
1829.00,97.62
1828.00,97.60
1827.00,97.58
1826.00,97.55
1825.00,97.53
1824.00,97.49
1823.00,97.45
1822.00,97.41
1821.00,97.39
1820.00,97.38
1819.00,97.38
1818.00,97.38
1817.00,97.38
1816.00,97.36
1815.00,97.33
1814.00,97.31
1813.00,97.31
1812.00,97.30
1811.00,97.28
1810.00,97.26
1809.00,97.25
1808.00,97.24
1807.00,97.22
1806.00,97.21
1805.00,97.22
1804.00,97.25
1803.00,97.28
1802.00,97.31
1801.00,97.32
1800.00,97.30
1799.00,97.27
1798.00,97.27
1797.00,97.29
1796.00,97.31
1795.00,97.30
1794.00,97.27
1793.00,97.26
1792.00,97.26
1791.00,97.25
1790.00,97.23
1789.00,97.20
1788.00,97.18
1787.00,97.15
1786.00,97.14
1785.00,97.13
1784.00,97.11
1783.00,97.08
1782.00,97.05
1781.00,97.03
1780.00,97.00
1779.00,96.96
1778.00,96.91
1777.00,96.89
1776.00,96.87
1775.00,96.83
1774.00,96.76
1773.00,96.68
1772.00,96.60
1771.00,96.52
1770.00,96.46
1769.00,96.41
1768.00,96.33
1767.00,96.21
1766.00,96.09
1765.00,95.99
1764.00,95.89
1763.00,95.75
1762.00,95.59
1761.00,95.44
1760.00,95.30
1759.00,95.12
1758.00,94.89
1757.00,94.62
1756.00,94.33
1755.00,94.02
1754.00,93.70
1753.00,93.36
1752.00,92.90
1751.00,92.24
1750.00,91.41
1749.00,90.45
1748.00,89.35
1747.00,88.09
1746.00,86.68
1745.00,85.09
1744.00,83.25
1743.00,81.23
1742.00,79.07
1741.00,76.69
1740.00,74.06
1739.00,71.47
1738.00,69.31
1737.00,67.49
1736.00,65.49
1735.00,62.69
1734.00,59.33
1733.00,56.47
1732.00,54.25
1731.00,52.13
1730.00,49.82
1729.00,47.46
1728.00,45.21
1727.00,43.06
1726.00,40.92
1725.00,38.71
1724.00,36.42
1723.00,34.12
1722.00,31.96
1721.00,29.99
1720.00,27.95
1719.00,25.39
1718.00,22.28
1717.00,19.50
1716.00,17.63
1715.00,16.48
1714.00,15.99
1713.00,16.30
1712.00,17.34
1711.00,18.86
1710.00,20.71
1709.00,22.87
1708.00,25.27
1707.00,27.93
1706.00,30.86
1705.00,33.80
1704.00,36.32
1703.00,38.43
1702.00,40.68
1701.00,43.75
1700.00,47.22
1699.00,49.91
1698.00,51.89
1697.00,53.86
1696.00,56.12
1695.00,58.25
1694.00,59.92
1693.00,61.30
1692.00,62.62
1691.00,63.96
1690.00,65.24
1689.00,66.33
1688.00,67.18
1687.00,67.81
1686.00,68.27
1685.00,68.58
1684.00,68.89
1683.00,69.36
1682.00,70.04
1681.00,70.88
1680.00,71.82
1679.00,72.73
1678.00,73.54
1677.00,74.30
1676.00,75.07
1675.00,75.83
1674.00,76.51
1673.00,77.12
1672.00,77.70
1671.00,78.31
1670.00,79.00
1669.00,79.74
1668.00,80.45
1667.00,81.10
1666.00,81.70
1665.00,82.29
1664.00,82.92
1663.00,83.56
1662.00,84.15
1661.00,84.66
1660.00,85.12
1659.00,85.54
1658.00,85.91
1657.00,86.26
1656.00,86.59
1655.00,86.91
1654.00,87.20
1653.00,87.49
1652.00,87.78
1651.00,88.02
1650.00,88.20
1649.00,88.37
1648.00,88.59
1647.00,88.81
1646.00,88.99
1645.00,89.16
1644.00,89.34
1643.00,89.51
1642.00,89.68
1641.00,89.84
1640.00,90.00
1639.00,90.16
1638.00,90.30
1637.00,90.43
1636.00,90.54
1635.00,90.64
1634.00,90.77
1633.00,90.92
1632.00,91.06
1631.00,91.19
1630.00,91.30
1629.00,91.41
1628.00,91.53
1627.00,91.65
1626.00,91.75
1625.00,91.83
1624.00,91.92
1623.00,92.00
1622.00,92.06
1621.00,92.11
1620.00,92.14
1619.00,92.12
1618.00,92.02
1617.00,91.86
1616.00,91.73
1615.00,91.68
1614.00,91.72
1613.00,91.83
1612.00,92.00
1611.00,92.23
1610.00,92.49
1609.00,92.75
1608.00,93.01
1607.00,93.24
1606.00,93.44
1605.00,93.62
1604.00,93.80
1603.00,93.97
1602.00,94.12
1601.00,94.25
1600.00,94.37
1599.00,94.49
1598.00,94.59
1597.00,94.67
1596.00,94.74
1595.00,94.78
1594.00,94.80
1593.00,94.80
1592.00,94.79
1591.00,94.76
1590.00,94.71
1589.00,94.63
1588.00,94.52
1587.00,94.35
1586.00,94.10
1585.00,93.75
1584.00,93.31
1583.00,92.77
1582.00,92.21
1581.00,91.70
1580.00,91.32
1579.00,91.12
1578.00,91.13
1577.00,91.40
1576.00,91.87
1575.00,92.38
1574.00,92.81
1573.00,93.16
1572.00,93.49
1571.00,93.83
1570.00,94.19
1569.00,94.52
1568.00,94.78
1567.00,94.96
1566.00,95.10
1565.00,95.23
1564.00,95.35
1563.00,95.47
1562.00,95.57
1561.00,95.63
1560.00,95.69
1559.00,95.80
1558.00,95.83
1557.00,95.87
1556.00,95.95
1555.00,96.02
1554.00,96.07
1553.00,96.11
1552.00,96.17
1551.00,96.23
1550.00,96.28
1549.00,96.29
1548.00,96.14
1547.00,96.17
1546.00,96.38
1545.00,96.47
1544.00,96.54
1543.00,96.55
1542.00,96.54
1541.00,96.54
1540.00,96.56
1539.00,96.56
1538.00,96.56
1537.00,96.56
1536.00,96.54
1535.00,96.50
1534.00,96.45
1533.00,96.39
1532.00,96.33
1531.00,96.27
1530.00,96.19
1529.00,96.11
1528.00,96.04
1527.00,95.98
1526.00,95.91
1525.00,95.86
1524.00,95.86
1523.00,95.94
1522.00,96.06
1521.00,96.20
1520.00,96.28
1519.00,96.30
1518.00,96.29
1517.00,96.26
1516.00,96.16
1515.00,95.97
1514.00,95.68
1513.00,95.24
1512.00,94.64
1511.00,93.86
1510.00,92.84
1509.00,91.35
1508.00,89.03
1507.00,86.26
1506.00,84.63
1505.00,84.73
1504.00,85.87
1503.00,87.44
1502.00,89.17
1501.00,90.87
1500.00,92.37
1499.00,93.64
1498.00,94.66
1497.00,95.40
1496.00,95.87
1495.00,96.16
1494.00,96.31
1493.00,96.38
1492.00,96.40
1491.00,96.43
1490.00,96.42
1489.00,96.27
1488.00,96.00
1487.00,95.71
1486.00,95.41
1485.00,95.09
1484.00,94.75
1483.00,94.39
1482.00,93.98
1481.00,93.49
1480.00,92.97
1479.00,92.42
1478.00,91.79
1477.00,90.98
1476.00,90.00
1475.00,88.86
1474.00,87.49
1473.00,86.03
1472.00,85.11
1471.00,85.13
1470.00,85.87
1469.00,86.94
1468.00,88.04
1467.00,88.97
1466.00,89.64
1465.00,90.02
1464.00,90.17
1463.00,90.17
1462.00,90.10
1461.00,90.01
1460.00,89.90
1459.00,89.79
1458.00,89.63
1457.00,89.41
1456.00,89.23
1455.00,89.13
1454.00,89.09
1453.00,89.11
1452.00,89.19
1451.00,89.32
1450.00,89.47
1449.00,89.64
1448.00,89.82
1447.00,89.98
1446.00,90.10
1445.00,90.20
1444.00,90.30
1443.00,90.42
1442.00,90.55
1441.00,90.70
1440.00,90.88
1439.00,91.10
1438.00,91.38
1437.00,91.76
1436.00,92.16
1435.00,92.50
1434.00,92.80
1433.00,93.08
1432.00,93.35
1431.00,93.60
1430.00,93.81
1429.00,93.95
1428.00,94.00
1427.00,93.99
1426.00,93.92
1425.00,93.76
1424.00,93.47
1423.00,93.09
1422.00,92.61
1421.00,91.94
1420.00,90.83
1419.00,89.13
1418.00,86.97
1417.00,84.48
1416.00,81.62
1415.00,78.39
1414.00,74.91
1413.00,71.41
1412.00,68.25
1411.00,65.90
1410.00,64.63
1409.00,64.44
1408.00,65.29
1407.00,67.09
1406.00,69.64
1405.00,72.53
1404.00,75.29
1403.00,77.62
1402.00,79.51
1401.00,81.14
1400.00,82.64
1399.00,83.97
1398.00,85.02
1397.00,85.76
1396.00,86.31
1395.00,86.70
1394.00,86.94
1393.00,87.01
1392.00,86.95
1391.00,86.82
1390.00,86.64
1389.00,86.42
1388.00,86.21
1387.00,86.05
1386.00,86.00
1385.00,86.07
1384.00,86.25
1383.00,86.50
1382.00,86.77
1381.00,87.00
1380.00,87.17
1379.00,87.26
1378.00,87.27
1377.00,87.22
1376.00,87.11
1375.00,86.95
1374.00,86.76
1373.00,86.55
1372.00,86.38
1371.00,86.32
1370.00,86.39
1369.00,86.60
1368.00,86.94
1367.00,87.38
1366.00,87.90
1365.00,88.47
1364.00,89.07
1363.00,89.62
1362.00,90.03
1361.00,90.26
1360.00,90.34
1359.00,90.33
1358.00,90.27
1357.00,90.12
1356.00,89.86
1355.00,89.48
1354.00,88.95
1353.00,88.22
1352.00,87.26
1351.00,85.99
1350.00,84.31
1349.00,82.12
1348.00,79.33
1347.00,75.95
1346.00,72.06
1345.00,67.90
1344.00,63.89
1343.00,60.52
1342.00,58.17
1341.00,57.15
1340.00,57.64
1339.00,59.60
1338.00,62.64
1337.00,66.31
1336.00,70.22
1335.00,74.08
1334.00,77.62
1333.00,80.67
1332.00,83.16
1331.00,85.07
1330.00,86.43
1329.00,87.35
1328.00,87.93
1327.00,88.26
1326.00,88.39
1325.00,88.38
1324.00,88.29
1323.00,88.13
1322.00,87.92
1321.00,87.68
1320.00,87.42
1319.00,87.12
1318.00,86.78
1317.00,86.41
1316.00,86.00
1315.00,85.56
1314.00,85.08
1313.00,84.55
1312.00,83.98
1311.00,83.36
1310.00,82.71
1309.00,82.04
1308.00,81.34
1307.00,80.62
1306.00,79.88
1305.00,79.10
1304.00,78.26
1303.00,77.35
1302.00,76.35
1301.00,75.24
1300.00,74.06
1299.00,72.81
1298.00,71.54
1297.00,70.23
1296.00,68.91
1295.00,67.61
1294.00,66.34
1293.00,65.07
1292.00,63.81
1291.00,62.56
1290.00,61.34
1289.00,60.09
1288.00,58.81
1287.00,57.51
1286.00,56.20
1285.00,54.85
1284.00,53.47
1283.00,52.08
1282.00,50.70
1281.00,49.30
1280.00,47.90
1279.00,46.52
1278.00,45.18
1277.00,43.86
1276.00,42.55
1275.00,41.29
1274.00,40.09
1273.00,38.89
1272.00,37.67
1271.00,36.47
1270.00,35.29
1269.00,34.09
1268.00,32.89
1267.00,31.71
1266.00,30.58
1265.00,29.46
1264.00,28.37
1263.00,27.37
1262.00,26.46
1261.00,25.60
1260.00,24.80
1259.00,24.09
1258.00,23.46
1257.00,22.82
1256.00,22.14
1255.00,21.45
1254.00,20.72
1253.00,19.92
1252.00,19.04
1251.00,18.15
1250.00,17.26
1249.00,16.36
1248.00,15.44
1247.00,14.59
1246.00,13.84
1245.00,13.14
1244.00,12.51
1243.00,12.05
1242.00,11.77
1241.00,11.63
1240.00,11.66
1239.00,11.93
1238.00,12.45
1237.00,13.13
1236.00,13.97
1235.00,15.00
1234.00,16.20
1233.00,17.46
1232.00,18.75
1231.00,20.12
1230.00,21.52
1229.00,22.89
1228.00,24.21
1227.00,25.54
1226.00,26.88
1225.00,28.21
1224.00,29.59
1223.00,31.10
1222.00,32.77
1221.00,34.55
1220.00,36.41
1219.00,38.37
1218.00,40.34
1217.00,42.26
1216.00,44.06
1215.00,45.78
1214.00,47.41
1213.00,48.92
1212.00,50.34
1211.00,51.71
1210.00,53.04
1209.00,54.33
1208.00,55.60
1207.00,56.89
1206.00,58.20
1205.00,59.50
1204.00,60.78
1203.00,62.06
1202.00,63.33
1201.00,64.59
1200.00,65.82
1199.00,67.04
1198.00,68.23
1197.00,69.37
1196.00,70.46
1195.00,71.50
1194.00,72.48
1193.00,73.40
1192.00,74.24
1191.00,75.01
1190.00,75.71
1189.00,76.33
1188.00,76.88
1187.00,77.35
1186.00,77.74
1185.00,78.05
1184.00,78.28
1183.00,78.43
1182.00,78.51
1181.00,78.52
1180.00,78.48
1179.00,78.43
1178.00,78.39
1177.00,78.39
1176.00,78.47
1175.00,78.66
1174.00,78.98
1173.00,79.44
1172.00,80.04
1171.00,80.76
1170.00,81.54
1169.00,82.32
1168.00,83.03
1167.00,83.61
1166.00,84.05
1165.00,84.32
1164.00,84.46
1163.00,84.49
1162.00,84.43
1161.00,84.29
1160.00,84.09
1159.00,83.84
1158.00,83.53
1157.00,83.15
1156.00,82.71
1155.00,82.21
1154.00,81.64
1153.00,81.00
1152.00,80.29
1151.00,79.52
1150.00,78.68
1149.00,77.76
1148.00,76.76
1147.00,75.66
1146.00,74.45
1145.00,73.11
1144.00,71.63
1143.00,69.99
1142.00,68.18
1141.00,66.17
1140.00,63.95
1139.00,61.54
1138.00,58.93
1137.00,56.14
1136.00,53.21
1135.00,50.24
1134.00,47.30
1133.00,44.45
1132.00,41.74
1131.00,39.26
1130.00,37.03
1129.00,35.05
1128.00,33.30
1127.00,31.82
1126.00,30.60
1125.00,29.57
1124.00,28.71
1123.00,28.05
1122.00,27.59
1121.00,27.29
1120.00,27.17
1119.00,27.27
1118.00,27.55
1117.00,27.90
1116.00,28.19
1115.00,28.34
1114.00,28.27
1113.00,27.98
1112.00,27.57
1111.00,27.15
1110.00,26.73
1109.00,26.23
1108.00,25.59
1107.00,24.85
1106.00,24.05
1105.00,23.18
1104.00,22.28
1103.00,21.45
1102.00,20.71
1101.00,20.06
1100.00,19.51
1099.00,19.13
1098.00,18.95
1097.00,18.93
1096.00,19.06
1095.00,19.40
1094.00,19.91
1093.00,20.55
1092.00,21.28
1091.00,22.12
1090.00,23.06
1089.00,24.02
1088.00,24.99
1087.00,26.02
1086.00,27.11
1085.00,28.24
1084.00,29.42
1083.00,30.70
1082.00,32.09
1081.00,33.56
1080.00,35.11
1079.00,36.75
1078.00,38.46
1077.00,40.17
1076.00,41.84
1075.00,43.49
1074.00,45.09
1073.00,46.61
1072.00,48.05
1071.00,49.43
1070.00,50.77
1069.00,52.02
1068.00,53.20
1067.00,54.33
1066.00,55.41
1065.00,56.42
1064.00,57.36
1063.00,58.26
1062.00,59.09
1061.00,59.83
1060.00,60.48
1059.00,61.06
1058.00,61.55
1057.00,61.94
1056.00,62.23
1055.00,62.44
1054.00,62.56
1053.00,62.58
1052.00,62.51
1051.00,62.39
1050.00,62.23
1049.00,62.04
1048.00,61.84
1047.00,61.69
1046.00,61.60
1045.00,61.58
1044.00,61.63
1043.00,61.79
1042.00,62.06
1041.00,62.41
1040.00,62.84
1039.00,63.36
1038.00,63.93
1037.00,64.54
1036.00,65.17
1035.00,65.81
1034.00,66.45
1033.00,67.03
1032.00,67.52
1031.00,67.84
1030.00,67.80
1029.00,67.05
1028.00,65.18
1027.00,61.91
1026.00,57.39
1025.00,52.31
1024.00,47.61
1023.00,43.99
1022.00,41.45
1021.00,39.56
1020.00,37.98
1019.00,36.75
1018.00,36.21
1017.00,36.71
1016.00,38.42
1015.00,41.23
1014.00,44.73
1013.00,48.40
1012.00,51.84
1011.00,54.87
1010.00,57.45
1009.00,59.62
1008.00,61.44
1007.00,63.01
1006.00,64.35
1005.00,65.48
1004.00,66.44
1003.00,67.28
1002.00,68.02
1001.00,68.68
1000.00,69.26
999.00,69.78
998.00,70.27
997.00,70.69
996.00,71.05
995.00,71.34
994.00,71.51
993.00,71.52
992.00,71.37
991.00,71.12
990.00,70.90
989.00,70.83
988.00,70.97
987.00,71.30
986.00,71.66
985.00,71.94
984.00,72.06
983.00,72.02
982.00,71.81
981.00,71.43
980.00,70.87
979.00,70.14
978.00,69.24
977.00,68.15
976.00,66.89
975.00,65.52
974.00,64.17
973.00,62.97
972.00,62.08
971.00,61.63
970.00,61.67
969.00,62.14
968.00,62.91
967.00,63.89
966.00,64.95
965.00,66.00
964.00,67.01
963.00,67.97
962.00,68.87
961.00,69.70
960.00,70.46
959.00,71.15
958.00,71.78
957.00,72.34
956.00,72.85
955.00,73.32
954.00,73.75
953.00,74.14
952.00,74.49
951.00,74.82
950.00,75.13
949.00,75.41
948.00,75.67
947.00,75.92
946.00,76.16
945.00,76.39
944.00,76.60
943.00,76.81
942.00,77.02
941.00,77.23
940.00,77.43
939.00,77.62
938.00,77.81
937.00,77.98
936.00,78.14
935.00,78.30
934.00,78.46
933.00,78.62
932.00,78.77
931.00,78.92
930.00,79.08
929.00,79.23
928.00,79.38
927.00,79.53
926.00,79.67
925.00,79.80
924.00,79.92
923.00,80.03
922.00,80.14
921.00,80.23
920.00,80.30
919.00,80.36
918.00,80.40
917.00,80.42
916.00,80.40
915.00,80.36
914.00,80.29
913.00,80.17
912.00,80.01
911.00,79.81
910.00,79.56
909.00,79.27
908.00,78.93
907.00,78.57
906.00,78.17
905.00,77.76
904.00,77.34
903.00,76.94
902.00,76.59
901.00,76.29
900.00,76.05
899.00,75.89
898.00,75.81
897.00,75.80
896.00,75.84
895.00,75.93
