Created as New Dataset,PET Biaxial Film GF
cm-1,%T
894.00,76.05
893.00,76.16
892.00,76.25
891.00,76.31
890.00,76.31
889.00,76.23
888.00,76.05
887.00,75.77
886.00,75.37
885.00,74.81
884.00,74.11
883.00,73.25
882.00,72.22
881.00,70.99
880.00,69.55
879.00,67.88
878.00,65.92
877.00,63.45
876.00,60.22
875.00,56.11
874.00,51.53
873.00,47.53
872.00,45.50
871.00,46.26
870.00,49.46
869.00,53.87
868.00,58.24
867.00,61.89
866.00,64.67
865.00,66.66
864.00,68.03
863.00,68.94
862.00,69.52
861.00,69.79
860.00,69.82
859.00,69.67
858.00,69.39
857.00,68.98
856.00,68.45
855.00,67.86
854.00,67.19
853.00,66.44
852.00,65.59
851.00,64.72
850.00,63.91
849.00,63.26
848.00,62.88
847.00,62.84
846.00,63.16
845.00,63.73
844.00,64.47
843.00,65.30
842.00,66.18
841.00,67.04
840.00,67.84
839.00,68.61
838.00,69.35
837.00,70.06
836.00,70.74
835.00,71.39
834.00,72.03
833.00,72.64
832.00,73.19
831.00,73.72
830.00,74.22
829.00,74.68
828.00,75.09
827.00,75.47
826.00,75.83
825.00,76.15
824.00,76.42
823.00,76.66
822.00,76.88
821.00,77.06
820.00,77.22
819.00,77.36
818.00,77.49
817.00,77.58
816.00,77.63
815.00,77.68
814.00,77.74
813.00,77.78
812.00,77.81
811.00,77.83
810.00,77.84
809.00,77.83
808.00,77.78
807.00,77.73
806.00,77.67
805.00,77.59
804.00,77.47
803.00,77.35
802.00,77.25
801.00,77.13
800.00,76.96
799.00,76.65
798.00,76.15
797.00,75.40
796.00,74.48
795.00,73.57
794.00,72.90
793.00,72.63
792.00,72.80
791.00,73.33
790.00,74.07
789.00,74.85
788.00,75.60
787.00,76.32
786.00,77.03
785.00,77.68
784.00,78.26
783.00,78.77
782.00,79.22
781.00,79.62
780.00,79.96
779.00,80.28
778.00,80.57
777.00,80.83
776.00,81.06
775.00,81.31
774.00,81.56
773.00,81.81
772.00,82.05
771.00,82.30
770.00,82.57
769.00,82.85
768.00,83.12
767.00,83.40
766.00,83.66
765.00,83.91
764.00,84.13
763.00,84.34
762.00,84.54
761.00,84.72
760.00,84.89
759.00,85.07
758.00,85.26
757.00,85.44
756.00,85.60
755.00,85.75
754.00,85.91
753.00,86.05
752.00,86.19
751.00,86.32
750.00,86.42
749.00,86.47
748.00,86.45
747.00,86.35
746.00,86.14
745.00,85.73
744.00,85.05
743.00,84.01
742.00,82.47
741.00,80.30
740.00,77.42
739.00,73.85
738.00,69.66
737.00,64.94
736.00,59.83
735.00,54.53
734.00,49.23
733.00,44.06
732.00,39.10
731.00,34.45
730.00,30.11
729.00,26.01
728.00,22.16
727.00,18.68
726.00,15.78
725.00,13.63
724.00,12.41
723.00,12.21
722.00,12.98
721.00,14.47
720.00,16.39
719.00,18.46
718.00,20.47
717.00,22.29
716.00,23.92
715.00,25.45
714.00,26.94
713.00,28.44
712.00,29.97
711.00,31.63
710.00,33.41
709.00,35.24
708.00,37.07
707.00,38.90
706.00,40.72
705.00,42.47
704.00,44.14
703.00,45.79
702.00,47.49
701.00,49.28
700.00,51.16
699.00,53.08
698.00,54.97
697.00,56.70
696.00,58.24
695.00,59.60
694.00,60.80
693.00,61.87
692.00,62.81
691.00,63.68
690.00,64.48
689.00,65.18
688.00,65.78
687.00,66.30
686.00,66.75
685.00,67.10
684.00,67.38
683.00,67.59
682.00,67.78
681.00,67.97
680.00,68.21
679.00,68.56
678.00,69.04
677.00,69.58
676.00,70.14
675.00,70.67
674.00,71.16
673.00,71.59
672.00,71.95
671.00,72.28
670.00,72.61
669.00,73.02
668.00,73.47
667.00,73.84
666.00,74.12
665.00,74.35
664.00,74.58
663.00,74.81
662.00,75.04
661.00,75.27
660.00,75.47
659.00,75.65
658.00,75.82
657.00,75.99
656.00,76.17
655.00,76.37
654.00,76.56
653.00,76.71
652.00,76.83
651.00,76.94
650.00,77.07
