Created as New Dataset,PK (polyketone) GF
cm-1,%T
2467.00,99.15
2466.00,99.14
2465.00,99.13
2464.00,99.13
2463.00,99.12
2462.00,99.12
2461.00,99.12
2460.00,99.11
2459.00,99.11
2458.00,99.11
2457.00,99.10
2456.00,99.09
2455.00,99.08
2454.00,99.08
2453.00,99.08
2452.00,99.09
2451.00,99.09
2450.00,99.09
2449.00,99.10
2448.00,99.10
2447.00,99.10
2446.00,99.10
2445.00,99.10
2444.00,99.10
2443.00,99.10
2442.00,99.10
2441.00,99.10
2440.00,99.10
2439.00,99.10
2438.00,99.10
2437.00,99.10
2436.00,99.10
2435.00,99.11
2434.00,99.11
2433.00,99.11
2432.00,99.11
2431.00,99.12
2430.00,99.13
2429.00,99.13
2428.00,99.14
2427.00,99.14
2426.00,99.14
2425.00,99.14
2424.00,99.13
2423.00,99.13
2422.00,99.14
2421.00,99.14
2420.00,99.14
2419.00,99.14
2418.00,99.14
2417.00,99.15
2416.00,99.15
2415.00,99.16
2414.00,99.16
2413.00,99.16
2412.00,99.16
2411.00,99.15
2410.00,99.15
2409.00,99.16
2408.00,99.17
2407.00,99.18
2406.00,99.20
2405.00,99.21
2404.00,99.21
2403.00,99.21
2402.00,99.21
2401.00,99.22
2400.00,99.22
2399.00,99.22
2398.00,99.23
2397.00,99.23
2396.00,99.23
2395.00,99.23
2394.00,99.24
2393.00,99.24
2392.00,99.24
2391.00,99.25
2390.00,99.26
2389.00,99.26
2388.00,99.27
2387.00,99.27
2386.00,99.28
2385.00,99.29
2384.00,99.30
2383.00,99.32
2382.00,99.34
2381.00,99.36
2380.00,99.37
2379.00,99.39
2378.00,99.40
2377.00,99.41
2376.00,99.41
2375.00,99.41
2374.00,99.41
2373.00,99.41
2372.00,99.40
2371.00,99.40
2370.00,99.41
2369.00,99.41
2368.00,99.41
2367.00,99.41
2366.00,99.42
2365.00,99.42
2364.00,99.41
2363.00,99.41
2362.00,99.42
2361.00,99.41
2360.00,99.40
2359.00,99.40
2358.00,99.40
2357.00,99.40
2356.00,99.40
2355.00,99.41
2354.00,99.42
2353.00,99.42
2352.00,99.41
2351.00,99.40
2350.00,99.39
2349.00,99.39
2348.00,99.39
2347.00,99.39
2346.00,99.39
2345.00,99.37
2344.00,99.35
2343.00,99.33
2342.00,99.33
2341.00,99.32
2340.00,99.31
2339.00,99.30
2338.00,99.30
2337.00,99.29
2336.00,99.29
2335.00,99.30
2334.00,99.31
2333.00,99.31
2332.00,99.31
2331.00,99.30
2330.00,99.30
2329.00,99.28
2328.00,99.24
2327.00,99.18
2326.00,99.10
2325.00,99.02
2324.00,98.96
2323.00,98.94
2322.00,98.97
2321.00,99.00
2320.00,99.03
2319.00,99.05
2318.00,99.07
2317.00,99.08
2316.00,99.09
2315.00,99.10
2314.00,99.11
2313.00,99.11
2312.00,99.10
2311.00,99.10
2310.00,99.10
2309.00,99.10
2308.00,99.10
2307.00,99.09
2306.00,99.09
2305.00,99.09
2304.00,99.08
2303.00,99.07
2302.00,99.07
2301.00,99.05
2300.00,99.04
2299.00,99.03
2298.00,99.03
2297.00,99.02
2296.00,99.01
2295.00,99.00
2294.00,98.98
2293.00,98.96
2292.00,98.93
2291.00,98.91
2290.00,98.90
2289.00,98.88
2288.00,98.86
2287.00,98.84
2286.00,98.83
2285.00,98.83
2284.00,98.83
2283.00,98.84
2282.00,98.86
2281.00,98.88
2280.00,98.89
2279.00,98.90
2278.00,98.92
2277.00,98.94
2276.00,98.94
2275.00,98.96
2274.00,98.97
2273.00,98.98
2272.00,98.97
2271.00,98.97
2270.00,98.98
2269.00,98.98
2268.00,98.98
2267.00,98.99
2266.00,99.00
2265.00,99.01
2264.00,99.01
2263.00,99.01
2262.00,99.02
2261.00,99.01
2260.00,98.99
2259.00,98.98
2258.00,98.97
2257.00,98.97
2256.00,98.98
2255.00,99.00
2254.00,99.02
2253.00,99.03
2252.00,99.03
2251.00,99.02
2250.00,99.03
2249.00,99.03
2248.00,99.02
2247.00,99.02
2246.00,99.01
2245.00,99.01
2244.00,98.99
2243.00,98.98
2242.00,98.99
2241.00,98.98
2240.00,98.97
2239.00,98.97
2238.00,98.98
2237.00,98.98
2236.00,98.97
2235.00,98.97
2234.00,98.97
2233.00,98.96
2232.00,98.94
2231.00,98.94
2230.00,98.94
2229.00,98.94
2228.00,98.93
2227.00,98.93
2226.00,98.94
2225.00,98.95
2224.00,98.96
2223.00,98.96
2222.00,98.97
2221.00,98.96
2220.00,98.94
2219.00,98.94
2218.00,98.95
2217.00,98.95
2216.00,98.95
2215.00,98.94
2214.00,98.94
2213.00,98.94
2212.00,98.93
2211.00,98.94
2210.00,98.95
2209.00,98.94
2208.00,98.93
2207.00,98.92
2206.00,98.91
2205.00,98.90
2204.00,98.88
2203.00,98.88
2202.00,98.89
2201.00,98.90
2200.00,98.90
2199.00,98.90
2198.00,98.92
2197.00,98.91
2196.00,98.88
2195.00,98.85
2194.00,98.84
2193.00,98.82
2192.00,98.79
2191.00,98.78
2190.00,98.78
2189.00,98.78
2188.00,98.77
2187.00,98.77
2186.00,98.78
2185.00,98.78
2184.00,98.78
2183.00,98.80
2182.00,98.86
2181.00,98.90
2180.00,98.91
2179.00,98.90
2178.00,98.90
2177.00,98.90
2176.00,98.91
2175.00,98.92
2174.00,98.93
2173.00,98.90
2172.00,98.84
2171.00,98.78
2170.00,98.73
2169.00,98.68
2168.00,98.61
2167.00,98.57
2166.00,98.55
2165.00,98.54
2164.00,98.50
2163.00,98.45
2162.00,98.43
2161.00,98.48
2160.00,98.67
2159.00,99.00
2158.00,99.36
2157.00,99.58
2156.00,99.64
2155.00,99.60
2154.00,99.55
2153.00,99.48
2152.00,99.40
2151.00,99.36
2150.00,99.34
2149.00,99.33
2148.00,99.32
2147.00,99.33
2146.00,99.34
2145.00,99.35
2144.00,99.33
2143.00,99.34
2142.00,99.36
2141.00,99.37
2140.00,99.37
2139.00,99.37
2138.00,99.37
2137.00,99.38
2136.00,99.40
2135.00,99.45
2134.00,99.52
2133.00,99.56
2132.00,99.56
2131.00,99.53
2130.00,99.51
2129.00,99.47
2128.00,99.42
2127.00,99.38
2126.00,99.36
2125.00,99.33
2124.00,99.30
2123.00,99.28
2122.00,99.27
2121.00,99.25
2120.00,99.23
2119.00,99.20
2118.00,99.18
2117.00,99.15
2116.00,99.11
2115.00,99.08
2114.00,99.07
2113.00,99.07
2112.00,99.07
2111.00,99.07
2110.00,99.08
2109.00,99.07
2108.00,99.06
2107.00,99.06
2106.00,99.07
2105.00,99.08
2104.00,99.07
2103.00,99.07
2102.00,99.07
2101.00,99.06
2100.00,99.04
2099.00,99.04
2098.00,99.06
2097.00,99.09
2096.00,99.12
2095.00,99.17
2094.00,99.21
2093.00,99.21
2092.00,99.19
2091.00,99.15
2090.00,99.13
2089.00,99.10
2088.00,99.08
2087.00,99.06
2086.00,99.06
2085.00,99.04
2084.00,99.02
2083.00,99.00
2082.00,99.00
2081.00,98.99
2080.00,98.97
2079.00,98.96
2078.00,98.96
2077.00,98.96
2076.00,98.96
2075.00,98.96
2074.00,98.98
2073.00,98.99
2072.00,98.99
2071.00,98.99
2070.00,99.00
2069.00,99.00
2068.00,98.99
2067.00,98.99
2066.00,99.01
2065.00,99.01
2064.00,99.00
2063.00,98.99
2062.00,98.99
2061.00,98.98
2060.00,98.96
2059.00,98.95
2058.00,98.96
2057.00,98.95
2056.00,98.93
2055.00,98.91
2054.00,98.90
2053.00,98.85
2052.00,98.74
2051.00,98.65
2050.00,98.63
2049.00,98.66
2048.00,98.70
2047.00,98.74
2046.00,98.78
2045.00,98.79
2044.00,98.78
2043.00,98.77
2042.00,98.79
2041.00,98.77
2040.00,98.73
2039.00,98.69
2038.00,98.69
2037.00,98.68
2036.00,98.66
2035.00,98.69
2034.00,98.74
2033.00,98.78
2032.00,98.79
2031.00,98.80
2030.00,98.83
2029.00,98.84
2028.00,98.81
2027.00,98.80
2026.00,98.82
2025.00,98.84
2024.00,98.83
2023.00,98.84
2022.00,98.86
2021.00,98.87
2020.00,98.86
2019.00,98.87
2018.00,98.90
2017.00,98.91
2016.00,98.88
2015.00,98.85
2014.00,98.86
2013.00,98.85
2012.00,98.82
2011.00,98.81
2010.00,98.84
2009.00,98.87
2008.00,98.90
2007.00,98.98
2006.00,99.07
2005.00,99.11
2004.00,99.08
2003.00,99.05
2002.00,99.04
2001.00,99.01
2000.00,98.98
1999.00,98.96
1998.00,98.97
1997.00,98.97
1996.00,98.95
1995.00,98.94
1994.00,98.95
1993.00,98.93
1992.00,98.88
1991.00,98.86
1990.00,98.87
1989.00,98.86
1988.00,98.83
1987.00,98.81
1986.00,98.81
1985.00,98.80
1984.00,98.76
1983.00,98.71
1982.00,98.67
1981.00,98.62
1980.00,98.56
1979.00,98.58
1978.00,98.69
1977.00,98.83
1976.00,98.93
1975.00,99.01
1974.00,99.08
1973.00,99.11
1972.00,99.10
1971.00,99.10
1970.00,99.13
1969.00,99.16
1968.00,99.15
1967.00,99.16
1966.00,99.19
1965.00,99.19
1964.00,99.15
1963.00,99.15
1962.00,99.17
1961.00,99.19
1960.00,99.21
1959.00,99.24
1958.00,99.29
1957.00,99.30
1956.00,99.26
1955.00,99.23
1954.00,99.23
1953.00,99.23
1952.00,99.21
1951.00,99.21
1950.00,99.24
1949.00,99.25
1948.00,99.23
1947.00,99.23
1946.00,99.26
1945.00,99.27
1944.00,99.26
1943.00,99.26
1942.00,99.27
1941.00,99.27
1940.00,99.25
1939.00,99.25
1938.00,99.27
1937.00,99.27
1936.00,99.26
1935.00,99.26
1934.00,99.28
1933.00,99.29
1932.00,99.28
1931.00,99.28
1930.00,99.30
1929.00,99.30
1928.00,99.29
1927.00,99.29
1926.00,99.31
1925.00,99.31
1924.00,99.28
1923.00,99.27
1922.00,99.28
1921.00,99.27
1920.00,99.26
1919.00,99.25
1918.00,99.25
1917.00,99.25
1916.00,99.24
1915.00,99.23
1914.00,99.25
1913.00,99.25
1912.00,99.23
1911.00,99.22
1910.00,99.23
1909.00,99.23
1908.00,99.21
1907.00,99.20
1906.00,99.22
1905.00,99.23
1904.00,99.22
1903.00,99.23
1902.00,99.24
1901.00,99.25
1900.00,99.23
1899.00,99.22
1898.00,99.23
1897.00,99.23
1896.00,99.22
1895.00,99.21
1894.00,99.22
1893.00,99.22
1892.00,99.20
1891.00,99.19
1890.00,99.21
1889.00,99.22
1888.00,99.21
1887.00,99.22
1886.00,99.23
1885.00,99.24
1884.00,99.22
1883.00,99.21
1882.00,99.23
1881.00,99.23
1880.00,99.22
1879.00,99.21
1878.00,99.23
1877.00,99.23
1876.00,99.22
1875.00,99.22
1874.00,99.23
1873.00,99.23
1872.00,99.22
1871.00,99.21
1870.00,99.23
1869.00,99.23
1868.00,99.21
1867.00,99.20
1866.00,99.21
1865.00,99.22
1864.00,99.20
1863.00,99.20
1862.00,99.21
1861.00,99.21
1860.00,99.20
1859.00,99.20
1858.00,99.22
1857.00,99.22
1856.00,99.20
1855.00,99.19
1854.00,99.20
1853.00,99.20
1852.00,99.18
1851.00,99.17
1850.00,99.18
1849.00,99.18
1848.00,99.17
1847.00,99.16
1846.00,99.16
1845.00,99.16
1844.00,99.14
1843.00,99.13
1842.00,99.14
1841.00,99.14
1840.00,99.12
1839.00,99.11
1838.00,99.11
1837.00,99.11
1836.00,99.08
1835.00,99.07
1834.00,99.07
1833.00,99.06
1832.00,99.04
1831.00,99.03
1830.00,99.04
1829.00,99.04
1828.00,99.01
1827.00,99.00
1826.00,99.01
1825.00,99.00
1824.00,98.97
1823.00,98.96
1822.00,98.97
1821.00,98.97
1820.00,98.96
1819.00,98.97
1818.00,99.01
1817.00,99.02
1816.00,99.00
1815.00,98.98
1814.00,98.97
1813.00,98.94
1812.00,98.90
1811.00,98.88
1810.00,98.88
1809.00,98.87
1808.00,98.84
1807.00,98.82
1806.00,98.82
1805.00,98.81
1804.00,98.79
1803.00,98.77
1802.00,98.77
1801.00,98.76
1800.00,98.73
1799.00,98.71
1798.00,98.71
1797.00,98.70
1796.00,98.67
1795.00,98.65
1794.00,98.66
1793.00,98.65
1792.00,98.61
1791.00,98.59
1790.00,98.59
1789.00,98.58
1788.00,98.55
1787.00,98.53
1786.00,98.52
1785.00,98.50
1784.00,98.47
1783.00,98.44
1782.00,98.43
1781.00,98.41
1780.00,98.37
1779.00,98.35
1778.00,98.35
1777.00,98.34
1776.00,98.31
1775.00,98.28
1774.00,98.27
1773.00,98.25
1772.00,98.19
1771.00,98.16
1770.00,98.15
1769.00,98.13
1768.00,98.08
1767.00,98.04
1766.00,98.02
1765.00,97.99
1764.00,97.93
1763.00,97.88
1762.00,97.86
1761.00,97.83
1760.00,97.77
1759.00,97.72
1758.00,97.70
1757.00,97.65
1756.00,97.58
1755.00,97.52
1754.00,97.49
1753.00,97.44
1752.00,97.34
1751.00,97.26
1750.00,97.20
1749.00,97.12
1748.00,97.00
1747.00,96.89
1746.00,96.82
1745.00,96.72
1744.00,96.57
1743.00,96.43
1742.00,96.32
1741.00,96.16
1740.00,95.94
1739.00,95.72
1738.00,95.56
1737.00,95.38
1736.00,95.09
1735.00,94.66
1734.00,94.11
1733.00,93.50
1732.00,92.85
1731.00,92.15
1730.00,91.32
1729.00,90.35
1728.00,89.29
1727.00,88.23
1726.00,87.15
1725.00,85.98
1724.00,84.72
1723.00,83.52
1722.00,82.46
1721.00,81.47
1720.00,80.40
1719.00,79.12
1718.00,77.62
1717.00,76.05
1716.00,74.54
1715.00,73.13
1714.00,71.77
1713.00,70.38
1712.00,68.92
1711.00,67.40
1710.00,65.81
1709.00,64.19
1708.00,62.47
1707.00,60.58
1706.00,58.50
1705.00,56.52
1704.00,54.89
1703.00,53.52
1702.00,52.09
1701.00,50.37
1700.00,48.66
1699.00,47.34
1698.00,46.34
1697.00,45.35
1696.00,44.22
1695.00,43.04
1694.00,42.03
1693.00,41.31
1692.00,41.01
1691.00,41.37
1690.00,42.59
1689.00,44.54
1688.00,46.63
1687.00,48.57
1686.00,50.70
1685.00,53.89
1684.00,57.77
1683.00,60.73
1682.00,62.61
1681.00,64.27
1680.00,65.97
1679.00,67.53
1678.00,68.85
1677.00,70.12
1676.00,71.51
1675.00,72.85
1674.00,73.87
1673.00,74.65
1672.00,75.36
1671.00,76.06
1670.00,76.76
1669.00,77.45
1668.00,78.01
1667.00,78.36
1666.00,78.62
1665.00,78.97
1664.00,79.52
1663.00,80.25
1662.00,81.09
1661.00,81.96
1660.00,82.82
1659.00,83.63
1658.00,84.36
1657.00,85.01
1656.00,85.62
1655.00,86.21
1654.00,86.94
1653.00,87.84
1652.00,88.51
1651.00,88.83
1650.00,89.03
1649.00,89.28
1648.00,89.67
1647.00,90.09
1646.00,90.43
1645.00,90.73
1644.00,90.99
1643.00,91.22
1642.00,91.41
1641.00,91.64
1640.00,91.87
1639.00,92.07
1638.00,92.23
1637.00,92.45
1636.00,92.74
1635.00,92.99
1634.00,93.15
1633.00,93.30
1632.00,93.46
1631.00,93.61
1630.00,93.75
1629.00,93.92
1628.00,94.11
1627.00,94.28
1626.00,94.40
1625.00,94.54
1624.00,94.72
1623.00,94.89
1622.00,95.02
1621.00,95.14
1620.00,95.27
1619.00,95.38
1618.00,95.48
1617.00,95.63
1616.00,95.80
1615.00,95.92
1614.00,96.00
1613.00,96.09
1612.00,96.20
1611.00,96.31
1610.00,96.39
1609.00,96.48
1608.00,96.59
1607.00,96.68
1606.00,96.74
1605.00,96.81
1604.00,96.90
1603.00,96.98
1602.00,97.04
1601.00,97.10
1600.00,97.18
1599.00,97.23
1598.00,97.27
1597.00,97.31
1596.00,97.37
1595.00,97.42
1594.00,97.45
1593.00,97.49
1592.00,97.54
1591.00,97.57
1590.00,97.59
1589.00,97.62
1588.00,97.66
1587.00,97.69
1586.00,97.69
1585.00,97.71
1584.00,97.74
1583.00,97.76
1582.00,97.77
1581.00,97.78
1580.00,97.80
1579.00,97.81
1578.00,97.81
1577.00,97.82
1576.00,97.85
1575.00,97.87
1574.00,97.86
1573.00,97.86
1572.00,97.88
1571.00,97.88
1570.00,97.87
1569.00,97.88
1568.00,97.90
1567.00,97.91
1566.00,97.90
1565.00,97.91
1564.00,97.93
1563.00,97.94
1562.00,97.94
1561.00,97.95
1560.00,97.98
1559.00,97.99
1558.00,97.97
1557.00,97.97
1556.00,97.99
1555.00,97.99
1554.00,97.98
1553.00,97.99
1552.00,98.00
1551.00,98.01
1550.00,98.00
1549.00,98.01
1548.00,98.02
1547.00,98.03
1546.00,98.03
1545.00,98.03
1544.00,98.05
1543.00,98.05
1542.00,98.04
1541.00,98.06
1540.00,98.09
1539.00,98.09
1538.00,98.09
1537.00,98.08
1536.00,98.09
1535.00,98.10
1534.00,98.09
1533.00,98.10
1532.00,98.12
1531.00,98.12
1530.00,98.11
1529.00,98.12
1528.00,98.13
1527.00,98.13
1526.00,98.12
1525.00,98.12
1524.00,98.13
1523.00,98.12
1522.00,98.11
1521.00,98.12
1520.00,98.13
1519.00,98.13
1518.00,98.12
1517.00,98.12
1516.00,98.13
1515.00,98.13
1514.00,98.12
1513.00,98.12
1512.00,98.13
1511.00,98.12
1510.00,98.11
1509.00,98.10
1508.00,98.10
1507.00,98.09
1506.00,98.08
1505.00,98.08
1504.00,98.08
1503.00,98.06
1502.00,98.05
1501.00,98.05
1500.00,98.05
1499.00,98.04
1498.00,98.03
1497.00,98.02
1496.00,98.01
1495.00,97.99
1494.00,97.97
1493.00,97.96
1492.00,97.95
1491.00,97.92
1490.00,97.89
1489.00,97.86
1488.00,97.85
1487.00,97.82
1486.00,97.80
1485.00,97.77
1484.00,97.75
1483.00,97.71
1482.00,97.65
1481.00,97.60
1480.00,97.55
1479.00,97.49
1478.00,97.41
1477.00,97.33
1476.00,97.23
1475.00,97.12
1474.00,96.98
1473.00,96.82
1472.00,96.65
1471.00,96.49
1470.00,96.35
1469.00,96.21
1468.00,96.06
1467.00,95.88
1466.00,95.68
1465.00,95.45
1464.00,95.24
1463.00,95.06
1462.00,94.92
1461.00,94.81
1460.00,94.72
1459.00,94.65
1458.00,94.64
1457.00,94.69
1456.00,94.78
1455.00,94.85
1454.00,94.91
1453.00,94.98
1452.00,95.05
1451.00,95.09
1450.00,95.11
1449.00,95.10
1448.00,95.06
1447.00,94.98
1446.00,94.88
1445.00,94.77
1444.00,94.62
1443.00,94.45
1442.00,94.25
1441.00,94.05
1440.00,93.83
1439.00,93.57
1438.00,93.25
1437.00,92.82
1436.00,92.34
1435.00,91.86
1434.00,91.41
1433.00,90.93
1432.00,90.35
1431.00,89.68
1430.00,88.94
1429.00,88.17
1428.00,87.39
1427.00,86.62
1426.00,85.77
1425.00,84.72
1424.00,83.50
1423.00,82.24
1422.00,80.98
1421.00,79.48
1420.00,77.48
1419.00,75.08
1418.00,72.73
1417.00,70.71
1416.00,68.96
1415.00,67.42
1414.00,66.04
1413.00,64.77
1412.00,63.69
1411.00,62.88
1410.00,62.35
1409.00,62.10
1408.00,62.20
1407.00,62.72
1406.00,63.60
1405.00,64.68
1404.00,65.79
1403.00,66.80
1402.00,67.67
1401.00,68.44
1400.00,69.24
1399.00,70.10
1398.00,70.87
1397.00,71.54
1396.00,72.23
1395.00,73.07
1394.00,73.95
1393.00,74.79
1392.00,75.60
1391.00,76.42
1390.00,77.22
1389.00,77.99
1388.00,78.73
1387.00,79.36
1386.00,79.80
1385.00,80.03
1384.00,80.13
1383.00,80.15
1382.00,80.11
1381.00,79.99
1380.00,79.86
1379.00,79.73
1378.00,79.60
1377.00,79.46
1376.00,79.33
1375.00,79.21
1374.00,79.08
1373.00,78.95
1372.00,78.81
1371.00,78.68
1370.00,78.52
1369.00,78.32
1368.00,78.10
1367.00,77.88
1366.00,77.64
1365.00,77.36
1364.00,77.04
1363.00,76.69
1362.00,76.32
1361.00,75.95
1360.00,75.59
1359.00,75.25
1358.00,74.93
1357.00,74.63
1356.00,74.37
1355.00,74.17
1354.00,74.05
1353.00,73.98
1352.00,73.98
1351.00,74.03
1350.00,74.10
1349.00,74.13
1348.00,74.11
1347.00,73.99
1346.00,73.75
1345.00,73.36
1344.00,72.83
1343.00,72.18
1342.00,71.41
1341.00,70.48
1340.00,69.43
1339.00,68.35
1338.00,67.30
1337.00,66.33
1336.00,65.43
1335.00,64.63
1334.00,63.93
1333.00,63.35
1332.00,62.91
1331.00,62.63
1330.00,62.53
1329.00,62.58
1328.00,62.79
1327.00,63.14
1326.00,63.63
1325.00,64.21
1324.00,64.87
1323.00,65.60
1322.00,66.36
1321.00,67.14
1320.00,67.95
1319.00,68.78
1318.00,69.59
1317.00,70.37
1316.00,71.12
1315.00,71.86
1314.00,72.57
1313.00,73.26
1312.00,73.91
1311.00,74.53
1310.00,75.12
1309.00,75.66
1308.00,76.17
1307.00,76.66
1306.00,77.11
1305.00,77.51
1304.00,77.90
1303.00,78.26
1302.00,78.58
1301.00,78.88
1300.00,79.16
1299.00,79.41
1298.00,79.65
1297.00,79.86
1296.00,80.06
1295.00,80.25
1294.00,80.43
1293.00,80.59
1292.00,80.75
1291.00,80.91
1290.00,81.07
1289.00,81.22
1288.00,81.37
1287.00,81.53
1286.00,81.68
1285.00,81.82
1284.00,81.96
1283.00,82.10
1282.00,82.22
1281.00,82.32
1280.00,82.42
1279.00,82.51
1278.00,82.57
1277.00,82.63
1276.00,82.68
1275.00,82.73
1274.00,82.76
1273.00,82.77
1272.00,82.78
1271.00,82.77
1270.00,82.75
1269.00,82.70
1268.00,82.64
1267.00,82.58
1266.00,82.49
1265.00,82.38
1264.00,82.26
1263.00,82.15
1262.00,82.04
1261.00,81.94
1260.00,81.88
1259.00,81.87
1258.00,81.92
1257.00,82.02
1256.00,82.20
1255.00,82.43
1254.00,82.70
1253.00,82.98
1252.00,83.29
1251.00,83.61
1250.00,83.92
1249.00,84.22
1248.00,84.52
1247.00,84.81
1246.00,85.08
1245.00,85.33
1244.00,85.58
1243.00,85.81
1242.00,86.03
1241.00,86.24
1240.00,86.44
1239.00,86.64
1238.00,86.81
1237.00,86.98
1236.00,87.14
1235.00,87.30
1234.00,87.44
1233.00,87.58
1232.00,87.74
1231.00,87.90
1230.00,88.06
1229.00,88.23
1228.00,88.40
1227.00,88.59
1226.00,88.76
1225.00,88.93
1224.00,89.11
1223.00,89.30
1222.00,89.46
1221.00,89.60
1220.00,89.74
1219.00,89.85
1218.00,89.94
1217.00,90.01
1216.00,90.08
1215.00,90.13
1214.00,90.19
1213.00,90.25
1212.00,90.32
1211.00,90.40
1210.00,90.47
1209.00,90.55
1208.00,90.64
1207.00,90.72
1206.00,90.79
1205.00,90.85
1204.00,90.90
1203.00,90.96
1202.00,91.00
1201.00,91.04
1200.00,91.10
1199.00,91.15
1198.00,91.19
1197.00,91.24
1196.00,91.30
1195.00,91.36
1194.00,91.42
1193.00,91.49
1192.00,91.56
1191.00,91.63
1190.00,91.69
1189.00,91.75
1188.00,91.82
1187.00,91.89
1186.00,91.94
1185.00,91.98
1184.00,92.03
1183.00,92.08
1182.00,92.12
1181.00,92.16
1180.00,92.21
1179.00,92.26
1178.00,92.29
1177.00,92.33
1176.00,92.38
1175.00,92.43
1174.00,92.48
1173.00,92.53
1172.00,92.59
1171.00,92.66
1170.00,92.71
1169.00,92.75
1168.00,92.79
1167.00,92.84
1166.00,92.87
1165.00,92.89
1164.00,92.93
1163.00,92.96
1162.00,92.98
1161.00,92.99
1160.00,93.00
1159.00,93.02
1158.00,93.04
1157.00,93.06
1156.00,93.09
1155.00,93.12
1154.00,93.13
1153.00,93.15
1152.00,93.17
1151.00,93.20
1150.00,93.21
1149.00,93.22
1148.00,93.24
1147.00,93.26
1146.00,93.26
1145.00,93.25
1144.00,93.25
1143.00,93.24
1142.00,93.21
1141.00,93.18
1140.00,93.14
1139.00,93.10
1138.00,93.05
1137.00,93.00
1136.00,92.95
1135.00,92.91
1134.00,92.85
1133.00,92.80
1132.00,92.76
1131.00,92.73
1130.00,92.69
1129.00,92.65
1128.00,92.61
1127.00,92.57
1126.00,92.50
1125.00,92.41
1124.00,92.31
1123.00,92.21
1122.00,92.09
1121.00,91.95
1120.00,91.82
1119.00,91.69
1118.00,91.54
1117.00,91.38
1116.00,91.23
1115.00,91.08
1114.00,90.93
1113.00,90.77
1112.00,90.62
1111.00,90.47
1110.00,90.30
1109.00,90.12
1108.00,89.93
1107.00,89.75
1106.00,89.54
1105.00,89.32
1104.00,89.09
1103.00,88.86
1102.00,88.61
1101.00,88.34
1100.00,88.08
1099.00,87.81
1098.00,87.53
1097.00,87.23
1096.00,86.92
1095.00,86.61
1094.00,86.28
1093.00,85.95
1092.00,85.62
1091.00,85.29
1090.00,84.95
1089.00,84.60
1088.00,84.24
1087.00,83.88
1086.00,83.50
1085.00,83.10
1084.00,82.68
1083.00,82.24
1082.00,81.78
1081.00,81.29
1080.00,80.79
1079.00,80.28
1078.00,79.74
1077.00,79.19
1076.00,78.63
1075.00,78.06
1074.00,77.47
1073.00,76.85
1072.00,76.22
1071.00,75.58
1070.00,74.92
1069.00,74.24
1068.00,73.54
1067.00,72.81
1066.00,72.00
1065.00,71.07
1064.00,69.98
1063.00,68.72
1062.00,67.25
1061.00,65.59
1060.00,63.82
1059.00,62.05
1058.00,60.41
1057.00,59.02
1056.00,57.96
1055.00,57.33
1054.00,57.13
1053.00,57.35
1052.00,57.95
1051.00,58.88
1050.00,60.06
1049.00,61.38
1048.00,62.77
1047.00,64.18
1046.00,65.57
1045.00,66.89
1044.00,68.16
1043.00,69.36
1042.00,70.48
1041.00,71.53
1040.00,72.52
1039.00,73.46
1038.00,74.35
1037.00,75.18
1036.00,75.97
1035.00,76.72
1034.00,77.44
1033.00,78.11
1032.00,78.75
1031.00,79.36
1030.00,79.94
1029.00,80.48
1028.00,81.00
1027.00,81.50
1026.00,81.98
1025.00,82.44
1024.00,82.87
1023.00,83.28
1022.00,83.65
1021.00,84.00
1020.00,84.33
1019.00,84.66
1018.00,84.96
1017.00,85.24
1016.00,85.51
1015.00,85.77
1014.00,86.01
1013.00,86.24
1012.00,86.47
1011.00,86.67
1010.00,86.86
1009.00,87.04
1008.00,87.21
1007.00,87.37
1006.00,87.51
1005.00,87.64
1004.00,87.77
1003.00,87.90
1002.00,88.02
1001.00,88.13
1000.00,88.25
999.00,88.36
998.00,88.46
997.00,88.56
996.00,88.67
995.00,88.78
994.00,88.87
993.00,88.96
992.00,89.06
991.00,89.15
990.00,89.24
989.00,89.33
988.00,89.42
987.00,89.51
986.00,89.59
985.00,89.66
984.00,89.74
983.00,89.82
982.00,89.91
981.00,90.00
980.00,90.09
979.00,90.20
978.00,90.30
977.00,90.40
976.00,90.51
975.00,90.61
974.00,90.70
973.00,90.79
972.00,90.89
971.00,90.99
970.00,91.09
969.00,91.19
968.00,91.28
967.00,91.38
966.00,91.47
965.00,91.56
964.00,91.67
963.00,91.78
962.00,91.90
961.00,92.01
960.00,92.12
959.00,92.24
958.00,92.34
957.00,92.45
956.00,92.56
955.00,92.66
954.00,92.76
953.00,92.85
952.00,92.94
951.00,93.03
950.00,93.11
949.00,93.19
948.00,93.28
947.00,93.36
946.00,93.43
945.00,93.48
944.00,93.54
943.00,93.60
942.00,93.64
941.00,93.69
940.00,93.74
939.00,93.79
938.00,93.83
937.00,93.86
936.00,93.89
935.00,93.92
934.00,93.94
933.00,93.97
932.00,94.00
931.00,94.02
930.00,94.03
929.00,94.04
928.00,94.06
927.00,94.08
926.00,94.09
925.00,94.10
924.00,94.12
923.00,94.14
922.00,94.14
921.00,94.16
920.00,94.17
919.00,94.18
918.00,94.18
917.00,94.18
916.00,94.19
915.00,94.21
914.00,94.22
913.00,94.23
912.00,94.25
911.00,94.27
910.00,94.28
909.00,94.28
908.00,94.30
907.00,94.33
906.00,94.35
905.00,94.37
