Created as New Dataset,PMMA Scientific
cm-1,%T
2459.00,99.17
2458.00,99.17
2457.00,99.16
2456.00,99.15
2455.00,99.15
2454.00,99.15
2453.00,99.15
2452.00,99.15
2451.00,99.15
2450.00,99.15
2449.00,99.15
2448.00,99.15
2447.00,99.15
2446.00,99.15
2445.00,99.15
2444.00,99.15
2443.00,99.16
2442.00,99.16
2441.00,99.16
2440.00,99.17
2439.00,99.17
2438.00,99.17
2437.00,99.17
2436.00,99.17
2435.00,99.17
2434.00,99.17
2433.00,99.17
2432.00,99.17
2431.00,99.17
2430.00,99.17
2429.00,99.18
2428.00,99.18
2427.00,99.18
2426.00,99.18
2425.00,99.18
2424.00,99.18
2423.00,99.18
2422.00,99.18
2421.00,99.18
2420.00,99.17
2419.00,99.17
2418.00,99.17
2417.00,99.17
2416.00,99.17
2415.00,99.17
2414.00,99.17
2413.00,99.18
2412.00,99.18
2411.00,99.19
2410.00,99.19
2409.00,99.19
2408.00,99.19
2407.00,99.20
2406.00,99.21
2405.00,99.22
2404.00,99.23
2403.00,99.23
2402.00,99.23
2401.00,99.23
2400.00,99.23
2399.00,99.23
2398.00,99.23
2397.00,99.24
2396.00,99.24
2395.00,99.24
2394.00,99.24
2393.00,99.24
2392.00,99.24
2391.00,99.24
2390.00,99.24
2389.00,99.24
2388.00,99.24
2387.00,99.24
2386.00,99.24
2385.00,99.24
2384.00,99.25
2383.00,99.25
2382.00,99.26
2381.00,99.27
2380.00,99.28
2379.00,99.28
2378.00,99.29
2377.00,99.29
2376.00,99.28
2375.00,99.27
2374.00,99.27
2373.00,99.27
2372.00,99.27
2371.00,99.28
2370.00,99.27
2369.00,99.27
2368.00,99.26
2367.00,99.27
2366.00,99.27
2365.00,99.26
2364.00,99.25
2363.00,99.23
2362.00,99.23
2361.00,99.22
2360.00,99.22
2359.00,99.22
2358.00,99.22
2357.00,99.22
2356.00,99.23
2355.00,99.24
2354.00,99.24
2353.00,99.24
2352.00,99.23
2351.00,99.22
2350.00,99.22
2349.00,99.22
2348.00,99.22
2347.00,99.22
2346.00,99.22
2345.00,99.20
2344.00,99.18
2343.00,99.16
2342.00,99.15
2341.00,99.14
2340.00,99.14
2339.00,99.15
2338.00,99.14
2337.00,99.14
2336.00,99.13
2335.00,99.14
2334.00,99.14
2333.00,99.14
2332.00,99.14
2331.00,99.14
2330.00,99.14
2329.00,99.13
2328.00,99.11
2327.00,99.06
2326.00,99.00
2325.00,98.93
2324.00,98.89
2323.00,98.88
2322.00,98.91
2321.00,98.95
2320.00,98.97
2319.00,98.99
2318.00,99.00
2317.00,99.01
2316.00,99.02
2315.00,99.03
2314.00,99.03
2313.00,99.04
2312.00,99.04
2311.00,99.04
2310.00,99.04
2309.00,99.04
2308.00,99.04
2307.00,99.04
2306.00,99.04
2305.00,99.03
2304.00,99.03
2303.00,99.03
2302.00,99.03
2301.00,99.03
2300.00,99.03
2299.00,99.02
2298.00,99.02
2297.00,99.01
2296.00,99.01
2295.00,99.00
2294.00,98.99
2293.00,98.98
2292.00,98.97
2291.00,98.95
2290.00,98.94
2289.00,98.92
2288.00,98.91
2287.00,98.90
2286.00,98.89
2285.00,98.89
2284.00,98.90
2283.00,98.91
2282.00,98.92
2281.00,98.93
2280.00,98.94
2279.00,98.95
2278.00,98.96
2277.00,98.96
2276.00,98.97
2275.00,98.97
2274.00,98.98
2273.00,98.98
2272.00,98.98
2271.00,98.98
2270.00,98.97
2269.00,98.97
2268.00,98.98
2267.00,98.99
2266.00,99.01
2265.00,99.02
2264.00,99.03
2263.00,99.03
2262.00,99.02
2261.00,99.01
2260.00,99.01
2259.00,99.01
2258.00,99.01
2257.00,99.01
2256.00,99.01
2255.00,99.03
2254.00,99.05
2253.00,99.06
2252.00,99.06
2251.00,99.05
2250.00,99.04
2249.00,99.02
2248.00,99.01
2247.00,99.01
2246.00,99.01
2245.00,99.01
2244.00,99.01
2243.00,99.01
2242.00,99.01
2241.00,99.01
2240.00,99.00
2239.00,99.00
2238.00,99.00
2237.00,99.00
2236.00,99.00
2235.00,99.00
2234.00,98.99
2233.00,98.99
2232.00,98.99
2231.00,99.00
2230.00,99.00
2229.00,99.01
2228.00,99.02
2227.00,99.01
2226.00,99.00
2225.00,98.99
2224.00,98.98
2223.00,98.98
2222.00,98.98
2221.00,98.98
2220.00,98.98
2219.00,98.97
2218.00,98.97
2217.00,98.97
2216.00,98.98
2215.00,98.98
2214.00,98.97
2213.00,98.97
2212.00,98.96
2211.00,98.96
2210.00,98.96
2209.00,98.96
2208.00,98.96
2207.00,98.96
2206.00,98.97
2205.00,98.98
2204.00,98.98
2203.00,98.98
2202.00,98.97
2201.00,98.97
2200.00,98.96
2199.00,98.95
2198.00,98.93
2197.00,98.91
2196.00,98.90
2195.00,98.89
2194.00,98.88
2193.00,98.89
2192.00,98.89
2191.00,98.89
2190.00,98.88
2189.00,98.87
2188.00,98.85
2187.00,98.84
2186.00,98.83
2185.00,98.82
2184.00,98.83
2183.00,98.85
2182.00,98.89
2181.00,98.93
2180.00,98.95
2179.00,98.95
2178.00,98.94
2177.00,98.94
2176.00,98.95
2175.00,98.97
2174.00,98.96
2173.00,98.94
2172.00,98.91
2171.00,98.86
2170.00,98.81
2169.00,98.76
2168.00,98.72
2167.00,98.68
2166.00,98.65
2165.00,98.63
2164.00,98.60
2163.00,98.56
2162.00,98.54
2161.00,98.58
2160.00,98.74
2159.00,98.99
2158.00,99.24
2157.00,99.42
2156.00,99.48
2155.00,99.45
2154.00,99.40
2153.00,99.34
2152.00,99.30
2151.00,99.26
2150.00,99.23
2149.00,99.21
2148.00,99.21
2147.00,99.22
2146.00,99.23
2145.00,99.23
2144.00,99.23
2143.00,99.22
2142.00,99.22
2141.00,99.23
2140.00,99.24
2139.00,99.25
2138.00,99.26
2137.00,99.27
2136.00,99.28
2135.00,99.31
2134.00,99.35
2133.00,99.36
2132.00,99.36
2131.00,99.33
2130.00,99.30
2129.00,99.27
2128.00,99.25
2127.00,99.23
2126.00,99.20
2125.00,99.19
2124.00,99.17
2123.00,99.15
2122.00,99.12
2121.00,99.10
2120.00,99.08
2119.00,99.07
2118.00,99.06
2117.00,99.03
2116.00,99.01
2115.00,98.98
2114.00,98.97
2113.00,98.96
2112.00,98.97
2111.00,98.97
2110.00,98.98
2109.00,98.98
2108.00,98.98
2107.00,98.98
2106.00,98.97
2105.00,98.96
2104.00,98.96
2103.00,98.95
2102.00,98.94
2101.00,98.94
2100.00,98.93
2099.00,98.93
2098.00,98.94
2097.00,98.95
2096.00,98.99
2095.00,99.02
2094.00,99.03
2093.00,99.03
2092.00,99.01
2091.00,98.99
2090.00,98.97
2089.00,98.96
2088.00,98.95
2087.00,98.94
2086.00,98.93
2085.00,98.92
2084.00,98.91
2083.00,98.90
2082.00,98.89
2081.00,98.87
2080.00,98.87
2079.00,98.86
2078.00,98.85
2077.00,98.85
2076.00,98.86
2075.00,98.86
2074.00,98.87
2073.00,98.88
2072.00,98.88
2071.00,98.88
2070.00,98.87
2069.00,98.85
2068.00,98.83
2067.00,98.82
2066.00,98.81
2065.00,98.81
2064.00,98.82
2063.00,98.83
2062.00,98.85
2061.00,98.85
2060.00,98.85
2059.00,98.83
2058.00,98.81
2057.00,98.80
2056.00,98.79
2055.00,98.79
2054.00,98.78
2053.00,98.74
2052.00,98.67
2051.00,98.61
2050.00,98.59
2049.00,98.62
2048.00,98.66
2047.00,98.70
2046.00,98.72
2045.00,98.73
2044.00,98.74
2043.00,98.74
2042.00,98.73
2041.00,98.72
2040.00,98.69
2039.00,98.66
2038.00,98.64
2037.00,98.63
2036.00,98.63
2035.00,98.65
2034.00,98.69
2033.00,98.73
2032.00,98.76
2031.00,98.78
2030.00,98.79
2029.00,98.79
2028.00,98.79
2027.00,98.79
2026.00,98.79
2025.00,98.81
2024.00,98.82
2023.00,98.83
2022.00,98.84
2021.00,98.84
2020.00,98.85
2019.00,98.85
2018.00,98.85
2017.00,98.85
2016.00,98.85
2015.00,98.85
2014.00,98.84
2013.00,98.84
2012.00,98.84
2011.00,98.82
2010.00,98.81
2009.00,98.82
2008.00,98.87
2007.00,98.93
2006.00,98.98
2005.00,99.01
2004.00,99.01
2003.00,98.98
2002.00,98.95
2001.00,98.93
2000.00,98.90
1999.00,98.88
1998.00,98.87
1997.00,98.86
1996.00,98.85
1995.00,98.83
1994.00,98.82
1993.00,98.80
1992.00,98.79
1991.00,98.77
1990.00,98.76
1989.00,98.76
1988.00,98.75
1987.00,98.74
1986.00,98.72
1985.00,98.70
1984.00,98.67
1983.00,98.63
1982.00,98.57
1981.00,98.51
1980.00,98.48
1979.00,98.50
1978.00,98.57
1977.00,98.67
1976.00,98.76
1975.00,98.83
1974.00,98.88
1973.00,98.91
1972.00,98.93
1971.00,98.93
1970.00,98.93
1969.00,98.92
1968.00,98.91
1967.00,98.90
1966.00,98.90
1965.00,98.91
1964.00,98.93
1963.00,98.94
1962.00,98.96
1961.00,98.97
1960.00,98.99
1959.00,99.01
1958.00,99.03
1957.00,99.04
1956.00,99.04
1955.00,99.02
1954.00,99.00
1953.00,98.99
1952.00,98.99
1951.00,98.99
1950.00,98.99
1949.00,99.00
1948.00,99.01
1947.00,99.01
1946.00,99.02
1945.00,99.03
1944.00,99.05
1943.00,99.05
1942.00,99.04
1941.00,99.04
1940.00,99.04
1939.00,99.04
1938.00,99.05
1937.00,99.06
1936.00,99.07
1935.00,99.08
1934.00,99.08
1933.00,99.09
1932.00,99.10
1931.00,99.11
1930.00,99.11
1929.00,99.12
1928.00,99.12
1927.00,99.12
1926.00,99.12
1925.00,99.12
1924.00,99.13
1923.00,99.13
1922.00,99.12
1921.00,99.12
1920.00,99.11
1919.00,99.10
1918.00,99.10
1917.00,99.11
1916.00,99.11
1915.00,99.11
1914.00,99.11
1913.00,99.11
1912.00,99.11
1911.00,99.11
1910.00,99.11
1909.00,99.11
1908.00,99.12
1907.00,99.13
1906.00,99.14
1905.00,99.14
1904.00,99.15
1903.00,99.15
1902.00,99.15
1901.00,99.15
1900.00,99.16
1899.00,99.17
1898.00,99.17
1897.00,99.18
1896.00,99.18
1895.00,99.18
1894.00,99.17
1893.00,99.17
1892.00,99.16
1891.00,99.16
1890.00,99.16
1889.00,99.17
1888.00,99.17
1887.00,99.18
1886.00,99.17
1885.00,99.17
1884.00,99.18
1883.00,99.18
1882.00,99.18
1881.00,99.19
1880.00,99.19
1879.00,99.19
1878.00,99.18
1877.00,99.18
1876.00,99.18
1875.00,99.17
1874.00,99.17
1873.00,99.17
1872.00,99.17
1871.00,99.17
1870.00,99.17
1869.00,99.18
1868.00,99.19
1867.00,99.19
1866.00,99.19
1865.00,99.18
1864.00,99.17
1863.00,99.17
1862.00,99.16
1861.00,99.16
1860.00,99.16
1859.00,99.16
1858.00,99.16
1857.00,99.17
1856.00,99.17
1855.00,99.17
1854.00,99.16
1853.00,99.16
1852.00,99.16
1851.00,99.16
1850.00,99.15
1849.00,99.15
1848.00,99.16
1847.00,99.16
1846.00,99.15
1845.00,99.15
1844.00,99.15
1843.00,99.14
1842.00,99.13
1841.00,99.13
1840.00,99.13
1839.00,99.13
1838.00,99.13
1837.00,99.13
1836.00,99.13
1835.00,99.13
1834.00,99.13
1833.00,99.13
1832.00,99.13
1831.00,99.13
1830.00,99.12
1829.00,99.11
1828.00,99.11
1827.00,99.11
1826.00,99.11
1825.00,99.11
1824.00,99.11
1823.00,99.10
1822.00,99.10
1821.00,99.11
1820.00,99.13
1819.00,99.14
1818.00,99.16
1817.00,99.17
1816.00,99.18
1815.00,99.16
1814.00,99.15
1813.00,99.13
1812.00,99.12
1811.00,99.11
1810.00,99.10
1809.00,99.10
1808.00,99.09
1807.00,99.09
1806.00,99.09
1805.00,99.09
1804.00,99.09
1803.00,99.09
1802.00,99.09
1801.00,99.09
1800.00,99.08
1799.00,99.07
1798.00,99.06
1797.00,99.06
1796.00,99.07
1795.00,99.07
1794.00,99.06
1793.00,99.06
1792.00,99.06
1791.00,99.05
1790.00,99.04
1789.00,99.03
1788.00,99.04
1787.00,99.03
1786.00,99.03
1785.00,99.02
1784.00,99.02
1783.00,99.01
1782.00,99.00
1781.00,99.00
1780.00,99.00
1779.00,98.99
1778.00,98.98
1777.00,98.98
1776.00,98.98
1775.00,98.97
1774.00,98.95
1773.00,98.93
1772.00,98.91
1771.00,98.88
1770.00,98.86
1769.00,98.83
1768.00,98.80
1767.00,98.76
1766.00,98.72
1765.00,98.68
1764.00,98.64
1763.00,98.57
1762.00,98.47
1761.00,98.38
1760.00,98.28
1759.00,98.15
1758.00,97.98
1757.00,97.77
1756.00,97.54
1755.00,97.29
1754.00,97.00
1753.00,96.67
1752.00,96.23
1751.00,95.67
1750.00,95.03
1749.00,94.36
1748.00,93.64
1747.00,92.90
1746.00,92.13
1745.00,91.33
1744.00,90.49
1743.00,89.64
1742.00,88.81
1741.00,87.95
1740.00,87.06
1739.00,86.20
1738.00,85.47
1737.00,84.86
1736.00,84.21
1735.00,83.38
1734.00,82.44
1733.00,81.64
1732.00,81.04
1731.00,80.47
1730.00,79.88
1729.00,79.32
1728.00,78.83
1727.00,78.39
1726.00,78.02
1725.00,77.72
1724.00,77.52
1723.00,77.42
1722.00,77.41
1721.00,77.49
1720.00,77.72
1719.00,78.15
1718.00,78.84
1717.00,79.71
1716.00,80.63
1715.00,81.54
1714.00,82.43
1713.00,83.31
1712.00,84.18
1711.00,85.04
1710.00,85.87
1709.00,86.66
1708.00,87.41
1707.00,88.16
1706.00,88.93
1705.00,89.63
1704.00,90.16
1703.00,90.58
1702.00,91.00
1701.00,91.54
1700.00,92.12
1699.00,92.55
1698.00,92.85
1697.00,93.12
1696.00,93.43
1695.00,93.75
1694.00,93.99
1693.00,94.16
1692.00,94.31
1691.00,94.49
1690.00,94.69
1689.00,94.86
1688.00,95.01
1687.00,95.14
1686.00,95.29
1685.00,95.48
1684.00,95.70
1683.00,95.88
1682.00,96.02
1681.00,96.14
1680.00,96.26
1679.00,96.38
1678.00,96.49
1677.00,96.59
1676.00,96.70
1675.00,96.82
1674.00,96.92
1673.00,96.99
1672.00,97.05
1671.00,97.13
1670.00,97.21
1669.00,97.27
1668.00,97.32
1667.00,97.35
1666.00,97.39
1665.00,97.42
1664.00,97.45
1663.00,97.48
1662.00,97.52
1661.00,97.54
1660.00,97.56
1659.00,97.58
1658.00,97.60
1657.00,97.62
1656.00,97.62
1655.00,97.64
1654.00,97.65
1653.00,97.66
1652.00,97.67
1651.00,97.68
1650.00,97.69
1649.00,97.69
1648.00,97.68
1647.00,97.69
1646.00,97.69
1645.00,97.69
1644.00,97.69
1643.00,97.70
1642.00,97.70
1641.00,97.71
1640.00,97.71
1639.00,97.71
1638.00,97.72
1637.00,97.72
1636.00,97.72
1635.00,97.74
1634.00,97.75
1633.00,97.76
1632.00,97.76
1631.00,97.77
1630.00,97.79
1629.00,97.80
1628.00,97.81
1627.00,97.83
1626.00,97.85
1625.00,97.86
1624.00,97.87
1623.00,97.89
1622.00,97.91
1621.00,97.93
1620.00,97.94
1619.00,97.95
1618.00,97.98
1617.00,98.00
1616.00,98.01
1615.00,98.03
1614.00,98.05
1613.00,98.06
1612.00,98.08
1611.00,98.10
1610.00,98.13
1609.00,98.14
1608.00,98.16
1607.00,98.17
1606.00,98.19
1605.00,98.20
1604.00,98.21
1603.00,98.23
1602.00,98.24
1601.00,98.25
1600.00,98.26
1599.00,98.27
1598.00,98.28
1597.00,98.29
1596.00,98.29
1595.00,98.30
1594.00,98.31
1593.00,98.32
1592.00,98.32
1591.00,98.33
1590.00,98.35
1589.00,98.36
1588.00,98.36
1587.00,98.37
1586.00,98.38
1585.00,98.38
1584.00,98.38
1583.00,98.38
1582.00,98.39
1581.00,98.39
1580.00,98.39
1579.00,98.40
1578.00,98.40
1577.00,98.40
1576.00,98.40
1575.00,98.40
1574.00,98.41
1573.00,98.41
1572.00,98.41
1571.00,98.42
1570.00,98.43
1569.00,98.43
1568.00,98.43
1567.00,98.43
1566.00,98.43
1565.00,98.43
1564.00,98.43
1563.00,98.42
1562.00,98.43
1561.00,98.43
1560.00,98.42
1559.00,98.43
1558.00,98.43
1557.00,98.44
1556.00,98.44
1555.00,98.44
1554.00,98.45
1553.00,98.45
1552.00,98.46
1551.00,98.46
1550.00,98.47
1549.00,98.47
1548.00,98.47
1547.00,98.47
1546.00,98.48
1545.00,98.49
1544.00,98.48
1543.00,98.49
1542.00,98.50
1541.00,98.50
1540.00,98.49
1539.00,98.49
1538.00,98.49
1537.00,98.49
1536.00,98.49
1535.00,98.49
1534.00,98.50
1533.00,98.49
1532.00,98.49
1531.00,98.49
1530.00,98.49
1529.00,98.49
1528.00,98.49
1527.00,98.49
1526.00,98.49
1525.00,98.49
1524.00,98.49
1523.00,98.49
1522.00,98.49
1521.00,98.49
1520.00,98.48
1519.00,98.48
1518.00,98.48
1517.00,98.46
1516.00,98.45
1515.00,98.43
1514.00,98.42
1513.00,98.40
1512.00,98.38
1511.00,98.37
1510.00,98.36
1509.00,98.34
1508.00,98.29
1507.00,98.23
1506.00,98.16
1505.00,98.09
1504.00,98.02
1503.00,97.95
1502.00,97.87
1501.00,97.76
1500.00,97.62
1499.00,97.46
1498.00,97.26
1497.00,97.00
1496.00,96.71
1495.00,96.42
1494.00,96.16
1493.00,95.89
1492.00,95.59
1491.00,95.23
1490.00,94.85
1489.00,94.49
1488.00,94.20
1487.00,93.98
1486.00,93.81
1485.00,93.67
1484.00,93.56
1483.00,93.49
1482.00,93.43
1481.00,93.40
1480.00,93.38
1479.00,93.38
1478.00,93.38
1477.00,93.39
1476.00,93.41
1475.00,93.44
1474.00,93.48
1473.00,93.52
1472.00,93.56
1471.00,93.60
1470.00,93.61
1469.00,93.60
1468.00,93.57
1467.00,93.52
1466.00,93.44
1465.00,93.33
1464.00,93.20
1463.00,93.08
1462.00,92.97
1461.00,92.86
1460.00,92.73
1459.00,92.59
1458.00,92.41
1457.00,92.16
1456.00,91.93
1455.00,91.75
1454.00,91.56
1453.00,91.35
1452.00,91.15
1451.00,90.97
1450.00,90.81
1449.00,90.67
1448.00,90.58
1447.00,90.53
1446.00,90.51
1445.00,90.50
1444.00,90.50
1443.00,90.49
1442.00,90.45
1441.00,90.36
1440.00,90.24
1439.00,90.10
1438.00,89.90
1437.00,89.66
1436.00,89.48
1435.00,89.43
1434.00,89.48
1433.00,89.63
1432.00,89.92
1431.00,90.37
1430.00,90.95
1429.00,91.59
1428.00,92.22
1427.00,92.82
1426.00,93.39
1425.00,93.97
1424.00,94.52
1423.00,94.99
1422.00,95.35
1421.00,95.66
1420.00,95.97
1419.00,96.26
1418.00,96.48
1417.00,96.64
1416.00,96.75
1415.00,96.84
1414.00,96.91
1413.00,96.98
1412.00,97.02
1411.00,97.05
1410.00,97.05
1409.00,97.04
1408.00,97.01
1407.00,96.96
1406.00,96.88
1405.00,96.78
1404.00,96.67
1403.00,96.56
1402.00,96.44
1401.00,96.32
1400.00,96.17
1399.00,96.01
1398.00,95.84
1397.00,95.68
1396.00,95.49
1395.00,95.27
1394.00,95.04
1393.00,94.83
1392.00,94.63
1391.00,94.45
1390.00,94.30
1389.00,94.18
1388.00,94.11
1387.00,94.10
1386.00,94.14
1385.00,94.24
1384.00,94.37
1383.00,94.54
1382.00,94.74
1381.00,94.96
1380.00,95.18
1379.00,95.40
1378.00,95.59
1377.00,95.74
1376.00,95.86
1375.00,95.95
1374.00,96.00
1373.00,96.02
1372.00,96.01
1371.00,96.00
1370.00,95.99
1369.00,95.97
1368.00,95.97
1367.00,95.97
1366.00,95.98
1365.00,96.00
1364.00,96.03
1363.00,96.08
1362.00,96.12
1361.00,96.18
1360.00,96.23
1359.00,96.28
1358.00,96.34
1357.00,96.40
1356.00,96.45
1355.00,96.50
1354.00,96.55
1353.00,96.60
1352.00,96.64
1351.00,96.68
1350.00,96.71
1349.00,96.75
1348.00,96.79
1347.00,96.82
1346.00,96.84
1345.00,96.87
1344.00,96.90
1343.00,96.92
1342.00,96.94
1341.00,96.96
1340.00,96.97
1339.00,96.99
1338.00,97.00
1337.00,97.01
1336.00,97.03
1335.00,97.05
1334.00,97.07
1333.00,97.08
1332.00,97.09
1331.00,97.10
1330.00,97.10
1329.00,97.10
1328.00,97.10
1327.00,97.10
1326.00,97.10
1325.00,97.10
1324.00,97.10
1323.00,97.10
1322.00,97.10
1321.00,97.10
1320.00,97.10
1319.00,97.10
1318.00,97.09
1317.00,97.08
1316.00,97.07
1315.00,97.06
1314.00,97.05
1313.00,97.03
1312.00,97.02
1311.00,96.99
1310.00,96.96
1309.00,96.93
1308.00,96.90
1307.00,96.86
1306.00,96.82
1305.00,96.77
1304.00,96.73
1303.00,96.68
1302.00,96.62
1301.00,96.57
1300.00,96.50
1299.00,96.43
1298.00,96.36
1297.00,96.28
1296.00,96.20
1295.00,96.11
1294.00,96.01
1293.00,95.90
1292.00,95.79
1291.00,95.66
1290.00,95.52
1289.00,95.37
1288.00,95.20
1287.00,95.01
1286.00,94.81
1285.00,94.59
1284.00,94.35
1283.00,94.08
1282.00,93.78
1281.00,93.46
1280.00,93.11
1279.00,92.75
1278.00,92.37
1277.00,91.99
1276.00,91.61
1275.00,91.24
1274.00,90.90
1273.00,90.58
1272.00,90.31
1271.00,90.08
1270.00,89.91
1269.00,89.79
1268.00,89.72
1267.00,89.71
1266.00,89.73
1265.00,89.78
1264.00,89.85
1263.00,89.93
1262.00,90.01
1261.00,90.09
1260.00,90.16
1259.00,90.22
1258.00,90.27
1257.00,90.29
1256.00,90.28
1255.00,90.24
1254.00,90.19
1253.00,90.10
1252.00,90.00
1251.00,89.87
1250.00,89.73
1249.00,89.58
1248.00,89.41
1247.00,89.25
1246.00,89.09
1245.00,88.93
1244.00,88.78
1243.00,88.64
1242.00,88.54
1241.00,88.46
1240.00,88.41
1239.00,88.41
1238.00,88.45
1237.00,88.53
1236.00,88.65
1235.00,88.81
1234.00,89.01
1233.00,89.24
1232.00,89.51
1231.00,89.79
1230.00,90.09
1229.00,90.41
1228.00,90.73
1227.00,91.05
1226.00,91.37
1225.00,91.68
1224.00,91.97
1223.00,92.25
1222.00,92.52
1221.00,92.76
1220.00,92.97
1219.00,93.16
1218.00,93.31
1217.00,93.43
1216.00,93.51
1215.00,93.54
1214.00,93.53
1213.00,93.46
1212.00,93.35
1211.00,93.18
1210.00,92.95
1209.00,92.65
1208.00,92.30
1207.00,91.90
1206.00,91.44
1205.00,90.94
1204.00,90.41
1203.00,89.86
1202.00,89.31
1201.00,88.75
1200.00,88.19
1199.00,87.65
1198.00,87.13
1197.00,86.63
1196.00,86.17
1195.00,85.77
1194.00,85.43
1193.00,85.15
1192.00,84.95
1191.00,84.82
1190.00,84.79
1189.00,84.82
1188.00,84.92
1187.00,85.06
1186.00,85.23
1185.00,85.39
1184.00,85.53
1183.00,85.65
1182.00,85.73
1181.00,85.78
1180.00,85.80
1179.00,85.78
1178.00,85.75
1177.00,85.70
1176.00,85.64
1175.00,85.56
1174.00,85.49
1173.00,85.40
1172.00,85.31
1171.00,85.21
1170.00,85.10
1169.00,84.97
1168.00,84.83
1167.00,84.68
1166.00,84.52
1165.00,84.34
1164.00,84.14
1163.00,83.92
1162.00,83.69
1161.00,83.43
1160.00,83.14
1159.00,82.81
1158.00,82.45
1157.00,82.05
1156.00,81.61
1155.00,81.12
1154.00,80.61
1153.00,80.07
1152.00,79.52
1151.00,78.98
1150.00,78.47
1149.00,77.99
1148.00,77.57
1147.00,77.23
1146.00,76.97
1145.00,76.77
1144.00,76.65
1143.00,76.60
1142.00,76.61
1141.00,76.68
1140.00,76.79
1139.00,76.96
1138.00,77.18
1137.00,77.44
1136.00,77.73
1135.00,78.07
1134.00,78.44
1133.00,78.82
1132.00,79.22
1131.00,79.62
1130.00,80.04
1129.00,80.44
1128.00,80.84
1127.00,81.24
1126.00,81.64
1125.00,82.02
1124.00,82.39
1123.00,82.74
1122.00,83.10
1121.00,83.45
1120.00,83.79
1119.00,84.12
1118.00,84.44
1117.00,84.75
1116.00,85.06
1115.00,85.36
1114.00,85.66
1113.00,85.95
1112.00,86.23
1111.00,86.51
1110.00,86.78
1109.00,87.05
1108.00,87.30
1107.00,87.56
1106.00,87.81
1105.00,88.05
1104.00,88.28
1103.00,88.51
1102.00,88.72
1101.00,88.93
1100.00,89.12
1099.00,89.31
1098.00,89.49
1097.00,89.67
1096.00,89.85
1095.00,90.02
1094.00,90.18
1093.00,90.33
1092.00,90.47
1091.00,90.61
1090.00,90.75
1089.00,90.88
1088.00,91.00
1087.00,91.10
1086.00,91.20
1085.00,91.29
1084.00,91.35
1083.00,91.41
1082.00,91.46
1081.00,91.50
1080.00,91.53
1079.00,91.55
1078.00,91.57
1077.00,91.57
1076.00,91.57
1075.00,91.57
1074.00,91.55
1073.00,91.53
1072.00,91.49
1071.00,91.44
1070.00,91.38
1069.00,91.31
1068.00,91.24
1067.00,91.16
1066.00,91.10
1065.00,91.05
1064.00,91.03
1063.00,91.03
1062.00,91.08
1061.00,91.16
1060.00,91.29
1059.00,91.47
1058.00,91.69
1057.00,91.96
1056.00,92.27
1055.00,92.60
1054.00,92.93
1053.00,93.26
1052.00,93.58
1051.00,93.88
1050.00,94.16
1049.00,94.42
1048.00,94.65
1047.00,94.85
1046.00,95.03
1045.00,95.18
1044.00,95.32
1043.00,95.43
1042.00,95.54
1041.00,95.63
1040.00,95.72
1039.00,95.80
1038.00,95.88
1037.00,95.95
1036.00,96.01
1035.00,96.07
1034.00,96.14
1033.00,96.20
1032.00,96.25
1031.00,96.30
1030.00,96.35
1029.00,96.39
1028.00,96.44
1027.00,96.48
1026.00,96.51
1025.00,96.55
1024.00,96.57
1023.00,96.60
1022.00,96.62
1021.00,96.64
1020.00,96.67
1019.00,96.68
1018.00,96.70
1017.00,96.71
1016.00,96.70
1015.00,96.69
1014.00,96.66
1013.00,96.61
1012.00,96.55
1011.00,96.46
1010.00,96.35
1009.00,96.20
1008.00,96.02
1007.00,95.79
1006.00,95.51
1005.00,95.19
1004.00,94.82
1003.00,94.41
1002.00,93.99
1001.00,93.54
1000.00,93.09
999.00,92.63
998.00,92.19
997.00,91.77
996.00,91.37
995.00,91.01
994.00,90.68
993.00,90.39
992.00,90.14
991.00,89.94
990.00,89.77
989.00,89.65
988.00,89.57
987.00,89.54
986.00,89.56
985.00,89.62
984.00,89.71
983.00,89.83
982.00,89.97
981.00,90.12
980.00,90.28
979.00,90.43
978.00,90.58
977.00,90.70
976.00,90.79
975.00,90.85
974.00,90.86
973.00,90.85
972.00,90.80
971.00,90.73
970.00,90.65
969.00,90.56
968.00,90.48
967.00,90.42
966.00,90.40
965.00,90.40
964.00,90.43
963.00,90.49
962.00,90.57
961.00,90.67
960.00,90.79
959.00,90.92
958.00,91.06
957.00,91.22
956.00,91.38
955.00,91.54
954.00,91.70
953.00,91.86
952.00,92.01
951.00,92.16
950.00,92.31
949.00,92.46
948.00,92.61
947.00,92.75
946.00,92.88
945.00,93.00
944.00,93.11
943.00,93.22
942.00,93.32
941.00,93.42
940.00,93.51
939.00,93.60
938.00,93.68
937.00,93.76
936.00,93.83
935.00,93.90
934.00,93.95
933.00,94.01
932.00,94.07
931.00,94.13
930.00,94.19
929.00,94.24
928.00,94.27
927.00,94.29
926.00,94.31
925.00,94.33
924.00,94.33
923.00,94.32
922.00,94.31
921.00,94.29
920.00,94.26
919.00,94.22
918.00,94.18
917.00,94.14
916.00,94.10
915.00,94.08
914.00,94.06
913.00,94.07
912.00,94.09
911.00,94.12
910.00,94.18
909.00,94.24
908.00,94.31
907.00,94.39
906.00,94.48
905.00,94.56
904.00,94.65
903.00,94.73
902.00,94.82
901.00,94.90
900.00,94.96
899.00,95.03
898.00,95.09
897.00,95.16
896.00,95.22
