Created as New Dataset,PP 250 kDa Sigma
cm-1,%T
2458.00,98.56
2457.00,98.55
2456.00,98.55
2455.00,98.54
2454.00,98.54
2453.00,98.54
2452.00,98.54
2451.00,98.54
2450.00,98.54
2449.00,98.54
2448.00,98.54
2447.00,98.55
2446.00,98.55
2445.00,98.55
2444.00,98.55
2443.00,98.55
2442.00,98.55
2441.00,98.55
2440.00,98.56
2439.00,98.56
2438.00,98.56
2437.00,98.56
2436.00,98.56
2435.00,98.55
2434.00,98.55
2433.00,98.55
2432.00,98.54
2431.00,98.55
2430.00,98.55
2429.00,98.55
2428.00,98.55
2427.00,98.55
2426.00,98.55
2425.00,98.55
2424.00,98.55
2423.00,98.56
2422.00,98.57
2421.00,98.58
2420.00,98.59
2419.00,98.59
2418.00,98.59
2417.00,98.59
2416.00,98.58
2415.00,98.58
2414.00,98.58
2413.00,98.58
2412.00,98.58
2411.00,98.58
2410.00,98.59
2409.00,98.59
2408.00,98.59
2407.00,98.60
2406.00,98.61
2405.00,98.62
2404.00,98.62
2403.00,98.63
2402.00,98.63
2401.00,98.62
2400.00,98.62
2399.00,98.62
2398.00,98.62
2397.00,98.62
2396.00,98.62
2395.00,98.62
2394.00,98.63
2393.00,98.63
2392.00,98.63
2391.00,98.63
2390.00,98.64
2389.00,98.64
2388.00,98.65
2387.00,98.65
2386.00,98.65
2385.00,98.65
2384.00,98.66
2383.00,98.67
2382.00,98.69
2381.00,98.70
2380.00,98.70
2379.00,98.71
2378.00,98.72
2377.00,98.73
2376.00,98.73
2375.00,98.74
2374.00,98.73
2373.00,98.73
2372.00,98.72
2371.00,98.72
2370.00,98.73
2369.00,98.74
2368.00,98.75
2367.00,98.76
2366.00,98.76
2365.00,98.76
2364.00,98.75
2363.00,98.74
2362.00,98.73
2361.00,98.72
2360.00,98.72
2359.00,98.72
2358.00,98.73
2357.00,98.74
2356.00,98.74
2355.00,98.74
2354.00,98.73
2353.00,98.73
2352.00,98.73
2351.00,98.72
2350.00,98.72
2349.00,98.74
2348.00,98.75
2347.00,98.77
2346.00,98.77
2345.00,98.76
2344.00,98.73
2343.00,98.71
2342.00,98.68
2341.00,98.67
2340.00,98.66
2339.00,98.66
2338.00,98.65
2337.00,98.65
2336.00,98.64
2335.00,98.63
2334.00,98.63
2333.00,98.64
2332.00,98.64
2331.00,98.64
2330.00,98.64
2329.00,98.62
2328.00,98.60
2327.00,98.55
2326.00,98.50
2325.00,98.44
2324.00,98.39
2323.00,98.38
2322.00,98.39
2321.00,98.42
2320.00,98.45
2319.00,98.47
2318.00,98.48
2317.00,98.50
2316.00,98.51
2315.00,98.51
2314.00,98.51
2313.00,98.51
2312.00,98.51
2311.00,98.51
2310.00,98.51
2309.00,98.50
2308.00,98.49
2307.00,98.49
2306.00,98.49
2305.00,98.49
2304.00,98.49
2303.00,98.48
2302.00,98.48
2301.00,98.47
2300.00,98.46
2299.00,98.45
2298.00,98.44
2297.00,98.43
2296.00,98.43
2295.00,98.42
2294.00,98.42
2293.00,98.41
2292.00,98.40
2291.00,98.38
2290.00,98.37
2289.00,98.35
2288.00,98.33
2287.00,98.31
2286.00,98.30
2285.00,98.30
2284.00,98.30
2283.00,98.31
2282.00,98.33
2281.00,98.35
2280.00,98.36
2279.00,98.37
2278.00,98.37
2277.00,98.36
2276.00,98.36
2275.00,98.35
2274.00,98.35
2273.00,98.36
2272.00,98.36
2271.00,98.36
2270.00,98.36
2269.00,98.35
2268.00,98.36
2267.00,98.37
2266.00,98.38
2265.00,98.39
2264.00,98.39
2263.00,98.40
2262.00,98.39
2261.00,98.39
2260.00,98.37
2259.00,98.36
2258.00,98.35
2257.00,98.35
2256.00,98.36
2255.00,98.37
2254.00,98.39
2253.00,98.40
2252.00,98.41
2251.00,98.42
2250.00,98.41
2249.00,98.40
2248.00,98.39
2247.00,98.38
2246.00,98.38
2245.00,98.38
2244.00,98.38
2243.00,98.37
2242.00,98.36
2241.00,98.36
2240.00,98.35
2239.00,98.35
2238.00,98.35
2237.00,98.35
2236.00,98.35
2235.00,98.36
2234.00,98.36
2233.00,98.36
2232.00,98.36
2231.00,98.35
2230.00,98.35
2229.00,98.34
2228.00,98.35
2227.00,98.35
2226.00,98.36
2225.00,98.37
2224.00,98.36
2223.00,98.34
2222.00,98.33
2221.00,98.32
2220.00,98.33
2219.00,98.33
2218.00,98.33
2217.00,98.33
2216.00,98.33
2215.00,98.32
2214.00,98.32
2213.00,98.32
2212.00,98.32
2211.00,98.32
2210.00,98.32
2209.00,98.32
2208.00,98.32
2207.00,98.32
2206.00,98.31
2205.00,98.31
2204.00,98.31
2203.00,98.31
2202.00,98.30
2201.00,98.29
2200.00,98.28
2199.00,98.28
2198.00,98.27
2197.00,98.27
2196.00,98.26
2195.00,98.26
2194.00,98.25
2193.00,98.23
2192.00,98.22
2191.00,98.21
2190.00,98.20
2189.00,98.20
2188.00,98.21
2187.00,98.21
2186.00,98.21
2185.00,98.21
2184.00,98.21
2183.00,98.23
2182.00,98.26
2181.00,98.28
2180.00,98.29
2179.00,98.27
2178.00,98.24
2177.00,98.23
2176.00,98.25
2175.00,98.28
2174.00,98.29
2173.00,98.29
2172.00,98.26
2171.00,98.23
2170.00,98.19
2169.00,98.14
2168.00,98.09
2167.00,98.06
2166.00,98.04
2165.00,98.02
2164.00,97.99
2163.00,97.95
2162.00,97.91
2161.00,97.94
2160.00,98.08
2159.00,98.32
2158.00,98.55
2157.00,98.70
2156.00,98.74
2155.00,98.73
2154.00,98.70
2153.00,98.67
2152.00,98.65
2151.00,98.63
2150.00,98.60
2149.00,98.58
2148.00,98.58
2147.00,98.59
2146.00,98.60
2145.00,98.61
2144.00,98.61
2143.00,98.61
2142.00,98.61
2141.00,98.61
2140.00,98.60
2139.00,98.60
2138.00,98.60
2137.00,98.62
2136.00,98.64
2135.00,98.68
2134.00,98.71
2133.00,98.73
2132.00,98.73
2131.00,98.72
2130.00,98.70
2129.00,98.68
2128.00,98.66
2127.00,98.64
2126.00,98.61
2125.00,98.59
2124.00,98.57
2123.00,98.56
2122.00,98.56
2121.00,98.56
2120.00,98.55
2119.00,98.54
2118.00,98.52
2117.00,98.49
2116.00,98.47
2115.00,98.44
2114.00,98.42
2113.00,98.41
2112.00,98.40
2111.00,98.40
2110.00,98.41
2109.00,98.42
2108.00,98.43
2107.00,98.44
2106.00,98.45
2105.00,98.45
2104.00,98.44
2103.00,98.44
2102.00,98.43
2101.00,98.42
2100.00,98.41
2099.00,98.40
2098.00,98.40
2097.00,98.42
2096.00,98.46
2095.00,98.50
2094.00,98.53
2093.00,98.53
2092.00,98.52
2091.00,98.49
2090.00,98.46
2089.00,98.44
2088.00,98.43
2087.00,98.42
2086.00,98.41
2085.00,98.39
2084.00,98.38
2083.00,98.38
2082.00,98.38
2081.00,98.39
2080.00,98.39
2079.00,98.39
2078.00,98.38
2077.00,98.37
2076.00,98.37
2075.00,98.37
2074.00,98.36
2073.00,98.36
2072.00,98.35
2071.00,98.36
2070.00,98.37
2069.00,98.38
2068.00,98.40
2067.00,98.40
2066.00,98.39
2065.00,98.38
2064.00,98.37
2063.00,98.36
2062.00,98.37
2061.00,98.37
2060.00,98.36
2059.00,98.36
2058.00,98.35
2057.00,98.34
2056.00,98.33
2055.00,98.34
2054.00,98.34
2053.00,98.31
2052.00,98.24
2051.00,98.17
2050.00,98.14
2049.00,98.15
2048.00,98.20
2047.00,98.23
2046.00,98.24
2045.00,98.23
2044.00,98.22
2043.00,98.22
2042.00,98.22
2041.00,98.22
2040.00,98.21
2039.00,98.18
2038.00,98.15
2037.00,98.13
2036.00,98.12
2035.00,98.14
2034.00,98.17
2033.00,98.20
2032.00,98.24
2031.00,98.26
2030.00,98.28
2029.00,98.29
2028.00,98.31
2027.00,98.32
2026.00,98.32
2025.00,98.31
2024.00,98.30
2023.00,98.30
2022.00,98.31
2021.00,98.32
2020.00,98.31
2019.00,98.30
2018.00,98.29
2017.00,98.28
2016.00,98.30
2015.00,98.32
2014.00,98.34
2013.00,98.34
2012.00,98.32
2011.00,98.29
2010.00,98.27
2009.00,98.30
2008.00,98.36
2007.00,98.43
2006.00,98.48
2005.00,98.49
2004.00,98.48
2003.00,98.45
2002.00,98.43
2001.00,98.41
2000.00,98.41
1999.00,98.40
1998.00,98.39
1997.00,98.37
1996.00,98.35
1995.00,98.33
1994.00,98.32
1993.00,98.32
1992.00,98.32
1991.00,98.30
1990.00,98.28
1989.00,98.25
1988.00,98.23
1987.00,98.21
1986.00,98.20
1985.00,98.19
1984.00,98.17
1983.00,98.15
1982.00,98.11
1981.00,98.06
1980.00,98.02
1979.00,98.04
1978.00,98.11
1977.00,98.20
1976.00,98.28
1975.00,98.33
1974.00,98.35
1973.00,98.36
1972.00,98.37
1971.00,98.39
1970.00,98.40
1969.00,98.42
1968.00,98.42
1967.00,98.42
1966.00,98.42
1965.00,98.42
1964.00,98.42
1963.00,98.43
1962.00,98.45
1961.00,98.47
1960.00,98.50
1959.00,98.52
1958.00,98.53
1957.00,98.53
1956.00,98.51
1955.00,98.49
1954.00,98.48
1953.00,98.48
1952.00,98.48
1951.00,98.49
1950.00,98.50
1949.00,98.51
1948.00,98.52
1947.00,98.53
1946.00,98.54
1945.00,98.54
1944.00,98.54
1943.00,98.53
1942.00,98.53
1941.00,98.52
1940.00,98.52
1939.00,98.52
1938.00,98.53
1937.00,98.53
1936.00,98.52
1935.00,98.52
1934.00,98.53
1933.00,98.53
1932.00,98.53
1931.00,98.53
1930.00,98.53
1929.00,98.53
1928.00,98.53
1927.00,98.53
1926.00,98.53
1925.00,98.54
1924.00,98.54
1923.00,98.55
1922.00,98.54
1921.00,98.54
1920.00,98.53
1919.00,98.52
1918.00,98.51
1917.00,98.51
1916.00,98.51
1915.00,98.51
1914.00,98.51
1913.00,98.50
1912.00,98.50
1911.00,98.51
1910.00,98.51
1909.00,98.52
1908.00,98.52
1907.00,98.52
1906.00,98.52
1905.00,98.52
1904.00,98.52
1903.00,98.52
1902.00,98.52
1901.00,98.52
1900.00,98.53
1899.00,98.54
1898.00,98.54
1897.00,98.54
1896.00,98.53
1895.00,98.53
1894.00,98.52
1893.00,98.52
1892.00,98.52
1891.00,98.52
1890.00,98.53
1889.00,98.53
1888.00,98.53
1887.00,98.53
1886.00,98.53
1885.00,98.53
1884.00,98.54
1883.00,98.54
1882.00,98.55
1881.00,98.55
1880.00,98.55
1879.00,98.55
1878.00,98.55
1877.00,98.55
1876.00,98.55
1875.00,98.54
1874.00,98.54
1873.00,98.54
1872.00,98.54
1871.00,98.54
1870.00,98.54
1869.00,98.54
1868.00,98.54
1867.00,98.55
1866.00,98.56
1865.00,98.56
1864.00,98.56
1863.00,98.55
1862.00,98.55
1861.00,98.55
1860.00,98.55
1859.00,98.56
1858.00,98.56
1857.00,98.55
1856.00,98.55
1855.00,98.55
1854.00,98.55
1853.00,98.55
1852.00,98.55
1851.00,98.55
1850.00,98.56
1849.00,98.55
1848.00,98.55
1847.00,98.55
1846.00,98.55
1845.00,98.55
1844.00,98.55
1843.00,98.56
1842.00,98.56
1841.00,98.55
1840.00,98.55
1839.00,98.55
1838.00,98.56
1837.00,98.56
1836.00,98.56
1835.00,98.57
1834.00,98.57
1833.00,98.56
1832.00,98.56
1831.00,98.56
1830.00,98.56
1829.00,98.56
1828.00,98.55
1827.00,98.55
1826.00,98.55
1825.00,98.55
1824.00,98.55
1823.00,98.55
1822.00,98.56
1821.00,98.56
1820.00,98.57
1819.00,98.60
1818.00,98.62
1817.00,98.64
1816.00,98.64
1815.00,98.64
1814.00,98.63
1813.00,98.62
1812.00,98.62
1811.00,98.61
1810.00,98.61
1809.00,98.60
1808.00,98.59
1807.00,98.59
1806.00,98.59
1805.00,98.58
1804.00,98.58
1803.00,98.58
1802.00,98.58
1801.00,98.59
1800.00,98.58
1799.00,98.58
1798.00,98.57
1797.00,98.57
1796.00,98.56
1795.00,98.56
1794.00,98.57
1793.00,98.57
1792.00,98.57
1791.00,98.57
1790.00,98.56
1789.00,98.56
1788.00,98.56
1787.00,98.56
1786.00,98.57
1785.00,98.57
1784.00,98.57
1783.00,98.57
1782.00,98.57
1781.00,98.57
1780.00,98.57
1779.00,98.56
1778.00,98.56
1777.00,98.57
1776.00,98.57
1775.00,98.58
1774.00,98.58
1773.00,98.58
1772.00,98.57
1771.00,98.56
1770.00,98.56
1769.00,98.55
1768.00,98.55
1767.00,98.56
1766.00,98.56
1765.00,98.55
1764.00,98.55
1763.00,98.54
1762.00,98.54
1761.00,98.55
1760.00,98.55
1759.00,98.54
1758.00,98.54
1757.00,98.54
1756.00,98.54
1755.00,98.54
1754.00,98.53
1753.00,98.53
1752.00,98.53
1751.00,98.53
1750.00,98.53
1749.00,98.53
1748.00,98.52
1747.00,98.52
1746.00,98.51
1745.00,98.51
1744.00,98.51
1743.00,98.51
1742.00,98.51
1741.00,98.51
1740.00,98.51
1739.00,98.51
1738.00,98.52
1737.00,98.52
1736.00,98.52
1735.00,98.51
1734.00,98.51
1733.00,98.50
1732.00,98.51
1731.00,98.51
1730.00,98.51
1729.00,98.51
1728.00,98.51
1727.00,98.51
1726.00,98.51
1725.00,98.51
1724.00,98.51
1723.00,98.51
1722.00,98.50
1721.00,98.50
1720.00,98.49
1719.00,98.49
1718.00,98.49
1717.00,98.49
1716.00,98.48
1715.00,98.48
1714.00,98.47
1713.00,98.47
1712.00,98.48
1711.00,98.48
1710.00,98.48
1709.00,98.47
1708.00,98.47
1707.00,98.46
1706.00,98.46
1705.00,98.46
1704.00,98.46
1703.00,98.46
1702.00,98.45
1701.00,98.45
1700.00,98.45
1699.00,98.45
1698.00,98.45
1697.00,98.45
1696.00,98.45
1695.00,98.46
1694.00,98.46
1693.00,98.46
1692.00,98.46
1691.00,98.46
1690.00,98.45
1689.00,98.45
1688.00,98.45
1687.00,98.45
1686.00,98.45
1685.00,98.45
1684.00,98.45
1683.00,98.45
1682.00,98.45
1681.00,98.44
1680.00,98.44
1679.00,98.44
1678.00,98.45
1677.00,98.45
1676.00,98.45
1675.00,98.45
1674.00,98.46
1673.00,98.46
1672.00,98.45
1671.00,98.45
1670.00,98.45
1669.00,98.44
1668.00,98.44
1667.00,98.44
1666.00,98.44
1665.00,98.44
1664.00,98.45
1663.00,98.45
1662.00,98.45
1661.00,98.45
1660.00,98.45
1659.00,98.45
1658.00,98.45
1657.00,98.45
1656.00,98.45
1655.00,98.44
1654.00,98.43
1653.00,98.42
1652.00,98.42
1651.00,98.42
1650.00,98.42
1649.00,98.42
1648.00,98.42
1647.00,98.43
1646.00,98.43
1645.00,98.43
1644.00,98.43
1643.00,98.43
1642.00,98.43
1641.00,98.43
1640.00,98.43
1639.00,98.43
1638.00,98.44
1637.00,98.44
1636.00,98.43
1635.00,98.43
1634.00,98.43
1633.00,98.42
1632.00,98.42
1631.00,98.42
1630.00,98.43
1629.00,98.42
1628.00,98.42
1627.00,98.42
1626.00,98.42
1625.00,98.42
1624.00,98.43
1623.00,98.43
1622.00,98.43
1621.00,98.44
1620.00,98.44
1619.00,98.44
1618.00,98.44
1617.00,98.44
1616.00,98.45
1615.00,98.45
1614.00,98.45
1613.00,98.45
1612.00,98.45
1611.00,98.45
1610.00,98.45
1609.00,98.44
1608.00,98.44
1607.00,98.44
1606.00,98.45
1605.00,98.45
1604.00,98.45
1603.00,98.45
1602.00,98.46
1601.00,98.46
1600.00,98.46
1599.00,98.46
1598.00,98.46
1597.00,98.46
1596.00,98.46
1595.00,98.47
1594.00,98.47
1593.00,98.47
1592.00,98.46
1591.00,98.46
1590.00,98.47
1589.00,98.47
1588.00,98.47
1587.00,98.46
1586.00,98.46
1585.00,98.46
1584.00,98.46
1583.00,98.46
1582.00,98.46
1581.00,98.46
1580.00,98.46
1579.00,98.46
1578.00,98.46
1577.00,98.45
1576.00,98.45
1575.00,98.45
1574.00,98.45
1573.00,98.45
1572.00,98.45
1571.00,98.46
1570.00,98.46
1569.00,98.46
1568.00,98.45
1567.00,98.45
1566.00,98.45
1565.00,98.45
1564.00,98.45
1563.00,98.45
1562.00,98.45
1561.00,98.45
1560.00,98.45
1559.00,98.44
1558.00,98.44
1557.00,98.44
1556.00,98.44
1555.00,98.44
1554.00,98.45
1553.00,98.45
1552.00,98.44
1551.00,98.44
1550.00,98.44
1549.00,98.43
1548.00,98.43
1547.00,98.43
1546.00,98.43
1545.00,98.43
1544.00,98.43
1543.00,98.43
1542.00,98.44
1541.00,98.44
1540.00,98.45
1539.00,98.45
1538.00,98.46
1537.00,98.45
1536.00,98.44
1535.00,98.44
1534.00,98.45
1533.00,98.45
1532.00,98.45
1531.00,98.45
1530.00,98.45
1529.00,98.45
1528.00,98.45
1527.00,98.46
1526.00,98.46
1525.00,98.45
1524.00,98.45
1523.00,98.45
1522.00,98.45
1521.00,98.44
1520.00,98.44
1519.00,98.44
1518.00,98.44
1517.00,98.43
1516.00,98.43
1515.00,98.43
1514.00,98.43
1513.00,98.42
1512.00,98.41
1511.00,98.41
1510.00,98.40
1509.00,98.39
1508.00,98.38
1507.00,98.38
1506.00,98.38
1505.00,98.37
1504.00,98.36
1503.00,98.36
1502.00,98.36
1501.00,98.34
1500.00,98.33
1499.00,98.32
1498.00,98.31
1497.00,98.29
1496.00,98.27
1495.00,98.26
1494.00,98.25
1493.00,98.23
1492.00,98.21
1491.00,98.19
1490.00,98.17
1489.00,98.13
1488.00,98.10
1487.00,98.07
1486.00,98.04
1485.00,97.99
1484.00,97.93
1483.00,97.87
1482.00,97.80
1481.00,97.71
1480.00,97.62
1479.00,97.52
1478.00,97.40
1477.00,97.23
1476.00,97.02
1475.00,96.79
1474.00,96.46
1473.00,95.98
1472.00,95.40
1471.00,94.84
1470.00,94.32
1469.00,93.76
1468.00,93.17
1467.00,92.51
1466.00,91.76
1465.00,90.95
1464.00,90.24
1463.00,89.75
1462.00,89.42
1461.00,89.16
1460.00,88.97
1459.00,88.80
1458.00,88.62
1457.00,88.43
1456.00,88.32
1455.00,88.29
1454.00,88.31
1453.00,88.36
1452.00,88.49
1451.00,88.72
1450.00,89.09
1449.00,89.64
1448.00,90.38
1447.00,91.20
1446.00,91.97
1445.00,92.65
1444.00,93.25
1443.00,93.75
1442.00,94.13
1441.00,94.38
1440.00,94.54
1439.00,94.59
1438.00,94.57
1437.00,94.54
1436.00,94.62
1435.00,94.84
1434.00,95.19
1433.00,95.60
1432.00,96.04
1431.00,96.44
1430.00,96.74
1429.00,96.97
1428.00,97.13
1427.00,97.24
1426.00,97.32
1425.00,97.40
1424.00,97.47
1423.00,97.51
1422.00,97.54
1421.00,97.58
1420.00,97.62
1419.00,97.65
1418.00,97.67
1417.00,97.69
1416.00,97.71
1415.00,97.73
1414.00,97.74
1413.00,97.75
1412.00,97.78
1411.00,97.79
1410.00,97.79
1409.00,97.81
1408.00,97.82
1407.00,97.82
1406.00,97.81
1405.00,97.81
1404.00,97.82
1403.00,97.82
1402.00,97.81
1401.00,97.81
1400.00,97.81
1399.00,97.80
1398.00,97.78
1397.00,97.77
1396.00,97.76
1395.00,97.73
1394.00,97.69
1393.00,97.66
1392.00,97.61
1391.00,97.55
1390.00,97.45
1389.00,97.31
1388.00,97.09
1387.00,96.76
1386.00,96.30
1385.00,95.71
1384.00,94.90
1383.00,93.78
1382.00,92.33
1381.00,90.55
1380.00,88.45
1379.00,86.24
1378.00,84.28
1377.00,82.95
1376.00,82.55
1375.00,83.22
1374.00,84.80
1373.00,86.79
1372.00,88.73
1371.00,90.44
1370.00,91.91
1369.00,93.10
1368.00,93.96
1367.00,94.51
1366.00,94.82
1365.00,94.95
1364.00,94.93
1363.00,94.80
1362.00,94.60
1361.00,94.39
1360.00,94.25
1359.00,94.22
1358.00,94.34
1357.00,94.60
1356.00,94.95
1355.00,95.34
1354.00,95.71
1353.00,96.03
1352.00,96.28
1351.00,96.50
1350.00,96.68
1349.00,96.82
1348.00,96.95
1347.00,97.05
1346.00,97.14
1345.00,97.21
1344.00,97.27
1343.00,97.32
1342.00,97.36
1341.00,97.39
1340.00,97.42
1339.00,97.43
1338.00,97.44
1337.00,97.44
1336.00,97.44
1335.00,97.42
1334.00,97.39
1333.00,97.36
1332.00,97.31
1331.00,97.28
1330.00,97.27
1329.00,97.28
1328.00,97.31
1327.00,97.36
1326.00,97.41
1325.00,97.47
1324.00,97.53
1323.00,97.58
1322.00,97.63
1321.00,97.66
1320.00,97.69
1319.00,97.72
1318.00,97.74
1317.00,97.76
1316.00,97.78
1315.00,97.79
1314.00,97.80
1313.00,97.80
1312.00,97.80
1311.00,97.78
1310.00,97.74
1309.00,97.67
1308.00,97.57
1307.00,97.44
1306.00,97.32
1305.00,97.24
1304.00,97.22
1303.00,97.25
1302.00,97.31
1301.00,97.36
1300.00,97.39
1299.00,97.41
1298.00,97.40
1297.00,97.40
1296.00,97.41
1295.00,97.44
1294.00,97.48
1293.00,97.53
1292.00,97.58
1291.00,97.64
1290.00,97.68
1289.00,97.72
1288.00,97.75
1287.00,97.78
1286.00,97.81
1285.00,97.84
1284.00,97.86
1283.00,97.88
1282.00,97.90
1281.00,97.92
1280.00,97.94
1279.00,97.95
1278.00,97.96
1277.00,97.97
1276.00,97.98
1275.00,97.99
1274.00,98.00
1273.00,98.01
1272.00,98.01
1271.00,98.02
1270.00,98.03
1269.00,98.03
1268.00,98.03
1267.00,98.03
1266.00,98.03
1265.00,98.02
1264.00,98.01
1263.00,97.99
1262.00,97.96
1261.00,97.91
1260.00,97.85
1259.00,97.78
1258.00,97.70
1257.00,97.65
1256.00,97.63
1255.00,97.67
1254.00,97.76
1253.00,97.88
1252.00,98.00
1251.00,98.10
1250.00,98.19
1249.00,98.26
1248.00,98.31
1247.00,98.36
1246.00,98.39
1245.00,98.42
1244.00,98.45
1243.00,98.47
1242.00,98.49
1241.00,98.51
1240.00,98.53
1239.00,98.55
1238.00,98.55
1237.00,98.55
1236.00,98.55
1235.00,98.55
1234.00,98.54
1233.00,98.53
1232.00,98.52
1231.00,98.51
1230.00,98.50
1229.00,98.48
1228.00,98.46
1227.00,98.43
1226.00,98.39
1225.00,98.35
1224.00,98.32
1223.00,98.29
1222.00,98.26
1221.00,98.24
1220.00,98.22
1219.00,98.20
1218.00,98.20
1217.00,98.20
1216.00,98.21
1215.00,98.23
1214.00,98.25
1213.00,98.27
1212.00,98.28
1211.00,98.29
1210.00,98.30
1209.00,98.31
1208.00,98.32
1207.00,98.32
1206.00,98.32
1205.00,98.32
1204.00,98.31
1203.00,98.31
1202.00,98.31
1201.00,98.31
1200.00,98.31
1199.00,98.30
1198.00,98.29
1197.00,98.29
1196.00,98.28
1195.00,98.28
1194.00,98.28
1193.00,98.27
1192.00,98.27
1191.00,98.26
1190.00,98.26
1189.00,98.26
1188.00,98.25
1187.00,98.24
1186.00,98.23
1185.00,98.22
1184.00,98.20
1183.00,98.18
1182.00,98.14
1181.00,98.09
1180.00,98.04
1179.00,97.97
1178.00,97.88
1177.00,97.76
1176.00,97.60
1175.00,97.39
1174.00,97.12
1173.00,96.80
1172.00,96.44
1171.00,96.07
1170.00,95.75
1169.00,95.53
1168.00,95.44
1167.00,95.47
1166.00,95.60
1165.00,95.78
1164.00,95.98
1163.00,96.17
1162.00,96.33
1161.00,96.47
1160.00,96.57
1159.00,96.65
1158.00,96.71
1157.00,96.74
1156.00,96.77
1155.00,96.78
1154.00,96.81
1153.00,96.84
1152.00,96.89
1151.00,96.97
1150.00,97.07
1149.00,97.17
1148.00,97.27
1147.00,97.37
1146.00,97.47
1145.00,97.55
1144.00,97.63
1143.00,97.70
1142.00,97.76
1141.00,97.82
1140.00,97.88
1139.00,97.93
1138.00,97.97
1137.00,98.00
1136.00,98.03
1135.00,98.05
1134.00,98.06
1133.00,98.08
1132.00,98.09
1131.00,98.11
1130.00,98.11
1129.00,98.12
1128.00,98.12
1127.00,98.12
1126.00,98.12
1125.00,98.12
1124.00,98.12
1123.00,98.12
1122.00,98.12
1121.00,98.11
1120.00,98.10
1119.00,98.09
1118.00,98.08
1117.00,98.07
1116.00,98.05
1115.00,98.04
1114.00,98.02
1113.00,98.01
1112.00,97.99
1111.00,97.96
1110.00,97.92
1109.00,97.87
1108.00,97.81
1107.00,97.73
1106.00,97.66
1105.00,97.59
1104.00,97.54
1103.00,97.51
1102.00,97.53
1101.00,97.56
1100.00,97.62
1099.00,97.68
1098.00,97.74
1097.00,97.80
1096.00,97.85
1095.00,97.89
1094.00,97.92
1093.00,97.94
1092.00,97.96
1091.00,97.97
1090.00,97.99
1089.00,98.01
1088.00,98.03
1087.00,98.04
1086.00,98.05
1085.00,98.04
1084.00,98.04
1083.00,98.04
1082.00,98.04
1081.00,98.04
1080.00,98.05
1079.00,98.05
1078.00,98.05
1077.00,98.05
1076.00,98.06
1075.00,98.07
1074.00,98.08
1073.00,98.09
1072.00,98.09
1071.00,98.09
1070.00,98.09
1069.00,98.09
1068.00,98.09
1067.00,98.10
1066.00,98.09
1065.00,98.09
1064.00,98.10
1063.00,98.09
1062.00,98.09
1061.00,98.08
1060.00,98.08
1059.00,98.07
1058.00,98.06
1057.00,98.05
1056.00,98.03
1055.00,98.02
1054.00,98.00
1053.00,97.98
1052.00,97.96
1051.00,97.94
1050.00,97.91
1049.00,97.88
1048.00,97.83
1047.00,97.80
1046.00,97.78
1045.00,97.78
1044.00,97.80
1043.00,97.82
1042.00,97.85
1041.00,97.88
1040.00,97.90
1039.00,97.90
1038.00,97.91
1037.00,97.91
1036.00,97.91
1035.00,97.92
1034.00,97.93
1033.00,97.95
1032.00,97.97
1031.00,97.98
1030.00,97.98
1029.00,97.98
1028.00,97.98
1027.00,97.98
1026.00,97.98
1025.00,97.97
1024.00,97.97
1023.00,97.96
1022.00,97.96
1021.00,97.95
1020.00,97.93
1019.00,97.92
1018.00,97.90
1017.00,97.89
1016.00,97.87
1015.00,97.85
1014.00,97.83
1013.00,97.81
1012.00,97.78
1011.00,97.75
1010.00,97.70
1009.00,97.64
1008.00,97.57
1007.00,97.47
1006.00,97.34
1005.00,97.18
1004.00,96.95
1003.00,96.63
1002.00,96.22
1001.00,95.73
1000.00,95.24
999.00,94.86
998.00,94.70
997.00,94.80
996.00,95.13
995.00,95.59
994.00,96.07
993.00,96.48
992.00,96.80
991.00,97.04
990.00,97.22
989.00,97.34
988.00,97.42
987.00,97.46
986.00,97.47
985.00,97.45
984.00,97.40
983.00,97.31
982.00,97.18
981.00,96.97
980.00,96.69
979.00,96.31
978.00,95.84
977.00,95.30
976.00,94.75
975.00,94.27
974.00,93.96
973.00,93.90
972.00,94.12
971.00,94.59
970.00,95.18
969.00,95.77
968.00,96.26
967.00,96.65
966.00,96.92
965.00,97.13
964.00,97.28
963.00,97.39
962.00,97.48
961.00,97.56
960.00,97.63
959.00,97.68
958.00,97.72
957.00,97.75
956.00,97.77
955.00,97.80
954.00,97.82
953.00,97.84
952.00,97.86
951.00,97.87
950.00,97.88
949.00,97.89
948.00,97.89
947.00,97.89
946.00,97.87
945.00,97.85
944.00,97.80
943.00,97.76
942.00,97.72
941.00,97.70
940.00,97.71
939.00,97.74
938.00,97.80
937.00,97.86
936.00,97.92
935.00,97.96
934.00,98.00
933.00,98.02
932.00,98.03
931.00,98.04
930.00,98.05
929.00,98.06
928.00,98.06
927.00,98.07
926.00,98.08
925.00,98.09
924.00,98.10
923.00,98.10
922.00,98.10
921.00,98.10
920.00,98.09
919.00,98.07
918.00,98.06
917.00,98.05
916.00,98.05
915.00,98.05
914.00,98.04
913.00,98.03
912.00,98.02
911.00,98.00
910.00,97.98
909.00,97.96
908.00,97.91
907.00,97.84
906.00,97.73
905.00,97.58
904.00,97.38
903.00,97.15
902.00,96.92
901.00,96.72
900.00,96.61
899.00,96.60
898.00,96.70
897.00,96.88
896.00,97.11
