Created as New Dataset,PE (high density) granule 5mm GF
cm-1,%T
914.00,97.92
913.00,97.84
912.00,97.74
911.00,97.64
910.00,97.55
909.00,97.50
908.00,97.51
907.00,97.57
906.00,97.66
905.00,97.76
904.00,97.85
903.00,97.91
902.00,97.96
901.00,98.00
900.00,98.03
899.00,98.06
898.00,98.07
897.00,98.07
896.00,98.07
895.00,98.07
894.00,98.07
893.00,98.06
892.00,98.06
891.00,98.06
890.00,98.06
889.00,98.07
888.00,98.08
887.00,98.09
886.00,98.10
885.00,98.11
884.00,98.11
883.00,98.11
882.00,98.10
881.00,98.10
880.00,98.10
879.00,98.11
878.00,98.11
877.00,98.11
876.00,98.11
875.00,98.10
874.00,98.09
873.00,98.08
872.00,98.08
871.00,98.08
870.00,98.08
869.00,98.08
868.00,98.08
867.00,98.08
866.00,98.07
865.00,98.07
864.00,98.07
863.00,98.08
862.00,98.07
861.00,98.07
860.00,98.06
859.00,98.05
858.00,98.03
857.00,98.02
856.00,98.03
855.00,98.04
854.00,98.05
853.00,98.05
852.00,98.04
851.00,98.03
850.00,98.02
849.00,98.01
848.00,98.01
847.00,98.01
846.00,98.01
845.00,98.01
844.00,98.02
843.00,98.03
842.00,98.03
841.00,98.03
840.00,98.02
839.00,98.01
838.00,98.00
837.00,97.99
836.00,98.00
835.00,98.01
834.00,98.02
833.00,98.01
832.00,98.00
831.00,97.99
830.00,97.98
829.00,97.97
828.00,97.98
827.00,97.99
826.00,98.00
825.00,98.00
824.00,97.99
823.00,97.98
822.00,97.97
821.00,97.96
820.00,97.96
819.00,97.98
818.00,97.98
817.00,97.98
816.00,97.96
815.00,97.94
814.00,97.93
813.00,97.92
812.00,97.93
811.00,97.93
810.00,97.93
809.00,97.92
808.00,97.92
807.00,97.92
806.00,97.91
805.00,97.90
804.00,97.89
803.00,97.88
802.00,97.87
801.00,97.87
800.00,97.88
799.00,97.89
798.00,97.90
797.00,97.88
796.00,97.87
795.00,97.86
794.00,97.86
793.00,97.86
792.00,97.87
791.00,97.87
790.00,97.87
789.00,97.86
788.00,97.85
787.00,97.85
786.00,97.84
785.00,97.84
784.00,97.83
783.00,97.83
782.00,97.82
781.00,97.82
780.00,97.82
779.00,97.83
778.00,97.83
777.00,97.83
776.00,97.82
775.00,97.81
774.00,97.78
773.00,97.74
772.00,97.70
771.00,97.69
770.00,97.68
769.00,97.68
768.00,97.68
767.00,97.68
766.00,97.66
765.00,97.64
764.00,97.63
763.00,97.63
762.00,97.63
761.00,97.60
760.00,97.58
759.00,97.57
758.00,97.55
757.00,97.51
756.00,97.48
755.00,97.46
754.00,97.44
753.00,97.41
752.00,97.38
751.00,97.36
750.00,97.33
749.00,97.28
748.00,97.22
747.00,97.16
746.00,97.10
745.00,97.02
744.00,96.94
743.00,96.85
742.00,96.74
741.00,96.56
740.00,96.34
739.00,96.09
738.00,95.71
737.00,95.11
736.00,94.11
735.00,92.33
734.00,89.34
733.00,85.21
732.00,80.92
731.00,78.08
730.00,77.76
729.00,79.70
728.00,82.57
727.00,84.97
726.00,86.22
725.00,86.24
724.00,85.08
723.00,82.54
722.00,78.46
721.00,73.45
720.00,69.17
719.00,67.47
718.00,68.93
717.00,72.58
716.00,76.93
715.00,80.91
714.00,84.12
713.00,86.58
712.00,88.43
711.00,89.82
710.00,90.89
709.00,91.77
708.00,92.47
707.00,93.02
706.00,93.47
705.00,93.88
704.00,94.24
703.00,94.54
702.00,94.81
701.00,95.07
700.00,95.29
699.00,95.45
698.00,95.59
697.00,95.74
696.00,95.88
695.00,95.99
694.00,96.09
693.00,96.18
692.00,96.25
691.00,96.28
690.00,96.29
689.00,96.32
688.00,96.37
687.00,96.41
686.00,96.45
685.00,96.51
684.00,96.55
683.00,96.57
682.00,96.57
681.00,96.60
680.00,96.65
679.00,96.68
678.00,96.71
677.00,96.75
676.00,96.79
675.00,96.80
674.00,96.80
673.00,96.80
672.00,96.80
671.00,96.79
670.00,96.79
669.00,96.84
668.00,96.94
667.00,96.99
666.00,96.99
665.00,96.99
664.00,96.98
663.00,96.96
662.00,96.94
661.00,96.94
660.00,96.94
659.00,96.94
658.00,96.94
657.00,96.97
656.00,96.99
655.00,96.97
654.00,96.95
653.00,96.96
652.00,96.99
651.00,97.00
650.00,96.98
