Created as New Dataset,PE (high density) granule 5mm GF
cm-1,%T
2475.00,98.80
2474.00,98.80
2473.00,98.80
2472.00,98.80
2471.00,98.81
2470.00,98.81
2469.00,98.82
2468.00,98.83
2467.00,98.84
2466.00,98.84
2465.00,98.85
2464.00,98.85
2463.00,98.85
2462.00,98.85
2461.00,98.85
2460.00,98.84
2459.00,98.84
2458.00,98.84
2457.00,98.83
2456.00,98.83
2455.00,98.82
2454.00,98.83
2453.00,98.83
2452.00,98.82
2451.00,98.83
2450.00,98.83
2449.00,98.83
2448.00,98.83
2447.00,98.83
2446.00,98.83
2445.00,98.84
2444.00,98.84
2443.00,98.85
2442.00,98.85
2441.00,98.85
2440.00,98.85
2439.00,98.85
2438.00,98.85
2437.00,98.85
2436.00,98.85
2435.00,98.85
2434.00,98.85
2433.00,98.85
2432.00,98.85
2431.00,98.85
2430.00,98.85
2429.00,98.85
2428.00,98.85
2427.00,98.85
2426.00,98.84
2425.00,98.84
2424.00,98.84
2423.00,98.84
2422.00,98.84
2421.00,98.83
2420.00,98.83
2419.00,98.82
2418.00,98.82
2417.00,98.82
2416.00,98.82
2415.00,98.82
2414.00,98.83
2413.00,98.84
2412.00,98.84
2411.00,98.84
2410.00,98.85
2409.00,98.86
2408.00,98.86
2407.00,98.87
2406.00,98.88
2405.00,98.88
2404.00,98.88
2403.00,98.88
2402.00,98.88
2401.00,98.88
2400.00,98.89
2399.00,98.89
2398.00,98.89
2397.00,98.89
2396.00,98.89
2395.00,98.89
2394.00,98.89
2393.00,98.90
2392.00,98.90
2391.00,98.90
2390.00,98.90
2389.00,98.90
2388.00,98.89
2387.00,98.89
2386.00,98.89
2385.00,98.89
2384.00,98.89
2383.00,98.89
2382.00,98.89
2381.00,98.88
2380.00,98.88
2379.00,98.88
2378.00,98.88
2377.00,98.89
2376.00,98.91
2375.00,98.91
2374.00,98.92
2373.00,98.91
2372.00,98.89
2371.00,98.87
2370.00,98.86
2369.00,98.85
2368.00,98.85
2367.00,98.85
2366.00,98.85
2365.00,98.84
2364.00,98.84
2363.00,98.83
2362.00,98.81
2361.00,98.78
2360.00,98.76
2359.00,98.75
2358.00,98.76
2357.00,98.78
2356.00,98.79
2355.00,98.79
2354.00,98.78
2353.00,98.76
2352.00,98.75
2351.00,98.74
2350.00,98.74
2349.00,98.73
2348.00,98.72
2347.00,98.71
2346.00,98.70
2345.00,98.69
2344.00,98.69
2343.00,98.68
2342.00,98.66
2341.00,98.64
2340.00,98.62
2339.00,98.62
2338.00,98.62
2337.00,98.63
2336.00,98.63
2335.00,98.63
2334.00,98.62
2333.00,98.61
2332.00,98.61
2331.00,98.60
2330.00,98.60
2329.00,98.59
2328.00,98.58
2327.00,98.55
2326.00,98.51
2325.00,98.46
2324.00,98.42
2323.00,98.41
2322.00,98.43
2321.00,98.45
2320.00,98.48
2319.00,98.50
2318.00,98.52
2317.00,98.54
2316.00,98.55
2315.00,98.56
2314.00,98.57
2313.00,98.57
2312.00,98.57
2311.00,98.58
2310.00,98.58
2309.00,98.59
2308.00,98.59
2307.00,98.60
2306.00,98.61
2305.00,98.61
2304.00,98.61
2303.00,98.62
2302.00,98.62
2301.00,98.63
2300.00,98.63
2299.00,98.63
2298.00,98.63
2297.00,98.62
2296.00,98.62
2295.00,98.61
2294.00,98.61
2293.00,98.60
2292.00,98.60
2291.00,98.59
2290.00,98.59
2289.00,98.58
2288.00,98.57
2287.00,98.56
2286.00,98.55
2285.00,98.55
2284.00,98.55
2283.00,98.56
2282.00,98.57
2281.00,98.59
2280.00,98.59
2279.00,98.59
2278.00,98.59
2277.00,98.59
2276.00,98.59
2275.00,98.60
2274.00,98.60
2273.00,98.61
2272.00,98.61
2271.00,98.62
2270.00,98.63
2269.00,98.64
2268.00,98.65
2267.00,98.66
2266.00,98.67
2265.00,98.68
2264.00,98.68
2263.00,98.68
2262.00,98.68
2261.00,98.68
2260.00,98.67
2259.00,98.66
2258.00,98.66
2257.00,98.65
2256.00,98.65
2255.00,98.66
2254.00,98.67
2253.00,98.67
2252.00,98.68
2251.00,98.68
2250.00,98.67
2249.00,98.67
2248.00,98.67
2247.00,98.67
2246.00,98.67
2245.00,98.67
2244.00,98.66
2243.00,98.65
2242.00,98.64
2241.00,98.63
2240.00,98.63
2239.00,98.64
2238.00,98.65
2237.00,98.66
2236.00,98.66
2235.00,98.66
2234.00,98.66
2233.00,98.66
2232.00,98.66
2231.00,98.67
2230.00,98.67
2229.00,98.67
2228.00,98.67
2227.00,98.67
2226.00,98.67
2225.00,98.67
2224.00,98.67
2223.00,98.68
2222.00,98.67
2221.00,98.66
2220.00,98.65
2219.00,98.65
2218.00,98.65
2217.00,98.65
2216.00,98.65
2215.00,98.66
2214.00,98.66
2213.00,98.67
2212.00,98.67
2211.00,98.68
2210.00,98.69
2209.00,98.68
2208.00,98.68
2207.00,98.67
2206.00,98.67
2205.00,98.66
2204.00,98.66
2203.00,98.65
2202.00,98.64
2201.00,98.63
2200.00,98.63
2199.00,98.64
2198.00,98.63
2197.00,98.62
2196.00,98.60
2195.00,98.60
2194.00,98.59
2193.00,98.58
2192.00,98.58
2191.00,98.57
2190.00,98.57
2189.00,98.57
2188.00,98.55
2187.00,98.54
2186.00,98.53
2185.00,98.53
2184.00,98.54
2183.00,98.57
2182.00,98.61
2181.00,98.64
2180.00,98.64
2179.00,98.62
2178.00,98.60
2177.00,98.59
2176.00,98.60
2175.00,98.62
2174.00,98.63
2173.00,98.62
2172.00,98.59
2171.00,98.56
2170.00,98.52
2169.00,98.48
2168.00,98.45
2167.00,98.42
2166.00,98.41
2165.00,98.40
2164.00,98.37
2163.00,98.33
2162.00,98.30
2161.00,98.32
2160.00,98.43
2159.00,98.60
2158.00,98.78
2157.00,98.90
2156.00,98.94
2155.00,98.92
2154.00,98.89
2153.00,98.85
2152.00,98.82
2151.00,98.80
2150.00,98.79
2149.00,98.80
2148.00,98.80
2147.00,98.81
2146.00,98.82
2145.00,98.82
2144.00,98.83
2143.00,98.83
2142.00,98.83
2141.00,98.83
2140.00,98.82
2139.00,98.82
2138.00,98.83
2137.00,98.84
2136.00,98.86
2135.00,98.91
2134.00,98.95
2133.00,98.98
2132.00,98.99
2131.00,98.97
2130.00,98.95
2129.00,98.93
2128.00,98.92
2127.00,98.90
2126.00,98.89
2125.00,98.86
2124.00,98.84
2123.00,98.83
2122.00,98.82
2121.00,98.81
2120.00,98.80
2119.00,98.78
2118.00,98.77
2117.00,98.76
2116.00,98.75
2115.00,98.74
2114.00,98.73
2113.00,98.72
2112.00,98.71
2111.00,98.72
2110.00,98.73
2109.00,98.73
2108.00,98.73
2107.00,98.73
2106.00,98.73
2105.00,98.73
2104.00,98.72
2103.00,98.72
2102.00,98.72
2101.00,98.72
2100.00,98.72
2099.00,98.72
2098.00,98.72
2097.00,98.73
2096.00,98.74
2095.00,98.76
2094.00,98.78
2093.00,98.78
2092.00,98.77
2091.00,98.75
2090.00,98.73
2089.00,98.71
2088.00,98.70
2087.00,98.70
2086.00,98.70
2085.00,98.69
2084.00,98.68
2083.00,98.67
2082.00,98.66
2081.00,98.65
2080.00,98.65
2079.00,98.64
2078.00,98.64
2077.00,98.64
2076.00,98.64
2075.00,98.64
2074.00,98.64
2073.00,98.64
2072.00,98.64
2071.00,98.64
2070.00,98.63
2069.00,98.63
2068.00,98.64
2067.00,98.64
2066.00,98.65
2065.00,98.65
2064.00,98.65
2063.00,98.65
2062.00,98.65
2061.00,98.64
2060.00,98.64
2059.00,98.63
2058.00,98.62
2057.00,98.60
2056.00,98.59
2055.00,98.58
2054.00,98.57
2053.00,98.54
2052.00,98.48
2051.00,98.43
2050.00,98.41
2049.00,98.43
2048.00,98.46
2047.00,98.48
2046.00,98.49
2045.00,98.49
2044.00,98.49
2043.00,98.49
2042.00,98.48
2041.00,98.47
2040.00,98.45
2039.00,98.42
2038.00,98.40
2037.00,98.38
2036.00,98.38
2035.00,98.39
2034.00,98.40
2033.00,98.42
2032.00,98.45
2031.00,98.47
2030.00,98.47
2029.00,98.46
2028.00,98.44
2027.00,98.44
2026.00,98.44
2025.00,98.45
2024.00,98.44
2023.00,98.44
2022.00,98.44
2021.00,98.44
2020.00,98.45
2019.00,98.45
2018.00,98.45
2017.00,98.44
2016.00,98.43
2015.00,98.43
2014.00,98.44
2013.00,98.45
2012.00,98.46
2011.00,98.48
2010.00,98.49
2009.00,98.51
2008.00,98.54
2007.00,98.58
2006.00,98.63
2005.00,98.66
2004.00,98.66
2003.00,98.66
2002.00,98.64
2001.00,98.61
2000.00,98.60
1999.00,98.59
1998.00,98.60
1997.00,98.59
1996.00,98.57
1995.00,98.56
1994.00,98.55
1993.00,98.55
1992.00,98.54
1991.00,98.55
1990.00,98.55
1989.00,98.54
1988.00,98.52
1987.00,98.51
1986.00,98.49
1985.00,98.46
1984.00,98.43
1983.00,98.40
1982.00,98.37
1981.00,98.35
1980.00,98.34
1979.00,98.37
1978.00,98.43
1977.00,98.49
1976.00,98.55
1975.00,98.59
1974.00,98.61
1973.00,98.63
1972.00,98.64
1971.00,98.65
1970.00,98.66
1969.00,98.66
1968.00,98.65
1967.00,98.64
1966.00,98.64
1965.00,98.65
1964.00,98.66
1963.00,98.67
1962.00,98.68
1961.00,98.70
1960.00,98.72
1959.00,98.75
1958.00,98.76
1957.00,98.75
1956.00,98.73
1955.00,98.71
1954.00,98.71
1953.00,98.70
1952.00,98.70
1951.00,98.70
1950.00,98.69
1949.00,98.68
1948.00,98.68
1947.00,98.69
1946.00,98.72
1945.00,98.73
1944.00,98.74
1943.00,98.74
1942.00,98.73
1941.00,98.72
1940.00,98.72
1939.00,98.72
1938.00,98.72
1937.00,98.71
1936.00,98.71
1935.00,98.72
1934.00,98.73
1933.00,98.73
1932.00,98.73
1931.00,98.74
1930.00,98.74
1929.00,98.75
1928.00,98.75
1927.00,98.75
1926.00,98.76
1925.00,98.76
1924.00,98.75
1923.00,98.75
1922.00,98.75
1921.00,98.74
1920.00,98.73
1919.00,98.71
1918.00,98.70
1917.00,98.68
1916.00,98.67
1915.00,98.67
1914.00,98.67
1913.00,98.68
1912.00,98.68
1911.00,98.68
1910.00,98.68
1909.00,98.67
1908.00,98.66
1907.00,98.66
1906.00,98.66
1905.00,98.66
1904.00,98.65
1903.00,98.64
1902.00,98.63
1901.00,98.62
1900.00,98.61
1899.00,98.61
1898.00,98.61
1897.00,98.61
1896.00,98.61
1895.00,98.62
1894.00,98.63
1893.00,98.64
1892.00,98.65
1891.00,98.66
1890.00,98.67
1889.00,98.68
1888.00,98.69
1887.00,98.70
1886.00,98.72
1885.00,98.73
1884.00,98.74
1883.00,98.75
1882.00,98.75
1881.00,98.76
1880.00,98.76
1879.00,98.76
1878.00,98.76
1877.00,98.76
1876.00,98.75
1875.00,98.76
1874.00,98.77
1873.00,98.77
1872.00,98.78
1871.00,98.78
1870.00,98.78
1869.00,98.78
1868.00,98.78
1867.00,98.78
1866.00,98.79
1865.00,98.79
1864.00,98.79
1863.00,98.79
1862.00,98.80
1861.00,98.79
1860.00,98.79
1859.00,98.79
1858.00,98.79
1857.00,98.79
1856.00,98.78
1855.00,98.78
1854.00,98.79
1853.00,98.80
1852.00,98.80
1851.00,98.81
1850.00,98.81
1849.00,98.81
1848.00,98.81
1847.00,98.81
1846.00,98.81
1845.00,98.81
1844.00,98.80
1843.00,98.81
1842.00,98.81
1841.00,98.81
1840.00,98.81
1839.00,98.81
1838.00,98.81
1837.00,98.81
1836.00,98.81
1835.00,98.80
1834.00,98.80
1833.00,98.79
1832.00,98.78
1831.00,98.78
1830.00,98.78
1829.00,98.78
1828.00,98.78
1827.00,98.78
1826.00,98.77
1825.00,98.77
1824.00,98.76
1823.00,98.75
1822.00,98.75
1821.00,98.76
1820.00,98.76
1819.00,98.78
1818.00,98.79
1817.00,98.80
1816.00,98.80
1815.00,98.79
1814.00,98.79
1813.00,98.78
1812.00,98.78
1811.00,98.78
1810.00,98.79
1809.00,98.79
1808.00,98.78
1807.00,98.78
1806.00,98.78
1805.00,98.78
1804.00,98.78
1803.00,98.77
1802.00,98.77
1801.00,98.77
1800.00,98.77
1799.00,98.76
1798.00,98.77
1797.00,98.77
1796.00,98.77
1795.00,98.77
1794.00,98.78
1793.00,98.77
1792.00,98.77
1791.00,98.77
1790.00,98.77
1789.00,98.77
1788.00,98.77
1787.00,98.77
1786.00,98.78
1785.00,98.78
1784.00,98.77
1783.00,98.77
1782.00,98.77
1781.00,98.77
1780.00,98.77
1779.00,98.78
1778.00,98.78
1777.00,98.79
1776.00,98.78
1775.00,98.78
1774.00,98.78
1773.00,98.78
1772.00,98.77
1771.00,98.77
1770.00,98.77
1769.00,98.77
1768.00,98.77
1767.00,98.77
1766.00,98.76
1765.00,98.76
1764.00,98.76
1763.00,98.76
1762.00,98.76
1761.00,98.75
1760.00,98.75
1759.00,98.75
1758.00,98.75
1757.00,98.75
1756.00,98.75
1755.00,98.75
1754.00,98.75
1753.00,98.75
1752.00,98.74
1751.00,98.74
1750.00,98.74
1749.00,98.74
1748.00,98.73
1747.00,98.72
1746.00,98.71
1745.00,98.71
1744.00,98.70
1743.00,98.70
1742.00,98.71
1741.00,98.71
1740.00,98.71
1739.00,98.71
1738.00,98.72
1737.00,98.72
1736.00,98.71
1735.00,98.72
1734.00,98.72
1733.00,98.73
1732.00,98.73
1731.00,98.73
1730.00,98.72
1729.00,98.72
1728.00,98.72
1727.00,98.72
1726.00,98.72
1725.00,98.72
1724.00,98.72
1723.00,98.72
1722.00,98.72
1721.00,98.71
1720.00,98.71
1719.00,98.71
1718.00,98.72
1717.00,98.72
1716.00,98.72
1715.00,98.72
1714.00,98.72
1713.00,98.72
1712.00,98.72
1711.00,98.73
1710.00,98.73
1709.00,98.73
1708.00,98.72
1707.00,98.72
1706.00,98.73
1705.00,98.73
1704.00,98.72
1703.00,98.72
1702.00,98.72
1701.00,98.72
1700.00,98.71
1699.00,98.71
1698.00,98.71
1697.00,98.71
1696.00,98.71
1695.00,98.71
1694.00,98.72
1693.00,98.71
1692.00,98.71
1691.00,98.70
1690.00,98.70
1689.00,98.70
1688.00,98.70
1687.00,98.70
1686.00,98.70
1685.00,98.69
1684.00,98.68
1683.00,98.68
1682.00,98.69
1681.00,98.69
1680.00,98.68
1679.00,98.68
1678.00,98.68
1677.00,98.68
1676.00,98.68
1675.00,98.67
1674.00,98.67
1673.00,98.67
1672.00,98.67
1671.00,98.67
1670.00,98.67
1669.00,98.67
1668.00,98.66
1667.00,98.66
1666.00,98.66
1665.00,98.65
1664.00,98.65
1663.00,98.65
1662.00,98.65
1661.00,98.65
1660.00,98.65
1659.00,98.64
1658.00,98.64
1657.00,98.64
1656.00,98.63
1655.00,98.62
1654.00,98.62
1653.00,98.62
1652.00,98.61
1651.00,98.61
1650.00,98.61
1649.00,98.61
1648.00,98.60
1647.00,98.58
1646.00,98.57
1645.00,98.55
1644.00,98.53
1643.00,98.52
1642.00,98.52
1641.00,98.52
1640.00,98.52
1639.00,98.53
1638.00,98.54
1637.00,98.55
1636.00,98.55
1635.00,98.56
1634.00,98.57
1633.00,98.57
1632.00,98.57
1631.00,98.57
1630.00,98.57
1629.00,98.57
1628.00,98.57
1627.00,98.57
1626.00,98.57
1625.00,98.57
1624.00,98.57
1623.00,98.57
1622.00,98.57
1621.00,98.57
1620.00,98.57
1619.00,98.58
1618.00,98.58
1617.00,98.58
1616.00,98.58
1615.00,98.58
1614.00,98.58
1613.00,98.58
1612.00,98.57
1611.00,98.57
1610.00,98.57
1609.00,98.57
1608.00,98.57
1607.00,98.57
1606.00,98.58
1605.00,98.58
1604.00,98.58
1603.00,98.58
1602.00,98.58
1601.00,98.57
1600.00,98.57
1599.00,98.56
1598.00,98.56
1597.00,98.56
1596.00,98.55
1595.00,98.55
1594.00,98.55
1593.00,98.55
1592.00,98.54
1591.00,98.54
1590.00,98.54
1589.00,98.54
1588.00,98.54
1587.00,98.53
1586.00,98.54
1585.00,98.53
1584.00,98.53
1583.00,98.53
1582.00,98.54
1581.00,98.54
1580.00,98.54
1579.00,98.54
1578.00,98.55
1577.00,98.55
1576.00,98.55
1575.00,98.55
1574.00,98.56
1573.00,98.56
1572.00,98.55
1571.00,98.55
1570.00,98.56
1569.00,98.56
1568.00,98.56
1567.00,98.56
1566.00,98.56
1565.00,98.56
1564.00,98.56
1563.00,98.56
1562.00,98.56
1561.00,98.56
1560.00,98.55
1559.00,98.55
1558.00,98.55
1557.00,98.55
1556.00,98.54
1555.00,98.54
1554.00,98.54
1553.00,98.54
1552.00,98.53
1551.00,98.53
1550.00,98.54
1549.00,98.53
1548.00,98.53
1547.00,98.53
1546.00,98.54
1545.00,98.54
1544.00,98.53
1543.00,98.53
1542.00,98.53
1541.00,98.53
1540.00,98.51
1539.00,98.51
1538.00,98.52
1537.00,98.51
1536.00,98.50
1535.00,98.50
1534.00,98.50
1533.00,98.50
1532.00,98.49
1531.00,98.49
1530.00,98.50
1529.00,98.50
1528.00,98.49
1527.00,98.49
1526.00,98.50
1525.00,98.49
1524.00,98.48
1523.00,98.48
1522.00,98.48
1521.00,98.47
1520.00,98.46
1519.00,98.45
1518.00,98.46
1517.00,98.44
1516.00,98.43
1515.00,98.42
1514.00,98.43
1513.00,98.42
1512.00,98.40
1511.00,98.39
1510.00,98.40
1509.00,98.38
1508.00,98.35
1507.00,98.34
1506.00,98.34
1505.00,98.32
1504.00,98.29
1503.00,98.28
1502.00,98.28
1501.00,98.26
1500.00,98.23
1499.00,98.21
1498.00,98.20
1497.00,98.17
1496.00,98.12
1495.00,98.11
1494.00,98.11
1493.00,98.09
1492.00,98.04
1491.00,98.01
1490.00,97.99
1489.00,97.94
1488.00,97.86
1487.00,97.81
1486.00,97.76
1485.00,97.68
1484.00,97.55
1483.00,97.41
1482.00,97.22
1481.00,96.93
1480.00,96.51
1479.00,95.87
1478.00,94.67
1477.00,92.44
1476.00,89.02
1475.00,84.85
1474.00,80.97
1473.00,78.96
1472.00,79.60
1471.00,81.58
1470.00,83.32
1469.00,84.35
1468.00,84.81
1467.00,84.66
1466.00,83.50
1465.00,81.06
1464.00,78.26
1463.00,76.60
1462.00,76.83
1461.00,78.80
1460.00,81.93
1459.00,85.45
1458.00,88.61
1457.00,90.87
1456.00,92.18
1455.00,92.91
1454.00,93.43
1453.00,93.93
1452.00,94.39
1451.00,94.76
1450.00,95.03
1449.00,95.24
1448.00,95.43
1447.00,95.56
1446.00,95.64
1445.00,95.71
1444.00,95.80
1443.00,95.87
1442.00,95.92
1441.00,95.99
1440.00,96.07
1439.00,96.15
1438.00,96.23
1437.00,96.33
1436.00,96.45
1435.00,96.56
1434.00,96.64
1433.00,96.75
1432.00,96.89
1431.00,97.02
1430.00,97.15
1429.00,97.29
1428.00,97.42
1427.00,97.52
1426.00,97.60
1425.00,97.69
1424.00,97.78
1423.00,97.84
1422.00,97.88
1421.00,97.91
1420.00,97.96
1419.00,98.00
1418.00,98.02
1417.00,98.04
1416.00,98.06
1415.00,98.07
1414.00,98.08
1413.00,98.09
1412.00,98.12
1411.00,98.13
1410.00,98.14
1409.00,98.15
1408.00,98.16
1407.00,98.16
1406.00,98.16
1405.00,98.17
1404.00,98.18
1403.00,98.18
1402.00,98.18
1401.00,98.18
1400.00,98.19
1399.00,98.19
1398.00,98.19
1397.00,98.19
1396.00,98.19
1395.00,98.19
1394.00,98.18
1393.00,98.18
1392.00,98.19
1391.00,98.19
1390.00,98.18
1389.00,98.18
1388.00,98.19
1387.00,98.18
1386.00,98.17
1385.00,98.16
1384.00,98.14
1383.00,98.12
1382.00,98.09
1381.00,98.05
1380.00,98.02
1379.00,97.98
1378.00,97.93
1377.00,97.89
1376.00,97.84
1375.00,97.77
1374.00,97.68
1373.00,97.58
1372.00,97.49
1371.00,97.41
1370.00,97.34
1369.00,97.30
1368.00,97.29
1367.00,97.31
1366.00,97.34
1365.00,97.38
1364.00,97.43
1363.00,97.48
1362.00,97.52
1361.00,97.56
1360.00,97.59
1359.00,97.60
1358.00,97.61
1357.00,97.60
1356.00,97.60
1355.00,97.58
1354.00,97.56
1353.00,97.56
1352.00,97.57
1351.00,97.58
1350.00,97.60
1349.00,97.63
1348.00,97.67
1347.00,97.70
1346.00,97.73
1345.00,97.76
1344.00,97.79
1343.00,97.81
1342.00,97.83
1341.00,97.86
1340.00,97.89
1339.00,97.91
1338.00,97.94
1337.00,97.97
1336.00,98.00
1335.00,98.03
1334.00,98.05
1333.00,98.07
1332.00,98.08
1331.00,98.08
1330.00,98.08
1329.00,98.08
1328.00,98.07
1327.00,98.06
1326.00,98.05
1325.00,98.04
1324.00,98.03
1323.00,98.02
1322.00,98.01
1321.00,97.99
1320.00,97.98
1319.00,97.96
1318.00,97.93
1317.00,97.91
1316.00,97.89
1315.00,97.86
1314.00,97.84
1313.00,97.82
1312.00,97.80
1311.00,97.78
1310.00,97.76
1309.00,97.75
1308.00,97.75
1307.00,97.74
1306.00,97.74
1305.00,97.74
1304.00,97.75
1303.00,97.75
1302.00,97.76
1301.00,97.76
1300.00,97.78
1299.00,97.78
1298.00,97.79
1297.00,97.80
1296.00,97.82
1295.00,97.84
1294.00,97.86
1293.00,97.89
1292.00,97.91
1291.00,97.93
1290.00,97.94
1289.00,97.95
1288.00,97.97
1287.00,97.99
1286.00,98.00
1285.00,98.02
1284.00,98.03
1283.00,98.04
1282.00,98.04
1281.00,98.05
1280.00,98.06
1279.00,98.06
1278.00,98.07
1277.00,98.08
1276.00,98.08
1275.00,98.09
1274.00,98.09
1273.00,98.10
1272.00,98.12
1271.00,98.13
1270.00,98.13
1269.00,98.14
1268.00,98.16
1267.00,98.17
1266.00,98.18
1265.00,98.20
1264.00,98.22
1263.00,98.23
1262.00,98.24
1261.00,98.26
1260.00,98.29
1259.00,98.31
1258.00,98.33
1257.00,98.35
1256.00,98.37
1255.00,98.40
1254.00,98.42
1253.00,98.45
1252.00,98.47
1251.00,98.50
1250.00,98.53
1249.00,98.56
1248.00,98.59
1247.00,98.61
1246.00,98.64
1245.00,98.67
1244.00,98.70
1243.00,98.71
1242.00,98.72
1241.00,98.73
1240.00,98.74
1239.00,98.74
1238.00,98.73
1237.00,98.73
1236.00,98.73
1235.00,98.73
1234.00,98.71
1233.00,98.71
1232.00,98.71
1231.00,98.70
1230.00,98.70
1229.00,98.70
1228.00,98.69
1227.00,98.69
1226.00,98.68
1225.00,98.67
1224.00,98.67
1223.00,98.66
1222.00,98.65
1221.00,98.64
1220.00,98.64
1219.00,98.63
1218.00,98.61
1217.00,98.60
1216.00,98.59
1215.00,98.58
1214.00,98.56
1213.00,98.55
1212.00,98.54
1211.00,98.54
1210.00,98.53
1209.00,98.53
1208.00,98.53
1207.00,98.52
1206.00,98.50
1205.00,98.49
1204.00,98.48
1203.00,98.47
1202.00,98.46
1201.00,98.45
1200.00,98.45
1199.00,98.45
1198.00,98.44
1197.00,98.44
1196.00,98.43
1195.00,98.42
1194.00,98.41
1193.00,98.40
1192.00,98.39
1191.00,98.39
1190.00,98.39
1189.00,98.38
1188.00,98.38
1187.00,98.37
1186.00,98.36
1185.00,98.35
1184.00,98.34
1183.00,98.34
1182.00,98.33
1181.00,98.32
1180.00,98.31
1179.00,98.29
1178.00,98.27
1177.00,98.25
1176.00,98.25
1175.00,98.26
1174.00,98.26
1173.00,98.27
1172.00,98.28
1171.00,98.27
1170.00,98.26
1169.00,98.26
1168.00,98.25
1167.00,98.25
1166.00,98.25
1165.00,98.24
1164.00,98.24
1163.00,98.24
1162.00,98.24
1161.00,98.23
1160.00,98.23
1159.00,98.22
1158.00,98.22
1157.00,98.22
1156.00,98.22
1155.00,98.22
1154.00,98.22
1153.00,98.22
1152.00,98.22
1151.00,98.21
1150.00,98.21
1149.00,98.21
1148.00,98.21
1147.00,98.21
1146.00,98.20
1145.00,98.20
1144.00,98.20
1143.00,98.20
1142.00,98.19
1141.00,98.18
1140.00,98.18
1139.00,98.18
1138.00,98.18
1137.00,98.18
1136.00,98.18
1135.00,98.18
1134.00,98.17
1133.00,98.17
1132.00,98.18
1131.00,98.18
1130.00,98.17
1129.00,98.17
1128.00,98.17
1127.00,98.16
1126.00,98.16
1125.00,98.16
1124.00,98.16
1123.00,98.15
1122.00,98.14
1121.00,98.14
1120.00,98.14
1119.00,98.14
1118.00,98.14
1117.00,98.13
1116.00,98.13
1115.00,98.12
1114.00,98.11
1113.00,98.11
1112.00,98.11
1111.00,98.11
1110.00,98.10
1109.00,98.10
1108.00,98.10
1107.00,98.11
1106.00,98.11
1105.00,98.11
1104.00,98.11
1103.00,98.11
1102.00,98.11
1101.00,98.10
1100.00,98.09
1099.00,98.07
1098.00,98.06
1097.00,98.05
1096.00,98.04
1095.00,98.03
1094.00,98.01
1093.00,98.00
1092.00,97.99
1091.00,97.98
1090.00,97.97
1089.00,97.96
1088.00,97.96
1087.00,97.95
1086.00,97.94
1085.00,97.92
1084.00,97.91
1083.00,97.90
1082.00,97.89
1081.00,97.88
1080.00,97.89
1079.00,97.90
1078.00,97.91
1077.00,97.92
1076.00,97.93
1075.00,97.94
1074.00,97.95
1073.00,97.97
1072.00,97.98
1071.00,97.99
1070.00,98.00
1069.00,98.00
1068.00,98.00
1067.00,98.00
1066.00,98.00
1065.00,98.00
1064.00,98.00
1063.00,98.00
1062.00,97.99
1061.00,97.99
1060.00,98.00
1059.00,98.01
1058.00,98.02
1057.00,98.02
1056.00,98.02
1055.00,98.02
1054.00,98.02
1053.00,98.01
1052.00,98.01
1051.00,98.01
1050.00,98.03
1049.00,98.05
1048.00,98.08
1047.00,98.09
1046.00,98.10
1045.00,98.10
1044.00,98.10
1043.00,98.10
1042.00,98.10
1041.00,98.11
1040.00,98.12
1039.00,98.12
1038.00,98.11
1037.00,98.11
1036.00,98.13
1035.00,98.14
1034.00,98.15
1033.00,98.15
1032.00,98.15
1031.00,98.15
1030.00,98.14
1029.00,98.14
1028.00,98.14
1027.00,98.14
1026.00,98.14
1025.00,98.15
1024.00,98.15
1023.00,98.16
1022.00,98.16
1021.00,98.16
1020.00,98.17
1019.00,98.17
1018.00,98.17
1017.00,98.17
1016.00,98.17
1015.00,98.17
1014.00,98.17
1013.00,98.17
1012.00,98.17
1011.00,98.17
1010.00,98.17
1009.00,98.17
1008.00,98.17
1007.00,98.18
1006.00,98.18
1005.00,98.17
1004.00,98.16
1003.00,98.15
1002.00,98.14
1001.00,98.12
1000.00,98.12
999.00,98.11
998.00,98.10
997.00,98.09
996.00,98.07
995.00,98.05
994.00,98.03
993.00,98.02
992.00,98.01
991.00,98.00
990.00,98.01
989.00,98.02
988.00,98.04
987.00,98.07
986.00,98.09
985.00,98.11
984.00,98.12
983.00,98.14
982.00,98.14
981.00,98.15
980.00,98.15
979.00,98.15
978.00,98.15
977.00,98.15
976.00,98.16
975.00,98.16
974.00,98.16
973.00,98.16
972.00,98.16
971.00,98.15
970.00,98.15
969.00,98.15
968.00,98.15
967.00,98.16
966.00,98.17
965.00,98.17
964.00,98.18
963.00,98.17
962.00,98.17
961.00,98.17
960.00,98.17
959.00,98.17
958.00,98.17
957.00,98.17
956.00,98.18
955.00,98.18
954.00,98.18
953.00,98.19
952.00,98.19
951.00,98.19
950.00,98.19
949.00,98.19
948.00,98.20
947.00,98.20
946.00,98.21
945.00,98.21
944.00,98.22
943.00,98.22
942.00,98.22
941.00,98.21
940.00,98.21
939.00,98.21
938.00,98.21
937.00,98.21
936.00,98.21
935.00,98.21
934.00,98.21
933.00,98.20
932.00,98.19
931.00,98.19
930.00,98.18
929.00,98.16
928.00,98.16
927.00,98.16
926.00,98.16
925.00,98.16
924.00,98.16
923.00,98.16
922.00,98.15
921.00,98.15
920.00,98.14
919.00,98.14
918.00,98.12
917.00,98.09
916.00,98.05
915.00,98.00
