Created as New Dataset,PMMA (GF)
cm-1,%T
2457.00,99.71
2456.00,99.71
2455.00,99.71
2454.00,99.70
2453.00,99.70
2452.00,99.69
2451.00,99.69
2450.00,99.69
2449.00,99.69
2448.00,99.69
2447.00,99.69
2446.00,99.69
2445.00,99.69
2444.00,99.69
2443.00,99.69
2442.00,99.69
2441.00,99.69
2440.00,99.69
2439.00,99.68
2438.00,99.68
2437.00,99.67
2436.00,99.68
2435.00,99.68
2434.00,99.68
2433.00,99.68
2432.00,99.67
2431.00,99.67
2430.00,99.66
2429.00,99.66
2428.00,99.65
2427.00,99.64
2426.00,99.64
2425.00,99.64
2424.00,99.64
2423.00,99.64
2422.00,99.64
2421.00,99.65
2420.00,99.65
2419.00,99.65
2418.00,99.65
2417.00,99.64
2416.00,99.64
2415.00,99.64
2414.00,99.64
2413.00,99.64
2412.00,99.64
2411.00,99.64
2410.00,99.64
2409.00,99.65
2408.00,99.65
2407.00,99.66
2406.00,99.67
2405.00,99.67
2404.00,99.68
2403.00,99.68
2402.00,99.68
2401.00,99.69
2400.00,99.69
2399.00,99.69
2398.00,99.69
2397.00,99.70
2396.00,99.70
2395.00,99.71
2394.00,99.71
2393.00,99.72
2392.00,99.72
2391.00,99.72
2390.00,99.72
2389.00,99.72
2388.00,99.72
2387.00,99.72
2386.00,99.72
2385.00,99.72
2384.00,99.72
2383.00,99.73
2382.00,99.73
2381.00,99.73
2380.00,99.74
2379.00,99.74
2378.00,99.74
2377.00,99.74
2376.00,99.74
2375.00,99.74
2374.00,99.73
2373.00,99.73
2372.00,99.73
2371.00,99.74
2370.00,99.74
2369.00,99.75
2368.00,99.75
2367.00,99.74
2366.00,99.74
2365.00,99.73
2364.00,99.72
2363.00,99.72
2362.00,99.72
2361.00,99.72
2360.00,99.72
2359.00,99.71
2358.00,99.70
2357.00,99.69
2356.00,99.70
2355.00,99.70
2354.00,99.71
2353.00,99.71
2352.00,99.70
2351.00,99.69
2350.00,99.69
2349.00,99.69
2348.00,99.70
2347.00,99.71
2346.00,99.71
2345.00,99.70
2344.00,99.69
2343.00,99.67
2342.00,99.66
2341.00,99.65
2340.00,99.65
2339.00,99.64
2338.00,99.63
2337.00,99.63
2336.00,99.64
2335.00,99.64
2334.00,99.65
2333.00,99.66
2332.00,99.66
2331.00,99.65
2330.00,99.64
2329.00,99.63
2328.00,99.61
2327.00,99.57
2326.00,99.52
2325.00,99.47
2324.00,99.43
2323.00,99.43
2322.00,99.45
2321.00,99.48
2320.00,99.51
2319.00,99.52
2318.00,99.53
2317.00,99.55
2316.00,99.55
2315.00,99.56
2314.00,99.56
2313.00,99.57
2312.00,99.57
2311.00,99.57
2310.00,99.57
2309.00,99.58
2308.00,99.58
2307.00,99.58
2306.00,99.58
2305.00,99.59
2304.00,99.59
2303.00,99.60
2302.00,99.60
2301.00,99.60
2300.00,99.59
2299.00,99.58
2298.00,99.57
2297.00,99.57
2296.00,99.57
2295.00,99.57
2294.00,99.56
2293.00,99.55
2292.00,99.54
2291.00,99.53
2290.00,99.52
2289.00,99.50
2288.00,99.49
2287.00,99.49
2286.00,99.48
2285.00,99.48
2284.00,99.49
2283.00,99.50
2282.00,99.51
2281.00,99.53
2280.00,99.54
2279.00,99.55
2278.00,99.55
2277.00,99.56
2276.00,99.56
2275.00,99.57
2274.00,99.58
2273.00,99.59
2272.00,99.60
2271.00,99.60
2270.00,99.60
2269.00,99.60
2268.00,99.61
2267.00,99.62
2266.00,99.62
2265.00,99.62
2264.00,99.62
2263.00,99.62
2262.00,99.62
2261.00,99.62
2260.00,99.62
2259.00,99.62
2258.00,99.62
2257.00,99.62
2256.00,99.63
2255.00,99.64
2254.00,99.65
2253.00,99.65
2252.00,99.66
2251.00,99.66
2250.00,99.67
2249.00,99.67
2248.00,99.67
2247.00,99.66
2246.00,99.64
2245.00,99.63
2244.00,99.63
2243.00,99.63
2242.00,99.64
2241.00,99.64
2240.00,99.64
2239.00,99.64
2238.00,99.63
2237.00,99.62
2236.00,99.62
2235.00,99.61
2234.00,99.61
2233.00,99.61
2232.00,99.61
2231.00,99.61
2230.00,99.61
2229.00,99.62
2228.00,99.63
2227.00,99.63
2226.00,99.63
2225.00,99.63
2224.00,99.63
2223.00,99.62
2222.00,99.62
2221.00,99.61
2220.00,99.60
2219.00,99.59
2218.00,99.59
2217.00,99.59
2216.00,99.59
2215.00,99.59
2214.00,99.59
2213.00,99.59
2212.00,99.58
2211.00,99.57
2210.00,99.55
2209.00,99.54
2208.00,99.54
2207.00,99.55
2206.00,99.55
2205.00,99.56
2204.00,99.57
2203.00,99.57
2202.00,99.56
2201.00,99.56
2200.00,99.55
2199.00,99.54
2198.00,99.53
2197.00,99.51
2196.00,99.50
2195.00,99.49
2194.00,99.49
2193.00,99.50
2192.00,99.50
2191.00,99.49
2190.00,99.48
2189.00,99.47
2188.00,99.46
2187.00,99.45
2186.00,99.45
2185.00,99.46
2184.00,99.47
2183.00,99.50
2182.00,99.53
2181.00,99.56
2180.00,99.57
2179.00,99.55
2178.00,99.52
2177.00,99.52
2176.00,99.53
2175.00,99.55
2174.00,99.55
2173.00,99.54
2172.00,99.51
2171.00,99.46
2170.00,99.41
2169.00,99.37
2168.00,99.33
2167.00,99.30
2166.00,99.28
2165.00,99.26
2164.00,99.24
2163.00,99.21
2162.00,99.18
2161.00,99.22
2160.00,99.34
2159.00,99.53
2158.00,99.72
2157.00,99.85
2156.00,99.89
2155.00,99.86
2154.00,99.82
2153.00,99.79
2152.00,99.75
2151.00,99.71
2150.00,99.68
2149.00,99.66
2148.00,99.66
2147.00,99.66
2146.00,99.66
2145.00,99.67
2144.00,99.68
2143.00,99.68
2142.00,99.68
2141.00,99.68
2140.00,99.68
2139.00,99.67
2138.00,99.67
2137.00,99.67
2136.00,99.69
2135.00,99.72
2134.00,99.75
2133.00,99.77
2132.00,99.77
2131.00,99.75
2130.00,99.72
2129.00,99.69
2128.00,99.66
2127.00,99.64
2126.00,99.61
2125.00,99.60
2124.00,99.59
2123.00,99.58
2122.00,99.56
2121.00,99.55
2120.00,99.54
2119.00,99.52
2118.00,99.51
2117.00,99.50
2116.00,99.48
2115.00,99.46
2114.00,99.44
2113.00,99.43
2112.00,99.42
2111.00,99.42
2110.00,99.41
2109.00,99.42
2108.00,99.41
2107.00,99.40
2106.00,99.38
2105.00,99.38
2104.00,99.39
2103.00,99.39
2102.00,99.39
2101.00,99.38
2100.00,99.37
2099.00,99.35
2098.00,99.34
2097.00,99.35
2096.00,99.38
2095.00,99.41
2094.00,99.43
2093.00,99.43
2092.00,99.42
2091.00,99.39
2090.00,99.36
2089.00,99.34
2088.00,99.33
2087.00,99.32
2086.00,99.31
2085.00,99.30
2084.00,99.28
2083.00,99.27
2082.00,99.25
2081.00,99.24
2080.00,99.24
2079.00,99.22
2078.00,99.21
2077.00,99.21
2076.00,99.22
2075.00,99.22
2074.00,99.22
2073.00,99.22
2072.00,99.22
2071.00,99.22
2070.00,99.22
2069.00,99.22
2068.00,99.22
2067.00,99.21
2066.00,99.20
2065.00,99.19
2064.00,99.19
2063.00,99.19
2062.00,99.18
2061.00,99.18
2060.00,99.17
2059.00,99.15
2058.00,99.12
2057.00,99.10
2056.00,99.09
2055.00,99.08
2054.00,99.07
2053.00,99.04
2052.00,98.99
2051.00,98.94
2050.00,98.92
2049.00,98.95
2048.00,99.00
2047.00,99.03
2046.00,99.04
2045.00,99.05
2044.00,99.06
2043.00,99.05
2042.00,99.04
2041.00,99.05
2040.00,99.06
2039.00,99.05
2038.00,99.04
2037.00,99.04
2036.00,99.04
2035.00,99.06
2034.00,99.08
2033.00,99.13
2032.00,99.17
2031.00,99.20
2030.00,99.21
2029.00,99.23
2028.00,99.24
2027.00,99.24
2026.00,99.23
2025.00,99.24
2024.00,99.27
2023.00,99.28
2022.00,99.28
2021.00,99.28
2020.00,99.27
2019.00,99.26
2018.00,99.25
2017.00,99.25
2016.00,99.26
2015.00,99.26
2014.00,99.25
2013.00,99.24
2012.00,99.23
2011.00,99.20
2010.00,99.19
2009.00,99.21
2008.00,99.25
2007.00,99.28
2006.00,99.30
2005.00,99.32
2004.00,99.32
2003.00,99.30
2002.00,99.28
2001.00,99.26
2000.00,99.24
1999.00,99.21
1998.00,99.18
1997.00,99.16
1996.00,99.16
1995.00,99.15
1994.00,99.13
1993.00,99.12
1992.00,99.11
1991.00,99.09
1990.00,99.07
1989.00,99.07
1988.00,99.06
1987.00,99.04
1986.00,99.00
1985.00,98.99
1984.00,98.98
1983.00,98.95
1982.00,98.90
1981.00,98.86
1980.00,98.84
1979.00,98.85
1978.00,98.92
1977.00,99.01
1976.00,99.09
1975.00,99.11
1974.00,99.11
1973.00,99.13
1972.00,99.15
1971.00,99.14
1970.00,99.12
1969.00,99.11
1968.00,99.11
1967.00,99.11
1966.00,99.10
1965.00,99.11
1964.00,99.12
1963.00,99.11
1962.00,99.11
1961.00,99.14
1960.00,99.19
1959.00,99.22
1958.00,99.23
1957.00,99.23
1956.00,99.22
1955.00,99.19
1954.00,99.17
1953.00,99.17
1952.00,99.19
1951.00,99.20
1950.00,99.21
1949.00,99.22
1948.00,99.23
1947.00,99.23
1946.00,99.23
1945.00,99.24
1944.00,99.26
1943.00,99.28
1942.00,99.29
1941.00,99.31
1940.00,99.33
1939.00,99.33
1938.00,99.34
1937.00,99.36
1936.00,99.39
1935.00,99.39
1934.00,99.39
1933.00,99.39
1932.00,99.39
1931.00,99.39
1930.00,99.40
1929.00,99.41
1928.00,99.43
1927.00,99.44
1926.00,99.44
1925.00,99.45
1924.00,99.46
1923.00,99.46
1922.00,99.45
1921.00,99.45
1920.00,99.44
1919.00,99.43
1918.00,99.43
1917.00,99.44
1916.00,99.45
1915.00,99.45
1914.00,99.44
1913.00,99.44
1912.00,99.46
1911.00,99.46
1910.00,99.47
1909.00,99.48
1908.00,99.49
1907.00,99.49
1906.00,99.49
1905.00,99.49
1904.00,99.49
1903.00,99.49
1902.00,99.49
1901.00,99.51
1900.00,99.52
1899.00,99.52
1898.00,99.52
1897.00,99.53
1896.00,99.55
1895.00,99.55
1894.00,99.55
1893.00,99.55
1892.00,99.56
1891.00,99.55
1890.00,99.54
1889.00,99.54
1888.00,99.55
1887.00,99.54
1886.00,99.53
1885.00,99.53
1884.00,99.54
1883.00,99.54
1882.00,99.53
1881.00,99.54
1880.00,99.55
1879.00,99.54
1878.00,99.52
1877.00,99.52
1876.00,99.52
1875.00,99.52
1874.00,99.51
1873.00,99.52
1872.00,99.51
1871.00,99.50
1870.00,99.49
1869.00,99.49
1868.00,99.49
1867.00,99.47
1866.00,99.45
1865.00,99.44
1864.00,99.43
1863.00,99.42
1862.00,99.41
1861.00,99.40
1860.00,99.41
1859.00,99.39
1858.00,99.37
1857.00,99.36
1856.00,99.35
1855.00,99.34
1854.00,99.32
1853.00,99.31
1852.00,99.31
1851.00,99.29
1850.00,99.28
1849.00,99.27
1848.00,99.26
1847.00,99.22
1846.00,99.18
1845.00,99.17
1844.00,99.18
1843.00,99.18
1842.00,99.17
1841.00,99.16
1840.00,99.15
1839.00,99.13
1838.00,99.10
1837.00,99.09
1836.00,99.09
1835.00,99.07
1834.00,99.06
1833.00,99.05
1832.00,99.05
1831.00,99.04
1830.00,99.02
1829.00,99.02
1828.00,99.02
1827.00,98.99
1826.00,98.96
1825.00,98.95
1824.00,98.96
1823.00,98.95
1822.00,98.93
1821.00,98.93
1820.00,98.94
1819.00,98.93
1818.00,98.92
1817.00,98.92
1816.00,98.92
1815.00,98.90
1814.00,98.86
1813.00,98.85
1812.00,98.84
1811.00,98.81
1810.00,98.79
1809.00,98.78
1808.00,98.77
1807.00,98.74
1806.00,98.71
1805.00,98.69
1804.00,98.68
1803.00,98.65
1802.00,98.63
1801.00,98.62
1800.00,98.63
1799.00,98.61
1798.00,98.58
1797.00,98.57
1796.00,98.56
1795.00,98.52
1794.00,98.47
1793.00,98.45
1792.00,98.44
1791.00,98.41
1790.00,98.38
1789.00,98.37
1788.00,98.36
1787.00,98.32
1786.00,98.28
1785.00,98.27
1784.00,98.27
1783.00,98.25
1782.00,98.21
1781.00,98.18
1780.00,98.16
1779.00,98.11
1778.00,98.06
1777.00,98.04
1776.00,98.02
1775.00,97.97
1774.00,97.89
1773.00,97.82
1772.00,97.74
1771.00,97.62
1770.00,97.49
1769.00,97.40
1768.00,97.31
1767.00,97.19
1766.00,97.06
1765.00,96.93
1764.00,96.79
1763.00,96.56
1762.00,96.29
1761.00,96.04
1760.00,95.78
1759.00,95.43
1758.00,94.98
1757.00,94.45
1756.00,93.87
1755.00,93.20
1754.00,92.44
1753.00,91.50
1752.00,90.24
1751.00,88.57
1750.00,86.58
1749.00,84.39
1748.00,82.01
1747.00,79.44
1746.00,76.74
1745.00,73.89
1744.00,70.89
1743.00,67.85
1742.00,64.85
1741.00,61.83
1740.00,58.69
1739.00,55.71
1738.00,53.28
1737.00,51.30
1736.00,49.25
1735.00,46.51
1734.00,43.29
1733.00,40.59
1732.00,38.59
1731.00,36.75
1730.00,34.84
1729.00,33.00
1728.00,31.40
1727.00,30.04
1726.00,28.90
1725.00,28.04
1724.00,27.57
1723.00,27.47
1722.00,27.75
1721.00,28.47
1720.00,29.78
1719.00,31.88
1718.00,34.89
1717.00,38.52
1716.00,42.29
1715.00,46.03
1714.00,49.71
1713.00,53.28
1712.00,56.73
1711.00,60.08
1710.00,63.30
1709.00,66.29
1708.00,69.07
1707.00,71.83
1706.00,74.56
1705.00,76.96
1704.00,78.79
1703.00,80.21
1702.00,81.60
1701.00,83.23
1700.00,84.89
1699.00,86.12
1698.00,86.93
1697.00,87.55
1696.00,88.18
1695.00,88.81
1694.00,89.28
1693.00,89.60
1692.00,89.88
1691.00,90.22
1690.00,90.59
1689.00,90.91
1688.00,91.18
1687.00,91.46
1686.00,91.80
1685.00,92.20
1684.00,92.62
1683.00,93.03
1682.00,93.37
1681.00,93.65
1680.00,93.93
1679.00,94.21
1678.00,94.45
1677.00,94.66
1676.00,94.88
1675.00,95.15
1674.00,95.39
1673.00,95.54
1672.00,95.64
1671.00,95.76
1670.00,95.90
1669.00,96.00
1668.00,96.08
1667.00,96.16
1666.00,96.24
1665.00,96.27
1664.00,96.31
1663.00,96.36
1662.00,96.42
1661.00,96.44
1660.00,96.45
1659.00,96.48
1658.00,96.52
1657.00,96.52
1656.00,96.50
1655.00,96.52
1654.00,96.55
1653.00,96.53
1652.00,96.51
1651.00,96.51
1650.00,96.50
1649.00,96.46
1648.00,96.41
1647.00,96.36
1646.00,96.31
1645.00,96.25
1644.00,96.20
1643.00,96.16
1642.00,96.13
1641.00,96.09
1640.00,96.05
1639.00,96.04
1638.00,96.04
1637.00,96.02
1636.00,95.99
1635.00,96.01
1634.00,96.05
1633.00,96.07
1632.00,96.09
1631.00,96.12
1630.00,96.16
1629.00,96.19
1628.00,96.22
1627.00,96.26
1626.00,96.31
1625.00,96.34
1624.00,96.37
1623.00,96.43
1622.00,96.49
1621.00,96.53
1620.00,96.57
1619.00,96.63
1618.00,96.70
1617.00,96.76
1616.00,96.80
1615.00,96.84
1614.00,96.89
1613.00,96.92
1612.00,96.96
1611.00,97.02
1610.00,97.08
1609.00,97.11
1608.00,97.14
1607.00,97.18
1606.00,97.23
1605.00,97.25
1604.00,97.27
1603.00,97.30
1602.00,97.34
1601.00,97.35
1600.00,97.36
1599.00,97.39
1598.00,97.41
1597.00,97.42
1596.00,97.42
1595.00,97.43
1594.00,97.44
1593.00,97.43
1592.00,97.41
1591.00,97.39
1590.00,97.38
1589.00,97.35
1588.00,97.30
1587.00,97.26
1586.00,97.22
1585.00,97.15
1584.00,97.06
1583.00,96.99
1582.00,96.92
1581.00,96.85
1580.00,96.79
1579.00,96.76
1578.00,96.77
1577.00,96.78
1576.00,96.79
1575.00,96.83
1574.00,96.88
1573.00,96.91
1572.00,96.94
1571.00,97.00
1570.00,97.10
1569.00,97.17
1568.00,97.22
1567.00,97.27
1566.00,97.32
1565.00,97.35
1564.00,97.38
1563.00,97.40
1562.00,97.40
1561.00,97.38
1560.00,97.40
1559.00,97.41
1558.00,97.41
1557.00,97.41
1556.00,97.38
1555.00,97.37
1554.00,97.36
1553.00,97.33
1552.00,97.28
1551.00,97.23
1550.00,97.18
1549.00,97.10
1548.00,97.02
1547.00,96.93
1546.00,96.85
1545.00,96.75
1544.00,96.66
1543.00,96.60
1542.00,96.60
1541.00,96.60
1540.00,96.60
1539.00,96.68
1538.00,96.77
1537.00,96.82
1536.00,96.86
1535.00,96.95
1534.00,97.08
1533.00,97.18
1532.00,97.25
1531.00,97.32
1530.00,97.37
1529.00,97.38
1528.00,97.39
1527.00,97.41
1526.00,97.44
1525.00,97.45
1524.00,97.44
1523.00,97.44
1522.00,97.43
1521.00,97.39
1520.00,97.34
1519.00,97.33
1518.00,97.32
1517.00,97.26
1516.00,97.20
1515.00,97.16
1514.00,97.13
1513.00,97.07
1512.00,97.01
1511.00,96.97
1510.00,96.94
1509.00,96.89
1508.00,96.77
1507.00,96.55
1506.00,96.33
1505.00,96.12
1504.00,95.92
1503.00,95.70
1502.00,95.43
1501.00,95.07
1500.00,94.61
1499.00,94.08
1498.00,93.41
1497.00,92.49
1496.00,91.42
1495.00,90.36
1494.00,89.34
1493.00,88.26
1492.00,87.01
1491.00,85.56
1490.00,83.99
1489.00,82.56
1488.00,81.45
1487.00,80.66
1486.00,80.10
1485.00,79.74
1484.00,79.57
1483.00,79.53
1482.00,79.56
1481.00,79.62
1480.00,79.72
1479.00,79.86
1478.00,80.01
1477.00,80.19
1476.00,80.41
1475.00,80.67
1474.00,80.95
1473.00,81.25
1472.00,81.56
1471.00,81.83
1470.00,81.99
1469.00,82.04
1468.00,81.99
1467.00,81.84
1466.00,81.55
1465.00,81.11
1464.00,80.63
1463.00,80.23
1462.00,79.86
1461.00,79.47
1460.00,79.05
1459.00,78.54
1458.00,77.77
1457.00,76.70
1456.00,75.68
1455.00,74.90
1454.00,74.16
1453.00,73.35
1452.00,72.53
1451.00,71.84
1450.00,71.28
1449.00,70.86
1448.00,70.66
1447.00,70.71
1446.00,70.91
1445.00,71.16
1444.00,71.42
1443.00,71.64
1442.00,71.69
1441.00,71.50
1440.00,71.15
1439.00,70.63
1438.00,69.86
1437.00,68.93
1436.00,68.25
1435.00,68.13
1434.00,68.48
1433.00,69.27
1432.00,70.57
1431.00,72.44
1430.00,74.70
1429.00,77.09
1428.00,79.37
1427.00,81.44
1426.00,83.36
1425.00,85.22
1424.00,86.93
1423.00,88.30
1422.00,89.32
1421.00,90.16
1420.00,90.94
1419.00,91.65
1418.00,92.20
1417.00,92.60
1416.00,92.88
1415.00,93.07
1414.00,93.21
1413.00,93.33
1412.00,93.38
1411.00,93.36
1410.00,93.27
1409.00,93.14
1408.00,92.96
1407.00,92.70
1406.00,92.37
1405.00,92.00
1404.00,91.63
1403.00,91.25
1402.00,90.91
1401.00,90.57
1400.00,90.21
1399.00,89.81
1398.00,89.44
1397.00,89.06
1396.00,88.60
1395.00,88.03
1394.00,87.41
1393.00,86.82
1392.00,86.25
1391.00,85.71
1390.00,85.21
1389.00,84.80
1388.00,84.51
1387.00,84.38
1386.00,84.44
1385.00,84.66
1384.00,85.02
1383.00,85.51
1382.00,86.15
1381.00,86.90
1380.00,87.72
1379.00,88.52
1378.00,89.22
1377.00,89.77
1376.00,90.17
1375.00,90.41
1374.00,90.52
1373.00,90.52
1372.00,90.48
1371.00,90.40
1370.00,90.33
1369.00,90.27
1368.00,90.26
1367.00,90.28
1366.00,90.34
1365.00,90.43
1364.00,90.57
1363.00,90.75
1362.00,90.95
1361.00,91.15
1360.00,91.36
1359.00,91.56
1358.00,91.75
1357.00,91.93
1356.00,92.11
1355.00,92.27
1354.00,92.41
1353.00,92.55
1352.00,92.67
1351.00,92.79
1350.00,92.89
1349.00,92.98
1348.00,93.06
1347.00,93.13
1346.00,93.19
1345.00,93.24
1344.00,93.29
1343.00,93.33
1342.00,93.35
1341.00,93.38
1340.00,93.39
1339.00,93.41
1338.00,93.41
1337.00,93.42
1336.00,93.43
1335.00,93.44
1334.00,93.43
1333.00,93.41
1332.00,93.39
1331.00,93.34
1330.00,93.29
1329.00,93.24
1328.00,93.18
1327.00,93.13
1326.00,93.09
1325.00,93.06
1324.00,93.05
1323.00,93.05
1322.00,93.07
1321.00,93.09
1320.00,93.10
1319.00,93.11
1318.00,93.11
1317.00,93.10
1316.00,93.08
1315.00,93.05
1314.00,93.00
1313.00,92.94
1312.00,92.87
1311.00,92.77
1310.00,92.65
1309.00,92.51
1308.00,92.34
1307.00,92.15
1306.00,91.93
1305.00,91.70
1304.00,91.45
1303.00,91.21
1302.00,90.97
1301.00,90.75
1300.00,90.55
1299.00,90.35
1298.00,90.15
1297.00,89.94
1296.00,89.69
1295.00,89.42
1294.00,89.11
1293.00,88.76
1292.00,88.37
1291.00,87.94
1290.00,87.46
1289.00,86.92
1288.00,86.32
1287.00,85.66
1286.00,84.93
1285.00,84.11
1284.00,83.20
1283.00,82.19
1282.00,81.08
1281.00,79.87
1280.00,78.57
1279.00,77.21
1278.00,75.82
1277.00,74.44
1276.00,73.11
1275.00,71.90
1274.00,70.86
1273.00,70.02
1272.00,69.40
1271.00,69.04
1270.00,68.94
1269.00,69.06
1268.00,69.36
1267.00,69.80
1266.00,70.35
1265.00,70.93
1264.00,71.50
1263.00,72.05
1262.00,72.54
1261.00,72.94
1260.00,73.23
1259.00,73.40
1258.00,73.45
1257.00,73.37
1256.00,73.14
1255.00,72.80
1254.00,72.34
1253.00,71.76
1252.00,71.08
1251.00,70.33
1250.00,69.52
1249.00,68.67
1248.00,67.78
1247.00,66.91
1246.00,66.09
1245.00,65.31
1244.00,64.61
1243.00,64.03
1242.00,63.60
1241.00,63.30
1240.00,63.16
1239.00,63.21
1238.00,63.48
1237.00,63.92
1236.00,64.54
1235.00,65.34
1234.00,66.31
1233.00,67.39
1232.00,68.56
1231.00,69.81
1230.00,71.10
1229.00,72.41
1228.00,73.69
1227.00,74.94
1226.00,76.15
1225.00,77.28
1224.00,78.31
1223.00,79.25
1222.00,80.10
1221.00,80.82
1220.00,81.41
1219.00,81.88
1218.00,82.23
1217.00,82.44
1216.00,82.51
1215.00,82.44
1214.00,82.22
1213.00,81.84
1212.00,81.27
1211.00,80.52
1210.00,79.60
1209.00,78.49
1208.00,77.20
1207.00,75.77
1206.00,74.23
1205.00,72.58
1204.00,70.85
1203.00,69.07
1202.00,67.26
1201.00,65.43
1200.00,63.58
1199.00,61.76
1198.00,59.99
1197.00,58.28
1196.00,56.66
1195.00,55.19
1194.00,53.91
1193.00,52.86
1192.00,52.06
1191.00,51.58
1190.00,51.42
1189.00,51.55
1188.00,51.91
1187.00,52.46
1186.00,53.13
1185.00,53.79
1184.00,54.37
1183.00,54.84
1182.00,55.17
1181.00,55.35
1180.00,55.39
1179.00,55.34
1178.00,55.25
1177.00,55.11
1176.00,54.94
1175.00,54.79
1174.00,54.66
1173.00,54.53
1172.00,54.37
1171.00,54.21
1170.00,54.03
1169.00,53.80
1168.00,53.52
1167.00,53.20
1166.00,52.84
1165.00,52.40
1164.00,51.88
1163.00,51.29
1162.00,50.61
1161.00,49.80
1160.00,48.84
1159.00,47.74
1158.00,46.48
1157.00,45.01
1156.00,43.33
1155.00,41.49
1154.00,39.51
1153.00,37.43
1152.00,35.29
1151.00,33.21
1150.00,31.27
1149.00,29.51
1148.00,27.99
1147.00,26.77
1146.00,25.90
1145.00,25.31
1144.00,25.00
1143.00,24.98
1142.00,25.23
1141.00,25.67
1140.00,26.28
1139.00,27.08
1138.00,28.07
1137.00,29.20
1136.00,30.44
1135.00,31.83
1134.00,33.35
1133.00,34.93
1132.00,36.52
1131.00,38.15
1130.00,39.77
1129.00,41.34
1128.00,42.83
1127.00,44.28
1126.00,45.69
1125.00,47.04
1124.00,48.33
1123.00,49.61
1122.00,50.90
1121.00,52.15
1120.00,53.38
1119.00,54.62
1118.00,55.86
1117.00,57.08
1116.00,58.27
1115.00,59.45
1114.00,60.61
1113.00,61.73
1112.00,62.82
1111.00,63.89
1110.00,64.95
1109.00,65.98
1108.00,66.96
1107.00,67.92
1106.00,68.86
1105.00,69.77
1104.00,70.63
1103.00,71.46
1102.00,72.25
1101.00,73.00
1100.00,73.71
1099.00,74.39
1098.00,75.04
1097.00,75.66
1096.00,76.24
1095.00,76.81
1094.00,77.35
1093.00,77.84
1092.00,78.30
1091.00,78.72
1090.00,79.10
1089.00,79.44
1088.00,79.73
1087.00,79.98
1086.00,80.20
1085.00,80.37
1084.00,80.49
1083.00,80.57
1082.00,80.62
1081.00,80.62
1080.00,80.59
1079.00,80.54
1078.00,80.46
1077.00,80.34
1076.00,80.19
1075.00,80.00
1074.00,79.78
1073.00,79.52
1072.00,79.21
1071.00,78.86
1070.00,78.48
1069.00,78.06
1068.00,77.63
1067.00,77.20
1066.00,76.80
1065.00,76.45
1064.00,76.20
1063.00,76.10
1062.00,76.22
1061.00,76.57
1060.00,77.18
1059.00,78.08
1058.00,79.24
1057.00,80.61
1056.00,82.11
1055.00,83.69
1054.00,85.26
1053.00,86.74
1052.00,88.09
1051.00,89.28
1050.00,90.30
1049.00,91.15
1048.00,91.86
1047.00,92.45
1046.00,92.94
1045.00,93.37
1044.00,93.74
1043.00,94.06
1042.00,94.36
1041.00,94.62
1040.00,94.85
1039.00,95.05
1038.00,95.23
1037.00,95.40
1036.00,95.55
1035.00,95.69
1034.00,95.81
1033.00,95.92
1032.00,96.02
1031.00,96.09
1030.00,96.15
1029.00,96.19
1028.00,96.22
1027.00,96.23
1026.00,96.23
1025.00,96.21
1024.00,96.18
1023.00,96.14
1022.00,96.09
1021.00,96.05
1020.00,96.02
1019.00,95.98
1018.00,95.94
1017.00,95.88
1016.00,95.80
1015.00,95.70
1014.00,95.57
1013.00,95.41
1012.00,95.20
1011.00,94.94
1010.00,94.59
1009.00,94.13
1008.00,93.53
1007.00,92.77
1006.00,91.84
1005.00,90.73
1004.00,89.45
1003.00,88.02
1002.00,86.48
1001.00,84.85
1000.00,83.19
999.00,81.54
998.00,79.95
997.00,78.45
996.00,77.06
995.00,75.80
994.00,74.69
993.00,73.73
992.00,72.91
991.00,72.25
990.00,71.74
989.00,71.36
988.00,71.10
987.00,70.97
986.00,70.98
985.00,71.11
984.00,71.36
983.00,71.73
982.00,72.22
981.00,72.80
980.00,73.43
979.00,74.08
978.00,74.71
977.00,75.24
976.00,75.63
975.00,75.83
974.00,75.84
973.00,75.63
972.00,75.23
971.00,74.70
970.00,74.12
969.00,73.57
968.00,73.12
967.00,72.84
966.00,72.77
965.00,72.89
964.00,73.19
963.00,73.63
962.00,74.19
961.00,74.83
960.00,75.50
959.00,76.19
958.00,76.91
957.00,77.62
956.00,78.32
955.00,79.01
954.00,79.68
953.00,80.32
952.00,80.94
951.00,81.53
950.00,82.10
949.00,82.66
948.00,83.18
947.00,83.69
946.00,84.18
945.00,84.65
944.00,85.10
943.00,85.52
942.00,85.93
941.00,86.30
940.00,86.65
939.00,86.98
938.00,87.29
937.00,87.57
936.00,87.81
935.00,88.02
934.00,88.20
933.00,88.34
932.00,88.45
931.00,88.54
930.00,88.62
929.00,88.70
928.00,88.78
927.00,88.87
926.00,88.93
925.00,88.95
924.00,88.91
923.00,88.81
922.00,88.64
921.00,88.42
920.00,88.14
919.00,87.82
918.00,87.48
917.00,87.13
916.00,86.80
915.00,86.51
914.00,86.29
913.00,86.16
912.00,86.12
911.00,86.20
910.00,86.40
909.00,86.72
908.00,87.13
907.00,87.60
906.00,88.13
905.00,88.66
904.00,89.17
903.00,89.66
902.00,90.10
901.00,90.51
900.00,90.89
899.00,91.24
898.00,91.57
897.00,91.88
896.00,92.17
895.00,92.45
894.00,92.70
