Created as New Dataset,PS 280kDa Sigma
cm-1,%T
2468.00,95.70
2467.00,95.70
2466.00,95.70
2465.00,95.69
2464.00,95.69
2463.00,95.69
2462.00,95.69
2461.00,95.69
2460.00,95.69
2459.00,95.68
2458.00,95.68
2457.00,95.67
2456.00,95.67
2455.00,95.67
2454.00,95.67
2453.00,95.67
2452.00,95.67
2451.00,95.67
2450.00,95.67
2449.00,95.66
2448.00,95.66
2447.00,95.66
2446.00,95.66
2445.00,95.66
2444.00,95.66
2443.00,95.67
2442.00,95.67
2441.00,95.67
2440.00,95.67
2439.00,95.67
2438.00,95.68
2437.00,95.68
2436.00,95.69
2435.00,95.70
2434.00,95.70
2433.00,95.70
2432.00,95.70
2431.00,95.70
2430.00,95.70
2429.00,95.71
2428.00,95.71
2427.00,95.72
2426.00,95.72
2425.00,95.72
2424.00,95.71
2423.00,95.71
2422.00,95.71
2421.00,95.72
2420.00,95.72
2419.00,95.72
2418.00,95.72
2417.00,95.72
2416.00,95.72
2415.00,95.72
2414.00,95.72
2413.00,95.72
2412.00,95.72
2411.00,95.72
2410.00,95.72
2409.00,95.72
2408.00,95.73
2407.00,95.74
2406.00,95.75
2405.00,95.76
2404.00,95.76
2403.00,95.75
2402.00,95.75
2401.00,95.75
2400.00,95.75
2399.00,95.75
2398.00,95.76
2397.00,95.76
2396.00,95.76
2395.00,95.76
2394.00,95.76
2393.00,95.76
2392.00,95.76
2391.00,95.76
2390.00,95.76
2389.00,95.76
2388.00,95.76
2387.00,95.76
2386.00,95.76
2385.00,95.76
2384.00,95.76
2383.00,95.76
2382.00,95.76
2381.00,95.76
2380.00,95.76
2379.00,95.76
2378.00,95.76
2377.00,95.76
2376.00,95.77
2375.00,95.78
2374.00,95.79
2373.00,95.79
2372.00,95.79
2371.00,95.78
2370.00,95.76
2369.00,95.75
2368.00,95.75
2367.00,95.75
2366.00,95.76
2365.00,95.75
2364.00,95.74
2363.00,95.72
2362.00,95.70
2361.00,95.69
2360.00,95.68
2359.00,95.68
2358.00,95.69
2357.00,95.69
2356.00,95.69
2355.00,95.69
2354.00,95.69
2353.00,95.70
2352.00,95.71
2351.00,95.73
2350.00,95.76
2349.00,95.77
2348.00,95.78
2347.00,95.76
2346.00,95.74
2345.00,95.72
2344.00,95.69
2343.00,95.67
2342.00,95.66
2341.00,95.64
2340.00,95.62
2339.00,95.60
2338.00,95.58
2337.00,95.57
2336.00,95.57
2335.00,95.58
2334.00,95.59
2333.00,95.60
2332.00,95.59
2331.00,95.59
2330.00,95.59
2329.00,95.59
2328.00,95.58
2327.00,95.54
2326.00,95.49
2325.00,95.43
2324.00,95.39
2323.00,95.37
2322.00,95.37
2321.00,95.39
2320.00,95.40
2319.00,95.41
2318.00,95.42
2317.00,95.43
2316.00,95.43
2315.00,95.43
2314.00,95.43
2313.00,95.42
2312.00,95.41
2311.00,95.41
2310.00,95.42
2309.00,95.43
2308.00,95.44
2307.00,95.45
2306.00,95.45
2305.00,95.46
2304.00,95.46
2303.00,95.46
2302.00,95.46
2301.00,95.46
2300.00,95.46
2299.00,95.46
2298.00,95.45
2297.00,95.44
2296.00,95.43
2295.00,95.42
2294.00,95.41
2293.00,95.40
2292.00,95.39
2291.00,95.38
2290.00,95.37
2289.00,95.36
2288.00,95.35
2287.00,95.34
2286.00,95.33
2285.00,95.31
2284.00,95.31
2283.00,95.31
2282.00,95.33
2281.00,95.34
2280.00,95.35
2279.00,95.35
2278.00,95.35
2277.00,95.35
2276.00,95.34
2275.00,95.34
2274.00,95.34
2273.00,95.34
2272.00,95.34
2271.00,95.34
2270.00,95.35
2269.00,95.35
2268.00,95.36
2267.00,95.37
2266.00,95.37
2265.00,95.37
2264.00,95.36
2263.00,95.35
2262.00,95.34
2261.00,95.33
2260.00,95.32
2259.00,95.30
2258.00,95.30
2257.00,95.30
2256.00,95.31
2255.00,95.32
2254.00,95.34
2253.00,95.34
2252.00,95.34
2251.00,95.34
2250.00,95.33
2249.00,95.32
2248.00,95.32
2247.00,95.31
2246.00,95.31
2245.00,95.30
2244.00,95.30
2243.00,95.31
2242.00,95.31
2241.00,95.30
2240.00,95.30
2239.00,95.29
2238.00,95.28
2237.00,95.28
2236.00,95.28
2235.00,95.28
2234.00,95.28
2233.00,95.28
2232.00,95.29
2231.00,95.29
2230.00,95.29
2229.00,95.29
2228.00,95.28
2227.00,95.27
2226.00,95.27
2225.00,95.27
2224.00,95.26
2223.00,95.25
2222.00,95.24
2221.00,95.23
2220.00,95.22
2219.00,95.22
2218.00,95.22
2217.00,95.23
2216.00,95.23
2215.00,95.24
2214.00,95.24
2213.00,95.23
2212.00,95.23
2211.00,95.23
2210.00,95.22
2209.00,95.21
2208.00,95.21
2207.00,95.21
2206.00,95.21
2205.00,95.21
2204.00,95.21
2203.00,95.21
2202.00,95.21
2201.00,95.20
2200.00,95.19
2199.00,95.17
2198.00,95.16
2197.00,95.15
2196.00,95.16
2195.00,95.16
2194.00,95.15
2193.00,95.14
2192.00,95.12
2191.00,95.11
2190.00,95.10
2189.00,95.09
2188.00,95.07
2187.00,95.07
2186.00,95.06
2185.00,95.06
2184.00,95.07
2183.00,95.10
2182.00,95.13
2181.00,95.15
2180.00,95.15
2179.00,95.14
2178.00,95.12
2177.00,95.12
2176.00,95.14
2175.00,95.17
2174.00,95.18
2173.00,95.15
2172.00,95.11
2171.00,95.05
2170.00,95.00
2169.00,94.97
2168.00,94.94
2167.00,94.92
2166.00,94.89
2165.00,94.86
2164.00,94.83
2163.00,94.80
2162.00,94.79
2161.00,94.84
2160.00,94.95
2159.00,95.14
2158.00,95.33
2157.00,95.47
2156.00,95.52
2155.00,95.52
2154.00,95.50
2153.00,95.47
2152.00,95.45
2151.00,95.43
2150.00,95.42
2149.00,95.42
2148.00,95.42
2147.00,95.43
2146.00,95.44
2145.00,95.44
2144.00,95.45
2143.00,95.44
2142.00,95.44
2141.00,95.44
2140.00,95.43
2139.00,95.43
2138.00,95.44
2137.00,95.47
2136.00,95.50
2135.00,95.55
2134.00,95.60
2133.00,95.63
2132.00,95.63
2131.00,95.60
2130.00,95.57
2129.00,95.55
2128.00,95.54
2127.00,95.54
2126.00,95.53
2125.00,95.52
2124.00,95.50
2123.00,95.47
2122.00,95.45
2121.00,95.43
2120.00,95.42
2119.00,95.41
2118.00,95.40
2117.00,95.38
2116.00,95.36
2115.00,95.34
2114.00,95.33
2113.00,95.33
2112.00,95.32
2111.00,95.32
2110.00,95.31
2109.00,95.32
2108.00,95.32
2107.00,95.33
2106.00,95.33
2105.00,95.33
2104.00,95.33
2103.00,95.33
2102.00,95.33
2101.00,95.32
2100.00,95.31
2099.00,95.30
2098.00,95.31
2097.00,95.33
2096.00,95.36
2095.00,95.39
2094.00,95.41
2093.00,95.41
2092.00,95.40
2091.00,95.39
2090.00,95.38
2089.00,95.36
2088.00,95.34
2087.00,95.32
2086.00,95.32
2085.00,95.31
2084.00,95.30
2083.00,95.29
2082.00,95.27
2081.00,95.26
2080.00,95.25
2079.00,95.25
2078.00,95.26
2077.00,95.26
2076.00,95.26
2075.00,95.26
2074.00,95.25
2073.00,95.25
2072.00,95.24
2071.00,95.24
2070.00,95.24
2069.00,95.25
2068.00,95.24
2067.00,95.23
2066.00,95.22
2065.00,95.21
2064.00,95.21
2063.00,95.22
2062.00,95.23
2061.00,95.24
2060.00,95.25
2059.00,95.26
2058.00,95.25
2057.00,95.24
2056.00,95.23
2055.00,95.22
2054.00,95.21
2053.00,95.17
2052.00,95.12
2051.00,95.07
2050.00,95.04
2049.00,95.05
2048.00,95.08
2047.00,95.10
2046.00,95.10
2045.00,95.09
2044.00,95.09
2043.00,95.09
2042.00,95.10
2041.00,95.10
2040.00,95.08
2039.00,95.06
2038.00,95.03
2037.00,95.01
2036.00,95.00
2035.00,95.01
2034.00,95.03
2033.00,95.05
2032.00,95.06
2031.00,95.07
2030.00,95.08
2029.00,95.10
2028.00,95.11
2027.00,95.13
2026.00,95.15
2025.00,95.15
2024.00,95.13
2023.00,95.12
2022.00,95.10
2021.00,95.10
2020.00,95.11
2019.00,95.13
2018.00,95.14
2017.00,95.15
2016.00,95.15
2015.00,95.15
2014.00,95.15
2013.00,95.14
2012.00,95.12
2011.00,95.10
2010.00,95.10
2009.00,95.12
2008.00,95.15
2007.00,95.20
2006.00,95.24
2005.00,95.26
2004.00,95.27
2003.00,95.27
2002.00,95.25
2001.00,95.23
2000.00,95.20
1999.00,95.19
1998.00,95.17
1997.00,95.16
1996.00,95.15
1995.00,95.14
1994.00,95.12
1993.00,95.10
1992.00,95.07
1991.00,95.06
1990.00,95.06
1989.00,95.06
1988.00,95.05
1987.00,95.03
1986.00,95.00
1985.00,94.98
1984.00,94.95
1983.00,94.92
1982.00,94.88
1981.00,94.84
1980.00,94.80
1979.00,94.81
1978.00,94.86
1977.00,94.95
1976.00,95.04
1975.00,95.11
1974.00,95.14
1973.00,95.16
1972.00,95.15
1971.00,95.14
1970.00,95.11
1969.00,95.09
1968.00,95.06
1967.00,95.04
1966.00,95.02
1965.00,95.01
1964.00,94.99
1963.00,94.98
1962.00,94.98
1961.00,94.99
1960.00,95.00
1959.00,95.00
1958.00,94.98
1957.00,94.96
1956.00,94.94
1955.00,94.91
1954.00,94.89
1953.00,94.87
1952.00,94.84
1951.00,94.81
1950.00,94.78
1949.00,94.76
1948.00,94.73
1947.00,94.71
1946.00,94.70
1945.00,94.68
1944.00,94.67
1943.00,94.65
1942.00,94.64
1941.00,94.63
1940.00,94.64
1939.00,94.66
1938.00,94.69
1937.00,94.73
1936.00,94.77
1935.00,94.81
1934.00,94.85
1933.00,94.90
1932.00,94.94
1931.00,94.98
1930.00,95.02
1929.00,95.06
1928.00,95.08
1927.00,95.10
1926.00,95.12
1925.00,95.14
1924.00,95.16
1923.00,95.17
1922.00,95.18
1921.00,95.19
1920.00,95.20
1919.00,95.21
1918.00,95.22
1917.00,95.23
1916.00,95.25
1915.00,95.27
1914.00,95.28
1913.00,95.30
1912.00,95.30
1911.00,95.30
1910.00,95.30
1909.00,95.30
1908.00,95.31
1907.00,95.31
1906.00,95.31
1905.00,95.32
1904.00,95.32
1903.00,95.32
1902.00,95.32
1901.00,95.32
1900.00,95.31
1899.00,95.30
1898.00,95.28
1897.00,95.26
1896.00,95.24
1895.00,95.22
1894.00,95.21
1893.00,95.19
1892.00,95.18
1891.00,95.16
1890.00,95.14
1889.00,95.12
1888.00,95.10
1887.00,95.08
1886.00,95.06
1885.00,95.05
1884.00,95.03
1883.00,95.02
1882.00,95.01
1881.00,95.00
1880.00,94.99
1879.00,94.97
1878.00,94.96
1877.00,94.94
1876.00,94.93
1875.00,94.91
1874.00,94.90
1873.00,94.89
1872.00,94.89
1871.00,94.88
1870.00,94.88
1869.00,94.89
1868.00,94.90
1867.00,94.91
1866.00,94.92
1865.00,94.93
1864.00,94.94
1863.00,94.96
1862.00,94.99
1861.00,95.02
1860.00,95.06
1859.00,95.10
1858.00,95.13
1857.00,95.16
1856.00,95.18
1855.00,95.21
1854.00,95.23
1853.00,95.26
1852.00,95.28
1851.00,95.30
1850.00,95.32
1849.00,95.34
1848.00,95.35
1847.00,95.36
1846.00,95.36
1845.00,95.37
1844.00,95.38
1843.00,95.38
1842.00,95.39
1841.00,95.41
1840.00,95.41
1839.00,95.41
1838.00,95.41
1837.00,95.41
1836.00,95.41
1835.00,95.41
1834.00,95.41
1833.00,95.40
1832.00,95.40
1831.00,95.40
1830.00,95.39
1829.00,95.38
1828.00,95.37
1827.00,95.36
1826.00,95.34
1825.00,95.33
1824.00,95.31
1823.00,95.29
1822.00,95.28
1821.00,95.27
1820.00,95.26
1819.00,95.25
1818.00,95.25
1817.00,95.24
1816.00,95.23
1815.00,95.21
1814.00,95.18
1813.00,95.15
1812.00,95.12
1811.00,95.09
1810.00,95.06
1809.00,95.04
1808.00,95.02
1807.00,95.00
1806.00,94.98
1805.00,94.97
1804.00,94.95
1803.00,94.94
1802.00,94.94
1801.00,94.94
1800.00,94.94
1799.00,94.95
1798.00,94.97
1797.00,95.00
1796.00,95.02
1795.00,95.05
1794.00,95.07
1793.00,95.10
1792.00,95.14
1791.00,95.18
1790.00,95.21
1789.00,95.24
1788.00,95.26
1787.00,95.29
1786.00,95.31
1785.00,95.34
1784.00,95.35
1783.00,95.36
1782.00,95.36
1781.00,95.36
1780.00,95.36
1779.00,95.36
1778.00,95.37
1777.00,95.38
1776.00,95.39
1775.00,95.40
1774.00,95.40
1773.00,95.41
1772.00,95.41
1771.00,95.41
1770.00,95.41
1769.00,95.41
1768.00,95.41
1767.00,95.41
1766.00,95.41
1765.00,95.41
1764.00,95.41
1763.00,95.40
1762.00,95.39
1761.00,95.37
1760.00,95.35
1759.00,95.34
1758.00,95.32
1757.00,95.30
1756.00,95.28
1755.00,95.26
1754.00,95.24
1753.00,95.22
1752.00,95.21
1751.00,95.19
1750.00,95.17
1749.00,95.16
1748.00,95.15
1747.00,95.14
1746.00,95.14
1745.00,95.13
1744.00,95.14
1743.00,95.14
1742.00,95.15
1741.00,95.15
1740.00,95.16
1739.00,95.17
1738.00,95.18
1737.00,95.19
1736.00,95.21
1735.00,95.22
1734.00,95.24
1733.00,95.26
1732.00,95.27
1731.00,95.29
1730.00,95.30
1729.00,95.32
1728.00,95.33
1727.00,95.34
1726.00,95.35
1725.00,95.36
1724.00,95.36
1723.00,95.37
1722.00,95.38
1721.00,95.39
1720.00,95.39
1719.00,95.40
1718.00,95.41
1717.00,95.42
1716.00,95.43
1715.00,95.44
1714.00,95.45
1713.00,95.46
1712.00,95.45
1711.00,95.45
1710.00,95.45
1709.00,95.45
1708.00,95.45
1707.00,95.45
1706.00,95.45
1705.00,95.45
1704.00,95.45
1703.00,95.45
1702.00,95.46
1701.00,95.45
1700.00,95.45
1699.00,95.45
1698.00,95.46
1697.00,95.46
1696.00,95.46
1695.00,95.46
1694.00,95.45
1693.00,95.46
1692.00,95.46
1691.00,95.46
1690.00,95.45
1689.00,95.45
1688.00,95.44
1687.00,95.43
1686.00,95.42
1685.00,95.41
1684.00,95.40
1683.00,95.39
1682.00,95.38
1681.00,95.38
1680.00,95.37
1679.00,95.37
1678.00,95.37
1677.00,95.37
1676.00,95.36
1675.00,95.35
1674.00,95.34
1673.00,95.34
1672.00,95.33
1671.00,95.33
1670.00,95.33
1669.00,95.32
1668.00,95.32
1667.00,95.32
1666.00,95.32
1665.00,95.33
1664.00,95.34
1663.00,95.34
1662.00,95.35
1661.00,95.36
1660.00,95.37
1659.00,95.38
1658.00,95.40
1657.00,95.41
1656.00,95.42
1655.00,95.42
1654.00,95.43
1653.00,95.44
1652.00,95.45
1651.00,95.46
1650.00,95.47
1649.00,95.48
1648.00,95.49
1647.00,95.51
1646.00,95.52
1645.00,95.52
1644.00,95.53
1643.00,95.53
1642.00,95.54
1641.00,95.54
1640.00,95.55
1639.00,95.56
1638.00,95.57
1637.00,95.58
1636.00,95.59
1635.00,95.59
1634.00,95.59
1633.00,95.59
1632.00,95.59
1631.00,95.59
1630.00,95.59
1629.00,95.58
1628.00,95.58
1627.00,95.58
1626.00,95.57
1625.00,95.56
1624.00,95.55
1623.00,95.55
1622.00,95.54
1621.00,95.54
1620.00,95.54
1619.00,95.53
1618.00,95.52
1617.00,95.50
1616.00,95.47
1615.00,95.44
1614.00,95.40
1613.00,95.34
1612.00,95.25
1611.00,95.10
1610.00,94.89
1609.00,94.59
1608.00,94.19
1607.00,93.72
1606.00,93.18
1605.00,92.61
1604.00,92.05
1603.00,91.58
1602.00,91.30
1601.00,91.25
1600.00,91.41
1599.00,91.74
1598.00,92.16
1597.00,92.61
1596.00,93.01
1595.00,93.36
1594.00,93.63
1593.00,93.86
1592.00,94.03
1591.00,94.17
1590.00,94.27
1589.00,94.30
1588.00,94.26
1587.00,94.15
1586.00,94.00
1585.00,93.84
1584.00,93.73
1583.00,93.72
1582.00,93.84
1581.00,94.03
1580.00,94.24
1579.00,94.43
1578.00,94.59
1577.00,94.74
1576.00,94.85
1575.00,94.94
1574.00,94.99
1573.00,95.04
1572.00,95.08
1571.00,95.12
1570.00,95.17
1569.00,95.21
1568.00,95.24
1567.00,95.26
1566.00,95.28
1565.00,95.29
1564.00,95.31
1563.00,95.32
1562.00,95.33
1561.00,95.34
1560.00,95.34
1559.00,95.35
1558.00,95.35
1557.00,95.35
1556.00,95.34
1555.00,95.32
1554.00,95.31
1553.00,95.30
1552.00,95.28
1551.00,95.26
1550.00,95.25
1549.00,95.23
1548.00,95.21
1547.00,95.20
1546.00,95.19
1545.00,95.18
1544.00,95.17
1543.00,95.16
1542.00,95.16
1541.00,95.17
1540.00,95.18
1539.00,95.19
1538.00,95.20
1537.00,95.21
1536.00,95.23
1535.00,95.25
1534.00,95.28
1533.00,95.31
1532.00,95.34
1531.00,95.36
1530.00,95.38
1529.00,95.41
1528.00,95.43
1527.00,95.46
1526.00,95.48
1525.00,95.50
1524.00,95.51
1523.00,95.52
1522.00,95.53
1521.00,95.55
1520.00,95.56
1519.00,95.56
1518.00,95.57
1517.00,95.59
1516.00,95.59
1515.00,95.60
1514.00,95.60
1513.00,95.61
1512.00,95.61
1511.00,95.61
1510.00,95.62
1509.00,95.62
1508.00,95.61
1507.00,95.59
1506.00,95.55
1505.00,95.49
1504.00,95.42
1503.00,95.32
1502.00,95.16
1501.00,94.91
1500.00,94.49
1499.00,93.79
1498.00,92.61
1497.00,90.81
1496.00,88.61
1495.00,86.57
1494.00,85.12
1493.00,84.45
1492.00,84.66
1491.00,85.75
1490.00,87.39
1489.00,89.01
1488.00,90.27
1487.00,91.19
1486.00,91.89
1485.00,92.44
1484.00,92.88
1483.00,93.25
1482.00,93.57
1481.00,93.82
1480.00,94.01
1479.00,94.16
1478.00,94.29
1477.00,94.39
1476.00,94.48
1475.00,94.55
1474.00,94.62
1473.00,94.67
1472.00,94.72
1471.00,94.76
1470.00,94.79
1469.00,94.81
1468.00,94.82
1467.00,94.83
1466.00,94.84
1465.00,94.82
1464.00,94.78
1463.00,94.73
1462.00,94.65
1461.00,94.52
1460.00,94.30
1459.00,93.83
1458.00,92.78
1457.00,90.99
1456.00,88.96
1455.00,87.23
1454.00,85.85
1453.00,84.85
1452.00,84.37
1451.00,84.46
1450.00,84.97
1449.00,85.69
1448.00,86.45
1447.00,87.15
1446.00,87.74
1445.00,88.27
1444.00,88.80
1443.00,89.33
1442.00,89.82
1441.00,90.25
1440.00,90.62
1439.00,90.97
1438.00,91.33
1437.00,91.71
1436.00,92.08
1435.00,92.38
1434.00,92.62
1433.00,92.84
1432.00,93.05
1431.00,93.26
1430.00,93.44
1429.00,93.60
1428.00,93.73
1427.00,93.83
1426.00,93.92
1425.00,94.00
1424.00,94.07
1423.00,94.13
1422.00,94.17
1421.00,94.22
1420.00,94.26
1419.00,94.30
1418.00,94.33
1417.00,94.36
1416.00,94.39
1415.00,94.41
1414.00,94.43
1413.00,94.45
1412.00,94.47
1411.00,94.49
1410.00,94.50
1409.00,94.51
1408.00,94.53
1407.00,94.54
1406.00,94.55
1405.00,94.55
1404.00,94.56
1403.00,94.57
1402.00,94.57
1401.00,94.57
1400.00,94.57
1399.00,94.56
1398.00,94.55
1397.00,94.54
1396.00,94.53
1395.00,94.50
1394.00,94.46
1393.00,94.42
1392.00,94.38
1391.00,94.33
1390.00,94.27
1389.00,94.21
1388.00,94.13
1387.00,94.04
1386.00,93.96
1385.00,93.89
1384.00,93.82
1383.00,93.75
1382.00,93.67
1381.00,93.60
1380.00,93.53
1379.00,93.46
1378.00,93.39
1377.00,93.32
1376.00,93.25
1375.00,93.19
1374.00,93.13
1373.00,93.10
1372.00,93.08
1371.00,93.08
1370.00,93.09
1369.00,93.10
1368.00,93.11
1367.00,93.12
1366.00,93.13
1365.00,93.14
1364.00,93.16
1363.00,93.18
1362.00,93.20
1361.00,93.22
1360.00,93.24
1359.00,93.26
1358.00,93.27
1357.00,93.29
1356.00,93.31
1355.00,93.32
1354.00,93.33
1353.00,93.34
1352.00,93.34
1351.00,93.34
1350.00,93.34
1349.00,93.34
1348.00,93.34
1347.00,93.34
1346.00,93.36
1345.00,93.37
1344.00,93.40
1343.00,93.42
1342.00,93.45
1341.00,93.48
1340.00,93.51
1339.00,93.53
1338.00,93.53
1337.00,93.53
1336.00,93.53
1335.00,93.51
1334.00,93.48
1333.00,93.44
1332.00,93.39
1331.00,93.35
1330.00,93.31
1329.00,93.29
1328.00,93.29
1327.00,93.31
1326.00,93.33
1325.00,93.36
1324.00,93.39
1323.00,93.43
1322.00,93.45
1321.00,93.47
1320.00,93.48
1319.00,93.48
1318.00,93.48
1317.00,93.47
1316.00,93.45
1315.00,93.44
1314.00,93.42
1313.00,93.41
1312.00,93.42
1311.00,93.43
1310.00,93.45
1309.00,93.47
1308.00,93.49
1307.00,93.52
1306.00,93.55
1305.00,93.58
1304.00,93.62
1303.00,93.65
1302.00,93.69
1301.00,93.72
1300.00,93.74
1299.00,93.77
1298.00,93.79
1297.00,93.81
1296.00,93.83
1295.00,93.84
1294.00,93.85
1293.00,93.87
1292.00,93.88
1291.00,93.90
1290.00,93.92
1289.00,93.94
1288.00,93.96
1287.00,93.98
1286.00,93.99
1285.00,94.00
1284.00,94.01
1283.00,94.03
1282.00,94.04
1281.00,94.06
1280.00,94.08
1279.00,94.11
1278.00,94.13
1277.00,94.17
1276.00,94.21
1275.00,94.25
1274.00,94.29
1273.00,94.34
1272.00,94.38
1271.00,94.42
1270.00,94.46
1269.00,94.50
1268.00,94.54
1267.00,94.58
1266.00,94.62
1265.00,94.66
1264.00,94.70
1263.00,94.74
1262.00,94.78
1261.00,94.82
1260.00,94.87
1259.00,94.91
1258.00,94.95
1257.00,95.00
1256.00,95.04
1255.00,95.09
1254.00,95.14
1253.00,95.19
1252.00,95.24
1251.00,95.29
1250.00,95.34
1249.00,95.38
1248.00,95.42
1247.00,95.45
1246.00,95.48
1245.00,95.51
1244.00,95.54
1243.00,95.57
1242.00,95.60
1241.00,95.62
1240.00,95.63
1239.00,95.65
1238.00,95.65
1237.00,95.66
1236.00,95.66
1235.00,95.66
1234.00,95.65
1233.00,95.63
1232.00,95.61
1231.00,95.59
1230.00,95.57
1229.00,95.56
1228.00,95.54
1227.00,95.53
1226.00,95.51
1225.00,95.49
1224.00,95.48
1223.00,95.48
1222.00,95.47
1221.00,95.46
1220.00,95.44
1219.00,95.42
1218.00,95.40
1217.00,95.37
1216.00,95.34
1215.00,95.32
1214.00,95.29
1213.00,95.27
1212.00,95.24
1211.00,95.21
1210.00,95.19
1209.00,95.16
1208.00,95.12
1207.00,95.08
1206.00,95.04
1205.00,94.99
1204.00,94.95
1203.00,94.90
1202.00,94.85
1201.00,94.80
1200.00,94.76
1199.00,94.73
1198.00,94.69
1197.00,94.67
1196.00,94.64
1195.00,94.61
1194.00,94.59
1193.00,94.57
1192.00,94.56
1191.00,94.53
1190.00,94.50
1189.00,94.46
1188.00,94.39
1187.00,94.30
1186.00,94.19
1185.00,94.07
1184.00,93.95
1183.00,93.84
1182.00,93.76
1181.00,93.73
1180.00,93.75
1179.00,93.84
1178.00,93.96
1177.00,94.11
1176.00,94.25
1175.00,94.37
1174.00,94.45
1173.00,94.52
1172.00,94.56
1171.00,94.59
1170.00,94.61
1169.00,94.63
1168.00,94.64
1167.00,94.64
1166.00,94.63
1165.00,94.61
1164.00,94.58
1163.00,94.53
1162.00,94.46
1161.00,94.36
1160.00,94.24
1159.00,94.08
1158.00,93.91
1157.00,93.73
1156.00,93.59
1155.00,93.50
1154.00,93.49
1153.00,93.56
1152.00,93.69
1151.00,93.85
1150.00,94.03
1149.00,94.18
1148.00,94.31
1147.00,94.42
1146.00,94.50
1145.00,94.56
1144.00,94.62
1143.00,94.66
1142.00,94.70
1141.00,94.74
1140.00,94.77
1139.00,94.79
1138.00,94.82
1137.00,94.83
1136.00,94.85
1135.00,94.86
1134.00,94.87
1133.00,94.88
1132.00,94.88
1131.00,94.89
1130.00,94.89
1129.00,94.89
1128.00,94.88
1127.00,94.87
1126.00,94.87
1125.00,94.86
1124.00,94.85
1123.00,94.83
1122.00,94.81
1121.00,94.78
1120.00,94.74
1119.00,94.70
1118.00,94.66
1117.00,94.61
1116.00,94.57
1115.00,94.52
1114.00,94.49
1113.00,94.47
1112.00,94.45
1111.00,94.44
1110.00,94.44
1109.00,94.44
1108.00,94.44
1107.00,94.44
1106.00,94.44
1105.00,94.43
1104.00,94.43
1103.00,94.42
1102.00,94.40
1101.00,94.38
1100.00,94.35
1099.00,94.33
1098.00,94.31
1097.00,94.29
1096.00,94.27
1095.00,94.24
1094.00,94.21
1093.00,94.18
1092.00,94.15
1091.00,94.13
1090.00,94.10
1089.00,94.07
1088.00,94.03
1087.00,93.98
1086.00,93.93
1085.00,93.87
1084.00,93.81
1083.00,93.75
1082.00,93.68
1081.00,93.60
1080.00,93.52
1079.00,93.44
1078.00,93.36
1077.00,93.27
1076.00,93.16
1075.00,93.03
1074.00,92.90
1073.00,92.76
1072.00,92.64
1071.00,92.53
1070.00,92.44
1069.00,92.39
1068.00,92.38
1067.00,92.40
1066.00,92.47
1065.00,92.56
1064.00,92.67
1063.00,92.79
1062.00,92.91
1061.00,93.02
1060.00,93.13
1059.00,93.22
1058.00,93.31
1057.00,93.39
1056.00,93.46
1055.00,93.53
1054.00,93.58
1053.00,93.64
1052.00,93.69
1051.00,93.74
1050.00,93.78
1049.00,93.83
1048.00,93.87
1047.00,93.90
1046.00,93.94
1045.00,93.97
1044.00,93.99
1043.00,94.01
1042.00,94.02
1041.00,93.99
1040.00,93.94
1039.00,93.85
1038.00,93.71
1037.00,93.51
1036.00,93.21
1035.00,92.82
1034.00,92.33
1033.00,91.79
1032.00,91.24
1031.00,90.73
1030.00,90.32
1029.00,90.04
1028.00,89.92
1027.00,89.99
1026.00,90.21
1025.00,90.52
1024.00,90.85
1023.00,91.16
1022.00,91.44
1021.00,91.66
1020.00,91.86
1019.00,92.02
1018.00,92.16
1017.00,92.29
1016.00,92.41
1015.00,92.51
1014.00,92.59
1013.00,92.66
1012.00,92.72
1011.00,92.78
1010.00,92.82
1009.00,92.85
1008.00,92.86
1007.00,92.84
1006.00,92.78
1005.00,92.73
1004.00,92.69
1003.00,92.70
1002.00,92.76
1001.00,92.88
1000.00,93.02
999.00,93.15
998.00,93.26
997.00,93.34
996.00,93.39
995.00,93.42
994.00,93.44
993.00,93.45
992.00,93.44
991.00,93.43
990.00,93.42
989.00,93.40
988.00,93.37
987.00,93.32
986.00,93.27
985.00,93.21
984.00,93.15
983.00,93.09
982.00,93.04
981.00,93.00
980.00,92.98
979.00,92.98
978.00,93.00
977.00,93.03
976.00,93.08
975.00,93.13
974.00,93.17
973.00,93.20
972.00,93.20
971.00,93.17
970.00,93.12
969.00,93.05
968.00,92.97
967.00,92.90
966.00,92.84
965.00,92.80
964.00,92.78
963.00,92.79
962.00,92.83
961.00,92.90
960.00,92.99
959.00,93.09
958.00,93.19
957.00,93.27
956.00,93.35
955.00,93.41
954.00,93.45
953.00,93.48
952.00,93.50
951.00,93.51
950.00,93.51
949.00,93.51
948.00,93.50
947.00,93.49
946.00,93.47
945.00,93.45
944.00,93.44
943.00,93.43
942.00,93.44
941.00,93.46
940.00,93.49
939.00,93.53
938.00,93.58
937.00,93.63
936.00,93.69
935.00,93.75
934.00,93.80
933.00,93.85
932.00,93.88
931.00,93.90
930.00,93.92
929.00,93.94
928.00,93.96
927.00,93.97
926.00,93.98
925.00,93.98
924.00,93.97
923.00,93.95
922.00,93.93
921.00,93.91
920.00,93.87
919.00,93.81
918.00,93.73
917.00,93.62
916.00,93.49
915.00,93.33
914.00,93.14
913.00,92.91
912.00,92.66
911.00,92.39
910.00,92.13
909.00,91.88
908.00,91.67
907.00,91.51
