Created as New Dataset,PP 12kDa Sigma
cm-1,%T
2499.00,98.74
2498.00,98.74
2497.00,98.74
2496.00,98.74
2495.00,98.74
2494.00,98.74
2493.00,98.75
2492.00,98.75
2491.00,98.76
2490.00,98.76
2489.00,98.76
2488.00,98.76
2487.00,98.75
2486.00,98.75
2485.00,98.76
2484.00,98.76
2483.00,98.76
2482.00,98.76
2481.00,98.76
2480.00,98.76
2479.00,98.76
2478.00,98.77
2477.00,98.77
2476.00,98.78
2475.00,98.78
2474.00,98.78
2473.00,98.78
2472.00,98.78
2471.00,98.78
2470.00,98.78
2469.00,98.78
2468.00,98.78
2467.00,98.77
2466.00,98.77
2465.00,98.76
2464.00,98.76
2463.00,98.76
2462.00,98.76
2461.00,98.76
2460.00,98.76
2459.00,98.75
2458.00,98.75
2457.00,98.74
2456.00,98.74
2455.00,98.73
2454.00,98.73
2453.00,98.73
2452.00,98.73
2451.00,98.73
2450.00,98.73
2449.00,98.73
2448.00,98.74
2447.00,98.74
2446.00,98.74
2445.00,98.74
2444.00,98.74
2443.00,98.73
2442.00,98.73
2441.00,98.74
2440.00,98.74
2439.00,98.74
2438.00,98.74
2437.00,98.73
2436.00,98.72
2435.00,98.72
2434.00,98.72
2433.00,98.72
2432.00,98.72
2431.00,98.72
2430.00,98.71
2429.00,98.71
2428.00,98.71
2427.00,98.72
2426.00,98.73
2425.00,98.74
2424.00,98.75
2423.00,98.75
2422.00,98.76
2421.00,98.76
2420.00,98.77
2419.00,98.77
2418.00,98.77
2417.00,98.78
2416.00,98.78
2415.00,98.78
2414.00,98.78
2413.00,98.78
2412.00,98.78
2411.00,98.77
2410.00,98.77
2409.00,98.77
2408.00,98.78
2407.00,98.79
2406.00,98.80
2405.00,98.80
2404.00,98.80
2403.00,98.80
2402.00,98.80
2401.00,98.81
2400.00,98.81
2399.00,98.81
2398.00,98.80
2397.00,98.80
2396.00,98.80
2395.00,98.81
2394.00,98.81
2393.00,98.82
2392.00,98.82
2391.00,98.83
2390.00,98.83
2389.00,98.84
2388.00,98.84
2387.00,98.85
2386.00,98.85
2385.00,98.86
2384.00,98.87
2383.00,98.89
2382.00,98.91
2381.00,98.93
2380.00,98.95
2379.00,98.97
2378.00,98.99
2377.00,99.01
2376.00,99.02
2375.00,99.03
2374.00,99.04
2373.00,99.04
2372.00,99.04
2371.00,99.04
2370.00,99.04
2369.00,99.03
2368.00,99.03
2367.00,99.04
2366.00,99.05
2365.00,99.06
2364.00,99.06
2363.00,99.07
2362.00,99.07
2361.00,99.07
2360.00,99.06
2359.00,99.05
2358.00,99.05
2357.00,99.04
2356.00,99.04
2355.00,99.05
2354.00,99.05
2353.00,99.06
2352.00,99.06
2351.00,99.06
2350.00,99.06
2349.00,99.05
2348.00,99.05
2347.00,99.05
2346.00,99.07
2345.00,99.08
2344.00,99.08
2343.00,99.07
2342.00,99.05
2341.00,99.03
2340.00,99.02
2339.00,99.00
2338.00,98.99
2337.00,98.97
2336.00,98.96
2335.00,98.96
2334.00,98.95
2333.00,98.95
2332.00,98.96
2331.00,98.97
2330.00,98.98
2329.00,98.97
2328.00,98.93
2327.00,98.86
2326.00,98.77
2325.00,98.69
2324.00,98.64
2323.00,98.64
2322.00,98.66
2321.00,98.70
2320.00,98.74
2319.00,98.76
2318.00,98.77
2317.00,98.78
2316.00,98.78
2315.00,98.79
2314.00,98.80
2313.00,98.81
2312.00,98.81
2311.00,98.82
2310.00,98.82
2309.00,98.82
2308.00,98.82
2307.00,98.81
2306.00,98.81
2305.00,98.80
2304.00,98.79
2303.00,98.78
2302.00,98.77
2301.00,98.76
2300.00,98.75
2299.00,98.74
2298.00,98.73
2297.00,98.72
2296.00,98.71
2295.00,98.70
2294.00,98.68
2293.00,98.65
2292.00,98.63
2291.00,98.61
2290.00,98.60
2289.00,98.58
2288.00,98.57
2287.00,98.55
2286.00,98.54
2285.00,98.53
2284.00,98.52
2283.00,98.52
2282.00,98.53
2281.00,98.55
2280.00,98.56
2279.00,98.58
2278.00,98.59
2277.00,98.59
2276.00,98.59
2275.00,98.60
2274.00,98.60
2273.00,98.59
2272.00,98.59
2271.00,98.59
2270.00,98.59
2269.00,98.59
2268.00,98.60
2267.00,98.62
2266.00,98.64
2265.00,98.64
2264.00,98.64
2263.00,98.64
2262.00,98.63
2261.00,98.61
2260.00,98.59
2259.00,98.58
2258.00,98.57
2257.00,98.57
2256.00,98.59
2255.00,98.61
2254.00,98.63
2253.00,98.64
2252.00,98.65
2251.00,98.64
2250.00,98.64
2249.00,98.63
2248.00,98.63
2247.00,98.63
2246.00,98.63
2245.00,98.63
2244.00,98.63
2243.00,98.62
2242.00,98.62
2241.00,98.62
2240.00,98.62
2239.00,98.62
2238.00,98.62
2237.00,98.61
2236.00,98.61
2235.00,98.60
2234.00,98.59
2233.00,98.59
2232.00,98.58
2231.00,98.59
2230.00,98.59
2229.00,98.59
2228.00,98.59
2227.00,98.59
2226.00,98.59
2225.00,98.59
2224.00,98.59
2223.00,98.60
2222.00,98.62
2221.00,98.63
2220.00,98.63
2219.00,98.63
2218.00,98.62
2217.00,98.62
2216.00,98.61
2215.00,98.61
2214.00,98.61
2213.00,98.60
2212.00,98.60
2211.00,98.59
2210.00,98.60
2209.00,98.60
2208.00,98.59
2207.00,98.57
2206.00,98.55
2205.00,98.54
2204.00,98.53
2203.00,98.54
2202.00,98.55
2201.00,98.55
2200.00,98.54
2199.00,98.53
2198.00,98.53
2197.00,98.53
2196.00,98.52
2195.00,98.51
2194.00,98.49
2193.00,98.48
2192.00,98.47
2191.00,98.46
2190.00,98.46
2189.00,98.45
2188.00,98.44
2187.00,98.43
2186.00,98.43
2185.00,98.42
2184.00,98.42
2183.00,98.44
2182.00,98.48
2181.00,98.52
2180.00,98.54
2179.00,98.54
2178.00,98.52
2177.00,98.51
2176.00,98.51
2175.00,98.52
2174.00,98.52
2173.00,98.51
2172.00,98.48
2171.00,98.45
2170.00,98.42
2169.00,98.38
2168.00,98.32
2167.00,98.27
2166.00,98.23
2165.00,98.19
2164.00,98.16
2163.00,98.11
2162.00,98.08
2161.00,98.11
2160.00,98.28
2159.00,98.56
2158.00,98.87
2157.00,99.08
2156.00,99.17
2155.00,99.16
2154.00,99.11
2153.00,99.06
2152.00,99.01
2151.00,98.97
2150.00,98.94
2149.00,98.91
2148.00,98.91
2147.00,98.92
2146.00,98.94
2145.00,98.96
2144.00,98.97
2143.00,98.97
2142.00,98.97
2141.00,98.96
2140.00,98.95
2139.00,98.94
2138.00,98.94
2137.00,98.95
2136.00,98.97
2135.00,99.01
2134.00,99.05
2133.00,99.08
2132.00,99.09
2131.00,99.08
2130.00,99.05
2129.00,99.02
2128.00,98.98
2127.00,98.96
2126.00,98.94
2125.00,98.92
2124.00,98.91
2123.00,98.89
2122.00,98.87
2121.00,98.85
2120.00,98.84
2119.00,98.83
2118.00,98.82
2117.00,98.80
2116.00,98.77
2115.00,98.75
2114.00,98.73
2113.00,98.72
2112.00,98.71
2111.00,98.71
2110.00,98.71
2109.00,98.70
2108.00,98.70
2107.00,98.70
2106.00,98.71
2105.00,98.72
2104.00,98.72
2103.00,98.73
2102.00,98.73
2101.00,98.72
2100.00,98.72
2099.00,98.72
2098.00,98.73
2097.00,98.75
2096.00,98.78
2095.00,98.81
2094.00,98.84
2093.00,98.84
2092.00,98.84
2091.00,98.82
2090.00,98.80
2089.00,98.78
2088.00,98.76
2087.00,98.74
2086.00,98.73
2085.00,98.73
2084.00,98.72
2083.00,98.71
2082.00,98.70
2081.00,98.68
2080.00,98.67
2079.00,98.67
2078.00,98.68
2077.00,98.68
2076.00,98.68
2075.00,98.69
2074.00,98.70
2073.00,98.70
2072.00,98.70
2071.00,98.70
2070.00,98.71
2069.00,98.71
2068.00,98.71
2067.00,98.71
2066.00,98.72
2065.00,98.72
2064.00,98.72
2063.00,98.72
2062.00,98.71
2061.00,98.71
2060.00,98.70
2059.00,98.69
2058.00,98.67
2057.00,98.66
2056.00,98.65
2055.00,98.66
2054.00,98.66
2053.00,98.63
2052.00,98.55
2051.00,98.48
2050.00,98.44
2049.00,98.45
2048.00,98.49
2047.00,98.53
2046.00,98.55
2045.00,98.56
2044.00,98.56
2043.00,98.55
2042.00,98.54
2041.00,98.53
2040.00,98.52
2039.00,98.50
2038.00,98.49
2037.00,98.47
2036.00,98.48
2035.00,98.51
2034.00,98.55
2033.00,98.60
2032.00,98.63
2031.00,98.66
2030.00,98.67
2029.00,98.67
2028.00,98.66
2027.00,98.66
2026.00,98.66
2025.00,98.66
2024.00,98.66
2023.00,98.66
2022.00,98.66
2021.00,98.66
2020.00,98.66
2019.00,98.66
2018.00,98.68
2017.00,98.69
2016.00,98.70
2015.00,98.71
2014.00,98.71
2013.00,98.69
2012.00,98.67
2011.00,98.64
2010.00,98.61
2009.00,98.61
2008.00,98.64
2007.00,98.72
2006.00,98.79
2005.00,98.84
2004.00,98.84
2003.00,98.82
2002.00,98.78
2001.00,98.75
2000.00,98.72
1999.00,98.70
1998.00,98.70
1997.00,98.69
1996.00,98.69
1995.00,98.69
1994.00,98.68
1993.00,98.67
1992.00,98.66
1991.00,98.65
1990.00,98.63
1989.00,98.61
1988.00,98.60
1987.00,98.58
1986.00,98.56
1985.00,98.52
1984.00,98.47
1983.00,98.41
1982.00,98.34
1981.00,98.28
1980.00,98.25
1979.00,98.30
1978.00,98.41
1977.00,98.54
1976.00,98.64
1975.00,98.70
1974.00,98.72
1973.00,98.72
1972.00,98.73
1971.00,98.74
1970.00,98.76
1969.00,98.77
1968.00,98.78
1967.00,98.79
1966.00,98.81
1965.00,98.82
1964.00,98.83
1963.00,98.83
1962.00,98.84
1961.00,98.86
1960.00,98.89
1959.00,98.93
1958.00,98.95
1957.00,98.95
1956.00,98.94
1955.00,98.93
1954.00,98.92
1953.00,98.91
1952.00,98.90
1951.00,98.89
1950.00,98.89
1949.00,98.89
1948.00,98.89
1947.00,98.90
1946.00,98.90
1945.00,98.90
1944.00,98.90
1943.00,98.90
1942.00,98.90
1941.00,98.90
1940.00,98.89
1939.00,98.90
1938.00,98.91
1937.00,98.92
1936.00,98.92
1935.00,98.92
1934.00,98.92
1933.00,98.92
1932.00,98.92
1931.00,98.91
1930.00,98.91
1929.00,98.90
1928.00,98.89
1927.00,98.90
1926.00,98.91
1925.00,98.92
1924.00,98.92
1923.00,98.91
1922.00,98.89
1921.00,98.88
1920.00,98.86
1919.00,98.85
1918.00,98.85
1917.00,98.85
1916.00,98.86
1915.00,98.86
1914.00,98.86
1913.00,98.86
1912.00,98.86
1911.00,98.86
1910.00,98.87
1909.00,98.88
1908.00,98.88
1907.00,98.89
1906.00,98.89
1905.00,98.89
1904.00,98.88
1903.00,98.88
1902.00,98.88
1901.00,98.87
1900.00,98.87
1899.00,98.87
1898.00,98.87
1897.00,98.87
1896.00,98.87
1895.00,98.87
1894.00,98.87
1893.00,98.87
1892.00,98.87
1891.00,98.88
1890.00,98.89
1889.00,98.89
1888.00,98.89
1887.00,98.89
1886.00,98.89
1885.00,98.89
1884.00,98.89
1883.00,98.90
1882.00,98.91
1881.00,98.91
1880.00,98.91
1879.00,98.90
1878.00,98.90
1877.00,98.90
1876.00,98.91
1875.00,98.91
1874.00,98.91
1873.00,98.91
1872.00,98.91
1871.00,98.91
1870.00,98.91
1869.00,98.91
1868.00,98.90
1867.00,98.90
1866.00,98.90
1865.00,98.89
1864.00,98.89
1863.00,98.89
1862.00,98.89
1861.00,98.89
1860.00,98.89
1859.00,98.90
1858.00,98.90
1857.00,98.91
1856.00,98.91
1855.00,98.91
1854.00,98.91
1853.00,98.91
1852.00,98.91
1851.00,98.91
1850.00,98.91
1849.00,98.91
1848.00,98.91
1847.00,98.91
1846.00,98.91
1845.00,98.90
1844.00,98.90
1843.00,98.91
1842.00,98.91
1841.00,98.91
1840.00,98.91
1839.00,98.90
1838.00,98.90
1837.00,98.90
1836.00,98.90
1835.00,98.90
1834.00,98.89
1833.00,98.89
1832.00,98.88
1831.00,98.88
1830.00,98.88
1829.00,98.89
1828.00,98.90
1827.00,98.91
1826.00,98.91
1825.00,98.91
1824.00,98.90
1823.00,98.90
1822.00,98.91
1821.00,98.92
1820.00,98.93
1819.00,98.95
1818.00,98.98
1817.00,98.99
1816.00,98.99
1815.00,98.99
1814.00,98.98
1813.00,98.96
1812.00,98.95
1811.00,98.95
1810.00,98.94
1809.00,98.94
1808.00,98.94
1807.00,98.94
1806.00,98.93
1805.00,98.93
1804.00,98.93
1803.00,98.92
1802.00,98.92
1801.00,98.92
1800.00,98.92
1799.00,98.92
1798.00,98.92
1797.00,98.91
1796.00,98.91
1795.00,98.91
1794.00,98.91
1793.00,98.90
1792.00,98.90
1791.00,98.89
1790.00,98.89
1789.00,98.89
1788.00,98.88
1787.00,98.88
1786.00,98.88
1785.00,98.88
1784.00,98.88
1783.00,98.87
1782.00,98.87
1781.00,98.86
1780.00,98.86
1779.00,98.87
1778.00,98.88
1777.00,98.89
1776.00,98.89
1775.00,98.90
1774.00,98.90
1773.00,98.89
1772.00,98.88
1771.00,98.88
1770.00,98.88
1769.00,98.88
1768.00,98.87
1767.00,98.88
1766.00,98.88
1765.00,98.88
1764.00,98.88
1763.00,98.88
1762.00,98.88
1761.00,98.88
1760.00,98.88
1759.00,98.88
1758.00,98.88
1757.00,98.88
1756.00,98.88
1755.00,98.88
1754.00,98.89
1753.00,98.89
1752.00,98.89
1751.00,98.89
1750.00,98.89
1749.00,98.88
1748.00,98.87
1747.00,98.87
1746.00,98.87
1745.00,98.87
1744.00,98.87
1743.00,98.87
1742.00,98.87
1741.00,98.87
1740.00,98.87
1739.00,98.87
1738.00,98.86
1737.00,98.86
1736.00,98.85
1735.00,98.85
1734.00,98.85
1733.00,98.85
1732.00,98.85
1731.00,98.85
1730.00,98.84
1729.00,98.83
1728.00,98.83
1727.00,98.82
1726.00,98.82
1725.00,98.82
1724.00,98.81
1723.00,98.81
1722.00,98.81
1721.00,98.80
1720.00,98.80
1719.00,98.80
1718.00,98.79
1717.00,98.79
1716.00,98.79
1715.00,98.79
1714.00,98.78
1713.00,98.78
1712.00,98.77
1711.00,98.77
1710.00,98.77
1709.00,98.77
1708.00,98.77
1707.00,98.76
1706.00,98.77
1705.00,98.76
1704.00,98.77
1703.00,98.77
1702.00,98.77
1701.00,98.76
1700.00,98.76
1699.00,98.76
1698.00,98.75
1697.00,98.74
1696.00,98.73
1695.00,98.73
1694.00,98.73
1693.00,98.73
1692.00,98.73
1691.00,98.74
1690.00,98.74
1689.00,98.74
1688.00,98.74
1687.00,98.75
1686.00,98.76
1685.00,98.76
1684.00,98.75
1683.00,98.74
1682.00,98.74
1681.00,98.74
1680.00,98.73
1679.00,98.74
1678.00,98.74
1677.00,98.75
1676.00,98.75
1675.00,98.75
1674.00,98.75
1673.00,98.75
1672.00,98.74
1671.00,98.74
1670.00,98.75
1669.00,98.74
1668.00,98.74
1667.00,98.74
1666.00,98.74
1665.00,98.74
1664.00,98.73
1663.00,98.73
1662.00,98.72
1661.00,98.71
1660.00,98.70
1659.00,98.69
1658.00,98.67
1657.00,98.66
1656.00,98.64
1655.00,98.62
1654.00,98.57
1653.00,98.51
1652.00,98.47
1651.00,98.46
1650.00,98.45
1649.00,98.46
1648.00,98.47
1647.00,98.50
1646.00,98.53
1645.00,98.54
1644.00,98.55
1643.00,98.57
1642.00,98.58
1641.00,98.60
1640.00,98.61
1639.00,98.63
1638.00,98.64
1637.00,98.65
1636.00,98.66
1635.00,98.67
1634.00,98.67
1633.00,98.67
1632.00,98.67
1631.00,98.68
1630.00,98.69
1629.00,98.69
1628.00,98.70
1627.00,98.70
1626.00,98.70
1625.00,98.70
1624.00,98.70
1623.00,98.71
1622.00,98.72
1621.00,98.73
1620.00,98.73
1619.00,98.73
1618.00,98.74
1617.00,98.73
1616.00,98.73
1615.00,98.74
1614.00,98.75
1613.00,98.75
1612.00,98.74
1611.00,98.74
1610.00,98.73
1609.00,98.73
1608.00,98.73
1607.00,98.73
1606.00,98.74
1605.00,98.74
1604.00,98.75
1603.00,98.75
1602.00,98.76
1601.00,98.76
1600.00,98.76
1599.00,98.76
1598.00,98.76
1597.00,98.76
1596.00,98.76
1595.00,98.77
1594.00,98.77
1593.00,98.77
1592.00,98.77
1591.00,98.78
1590.00,98.78
1589.00,98.78
1588.00,98.77
1587.00,98.78
1586.00,98.78
1585.00,98.78
1584.00,98.78
1583.00,98.78
1582.00,98.78
1581.00,98.78
1580.00,98.78
1579.00,98.78
1578.00,98.78
1577.00,98.78
1576.00,98.77
1575.00,98.77
1574.00,98.78
1573.00,98.77
1572.00,98.77
1571.00,98.77
1570.00,98.78
1569.00,98.77
1568.00,98.77
1567.00,98.76
1566.00,98.76
1565.00,98.76
1564.00,98.76
1563.00,98.76
1562.00,98.77
1561.00,98.77
1560.00,98.75
1559.00,98.74
1558.00,98.75
1557.00,98.75
1556.00,98.74
1555.00,98.73
1554.00,98.73
1553.00,98.73
1552.00,98.72
1551.00,98.72
1550.00,98.72
1549.00,98.72
1548.00,98.72
1547.00,98.72
1546.00,98.73
1545.00,98.72
1544.00,98.72
1543.00,98.73
1542.00,98.74
1541.00,98.74
1540.00,98.73
1539.00,98.73
1538.00,98.73
1537.00,98.72
1536.00,98.72
1535.00,98.72
1534.00,98.72
1533.00,98.71
1532.00,98.70
1531.00,98.70
1530.00,98.70
1529.00,98.69
1528.00,98.68
1527.00,98.68
1526.00,98.68
1525.00,98.67
1524.00,98.66
1523.00,98.65
1522.00,98.64
1521.00,98.63
1520.00,98.62
1519.00,98.62
1518.00,98.62
1517.00,98.60
1516.00,98.58
1515.00,98.58
1514.00,98.57
1513.00,98.56
1512.00,98.55
1511.00,98.54
1510.00,98.54
1509.00,98.53
1508.00,98.50
1507.00,98.48
1506.00,98.46
1505.00,98.44
1504.00,98.42
1503.00,98.41
1502.00,98.40
1501.00,98.37
1500.00,98.34
1499.00,98.32
1498.00,98.30
1497.00,98.26
1496.00,98.21
1495.00,98.18
1494.00,98.16
1493.00,98.11
1492.00,98.06
1491.00,98.01
1490.00,97.96
1489.00,97.87
1488.00,97.78
1487.00,97.70
1486.00,97.62
1485.00,97.51
1484.00,97.39
1483.00,97.27
1482.00,97.11
1481.00,96.91
1480.00,96.69
1479.00,96.47
1478.00,96.19
1477.00,95.82
1476.00,95.37
1475.00,94.86
1474.00,94.18
1473.00,93.18
1472.00,92.00
1471.00,90.86
1470.00,89.77
1469.00,88.64
1468.00,87.45
1467.00,86.18
1466.00,84.77
1465.00,83.30
1464.00,82.03
1463.00,81.12
1462.00,80.47
1461.00,79.96
1460.00,79.57
1459.00,79.25
1458.00,78.97
1457.00,78.75
1456.00,78.67
1455.00,78.70
1454.00,78.79
1453.00,78.98
1452.00,79.33
1451.00,79.89
1450.00,80.68
1449.00,81.80
1448.00,83.24
1447.00,84.79
1446.00,86.21
1445.00,87.48
1444.00,88.59
1443.00,89.53
1442.00,90.25
1441.00,90.75
1440.00,91.07
1439.00,91.22
1438.00,91.25
1437.00,91.31
1436.00,91.56
1435.00,92.04
1434.00,92.70
1433.00,93.49
1432.00,94.31
1431.00,95.05
1430.00,95.64
1429.00,96.08
1428.00,96.39
1427.00,96.59
1426.00,96.73
1425.00,96.87
1424.00,97.00
1423.00,97.08
1422.00,97.14
1421.00,97.21
1420.00,97.28
1419.00,97.33
1418.00,97.36
1417.00,97.40
1416.00,97.44
1415.00,97.46
1414.00,97.47
1413.00,97.49
1412.00,97.52
1411.00,97.53
1410.00,97.53
1409.00,97.55
1408.00,97.57
1407.00,97.56
1406.00,97.55
1405.00,97.55
1404.00,97.56
1403.00,97.54
1402.00,97.51
1401.00,97.50
1400.00,97.48
1399.00,97.45
1398.00,97.39
1397.00,97.35
1396.00,97.30
1395.00,97.21
1394.00,97.09
1393.00,96.98
1392.00,96.86
1391.00,96.68
1390.00,96.44
1389.00,96.10
1388.00,95.59
1387.00,94.82
1386.00,93.77
1385.00,92.43
1384.00,90.63
1383.00,88.24
1382.00,85.24
1381.00,81.72
1380.00,77.83
1379.00,73.94
1378.00,70.70
1377.00,68.74
1376.00,68.51
1375.00,70.25
1374.00,73.57
1373.00,77.50
1372.00,81.19
1371.00,84.36
1370.00,87.04
1369.00,89.17
1368.00,90.70
1367.00,91.67
1366.00,92.21
1365.00,92.44
1364.00,92.41
1363.00,92.20
1362.00,91.87
1361.00,91.54
1360.00,91.33
1359.00,91.32
1358.00,91.56
1357.00,92.04
1356.00,92.68
1355.00,93.38
1354.00,94.05
1353.00,94.63
1352.00,95.10
1351.00,95.49
1350.00,95.82
1349.00,96.09
1348.00,96.31
1347.00,96.50
1346.00,96.66
1345.00,96.79
1344.00,96.90
1343.00,96.98
1342.00,97.06
1341.00,97.11
1340.00,97.15
1339.00,97.17
1338.00,97.18
1337.00,97.17
1336.00,97.15
1335.00,97.12
1334.00,97.06
1333.00,96.99
1332.00,96.92
1331.00,96.88
1330.00,96.87
1329.00,96.90
1328.00,96.96
1327.00,97.04
1326.00,97.14
1325.00,97.25
1324.00,97.36
1323.00,97.46
1322.00,97.54
1321.00,97.60
1320.00,97.65
1319.00,97.70
1318.00,97.74
1317.00,97.78
1316.00,97.82
1315.00,97.84
1314.00,97.85
1313.00,97.84
1312.00,97.81
1311.00,97.76
1310.00,97.67
1309.00,97.52
1308.00,97.32
1307.00,97.08
1306.00,96.86
1305.00,96.70
1304.00,96.66
1303.00,96.72
1302.00,96.84
1301.00,96.95
1300.00,97.02
1299.00,97.06
1298.00,97.07
1297.00,97.08
1296.00,97.11
1295.00,97.15
1294.00,97.22
1293.00,97.31
1292.00,97.40
1291.00,97.49
1290.00,97.58
1289.00,97.65
1288.00,97.71
1287.00,97.76
1286.00,97.80
1285.00,97.85
1284.00,97.88
1283.00,97.92
1282.00,97.95
1281.00,97.98
1280.00,98.01
1279.00,98.03
1278.00,98.05
1277.00,98.06
1276.00,98.08
1275.00,98.09
1274.00,98.10
1273.00,98.12
1272.00,98.12
1271.00,98.13
1270.00,98.13
1269.00,98.12
1268.00,98.11
1267.00,98.10
1266.00,98.08
1265.00,98.05
1264.00,98.02
1263.00,97.97
1262.00,97.90
1261.00,97.80
1260.00,97.68
1259.00,97.53
1258.00,97.38
1257.00,97.26
1256.00,97.23
1255.00,97.28
1254.00,97.41
1253.00,97.60
1252.00,97.79
1251.00,97.96
1250.00,98.10
1249.00,98.20
1248.00,98.29
1247.00,98.36
1246.00,98.41
1245.00,98.46
1244.00,98.50
1243.00,98.53
1242.00,98.56
1241.00,98.57
1240.00,98.58
1239.00,98.59
1238.00,98.59
1237.00,98.59
1236.00,98.60
1235.00,98.59
1234.00,98.58
1233.00,98.57
1232.00,98.55
1231.00,98.54
1230.00,98.53
1229.00,98.51
1228.00,98.48
1227.00,98.44
1226.00,98.40
1225.00,98.36
1224.00,98.31
1223.00,98.26
1222.00,98.22
1221.00,98.18
1220.00,98.16
1219.00,98.15
1218.00,98.16
1217.00,98.19
1216.00,98.22
1215.00,98.26
1214.00,98.30
1213.00,98.34
1212.00,98.37
1211.00,98.39
1210.00,98.41
1209.00,98.43
1208.00,98.44
1207.00,98.45
1206.00,98.45
1205.00,98.46
1204.00,98.46
1203.00,98.46
1202.00,98.46
1201.00,98.46
1200.00,98.46
1199.00,98.46
1198.00,98.46
1197.00,98.46
1196.00,98.46
1195.00,98.47
1194.00,98.47
1193.00,98.46
1192.00,98.46
1191.00,98.46
1190.00,98.45
1189.00,98.45
1188.00,98.45
1187.00,98.44
1186.00,98.42
1185.00,98.39
1184.00,98.35
1183.00,98.29
1182.00,98.23
1181.00,98.15
1180.00,98.05
1179.00,97.90
1178.00,97.72
1177.00,97.48
1176.00,97.17
1175.00,96.77
1174.00,96.28
1173.00,95.70
1172.00,95.06
1171.00,94.42
1170.00,93.86
1169.00,93.47
1168.00,93.28
1167.00,93.29
1166.00,93.47
1165.00,93.75
1164.00,94.07
1163.00,94.38
1162.00,94.65
1161.00,94.88
1160.00,95.07
1159.00,95.21
1158.00,95.32
1157.00,95.41
1156.00,95.47
1155.00,95.52
1154.00,95.58
1153.00,95.67
1152.00,95.79
1151.00,95.96
1150.00,96.17
1149.00,96.39
1148.00,96.62
1147.00,96.84
1146.00,97.05
1145.00,97.24
1144.00,97.42
1143.00,97.57
1142.00,97.70
1141.00,97.81
1140.00,97.91
1139.00,98.00
1138.00,98.08
1137.00,98.14
1136.00,98.19
1135.00,98.23
1134.00,98.26
1133.00,98.29
1132.00,98.31
1131.00,98.32
1130.00,98.33
1129.00,98.35
1128.00,98.36
1127.00,98.36
1126.00,98.37
1125.00,98.37
1124.00,98.38
1123.00,98.37
1122.00,98.37
1121.00,98.36
1120.00,98.36
1119.00,98.35
1118.00,98.33
1117.00,98.31
1116.00,98.29
1115.00,98.27
1114.00,98.24
1113.00,98.22
1112.00,98.18
1111.00,98.13
1110.00,98.06
1109.00,97.97
1108.00,97.87
1107.00,97.75
1106.00,97.64
1105.00,97.54
1104.00,97.47
1103.00,97.44
1102.00,97.47
1101.00,97.53
1100.00,97.64
1099.00,97.75
1098.00,97.87
1097.00,97.96
1096.00,98.04
1095.00,98.10
1094.00,98.16
1093.00,98.20
1092.00,98.24
1091.00,98.27
1090.00,98.30
1089.00,98.32
1088.00,98.34
1087.00,98.36
1086.00,98.38
1085.00,98.40
1084.00,98.41
1083.00,98.41
1082.00,98.42
1081.00,98.42
1080.00,98.43
1079.00,98.43
1078.00,98.43
1077.00,98.43
1076.00,98.43
1075.00,98.43
1074.00,98.44
1073.00,98.44
1072.00,98.45
1071.00,98.45
1070.00,98.45
1069.00,98.45
1068.00,98.45
1067.00,98.45
1066.00,98.44
1065.00,98.44
1064.00,98.44
1063.00,98.44
1062.00,98.43
1061.00,98.43
1060.00,98.42
1059.00,98.41
1058.00,98.40
1057.00,98.38
1056.00,98.36
1055.00,98.34
1054.00,98.31
1053.00,98.29
1052.00,98.26
1051.00,98.22
1050.00,98.17
1049.00,98.10
1048.00,98.03
1047.00,97.96
1046.00,97.92
1045.00,97.91
1044.00,97.94
1043.00,97.98
1042.00,98.04
1041.00,98.09
1040.00,98.14
1039.00,98.16
1038.00,98.18
1037.00,98.20
1036.00,98.22
1035.00,98.23
1034.00,98.24
1033.00,98.26
1032.00,98.27
1031.00,98.29
1030.00,98.30
1029.00,98.31
1028.00,98.31
1027.00,98.32
1026.00,98.31
1025.00,98.30
1024.00,98.29
1023.00,98.28
1022.00,98.26
1021.00,98.25
1020.00,98.23
1019.00,98.21
1018.00,98.18
1017.00,98.15
1016.00,98.11
1015.00,98.07
1014.00,98.02
1013.00,97.96
1012.00,97.89
1011.00,97.80
1010.00,97.70
1009.00,97.59
1008.00,97.45
1007.00,97.26
1006.00,97.02
1005.00,96.69
1004.00,96.24
1003.00,95.65
1002.00,94.89
1001.00,94.01
1000.00,93.12
999.00,92.44
998.00,92.15
997.00,92.36
996.00,92.98
995.00,93.83
994.00,94.71
993.00,95.47
992.00,96.06
991.00,96.49
990.00,96.80
989.00,97.02
988.00,97.16
987.00,97.23
986.00,97.25
985.00,97.20
984.00,97.09
983.00,96.89
982.00,96.59
981.00,96.16
980.00,95.58
979.00,94.84
978.00,93.96
977.00,92.97
976.00,91.95
975.00,91.06
974.00,90.49
973.00,90.39
972.00,90.83
971.00,91.71
970.00,92.82
969.00,93.91
968.00,94.84
967.00,95.56
966.00,96.08
965.00,96.45
964.00,96.74
963.00,96.96
962.00,97.15
961.00,97.30
960.00,97.44
959.00,97.57
958.00,97.68
957.00,97.77
956.00,97.85
955.00,97.92
954.00,97.97
953.00,98.02
952.00,98.05
951.00,98.08
950.00,98.10
949.00,98.11
948.00,98.11
947.00,98.09
946.00,98.06
945.00,98.02
944.00,97.97
943.00,97.92
942.00,97.88
