Created as New Dataset,EVOH (32 mol% ethylene) Sigma
cm-1,%T
2461.00,98.99
2460.00,98.99
2459.00,98.98
2458.00,98.98
2457.00,98.98
2456.00,98.98
2455.00,98.98
2454.00,98.98
2453.00,98.98
2452.00,98.98
2451.00,98.99
2450.00,98.99
2449.00,99.00
2448.00,99.01
2447.00,99.01
2446.00,99.01
2445.00,99.01
2444.00,99.01
2443.00,99.01
2442.00,99.01
2441.00,99.01
2440.00,99.02
2439.00,99.02
2438.00,99.03
2437.00,99.03
2436.00,99.04
2435.00,99.05
2434.00,99.05
2433.00,99.06
2432.00,99.06
2431.00,99.06
2430.00,99.07
2429.00,99.08
2428.00,99.08
2427.00,99.08
2426.00,99.08
2425.00,99.08
2424.00,99.07
2423.00,99.08
2422.00,99.08
2421.00,99.08
2420.00,99.09
2419.00,99.10
2418.00,99.11
2417.00,99.11
2416.00,99.11
2415.00,99.11
2414.00,99.11
2413.00,99.11
2412.00,99.11
2411.00,99.12
2410.00,99.12
2409.00,99.13
2408.00,99.13
2407.00,99.15
2406.00,99.16
2405.00,99.16
2404.00,99.16
2403.00,99.16
2402.00,99.16
2401.00,99.16
2400.00,99.16
2399.00,99.16
2398.00,99.17
2397.00,99.17
2396.00,99.17
2395.00,99.17
2394.00,99.17
2393.00,99.18
2392.00,99.18
2391.00,99.19
2390.00,99.19
2389.00,99.20
2388.00,99.20
2387.00,99.21
2386.00,99.21
2385.00,99.22
2384.00,99.23
2383.00,99.24
2382.00,99.26
2381.00,99.28
2380.00,99.30
2379.00,99.31
2378.00,99.33
2377.00,99.34
2376.00,99.36
2375.00,99.38
2374.00,99.39
2373.00,99.40
2372.00,99.40
2371.00,99.40
2370.00,99.40
2369.00,99.41
2368.00,99.40
2367.00,99.40
2366.00,99.39
2365.00,99.38
2364.00,99.38
2363.00,99.37
2362.00,99.36
2361.00,99.35
2360.00,99.34
2359.00,99.34
2358.00,99.34
2357.00,99.35
2356.00,99.36
2355.00,99.37
2354.00,99.38
2353.00,99.37
2352.00,99.36
2351.00,99.35
2350.00,99.35
2349.00,99.34
2348.00,99.34
2347.00,99.33
2346.00,99.32
2345.00,99.31
2344.00,99.30
2343.00,99.29
2342.00,99.29
2341.00,99.29
2340.00,99.28
2339.00,99.28
2338.00,99.27
2337.00,99.26
2336.00,99.26
2335.00,99.26
2334.00,99.27
2333.00,99.27
2332.00,99.27
2331.00,99.27
2330.00,99.26
2329.00,99.26
2328.00,99.23
2327.00,99.18
2326.00,99.11
2325.00,99.04
2324.00,99.00
2323.00,99.00
2322.00,99.03
2321.00,99.07
2320.00,99.10
2319.00,99.11
2318.00,99.11
2317.00,99.11
2316.00,99.12
2315.00,99.12
2314.00,99.12
2313.00,99.12
2312.00,99.11
2311.00,99.11
2310.00,99.11
2309.00,99.11
2308.00,99.10
2307.00,99.10
2306.00,99.09
2305.00,99.08
2304.00,99.08
2303.00,99.07
2302.00,99.07
2301.00,99.07
2300.00,99.07
2299.00,99.07
2298.00,99.06
2297.00,99.05
2296.00,99.04
2295.00,99.03
2294.00,99.01
2293.00,99.00
2292.00,98.99
2291.00,98.97
2290.00,98.96
2289.00,98.95
2288.00,98.93
2287.00,98.92
2286.00,98.92
2285.00,98.91
2284.00,98.92
2283.00,98.92
2282.00,98.94
2281.00,98.95
2280.00,98.96
2279.00,98.98
2278.00,98.99
2277.00,98.99
2276.00,99.00
2275.00,99.00
2274.00,99.00
2273.00,99.01
2272.00,99.01
2271.00,99.02
2270.00,99.02
2269.00,99.03
2268.00,99.03
2267.00,99.04
2266.00,99.05
2265.00,99.06
2264.00,99.06
2263.00,99.06
2262.00,99.06
2261.00,99.05
2260.00,99.04
2259.00,99.04
2258.00,99.03
2257.00,99.03
2256.00,99.04
2255.00,99.05
2254.00,99.07
2253.00,99.09
2252.00,99.09
2251.00,99.09
2250.00,99.08
2249.00,99.07
2248.00,99.06
2247.00,99.06
2246.00,99.06
2245.00,99.06
2244.00,99.06
2243.00,99.05
2242.00,99.05
2241.00,99.05
2240.00,99.06
2239.00,99.06
2238.00,99.06
2237.00,99.06
2236.00,99.06
2235.00,99.06
2234.00,99.06
2233.00,99.05
2232.00,99.05
2231.00,99.05
2230.00,99.06
2229.00,99.06
2228.00,99.06
2227.00,99.06
2226.00,99.06
2225.00,99.06
2224.00,99.05
2223.00,99.05
2222.00,99.06
2221.00,99.07
2220.00,99.07
2219.00,99.06
2218.00,99.05
2217.00,99.04
2216.00,99.04
2215.00,99.05
2214.00,99.05
2213.00,99.06
2212.00,99.07
2211.00,99.08
2210.00,99.08
2209.00,99.06
2208.00,99.05
2207.00,99.04
2206.00,99.03
2205.00,99.03
2204.00,99.03
2203.00,99.03
2202.00,99.03
2201.00,99.03
2200.00,99.02
2199.00,99.00
2198.00,98.99
2197.00,98.98
2196.00,98.97
2195.00,98.96
2194.00,98.96
2193.00,98.95
2192.00,98.95
2191.00,98.95
2190.00,98.95
2189.00,98.94
2188.00,98.93
2187.00,98.91
2186.00,98.88
2185.00,98.87
2184.00,98.88
2183.00,98.91
2182.00,98.96
2181.00,99.01
2180.00,99.03
2179.00,99.03
2178.00,99.01
2177.00,98.99
2176.00,98.99
2175.00,99.00
2174.00,99.01
2173.00,98.98
2172.00,98.95
2171.00,98.91
2170.00,98.87
2169.00,98.84
2168.00,98.81
2167.00,98.77
2166.00,98.75
2165.00,98.72
2164.00,98.68
2163.00,98.63
2162.00,98.60
2161.00,98.65
2160.00,98.82
2159.00,99.09
2158.00,99.36
2157.00,99.53
2156.00,99.58
2155.00,99.55
2154.00,99.50
2153.00,99.45
2152.00,99.41
2151.00,99.38
2150.00,99.35
2149.00,99.32
2148.00,99.31
2147.00,99.31
2146.00,99.34
2145.00,99.37
2144.00,99.39
2143.00,99.40
2142.00,99.40
2141.00,99.39
2140.00,99.38
2139.00,99.38
2138.00,99.38
2137.00,99.39
2136.00,99.42
2135.00,99.47
2134.00,99.52
2133.00,99.54
2132.00,99.54
2131.00,99.51
2130.00,99.48
2129.00,99.44
2128.00,99.41
2127.00,99.39
2126.00,99.36
2125.00,99.34
2124.00,99.33
2123.00,99.31
2122.00,99.30
2121.00,99.29
2120.00,99.27
2119.00,99.25
2118.00,99.23
2117.00,99.21
2116.00,99.18
2115.00,99.15
2114.00,99.13
2113.00,99.11
2112.00,99.11
2111.00,99.12
2110.00,99.12
2109.00,99.13
2108.00,99.13
2107.00,99.13
2106.00,99.13
2105.00,99.13
2104.00,99.13
2103.00,99.13
2102.00,99.12
2101.00,99.12
2100.00,99.12
2099.00,99.13
2098.00,99.14
2097.00,99.17
2096.00,99.20
2095.00,99.24
2094.00,99.26
2093.00,99.26
2092.00,99.24
2091.00,99.22
2090.00,99.19
2089.00,99.17
2088.00,99.15
2087.00,99.14
2086.00,99.13
2085.00,99.12
2084.00,99.11
2083.00,99.10
2082.00,99.09
2081.00,99.08
2080.00,99.07
2079.00,99.07
2078.00,99.07
2077.00,99.08
2076.00,99.08
2075.00,99.08
2074.00,99.09
2073.00,99.10
2072.00,99.10
2071.00,99.10
2070.00,99.10
2069.00,99.09
2068.00,99.09
2067.00,99.09
2066.00,99.09
2065.00,99.09
2064.00,99.09
2063.00,99.09
2062.00,99.09
2061.00,99.08
2060.00,99.07
2059.00,99.06
2058.00,99.06
2057.00,99.05
2056.00,99.05
2055.00,99.05
2054.00,99.04
2053.00,98.99
2052.00,98.91
2051.00,98.84
2050.00,98.81
2049.00,98.83
2048.00,98.87
2047.00,98.92
2046.00,98.95
2045.00,98.96
2044.00,98.97
2043.00,98.97
2042.00,98.96
2041.00,98.93
2040.00,98.89
2039.00,98.85
2038.00,98.83
2037.00,98.83
2036.00,98.85
2035.00,98.88
2034.00,98.91
2033.00,98.95
2032.00,98.98
2031.00,99.01
2030.00,99.03
2029.00,99.03
2028.00,99.03
2027.00,99.03
2026.00,99.02
2025.00,99.01
2024.00,99.00
2023.00,99.01
2022.00,99.03
2021.00,99.04
2020.00,99.05
2019.00,99.04
2018.00,99.04
2017.00,99.03
2016.00,99.02
2015.00,99.02
2014.00,99.02
2013.00,99.02
2012.00,99.01
2011.00,99.01
2010.00,99.01
2009.00,99.04
2008.00,99.09
2007.00,99.15
2006.00,99.20
2005.00,99.23
2004.00,99.23
2003.00,99.21
2002.00,99.18
2001.00,99.15
2000.00,99.11
1999.00,99.08
1998.00,99.05
1997.00,99.04
1996.00,99.02
1995.00,99.01
1994.00,99.01
1993.00,99.00
1992.00,98.99
1991.00,98.97
1990.00,98.95
1989.00,98.94
1988.00,98.92
1987.00,98.91
1986.00,98.89
1985.00,98.85
1984.00,98.81
1983.00,98.76
1982.00,98.70
1981.00,98.65
1980.00,98.63
1979.00,98.67
1978.00,98.78
1977.00,98.90
1976.00,99.00
1975.00,99.06
1974.00,99.10
1973.00,99.12
1972.00,99.12
1971.00,99.13
1970.00,99.13
1969.00,99.13
1968.00,99.13
1967.00,99.12
1966.00,99.11
1965.00,99.09
1964.00,99.09
1963.00,99.10
1962.00,99.12
1961.00,99.15
1960.00,99.18
1959.00,99.20
1958.00,99.22
1957.00,99.22
1956.00,99.20
1955.00,99.18
1954.00,99.16
1953.00,99.15
1952.00,99.15
1951.00,99.16
1950.00,99.18
1949.00,99.18
1948.00,99.17
1947.00,99.16
1946.00,99.15
1945.00,99.14
1944.00,99.15
1943.00,99.16
1942.00,99.17
1941.00,99.17
1940.00,99.18
1939.00,99.19
1938.00,99.19
1937.00,99.20
1936.00,99.20
1935.00,99.20
1934.00,99.20
1933.00,99.20
1932.00,99.20
1931.00,99.20
1930.00,99.20
1929.00,99.21
1928.00,99.22
1927.00,99.22
1926.00,99.22
1925.00,99.22
1924.00,99.21
1923.00,99.19
1922.00,99.19
1921.00,99.18
1920.00,99.18
1919.00,99.18
1918.00,99.18
1917.00,99.18
1916.00,99.18
1915.00,99.18
1914.00,99.18
1913.00,99.19
1912.00,99.19
1911.00,99.19
1910.00,99.19
1909.00,99.18
1908.00,99.18
1907.00,99.19
1906.00,99.19
1905.00,99.19
1904.00,99.19
1903.00,99.20
1902.00,99.20
1901.00,99.20
1900.00,99.19
1899.00,99.18
1898.00,99.19
1897.00,99.19
1896.00,99.19
1895.00,99.20
1894.00,99.21
1893.00,99.21
1892.00,99.21
1891.00,99.22
1890.00,99.22
1889.00,99.21
1888.00,99.21
1887.00,99.21
1886.00,99.21
1885.00,99.21
1884.00,99.20
1883.00,99.20
1882.00,99.20
1881.00,99.20
1880.00,99.20
1879.00,99.20
1878.00,99.20
1877.00,99.20
1876.00,99.20
1875.00,99.20
1874.00,99.20
1873.00,99.21
1872.00,99.21
1871.00,99.21
1870.00,99.22
1869.00,99.22
1868.00,99.22
1867.00,99.21
1866.00,99.21
1865.00,99.21
1864.00,99.21
1863.00,99.21
1862.00,99.22
1861.00,99.22
1860.00,99.22
1859.00,99.22
1858.00,99.22
1857.00,99.22
1856.00,99.22
1855.00,99.21
1854.00,99.21
1853.00,99.21
1852.00,99.21
1851.00,99.22
1850.00,99.22
1849.00,99.22
1848.00,99.22
1847.00,99.22
1846.00,99.22
1845.00,99.21
1844.00,99.21
1843.00,99.22
1842.00,99.22
1841.00,99.22
1840.00,99.23
1839.00,99.23
1838.00,99.24
1837.00,99.24
1836.00,99.23
1835.00,99.23
1834.00,99.23
1833.00,99.23
1832.00,99.23
1831.00,99.23
1830.00,99.22
1829.00,99.22
1828.00,99.21
1827.00,99.21
1826.00,99.21
1825.00,99.21
1824.00,99.20
1823.00,99.21
1822.00,99.21
1821.00,99.23
1820.00,99.24
1819.00,99.26
1818.00,99.28
1817.00,99.29
1816.00,99.29
1815.00,99.29
1814.00,99.27
1813.00,99.26
1812.00,99.25
1811.00,99.24
1810.00,99.24
1809.00,99.23
1808.00,99.23
1807.00,99.23
1806.00,99.23
1805.00,99.23
1804.00,99.23
1803.00,99.23
1802.00,99.23
1801.00,99.22
1800.00,99.21
1799.00,99.21
1798.00,99.21
1797.00,99.21
1796.00,99.21
1795.00,99.21
1794.00,99.21
1793.00,99.20
1792.00,99.19
1791.00,99.19
1790.00,99.19
1789.00,99.18
1788.00,99.18
1787.00,99.17
1786.00,99.17
1785.00,99.17
1784.00,99.17
1783.00,99.16
1782.00,99.16
1781.00,99.16
1780.00,99.15
1779.00,99.15
1778.00,99.15
1777.00,99.15
1776.00,99.15
1775.00,99.15
1774.00,99.14
1773.00,99.14
1772.00,99.13
1771.00,99.12
1770.00,99.12
1769.00,99.11
1768.00,99.10
1767.00,99.10
1766.00,99.09
1765.00,99.08
1764.00,99.07
1763.00,99.06
1762.00,99.06
1761.00,99.05
1760.00,99.05
1759.00,99.04
1758.00,99.04
1757.00,99.03
1756.00,99.03
1755.00,99.03
1754.00,99.03
1753.00,99.03
1752.00,99.03
1751.00,99.03
1750.00,99.03
1749.00,99.03
1748.00,99.03
1747.00,99.03
1746.00,99.03
1745.00,99.03
1744.00,99.03
1743.00,99.03
1742.00,99.03
1741.00,99.03
1740.00,99.03
1739.00,99.03
1738.00,99.04
1737.00,99.04
1736.00,99.04
1735.00,99.03
1734.00,99.03
1733.00,99.03
1732.00,99.03
1731.00,99.03
1730.00,99.02
1729.00,99.02
1728.00,99.02
1727.00,99.02
1726.00,99.02
1725.00,99.02
1724.00,99.02
1723.00,99.02
1722.00,99.02
1721.00,99.01
1720.00,99.01
1719.00,99.00
1718.00,99.00
1717.00,99.00
1716.00,98.99
1715.00,98.98
1714.00,98.98
1713.00,98.98
1712.00,98.97
1711.00,98.97
1710.00,98.96
1709.00,98.96
1708.00,98.95
1707.00,98.95
1706.00,98.94
1705.00,98.93
1704.00,98.93
1703.00,98.93
1702.00,98.92
1701.00,98.91
1700.00,98.90
1699.00,98.90
1698.00,98.90
1697.00,98.89
1696.00,98.87
1695.00,98.85
1694.00,98.85
1693.00,98.84
1692.00,98.83
1691.00,98.82
1690.00,98.82
1689.00,98.81
1688.00,98.80
1687.00,98.79
1686.00,98.78
1685.00,98.76
1684.00,98.73
1683.00,98.71
1682.00,98.70
1681.00,98.69
1680.00,98.67
1679.00,98.65
1678.00,98.64
1677.00,98.62
1676.00,98.60
1675.00,98.58
1674.00,98.56
1673.00,98.56
1672.00,98.54
1671.00,98.53
1670.00,98.51
1669.00,98.49
1668.00,98.46
1667.00,98.45
1666.00,98.44
1665.00,98.42
1664.00,98.41
1663.00,98.38
1662.00,98.36
1661.00,98.33
1660.00,98.31
1659.00,98.28
1658.00,98.25
1657.00,98.23
1656.00,98.20
1655.00,98.17
1654.00,98.09
1653.00,97.97
1652.00,97.88
1651.00,97.82
1650.00,97.77
1649.00,97.68
1648.00,97.52
1647.00,97.28
1646.00,97.00
1645.00,96.74
1644.00,96.46
1643.00,96.15
1642.00,95.77
1641.00,95.36
1640.00,94.96
1639.00,94.62
1638.00,94.36
1637.00,94.28
1636.00,94.45
1635.00,94.82
1634.00,95.24
1633.00,95.64
1632.00,96.00
1631.00,96.35
1630.00,96.66
1629.00,96.94
1628.00,97.17
1627.00,97.35
1626.00,97.48
1625.00,97.60
1624.00,97.73
1623.00,97.85
1622.00,97.94
1621.00,98.01
1620.00,98.06
1619.00,98.11
1618.00,98.16
1617.00,98.20
1616.00,98.23
1615.00,98.25
1614.00,98.27
1613.00,98.28
1612.00,98.29
1611.00,98.31
1610.00,98.33
1609.00,98.35
1608.00,98.37
1607.00,98.39
1606.00,98.41
1605.00,98.42
1604.00,98.43
1603.00,98.44
1602.00,98.45
1601.00,98.45
1600.00,98.45
1599.00,98.45
1598.00,98.45
1597.00,98.44
1596.00,98.43
1595.00,98.42
1594.00,98.41
1593.00,98.40
1592.00,98.38
1591.00,98.37
1590.00,98.35
1589.00,98.33
1588.00,98.30
1587.00,98.28
1586.00,98.25
1585.00,98.21
1584.00,98.17
1583.00,98.13
1582.00,98.08
1581.00,98.03
1580.00,97.98
1579.00,97.92
1578.00,97.84
1577.00,97.72
1576.00,97.55
1575.00,97.38
1574.00,97.23
1573.00,97.09
1572.00,96.92
1571.00,96.70
1570.00,96.43
1569.00,96.16
1568.00,95.96
1567.00,95.85
1566.00,95.80
1565.00,95.79
1564.00,95.82
1563.00,95.87
1562.00,95.95
1561.00,96.04
1560.00,96.15
1559.00,96.27
1558.00,96.36
1557.00,96.42
1556.00,96.47
1555.00,96.53
1554.00,96.60
1553.00,96.68
1552.00,96.76
1551.00,96.86
1550.00,96.98
1549.00,97.09
1548.00,97.19
1547.00,97.29
1546.00,97.40
1545.00,97.51
1544.00,97.59
1543.00,97.67
1542.00,97.74
1541.00,97.80
1540.00,97.85
1539.00,97.89
1538.00,97.93
1537.00,97.95
1536.00,97.97
1535.00,97.98
1534.00,98.00
1533.00,98.02
1532.00,98.02
1531.00,98.03
1530.00,98.04
1529.00,98.04
1528.00,98.04
1527.00,98.04
1526.00,98.05
1525.00,98.05
1524.00,98.04
1523.00,98.04
1522.00,98.03
1521.00,98.00
1520.00,97.98
1519.00,97.97
1518.00,97.96
1517.00,97.94
1516.00,97.91
1515.00,97.89
1514.00,97.88
1513.00,97.86
1512.00,97.84
1511.00,97.82
1510.00,97.81
1509.00,97.78
1508.00,97.73
1507.00,97.66
1506.00,97.60
1505.00,97.55
1504.00,97.52
1503.00,97.50
1502.00,97.47
1501.00,97.42
1500.00,97.36
1499.00,97.30
1498.00,97.24
1497.00,97.15
1496.00,97.04
1495.00,96.96
1494.00,96.90
1493.00,96.82
1492.00,96.73
1491.00,96.63
1490.00,96.51
1489.00,96.37
1488.00,96.23
1487.00,96.11
1486.00,96.00
1485.00,95.88
1484.00,95.76
1483.00,95.63
1482.00,95.48
1481.00,95.31
1480.00,95.14
1479.00,94.98
1478.00,94.80
1477.00,94.54
1476.00,94.24
1475.00,93.91
1474.00,93.54
1473.00,93.12
1472.00,92.77
1471.00,92.53
1470.00,92.36
1469.00,92.18
1468.00,91.97
1467.00,91.72
1466.00,91.43
1465.00,91.08
1464.00,90.76
1463.00,90.55
1462.00,90.43
1461.00,90.36
1460.00,90.31
1459.00,90.24
1458.00,90.11
1457.00,89.93
1456.00,89.82
1455.00,89.79
1454.00,89.80
1453.00,89.82
1452.00,89.83
1451.00,89.87
1450.00,89.90
1449.00,89.93
1448.00,89.95
1447.00,89.98
1446.00,90.02
1445.00,90.05
1444.00,90.08
1443.00,90.10
1442.00,90.11
1441.00,90.11
1440.00,90.11
1439.00,90.12
1438.00,90.10
1437.00,90.06
1436.00,90.01
1435.00,90.00
1434.00,90.01
1433.00,90.03
1432.00,90.03
1431.00,90.03
1430.00,90.02
1429.00,90.01
1428.00,90.01
1427.00,90.03
1426.00,90.05
1425.00,90.06
1424.00,90.06
1423.00,90.09
1422.00,90.12
1421.00,90.16
1420.00,90.19
1419.00,90.21
1418.00,90.24
1417.00,90.28
1416.00,90.34
1415.00,90.42
1414.00,90.49
1413.00,90.57
1412.00,90.64
1411.00,90.73
1410.00,90.83
1409.00,90.92
1408.00,91.02
1407.00,91.14
1406.00,91.25
1405.00,91.37
1404.00,91.51
1403.00,91.65
1402.00,91.80
1401.00,91.96
1400.00,92.14
1399.00,92.33
1398.00,92.52
1397.00,92.69
1396.00,92.88
1395.00,93.06
1394.00,93.24
1393.00,93.39
1392.00,93.53
1391.00,93.64
1390.00,93.74
1389.00,93.80
1388.00,93.83
1387.00,93.82
1386.00,93.78
1385.00,93.71
1384.00,93.63
1383.00,93.52
1382.00,93.40
1381.00,93.29
1380.00,93.18
1379.00,93.09
1378.00,93.01
1377.00,92.96
1376.00,92.92
1375.00,92.89
1374.00,92.85
1373.00,92.82
1372.00,92.81
1371.00,92.80
1370.00,92.79
1369.00,92.78
1368.00,92.77
1367.00,92.77
1366.00,92.77
1365.00,92.76
1364.00,92.73
1363.00,92.69
1362.00,92.64
1361.00,92.59
1360.00,92.54
1359.00,92.49
1358.00,92.43
1357.00,92.36
1356.00,92.29
1355.00,92.20
1354.00,92.10
1353.00,92.01
1352.00,91.91
1351.00,91.80
1350.00,91.69
1349.00,91.57
1348.00,91.45
1347.00,91.33
1346.00,91.21
1345.00,91.10
1344.00,90.99
1343.00,90.90
1342.00,90.81
1341.00,90.71
1340.00,90.61
1339.00,90.50
1338.00,90.41
1337.00,90.34
1336.00,90.29
1335.00,90.24
1334.00,90.20
1333.00,90.15
1332.00,90.11
1331.00,90.08
1330.00,90.05
1329.00,90.04
1328.00,90.04
1327.00,90.05
1326.00,90.07
1325.00,90.09
1324.00,90.12
1323.00,90.16
1322.00,90.20
1321.00,90.25
1320.00,90.30
1319.00,90.36
1318.00,90.42
1317.00,90.49
1316.00,90.55
1315.00,90.61
1314.00,90.68
1313.00,90.76
1312.00,90.84
1311.00,90.93
1310.00,91.01
1309.00,91.09
1308.00,91.15
1307.00,91.21
1306.00,91.27
1305.00,91.32
1304.00,91.39
1303.00,91.47
1302.00,91.56
1301.00,91.64
1300.00,91.72
1299.00,91.80
1298.00,91.88
1297.00,91.96
1296.00,92.04
1295.00,92.11
1294.00,92.19
1293.00,92.27
1292.00,92.35
1291.00,92.44
1290.00,92.53
1289.00,92.61
1288.00,92.67
1287.00,92.73
1286.00,92.77
1285.00,92.83
1284.00,92.89
1283.00,92.97
1282.00,93.04
1281.00,93.12
1280.00,93.18
1279.00,93.24
1278.00,93.28
1277.00,93.32
1276.00,93.35
1275.00,93.38
1274.00,93.40
1273.00,93.40
1272.00,93.40
1271.00,93.39
1270.00,93.40
1269.00,93.43
1268.00,93.50
1267.00,93.58
1266.00,93.66
1265.00,93.73
1264.00,93.78
1263.00,93.84
1262.00,93.89
1261.00,93.95
1260.00,94.01
1259.00,94.07
1258.00,94.13
1257.00,94.19
1256.00,94.24
1255.00,94.26
1254.00,94.26
1253.00,94.22
1252.00,94.17
1251.00,94.12
1250.00,94.09
1249.00,94.13
1248.00,94.23
1247.00,94.35
1246.00,94.48
1245.00,94.57
1244.00,94.65
1243.00,94.70
1242.00,94.74
1241.00,94.76
1240.00,94.78
1239.00,94.79
1238.00,94.80
1237.00,94.79
1236.00,94.77
1235.00,94.75
1234.00,94.72
1233.00,94.70
1232.00,94.69
1231.00,94.68
1230.00,94.68
1229.00,94.68
1228.00,94.67
1227.00,94.66
1226.00,94.66
1225.00,94.66
1224.00,94.67
1223.00,94.70
1222.00,94.73
1221.00,94.75
1220.00,94.77
1219.00,94.78
1218.00,94.79
1217.00,94.80
1216.00,94.81
1215.00,94.81
1214.00,94.82
1213.00,94.82
1212.00,94.83
1211.00,94.84
1210.00,94.87
1209.00,94.89
1208.00,94.93
1207.00,94.96
1206.00,94.99
1205.00,95.03
1204.00,95.07
1203.00,95.11
1202.00,95.15
1201.00,95.17
1200.00,95.20
1199.00,95.22
1198.00,95.24
1197.00,95.25
1196.00,95.27
1195.00,95.28
1194.00,95.29
1193.00,95.30
1192.00,95.30
1191.00,95.31
1190.00,95.31
1189.00,95.32
1188.00,95.33
1187.00,95.34
1186.00,95.35
1185.00,95.37
1184.00,95.38
1183.00,95.40
1182.00,95.41
1181.00,95.42
1180.00,95.43
1179.00,95.45
1178.00,95.46
1177.00,95.47
1176.00,95.48
1175.00,95.49
1174.00,95.50
1173.00,95.50
1172.00,95.50
1171.00,95.49
1170.00,95.48
1169.00,95.47
1168.00,95.46
1167.00,95.45
1166.00,95.43
1165.00,95.39
1164.00,95.35
1163.00,95.30
1162.00,95.24
1161.00,95.16
1160.00,95.06
1159.00,94.93
1158.00,94.77
1157.00,94.57
1156.00,94.33
1155.00,94.05
1154.00,93.71
1153.00,93.33
1152.00,92.89
1151.00,92.40
1150.00,91.88
1149.00,91.32
1148.00,90.73
1147.00,90.14
1146.00,89.57
1145.00,89.04
1144.00,88.57
1143.00,88.17
1142.00,87.85
1141.00,87.63
1140.00,87.50
1139.00,87.48
1138.00,87.54
1137.00,87.66
1136.00,87.81
1135.00,87.98
1134.00,88.15
1133.00,88.29
1132.00,88.40
1131.00,88.47
1130.00,88.51
1129.00,88.51
1128.00,88.48
1127.00,88.41
1126.00,88.32
1125.00,88.21
1124.00,88.09
1123.00,87.96
1122.00,87.82
1121.00,87.68
1120.00,87.56
1119.00,87.44
1118.00,87.34
1117.00,87.25
1116.00,87.17
1115.00,87.10
1114.00,87.04
1113.00,86.98
1112.00,86.92
1111.00,86.86
1110.00,86.82
1109.00,86.77
1108.00,86.70
1107.00,86.63
1106.00,86.55
1105.00,86.46
1104.00,86.36
1103.00,86.24
1102.00,86.11
1101.00,85.97
1100.00,85.81
1099.00,85.65
1098.00,85.50
1097.00,85.35
1096.00,85.19
1095.00,85.06
1094.00,84.93
1093.00,84.82
1092.00,84.72
1091.00,84.63
1090.00,84.56
1089.00,84.50
1088.00,84.44
1087.00,84.40
1086.00,84.38
1085.00,84.36
1084.00,84.36
1083.00,84.37
1082.00,84.39
1081.00,84.41
1080.00,84.43
1079.00,84.46
1078.00,84.50
1077.00,84.55
1076.00,84.59
1075.00,84.64
1074.00,84.70
1073.00,84.76
1072.00,84.83
1071.00,84.90
1070.00,84.98
1069.00,85.06
1068.00,85.14
1067.00,85.23
1066.00,85.33
1065.00,85.42
1064.00,85.52
1063.00,85.62
1062.00,85.74
1061.00,85.85
1060.00,85.96
1059.00,86.06
1058.00,86.16
1057.00,86.24
1056.00,86.32
1055.00,86.39
1054.00,86.45
1053.00,86.52
1052.00,86.56
1051.00,86.60
1050.00,86.63
1049.00,86.66
1048.00,86.68
1047.00,86.69
1046.00,86.71
1045.00,86.73
1044.00,86.75
1043.00,86.78
1042.00,86.81
1041.00,86.84
1040.00,86.87
1039.00,86.89
1038.00,86.93
1037.00,86.97
1036.00,87.02
1035.00,87.07
1034.00,87.11
1033.00,87.14
1032.00,87.17
1031.00,87.20
1030.00,87.23
1029.00,87.25
1028.00,87.27
1027.00,87.28
1026.00,87.30
1025.00,87.32
1024.00,87.35
1023.00,87.38
1022.00,87.41
1021.00,87.44
1020.00,87.48
1019.00,87.52
1018.00,87.56
1017.00,87.62
1016.00,87.68
1015.00,87.74
1014.00,87.81
1013.00,87.88
1012.00,87.96
1011.00,88.04
1010.00,88.14
1009.00,88.23
1008.00,88.32
1007.00,88.41
1006.00,88.51
1005.00,88.60
1004.00,88.69
1003.00,88.79
1002.00,88.87
1001.00,88.96
1000.00,89.03
999.00,89.11
998.00,89.18
997.00,89.26
996.00,89.33
995.00,89.39
994.00,89.45
993.00,89.51
992.00,89.57
991.00,89.62
990.00,89.68
989.00,89.75
988.00,89.82
987.00,89.90
986.00,89.99
985.00,90.07
984.00,90.15
983.00,90.23
982.00,90.32
981.00,90.41
980.00,90.49
979.00,90.58
978.00,90.67
977.00,90.76
976.00,90.85
975.00,90.94
974.00,91.04
973.00,91.14
972.00,91.23
971.00,91.32
970.00,91.41
969.00,91.50
968.00,91.59
967.00,91.67
966.00,91.75
965.00,91.82
964.00,91.89
963.00,91.95
962.00,92.02
961.00,92.08
960.00,92.14
959.00,92.19
958.00,92.25
957.00,92.30
956.00,92.35
955.00,92.40
954.00,92.45
953.00,92.49
952.00,92.52
951.00,92.55
950.00,92.57
949.00,92.57
948.00,92.56
947.00,92.55
946.00,92.55
945.00,92.56
944.00,92.59
943.00,92.62
942.00,92.66
941.00,92.70
940.00,92.73
939.00,92.76
938.00,92.77
937.00,92.77
936.00,92.76
935.00,92.75
934.00,92.74
933.00,92.73
932.00,92.71
931.00,92.69
930.00,92.67
929.00,92.65
928.00,92.63
927.00,92.61
926.00,92.59
925.00,92.56
924.00,92.53
923.00,92.51
922.00,92.48
921.00,92.45
920.00,92.41
919.00,92.37
918.00,92.33
917.00,92.30
916.00,92.27
915.00,92.24
914.00,92.21
913.00,92.18
912.00,92.15
911.00,92.14
910.00,92.12
909.00,92.11
908.00,92.09
907.00,92.07
906.00,92.05
905.00,92.03
904.00,92.00
903.00,91.98
902.00,91.95
901.00,91.93
900.00,91.90
