Created as New Dataset,PP film GF
cm-1,%T
897.00,96.20
896.00,96.77
895.00,97.30
894.00,97.72
893.00,98.01
892.00,98.22
891.00,98.35
890.00,98.44
889.00,98.50
888.00,98.54
887.00,98.57
886.00,98.60
885.00,98.63
884.00,98.66
883.00,98.69
882.00,98.72
881.00,98.74
880.00,98.75
879.00,98.74
878.00,98.74
877.00,98.73
876.00,98.73
875.00,98.72
874.00,98.72
873.00,98.72
872.00,98.72
871.00,98.71
870.00,98.70
869.00,98.69
868.00,98.68
867.00,98.66
866.00,98.64
865.00,98.61
864.00,98.59
863.00,98.56
862.00,98.54
861.00,98.52
860.00,98.50
859.00,98.48
858.00,98.46
857.00,98.43
856.00,98.40
855.00,98.36
854.00,98.31
853.00,98.26
852.00,98.21
851.00,98.13
850.00,98.03
849.00,97.91
848.00,97.74
847.00,97.50
846.00,97.12
845.00,96.51
844.00,95.59
843.00,94.41
842.00,93.28
841.00,92.70
840.00,92.96
839.00,93.96
838.00,95.24
837.00,96.32
836.00,97.04
835.00,97.44
834.00,97.68
833.00,97.84
832.00,97.96
831.00,98.05
830.00,98.11
829.00,98.15
828.00,98.19
827.00,98.23
826.00,98.27
825.00,98.30
824.00,98.33
823.00,98.35
822.00,98.35
821.00,98.32
820.00,98.26
819.00,98.18
818.00,98.07
817.00,97.93
816.00,97.72
815.00,97.42
814.00,96.99
813.00,96.41
812.00,95.72
811.00,95.06
810.00,94.58
809.00,94.45
808.00,94.73
807.00,95.30
806.00,96.01
805.00,96.65
804.00,97.16
803.00,97.52
802.00,97.78
801.00,97.98
800.00,98.13
799.00,98.24
798.00,98.33
797.00,98.40
796.00,98.47
795.00,98.53
794.00,98.59
793.00,98.64
792.00,98.69
791.00,98.74
790.00,98.78
789.00,98.82
788.00,98.87
787.00,98.92
786.00,98.97
785.00,99.02
784.00,99.06
783.00,99.09
782.00,99.12
781.00,99.13
780.00,99.14
779.00,99.16
778.00,99.18
777.00,99.19
776.00,99.19
775.00,99.19
774.00,99.19
773.00,99.19
772.00,99.20
771.00,99.19
770.00,99.18
769.00,99.17
768.00,99.18
767.00,99.19
766.00,99.21
765.00,99.22
764.00,99.23
763.00,99.23
762.00,99.24
761.00,99.24
760.00,99.25
759.00,99.25
758.00,99.25
757.00,99.24
756.00,99.23
755.00,99.22
754.00,99.21
753.00,99.21
752.00,99.21
751.00,99.21
750.00,99.22
749.00,99.22
748.00,99.22
747.00,99.22
746.00,99.23
745.00,99.25
744.00,99.26
743.00,99.26
742.00,99.25
741.00,99.22
740.00,99.21
739.00,99.20
738.00,99.19
737.00,99.18
736.00,99.18
735.00,99.18
734.00,99.19
733.00,99.19
732.00,99.18
731.00,99.17
730.00,99.14
729.00,99.12
728.00,99.10
727.00,99.09
726.00,99.07
725.00,99.05
724.00,99.02
723.00,99.01
722.00,99.01
721.00,99.03
720.00,99.06
719.00,99.07
718.00,99.07
717.00,99.05
716.00,99.02
715.00,99.00
714.00,98.98
713.00,98.96
712.00,98.95
711.00,98.93
710.00,98.91
709.00,98.88
708.00,98.86
707.00,98.85
706.00,98.84
705.00,98.82
704.00,98.81
703.00,98.78
702.00,98.76
701.00,98.75
700.00,98.74
699.00,98.73
698.00,98.72
697.00,98.73
696.00,98.74
695.00,98.76
694.00,98.75
693.00,98.74
692.00,98.72
691.00,98.70
690.00,98.68
689.00,98.65
688.00,98.63
687.00,98.62
686.00,98.62
685.00,98.63
684.00,98.64
683.00,98.64
682.00,98.65
681.00,98.65
680.00,98.67
679.00,98.68
678.00,98.70
677.00,98.70
676.00,98.69
675.00,98.69
674.00,98.70
673.00,98.70
672.00,98.70
671.00,98.69
670.00,98.66
669.00,98.64
668.00,98.61
667.00,98.58
666.00,98.59
665.00,98.63
664.00,98.67
663.00,98.69
662.00,98.70
661.00,98.70
660.00,98.68
659.00,98.66
658.00,98.63
657.00,98.59
656.00,98.56
655.00,98.52
654.00,98.51
653.00,98.51
652.00,98.52
651.00,98.50
650.00,98.44
