Created as New Dataset,PE pellet 124kDa Alfa Aesar
cm-1,%T
2469.00,99.65
2468.00,99.65
2467.00,99.66
2466.00,99.66
2465.00,99.66
2464.00,99.66
2463.00,99.67
2462.00,99.67
2461.00,99.67
2460.00,99.67
2459.00,99.66
2458.00,99.65
2457.00,99.64
2456.00,99.64
2455.00,99.64
2454.00,99.64
2453.00,99.64
2452.00,99.64
2451.00,99.65
2450.00,99.65
2449.00,99.66
2448.00,99.66
2447.00,99.67
2446.00,99.67
2445.00,99.67
2444.00,99.67
2443.00,99.67
2442.00,99.67
2441.00,99.68
2440.00,99.68
2439.00,99.67
2438.00,99.67
2437.00,99.67
2436.00,99.67
2435.00,99.68
2434.00,99.68
2433.00,99.68
2432.00,99.69
2431.00,99.68
2430.00,99.68
2429.00,99.67
2428.00,99.67
2427.00,99.67
2426.00,99.66
2425.00,99.66
2424.00,99.66
2423.00,99.65
2422.00,99.65
2421.00,99.64
2420.00,99.64
2419.00,99.64
2418.00,99.65
2417.00,99.64
2416.00,99.64
2415.00,99.64
2414.00,99.64
2413.00,99.64
2412.00,99.65
2411.00,99.65
2410.00,99.66
2409.00,99.67
2408.00,99.68
2407.00,99.70
2406.00,99.71
2405.00,99.71
2404.00,99.71
2403.00,99.71
2402.00,99.71
2401.00,99.71
2400.00,99.71
2399.00,99.72
2398.00,99.72
2397.00,99.72
2396.00,99.72
2395.00,99.72
2394.00,99.72
2393.00,99.73
2392.00,99.73
2391.00,99.73
2390.00,99.73
2389.00,99.73
2388.00,99.73
2387.00,99.73
2386.00,99.72
2385.00,99.72
2384.00,99.72
2383.00,99.72
2382.00,99.71
2381.00,99.71
2380.00,99.71
2379.00,99.71
2378.00,99.71
2377.00,99.72
2376.00,99.73
2375.00,99.75
2374.00,99.76
2373.00,99.77
2372.00,99.77
2371.00,99.76
2370.00,99.76
2369.00,99.75
2368.00,99.73
2367.00,99.71
2366.00,99.69
2365.00,99.66
2364.00,99.64
2363.00,99.63
2362.00,99.62
2361.00,99.61
2360.00,99.60
2359.00,99.59
2358.00,99.59
2357.00,99.59
2356.00,99.59
2355.00,99.59
2354.00,99.58
2353.00,99.56
2352.00,99.54
2351.00,99.54
2350.00,99.54
2349.00,99.52
2348.00,99.50
2347.00,99.48
2346.00,99.46
2345.00,99.46
2344.00,99.45
2343.00,99.44
2342.00,99.43
2341.00,99.42
2340.00,99.42
2339.00,99.41
2338.00,99.40
2337.00,99.39
2336.00,99.39
2335.00,99.38
2334.00,99.37
2333.00,99.36
2332.00,99.35
2331.00,99.35
2330.00,99.34
2329.00,99.33
2328.00,99.32
2327.00,99.28
2326.00,99.23
2325.00,99.17
2324.00,99.14
2323.00,99.14
2322.00,99.16
2321.00,99.20
2320.00,99.23
2319.00,99.27
2318.00,99.29
2317.00,99.31
2316.00,99.32
2315.00,99.33
2314.00,99.33
2313.00,99.33
2312.00,99.34
2311.00,99.34
2310.00,99.35
2309.00,99.35
2308.00,99.36
2307.00,99.37
2306.00,99.37
2305.00,99.38
2304.00,99.38
2303.00,99.39
2302.00,99.40
2301.00,99.41
2300.00,99.41
2299.00,99.42
2298.00,99.42
2297.00,99.42
2296.00,99.41
2295.00,99.41
2294.00,99.40
2293.00,99.39
2292.00,99.38
2291.00,99.37
2290.00,99.37
2289.00,99.36
2288.00,99.34
2287.00,99.33
2286.00,99.33
2285.00,99.33
2284.00,99.34
2283.00,99.35
2282.00,99.36
2281.00,99.37
2280.00,99.38
2279.00,99.40
2278.00,99.41
2277.00,99.42
2276.00,99.43
2275.00,99.44
2274.00,99.44
2273.00,99.45
2272.00,99.46
2271.00,99.47
2270.00,99.48
2269.00,99.48
2268.00,99.49
2267.00,99.49
2266.00,99.50
2265.00,99.52
2264.00,99.53
2263.00,99.54
2262.00,99.54
2261.00,99.54
2260.00,99.54
2259.00,99.54
2258.00,99.53
2257.00,99.53
2256.00,99.54
2255.00,99.55
2254.00,99.56
2253.00,99.56
2252.00,99.57
2251.00,99.57
2250.00,99.58
2249.00,99.57
2248.00,99.56
2247.00,99.56
2246.00,99.57
2245.00,99.57
2244.00,99.56
2243.00,99.56
2242.00,99.56
2241.00,99.56
2240.00,99.56
2239.00,99.56
2238.00,99.57
2237.00,99.57
2236.00,99.57
2235.00,99.57
2234.00,99.57
2233.00,99.56
2232.00,99.56
2231.00,99.56
2230.00,99.57
2229.00,99.58
2228.00,99.59
2227.00,99.59
2226.00,99.59
2225.00,99.58
2224.00,99.57
2223.00,99.56
2222.00,99.56
2221.00,99.56
2220.00,99.56
2219.00,99.57
2218.00,99.58
2217.00,99.58
2216.00,99.58
2215.00,99.59
2214.00,99.59
2213.00,99.60
2212.00,99.59
2211.00,99.59
2210.00,99.59
2209.00,99.58
2208.00,99.58
2207.00,99.58
2206.00,99.58
2205.00,99.58
2204.00,99.58
2203.00,99.58
2202.00,99.57
2201.00,99.56
2200.00,99.54
2199.00,99.54
2198.00,99.53
2197.00,99.53
2196.00,99.52
2195.00,99.52
2194.00,99.51
2193.00,99.50
2192.00,99.48
2191.00,99.47
2190.00,99.46
2189.00,99.45
2188.00,99.44
2187.00,99.44
2186.00,99.44
2185.00,99.44
2184.00,99.45
2183.00,99.48
2182.00,99.51
2181.00,99.53
2180.00,99.53
2179.00,99.53
2178.00,99.52
2177.00,99.52
2176.00,99.54
2175.00,99.56
2174.00,99.57
2173.00,99.56
2172.00,99.54
2171.00,99.52
2170.00,99.49
2169.00,99.45
2168.00,99.40
2167.00,99.36
2166.00,99.31
2165.00,99.28
2164.00,99.24
2163.00,99.21
2162.00,99.19
2161.00,99.22
2160.00,99.34
2159.00,99.55
2158.00,99.75
2157.00,99.88
2156.00,99.93
2155.00,99.92
2154.00,99.90
2153.00,99.87
2152.00,99.84
2151.00,99.82
2150.00,99.81
2149.00,99.79
2148.00,99.79
2147.00,99.80
2146.00,99.81
2145.00,99.82
2144.00,99.82
2143.00,99.82
2142.00,99.82
2141.00,99.82
2140.00,99.81
2139.00,99.82
2138.00,99.82
2137.00,99.82
2136.00,99.84
2135.00,99.87
2134.00,99.91
2133.00,99.94
2132.00,99.95
2131.00,99.94
2130.00,99.92
2129.00,99.90
2128.00,99.87
2127.00,99.86
2126.00,99.84
2125.00,99.83
2124.00,99.82
2123.00,99.80
2122.00,99.79
2121.00,99.77
2120.00,99.75
2119.00,99.73
2118.00,99.72
2117.00,99.70
2116.00,99.68
2115.00,99.66
2114.00,99.65
2113.00,99.64
2112.00,99.64
2111.00,99.64
2110.00,99.64
2109.00,99.64
2108.00,99.64
2107.00,99.64
2106.00,99.64
2105.00,99.64
2104.00,99.63
2103.00,99.63
2102.00,99.63
2101.00,99.63
2100.00,99.64
2099.00,99.65
2098.00,99.66
2097.00,99.68
2096.00,99.70
2095.00,99.72
2094.00,99.73
2093.00,99.73
2092.00,99.72
2091.00,99.71
2090.00,99.69
2089.00,99.67
2088.00,99.65
2087.00,99.64
2086.00,99.63
2085.00,99.63
2084.00,99.62
2083.00,99.61
2082.00,99.60
2081.00,99.59
2080.00,99.57
2079.00,99.56
2078.00,99.56
2077.00,99.56
2076.00,99.56
2075.00,99.57
2074.00,99.58
2073.00,99.58
2072.00,99.58
2071.00,99.58
2070.00,99.58
2069.00,99.57
2068.00,99.56
2067.00,99.57
2066.00,99.59
2065.00,99.60
2064.00,99.60
2063.00,99.60
2062.00,99.60
2061.00,99.60
2060.00,99.59
2059.00,99.58
2058.00,99.57
2057.00,99.54
2056.00,99.52
2055.00,99.52
2054.00,99.51
2053.00,99.47
2052.00,99.41
2051.00,99.35
2050.00,99.32
2049.00,99.33
2048.00,99.36
2047.00,99.39
2046.00,99.41
2045.00,99.42
2044.00,99.42
2043.00,99.41
2042.00,99.41
2041.00,99.41
2040.00,99.40
2039.00,99.39
2038.00,99.38
2037.00,99.38
2036.00,99.40
2035.00,99.43
2034.00,99.45
2033.00,99.45
2032.00,99.44
2031.00,99.44
2030.00,99.44
2029.00,99.42
2028.00,99.40
2027.00,99.38
2026.00,99.38
2025.00,99.40
2024.00,99.41
2023.00,99.43
2022.00,99.42
2021.00,99.41
2020.00,99.39
2019.00,99.38
2018.00,99.38
2017.00,99.39
2016.00,99.40
2015.00,99.41
2014.00,99.43
2013.00,99.43
2012.00,99.44
2011.00,99.46
2010.00,99.47
2009.00,99.49
2008.00,99.52
2007.00,99.56
2006.00,99.60
2005.00,99.63
2004.00,99.64
2003.00,99.64
2002.00,99.63
2001.00,99.60
2000.00,99.58
1999.00,99.56
1998.00,99.55
1997.00,99.54
1996.00,99.54
1995.00,99.55
1994.00,99.56
1993.00,99.57
1992.00,99.56
1991.00,99.55
1990.00,99.53
1989.00,99.52
1988.00,99.51
1987.00,99.49
1986.00,99.47
1985.00,99.44
1984.00,99.41
1983.00,99.38
1982.00,99.34
1981.00,99.30
1980.00,99.27
1979.00,99.30
1978.00,99.39
1977.00,99.48
1976.00,99.55
1975.00,99.59
1974.00,99.60
1973.00,99.61
1972.00,99.63
1971.00,99.65
1970.00,99.66
1969.00,99.66
1968.00,99.65
1967.00,99.64
1966.00,99.64
1965.00,99.62
1964.00,99.61
1963.00,99.62
1962.00,99.65
1961.00,99.68
1960.00,99.71
1959.00,99.74
1958.00,99.76
1957.00,99.76
1956.00,99.75
1955.00,99.73
1954.00,99.72
1953.00,99.70
1952.00,99.70
1951.00,99.70
1950.00,99.70
1949.00,99.69
1948.00,99.69
1947.00,99.68
1946.00,99.68
1945.00,99.68
1944.00,99.67
1943.00,99.67
1942.00,99.68
1941.00,99.69
1940.00,99.69
1939.00,99.70
1938.00,99.70
1937.00,99.70
1936.00,99.69
1935.00,99.69
1934.00,99.69
1933.00,99.69
1932.00,99.68
1931.00,99.69
1930.00,99.69
1929.00,99.70
1928.00,99.70
1927.00,99.71
1926.00,99.71
1925.00,99.70
1924.00,99.69
1923.00,99.69
1922.00,99.67
1921.00,99.66
1920.00,99.64
1919.00,99.63
1918.00,99.63
1917.00,99.63
1916.00,99.63
1915.00,99.63
1914.00,99.63
1913.00,99.63
1912.00,99.63
1911.00,99.62
1910.00,99.62
1909.00,99.61
1908.00,99.60
1907.00,99.58
1906.00,99.57
1905.00,99.56
1904.00,99.55
1903.00,99.55
1902.00,99.55
1901.00,99.54
1900.00,99.53
1899.00,99.52
1898.00,99.52
1897.00,99.52
1896.00,99.53
1895.00,99.53
1894.00,99.54
1893.00,99.55
1892.00,99.57
1891.00,99.59
1890.00,99.60
1889.00,99.62
1888.00,99.63
1887.00,99.64
1886.00,99.65
1885.00,99.67
1884.00,99.68
1883.00,99.69
1882.00,99.70
1881.00,99.71
1880.00,99.71
1879.00,99.72
1878.00,99.73
1877.00,99.72
1876.00,99.72
1875.00,99.73
1874.00,99.73
1873.00,99.73
1872.00,99.74
1871.00,99.75
1870.00,99.76
1869.00,99.76
1868.00,99.75
1867.00,99.75
1866.00,99.75
1865.00,99.75
1864.00,99.76
1863.00,99.76
1862.00,99.77
1861.00,99.77
1860.00,99.77
1859.00,99.77
1858.00,99.77
1857.00,99.77
1856.00,99.77
1855.00,99.77
1854.00,99.77
1853.00,99.77
1852.00,99.77
1851.00,99.77
1850.00,99.77
1849.00,99.77
1848.00,99.77
1847.00,99.77
1846.00,99.77
1845.00,99.77
1844.00,99.76
1843.00,99.76
1842.00,99.76
1841.00,99.76
1840.00,99.76
1839.00,99.76
1838.00,99.77
1837.00,99.77
1836.00,99.76
1835.00,99.76
1834.00,99.77
1833.00,99.76
1832.00,99.76
1831.00,99.75
1830.00,99.75
1829.00,99.74
1828.00,99.73
1827.00,99.72
1826.00,99.72
1825.00,99.71
1824.00,99.71
1823.00,99.70
1822.00,99.70
1821.00,99.70
1820.00,99.71
1819.00,99.72
1818.00,99.74
1817.00,99.75
1816.00,99.75
1815.00,99.75
1814.00,99.74
1813.00,99.73
1812.00,99.72
1811.00,99.72
1810.00,99.72
1809.00,99.72
1808.00,99.72
1807.00,99.72
1806.00,99.71
1805.00,99.71
1804.00,99.70
1803.00,99.70
1802.00,99.70
1801.00,99.70
1800.00,99.70
1799.00,99.70
1798.00,99.70
1797.00,99.70
1796.00,99.70
1795.00,99.70
1794.00,99.70
1793.00,99.69
1792.00,99.68
1791.00,99.69
1790.00,99.69
1789.00,99.69
1788.00,99.69
1787.00,99.68
1786.00,99.68
1785.00,99.68
1784.00,99.68
1783.00,99.69
1782.00,99.69
1781.00,99.69
1780.00,99.69
1779.00,99.69
1778.00,99.69
1777.00,99.69
1776.00,99.69
1775.00,99.68
1774.00,99.68
1773.00,99.67
1772.00,99.67
1771.00,99.67
1770.00,99.67
1769.00,99.66
1768.00,99.66
1767.00,99.65
1766.00,99.65
1765.00,99.65
1764.00,99.65
1763.00,99.64
1762.00,99.64
1761.00,99.63
1760.00,99.62
1759.00,99.60
1758.00,99.59
1757.00,99.58
1756.00,99.56
1755.00,99.55
1754.00,99.54
1753.00,99.53
1752.00,99.52
1751.00,99.51
1750.00,99.50
1749.00,99.48
1748.00,99.47
1747.00,99.46
1746.00,99.45
1745.00,99.44
1744.00,99.43
1743.00,99.43
1742.00,99.43
1741.00,99.43
1740.00,99.43
1739.00,99.44
1738.00,99.44
1737.00,99.45
1736.00,99.45
1735.00,99.46
1734.00,99.47
1733.00,99.48
1732.00,99.48
1731.00,99.49
1730.00,99.49
1729.00,99.49
1728.00,99.49
1727.00,99.50
1726.00,99.50
1725.00,99.50
1724.00,99.50
1723.00,99.51
1722.00,99.51
1721.00,99.51
1720.00,99.51
1719.00,99.51
1718.00,99.52
1717.00,99.52
1716.00,99.52
1715.00,99.52
1714.00,99.53
1713.00,99.53
1712.00,99.53
1711.00,99.53
1710.00,99.53
1709.00,99.53
1708.00,99.53
1707.00,99.52
1706.00,99.53
1705.00,99.53
1704.00,99.52
1703.00,99.52
1702.00,99.53
1701.00,99.53
1700.00,99.53
1699.00,99.53
1698.00,99.53
1697.00,99.52
1696.00,99.52
1695.00,99.52
1694.00,99.53
1693.00,99.53
1692.00,99.53
1691.00,99.53
1690.00,99.54
1689.00,99.53
1688.00,99.53
1687.00,99.52
1686.00,99.52
1685.00,99.51
1684.00,99.51
1683.00,99.50
1682.00,99.50
1681.00,99.49
1680.00,99.48
1679.00,99.47
1678.00,99.47
1677.00,99.47
1676.00,99.46
1675.00,99.46
1674.00,99.46
1673.00,99.46
1672.00,99.46
1671.00,99.46
1670.00,99.45
1669.00,99.44
1668.00,99.43
1667.00,99.43
1666.00,99.43
1665.00,99.43
1664.00,99.42
1663.00,99.41
1662.00,99.41
1661.00,99.41
1660.00,99.40
1659.00,99.40
1658.00,99.40
1657.00,99.40
1656.00,99.39
1655.00,99.39
1654.00,99.39
1653.00,99.37
1652.00,99.36
1651.00,99.35
1650.00,99.35
1649.00,99.33
1648.00,99.31
1647.00,99.28
1646.00,99.25
1645.00,99.22
1644.00,99.20
1643.00,99.18
1642.00,99.17
1641.00,99.17
1640.00,99.18
1639.00,99.20
1638.00,99.23
1637.00,99.25
1636.00,99.26
1635.00,99.28
1634.00,99.29
1633.00,99.29
1632.00,99.29
1631.00,99.29
1630.00,99.30
1629.00,99.31
1628.00,99.31
1627.00,99.31
1626.00,99.32
1625.00,99.32
1624.00,99.32
1623.00,99.32
1622.00,99.32
1621.00,99.32
1620.00,99.31
1619.00,99.32
1618.00,99.32
1617.00,99.32
1616.00,99.31
1615.00,99.31
1614.00,99.31
1613.00,99.30
1612.00,99.29
1611.00,99.29
1610.00,99.29
1609.00,99.28
1608.00,99.26
1607.00,99.25
1606.00,99.23
1605.00,99.21
1604.00,99.19
1603.00,99.17
1602.00,99.14
1601.00,99.11
1600.00,99.07
1599.00,99.04
1598.00,99.01
1597.00,98.96
1596.00,98.92
1595.00,98.89
1594.00,98.87
1593.00,98.87
1592.00,98.88
1591.00,98.90
1590.00,98.93
1589.00,98.95
1588.00,98.98
1587.00,99.02
1586.00,99.05
1585.00,99.08
1584.00,99.10
1583.00,99.13
1582.00,99.15
1581.00,99.17
1580.00,99.19
1579.00,99.20
1578.00,99.22
1577.00,99.24
1576.00,99.25
1575.00,99.27
1574.00,99.29
1573.00,99.29
1572.00,99.29
1571.00,99.30
1570.00,99.31
1569.00,99.31
1568.00,99.30
1567.00,99.30
1566.00,99.30
1565.00,99.30
1564.00,99.30
1563.00,99.30
1562.00,99.31
1561.00,99.31
1560.00,99.30
1559.00,99.30
1558.00,99.31
1557.00,99.31
1556.00,99.30
1555.00,99.30
1554.00,99.31
1553.00,99.31
1552.00,99.30
1551.00,99.30
1550.00,99.30
1549.00,99.30
1548.00,99.29
1547.00,99.29
1546.00,99.30
1545.00,99.29
1544.00,99.28
1543.00,99.28
1542.00,99.30
1541.00,99.29
1540.00,99.27
1539.00,99.28
1538.00,99.29
1537.00,99.29
1536.00,99.28
1535.00,99.28
1534.00,99.28
1533.00,99.27
1532.00,99.26
1531.00,99.26
1530.00,99.26
1529.00,99.26
1528.00,99.24
1527.00,99.24
1526.00,99.24
1525.00,99.24
1524.00,99.22
1523.00,99.22
1522.00,99.22
1521.00,99.21
1520.00,99.18
1519.00,99.18
1518.00,99.19
1517.00,99.16
1516.00,99.13
1515.00,99.12
1514.00,99.12
1513.00,99.10
1512.00,99.07
1511.00,99.05
1510.00,99.05
1509.00,99.03
1508.00,98.97
1507.00,98.93
1506.00,98.91
1505.00,98.86
1504.00,98.82
1503.00,98.80
1502.00,98.79
1501.00,98.77
1500.00,98.72
1499.00,98.70
1498.00,98.70
1497.00,98.65
1496.00,98.59
1495.00,98.56
1494.00,98.54
1493.00,98.50
1492.00,98.42
1491.00,98.37
1490.00,98.32
1489.00,98.23
1488.00,98.10
1487.00,98.01
1486.00,97.91
1485.00,97.76
1484.00,97.56
1483.00,97.34
1482.00,97.04
1481.00,96.57
1480.00,95.94
1479.00,95.01
1478.00,93.30
1477.00,90.20
1476.00,85.50
1475.00,79.76
1474.00,74.29
1473.00,71.19
1472.00,71.72
1471.00,74.34
1470.00,76.86
1469.00,78.50
1468.00,79.30
1467.00,79.13
1466.00,77.46
1465.00,74.11
1464.00,70.50
1463.00,68.67
1462.00,69.44
1461.00,72.46
1460.00,76.87
1459.00,81.61
1458.00,85.77
1457.00,88.73
1456.00,90.47
1455.00,91.46
1454.00,92.19
1453.00,92.90
1452.00,93.57
1451.00,94.10
1450.00,94.48
1449.00,94.80
1448.00,95.08
1447.00,95.27
1446.00,95.39
1445.00,95.50
1444.00,95.61
1443.00,95.70
1442.00,95.77
1441.00,95.86
1440.00,95.96
1439.00,96.04
1438.00,96.12
1437.00,96.25
1436.00,96.41
1435.00,96.55
1434.00,96.69
1433.00,96.86
1432.00,97.07
1431.00,97.29
1430.00,97.50
1429.00,97.71
1428.00,97.90
1427.00,98.05
1426.00,98.17
1425.00,98.30
1424.00,98.43
1423.00,98.51
1422.00,98.56
1421.00,98.62
1420.00,98.70
1419.00,98.75
1418.00,98.78
1417.00,98.81
1416.00,98.84
1415.00,98.85
1414.00,98.86
1413.00,98.88
1412.00,98.91
1411.00,98.93
1410.00,98.94
1409.00,98.96
1408.00,98.99
1407.00,99.00
1406.00,98.99
1405.00,99.00
1404.00,99.01
1403.00,99.01
1402.00,99.01
1401.00,99.01
1400.00,99.02
1399.00,99.01
1398.00,99.00
1397.00,99.01
1396.00,99.02
1395.00,99.02
1394.00,99.01
1393.00,99.00
1392.00,99.00
1391.00,98.99
1390.00,98.98
1389.00,98.98
1388.00,98.99
1387.00,98.98
1386.00,98.96
1385.00,98.94
1384.00,98.91
1383.00,98.86
1382.00,98.77
1381.00,98.68
1380.00,98.57
1379.00,98.45
1378.00,98.36
1377.00,98.30
1376.00,98.27
1375.00,98.22
1374.00,98.15
1373.00,98.07
1372.00,97.98
1371.00,97.90
1370.00,97.82
1369.00,97.78
1368.00,97.78
1367.00,97.80
1366.00,97.83
1365.00,97.89
1364.00,97.96
1363.00,98.02
1362.00,98.07
1361.00,98.12
1360.00,98.16
1359.00,98.19
1358.00,98.21
1357.00,98.22
1356.00,98.23
1355.00,98.23
1354.00,98.21
1353.00,98.21
1352.00,98.22
1351.00,98.24
1350.00,98.26
1349.00,98.30
1348.00,98.35
1347.00,98.39
1346.00,98.43
1345.00,98.46
1344.00,98.50
1343.00,98.53
1342.00,98.56
1341.00,98.58
1340.00,98.62
1339.00,98.65
1338.00,98.68
1337.00,98.72
1336.00,98.77
1335.00,98.81
1334.00,98.83
1333.00,98.86
1332.00,98.88
1331.00,98.89
1330.00,98.88
1329.00,98.88
1328.00,98.87
1327.00,98.86
1326.00,98.84
1325.00,98.83
1324.00,98.81
1323.00,98.79
1322.00,98.76
1321.00,98.73
1320.00,98.71
1319.00,98.67
1318.00,98.64
1317.00,98.62
1316.00,98.60
1315.00,98.58
1314.00,98.56
1313.00,98.54
1312.00,98.52
1311.00,98.51
1310.00,98.49
1309.00,98.48
1308.00,98.48
1307.00,98.48
1306.00,98.47
1305.00,98.47
1304.00,98.48
1303.00,98.49
1302.00,98.50
1301.00,98.51
1300.00,98.52
1299.00,98.53
1298.00,98.55
1297.00,98.57
1296.00,98.60
1295.00,98.63
1294.00,98.66
1293.00,98.69
1292.00,98.72
1291.00,98.74
1290.00,98.76
1289.00,98.78
1288.00,98.80
1287.00,98.82
1286.00,98.83
1285.00,98.84
1284.00,98.85
1283.00,98.86
1282.00,98.87
1281.00,98.88
1280.00,98.89
1279.00,98.89
1278.00,98.89
1277.00,98.90
1276.00,98.90
1275.00,98.91
1274.00,98.91
1273.00,98.92
1272.00,98.94
1271.00,98.95
1270.00,98.96
1269.00,98.97
1268.00,98.97
1267.00,98.98
1266.00,98.98
1265.00,98.99
1264.00,99.00
1263.00,99.01
1262.00,99.01
1261.00,99.02
1260.00,99.03
1259.00,99.04
1258.00,99.04
1257.00,99.05
1256.00,99.06
1255.00,99.07
1254.00,99.08
1253.00,99.10
1252.00,99.12
1251.00,99.14
1250.00,99.16
1249.00,99.18
1248.00,99.20
1247.00,99.22
1246.00,99.23
1245.00,99.25
1244.00,99.27
1243.00,99.28
1242.00,99.28
1241.00,99.29
1240.00,99.28
1239.00,99.27
1238.00,99.24
1237.00,99.23
1236.00,99.22
1235.00,99.20
1234.00,99.19
1233.00,99.19
1232.00,99.20
1231.00,99.21
1230.00,99.22
1229.00,99.23
1228.00,99.24
1227.00,99.25
1226.00,99.26
1225.00,99.26
1224.00,99.28
1223.00,99.28
1222.00,99.27
1221.00,99.27
1220.00,99.26
1219.00,99.25
1218.00,99.24
1217.00,99.23
1216.00,99.22
1215.00,99.20
1214.00,99.20
1213.00,99.19
1212.00,99.20
1211.00,99.20
1210.00,99.19
1209.00,99.18
1208.00,99.18
1207.00,99.18
1206.00,99.17
1205.00,99.17
1204.00,99.17
1203.00,99.16
1202.00,99.15
1201.00,99.14
1200.00,99.15
1199.00,99.15
1198.00,99.14
1197.00,99.14
1196.00,99.14
1195.00,99.14
1194.00,99.14
1193.00,99.14
1192.00,99.14
1191.00,99.14
1190.00,99.12
1189.00,99.12
1188.00,99.11
1187.00,99.11
1186.00,99.11
1185.00,99.11
1184.00,99.11
1183.00,99.10
1182.00,99.09
1181.00,99.07
1180.00,99.05
1179.00,99.02
1178.00,98.98
1177.00,98.96
1176.00,98.96
1175.00,98.97
1174.00,98.97
1173.00,98.97
1172.00,98.97
1171.00,98.95
1170.00,98.93
1169.00,98.90
1168.00,98.89
1167.00,98.87
1166.00,98.85
1165.00,98.84
1164.00,98.83
1163.00,98.82
1162.00,98.81
1161.00,98.82
1160.00,98.82
1159.00,98.83
1158.00,98.83
1157.00,98.83
1156.00,98.83
1155.00,98.84
1154.00,98.85
1153.00,98.86
1152.00,98.86
1151.00,98.86
1150.00,98.86
1149.00,98.86
1148.00,98.87
1147.00,98.88
1146.00,98.88
1145.00,98.88
1144.00,98.88
1143.00,98.89
1142.00,98.89
1141.00,98.89
1140.00,98.90
1139.00,98.90
1138.00,98.91
1137.00,98.92
1136.00,98.93
1135.00,98.93
1134.00,98.93
1133.00,98.92
1132.00,98.92
1131.00,98.92
1130.00,98.93
1129.00,98.93
1128.00,98.95
1127.00,98.95
1126.00,98.95
1125.00,98.94
1124.00,98.93
1123.00,98.92
1122.00,98.90
1121.00,98.89
1120.00,98.90
1119.00,98.90
1118.00,98.91
1117.00,98.92
1116.00,98.93
1115.00,98.95
1114.00,98.95
1113.00,98.96
1112.00,98.96
1111.00,98.96
1110.00,98.96
1109.00,98.97
1108.00,98.97
1107.00,98.97
1106.00,98.96
1105.00,98.96
1104.00,98.96
1103.00,98.96
1102.00,98.96
1101.00,98.95
1100.00,98.95
1099.00,98.95
1098.00,98.94
1097.00,98.94
1096.00,98.93
1095.00,98.91
1094.00,98.90
1093.00,98.89
1092.00,98.88
1091.00,98.87
1090.00,98.86
1089.00,98.85
1088.00,98.84
1087.00,98.84
1086.00,98.82
1085.00,98.81
1084.00,98.80
1083.00,98.80
1082.00,98.80
1081.00,98.80
1080.00,98.81
1079.00,98.81
1078.00,98.81
1077.00,98.81
1076.00,98.82
1075.00,98.84
1074.00,98.85
1073.00,98.87
1072.00,98.88
1071.00,98.89
1070.00,98.89
1069.00,98.89
1068.00,98.89
1067.00,98.89
1066.00,98.88
1065.00,98.87
1064.00,98.87
1063.00,98.88
1062.00,98.88
1061.00,98.89
1060.00,98.90
1059.00,98.91
1058.00,98.91
1057.00,98.92
1056.00,98.92
1055.00,98.92
1054.00,98.91
1053.00,98.91
1052.00,98.91
1051.00,98.92
1050.00,98.93
1049.00,98.95
1048.00,98.97
1047.00,98.99
1046.00,98.99
1045.00,99.00
1044.00,99.00
1043.00,99.01
1042.00,99.01
1041.00,99.02
1040.00,99.03
1039.00,99.03
1038.00,99.04
1037.00,99.04
1036.00,99.05
1035.00,99.05
1034.00,99.04
1033.00,99.04
1032.00,99.05
1031.00,99.05
1030.00,99.04
1029.00,99.04
1028.00,99.04
1027.00,99.05
1026.00,99.05
1025.00,99.06
1024.00,99.07
1023.00,99.08
1022.00,99.08
1021.00,99.08
1020.00,99.09
1019.00,99.09
1018.00,99.10
1017.00,99.10
1016.00,99.11
1015.00,99.11
1014.00,99.11
1013.00,99.11
1012.00,99.12
1011.00,99.12
1010.00,99.12
1009.00,99.11
1008.00,99.11
1007.00,99.11
1006.00,99.11
1005.00,99.10
1004.00,99.10
1003.00,99.09
1002.00,99.07
1001.00,99.07
1000.00,99.06
999.00,99.03
998.00,99.00
997.00,98.95
996.00,98.90
995.00,98.85
994.00,98.80
993.00,98.75
992.00,98.72
991.00,98.72
990.00,98.73
989.00,98.78
988.00,98.84
987.00,98.91
986.00,98.97
985.00,99.02
984.00,99.07
983.00,99.11
982.00,99.13
981.00,99.15
980.00,99.17
979.00,99.19
978.00,99.21
977.00,99.22
976.00,99.22
975.00,99.23
974.00,99.23
973.00,99.24
972.00,99.24
971.00,99.24
970.00,99.23
969.00,99.21
968.00,99.19
967.00,99.17
966.00,99.15
965.00,99.14
964.00,99.15
963.00,99.16
962.00,99.19
961.00,99.22
960.00,99.25
959.00,99.27
958.00,99.29
957.00,99.30
956.00,99.32
955.00,99.33
954.00,99.33
953.00,99.33
952.00,99.33
951.00,99.33
950.00,99.33
949.00,99.33
948.00,99.34
947.00,99.34
946.00,99.33
945.00,99.33
944.00,99.33
943.00,99.33
942.00,99.32
941.00,99.31
940.00,99.31
939.00,99.30
938.00,99.30
937.00,99.30
936.00,99.30
935.00,99.29
934.00,99.29
933.00,99.28
932.00,99.28
931.00,99.28
930.00,99.27
929.00,99.26
928.00,99.26
927.00,99.25
926.00,99.24
925.00,99.24
924.00,99.23
923.00,99.22
922.00,99.20
921.00,99.17
920.00,99.15
919.00,99.11
918.00,99.07
917.00,99.01
916.00,98.93
915.00,98.82
914.00,98.67
913.00,98.48
912.00,98.25
911.00,98.01
910.00,97.79
909.00,97.67
