Created as New Dataset,Sample 001 By Administrator Date Wednesday, May 03 2023
cm-1,A
2704.00,-0.0003
2703.00,-0.0003
2702.00,-0.0003
2701.00,-0.0003
2700.00,-0.0003
2699.00,-0.0003
2698.00,-0.0003
2697.00,-0.0003
2696.00,-0.0003
2695.00,-0.0003
2694.00,-0.0003
2693.00,-0.0003
2692.00,-0.0003
2691.00,-0.0003
2690.00,-0.0003
2689.00,-0.0003
2688.00,-0.0003
2687.00,-0.0003
2686.00,-0.0003
2685.00,-0.0003
2684.00,-0.0002
2683.00,-0.0002
2682.00,-0.0002
2681.00,-0.0003
2680.00,-0.0003
2679.00,-0.0003
2678.00,-0.0003
2677.00,-0.0002
2676.00,-0.0002
2675.00,-0.0002
2674.00,-0.0003
2673.00,-0.0003
2672.00,-0.0003
2671.00,-0.0003
2670.00,-0.0003
2669.00,-0.0003
2668.00,-0.0003
2667.00,-0.0003
2666.00,-0.0003
2665.00,-0.0003
2664.00,-0.0003
2663.00,-0.0003
2662.00,-0.0003
2661.00,-0.0003
2660.00,-0.0003
2659.00,-0.0003
2658.00,-0.0003
2657.00,-0.0002
2656.00,-0.0002
2655.00,-0.0001
2654.00,-0.0001
2653.00,-0.0001
2652.00,-0.0001
2651.00,-0.0001
2650.00,-0.0001
2649.00,-0.0001
2648.00,-0.0001
2647.00,-0.0001
2646.00,-0.0001
2645.00,-0.0001
2644.00,-0.0001
2643.00,-0.0001
2642.00,-0.0001
2641.00,-0.0001
2640.00,-0.0001
2639.00,-0.0001
2638.00,-0.0001
2637.00,-0.0001
2636.00,-0.0001
2635.00,-0.0001
2634.00,-0.0001
2633.00,-0.0002
2632.00,-0.0002
2631.00,-0.0002
2630.00,-0.0002
2629.00,-0.0001
2628.00,-0.0001
2627.00,-0.0001
2626.00,-0.0001
2625.00,-0.0002
2624.00,-0.0001
2623.00,-0.0001
2622.00,-0.0001
2621.00,-0.0001
2620.00,-0.0001
2619.00,-0.0001
2618.00,-0.0002
2617.00,-0.0002
2616.00,-0.0002
2615.00,-0.0002
2614.00,-0.0002
2613.00,-0.0003
2612.00,-0.0003
2611.00,-0.0003
2610.00,-0.0003
2609.00,-0.0003
2608.00,-0.0002
2607.00,-0.0002
2606.00,-0.0002
2605.00,-0.0002
2604.00,-0.0002
2603.00,-0.0002
2602.00,-0.0002
2601.00,-0.0002
2600.00,-0.0002
2599.00,-0.0002
2598.00,-0.0003
2597.00,-0.0003
2596.00,-0.0003
2595.00,-0.0002
2594.00,-0.0002
2593.00,-0.0002
2592.00,-0.0002
2591.00,-0.0002
2590.00,-0.0002
2589.00,-0.0002
2588.00,-0.0003
2587.00,-0.0003
2586.00,-0.0003
2585.00,-0.0003
2584.00,-0.0002
2583.00,-0.0002
2582.00,-0.0002
2581.00,-0.0002
2580.00,-0.0002
2579.00,-0.0002
2578.00,-0.0002
2577.00,-0.0002
2576.00,-0.0002
2575.00,-0.0002
2574.00,-0.0003
2573.00,-0.0003
2572.00,-0.0003
2571.00,-0.0003
2570.00,-0.0003
2569.00,-0.0003
2568.00,-0.0004
2567.00,-0.0004
2566.00,-0.0004
2565.00,-0.0004
2564.00,-0.0003
2563.00,-0.0003
2562.00,-0.0003
2561.00,-0.0003
2560.00,-0.0003
2559.00,-0.0003
2558.00,-0.0003
2557.00,-0.0004
2556.00,-0.0004
2555.00,-0.0004
2554.00,-0.0004
2553.00,-0.0003
2552.00,-0.0003
2551.00,-0.0002
2550.00,-0.0002
2549.00,-0.0002
2548.00,-0.0003
2547.00,-0.0003
2546.00,-0.0003
2545.00,-0.0003
2544.00,-0.0003
2543.00,-0.0003
2542.00,-0.0003
2541.00,-0.0003
2540.00,-0.0003
2539.00,-0.0003
2538.00,-0.0002
2537.00,-0.0002
2536.00,-0.0002
2535.00,-0.0002
2534.00,-0.0002
2533.00,-0.0003
2532.00,-0.0003
2531.00,-0.0004
2530.00,-0.0004
2529.00,-0.0004
2528.00,-0.0003
2527.00,-0.0003
2526.00,-0.0003
2525.00,-0.0004
2524.00,-0.0004
2523.00,-0.0003
2522.00,-0.0003
2521.00,-0.0003
2520.00,-0.0003
2519.00,-0.0003
2518.00,-0.0003
2517.00,-0.0003
2516.00,-0.0003
2515.00,-0.0003
2514.00,-0.0003
2513.00,-0.0003
2512.00,-0.0003
2511.00,-0.0003
2510.00,-0.0003
2509.00,-0.0003
2508.00,-0.0003
2507.00,-0.0003
2506.00,-0.0003
2505.00,-0.0003
2504.00,-0.0003
2503.00,-0.0003
2502.00,-0.0004
2501.00,-0.0004
2500.00,-0.0004
2499.00,-0.0004
2498.00,-0.0003
2497.00,-0.0003
2496.00,-0.0002
2495.00,-0.0002
2494.00,-0.0003
2493.00,-0.0003
2492.00,-0.0003
2491.00,-0.0003
2490.00,-0.0003
2489.00,-0.0003
2488.00,-0.0003
2487.00,-0.0003
2486.00,-0.0003
2485.00,-0.0004
2484.00,-0.0004
2483.00,-0.0004
2482.00,-0.0004
2481.00,-0.0003
2480.00,-0.0003
2479.00,-0.0003
2478.00,-0.0003
2477.00,-0.0003
2476.00,-0.0004
2475.00,-0.0004
2474.00,-0.0004
2473.00,-0.0005
2472.00,-0.0005
2471.00,-0.0005
2470.00,-0.0004
2469.00,-0.0004
2468.00,-0.0004
2467.00,-0.0004
2466.00,-0.0004
2465.00,-0.0004
2464.00,-0.0004
2463.00,-0.0005
2462.00,-0.0005
2461.00,-0.0005
2460.00,-0.0005
2459.00,-0.0005
2458.00,-0.0004
2457.00,-0.0004
2456.00,-0.0004
2455.00,-0.0004
2454.00,-0.0004
2453.00,-0.0004
2452.00,-0.0004
2451.00,-0.0004
2450.00,-0.0004
2449.00,-0.0004
2448.00,-0.0005
2447.00,-0.0005
2446.00,-0.0004
2445.00,-0.0004
2444.00,-0.0004
2443.00,-0.0004
2442.00,-0.0004
2441.00,-0.0004
2440.00,-0.0004
2439.00,-0.0004
2438.00,-0.0004
2437.00,-0.0004
2436.00,-0.0004
2435.00,-0.0004
2434.00,-0.0004
2433.00,-0.0004
2432.00,-0.0004
2431.00,-0.0004
2430.00,-0.0004
2429.00,-0.0004
2428.00,-0.0003
2427.00,-0.0003
2426.00,-0.0004
2425.00,-0.0004
2424.00,-0.0004
2423.00,-0.0005
2422.00,-0.0005
2421.00,-0.0005
2420.00,-0.0004
2419.00,-0.0004
2418.00,-0.0004
2417.00,-0.0004
2416.00,-0.0004
2415.00,-0.0004
2414.00,-0.0005
2413.00,-0.0005
2412.00,-0.0004
2411.00,-0.0004
2410.00,-0.0005
2409.00,-0.0005
2408.00,-0.0005
2407.00,-0.0005
2406.00,-0.0005
2405.00,-0.0004
2404.00,-0.0004
2403.00,-0.0004
2402.00,-0.0004
2401.00,-0.0004
2400.00,-0.0004
2399.00,-0.0005
2398.00,-0.0005
2397.00,-0.0005
2396.00,-0.0005
2395.00,-0.0005
2394.00,-0.0004
2393.00,-0.0004
2392.00,-0.0004
2391.00,-0.0005
2390.00,-0.0005
2389.00,-0.0005
2388.00,-0.0005
2387.00,-0.0005
2386.00,-0.0005
2385.00,-0.0005
2384.00,-0.0005
2383.00,-0.0005
2382.00,-0.0005
2381.00,-0.0006
2380.00,-0.0006
2379.00,-0.0006
2378.00,-0.0006
2377.00,-0.0006
2376.00,-0.0005
2375.00,-0.0005
2374.00,-0.0005
2373.00,-0.0005
2372.00,-0.0005
2371.00,-0.0004
2370.00,-0.0004
2369.00,-0.0005
2368.00,-0.0005
2367.00,-0.0005
2366.00,-0.0005
2365.00,-0.0005
2364.00,-0.0005
2363.00,-0.0004
2362.00,-0.0003
2361.00,-0.0003
2360.00,-0.0002
2359.00,-0.0003
2358.00,-0.0003
2357.00,-0.0003
2356.00,-0.0003
2355.00,-0.0003
2354.00,-0.0003
2353.00,-0.0003
2352.00,-0.0003
2351.00,-0.0003
2350.00,-0.0003
2349.00,-0.0004
2348.00,-0.0004
2347.00,-0.0004
2346.00,-0.0004
2345.00,-0.0003
2344.00,-0.0003
2343.00,-0.0003
2342.00,-0.0002
2341.00,-0.0002
2340.00,-0.0002
2339.00,-0.0001
2338.00,-0.0001
2337.00,-0.0002
2336.00,-0.0002
2335.00,-0.0002
2334.00,-0.0002
2333.00,-0.0002
2332.00,-0.0002
2331.00,-0.0002
2330.00,-0.0002
2329.00,-0.0002
2328.00,-0.0002
2327.00,-0.0001
2326.00,-0.0000
2325.00,0.0000
2324.00,0.0001
2323.00,0.0001
2322.00,0.0001
2321.00,0.0000
2320.00,0.0000
2319.00,0.0000
2318.00,0.0000
2317.00,0.0000
2316.00,0.0000
2315.00,-0.0000
2314.00,-0.0001
2313.00,-0.0001
2312.00,-0.0001
2311.00,-0.0001
2310.00,-0.0001
2309.00,-0.0001
2308.00,-0.0002
2307.00,-0.0002
2306.00,-0.0003
2305.00,-0.0003
2304.00,-0.0002
2303.00,-0.0002
2302.00,-0.0002
2301.00,-0.0002
2300.00,-0.0002
2299.00,-0.0002
2298.00,-0.0002
2297.00,-0.0002
2296.00,-0.0002
2295.00,-0.0002
2294.00,-0.0002
2293.00,-0.0001
2292.00,-0.0001
2291.00,0.0000
2290.00,0.0001
2289.00,0.0001
2288.00,0.0001
2287.00,0.0001
2286.00,0.0001
2285.00,0.0000
2284.00,-0.0000
2283.00,-0.0001
2282.00,-0.0001
2281.00,-0.0001
2280.00,-0.0001
2279.00,-0.0001
2278.00,-0.0001
2277.00,-0.0001
2276.00,-0.0000
2275.00,0.0000
2274.00,0.0001
2273.00,0.0001
2272.00,0.0002
2271.00,0.0001
2270.00,0.0000
2269.00,-0.0000
2268.00,-0.0001
2267.00,-0.0001
2266.00,-0.0000
2265.00,-0.0000
2264.00,-0.0001
2263.00,-0.0001
2262.00,-0.0001
2261.00,-0.0001
2260.00,-0.0001
2259.00,-0.0001
2258.00,-0.0000
2257.00,0.0001
2256.00,0.0001
2255.00,0.0001
2254.00,0.0001
2253.00,0.0000
2252.00,-0.0000
2251.00,-0.0001
2250.00,-0.0000
2249.00,0.0000
2248.00,0.0000
2247.00,0.0000
2246.00,-0.0000
2245.00,-0.0001
2244.00,-0.0001
2243.00,-0.0002
2242.00,-0.0002
2241.00,-0.0002
2240.00,-0.0001
2239.00,-0.0001
2238.00,-0.0001
2237.00,-0.0001
2236.00,-0.0001
2235.00,-0.0001
2234.00,-0.0000
2233.00,0.0000
2232.00,0.0001
2231.00,0.0001
2230.00,0.0001
2229.00,0.0000
2228.00,-0.0000
2227.00,-0.0001
2226.00,-0.0002
2225.00,-0.0001
2224.00,-0.0001
2223.00,-0.0001
2222.00,-0.0001
2221.00,-0.0001
2220.00,-0.0001
2219.00,-0.0001
2218.00,-0.0001
2217.00,-0.0000
2216.00,0.0000
2215.00,0.0001
2214.00,0.0002
2213.00,0.0002
2212.00,0.0002
2211.00,0.0002
2210.00,0.0002
2209.00,0.0001
2208.00,0.0000
2207.00,0.0001
2206.00,0.0001
2205.00,0.0002
2204.00,0.0002
2203.00,0.0002
2202.00,0.0002
2201.00,0.0002
2200.00,0.0001
2199.00,0.0001
2198.00,0.0001
2197.00,0.0001
2196.00,-0.0000
2195.00,-0.0001
2194.00,-0.0001
2193.00,-0.0002
2192.00,-0.0003
2191.00,-0.0002
2190.00,-0.0001
2189.00,0.0000
2188.00,0.0001
2187.00,0.0001
2186.00,0.0002
2185.00,0.0002
2184.00,0.0003
2183.00,0.0004
2182.00,0.0005
2181.00,0.0006
2180.00,0.0007
2179.00,0.0006
2178.00,0.0004
2177.00,0.0002
2176.00,-0.0000
2175.00,-0.0001
2174.00,-0.0001
2173.00,-0.0000
2172.00,0.0001
2171.00,0.0003
2170.00,0.0003
2169.00,0.0003
2168.00,0.0003
2167.00,0.0003
2166.00,0.0002
2165.00,0.0003
2164.00,0.0004
2163.00,0.0007
2162.00,0.0008
2161.00,0.0009
2160.00,0.0007
2159.00,0.0003
2158.00,-0.0001
2157.00,-0.0005
2156.00,-0.0007
2155.00,-0.0007
2154.00,-0.0006
2153.00,-0.0005
2152.00,-0.0004
2151.00,-0.0004
2150.00,-0.0003
2149.00,-0.0003
2148.00,-0.0003
2147.00,-0.0003
2146.00,-0.0004
2145.00,-0.0004
2144.00,-0.0004
2143.00,-0.0004
2142.00,-0.0004
2141.00,-0.0004
2140.00,-0.0003
2139.00,-0.0003
2138.00,-0.0003
2137.00,-0.0004
2136.00,-0.0005
2135.00,-0.0006
2134.00,-0.0006
2133.00,-0.0006
2132.00,-0.0005
2131.00,-0.0005
2130.00,-0.0005
2129.00,-0.0005
2128.00,-0.0005
2127.00,-0.0005
2126.00,-0.0005
2125.00,-0.0005
2124.00,-0.0005
2123.00,-0.0004
2122.00,-0.0003
2121.00,-0.0003
2120.00,-0.0002
2119.00,-0.0002
2118.00,-0.0002
2117.00,-0.0002
2116.00,-0.0002
2115.00,-0.0002
2114.00,-0.0001
2113.00,-0.0001
2112.00,-0.0001
2111.00,-0.0001
2110.00,-0.0001
2109.00,-0.0001
2108.00,-0.0000
2107.00,0.0000
2106.00,0.0001
2105.00,0.0001
2104.00,0.0001
2103.00,0.0000
2102.00,-0.0000
2101.00,-0.0001
2100.00,-0.0002
2099.00,-0.0002
2098.00,-0.0002
2097.00,-0.0002
2096.00,-0.0002
2095.00,-0.0002
2094.00,-0.0003
2093.00,-0.0004
2092.00,-0.0004
2091.00,-0.0004
2090.00,-0.0004
2089.00,-0.0004
2088.00,-0.0003
2087.00,-0.0002
2086.00,-0.0002
2085.00,-0.0001
2084.00,-0.0001
2083.00,-0.0001
2082.00,-0.0001
2081.00,-0.0000
2080.00,0.0001
2079.00,0.0002
2078.00,0.0002
2077.00,0.0001
2076.00,-0.0000
2075.00,-0.0002
2074.00,-0.0002
2073.00,-0.0002
2072.00,-0.0001
2071.00,-0.0000
2070.00,0.0000
2069.00,0.0000
2068.00,0.0000
2067.00,0.0000
2066.00,0.0000
2065.00,0.0000
2064.00,0.0000
2063.00,0.0000
2062.00,0.0001
2061.00,0.0000
2060.00,-0.0000
2059.00,-0.0001
2058.00,-0.0001
2057.00,-0.0002
2056.00,-0.0002
2055.00,-0.0002
2054.00,-0.0001
2053.00,-0.0000
2052.00,0.0001
2051.00,0.0002
2050.00,0.0003
2049.00,0.0002
2048.00,0.0002
2047.00,0.0001
2046.00,0.0001
2045.00,0.0002
2044.00,0.0002
2043.00,0.0002
2042.00,0.0003
2041.00,0.0003
2040.00,0.0002
2039.00,0.0003
2038.00,0.0003
2037.00,0.0003
2036.00,0.0003
2035.00,0.0003
2034.00,0.0002
2033.00,0.0001
2032.00,0.0001
2031.00,0.0002
2030.00,0.0003
2029.00,0.0004
2028.00,0.0004
2027.00,0.0003
2026.00,0.0002
2025.00,0.0001
2024.00,0.0001
2023.00,0.0001
2022.00,0.0001
2021.00,0.0000
2020.00,-0.0001
2019.00,-0.0002
2018.00,-0.0002
2017.00,-0.0001
2016.00,-0.0000
2015.00,-0.0000
2014.00,0.0000
2013.00,0.0001
2012.00,0.0002
2011.00,0.0003
2010.00,0.0004
2009.00,0.0004
2008.00,0.0003
2007.00,0.0002
2006.00,0.0001
2005.00,-0.0000
2004.00,-0.0001
2003.00,-0.0002
2002.00,-0.0002
2001.00,-0.0003
2000.00,-0.0002
1999.00,-0.0000
1998.00,0.0001
1997.00,0.0002
1996.00,0.0003
1995.00,0.0004
1994.00,0.0004
1993.00,0.0003
1992.00,0.0002
1991.00,0.0001
1990.00,0.0001
1989.00,0.0001
1988.00,0.0001
1987.00,0.0001
1986.00,0.0001
1985.00,0.0001
1984.00,0.0002
1983.00,0.0003
1982.00,0.0004
1981.00,0.0006
1980.00,0.0007
1979.00,0.0007
1978.00,0.0006
1977.00,0.0004
1976.00,0.0002
1975.00,0.0001
1974.00,0.0001
1973.00,0.0001
1972.00,0.0001
1971.00,0.0002
1970.00,0.0004
1969.00,0.0005
1968.00,0.0006
1967.00,0.0006
1966.00,0.0006
1965.00,0.0006
1964.00,0.0005
1963.00,0.0006
1962.00,0.0006
1961.00,0.0006
1960.00,0.0005
1959.00,0.0005
1958.00,0.0005
1957.00,0.0005
1956.00,0.0005
1955.00,0.0006
1954.00,0.0007
1953.00,0.0008
1952.00,0.0009
1951.00,0.0010
1950.00,0.0011
1949.00,0.0011
1948.00,0.0011
1947.00,0.0011
1946.00,0.0011
1945.00,0.0011
1944.00,0.0010
1943.00,0.0009
1942.00,0.0010
1941.00,0.0011
1940.00,0.0011
1939.00,0.0011
1938.00,0.0011
1937.00,0.0010
1936.00,0.0010
1935.00,0.0010
1934.00,0.0009
1933.00,0.0008
1932.00,0.0007
1931.00,0.0005
1930.00,0.0004
1929.00,0.0004
1928.00,0.0003
1927.00,0.0002
1926.00,0.0002
1925.00,0.0001
1924.00,0.0002
1923.00,0.0002
1922.00,0.0002
1921.00,0.0001
1920.00,0.0001
1919.00,0.0000
1918.00,0.0000
1917.00,-0.0000
1916.00,-0.0001
1915.00,-0.0001
1914.00,-0.0001
1913.00,-0.0001
1912.00,0.0000
1911.00,0.0000
1910.00,0.0000
1909.00,0.0000
1908.00,0.0001
1907.00,0.0001
1906.00,0.0002
1905.00,0.0002
1904.00,0.0002
1903.00,0.0001
1902.00,0.0001
1901.00,0.0000
1900.00,0.0000
1899.00,0.0000
1898.00,0.0001
1897.00,0.0002
1896.00,0.0002
1895.00,0.0003
1894.00,0.0003
1893.00,0.0003
1892.00,0.0003
1891.00,0.0004
1890.00,0.0005
1889.00,0.0005
1888.00,0.0006
1887.00,0.0007
1886.00,0.0007
1885.00,0.0007
1884.00,0.0006
1883.00,0.0006
1882.00,0.0006
1881.00,0.0007
1880.00,0.0007
1879.00,0.0008
1878.00,0.0009
1877.00,0.0009
1876.00,0.0009
1875.00,0.0009
1874.00,0.0009
1873.00,0.0009
1872.00,0.0009
1871.00,0.0010
1870.00,0.0010
1869.00,0.0010
1868.00,0.0010
1867.00,0.0009
1866.00,0.0008
1865.00,0.0008
1864.00,0.0007
1863.00,0.0007
1862.00,0.0007
1861.00,0.0006
1860.00,0.0006
1859.00,0.0005
1858.00,0.0005
1857.00,0.0004
1856.00,0.0003
1855.00,0.0003
1854.00,0.0003
1853.00,0.0002
1852.00,0.0002
1851.00,0.0002
1850.00,0.0001
1849.00,0.0001
1848.00,0.0001
1847.00,0.0000
1846.00,0.0000
1845.00,-0.0000
1844.00,-0.0001
1843.00,-0.0001
1842.00,-0.0001
1841.00,-0.0001
1840.00,-0.0000
1839.00,0.0000
1838.00,0.0001
1837.00,0.0001
1836.00,0.0001
1835.00,0.0000
1834.00,0.0000
1833.00,-0.0000
1832.00,0.0000
1831.00,0.0000
1830.00,0.0000
1829.00,0.0001
1828.00,0.0001
1827.00,0.0001
1826.00,0.0002
1825.00,0.0002
1824.00,0.0002
1823.00,0.0002
1822.00,0.0003
1821.00,0.0003
1820.00,0.0004
1819.00,0.0004
1818.00,0.0004
1817.00,0.0005
1816.00,0.0005
1815.00,0.0005
1814.00,0.0006
1813.00,0.0007
1812.00,0.0007
1811.00,0.0007
1810.00,0.0008
1809.00,0.0008
1808.00,0.0008
1807.00,0.0009
1806.00,0.0009
1805.00,0.0010
1804.00,0.0010
1803.00,0.0010
1802.00,0.0010
1801.00,0.0011
1800.00,0.0011
1799.00,0.0011
1798.00,0.0010
1797.00,0.0009
1796.00,0.0008
1795.00,0.0008
1794.00,0.0007
1793.00,0.0007
1792.00,0.0007
1791.00,0.0006
1790.00,0.0005
1789.00,0.0005
1788.00,0.0005
1787.00,0.0005
1786.00,0.0004
1785.00,0.0004
1784.00,0.0003
1783.00,0.0003
1782.00,0.0002
1781.00,0.0003
1780.00,0.0003
1779.00,0.0003
1778.00,0.0003
1777.00,0.0003
1776.00,0.0004
1775.00,0.0004
1774.00,0.0004
1773.00,0.0004
1772.00,0.0004
1771.00,0.0004
1770.00,0.0004
1769.00,0.0004
1768.00,0.0004
1767.00,0.0004
1766.00,0.0005
1765.00,0.0005
1764.00,0.0006
1763.00,0.0007
1762.00,0.0008
1761.00,0.0008
1760.00,0.0009
1759.00,0.0010
1758.00,0.0011
1757.00,0.0012
1756.00,0.0013
1755.00,0.0015
1754.00,0.0017
1753.00,0.0019
1752.00,0.0021
1751.00,0.0023
1750.00,0.0026
1749.00,0.0028
1748.00,0.0031
1747.00,0.0033
1746.00,0.0036
1745.00,0.0039
1744.00,0.0041
1743.00,0.0044
1742.00,0.0047
1741.00,0.0050
1740.00,0.0051
1739.00,0.0051
1738.00,0.0051
1737.00,0.0051
1736.00,0.0050
1735.00,0.0050
1734.00,0.0049
1733.00,0.0051
1732.00,0.0052
1731.00,0.0054
1730.00,0.0053
1729.00,0.0050
1728.00,0.0045
1727.00,0.0039
1726.00,0.0035
1725.00,0.0031
1724.00,0.0028
1723.00,0.0026
1722.00,0.0024
1721.00,0.0023
1720.00,0.0022
1719.00,0.0021
1718.00,0.0020
1717.00,0.0019
1716.00,0.0018
1715.00,0.0017
1714.00,0.0016
1713.00,0.0015
1712.00,0.0014
1711.00,0.0013
1710.00,0.0013
1709.00,0.0013
1708.00,0.0012
1707.00,0.0012
1706.00,0.0012
1705.00,0.0011
1704.00,0.0011
1703.00,0.0010
1702.00,0.0010
1701.00,0.0010
1700.00,0.0010
1699.00,0.0009
1698.00,0.0009
1697.00,0.0008
1696.00,0.0008
1695.00,0.0008
1694.00,0.0008
1693.00,0.0007
1692.00,0.0007
1691.00,0.0007
1690.00,0.0007
1689.00,0.0007
1688.00,0.0007
1687.00,0.0007
1686.00,0.0007
1685.00,0.0007
1684.00,0.0007
1683.00,0.0007
1682.00,0.0007
1681.00,0.0007
1680.00,0.0007
1679.00,0.0007
1678.00,0.0007
1677.00,0.0007
1676.00,0.0007
1675.00,0.0007
1674.00,0.0007
1673.00,0.0007
1672.00,0.0008
1671.00,0.0008
1670.00,0.0008
1669.00,0.0008
1668.00,0.0007
1667.00,0.0007
1666.00,0.0007
1665.00,0.0007
1664.00,0.0007
1663.00,0.0007
1662.00,0.0006
1661.00,0.0006
1660.00,0.0006
1659.00,0.0006
1658.00,0.0006
1657.00,0.0005
1656.00,0.0005
1655.00,0.0005
1654.00,0.0005
1653.00,0.0004
1652.00,0.0004
1651.00,0.0004
1650.00,0.0003
1649.00,0.0003
1648.00,0.0003
1647.00,0.0003
1646.00,0.0003
1645.00,0.0003
1644.00,0.0003
1643.00,0.0003
1642.00,0.0003
1641.00,0.0003
1640.00,0.0003
1639.00,0.0003
1638.00,0.0003
1637.00,0.0003
1636.00,0.0003
1635.00,0.0003
1634.00,0.0003
1633.00,0.0004
1632.00,0.0004
1631.00,0.0004
1630.00,0.0003
1629.00,0.0004
1628.00,0.0004
1627.00,0.0004
1626.00,0.0004
1625.00,0.0004
1624.00,0.0005
1623.00,0.0005
1622.00,0.0005
1621.00,0.0006
1620.00,0.0006
1619.00,0.0006
1618.00,0.0006
1617.00,0.0007
1616.00,0.0008
1615.00,0.0009
1614.00,0.0010
1613.00,0.0011
1612.00,0.0013
1611.00,0.0015
1610.00,0.0018
1609.00,0.0023
1608.00,0.0028
1607.00,0.0036
1606.00,0.0044
1605.00,0.0054
1604.00,0.0064
1603.00,0.0072
1602.00,0.0078
1601.00,0.0080
1600.00,0.0078
1599.00,0.0073
1598.00,0.0066
1597.00,0.0058
1596.00,0.0050
1595.00,0.0044
1594.00,0.0038
1593.00,0.0034
1592.00,0.0031
1591.00,0.0028
1590.00,0.0027
1589.00,0.0026
1588.00,0.0026
1587.00,0.0028
1586.00,0.0030
1585.00,0.0033
1584.00,0.0036
1583.00,0.0037
1582.00,0.0036
1581.00,0.0033
1580.00,0.0029
1579.00,0.0026
1578.00,0.0024
1577.00,0.0021
1576.00,0.0019
1575.00,0.0018
1574.00,0.0016
1573.00,0.0016
1572.00,0.0015
1571.00,0.0015
1570.00,0.0014
1569.00,0.0014
1568.00,0.0014
1567.00,0.0015
1566.00,0.0015
1565.00,0.0015
1564.00,0.0015
1563.00,0.0016
1562.00,0.0016
1561.00,0.0017
1560.00,0.0018
1559.00,0.0019
1558.00,0.0020
1557.00,0.0021
1556.00,0.0023
1555.00,0.0025
1554.00,0.0028
1553.00,0.0031
1552.00,0.0034
1551.00,0.0038
1550.00,0.0042
1549.00,0.0048
1548.00,0.0054
1547.00,0.0061
1546.00,0.0070
1545.00,0.0081
1544.00,0.0092
1543.00,0.0104
1542.00,0.0116
1541.00,0.0125
1540.00,0.0130
1539.00,0.0129
1538.00,0.0124
1537.00,0.0118
1536.00,0.0110
1535.00,0.0098
1534.00,0.0084
1533.00,0.0071
1532.00,0.0060
1531.00,0.0053
1530.00,0.0047
1529.00,0.0042
1528.00,0.0037
1527.00,0.0033
1526.00,0.0029
1525.00,0.0026
1524.00,0.0024
1523.00,0.0023
1522.00,0.0021
1521.00,0.0019
1520.00,0.0018
1519.00,0.0017
1518.00,0.0016
1517.00,0.0016
1516.00,0.0016
1515.00,0.0015
1514.00,0.0015
1513.00,0.0014
1512.00,0.0014
1511.00,0.0014
1510.00,0.0014
1509.00,0.0014
1508.00,0.0014
1507.00,0.0014
1506.00,0.0014
1505.00,0.0015
1504.00,0.0017
1503.00,0.0019
1502.00,0.0022
1501.00,0.0026
1500.00,0.0033
1499.00,0.0043
1498.00,0.0059
1497.00,0.0084
1496.00,0.0115
1495.00,0.0147
1494.00,0.0173
1493.00,0.0188
1492.00,0.0188
1491.00,0.0172
1490.00,0.0147
1489.00,0.0120
1488.00,0.0098
1487.00,0.0082
1486.00,0.0070
1485.00,0.0061
1484.00,0.0053
1483.00,0.0047
1482.00,0.0043
1481.00,0.0039
1480.00,0.0037
1479.00,0.0036
1478.00,0.0035
1477.00,0.0036
1476.00,0.0038
1475.00,0.0041
1474.00,0.0045
1473.00,0.0050
1472.00,0.0055
1471.00,0.0060
1470.00,0.0063
1469.00,0.0066
1468.00,0.0069
1467.00,0.0071
1466.00,0.0073
1465.00,0.0073
1464.00,0.0073
1463.00,0.0073
1462.00,0.0073
1461.00,0.0075
1460.00,0.0078
1459.00,0.0084
1458.00,0.0096
1457.00,0.0116
1456.00,0.0141
1455.00,0.0166
1454.00,0.0189
1453.00,0.0206
1452.00,0.0214
1451.00,0.0212
1450.00,0.0201
1449.00,0.0186
1448.00,0.0171
1447.00,0.0157
1446.00,0.0146
1445.00,0.0136
1444.00,0.0127
1443.00,0.0118
1442.00,0.0110
1441.00,0.0103
1440.00,0.0096
1439.00,0.0090
1438.00,0.0083
1437.00,0.0075
1436.00,0.0067
1435.00,0.0061
1434.00,0.0057
1433.00,0.0053
1432.00,0.0049
1431.00,0.0046
1430.00,0.0043
1429.00,0.0040
1428.00,0.0038
1427.00,0.0036
1426.00,0.0034
1425.00,0.0033
1424.00,0.0033
1423.00,0.0032
1422.00,0.0032
1421.00,0.0033
1420.00,0.0033
1419.00,0.0033
1418.00,0.0033
1417.00,0.0032
1416.00,0.0031
1415.00,0.0031
1414.00,0.0031
1413.00,0.0030
1412.00,0.0029
1411.00,0.0029
1410.00,0.0028
1409.00,0.0028
1408.00,0.0028
1407.00,0.0029
1406.00,0.0029
1405.00,0.0030
1404.00,0.0032
1403.00,0.0035
1402.00,0.0039
1401.00,0.0043
1400.00,0.0047
1399.00,0.0051
1398.00,0.0053
1397.00,0.0053
1396.00,0.0051
1395.00,0.0049
1394.00,0.0047
1393.00,0.0045
1392.00,0.0044
1391.00,0.0044
1390.00,0.0043
1389.00,0.0043
1388.00,0.0044
1387.00,0.0044
1386.00,0.0045
1385.00,0.0045
1384.00,0.0046
1383.00,0.0047
1382.00,0.0048
1381.00,0.0049
1380.00,0.0050
1379.00,0.0051
1378.00,0.0052
1377.00,0.0053
1376.00,0.0054
1375.00,0.0054
1374.00,0.0054
1373.00,0.0054
1372.00,0.0054
1371.00,0.0054
1370.00,0.0054
1369.00,0.0054
1368.00,0.0054
1367.00,0.0053
