Created as New Dataset,Sample 001 By Administrator Date Wednesday, May 03 2023
cm-1,A
1366.00,0.0053
1365.00,0.0052
1364.00,0.0052
1363.00,0.0051
1362.00,0.0051
1361.00,0.0050
1360.00,0.0049
1359.00,0.0049
1358.00,0.0048
1357.00,0.0047
1356.00,0.0047
1355.00,0.0046
1354.00,0.0046
1353.00,0.0046
1352.00,0.0046
1351.00,0.0046
1350.00,0.0046
1349.00,0.0046
1348.00,0.0046
1347.00,0.0045
1346.00,0.0045
1345.00,0.0044
1344.00,0.0043
1343.00,0.0042
1342.00,0.0041
1341.00,0.0041
1340.00,0.0040
1339.00,0.0040
1338.00,0.0040
1337.00,0.0040
1336.00,0.0041
1335.00,0.0041
1334.00,0.0042
1333.00,0.0043
1332.00,0.0044
1331.00,0.0045
1330.00,0.0046
1329.00,0.0046
1328.00,0.0046
1327.00,0.0046
1326.00,0.0045
1325.00,0.0044
1324.00,0.0044
1323.00,0.0043
1322.00,0.0043
1321.00,0.0042
1320.00,0.0042
1319.00,0.0042
1318.00,0.0042
1317.00,0.0043
1316.00,0.0044
1315.00,0.0044
1314.00,0.0045
1313.00,0.0046
1312.00,0.0046
1311.00,0.0046
1310.00,0.0046
1309.00,0.0045
1308.00,0.0045
1307.00,0.0044
1306.00,0.0043
1305.00,0.0042
1304.00,0.0042
1303.00,0.0041
1302.00,0.0041
1301.00,0.0040
1300.00,0.0039
1299.00,0.0039
1298.00,0.0039
1297.00,0.0038
1296.00,0.0038
1295.00,0.0038
1294.00,0.0038
1293.00,0.0038
1292.00,0.0038
1291.00,0.0038
1290.00,0.0038
1289.00,0.0038
1288.00,0.0038
1287.00,0.0038
1286.00,0.0037
1285.00,0.0037
1284.00,0.0037
1283.00,0.0037
1282.00,0.0036
1281.00,0.0036
1280.00,0.0036
1279.00,0.0036
1278.00,0.0037
1277.00,0.0038
1276.00,0.0038
1275.00,0.0039
1274.00,0.0039
1273.00,0.0039
1272.00,0.0039
1271.00,0.0038
1270.00,0.0038
1269.00,0.0037
1268.00,0.0037
1267.00,0.0035
1266.00,0.0034
1265.00,0.0033
1264.00,0.0032
1263.00,0.0030
1262.00,0.0029
1261.00,0.0028
1260.00,0.0028
1259.00,0.0028
1258.00,0.0028
1257.00,0.0028
1256.00,0.0028
1255.00,0.0028
1254.00,0.0027
1253.00,0.0026
1252.00,0.0025
1251.00,0.0024
1250.00,0.0023
1249.00,0.0023
1248.00,0.0023
1247.00,0.0022
1246.00,0.0022
1245.00,0.0021
1244.00,0.0021
1243.00,0.0020
1242.00,0.0020
1241.00,0.0020
1240.00,0.0020
1239.00,0.0020
1238.00,0.0020
1237.00,0.0021
1236.00,0.0021
1235.00,0.0021
1234.00,0.0020
1233.00,0.0019
1232.00,0.0019
1231.00,0.0018
1230.00,0.0019
1229.00,0.0019
1228.00,0.0019
1227.00,0.0019
1226.00,0.0019
1225.00,0.0019
1224.00,0.0020
1223.00,0.0021
1222.00,0.0022
1221.00,0.0023
1220.00,0.0023
1219.00,0.0024
1218.00,0.0025
1217.00,0.0025
1216.00,0.0026
1215.00,0.0026
1214.00,0.0025
1213.00,0.0025
1212.00,0.0024
1211.00,0.0024
1210.00,0.0024
1209.00,0.0025
1208.00,0.0025
1207.00,0.0025
1206.00,0.0026
1205.00,0.0026
1204.00,0.0028
1203.00,0.0030
1202.00,0.0032
1201.00,0.0034
1200.00,0.0037
1199.00,0.0040
1198.00,0.0042
1197.00,0.0044
1196.00,0.0046
1195.00,0.0046
1194.00,0.0046
1193.00,0.0044
1192.00,0.0043
1191.00,0.0041
1190.00,0.0041
1189.00,0.0041
1188.00,0.0042
1187.00,0.0045
1186.00,0.0049
1185.00,0.0054
1184.00,0.0060
1183.00,0.0066
1182.00,0.0071
1181.00,0.0073
1180.00,0.0073
1179.00,0.0071
1178.00,0.0068
1177.00,0.0064
1176.00,0.0060
1175.00,0.0057
1174.00,0.0054
1173.00,0.0051
1172.00,0.0049
1171.00,0.0047
1170.00,0.0046
1169.00,0.0044
1168.00,0.0043
1167.00,0.0041
1166.00,0.0040
1165.00,0.0038
1164.00,0.0038
1163.00,0.0038
1162.00,0.0038
1161.00,0.0039
1160.00,0.0041
1159.00,0.0044
1158.00,0.0046
1157.00,0.0048
1156.00,0.0050
1155.00,0.0051
1154.00,0.0050
1153.00,0.0049
1152.00,0.0047
1151.00,0.0044
1150.00,0.0040
1149.00,0.0037
1148.00,0.0034
1147.00,0.0032
1146.00,0.0030
1145.00,0.0028
1144.00,0.0027
1143.00,0.0026
1142.00,0.0026
1141.00,0.0025
1140.00,0.0025
1139.00,0.0024
1138.00,0.0024
1137.00,0.0023
1136.00,0.0023
1135.00,0.0022
1134.00,0.0023
1133.00,0.0023
1132.00,0.0024
1131.00,0.0025
1130.00,0.0026
1129.00,0.0026
1128.00,0.0027
1127.00,0.0028
1126.00,0.0028
1125.00,0.0029
1124.00,0.0030
1123.00,0.0032
1122.00,0.0033
1121.00,0.0035
1120.00,0.0036
1119.00,0.0039
1118.00,0.0041
1117.00,0.0043
1116.00,0.0046
1115.00,0.0048
1114.00,0.0050
1113.00,0.0051
1112.00,0.0052
1111.00,0.0053
1110.00,0.0054
1109.00,0.0056
1108.00,0.0058
1107.00,0.0059
1106.00,0.0060
1105.00,0.0060
1104.00,0.0059
1103.00,0.0059
1102.00,0.0059
1101.00,0.0060
1100.00,0.0061
1099.00,0.0061
1098.00,0.0062
1097.00,0.0062
1096.00,0.0061
1095.00,0.0060
1094.00,0.0059
1093.00,0.0058
1092.00,0.0057
1091.00,0.0057
1090.00,0.0056
1089.00,0.0055
1088.00,0.0055
1087.00,0.0054
1086.00,0.0054
1085.00,0.0054
1084.00,0.0055
1083.00,0.0056
1082.00,0.0057
1081.00,0.0059
1080.00,0.0062
1079.00,0.0065
1078.00,0.0068
1077.00,0.0071
1076.00,0.0074
1075.00,0.0077
1074.00,0.0080
1073.00,0.0083
1072.00,0.0086
1071.00,0.0089
1070.00,0.0091
1069.00,0.0092
1068.00,0.0092
1067.00,0.0092
1066.00,0.0091
1065.00,0.0090
1064.00,0.0089
1063.00,0.0087
1062.00,0.0084
1061.00,0.0082
1060.00,0.0079
1059.00,0.0078
1058.00,0.0077
1057.00,0.0076
1056.00,0.0075
1055.00,0.0075
1054.00,0.0074
1053.00,0.0074
1052.00,0.0073
1051.00,0.0073
1050.00,0.0073
1049.00,0.0073
1048.00,0.0074
1047.00,0.0074
1046.00,0.0073
1045.00,0.0072
1044.00,0.0071
1043.00,0.0070
1042.00,0.0069
1041.00,0.0069
1040.00,0.0069
1039.00,0.0069
1038.00,0.0071
1037.00,0.0074
1036.00,0.0078
1035.00,0.0084
1034.00,0.0091
1033.00,0.0100
1032.00,0.0108
1031.00,0.0116
1030.00,0.0122
1029.00,0.0126
1028.00,0.0126
1027.00,0.0123
1026.00,0.0117
1025.00,0.0110
1024.00,0.0102
1023.00,0.0094
1022.00,0.0087
1021.00,0.0081
1020.00,0.0076
1019.00,0.0072
1018.00,0.0069
1017.00,0.0066
1016.00,0.0064
1015.00,0.0061
1014.00,0.0058
1013.00,0.0056
1012.00,0.0054
1011.00,0.0053
1010.00,0.0051
1009.00,0.0051
1008.00,0.0050
1007.00,0.0050
1006.00,0.0050
1005.00,0.0051
1004.00,0.0052
1003.00,0.0052
1002.00,0.0051
1001.00,0.0049
1000.00,0.0046
999.00,0.0044
998.00,0.0041
997.00,0.0040
996.00,0.0040
995.00,0.0041
994.00,0.0041
993.00,0.0041
992.00,0.0041
991.00,0.0040
990.00,0.0040
989.00,0.0040
988.00,0.0040
987.00,0.0041
986.00,0.0042
985.00,0.0043
984.00,0.0044
983.00,0.0045
982.00,0.0045
981.00,0.0046
980.00,0.0046
979.00,0.0046
978.00,0.0046
977.00,0.0045
976.00,0.0044
975.00,0.0043
974.00,0.0042
973.00,0.0041
972.00,0.0041
971.00,0.0042
970.00,0.0042
969.00,0.0044
968.00,0.0046
967.00,0.0047
966.00,0.0049
965.00,0.0050
964.00,0.0051
963.00,0.0051
962.00,0.0050
961.00,0.0048
960.00,0.0046
959.00,0.0044
958.00,0.0042
957.00,0.0041
956.00,0.0040
955.00,0.0039
954.00,0.0039
953.00,0.0039
952.00,0.0039
951.00,0.0039
950.00,0.0040
949.00,0.0041
948.00,0.0042
947.00,0.0043
946.00,0.0044
945.00,0.0044
944.00,0.0044
943.00,0.0044
942.00,0.0043
941.00,0.0042
940.00,0.0041
939.00,0.0040
938.00,0.0039
937.00,0.0038
936.00,0.0037
935.00,0.0036
934.00,0.0035
933.00,0.0034
932.00,0.0033
931.00,0.0033
930.00,0.0032
929.00,0.0032
928.00,0.0031
927.00,0.0030
926.00,0.0030
925.00,0.0031
924.00,0.0031
923.00,0.0031
922.00,0.0032
921.00,0.0032
920.00,0.0033
919.00,0.0034
918.00,0.0036
917.00,0.0038
916.00,0.0041
915.00,0.0044
914.00,0.0048
913.00,0.0051
912.00,0.0055
911.00,0.0060
910.00,0.0066
909.00,0.0070
908.00,0.0074
907.00,0.0076
906.00,0.0077
905.00,0.0076
904.00,0.0073
903.00,0.0070
902.00,0.0065
901.00,0.0060
900.00,0.0055
899.00,0.0051
898.00,0.0046
897.00,0.0042
896.00,0.0040
895.00,0.0037
894.00,0.0036
893.00,0.0034
892.00,0.0033
891.00,0.0032
890.00,0.0031
889.00,0.0030
888.00,0.0029
887.00,0.0028
886.00,0.0027
885.00,0.0026
884.00,0.0025
883.00,0.0025
882.00,0.0025
881.00,0.0024
880.00,0.0024
879.00,0.0024
878.00,0.0023
877.00,0.0023
876.00,0.0023
875.00,0.0023
874.00,0.0022
873.00,0.0022
872.00,0.0021
871.00,0.0021
870.00,0.0022
869.00,0.0022
868.00,0.0022
867.00,0.0021
866.00,0.0020
865.00,0.0019
864.00,0.0019
863.00,0.0020
862.00,0.0020
861.00,0.0020
860.00,0.0020
859.00,0.0020
858.00,0.0020
857.00,0.0021
856.00,0.0021
855.00,0.0022
854.00,0.0023
853.00,0.0023
852.00,0.0024
851.00,0.0025
850.00,0.0026
849.00,0.0028
848.00,0.0029
847.00,0.0031
846.00,0.0033
845.00,0.0035
844.00,0.0037
843.00,0.0038
842.00,0.0040
841.00,0.0040
840.00,0.0039
839.00,0.0037
838.00,0.0035
837.00,0.0032
836.00,0.0029
835.00,0.0026
834.00,0.0023
833.00,0.0021
832.00,0.0019
831.00,0.0018
830.00,0.0017
829.00,0.0018
828.00,0.0019
827.00,0.0019
826.00,0.0019
825.00,0.0018
824.00,0.0018
823.00,0.0018
822.00,0.0018
821.00,0.0018
820.00,0.0017
819.00,0.0016
818.00,0.0015
817.00,0.0015
816.00,0.0015
815.00,0.0014
814.00,0.0015
813.00,0.0016
812.00,0.0017
811.00,0.0018
810.00,0.0017
809.00,0.0015
808.00,0.0014
807.00,0.0013
806.00,0.0013
805.00,0.0014
804.00,0.0015
803.00,0.0016
802.00,0.0016
801.00,0.0016
800.00,0.0016
799.00,0.0016
798.00,0.0016
797.00,0.0017
796.00,0.0018
795.00,0.0020
794.00,0.0022
793.00,0.0023
792.00,0.0025
791.00,0.0026
790.00,0.0028
789.00,0.0029
788.00,0.0031
787.00,0.0032
786.00,0.0034
785.00,0.0037
784.00,0.0040
783.00,0.0043
782.00,0.0048
781.00,0.0053
780.00,0.0059
779.00,0.0064
778.00,0.0070
777.00,0.0076
776.00,0.0083
775.00,0.0091
774.00,0.0099
773.00,0.0108
772.00,0.0118
771.00,0.0128
770.00,0.0139
769.00,0.0150
768.00,0.0161
767.00,0.0171
766.00,0.0181
765.00,0.0192
764.00,0.0202
763.00,0.0213
762.00,0.0225
761.00,0.0236
760.00,0.0247
759.00,0.0257
758.00,0.0267
757.00,0.0274
756.00,0.0279
755.00,0.0281
754.00,0.0283
753.00,0.0283
752.00,0.0284
751.00,0.0286
750.00,0.0287
749.00,0.0289
748.00,0.0288
747.00,0.0285
746.00,0.0280
745.00,0.0271
744.00,0.0261
743.00,0.0248
742.00,0.0233
741.00,0.0217
740.00,0.0201
739.00,0.0185
738.00,0.0169
737.00,0.0155
736.00,0.0141
735.00,0.0128
734.00,0.0115
733.00,0.0103
732.00,0.0093
731.00,0.0083
730.00,0.0074
729.00,0.0067
728.00,0.0062
727.00,0.0059
726.00,0.0057
725.00,0.0057
724.00,0.0057
723.00,0.0057
722.00,0.0056
721.00,0.0055
720.00,0.0054
719.00,0.0052
718.00,0.0050
717.00,0.0049
716.00,0.0048
715.00,0.0049
714.00,0.0052
713.00,0.0057
712.00,0.0063
711.00,0.0073
710.00,0.0088
709.00,0.0108
708.00,0.0134
707.00,0.0165
706.00,0.0200
705.00,0.0240
704.00,0.0284
703.00,0.0330
702.00,0.0378
701.00,0.0426
700.00,0.0475
699.00,0.0521
698.00,0.0566
697.00,0.0605
696.00,0.0635
695.00,0.0650
694.00,0.0646
693.00,0.0625
692.00,0.0589
691.00,0.0543
690.00,0.0494
689.00,0.0446
688.00,0.0402
687.00,0.0366
686.00,0.0336
685.00,0.0313
684.00,0.0293
683.00,0.0275
682.00,0.0260
681.00,0.0247
680.00,0.0236
679.00,0.0227
678.00,0.0218
677.00,0.0210
676.00,0.0202
675.00,0.0195
674.00,0.0187
673.00,0.0182
672.00,0.0178
671.00,0.0177
670.00,0.0178
669.00,0.0176
668.00,0.0171
667.00,0.0165
666.00,0.0161
665.00,0.0158
664.00,0.0155
663.00,0.0151
662.00,0.0146
661.00,0.0143
660.00,0.0140
659.00,0.0139
658.00,0.0137
657.00,0.0134
656.00,0.0131
655.00,0.0127
654.00,0.0123
653.00,0.0119
652.00,0.0115
651.00,0.0113
650.00,0.0113
