Created as New Dataset,Nylon (6,6) GF
cm-1,%T
2458.00,97.51
2457.00,97.51
2456.00,97.51
2455.00,97.52
2454.00,97.52
2453.00,97.53
2452.00,97.53
2451.00,97.53
2450.00,97.53
2449.00,97.53
2448.00,97.54
2447.00,97.54
2446.00,97.55
2445.00,97.55
2444.00,97.55
2443.00,97.55
2442.00,97.55
2441.00,97.56
2440.00,97.56
2439.00,97.57
2438.00,97.58
2437.00,97.58
2436.00,97.58
2435.00,97.58
2434.00,97.58
2433.00,97.59
2432.00,97.59
2431.00,97.59
2430.00,97.60
2429.00,97.60
2428.00,97.60
2427.00,97.61
2426.00,97.61
2425.00,97.61
2424.00,97.61
2423.00,97.61
2422.00,97.62
2421.00,97.62
2420.00,97.63
2419.00,97.63
2418.00,97.64
2417.00,97.64
2416.00,97.64
2415.00,97.64
2414.00,97.64
2413.00,97.64
2412.00,97.64
2411.00,97.64
2410.00,97.63
2409.00,97.63
2408.00,97.64
2407.00,97.65
2406.00,97.66
2405.00,97.67
2404.00,97.68
2403.00,97.69
2402.00,97.69
2401.00,97.69
2400.00,97.69
2399.00,97.70
2398.00,97.70
2397.00,97.70
2396.00,97.70
2395.00,97.70
2394.00,97.70
2393.00,97.70
2392.00,97.69
2391.00,97.69
2390.00,97.70
2389.00,97.70
2388.00,97.70
2387.00,97.71
2386.00,97.71
2385.00,97.71
2384.00,97.71
2383.00,97.72
2382.00,97.73
2381.00,97.74
2380.00,97.74
2379.00,97.76
2378.00,97.76
2377.00,97.77
2376.00,97.77
2375.00,97.77
2374.00,97.77
2373.00,97.77
2372.00,97.77
2371.00,97.77
2370.00,97.76
2369.00,97.75
2368.00,97.75
2367.00,97.76
2366.00,97.77
2365.00,97.76
2364.00,97.76
2363.00,97.76
2362.00,97.76
2361.00,97.75
2360.00,97.74
2359.00,97.75
2358.00,97.75
2357.00,97.74
2356.00,97.74
2355.00,97.75
2354.00,97.75
2353.00,97.74
2352.00,97.74
2351.00,97.75
2350.00,97.76
2349.00,97.77
2348.00,97.78
2347.00,97.79
2346.00,97.78
2345.00,97.76
2344.00,97.75
2343.00,97.74
2342.00,97.72
2341.00,97.70
2340.00,97.69
2339.00,97.68
2338.00,97.67
2337.00,97.65
2336.00,97.65
2335.00,97.65
2334.00,97.66
2333.00,97.66
2332.00,97.66
2331.00,97.66
2330.00,97.65
2329.00,97.64
2328.00,97.62
2327.00,97.59
2326.00,97.55
2325.00,97.50
2324.00,97.46
2323.00,97.45
2322.00,97.45
2321.00,97.47
2320.00,97.49
2319.00,97.51
2318.00,97.53
2317.00,97.55
2316.00,97.56
2315.00,97.57
2314.00,97.58
2313.00,97.57
2312.00,97.57
2311.00,97.57
2310.00,97.57
2309.00,97.57
2308.00,97.58
2307.00,97.58
2306.00,97.58
2305.00,97.58
2304.00,97.58
2303.00,97.58
2302.00,97.58
2301.00,97.58
2300.00,97.58
2299.00,97.58
2298.00,97.58
2297.00,97.57
2296.00,97.56
2295.00,97.55
2294.00,97.55
2293.00,97.54
2292.00,97.53
2291.00,97.52
2290.00,97.51
2289.00,97.49
2288.00,97.48
2287.00,97.48
2286.00,97.47
2285.00,97.47
2284.00,97.47
2283.00,97.48
2282.00,97.49
2281.00,97.49
2280.00,97.50
2279.00,97.50
2278.00,97.51
2277.00,97.52
2276.00,97.52
2275.00,97.53
2274.00,97.53
2273.00,97.53
2272.00,97.53
2271.00,97.53
2270.00,97.53
2269.00,97.52
2268.00,97.52
2267.00,97.53
2266.00,97.54
2265.00,97.54
2264.00,97.54
2263.00,97.54
2262.00,97.54
2261.00,97.53
2260.00,97.53
2259.00,97.53
2258.00,97.52
2257.00,97.52
2256.00,97.52
2255.00,97.53
2254.00,97.54
2253.00,97.55
2252.00,97.55
2251.00,97.55
2250.00,97.55
2249.00,97.54
2248.00,97.53
2247.00,97.54
2246.00,97.54
2245.00,97.53
2244.00,97.52
2243.00,97.52
2242.00,97.52
2241.00,97.51
2240.00,97.51
2239.00,97.52
2238.00,97.53
2237.00,97.52
2236.00,97.52
2235.00,97.52
2234.00,97.52
2233.00,97.51
2232.00,97.50
2231.00,97.50
2230.00,97.50
2229.00,97.49
2228.00,97.49
2227.00,97.50
2226.00,97.49
2225.00,97.48
2224.00,97.47
2223.00,97.48
2222.00,97.48
2221.00,97.48
2220.00,97.48
2219.00,97.47
2218.00,97.47
2217.00,97.46
2216.00,97.46
2215.00,97.46
2214.00,97.47
2213.00,97.47
2212.00,97.48
2211.00,97.49
2210.00,97.49
2209.00,97.49
2208.00,97.49
2207.00,97.49
2206.00,97.49
2205.00,97.48
2204.00,97.47
2203.00,97.46
2202.00,97.46
2201.00,97.45
2200.00,97.45
2199.00,97.45
2198.00,97.45
2197.00,97.43
2196.00,97.42
2195.00,97.42
2194.00,97.42
2193.00,97.41
2192.00,97.40
2191.00,97.39
2190.00,97.37
2189.00,97.36
2188.00,97.34
2187.00,97.34
2186.00,97.33
2185.00,97.33
2184.00,97.35
2183.00,97.38
2182.00,97.42
2181.00,97.44
2180.00,97.45
2179.00,97.45
2178.00,97.45
2177.00,97.43
2176.00,97.42
2175.00,97.42
2174.00,97.42
2173.00,97.41
2172.00,97.39
2171.00,97.37
2170.00,97.34
2169.00,97.29
2168.00,97.25
2167.00,97.23
2166.00,97.22
2165.00,97.20
2164.00,97.17
2163.00,97.15
2162.00,97.14
2161.00,97.17
2160.00,97.27
2159.00,97.45
2158.00,97.63
2157.00,97.74
2156.00,97.78
2155.00,97.78
2154.00,97.76
2153.00,97.73
2152.00,97.69
2151.00,97.66
2150.00,97.65
2149.00,97.64
2148.00,97.64
2147.00,97.65
2146.00,97.67
2145.00,97.67
2144.00,97.68
2143.00,97.69
2142.00,97.70
2141.00,97.70
2140.00,97.69
2139.00,97.68
2138.00,97.69
2137.00,97.70
2136.00,97.73
2135.00,97.78
2134.00,97.81
2133.00,97.83
2132.00,97.83
2131.00,97.82
2130.00,97.80
2129.00,97.78
2128.00,97.76
2127.00,97.76
2126.00,97.75
2125.00,97.73
2124.00,97.72
2123.00,97.71
2122.00,97.71
2121.00,97.69
2120.00,97.68
2119.00,97.67
2118.00,97.66
2117.00,97.64
2116.00,97.62
2115.00,97.61
2114.00,97.60
2113.00,97.59
2112.00,97.59
2111.00,97.60
2110.00,97.61
2109.00,97.61
2108.00,97.60
2107.00,97.59
2106.00,97.58
2105.00,97.58
2104.00,97.58
2103.00,97.59
2102.00,97.58
2101.00,97.57
2100.00,97.57
2099.00,97.57
2098.00,97.59
2097.00,97.60
2096.00,97.62
2095.00,97.65
2094.00,97.67
2093.00,97.68
2092.00,97.68
2091.00,97.67
2090.00,97.66
2089.00,97.64
2088.00,97.63
2087.00,97.62
2086.00,97.62
2085.00,97.61
2084.00,97.61
2083.00,97.61
2082.00,97.61
2081.00,97.60
2080.00,97.59
2079.00,97.59
2078.00,97.58
2077.00,97.57
2076.00,97.56
2075.00,97.57
2074.00,97.57
2073.00,97.58
2072.00,97.59
2071.00,97.61
2070.00,97.63
2069.00,97.64
2068.00,97.65
2067.00,97.65
2066.00,97.65
2065.00,97.63
2064.00,97.61
2063.00,97.61
2062.00,97.61
2061.00,97.60
2060.00,97.60
2059.00,97.60
2058.00,97.60
2057.00,97.59
2056.00,97.59
2055.00,97.60
2054.00,97.59
2053.00,97.55
2052.00,97.49
2051.00,97.44
2050.00,97.42
2049.00,97.43
2048.00,97.47
2047.00,97.52
2046.00,97.54
2045.00,97.53
2044.00,97.52
2043.00,97.51
2042.00,97.51
2041.00,97.51
2040.00,97.51
2039.00,97.52
2038.00,97.53
2037.00,97.52
2036.00,97.51
2035.00,97.52
2034.00,97.54
2033.00,97.55
2032.00,97.57
2031.00,97.61
2030.00,97.62
2029.00,97.61
2028.00,97.60
2027.00,97.60
2026.00,97.61
2025.00,97.61
2024.00,97.61
2023.00,97.61
2022.00,97.62
2021.00,97.62
2020.00,97.62
2019.00,97.64
2018.00,97.66
2017.00,97.66
2016.00,97.66
2015.00,97.67
2014.00,97.68
2013.00,97.67
2012.00,97.66
2011.00,97.65
2010.00,97.65
2009.00,97.64
2008.00,97.66
2007.00,97.71
2006.00,97.76
2005.00,97.78
2004.00,97.78
2003.00,97.77
2002.00,97.76
2001.00,97.73
2000.00,97.71
1999.00,97.70
1998.00,97.70
1997.00,97.68
1996.00,97.68
1995.00,97.69
1994.00,97.69
1993.00,97.68
1992.00,97.66
1991.00,97.66
1990.00,97.66
1989.00,97.64
1988.00,97.64
1987.00,97.64
1986.00,97.65
1985.00,97.62
1984.00,97.60
1983.00,97.58
1982.00,97.55
1981.00,97.50
1980.00,97.47
1979.00,97.48
1978.00,97.53
1977.00,97.60
1976.00,97.66
1975.00,97.71
1974.00,97.75
1973.00,97.75
1972.00,97.75
1971.00,97.77
1970.00,97.79
1969.00,97.79
1968.00,97.79
1967.00,97.80
1966.00,97.81
1965.00,97.80
1964.00,97.79
1963.00,97.80
1962.00,97.83
1961.00,97.86
1960.00,97.89
1959.00,97.93
1958.00,97.94
1957.00,97.93
1956.00,97.92
1955.00,97.92
1954.00,97.92
1953.00,97.91
1952.00,97.90
1951.00,97.91
1950.00,97.92
1949.00,97.90
1948.00,97.89
1947.00,97.90
1946.00,97.93
1945.00,97.94
1944.00,97.94
1943.00,97.95
1942.00,97.95
1941.00,97.94
1940.00,97.95
1939.00,97.96
1938.00,97.98
1937.00,97.98
1936.00,97.97
1935.00,97.97
1934.00,97.97
1933.00,97.96
1932.00,97.96
1931.00,97.98
1930.00,97.99
1929.00,97.99
1928.00,97.99
1927.00,97.99
1926.00,98.00
1925.00,98.01
1924.00,98.00
1923.00,98.01
1922.00,98.00
1921.00,97.99
1920.00,97.98
1919.00,97.99
1918.00,97.99
1917.00,97.99
1916.00,97.99
1915.00,98.00
1914.00,98.01
1913.00,98.01
1912.00,98.00
1911.00,98.00
1910.00,98.00
1909.00,97.99
1908.00,97.99
1907.00,97.99
1906.00,98.00
1905.00,97.99
1904.00,97.99
1903.00,97.99
1902.00,98.00
1901.00,97.99
1900.00,97.99
1899.00,98.00
1898.00,98.01
1897.00,98.00
1896.00,97.99
1895.00,97.99
1894.00,98.00
1893.00,98.00
1892.00,98.00
1891.00,98.01
1890.00,98.01
1889.00,98.00
1888.00,98.00
1887.00,98.01
1886.00,98.01
1885.00,98.00
1884.00,98.00
1883.00,98.00
1882.00,98.01
1881.00,98.01
1880.00,98.01
1879.00,98.01
1878.00,98.02
1877.00,98.02
1876.00,98.03
1875.00,98.04
1874.00,98.05
1873.00,98.05
1872.00,98.05
1871.00,98.05
1870.00,98.05
1869.00,98.05
1868.00,98.05
1867.00,98.06
1866.00,98.08
1865.00,98.08
1864.00,98.07
1863.00,98.08
1862.00,98.08
1861.00,98.07
1860.00,98.07
1859.00,98.08
1858.00,98.09
1857.00,98.09
1856.00,98.09
1855.00,98.09
1854.00,98.09
1853.00,98.09
1852.00,98.09
1851.00,98.10
1850.00,98.11
1849.00,98.11
1848.00,98.10
1847.00,98.11
1846.00,98.11
1845.00,98.09
1844.00,98.08
1843.00,98.09
1842.00,98.10
1841.00,98.10
1840.00,98.10
1839.00,98.10
1838.00,98.11
1837.00,98.10
1836.00,98.09
1835.00,98.10
1834.00,98.10
1833.00,98.10
1832.00,98.09
1831.00,98.08
1830.00,98.08
1829.00,98.08
1828.00,98.07
1827.00,98.08
1826.00,98.08
1825.00,98.08
1824.00,98.08
1823.00,98.08
1822.00,98.09
1821.00,98.08
1820.00,98.08
1819.00,98.10
1818.00,98.11
1817.00,98.12
1816.00,98.11
1815.00,98.11
1814.00,98.11
1813.00,98.10
1812.00,98.09
1811.00,98.08
1810.00,98.08
1809.00,98.07
1808.00,98.06
1807.00,98.07
1806.00,98.07
1805.00,98.06
1804.00,98.04
1803.00,98.03
1802.00,98.03
1801.00,98.01
1800.00,98.00
1799.00,98.00
1798.00,98.00
1797.00,98.00
1796.00,98.00
1795.00,98.00
1794.00,97.99
1793.00,97.98
1792.00,97.96
1791.00,97.95
1790.00,97.96
1789.00,97.96
1788.00,97.95
1787.00,97.94
1786.00,97.93
1785.00,97.92
1784.00,97.90
1783.00,97.90
1782.00,97.89
1781.00,97.87
1780.00,97.85
1779.00,97.84
1778.00,97.84
1777.00,97.83
1776.00,97.81
1775.00,97.81
1774.00,97.79
1773.00,97.74
1772.00,97.68
1771.00,97.64
1770.00,97.60
1769.00,97.54
1768.00,97.46
1767.00,97.39
1766.00,97.31
1765.00,97.21
1764.00,97.09
1763.00,96.96
1762.00,96.82
1761.00,96.72
1760.00,96.65
1759.00,96.61
1758.00,96.59
1757.00,96.56
1756.00,96.54
1755.00,96.54
1754.00,96.55
1753.00,96.52
1752.00,96.46
1751.00,96.39
1750.00,96.30
1749.00,96.19
1748.00,96.09
1747.00,96.00
1746.00,95.92
1745.00,95.84
1744.00,95.75
1743.00,95.68
1742.00,95.62
1741.00,95.55
1740.00,95.47
1739.00,95.43
1738.00,95.42
1737.00,95.42
1736.00,95.41
1735.00,95.40
1734.00,95.41
1733.00,95.41
1732.00,95.41
1731.00,95.42
1730.00,95.43
1729.00,95.43
1728.00,95.43
1727.00,95.44
1726.00,95.46
1725.00,95.46
1724.00,95.45
1723.00,95.45
1722.00,95.47
1721.00,95.48
1720.00,95.48
1719.00,95.49
1718.00,95.49
1717.00,95.47
1716.00,95.43
1715.00,95.40
1714.00,95.40
1713.00,95.38
1712.00,95.36
1711.00,95.35
1710.00,95.33
1709.00,95.30
1708.00,95.26
1707.00,95.21
1706.00,95.16
1705.00,95.10
1704.00,95.05
1703.00,95.01
1702.00,94.95
1701.00,94.81
1700.00,94.65
1699.00,94.57
1698.00,94.53
1697.00,94.41
1696.00,94.22
1695.00,94.02
1694.00,93.88
1693.00,93.75
1692.00,93.58
1691.00,93.39
1690.00,93.18
1689.00,92.97
1688.00,92.78
1687.00,92.63
1686.00,92.44
1685.00,92.09
1684.00,91.62
1683.00,91.23
1682.00,90.96
1681.00,90.65
1680.00,90.28
1679.00,89.91
1678.00,89.55
1677.00,89.12
1676.00,88.55
1675.00,87.94
1674.00,87.42
1673.00,86.96
1672.00,86.43
1671.00,85.73
1670.00,84.82
1669.00,83.77
1668.00,82.77
1667.00,81.90
1666.00,81.10
1665.00,80.19
1664.00,79.03
1663.00,77.70
1662.00,76.40
1661.00,75.24
1660.00,74.14
1659.00,73.08
1658.00,72.09
1657.00,71.20
1656.00,70.31
1655.00,69.24
1654.00,67.44
1653.00,65.05
1652.00,63.24
1651.00,62.22
1650.00,61.42
1649.00,60.37
1648.00,58.70
1647.00,56.54
1646.00,54.48
1645.00,52.81
1644.00,51.32
1643.00,49.85
1642.00,48.33
1641.00,46.73
1640.00,45.14
1639.00,43.65
1638.00,42.18
1637.00,40.41
1636.00,38.19
1635.00,36.15
1634.00,34.82
1633.00,34.03
1632.00,33.53
1631.00,33.32
1630.00,33.50
1629.00,34.09
1628.00,35.00
1627.00,36.06
1626.00,37.20
1625.00,38.47
1624.00,39.94
1623.00,41.60
1622.00,43.22
1621.00,44.69
1620.00,46.06
1619.00,47.54
1618.00,49.35
1617.00,51.51
1616.00,53.66
1615.00,55.44
1614.00,56.91
1613.00,58.31
1612.00,59.72
1611.00,61.09
1610.00,62.37
1609.00,63.57
1608.00,64.77
1607.00,65.97
1606.00,67.18
1605.00,68.44
1604.00,69.78
1603.00,71.12
1602.00,72.36
1601.00,73.51
1600.00,74.57
1599.00,75.53
1598.00,76.35
1597.00,77.09
1596.00,77.80
1595.00,78.43
1594.00,78.93
1593.00,79.36
1592.00,79.75
1591.00,80.07
1590.00,80.28
1589.00,80.42
1588.00,80.54
1587.00,80.60
1586.00,80.54
1585.00,80.41
1584.00,80.26
1583.00,80.05
1582.00,79.74
1581.00,79.39
1580.00,79.08
1579.00,78.77
1578.00,78.32
1577.00,77.67
1576.00,76.93
1575.00,76.24
1574.00,75.65
1573.00,75.13
1572.00,74.60
1571.00,73.87
1570.00,72.87
1569.00,71.82
1568.00,70.98
1567.00,70.22
1566.00,69.35
1565.00,68.38
1564.00,67.48
1563.00,66.76
1562.00,66.12
1561.00,65.37
1560.00,64.09
1559.00,62.15
1558.00,60.51
1557.00,59.55
1556.00,58.74
1555.00,57.74
1554.00,56.51
1553.00,55.28
1552.00,54.05
1551.00,52.64
1550.00,50.96
1549.00,49.26
1548.00,47.75
1547.00,46.31
1546.00,44.71
1545.00,42.91
1544.00,41.15
1543.00,39.57
1542.00,38.01
1541.00,36.23
1540.00,34.33
1539.00,32.85
1538.00,32.01
1537.00,31.59
1536.00,31.37
1535.00,31.27
1534.00,31.36
1533.00,31.79
1532.00,32.50
1531.00,33.38
1530.00,34.45
1529.00,35.77
1528.00,37.36
1527.00,39.17
1526.00,41.05
1525.00,42.85
1524.00,44.53
1523.00,46.32
1522.00,48.45
1521.00,50.61
1520.00,52.36
1519.00,53.79
1518.00,55.27
1517.00,56.90
1516.00,58.48
1515.00,59.84
1514.00,61.06
1513.00,62.24
1512.00,63.38
1511.00,64.45
1510.00,65.44
1509.00,66.41
1508.00,67.47
1507.00,68.71
1506.00,69.88
1505.00,70.72
1504.00,71.34
1503.00,71.93
1502.00,72.57
1501.00,73.22
1500.00,73.83
1499.00,74.43
1498.00,75.08
1497.00,75.73
1496.00,76.30
1495.00,76.81
1494.00,77.30
1493.00,77.74
1492.00,78.14
1491.00,78.57
1490.00,79.04
1489.00,79.40
1488.00,79.61
1487.00,79.74
1486.00,79.78
1485.00,79.64
1484.00,79.29
1483.00,78.69
1482.00,77.80
1481.00,76.61
1480.00,75.23
1479.00,73.73
1478.00,72.04
1477.00,70.08
1476.00,68.10
1475.00,66.48
1474.00,65.54
1473.00,65.44
1472.00,66.02
1471.00,66.76
1470.00,67.23
1469.00,67.26
1468.00,66.84
1467.00,66.04
1466.00,65.06
1465.00,64.29
1464.00,64.09
1463.00,64.46
1462.00,65.17
1461.00,66.02
1460.00,66.91
1459.00,67.82
1458.00,68.75
1457.00,69.61
1456.00,70.26
1455.00,70.73
1454.00,71.17
1453.00,71.64
1452.00,72.10
1451.00,72.52
1450.00,72.89
1449.00,73.18
1448.00,73.36
1447.00,73.45
1446.00,73.47
1445.00,73.44
1444.00,73.35
1443.00,73.20
1442.00,73.05
1441.00,72.90
1440.00,72.77
1439.00,72.65
1438.00,72.55
1437.00,72.49
1436.00,72.51
1435.00,72.63
1434.00,72.85
1433.00,73.14
1432.00,73.45
1431.00,73.77
1430.00,74.08
1429.00,74.33
1428.00,74.45
1427.00,74.45
1426.00,74.32
1425.00,74.00
1424.00,73.49
1423.00,72.87
1422.00,72.16
1421.00,71.20
1420.00,69.76
1419.00,68.07
1418.00,66.81
1417.00,66.35
1416.00,66.65
1415.00,67.54
1414.00,68.86
1413.00,70.40
1412.00,71.97
1411.00,73.44
1410.00,74.72
1409.00,75.79
1408.00,76.66
1407.00,77.40
1406.00,78.04
1405.00,78.60
1404.00,79.05
1403.00,79.39
1402.00,79.65
1401.00,79.85
1400.00,79.99
1399.00,80.05
1398.00,80.05
1397.00,80.00
1396.00,79.87
1395.00,79.62
1394.00,79.31
1393.00,79.01
1392.00,78.71
1391.00,78.40
1390.00,78.09
1389.00,77.77
1388.00,77.43
1387.00,77.08
1386.00,76.79
1385.00,76.54
1384.00,76.30
1383.00,76.00
1382.00,75.66
1381.00,75.26
1380.00,74.77
1379.00,74.19
1378.00,73.56
1377.00,72.91
1376.00,72.20
1375.00,71.46
1374.00,70.78
1373.00,70.29
1372.00,70.02
1371.00,69.94
1370.00,70.02
1369.00,70.23
1368.00,70.53
1367.00,70.87
1366.00,71.24
1365.00,71.62
1364.00,72.01
1363.00,72.39
1362.00,72.77
1361.00,73.13
1360.00,73.46
1359.00,73.78
1358.00,74.10
1357.00,74.42
1356.00,74.74
1355.00,75.07
1354.00,75.40
1353.00,75.74
1352.00,76.07
1351.00,76.39
1350.00,76.72
1349.00,77.04
1348.00,77.34
1347.00,77.61
1346.00,77.87
1345.00,78.11
1344.00,78.33
1343.00,78.54
1342.00,78.73
1341.00,78.92
1340.00,79.09
1339.00,79.25
1338.00,79.40
1337.00,79.56
1336.00,79.70
1335.00,79.82
1334.00,79.92
1333.00,80.00
1332.00,80.03
1331.00,80.05
1330.00,80.07
1329.00,80.12
1328.00,80.20
1327.00,80.30
1326.00,80.43
1325.00,80.58
1324.00,80.73
1323.00,80.86
1322.00,80.97
1321.00,81.05
1320.00,81.09
1319.00,81.10
1318.00,81.07
1317.00,81.01
1316.00,80.92
1315.00,80.81
1314.00,80.66
1313.00,80.49
1312.00,80.28
1311.00,80.06
1310.00,79.82
1309.00,79.57
1308.00,79.31
1307.00,79.06
1306.00,78.86
1305.00,78.70
1304.00,78.59
1303.00,78.53
1302.00,78.52
1301.00,78.55
1300.00,78.59
1299.00,78.63
1298.00,78.63
1297.00,78.60
1296.00,78.51
1295.00,78.38
1294.00,78.21
1293.00,78.00
1292.00,77.74
1291.00,77.43
1290.00,77.05
1289.00,76.58
1288.00,76.02
1287.00,75.34
1286.00,74.56
1285.00,73.67
1284.00,72.67
1283.00,71.55
1282.00,70.35
1281.00,69.07
1280.00,67.75
1279.00,66.48
1278.00,65.33
1277.00,64.38
1276.00,63.68
1275.00,63.24
1274.00,63.04
1273.00,63.04
1272.00,63.18
1271.00,63.45
1270.00,63.83
1269.00,64.29
1268.00,64.81
1267.00,65.38
1266.00,65.99
1265.00,66.62
1264.00,67.26
1263.00,67.92
1262.00,68.60
1261.00,69.28
1260.00,69.94
1259.00,70.59
1258.00,71.21
1257.00,71.81
1256.00,72.38
1255.00,72.93
1254.00,73.46
1253.00,73.97
1252.00,74.46
1251.00,74.93
1250.00,75.39
1249.00,75.83
1248.00,76.24
1247.00,76.61
1246.00,76.96
1245.00,77.27
1244.00,77.55
1243.00,77.79
1242.00,78.00
1241.00,78.19
1240.00,78.36
1239.00,78.51
1238.00,78.68
1237.00,78.86
1236.00,79.07
1235.00,79.31
1234.00,79.57
1233.00,79.84
1232.00,80.12
1231.00,80.36
1230.00,80.57
1229.00,80.68
1228.00,80.68
1227.00,80.54
1226.00,80.31
1225.00,80.09
1224.00,79.98
1223.00,80.06
1222.00,80.33
1221.00,80.71
1220.00,81.09
1219.00,81.39
1218.00,81.59
1217.00,81.68
1216.00,81.69
1215.00,81.62
1214.00,81.49
1213.00,81.31
1212.00,81.04
1211.00,80.66
1210.00,80.14
1209.00,79.45
1208.00,78.52
1207.00,77.35
1206.00,75.92
1205.00,74.25
1204.00,72.40
1203.00,70.51
1202.00,68.77
1201.00,67.40
1200.00,66.58
1199.00,66.46
1198.00,67.04
1197.00,68.16
1196.00,69.61
1195.00,71.18
1194.00,72.70
1193.00,74.05
1192.00,75.18
1191.00,76.07
1190.00,76.74
1189.00,77.20
1188.00,77.45
1187.00,77.51
1186.00,77.40
1185.00,77.14
1184.00,76.77
1183.00,76.33
1182.00,75.90
1181.00,75.58
1180.00,75.42
1179.00,75.48
1178.00,75.80
1177.00,76.31
1176.00,76.97
1175.00,77.68
1174.00,78.41
1173.00,79.09
1172.00,79.71
1171.00,80.28
1170.00,80.81
1169.00,81.30
1168.00,81.75
1167.00,82.17
1166.00,82.57
1165.00,82.93
1164.00,83.25
1163.00,83.53
1162.00,83.76
1161.00,83.94
1160.00,84.06
1159.00,84.11
1158.00,84.09
1157.00,84.01
1156.00,83.86
1155.00,83.65
1154.00,83.39
1153.00,83.09
1152.00,82.78
1151.00,82.48
1150.00,82.20
1149.00,81.96
1148.00,81.78
1147.00,81.65
1146.00,81.56
1145.00,81.51
1144.00,81.46
1143.00,81.38
1142.00,81.27
1141.00,81.16
1140.00,81.10
1139.00,81.16
1138.00,81.41
1137.00,81.87
1136.00,82.49
1135.00,83.19
1134.00,83.88
1133.00,84.50
1132.00,85.04
1131.00,85.47
1130.00,85.81
1129.00,86.07
1128.00,86.27
1127.00,86.42
1126.00,86.55
1125.00,86.67
1124.00,86.79
1123.00,86.90
1122.00,87.01
1121.00,87.13
1120.00,87.24
1119.00,87.34
1118.00,87.42
1117.00,87.49
1116.00,87.55
1115.00,87.61
1114.00,87.66
1113.00,87.71
1112.00,87.76
1111.00,87.81
1110.00,87.84
1109.00,87.88
1108.00,87.92
1107.00,87.95
1106.00,87.99
1105.00,88.04
1104.00,88.09
1103.00,88.13
1102.00,88.17
1101.00,88.22
1100.00,88.26
1099.00,88.30
1098.00,88.34
1097.00,88.38
1096.00,88.43
1095.00,88.47
1094.00,88.50
1093.00,88.53
1092.00,88.56
1091.00,88.59
1090.00,88.63
1089.00,88.68
1088.00,88.75
1087.00,88.83
1086.00,88.91
1085.00,89.00
1084.00,89.09
1083.00,89.16
1082.00,89.23
1081.00,89.29
1080.00,89.34
1079.00,89.38
1078.00,89.41
1077.00,89.43
1076.00,89.43
1075.00,89.41
1074.00,89.36
1073.00,89.28
1072.00,89.18
1071.00,89.04
1070.00,88.88
1069.00,88.69
1068.00,88.51
1067.00,88.35
1066.00,88.23
1065.00,88.16
1064.00,88.15
1063.00,88.17
1062.00,88.23
1061.00,88.31
1060.00,88.38
1059.00,88.43
1058.00,88.49
1057.00,88.55
1056.00,88.61
1055.00,88.66
1054.00,88.70
1053.00,88.72
1052.00,88.74
1051.00,88.73
1050.00,88.69
1049.00,88.64
1048.00,88.55
1047.00,88.45
1046.00,88.33
1045.00,88.21
1044.00,88.11
1043.00,88.04
1042.00,88.01
1041.00,88.03
1040.00,88.09
1039.00,88.19
1038.00,88.32
1037.00,88.47
1036.00,88.63
1035.00,88.78
1034.00,88.92
1033.00,89.04
1032.00,89.14
1031.00,89.23
1030.00,89.31
1029.00,89.40
1028.00,89.49
1027.00,89.56
1026.00,89.63
1025.00,89.70
1024.00,89.76
1023.00,89.81
1022.00,89.84
1021.00,89.85
1020.00,89.85
1019.00,89.84
1018.00,89.81
1017.00,89.79
1016.00,89.77
1015.00,89.76
1014.00,89.76
1013.00,89.79
1012.00,89.84
1011.00,89.91
1010.00,90.00
1009.00,90.12
1008.00,90.25
1007.00,90.38
1006.00,90.52
1005.00,90.64
1004.00,90.75
1003.00,90.83
1002.00,90.89
1001.00,90.95
1000.00,91.00
999.00,91.06
998.00,91.12
997.00,91.19
996.00,91.25
995.00,91.32
994.00,91.37
993.00,91.41
992.00,91.43
991.00,91.42
990.00,91.39
989.00,91.37
988.00,91.36
987.00,91.40
986.00,91.48
985.00,91.60
984.00,91.74
983.00,91.87
982.00,91.98
981.00,92.07
980.00,92.15
979.00,92.20
978.00,92.25
977.00,92.29
976.00,92.33
975.00,92.35
974.00,92.36
973.00,92.37
972.00,92.38
971.00,92.39
970.00,92.39
969.00,92.38
968.00,92.37
967.00,92.33
966.00,92.29
965.00,92.25
964.00,92.20
963.00,92.14
962.00,92.06
961.00,91.99
960.00,91.91
959.00,91.84
958.00,91.78
957.00,91.72
956.00,91.66
955.00,91.59
954.00,91.51
953.00,91.41
952.00,91.29
951.00,91.14
950.00,90.97
949.00,90.78
948.00,90.56
947.00,90.28
946.00,89.92
945.00,89.48
944.00,88.93
943.00,88.23
942.00,87.35
941.00,86.27
940.00,85.01
939.00,83.64
938.00,82.31
937.00,81.19
936.00,80.46
935.00,80.22
934.00,80.49
933.00,81.16
932.00,82.09
931.00,83.10
930.00,84.10
929.00,85.01
928.00,85.82
927.00,86.50
926.00,87.08
925.00,87.57
924.00,87.98
923.00,88.34
922.00,88.65
921.00,88.93
920.00,89.19
919.00,89.42
918.00,89.64
917.00,89.85
916.00,90.04
915.00,90.19
914.00,90.30
913.00,90.36
912.00,90.34
911.00,90.23
910.00,90.01
909.00,89.73
908.00,89.45
907.00,89.25
906.00,89.22
905.00,89.38
904.00,89.71
903.00,90.12
902.00,90.54
901.00,90.93
900.00,91.28
899.00,91.56
898.00,91.78
897.00,91.97
896.00,92.13
895.00,92.25
