Created as New Dataset,PE Low Density GF
cm-1,%T
2457.00,99.69
2456.00,99.69
2455.00,99.69
2454.00,99.70
2453.00,99.70
2452.00,99.70
2451.00,99.70
2450.00,99.70
2449.00,99.70
2448.00,99.70
2447.00,99.70
2446.00,99.70
2445.00,99.70
2444.00,99.70
2443.00,99.71
2442.00,99.71
2441.00,99.71
2440.00,99.72
2439.00,99.72
2438.00,99.72
2437.00,99.72
2436.00,99.72
2435.00,99.71
2434.00,99.71
2433.00,99.71
2432.00,99.72
2431.00,99.72
2430.00,99.72
2429.00,99.72
2428.00,99.72
2427.00,99.72
2426.00,99.72
2425.00,99.71
2424.00,99.71
2423.00,99.70
2422.00,99.70
2421.00,99.70
2420.00,99.70
2419.00,99.70
2418.00,99.70
2417.00,99.71
2416.00,99.71
2415.00,99.71
2414.00,99.71
2413.00,99.71
2412.00,99.71
2411.00,99.71
2410.00,99.72
2409.00,99.72
2408.00,99.72
2407.00,99.73
2406.00,99.74
2405.00,99.74
2404.00,99.75
2403.00,99.75
2402.00,99.75
2401.00,99.75
2400.00,99.76
2399.00,99.76
2398.00,99.77
2397.00,99.77
2396.00,99.76
2395.00,99.76
2394.00,99.77
2393.00,99.77
2392.00,99.77
2391.00,99.77
2390.00,99.77
2389.00,99.77
2388.00,99.77
2387.00,99.77
2386.00,99.77
2385.00,99.77
2384.00,99.77
2383.00,99.77
2382.00,99.77
2381.00,99.77
2380.00,99.77
2379.00,99.77
2378.00,99.77
2377.00,99.77
2376.00,99.77
2375.00,99.78
2374.00,99.78
2373.00,99.78
2372.00,99.76
2371.00,99.75
2370.00,99.74
2369.00,99.74
2368.00,99.75
2367.00,99.75
2366.00,99.75
2365.00,99.74
2364.00,99.73
2363.00,99.72
2362.00,99.71
2361.00,99.69
2360.00,99.69
2359.00,99.69
2358.00,99.70
2357.00,99.70
2356.00,99.69
2355.00,99.68
2354.00,99.67
2353.00,99.65
2352.00,99.65
2351.00,99.65
2350.00,99.65
2349.00,99.64
2348.00,99.63
2347.00,99.62
2346.00,99.62
2345.00,99.61
2344.00,99.59
2343.00,99.58
2342.00,99.57
2341.00,99.57
2340.00,99.57
2339.00,99.57
2338.00,99.56
2337.00,99.55
2336.00,99.53
2335.00,99.51
2334.00,99.50
2333.00,99.50
2332.00,99.51
2331.00,99.52
2330.00,99.53
2329.00,99.53
2328.00,99.52
2327.00,99.48
2326.00,99.41
2325.00,99.35
2324.00,99.31
2323.00,99.30
2322.00,99.31
2321.00,99.34
2320.00,99.37
2319.00,99.39
2318.00,99.41
2317.00,99.42
2316.00,99.43
2315.00,99.44
2314.00,99.45
2313.00,99.46
2312.00,99.47
2311.00,99.48
2310.00,99.48
2309.00,99.48
2308.00,99.49
2307.00,99.49
2306.00,99.50
2305.00,99.50
2304.00,99.50
2303.00,99.50
2302.00,99.50
2301.00,99.50
2300.00,99.51
2299.00,99.52
2298.00,99.53
2297.00,99.52
2296.00,99.52
2295.00,99.51
2294.00,99.50
2293.00,99.49
2292.00,99.48
2291.00,99.48
2290.00,99.47
2289.00,99.46
2288.00,99.45
2287.00,99.45
2286.00,99.45
2285.00,99.45
2284.00,99.45
2283.00,99.45
2282.00,99.46
2281.00,99.47
2280.00,99.49
2279.00,99.50
2278.00,99.51
2277.00,99.51
2276.00,99.51
2275.00,99.52
2274.00,99.53
2273.00,99.53
2272.00,99.54
2271.00,99.56
2270.00,99.57
2269.00,99.59
2268.00,99.59
2267.00,99.60
2266.00,99.61
2265.00,99.62
2264.00,99.63
2263.00,99.63
2262.00,99.63
2261.00,99.62
2260.00,99.61
2259.00,99.61
2258.00,99.60
2257.00,99.60
2256.00,99.60
2255.00,99.62
2254.00,99.63
2253.00,99.64
2252.00,99.64
2251.00,99.64
2250.00,99.64
2249.00,99.63
2248.00,99.63
2247.00,99.62
2246.00,99.62
2245.00,99.61
2244.00,99.60
2243.00,99.60
2242.00,99.60
2241.00,99.60
2240.00,99.61
2239.00,99.62
2238.00,99.63
2237.00,99.63
2236.00,99.63
2235.00,99.64
2234.00,99.64
2233.00,99.63
2232.00,99.63
2231.00,99.63
2230.00,99.63
2229.00,99.62
2228.00,99.62
2227.00,99.62
2226.00,99.63
2225.00,99.64
2224.00,99.65
2223.00,99.65
2222.00,99.65
2221.00,99.64
2220.00,99.63
2219.00,99.63
2218.00,99.64
2217.00,99.64
2216.00,99.63
2215.00,99.63
2214.00,99.63
2213.00,99.63
2212.00,99.63
2211.00,99.63
2210.00,99.63
2209.00,99.62
2208.00,99.62
2207.00,99.62
2206.00,99.63
2205.00,99.63
2204.00,99.63
2203.00,99.63
2202.00,99.62
2201.00,99.61
2200.00,99.60
2199.00,99.60
2198.00,99.60
2197.00,99.59
2196.00,99.59
2195.00,99.58
2194.00,99.58
2193.00,99.57
2192.00,99.57
2191.00,99.56
2190.00,99.55
2189.00,99.54
2188.00,99.52
2187.00,99.51
2186.00,99.50
2185.00,99.49
2184.00,99.49
2183.00,99.51
2182.00,99.53
2181.00,99.56
2180.00,99.58
2179.00,99.58
2178.00,99.58
2177.00,99.58
2176.00,99.59
2175.00,99.62
2174.00,99.63
2173.00,99.63
2172.00,99.61
2171.00,99.59
2170.00,99.55
2169.00,99.50
2168.00,99.45
2167.00,99.41
2166.00,99.39
2165.00,99.38
2164.00,99.36
2163.00,99.34
2162.00,99.31
2161.00,99.32
2160.00,99.42
2159.00,99.60
2158.00,99.79
2157.00,99.93
2156.00,99.99
2155.00,99.99
2154.00,99.97
2153.00,99.94
2152.00,99.90
2151.00,99.86
2150.00,99.84
2149.00,99.83
2148.00,99.83
2147.00,99.84
2146.00,99.86
2145.00,99.86
2144.00,99.85
2143.00,99.85
2142.00,99.86
2141.00,99.86
2140.00,99.87
2139.00,99.87
2138.00,99.88
2137.00,99.88
2136.00,99.90
2135.00,99.94
2134.00,99.97
2133.00,100.00
2132.00,100.00
2131.00,99.99
2130.00,99.97
2129.00,99.94
2128.00,99.91
2127.00,99.89
2126.00,99.88
2125.00,99.86
2124.00,99.85
2123.00,99.84
2122.00,99.83
2121.00,99.82
2120.00,99.80
2119.00,99.79
2118.00,99.77
2117.00,99.75
2116.00,99.73
2115.00,99.72
2114.00,99.71
2113.00,99.70
2112.00,99.70
2111.00,99.69
2110.00,99.69
2109.00,99.69
2108.00,99.69
2107.00,99.69
2106.00,99.69
2105.00,99.69
2104.00,99.70
2103.00,99.70
2102.00,99.70
2101.00,99.70
2100.00,99.70
2099.00,99.70
2098.00,99.71
2097.00,99.72
2096.00,99.74
2095.00,99.77
2094.00,99.79
2093.00,99.79
2092.00,99.77
2091.00,99.75
2090.00,99.73
2089.00,99.72
2088.00,99.70
2087.00,99.70
2086.00,99.69
2085.00,99.68
2084.00,99.67
2083.00,99.67
2082.00,99.66
2081.00,99.64
2080.00,99.63
2079.00,99.62
2078.00,99.62
2077.00,99.62
2076.00,99.62
2075.00,99.63
2074.00,99.63
2073.00,99.63
2072.00,99.64
2071.00,99.64
2070.00,99.64
2069.00,99.64
2068.00,99.63
2067.00,99.62
2066.00,99.61
2065.00,99.62
2064.00,99.62
2063.00,99.62
2062.00,99.62
2061.00,99.62
2060.00,99.61
2059.00,99.61
2058.00,99.60
2057.00,99.59
2056.00,99.58
2055.00,99.59
2054.00,99.58
2053.00,99.55
2052.00,99.49
2051.00,99.43
2050.00,99.40
2049.00,99.40
2048.00,99.42
2047.00,99.46
2046.00,99.48
2045.00,99.50
2044.00,99.50
2043.00,99.49
2042.00,99.47
2041.00,99.44
2040.00,99.41
2039.00,99.39
2038.00,99.38
2037.00,99.37
2036.00,99.38
2035.00,99.41
2034.00,99.44
2033.00,99.46
2032.00,99.48
2031.00,99.49
2030.00,99.50
2029.00,99.50
2028.00,99.51
2027.00,99.51
2026.00,99.50
2025.00,99.47
2024.00,99.45
2023.00,99.44
2022.00,99.44
2021.00,99.42
2020.00,99.41
2019.00,99.41
2018.00,99.43
2017.00,99.45
2016.00,99.47
2015.00,99.48
2014.00,99.48
2013.00,99.49
2012.00,99.50
2011.00,99.52
2010.00,99.54
2009.00,99.56
2008.00,99.59
2007.00,99.63
2006.00,99.67
2005.00,99.69
2004.00,99.70
2003.00,99.71
2002.00,99.71
2001.00,99.71
2000.00,99.69
1999.00,99.68
1998.00,99.66
1997.00,99.64
1996.00,99.62
1995.00,99.60
1994.00,99.57
1993.00,99.55
1992.00,99.54
1991.00,99.54
1990.00,99.55
1989.00,99.56
1988.00,99.55
1987.00,99.54
1986.00,99.53
1985.00,99.51
1984.00,99.49
1983.00,99.45
1982.00,99.40
1981.00,99.33
1980.00,99.30
1979.00,99.33
1978.00,99.41
1977.00,99.52
1976.00,99.59
1975.00,99.64
1974.00,99.66
1973.00,99.68
1972.00,99.69
1971.00,99.69
1970.00,99.69
1969.00,99.68
1968.00,99.67
1967.00,99.67
1966.00,99.68
1965.00,99.67
1964.00,99.68
1963.00,99.70
1962.00,99.72
1961.00,99.75
1960.00,99.77
1959.00,99.79
1958.00,99.79
1957.00,99.77
1956.00,99.75
1955.00,99.73
1954.00,99.72
1953.00,99.72
1952.00,99.71
1951.00,99.71
1950.00,99.73
1949.00,99.74
1948.00,99.74
1947.00,99.74
1946.00,99.74
1945.00,99.74
1944.00,99.75
1943.00,99.76
1942.00,99.76
1941.00,99.76
1940.00,99.75
1939.00,99.75
1938.00,99.75
1937.00,99.75
1936.00,99.76
1935.00,99.76
1934.00,99.76
1933.00,99.76
1932.00,99.75
1931.00,99.76
1930.00,99.76
1929.00,99.76
1928.00,99.76
1927.00,99.76
1926.00,99.76
1925.00,99.75
1924.00,99.74
1923.00,99.74
1922.00,99.74
1921.00,99.74
1920.00,99.74
1919.00,99.74
1918.00,99.74
1917.00,99.72
1916.00,99.71
1915.00,99.70
1914.00,99.69
1913.00,99.69
1912.00,99.69
1911.00,99.70
1910.00,99.70
1909.00,99.70
1908.00,99.69
1907.00,99.68
1906.00,99.67
1905.00,99.67
1904.00,99.67
1903.00,99.67
1902.00,99.67
1901.00,99.67
1900.00,99.66
1899.00,99.66
1898.00,99.66
1897.00,99.65
1896.00,99.65
1895.00,99.66
1894.00,99.66
1893.00,99.67
1892.00,99.68
1891.00,99.70
1890.00,99.71
1889.00,99.71
1888.00,99.71
1887.00,99.72
1886.00,99.73
1885.00,99.74
1884.00,99.75
1883.00,99.76
1882.00,99.78
1881.00,99.78
1880.00,99.78
1879.00,99.78
1878.00,99.78
1877.00,99.77
1876.00,99.77
1875.00,99.77
1874.00,99.78
1873.00,99.78
1872.00,99.78
1871.00,99.78
1870.00,99.78
1869.00,99.78
1868.00,99.78
1867.00,99.78
1866.00,99.79
1865.00,99.79
1864.00,99.79
1863.00,99.79
1862.00,99.79
1861.00,99.79
1860.00,99.80
1859.00,99.81
1858.00,99.82
1857.00,99.82
1856.00,99.81
1855.00,99.81
1854.00,99.81
1853.00,99.80
1852.00,99.80
1851.00,99.80
1850.00,99.80
1849.00,99.79
1848.00,99.79
1847.00,99.78
1846.00,99.78
1845.00,99.79
1844.00,99.79
1843.00,99.79
1842.00,99.80
1841.00,99.80
1840.00,99.80
1839.00,99.80
1838.00,99.80
1837.00,99.79
1836.00,99.79
1835.00,99.78
1834.00,99.78
1833.00,99.78
1832.00,99.78
1831.00,99.78
1830.00,99.78
1829.00,99.77
1828.00,99.76
1827.00,99.75
1826.00,99.75
1825.00,99.74
1824.00,99.74
1823.00,99.73
1822.00,99.73
1821.00,99.73
1820.00,99.74
1819.00,99.74
1818.00,99.76
1817.00,99.77
1816.00,99.77
1815.00,99.77
1814.00,99.77
1813.00,99.76
1812.00,99.76
1811.00,99.75
1810.00,99.75
1809.00,99.74
1808.00,99.73
1807.00,99.72
1806.00,99.72
1805.00,99.71
1804.00,99.70
1803.00,99.70
1802.00,99.69
1801.00,99.69
1800.00,99.68
1799.00,99.68
1798.00,99.68
1797.00,99.68
1796.00,99.67
1795.00,99.67
1794.00,99.66
1793.00,99.66
1792.00,99.65
1791.00,99.65
1790.00,99.65
1789.00,99.65
1788.00,99.64
1787.00,99.64
1786.00,99.63
1785.00,99.62
1784.00,99.61
1783.00,99.61
1782.00,99.61
1781.00,99.61
1780.00,99.60
1779.00,99.60
1778.00,99.60
1777.00,99.60
1776.00,99.60
1775.00,99.60
1774.00,99.60
1773.00,99.59
1772.00,99.57
1771.00,99.56
1770.00,99.55
1769.00,99.54
1768.00,99.53
1767.00,99.53
1766.00,99.53
1765.00,99.52
1764.00,99.52
1763.00,99.51
1762.00,99.50
1761.00,99.48
1760.00,99.47
1759.00,99.46
1758.00,99.45
1757.00,99.43
1756.00,99.40
1755.00,99.38
1754.00,99.36
1753.00,99.33
1752.00,99.30
1751.00,99.28
1750.00,99.25
1749.00,99.22
1748.00,99.19
1747.00,99.15
1746.00,99.12
1745.00,99.08
1744.00,99.04
1743.00,99.01
1742.00,98.97
1741.00,98.94
1740.00,98.90
1739.00,98.87
1738.00,98.85
1737.00,98.83
1736.00,98.81
1735.00,98.78
1734.00,98.76
1733.00,98.73
1732.00,98.72
1731.00,98.71
1730.00,98.69
1729.00,98.66
1728.00,98.62
1727.00,98.57
1726.00,98.52
1725.00,98.47
1724.00,98.42
1723.00,98.39
1722.00,98.37
1721.00,98.36
1720.00,98.35
1719.00,98.35
1718.00,98.36
1717.00,98.36
1716.00,98.37
1715.00,98.39
1714.00,98.41
1713.00,98.43
1712.00,98.45
1711.00,98.47
1710.00,98.49
1709.00,98.52
1708.00,98.54
1707.00,98.56
1706.00,98.58
1705.00,98.59
1704.00,98.60
1703.00,98.61
1702.00,98.62
1701.00,98.64
1700.00,98.64
1699.00,98.65
1698.00,98.66
1697.00,98.66
1696.00,98.66
1695.00,98.66
1694.00,98.66
1693.00,98.66
1692.00,98.65
1691.00,98.64
1690.00,98.62
1689.00,98.60
1688.00,98.57
1687.00,98.55
1686.00,98.53
1685.00,98.49
1684.00,98.42
1683.00,98.37
1682.00,98.34
1681.00,98.31
1680.00,98.27
1679.00,98.23
1678.00,98.20
1677.00,98.16
1676.00,98.12
1675.00,98.07
1674.00,98.04
1673.00,98.01
1672.00,97.98
1671.00,97.95
1670.00,97.92
1669.00,97.88
1668.00,97.86
1667.00,97.85
1666.00,97.85
1665.00,97.84
1664.00,97.84
1663.00,97.84
1662.00,97.85
1661.00,97.87
1660.00,97.89
1659.00,97.91
1658.00,97.94
1657.00,97.96
1656.00,97.97
1655.00,98.01
1654.00,98.05
1653.00,98.09
1652.00,98.13
1651.00,98.18
1650.00,98.23
1649.00,98.27
1648.00,98.31
1647.00,98.34
1646.00,98.37
1645.00,98.39
1644.00,98.42
1643.00,98.45
1642.00,98.47
1641.00,98.50
1640.00,98.51
1639.00,98.53
1638.00,98.55
1637.00,98.56
1636.00,98.57
1635.00,98.58
1634.00,98.59
1633.00,98.60
1632.00,98.60
1631.00,98.61
1630.00,98.62
1629.00,98.63
1628.00,98.64
1627.00,98.64
1626.00,98.65
1625.00,98.65
1624.00,98.65
1623.00,98.65
1622.00,98.65
1621.00,98.65
1620.00,98.64
1619.00,98.65
1618.00,98.66
1617.00,98.67
1616.00,98.67
1615.00,98.68
1614.00,98.68
1613.00,98.69
1612.00,98.70
1611.00,98.72
1610.00,98.73
1609.00,98.74
1608.00,98.75
1607.00,98.76
1606.00,98.77
1605.00,98.78
1604.00,98.78
1603.00,98.79
1602.00,98.80
1601.00,98.81
1600.00,98.81
1599.00,98.82
1598.00,98.83
1597.00,98.83
1596.00,98.83
1595.00,98.83
1594.00,98.83
1593.00,98.83
1592.00,98.82
1591.00,98.82
1590.00,98.82
1589.00,98.81
1588.00,98.79
1587.00,98.77
1586.00,98.76
1585.00,98.74
1584.00,98.71
1583.00,98.69
1582.00,98.67
1581.00,98.65
1580.00,98.63
1579.00,98.62
1578.00,98.62
1577.00,98.63
1576.00,98.64
1575.00,98.66
1574.00,98.69
1573.00,98.71
1572.00,98.73
1571.00,98.76
1570.00,98.79
1569.00,98.81
1568.00,98.82
1567.00,98.84
1566.00,98.85
1565.00,98.86
1564.00,98.86
1563.00,98.86
1562.00,98.86
1561.00,98.86
1560.00,98.86
1559.00,98.85
1558.00,98.85
1557.00,98.84
1556.00,98.83
1555.00,98.82
1554.00,98.82
1553.00,98.81
1552.00,98.79
1551.00,98.78
1550.00,98.77
1549.00,98.74
1548.00,98.71
1547.00,98.68
1546.00,98.65
1545.00,98.62
1544.00,98.58
1543.00,98.56
1542.00,98.56
1541.00,98.56
1540.00,98.57
1539.00,98.61
1538.00,98.65
1537.00,98.68
1536.00,98.70
1535.00,98.74
1534.00,98.78
1533.00,98.80
1532.00,98.82
1531.00,98.84
1530.00,98.85
1529.00,98.86
1528.00,98.86
1527.00,98.87
1526.00,98.88
1525.00,98.89
1524.00,98.88
1523.00,98.88
1522.00,98.89
1521.00,98.87
1520.00,98.85
1519.00,98.86
1518.00,98.87
1517.00,98.85
1516.00,98.83
1515.00,98.83
1514.00,98.84
1513.00,98.83
1512.00,98.81
1511.00,98.81
1510.00,98.81
1509.00,98.79
1508.00,98.76
1507.00,98.75
1506.00,98.75
1505.00,98.73
1504.00,98.71
1503.00,98.70
1502.00,98.70
1501.00,98.67
1500.00,98.63
1499.00,98.61
1498.00,98.59
1497.00,98.54
1496.00,98.48
1495.00,98.45
1494.00,98.43
1493.00,98.38
1492.00,98.31
1491.00,98.26
1490.00,98.20
1489.00,98.10
1488.00,97.98
1487.00,97.89
1486.00,97.79
1485.00,97.65
1484.00,97.48
1483.00,97.28
1482.00,97.01
1481.00,96.62
1480.00,96.11
1479.00,95.42
1478.00,94.19
1477.00,91.98
1476.00,88.62
1475.00,84.39
1474.00,80.06
1473.00,77.02
1472.00,76.38
1471.00,77.35
1470.00,78.43
1469.00,79.02
1468.00,79.14
1467.00,78.79
1466.00,77.73
1465.00,76.02
1464.00,74.53
1463.00,74.28
1462.00,75.47
1461.00,77.72
1460.00,80.45
1459.00,83.10
1458.00,85.27
1457.00,86.87
1456.00,87.99
1455.00,88.82
1454.00,89.57
1453.00,90.35
1452.00,91.11
1451.00,91.75
1450.00,92.25
1449.00,92.66
1448.00,93.01
1447.00,93.27
1446.00,93.46
1445.00,93.64
1444.00,93.81
1443.00,93.96
1442.00,94.10
1441.00,94.25
1440.00,94.41
1439.00,94.55
1438.00,94.70
1437.00,94.92
1436.00,95.17
1435.00,95.38
1434.00,95.58
1433.00,95.81
1432.00,96.06
1431.00,96.31
1430.00,96.56
1429.00,96.79
1428.00,97.00
1427.00,97.15
1426.00,97.28
1425.00,97.40
1424.00,97.51
1423.00,97.58
1422.00,97.62
1421.00,97.67
1420.00,97.73
1419.00,97.76
1418.00,97.79
1417.00,97.83
1416.00,97.86
1415.00,97.88
1414.00,97.89
1413.00,97.92
1412.00,97.96
1411.00,97.99
1410.00,98.01
1409.00,98.05
1408.00,98.09
1407.00,98.12
1406.00,98.14
1405.00,98.17
1404.00,98.21
1403.00,98.23
1402.00,98.24
1401.00,98.26
1400.00,98.29
1399.00,98.30
1398.00,98.30
1397.00,98.30
1396.00,98.32
1395.00,98.31
1394.00,98.31
1393.00,98.32
1392.00,98.32
1391.00,98.31
1390.00,98.29
1389.00,98.26
1388.00,98.23
1387.00,98.16
1386.00,98.07
1385.00,97.96
1384.00,97.80
1383.00,97.59
1382.00,97.31
1381.00,97.00
1380.00,96.71
1379.00,96.47
1378.00,96.34
1377.00,96.33
1376.00,96.42
1375.00,96.52
1374.00,96.61
1373.00,96.65
1372.00,96.65
1371.00,96.62
1370.00,96.60
1369.00,96.60
1368.00,96.64
1367.00,96.70
1366.00,96.78
1365.00,96.87
1364.00,96.98
1363.00,97.07
1362.00,97.15
1361.00,97.22
1360.00,97.28
1359.00,97.32
1358.00,97.34
1357.00,97.34
1356.00,97.33
1355.00,97.32
1354.00,97.30
1353.00,97.29
1352.00,97.31
1351.00,97.33
1350.00,97.37
1349.00,97.41
1348.00,97.47
1347.00,97.52
1346.00,97.57
1345.00,97.62
1344.00,97.66
1343.00,97.69
1342.00,97.72
1341.00,97.76
1340.00,97.81
1339.00,97.86
1338.00,97.92
1337.00,97.98
1336.00,98.05
1335.00,98.11
1334.00,98.15
1333.00,98.19
1332.00,98.22
1331.00,98.23
1330.00,98.24
1329.00,98.24
1328.00,98.24
1327.00,98.24
1326.00,98.22
1325.00,98.21
1324.00,98.20
1323.00,98.17
1322.00,98.14
1321.00,98.11
1320.00,98.08
1319.00,98.05
1318.00,98.02
1317.00,97.99
1316.00,97.97
1315.00,97.94
1314.00,97.90
1313.00,97.87
1312.00,97.84
1311.00,97.81
1310.00,97.78
1309.00,97.76
1308.00,97.74
1307.00,97.73
1306.00,97.71
1305.00,97.70
1304.00,97.70
1303.00,97.70
1302.00,97.71
1301.00,97.72
1300.00,97.74
1299.00,97.75
1298.00,97.77
1297.00,97.80
1296.00,97.83
1295.00,97.87
1294.00,97.90
1293.00,97.94
1292.00,97.97
1291.00,98.00
1290.00,98.02
1289.00,98.04
1288.00,98.07
1287.00,98.09
1286.00,98.10
1285.00,98.12
1284.00,98.14
1283.00,98.15
1282.00,98.16
1281.00,98.18
1280.00,98.19
1279.00,98.20
1278.00,98.20
1277.00,98.21
1276.00,98.22
1275.00,98.22
1274.00,98.22
1273.00,98.23
1272.00,98.24
1271.00,98.25
1270.00,98.25
1269.00,98.26
1268.00,98.27
1267.00,98.27
1266.00,98.27
1265.00,98.28
1264.00,98.28
1263.00,98.29
1262.00,98.29
1261.00,98.31
1260.00,98.33
1259.00,98.35
1258.00,98.38
1257.00,98.41
1256.00,98.46
1255.00,98.50
1254.00,98.53
1253.00,98.56
1252.00,98.59
1251.00,98.62
1250.00,98.65
1249.00,98.69
1248.00,98.73
1247.00,98.76
1246.00,98.79
1245.00,98.82
1244.00,98.84
1243.00,98.87
1242.00,98.88
1241.00,98.90
1240.00,98.91
1239.00,98.91
1238.00,98.91
1237.00,98.91
1236.00,98.91
1235.00,98.91
1234.00,98.91
1233.00,98.91
1232.00,98.91
1231.00,98.91
1230.00,98.90
1229.00,98.89
1228.00,98.89
1227.00,98.87
1226.00,98.86
1225.00,98.85
1224.00,98.85
1223.00,98.85
1222.00,98.85
1221.00,98.84
1220.00,98.84
1219.00,98.83
1218.00,98.82
1217.00,98.82
1216.00,98.82
1215.00,98.81
1214.00,98.79
1213.00,98.79
1212.00,98.78
1211.00,98.77
1210.00,98.76
1209.00,98.75
1208.00,98.75
1207.00,98.74
1206.00,98.73
1205.00,98.73
1204.00,98.73
1203.00,98.72
1202.00,98.71
1201.00,98.71
1200.00,98.70
1199.00,98.70
1198.00,98.70
1197.00,98.70
1196.00,98.70
1195.00,98.69
1194.00,98.68
1193.00,98.68
1192.00,98.68
1191.00,98.67
1190.00,98.66
1189.00,98.65
1188.00,98.64
1187.00,98.63
1186.00,98.62
1185.00,98.62
1184.00,98.62
1183.00,98.61
1182.00,98.60
1181.00,98.59
1180.00,98.58
1179.00,98.56
1178.00,98.55
1177.00,98.55
1176.00,98.55
1175.00,98.56
1174.00,98.57
1173.00,98.57
1172.00,98.57
1171.00,98.57
1170.00,98.57
1169.00,98.57
1168.00,98.58
1167.00,98.58
1166.00,98.59
1165.00,98.59
1164.00,98.59
1163.00,98.59
1162.00,98.59
1161.00,98.59
1160.00,98.59
1159.00,98.59
1158.00,98.58
1157.00,98.58
1156.00,98.57
1155.00,98.57
1154.00,98.57
1153.00,98.57
1152.00,98.57
1151.00,98.56
1150.00,98.56
1149.00,98.56
1148.00,98.57
1147.00,98.57
1146.00,98.57
1145.00,98.57
1144.00,98.57
1143.00,98.57
1142.00,98.57
1141.00,98.56
1140.00,98.56
1139.00,98.56
1138.00,98.56
1137.00,98.56
1136.00,98.56
1135.00,98.55
1134.00,98.54
1133.00,98.53
1132.00,98.52
1131.00,98.51
1130.00,98.50
1129.00,98.50
1128.00,98.50
1127.00,98.50
1126.00,98.50
1125.00,98.50
1124.00,98.50
1123.00,98.50
1122.00,98.49
1121.00,98.49
1120.00,98.48
1119.00,98.47
1118.00,98.45
1117.00,98.44
1116.00,98.42
1115.00,98.41
1114.00,98.39
1113.00,98.38
1112.00,98.38
1111.00,98.38
1110.00,98.38
1109.00,98.38
1108.00,98.37
1107.00,98.37
1106.00,98.36
1105.00,98.35
1104.00,98.35
1103.00,98.34
1102.00,98.33
1101.00,98.33
1100.00,98.32
1099.00,98.32
1098.00,98.31
1097.00,98.30
1096.00,98.29
1095.00,98.28
1094.00,98.26
1093.00,98.25
1092.00,98.24
1091.00,98.22
1090.00,98.19
1089.00,98.17
1088.00,98.16
1087.00,98.15
1086.00,98.15
1085.00,98.14
1084.00,98.15
1083.00,98.15
1082.00,98.14
1081.00,98.14
1080.00,98.14
1079.00,98.14
1078.00,98.14
1077.00,98.15
1076.00,98.16
1075.00,98.18
1074.00,98.20
1073.00,98.22
1072.00,98.23
1071.00,98.24
1070.00,98.24
1069.00,98.24
1068.00,98.26
1067.00,98.27
1066.00,98.27
1065.00,98.28
1064.00,98.28
1063.00,98.29
1062.00,98.29
1061.00,98.30
1060.00,98.31
1059.00,98.32
1058.00,98.32
1057.00,98.33
1056.00,98.33
1055.00,98.33
1054.00,98.31
1053.00,98.28
1052.00,98.26
1051.00,98.24
1050.00,98.23
1049.00,98.23
1048.00,98.24
1047.00,98.26
1046.00,98.28
1045.00,98.30
1044.00,98.33
1043.00,98.36
1042.00,98.37
1041.00,98.39
1040.00,98.41
1039.00,98.43
1038.00,98.45
1037.00,98.47
1036.00,98.49
1035.00,98.50
1034.00,98.51
1033.00,98.51
1032.00,98.52
1031.00,98.53
1030.00,98.53
1029.00,98.53
1028.00,98.53
1027.00,98.52
1026.00,98.51
1025.00,98.49
1024.00,98.47
1023.00,98.45
1022.00,98.42
1021.00,98.40
1020.00,98.38
1019.00,98.36
1018.00,98.35
1017.00,98.36
1016.00,98.38
1015.00,98.40
1014.00,98.44
1013.00,98.50
1012.00,98.55
1011.00,98.60
1010.00,98.63
1009.00,98.65
1008.00,98.69
1007.00,98.72
1006.00,98.75
1005.00,98.78
1004.00,98.80
1003.00,98.83
1002.00,98.84
1001.00,98.85
1000.00,98.86
999.00,98.87
998.00,98.88
997.00,98.90
996.00,98.91
995.00,98.93
994.00,98.93
993.00,98.94
992.00,98.95
991.00,98.95
990.00,98.95
989.00,98.95
988.00,98.96
987.00,98.96
986.00,98.97
985.00,98.97
984.00,98.98
983.00,98.99
982.00,98.99
981.00,98.99
980.00,99.00
979.00,99.00
978.00,99.00
977.00,99.00
976.00,99.00
975.00,99.00
974.00,98.99
973.00,98.98
972.00,98.98
971.00,98.98
970.00,98.98
969.00,98.98
968.00,98.98
967.00,98.98
966.00,98.98
965.00,98.97
964.00,98.98
963.00,98.98
962.00,98.99
961.00,99.00
960.00,99.01
959.00,99.02
958.00,99.02
957.00,99.03
956.00,99.03
955.00,99.03
954.00,99.03
953.00,99.04
952.00,99.04
951.00,99.05
950.00,99.05
949.00,99.07
948.00,99.08
947.00,99.08
946.00,99.08
945.00,99.07
944.00,99.08
943.00,99.08
942.00,99.08
941.00,99.08
940.00,99.08
939.00,99.07
938.00,99.06
937.00,99.05
936.00,99.05
935.00,99.05
934.00,99.05
933.00,99.06
932.00,99.06
931.00,99.07
930.00,99.08
929.00,99.09
928.00,99.09
927.00,99.08
926.00,99.06
925.00,99.05
924.00,99.04
923.00,99.04
922.00,99.04
921.00,99.05
920.00,99.06
919.00,99.06
918.00,99.05
917.00,99.04
916.00,99.03
915.00,99.02
914.00,99.01
913.00,99.01
912.00,99.00
911.00,99.00
910.00,98.99
909.00,98.99
908.00,98.99
907.00,99.00
906.00,99.00
905.00,99.00
904.00,98.99
903.00,98.99
902.00,98.97
901.00,98.97
900.00,98.96
899.00,98.96
898.00,98.94
897.00,98.92
896.00,98.91
895.00,98.89
894.00,98.86
