Created as New Dataset,PE powder 1.8kDa Alfa Aesar
cm-1,%T
890.00,98.74
889.00,98.75
888.00,98.78
887.00,98.82
886.00,98.87
885.00,98.92
884.00,98.97
883.00,99.00
882.00,99.03
881.00,99.06
880.00,99.09
879.00,99.12
878.00,99.14
877.00,99.16
876.00,99.18
875.00,99.19
874.00,99.19
873.00,99.20
872.00,99.20
871.00,99.20
870.00,99.20
869.00,99.20
868.00,99.20
867.00,99.20
866.00,99.19
865.00,99.19
864.00,99.19
863.00,99.19
862.00,99.20
861.00,99.20
860.00,99.21
859.00,99.21
858.00,99.20
857.00,99.21
856.00,99.22
855.00,99.23
854.00,99.21
853.00,99.20
852.00,99.19
851.00,99.20
850.00,99.19
849.00,99.19
848.00,99.18
847.00,99.19
846.00,99.20
845.00,99.22
844.00,99.23
843.00,99.24
842.00,99.24
841.00,99.24
840.00,99.23
839.00,99.23
838.00,99.22
837.00,99.21
836.00,99.20
835.00,99.19
834.00,99.18
833.00,99.17
832.00,99.16
831.00,99.16
830.00,99.17
829.00,99.17
828.00,99.18
827.00,99.18
826.00,99.18
825.00,99.17
824.00,99.17
823.00,99.16
822.00,99.15
821.00,99.15
820.00,99.14
819.00,99.14
818.00,99.13
817.00,99.12
816.00,99.13
815.00,99.13
814.00,99.12
813.00,99.09
812.00,99.07
811.00,99.06
810.00,99.05
809.00,99.05
808.00,99.06
807.00,99.05
806.00,99.03
805.00,98.99
804.00,98.96
803.00,98.94
802.00,98.92
801.00,98.91
800.00,98.90
799.00,98.89
798.00,98.87
797.00,98.85
796.00,98.84
795.00,98.83
794.00,98.82
793.00,98.80
792.00,98.78
791.00,98.76
790.00,98.74
789.00,98.73
788.00,98.71
787.00,98.69
786.00,98.67
785.00,98.64
784.00,98.62
783.00,98.59
782.00,98.56
781.00,98.52
780.00,98.49
779.00,98.46
778.00,98.42
777.00,98.37
776.00,98.32
775.00,98.26
774.00,98.21
773.00,98.16
772.00,98.12
771.00,98.08
770.00,98.04
769.00,98.01
768.00,98.00
767.00,97.99
766.00,98.00
765.00,98.03
764.00,98.06
763.00,98.10
762.00,98.13
761.00,98.14
760.00,98.15
759.00,98.15
758.00,98.14
757.00,98.13
756.00,98.11
755.00,98.09
754.00,98.05
753.00,98.01
752.00,97.97
751.00,97.93
750.00,97.88
749.00,97.80
748.00,97.73
747.00,97.67
746.00,97.60
745.00,97.50
744.00,97.38
743.00,97.24
742.00,97.07
741.00,96.86
740.00,96.60
739.00,96.29
738.00,95.87
737.00,95.26
736.00,94.31
735.00,92.74
734.00,90.21
733.00,86.75
732.00,83.03
731.00,80.22
730.00,79.22
729.00,80.01
728.00,81.69
727.00,83.20
726.00,83.88
725.00,83.60
724.00,82.32
723.00,79.92
722.00,76.39
721.00,72.25
720.00,68.66
719.00,66.83
718.00,67.21
717.00,69.46
716.00,72.94
715.00,77.00
714.00,81.04
713.00,84.59
712.00,87.39
711.00,89.47
710.00,91.01
709.00,92.20
708.00,93.14
707.00,93.89
706.00,94.50
705.00,95.03
704.00,95.46
703.00,95.81
702.00,96.09
701.00,96.35
700.00,96.58
699.00,96.80
698.00,96.99
697.00,97.17
696.00,97.31
695.00,97.42
694.00,97.52
693.00,97.61
692.00,97.70
691.00,97.76
690.00,97.83
689.00,97.89
688.00,97.95
687.00,97.99
686.00,98.03
685.00,98.07
684.00,98.11
683.00,98.14
682.00,98.18
681.00,98.24
680.00,98.29
679.00,98.31
678.00,98.31
677.00,98.32
676.00,98.34
675.00,98.37
674.00,98.42
673.00,98.48
672.00,98.52
671.00,98.54
670.00,98.53
669.00,98.51
668.00,98.51
667.00,98.51
666.00,98.50
665.00,98.51
664.00,98.50
663.00,98.48
662.00,98.46
661.00,98.45
660.00,98.44
659.00,98.46
658.00,98.48
657.00,98.51
656.00,98.54
655.00,98.56
654.00,98.58
653.00,98.59
652.00,98.58
651.00,98.54
650.00,98.49
