Created as New Dataset,PVC powder GF
cm-1,%T
2462.00,96.63
2461.00,96.62
2460.00,96.63
2459.00,96.63
2458.00,96.63
2457.00,96.62
2456.00,96.62
2455.00,96.62
2454.00,96.62
2453.00,96.62
2452.00,96.62
2451.00,96.61
2450.00,96.61
2449.00,96.61
2448.00,96.61
2447.00,96.62
2446.00,96.62
2445.00,96.62
2444.00,96.62
2443.00,96.62
2442.00,96.62
2441.00,96.62
2440.00,96.63
2439.00,96.63
2438.00,96.63
2437.00,96.64
2436.00,96.64
2435.00,96.64
2434.00,96.64
2433.00,96.64
2432.00,96.64
2431.00,96.65
2430.00,96.65
2429.00,96.65
2428.00,96.65
2427.00,96.65
2426.00,96.65
2425.00,96.65
2424.00,96.65
2423.00,96.65
2422.00,96.66
2421.00,96.66
2420.00,96.66
2419.00,96.66
2418.00,96.66
2417.00,96.66
2416.00,96.66
2415.00,96.66
2414.00,96.66
2413.00,96.66
2412.00,96.66
2411.00,96.66
2410.00,96.66
2409.00,96.66
2408.00,96.67
2407.00,96.68
2406.00,96.70
2405.00,96.71
2404.00,96.71
2403.00,96.72
2402.00,96.72
2401.00,96.72
2400.00,96.72
2399.00,96.72
2398.00,96.72
2397.00,96.72
2396.00,96.72
2395.00,96.72
2394.00,96.73
2393.00,96.73
2392.00,96.73
2391.00,96.73
2390.00,96.73
2389.00,96.74
2388.00,96.74
2387.00,96.75
2386.00,96.76
2385.00,96.77
2384.00,96.78
2383.00,96.80
2382.00,96.82
2381.00,96.84
2380.00,96.86
2379.00,96.88
2378.00,96.91
2377.00,96.92
2376.00,96.94
2375.00,96.95
2374.00,96.95
2373.00,96.94
2372.00,96.93
2371.00,96.93
2370.00,96.92
2369.00,96.92
2368.00,96.92
2367.00,96.93
2366.00,96.94
2365.00,96.95
2364.00,96.95
2363.00,96.95
2362.00,96.94
2361.00,96.94
2360.00,96.94
2359.00,96.95
2358.00,96.95
2357.00,96.93
2356.00,96.92
2355.00,96.92
2354.00,96.92
2353.00,96.92
2352.00,96.93
2351.00,96.93
2350.00,96.93
2349.00,96.92
2348.00,96.91
2347.00,96.91
2346.00,96.91
2345.00,96.92
2344.00,96.92
2343.00,96.90
2342.00,96.89
2341.00,96.87
2340.00,96.85
2339.00,96.84
2338.00,96.83
2337.00,96.82
2336.00,96.82
2335.00,96.81
2334.00,96.81
2333.00,96.81
2332.00,96.81
2331.00,96.81
2330.00,96.81
2329.00,96.80
2328.00,96.77
2327.00,96.72
2326.00,96.65
2325.00,96.58
2324.00,96.53
2323.00,96.51
2322.00,96.53
2321.00,96.56
2320.00,96.59
2319.00,96.60
2318.00,96.61
2317.00,96.61
2316.00,96.61
2315.00,96.61
2314.00,96.62
2313.00,96.63
2312.00,96.63
2311.00,96.63
2310.00,96.62
2309.00,96.62
2308.00,96.61
2307.00,96.60
2306.00,96.59
2305.00,96.58
2304.00,96.57
2303.00,96.56
2302.00,96.55
2301.00,96.54
2300.00,96.53
2299.00,96.51
2298.00,96.50
2297.00,96.49
2296.00,96.48
2295.00,96.47
2294.00,96.45
2293.00,96.43
2292.00,96.40
2291.00,96.38
2290.00,96.36
2289.00,96.34
2288.00,96.32
2287.00,96.30
2286.00,96.28
2285.00,96.28
2284.00,96.28
2283.00,96.29
2282.00,96.30
2281.00,96.31
2280.00,96.31
2279.00,96.32
2278.00,96.32
2277.00,96.32
2276.00,96.32
2275.00,96.33
2274.00,96.33
2273.00,96.33
2272.00,96.33
2271.00,96.33
2270.00,96.33
2269.00,96.33
2268.00,96.33
2267.00,96.34
2266.00,96.35
2265.00,96.36
2264.00,96.37
2263.00,96.37
2262.00,96.37
2261.00,96.37
2260.00,96.35
2259.00,96.33
2258.00,96.32
2257.00,96.31
2256.00,96.31
2255.00,96.33
2254.00,96.35
2253.00,96.36
2252.00,96.37
2251.00,96.37
2250.00,96.36
2249.00,96.36
2248.00,96.35
2247.00,96.35
2246.00,96.34
2245.00,96.34
2244.00,96.33
2243.00,96.33
2242.00,96.33
2241.00,96.32
2240.00,96.31
2239.00,96.31
2238.00,96.30
2237.00,96.31
2236.00,96.31
2235.00,96.31
2234.00,96.31
2233.00,96.30
2232.00,96.29
2231.00,96.29
2230.00,96.29
2229.00,96.30
2228.00,96.30
2227.00,96.31
2226.00,96.31
2225.00,96.31
2224.00,96.31
2223.00,96.31
2222.00,96.30
2221.00,96.30
2220.00,96.29
2219.00,96.28
2218.00,96.29
2217.00,96.29
2216.00,96.29
2215.00,96.29
2214.00,96.29
2213.00,96.28
2212.00,96.27
2211.00,96.27
2210.00,96.27
2209.00,96.26
2208.00,96.26
2207.00,96.26
2206.00,96.26
2205.00,96.27
2204.00,96.27
2203.00,96.26
2202.00,96.25
2201.00,96.24
2200.00,96.24
2199.00,96.23
2198.00,96.23
2197.00,96.23
2196.00,96.22
2195.00,96.21
2194.00,96.19
2193.00,96.17
2192.00,96.15
2191.00,96.15
2190.00,96.15
2189.00,96.14
2188.00,96.14
2187.00,96.12
2186.00,96.10
2185.00,96.09
2184.00,96.09
2183.00,96.11
2182.00,96.15
2181.00,96.19
2180.00,96.21
2179.00,96.21
2178.00,96.19
2177.00,96.19
2176.00,96.20
2175.00,96.21
2174.00,96.22
2173.00,96.22
2172.00,96.19
2171.00,96.16
2170.00,96.10
2169.00,96.04
2168.00,95.99
2167.00,95.96
2166.00,95.95
2165.00,95.94
2164.00,95.92
2163.00,95.88
2162.00,95.84
2161.00,95.86
2160.00,95.99
2159.00,96.23
2158.00,96.48
2157.00,96.66
2156.00,96.73
2155.00,96.72
2154.00,96.68
2153.00,96.63
2152.00,96.60
2151.00,96.56
2150.00,96.53
2149.00,96.50
2148.00,96.49
2147.00,96.50
2146.00,96.53
2145.00,96.56
2144.00,96.58
2143.00,96.58
2142.00,96.57
2141.00,96.56
2140.00,96.54
2139.00,96.53
2138.00,96.53
2137.00,96.56
2136.00,96.60
2135.00,96.66
2134.00,96.71
2133.00,96.73
2132.00,96.73
2131.00,96.72
2130.00,96.69
2129.00,96.67
2128.00,96.64
2127.00,96.62
2126.00,96.59
2125.00,96.57
2124.00,96.54
2123.00,96.52
2122.00,96.51
2121.00,96.50
2120.00,96.49
2119.00,96.48
2118.00,96.46
2117.00,96.44
2116.00,96.41
2115.00,96.39
2114.00,96.37
2113.00,96.37
2112.00,96.37
2111.00,96.37
2110.00,96.37
2109.00,96.37
2108.00,96.37
2107.00,96.37
2106.00,96.37
2105.00,96.36
2104.00,96.36
2103.00,96.36
2102.00,96.36
2101.00,96.36
2100.00,96.35
2099.00,96.35
2098.00,96.36
2097.00,96.38
2096.00,96.41
2095.00,96.44
2094.00,96.47
2093.00,96.47
2092.00,96.46
2091.00,96.44
2090.00,96.42
2089.00,96.40
2088.00,96.37
2087.00,96.35
2086.00,96.33
2085.00,96.32
2084.00,96.30
2083.00,96.29
2082.00,96.29
2081.00,96.28
2080.00,96.27
2079.00,96.27
2078.00,96.27
2077.00,96.28
2076.00,96.28
2075.00,96.28
2074.00,96.27
2073.00,96.26
2072.00,96.25
2071.00,96.25
2070.00,96.25
2069.00,96.26
2068.00,96.26
2067.00,96.27
2066.00,96.27
2065.00,96.27
2064.00,96.26
2063.00,96.26
2062.00,96.27
2061.00,96.27
2060.00,96.28
2059.00,96.28
2058.00,96.26
2057.00,96.24
2056.00,96.21
2055.00,96.20
2054.00,96.19
2053.00,96.15
2052.00,96.08
2051.00,96.01
2050.00,95.98
2049.00,95.99
2048.00,96.04
2047.00,96.07
2046.00,96.09
2045.00,96.09
2044.00,96.09
2043.00,96.10
2042.00,96.10
2041.00,96.09
2040.00,96.07
2039.00,96.04
2038.00,96.02
2037.00,96.01
2036.00,96.00
2035.00,96.01
2034.00,96.03
2033.00,96.06
2032.00,96.10
2031.00,96.13
2030.00,96.16
2029.00,96.17
2028.00,96.16
2027.00,96.15
2026.00,96.14
2025.00,96.15
2024.00,96.17
2023.00,96.18
2022.00,96.19
2021.00,96.19
2020.00,96.18
2019.00,96.17
2018.00,96.17
2017.00,96.18
2016.00,96.18
2015.00,96.16
2014.00,96.15
2013.00,96.15
2012.00,96.15
2011.00,96.15
2010.00,96.15
2009.00,96.15
2008.00,96.18
2007.00,96.22
2006.00,96.28
2005.00,96.31
2004.00,96.32
2003.00,96.30
2002.00,96.28
2001.00,96.26
2000.00,96.24
1999.00,96.22
1998.00,96.21
1997.00,96.20
1996.00,96.18
1995.00,96.17
1994.00,96.16
1993.00,96.16
1992.00,96.14
1991.00,96.13
1990.00,96.12
1989.00,96.11
1988.00,96.10
1987.00,96.09
1986.00,96.08
1985.00,96.07
1984.00,96.05
1983.00,96.01
1982.00,95.95
1981.00,95.88
1980.00,95.83
1979.00,95.84
1978.00,95.92
1977.00,96.04
1976.00,96.13
1975.00,96.19
1974.00,96.22
1973.00,96.24
1972.00,96.26
1971.00,96.27
1970.00,96.28
1969.00,96.28
1968.00,96.27
1967.00,96.26
1966.00,96.27
1965.00,96.28
1964.00,96.29
1963.00,96.30
1962.00,96.31
1961.00,96.34
1960.00,96.37
1959.00,96.40
1958.00,96.41
1957.00,96.40
1956.00,96.38
1955.00,96.37
1954.00,96.37
1953.00,96.37
1952.00,96.39
1951.00,96.40
1950.00,96.40
1949.00,96.40
1948.00,96.39
1947.00,96.39
1946.00,96.39
1945.00,96.39
1944.00,96.39
1943.00,96.40
1942.00,96.41
1941.00,96.41
1940.00,96.41
1939.00,96.41
1938.00,96.41
1937.00,96.41
1936.00,96.42
1935.00,96.43
1934.00,96.44
1933.00,96.44
1932.00,96.44
1931.00,96.44
1930.00,96.45
1929.00,96.45
1928.00,96.46
1927.00,96.47
1926.00,96.47
1925.00,96.47
1924.00,96.47
1923.00,96.46
1922.00,96.46
1921.00,96.46
1920.00,96.46
1919.00,96.46
1918.00,96.46
1917.00,96.46
1916.00,96.45
1915.00,96.45
1914.00,96.44
1913.00,96.44
1912.00,96.44
1911.00,96.45
1910.00,96.45
1909.00,96.45
1908.00,96.45
1907.00,96.45
1906.00,96.45
1905.00,96.45
1904.00,96.46
1903.00,96.47
1902.00,96.47
1901.00,96.47
1900.00,96.47
1899.00,96.47
1898.00,96.47
1897.00,96.47
1896.00,96.46
1895.00,96.46
1894.00,96.46
1893.00,96.47
1892.00,96.48
1891.00,96.48
1890.00,96.48
1889.00,96.49
1888.00,96.50
1887.00,96.51
1886.00,96.51
1885.00,96.51
1884.00,96.51
1883.00,96.50
1882.00,96.50
1881.00,96.50
1880.00,96.50
1879.00,96.50
1878.00,96.51
1877.00,96.51
1876.00,96.51
1875.00,96.51
1874.00,96.50
1873.00,96.50
1872.00,96.50
1871.00,96.50
1870.00,96.50
1869.00,96.50
1868.00,96.51
1867.00,96.51
1866.00,96.51
1865.00,96.51
1864.00,96.52
1863.00,96.52
1862.00,96.52
1861.00,96.52
1860.00,96.51
1859.00,96.52
1858.00,96.52
1857.00,96.53
1856.00,96.53
1855.00,96.53
1854.00,96.53
1853.00,96.53
1852.00,96.53
1851.00,96.53
1850.00,96.53
1849.00,96.53
1848.00,96.53
1847.00,96.53
1846.00,96.53
1845.00,96.54
1844.00,96.55
1843.00,96.55
1842.00,96.55
1841.00,96.55
1840.00,96.54
1839.00,96.54
1838.00,96.54
1837.00,96.54
1836.00,96.55
1835.00,96.55
1834.00,96.55
1833.00,96.55
1832.00,96.54
1831.00,96.54
1830.00,96.54
1829.00,96.54
1828.00,96.54
1827.00,96.54
1826.00,96.54
1825.00,96.54
1824.00,96.54
1823.00,96.54
1822.00,96.54
1821.00,96.55
1820.00,96.56
1819.00,96.57
1818.00,96.60
1817.00,96.61
1816.00,96.62
1815.00,96.61
1814.00,96.60
1813.00,96.59
1812.00,96.58
1811.00,96.58
1810.00,96.58
1809.00,96.57
1808.00,96.56
1807.00,96.56
1806.00,96.56
1805.00,96.56
1804.00,96.56
1803.00,96.56
1802.00,96.56
1801.00,96.56
1800.00,96.55
1799.00,96.55
1798.00,96.55
1797.00,96.56
1796.00,96.56
1795.00,96.57
1794.00,96.57
1793.00,96.57
1792.00,96.57
1791.00,96.56
1790.00,96.56
1789.00,96.56
1788.00,96.56
1787.00,96.56
1786.00,96.56
1785.00,96.56
1784.00,96.56
1783.00,96.56
1782.00,96.55
1781.00,96.55
1780.00,96.56
1779.00,96.56
1778.00,96.57
1777.00,96.57
1776.00,96.57
1775.00,96.57
1774.00,96.58
1773.00,96.58
1772.00,96.58
1771.00,96.57
1770.00,96.57
1769.00,96.56
1768.00,96.55
1767.00,96.55
1766.00,96.55
1765.00,96.54
1764.00,96.54
1763.00,96.53
1762.00,96.53
1761.00,96.52
1760.00,96.51
1759.00,96.50
1758.00,96.48
1757.00,96.46
1756.00,96.44
1755.00,96.42
1754.00,96.40
1753.00,96.37
1752.00,96.34
1751.00,96.30
1750.00,96.26
1749.00,96.22
1748.00,96.19
1747.00,96.16
1746.00,96.14
1745.00,96.11
1744.00,96.09
1743.00,96.07
1742.00,96.05
1741.00,96.03
1740.00,96.02
1739.00,96.02
1738.00,96.02
1737.00,96.02
1736.00,96.03
1735.00,96.04
1734.00,96.05
1733.00,96.07
1732.00,96.08
1731.00,96.09
1730.00,96.11
1729.00,96.13
1728.00,96.15
1727.00,96.17
1726.00,96.18
1725.00,96.19
1724.00,96.21
1723.00,96.22
1722.00,96.24
1721.00,96.25
1720.00,96.26
1719.00,96.28
1718.00,96.29
1717.00,96.29
1716.00,96.30
1715.00,96.30
1714.00,96.31
1713.00,96.33
1712.00,96.34
1711.00,96.35
1710.00,96.36
1709.00,96.37
1708.00,96.38
1707.00,96.39
1706.00,96.40
1705.00,96.41
1704.00,96.42
1703.00,96.42
1702.00,96.44
1701.00,96.45
1700.00,96.47
1699.00,96.48
1698.00,96.48
1697.00,96.48
1696.00,96.48
1695.00,96.49
1694.00,96.49
1693.00,96.50
1692.00,96.50
1691.00,96.51
1690.00,96.51
1689.00,96.51
1688.00,96.52
1687.00,96.52
1686.00,96.52
1685.00,96.51
1684.00,96.51
1683.00,96.51
1682.00,96.52
1681.00,96.52
1680.00,96.52
1679.00,96.53
1678.00,96.53
1677.00,96.53
1676.00,96.54
1675.00,96.54
1674.00,96.54
1673.00,96.53
1672.00,96.53
1671.00,96.53
1670.00,96.53
1669.00,96.53
1668.00,96.53
1667.00,96.53
1666.00,96.53
1665.00,96.53
1664.00,96.53
1663.00,96.54
1662.00,96.54
1661.00,96.53
1660.00,96.53
1659.00,96.53
1658.00,96.53
1657.00,96.53
1656.00,96.53
1655.00,96.54
1654.00,96.54
1653.00,96.54
1652.00,96.54
1651.00,96.54
1650.00,96.54
1649.00,96.54
1648.00,96.54
1647.00,96.53
1646.00,96.53
1645.00,96.54
1644.00,96.54
1643.00,96.54
1642.00,96.55
1641.00,96.55
1640.00,96.55
1639.00,96.55
1638.00,96.55
1637.00,96.55
1636.00,96.55
1635.00,96.55
1634.00,96.55
1633.00,96.55
1632.00,96.55
1631.00,96.55
1630.00,96.55
1629.00,96.56
1628.00,96.56
1627.00,96.56
1626.00,96.56
1625.00,96.56
1624.00,96.56
1623.00,96.55
1622.00,96.55
1621.00,96.55
1620.00,96.55
1619.00,96.55
1618.00,96.54
1617.00,96.54
1616.00,96.54
1615.00,96.53
1614.00,96.53
1613.00,96.52
1612.00,96.52
1611.00,96.52
1610.00,96.51
1609.00,96.51
1608.00,96.51
1607.00,96.50
1606.00,96.50
1605.00,96.51
1604.00,96.51
1603.00,96.51
1602.00,96.52
1601.00,96.52
1600.00,96.52
1599.00,96.52
1598.00,96.52
1597.00,96.53
1596.00,96.54
1595.00,96.55
1594.00,96.56
1593.00,96.56
1592.00,96.56
1591.00,96.56
1590.00,96.57
1589.00,96.57
1588.00,96.56
1587.00,96.56
1586.00,96.56
1585.00,96.56
1584.00,96.57
1583.00,96.57
1582.00,96.57
1581.00,96.57
1580.00,96.57
1579.00,96.57
1578.00,96.57
1577.00,96.57
1576.00,96.56
1575.00,96.56
1574.00,96.57
1573.00,96.57
1572.00,96.57
1571.00,96.57
1570.00,96.57
1569.00,96.57
1568.00,96.57
1567.00,96.57
1566.00,96.57
1565.00,96.56
1564.00,96.57
1563.00,96.57
1562.00,96.57
1561.00,96.57
1560.00,96.57
1559.00,96.57
1558.00,96.57
1557.00,96.58
1556.00,96.58
1555.00,96.58
1554.00,96.58
1553.00,96.58
1552.00,96.58
1551.00,96.58
1550.00,96.58
1549.00,96.58
1548.00,96.57
1547.00,96.58
1546.00,96.58
1545.00,96.58
1544.00,96.58
1543.00,96.58
1542.00,96.58
1541.00,96.58
1540.00,96.58
1539.00,96.58
1538.00,96.58
1537.00,96.58
1536.00,96.58
1535.00,96.58
1534.00,96.58
1533.00,96.59
1532.00,96.59
1531.00,96.59
1530.00,96.59
1529.00,96.58
1528.00,96.58
1527.00,96.58
1526.00,96.59
1525.00,96.59
1524.00,96.59
1523.00,96.58
1522.00,96.58
1521.00,96.58
1520.00,96.58
1519.00,96.58
1518.00,96.59
1517.00,96.59
1516.00,96.59
1515.00,96.59
1514.00,96.59
1513.00,96.59
1512.00,96.59
1511.00,96.59
1510.00,96.59
1509.00,96.59
1508.00,96.58
1507.00,96.58
1506.00,96.58
1505.00,96.58
1504.00,96.58
1503.00,96.57
1502.00,96.57
1501.00,96.57
1500.00,96.57
1499.00,96.57
1498.00,96.56
1497.00,96.56
1496.00,96.56
1495.00,96.56
1494.00,96.57
1493.00,96.56
1492.00,96.56
1491.00,96.55
1490.00,96.55
1489.00,96.54
1488.00,96.54
1487.00,96.53
1486.00,96.54
1485.00,96.53
1484.00,96.53
1483.00,96.53
1482.00,96.52
1481.00,96.51
1480.00,96.50
1479.00,96.50
1478.00,96.49
1477.00,96.49
1476.00,96.48
1475.00,96.47
1474.00,96.46
1473.00,96.45
1472.00,96.43
1471.00,96.43
1470.00,96.42
1469.00,96.41
1468.00,96.39
1467.00,96.38
1466.00,96.37
1465.00,96.36
1464.00,96.34
1463.00,96.33
1462.00,96.32
1461.00,96.30
1460.00,96.28
1459.00,96.25
1458.00,96.20
1457.00,96.13
1456.00,96.05
1455.00,96.00
1454.00,95.94
1453.00,95.86
1452.00,95.76
1451.00,95.65
1450.00,95.53
1449.00,95.38
1448.00,95.19
1447.00,94.97
1446.00,94.73
1445.00,94.43
1444.00,94.04
1443.00,93.56
1442.00,92.98
1441.00,92.33
1440.00,91.66
1439.00,90.98
1438.00,90.21
1437.00,89.37
1436.00,88.67
1435.00,88.28
1434.00,88.13
1433.00,88.07
1432.00,88.02
1431.00,87.89
1430.00,87.56
1429.00,87.03
1428.00,86.44
1427.00,86.00
1426.00,85.86
1425.00,86.09
1424.00,86.69
1423.00,87.44
1422.00,88.13
1421.00,88.75
1420.00,89.40
1419.00,90.05
1418.00,90.60
1417.00,91.02
1416.00,91.38
1415.00,91.75
1414.00,92.14
1413.00,92.55
1412.00,92.97
1411.00,93.40
1410.00,93.79
1409.00,94.13
1408.00,94.43
1407.00,94.67
1406.00,94.88
1405.00,95.04
1404.00,95.17
1403.00,95.26
1402.00,95.31
1401.00,95.35
1400.00,95.38
1399.00,95.40
1398.00,95.41
1397.00,95.40
1396.00,95.39
1395.00,95.35
1394.00,95.29
1393.00,95.23
1392.00,95.16
1391.00,95.08
1390.00,95.00
1389.00,94.91
1388.00,94.81
1387.00,94.70
1386.00,94.60
1385.00,94.52
1384.00,94.45
1383.00,94.39
1382.00,94.33
1381.00,94.28
1380.00,94.24
1379.00,94.22
1378.00,94.20
1377.00,94.18
1376.00,94.17
1375.00,94.17
1374.00,94.16
1373.00,94.15
1372.00,94.14
1371.00,94.13
1370.00,94.10
1369.00,94.07
1368.00,94.02
1367.00,93.97
1366.00,93.91
1365.00,93.85
1364.00,93.76
1363.00,93.67
1362.00,93.56
1361.00,93.46
1360.00,93.36
1359.00,93.26
1358.00,93.17
1357.00,93.08
1356.00,93.00
1355.00,92.93
1354.00,92.88
1353.00,92.86
1352.00,92.86
1351.00,92.88
1350.00,92.91
1349.00,92.93
1348.00,92.93
1347.00,92.90
1346.00,92.82
1345.00,92.69
1344.00,92.50
1343.00,92.25
1342.00,91.94
1341.00,91.55
1340.00,91.09
1339.00,90.61
1338.00,90.15
1337.00,89.76
1336.00,89.44
1335.00,89.20
1334.00,89.03
1333.00,88.90
1332.00,88.82
1331.00,88.76
1330.00,88.72
1329.00,88.71
1328.00,88.71
1327.00,88.74
1326.00,88.79
1325.00,88.87
1324.00,88.98
1323.00,89.11
1322.00,89.27
1321.00,89.45
1320.00,89.64
1319.00,89.83
1318.00,90.03
1317.00,90.21
1316.00,90.39
1315.00,90.55
1314.00,90.70
1313.00,90.84
1312.00,90.97
1311.00,91.09
1310.00,91.21
1309.00,91.31
1308.00,91.41
1307.00,91.51
1306.00,91.61
1305.00,91.70
1304.00,91.79
1303.00,91.88
1302.00,91.97
1301.00,92.07
1300.00,92.17
1299.00,92.28
1298.00,92.39
1297.00,92.49
1296.00,92.60
1295.00,92.70
1294.00,92.80
1293.00,92.89
1292.00,92.97
1291.00,93.04
1290.00,93.10
1289.00,93.13
1288.00,93.14
1287.00,93.12
1286.00,93.09
1285.00,93.03
1284.00,92.96
1283.00,92.87
1282.00,92.77
1281.00,92.65
1280.00,92.52
1279.00,92.37
1278.00,92.21
1277.00,92.04
1276.00,91.84
1275.00,91.63
1274.00,91.40
1273.00,91.13
1272.00,90.84
1271.00,90.52
1270.00,90.18
1269.00,89.81
1268.00,89.41
1267.00,89.00
1266.00,88.58
1265.00,88.16
1264.00,87.74
1263.00,87.32
1262.00,86.91
1261.00,86.49
1260.00,86.07
1259.00,85.64
1258.00,85.22
1257.00,84.82
1256.00,84.47
1255.00,84.24
1254.00,84.13
1253.00,84.15
1252.00,84.25
1251.00,84.39
1250.00,84.53
1249.00,84.64
1248.00,84.74
1247.00,84.82
1246.00,84.89
1245.00,84.96
1244.00,85.03
1243.00,85.11
1242.00,85.20
1241.00,85.30
1240.00,85.41
1239.00,85.54
1238.00,85.69
1237.00,85.86
1236.00,86.04
1235.00,86.22
1234.00,86.41
1233.00,86.59
1232.00,86.77
1231.00,86.98
1230.00,87.25
1229.00,87.57
1228.00,87.98
1227.00,88.46
1226.00,89.00
1225.00,89.55
1224.00,90.08
1223.00,90.56
1222.00,90.97
1221.00,91.29
1220.00,91.53
1219.00,91.69
1218.00,91.80
1217.00,91.86
1216.00,91.89
1215.00,91.89
1214.00,91.87
1213.00,91.85
1212.00,91.83
1211.00,91.81
1210.00,91.77
1209.00,91.73
1208.00,91.68
1207.00,91.63
1206.00,91.57
1205.00,91.51
1204.00,91.46
1203.00,91.41
1202.00,91.37
1201.00,91.33
1200.00,91.31
1199.00,91.29
1198.00,91.29
1197.00,91.31
1196.00,91.34
1195.00,91.40
1194.00,91.48
1193.00,91.58
1192.00,91.69
1191.00,91.81
1190.00,91.95
1189.00,92.10
1188.00,92.25
1187.00,92.41
1186.00,92.57
1185.00,92.73
1184.00,92.88
1183.00,93.01
1182.00,93.13
1181.00,93.24
1180.00,93.34
1179.00,93.43
1178.00,93.51
1177.00,93.58
1176.00,93.64
1175.00,93.69
1174.00,93.73
1173.00,93.76
1172.00,93.79
1171.00,93.82
1170.00,93.84
1169.00,93.88
1168.00,93.92
1167.00,93.98
1166.00,94.05
1165.00,94.15
1164.00,94.25
1163.00,94.37
1162.00,94.51
1161.00,94.65
1160.00,94.77
1159.00,94.89
1158.00,94.98
1157.00,95.05
1156.00,95.12
1155.00,95.17
1154.00,95.22
1153.00,95.26
1152.00,95.29
1151.00,95.32
1150.00,95.33
1149.00,95.35
1148.00,95.35
1147.00,95.35
1146.00,95.35
1145.00,95.35
1144.00,95.34
1143.00,95.32
1142.00,95.30
1141.00,95.28
1140.00,95.25
1139.00,95.22
1138.00,95.18
1137.00,95.12
1136.00,95.07
1135.00,95.00
1134.00,94.92
1133.00,94.83
1132.00,94.73
1131.00,94.62
1130.00,94.50
1129.00,94.37
1128.00,94.24
1127.00,94.10
1126.00,93.95
1125.00,93.80
1124.00,93.66
1123.00,93.52
1122.00,93.39
1121.00,93.27
1120.00,93.15
1119.00,93.05
1118.00,92.94
1117.00,92.84
1116.00,92.74
1115.00,92.64
1114.00,92.53
1113.00,92.41
1112.00,92.27
1111.00,92.11
1110.00,91.92
1109.00,91.71
1108.00,91.49
1107.00,91.27
1106.00,91.05
1105.00,90.85
1104.00,90.66
1103.00,90.51
1102.00,90.37
1101.00,90.27
1100.00,90.17
1099.00,90.10
1098.00,90.04
1097.00,89.98
1096.00,89.93
1095.00,89.90
1094.00,89.87
1093.00,89.86
1092.00,89.87
1091.00,89.89
1090.00,89.93
1089.00,89.99
1088.00,90.06
1087.00,90.15
1086.00,90.24
1085.00,90.33
1084.00,90.42
1083.00,90.51
1082.00,90.60
1081.00,90.69
1080.00,90.77
1079.00,90.85
1078.00,90.92
1077.00,90.99
1076.00,91.06
1075.00,91.12
1074.00,91.18
1073.00,91.24
1072.00,91.28
1071.00,91.32
1070.00,91.35
1069.00,91.38
1068.00,91.41
1067.00,91.45
1066.00,91.48
1065.00,91.51
1064.00,91.53
1063.00,91.56
1062.00,91.59
1061.00,91.62
1060.00,91.65
1059.00,91.68
1058.00,91.72
1057.00,91.76
1056.00,91.79
1055.00,91.81
1054.00,91.83
1053.00,91.84
1052.00,91.86
1051.00,91.88
1050.00,91.90
1049.00,91.93
1048.00,91.96
1047.00,91.99
1046.00,92.01
1045.00,92.02
1044.00,92.02
1043.00,92.03
1042.00,92.04
1041.00,92.04
1040.00,92.04
1039.00,92.04
1038.00,92.04
1037.00,92.03
1036.00,92.03
1035.00,92.02
1034.00,92.01
1033.00,92.00
1032.00,91.98
1031.00,91.97
1030.00,91.96
1029.00,91.95
1028.00,91.93
1027.00,91.92
1026.00,91.91
1025.00,91.89
1024.00,91.88
1023.00,91.87
1022.00,91.86
1021.00,91.86
1020.00,91.85
1019.00,91.84
1018.00,91.83
1017.00,91.82
1016.00,91.82
1015.00,91.82
1014.00,91.82
1013.00,91.82
1012.00,91.81
1011.00,91.79
1010.00,91.77
1009.00,91.74
1008.00,91.72
1007.00,91.70
1006.00,91.67
1005.00,91.64
1004.00,91.61
1003.00,91.57
1002.00,91.54
1001.00,91.49
1000.00,91.45
999.00,91.39
998.00,91.34
997.00,91.28
996.00,91.21
995.00,91.14
994.00,91.06
993.00,90.97
992.00,90.88
991.00,90.78
990.00,90.68
989.00,90.55
988.00,90.42
987.00,90.27
986.00,90.11
985.00,89.94
984.00,89.76
983.00,89.56
982.00,89.35
981.00,89.12
980.00,88.87
979.00,88.62
978.00,88.35
977.00,88.07
976.00,87.79
975.00,87.51
974.00,87.23
973.00,86.97
972.00,86.71
971.00,86.47
970.00,86.24
969.00,86.03
968.00,85.84
967.00,85.67
966.00,85.53
965.00,85.41
964.00,85.29
963.00,85.19
962.00,85.09
961.00,85.01
960.00,84.94
959.00,84.90
958.00,84.90
957.00,84.94
956.00,85.02
955.00,85.14
954.00,85.32
953.00,85.53
952.00,85.76
951.00,86.00
950.00,86.24
949.00,86.46
948.00,86.68
947.00,86.89
946.00,87.07
945.00,87.23
944.00,87.38
943.00,87.53
942.00,87.68
941.00,87.82
940.00,87.95
939.00,88.07
938.00,88.18
937.00,88.27
936.00,88.35
935.00,88.42
934.00,88.49
933.00,88.55
932.00,88.60
931.00,88.64
930.00,88.69
929.00,88.73
928.00,88.76
927.00,88.79
926.00,88.83
925.00,88.86
924.00,88.89
923.00,88.94
922.00,88.99
921.00,89.04
920.00,89.11
919.00,89.18
918.00,89.27
917.00,89.36
916.00,89.47
915.00,89.59
914.00,89.72
913.00,89.85
912.00,89.98
911.00,90.11
910.00,90.24
909.00,90.37
908.00,90.50
907.00,90.62
906.00,90.72
905.00,90.81
904.00,90.88
903.00,90.94
902.00,91.00
901.00,91.05
900.00,91.10
899.00,91.14
