Created as New Dataset,Acrylic Green
cm-1,%T
2456.00,98.72
2455.00,98.72
2454.00,98.71
2453.00,98.71
2452.00,98.72
2451.00,98.72
2450.00,98.73
2449.00,98.73
2448.00,98.73
2447.00,98.73
2446.00,98.73
2445.00,98.73
2444.00,98.73
2443.00,98.73
2442.00,98.74
2441.00,98.74
2440.00,98.75
2439.00,98.75
2438.00,98.74
2437.00,98.74
2436.00,98.74
2435.00,98.74
2434.00,98.74
2433.00,98.74
2432.00,98.74
2431.00,98.74
2430.00,98.74
2429.00,98.74
2428.00,98.74
2427.00,98.74
2426.00,98.74
2425.00,98.74
2424.00,98.74
2423.00,98.73
2422.00,98.74
2421.00,98.74
2420.00,98.74
2419.00,98.74
2418.00,98.75
2417.00,98.75
2416.00,98.75
2415.00,98.75
2414.00,98.75
2413.00,98.75
2412.00,98.75
2411.00,98.75
2410.00,98.75
2409.00,98.75
2408.00,98.76
2407.00,98.77
2406.00,98.78
2405.00,98.78
2404.00,98.79
2403.00,98.79
2402.00,98.80
2401.00,98.80
2400.00,98.80
2399.00,98.79
2398.00,98.79
2397.00,98.79
2396.00,98.80
2395.00,98.80
2394.00,98.80
2393.00,98.80
2392.00,98.80
2391.00,98.80
2390.00,98.81
2389.00,98.81
2388.00,98.81
2387.00,98.81
2386.00,98.81
2385.00,98.82
2384.00,98.82
2383.00,98.83
2382.00,98.84
2381.00,98.85
2380.00,98.86
2379.00,98.87
2378.00,98.88
2377.00,98.88
2376.00,98.88
2375.00,98.89
2374.00,98.89
2373.00,98.90
2372.00,98.89
2371.00,98.89
2370.00,98.90
2369.00,98.90
2368.00,98.91
2367.00,98.92
2366.00,98.93
2365.00,98.95
2364.00,98.95
2363.00,98.94
2362.00,98.92
2361.00,98.89
2360.00,98.87
2359.00,98.86
2358.00,98.86
2357.00,98.86
2356.00,98.86
2355.00,98.86
2354.00,98.87
2353.00,98.88
2352.00,98.89
2351.00,98.88
2350.00,98.88
2349.00,98.88
2348.00,98.89
2347.00,98.90
2346.00,98.91
2345.00,98.91
2344.00,98.90
2343.00,98.88
2342.00,98.86
2341.00,98.84
2340.00,98.84
2339.00,98.84
2338.00,98.83
2337.00,98.81
2336.00,98.80
2335.00,98.79
2334.00,98.78
2333.00,98.78
2332.00,98.78
2331.00,98.79
2330.00,98.79
2329.00,98.79
2328.00,98.77
2327.00,98.71
2326.00,98.64
2325.00,98.57
2324.00,98.52
2323.00,98.51
2322.00,98.53
2321.00,98.55
2320.00,98.57
2319.00,98.58
2318.00,98.59
2317.00,98.61
2316.00,98.62
2315.00,98.63
2314.00,98.64
2313.00,98.64
2312.00,98.64
2311.00,98.65
2310.00,98.65
2309.00,98.65
2308.00,98.64
2307.00,98.64
2306.00,98.63
2305.00,98.63
2304.00,98.62
2303.00,98.62
2302.00,98.62
2301.00,98.62
2300.00,98.62
2299.00,98.62
2298.00,98.61
2297.00,98.60
2296.00,98.59
2295.00,98.58
2294.00,98.57
2293.00,98.56
2292.00,98.54
2291.00,98.53
2290.00,98.51
2289.00,98.50
2288.00,98.48
2287.00,98.47
2286.00,98.46
2285.00,98.46
2284.00,98.47
2283.00,98.48
2282.00,98.49
2281.00,98.51
2280.00,98.52
2279.00,98.52
2278.00,98.53
2277.00,98.54
2276.00,98.55
2275.00,98.56
2274.00,98.56
2273.00,98.56
2272.00,98.57
2271.00,98.57
2270.00,98.57
2269.00,98.57
2268.00,98.58
2267.00,98.59
2266.00,98.60
2265.00,98.61
2264.00,98.61
2263.00,98.61
2262.00,98.60
2261.00,98.59
2260.00,98.58
2259.00,98.57
2258.00,98.57
2257.00,98.57
2256.00,98.58
2255.00,98.59
2254.00,98.61
2253.00,98.62
2252.00,98.63
2251.00,98.62
2250.00,98.60
2249.00,98.59
2248.00,98.58
2247.00,98.57
2246.00,98.57
2245.00,98.58
2244.00,98.58
2243.00,98.58
2242.00,98.58
2241.00,98.58
2240.00,98.57
2239.00,98.57
2238.00,98.56
2237.00,98.56
2236.00,98.56
2235.00,98.57
2234.00,98.57
2233.00,98.57
2232.00,98.57
2231.00,98.57
2230.00,98.57
2229.00,98.56
2228.00,98.55
2227.00,98.55
2226.00,98.54
2225.00,98.54
2224.00,98.54
2223.00,98.54
2222.00,98.55
2221.00,98.55
2220.00,98.56
2219.00,98.56
2218.00,98.56
2217.00,98.56
2216.00,98.55
2215.00,98.54
2214.00,98.54
2213.00,98.54
2212.00,98.53
2211.00,98.53
2210.00,98.52
2209.00,98.52
2208.00,98.53
2207.00,98.52
2206.00,98.51
2205.00,98.50
2204.00,98.49
2203.00,98.50
2202.00,98.50
2201.00,98.50
2200.00,98.49
2199.00,98.47
2198.00,98.46
2197.00,98.45
2196.00,98.45
2195.00,98.44
2194.00,98.43
2193.00,98.42
2192.00,98.42
2191.00,98.41
2190.00,98.41
2189.00,98.41
2188.00,98.41
2187.00,98.40
2186.00,98.39
2185.00,98.38
2184.00,98.39
2183.00,98.41
2182.00,98.45
2181.00,98.48
2180.00,98.49
2179.00,98.48
2178.00,98.45
2177.00,98.45
2176.00,98.47
2175.00,98.49
2174.00,98.50
2173.00,98.50
2172.00,98.47
2171.00,98.43
2170.00,98.38
2169.00,98.32
2168.00,98.26
2167.00,98.21
2166.00,98.18
2165.00,98.16
2164.00,98.13
2163.00,98.08
2162.00,98.06
2161.00,98.10
2160.00,98.25
2159.00,98.49
2158.00,98.73
2157.00,98.89
2156.00,98.95
2155.00,98.94
2154.00,98.91
2153.00,98.87
2152.00,98.83
2151.00,98.80
2150.00,98.76
2149.00,98.74
2148.00,98.73
2147.00,98.74
2146.00,98.76
2145.00,98.78
2144.00,98.79
2143.00,98.78
2142.00,98.77
2141.00,98.75
2140.00,98.74
2139.00,98.73
2138.00,98.73
2137.00,98.76
2136.00,98.80
2135.00,98.84
2134.00,98.89
2133.00,98.92
2132.00,98.92
2131.00,98.89
2130.00,98.86
2129.00,98.82
2128.00,98.79
2127.00,98.76
2126.00,98.74
2125.00,98.73
2124.00,98.71
2123.00,98.69
2122.00,98.67
2121.00,98.66
2120.00,98.64
2119.00,98.62
2118.00,98.61
2117.00,98.59
2116.00,98.57
2115.00,98.55
2114.00,98.54
2113.00,98.52
2112.00,98.51
2111.00,98.51
2110.00,98.51
2109.00,98.52
2108.00,98.52
2107.00,98.51
2106.00,98.50
2105.00,98.50
2104.00,98.50
2103.00,98.50
2102.00,98.50
2101.00,98.51
2100.00,98.51
2099.00,98.50
2098.00,98.50
2097.00,98.51
2096.00,98.54
2095.00,98.58
2094.00,98.61
2093.00,98.62
2092.00,98.61
2091.00,98.59
2090.00,98.56
2089.00,98.54
2088.00,98.53
2087.00,98.51
2086.00,98.49
2085.00,98.47
2084.00,98.46
2083.00,98.45
2082.00,98.44
2081.00,98.43
2080.00,98.43
2079.00,98.42
2078.00,98.42
2077.00,98.42
2076.00,98.42
2075.00,98.41
2074.00,98.40
2073.00,98.40
2072.00,98.40
2071.00,98.40
2070.00,98.41
2069.00,98.41
2068.00,98.42
2067.00,98.42
2066.00,98.41
2065.00,98.41
2064.00,98.41
2063.00,98.41
2062.00,98.41
2061.00,98.41
2060.00,98.40
2059.00,98.39
2058.00,98.37
2057.00,98.36
2056.00,98.35
2055.00,98.34
2054.00,98.33
2053.00,98.29
2052.00,98.22
2051.00,98.15
2050.00,98.11
2049.00,98.14
2048.00,98.19
2047.00,98.22
2046.00,98.23
2045.00,98.22
2044.00,98.22
2043.00,98.21
2042.00,98.21
2041.00,98.21
2040.00,98.22
2039.00,98.21
2038.00,98.21
2037.00,98.21
2036.00,98.22
2035.00,98.24
2034.00,98.26
2033.00,98.29
2032.00,98.31
2031.00,98.31
2030.00,98.31
2029.00,98.31
2028.00,98.31
2027.00,98.31
2026.00,98.32
2025.00,98.34
2024.00,98.36
2023.00,98.37
2022.00,98.37
2021.00,98.37
2020.00,98.38
2019.00,98.38
2018.00,98.39
2017.00,98.39
2016.00,98.40
2015.00,98.40
2014.00,98.38
2013.00,98.37
2012.00,98.37
2011.00,98.36
2010.00,98.36
2009.00,98.38
2008.00,98.44
2007.00,98.50
2006.00,98.55
2005.00,98.56
2004.00,98.55
2003.00,98.50
2002.00,98.46
2001.00,98.44
2000.00,98.42
1999.00,98.41
1998.00,98.40
1997.00,98.39
1996.00,98.39
1995.00,98.37
1994.00,98.35
1993.00,98.34
1992.00,98.32
1991.00,98.30
1990.00,98.29
1989.00,98.29
1988.00,98.28
1987.00,98.26
1986.00,98.23
1985.00,98.21
1984.00,98.18
1983.00,98.14
1982.00,98.09
1981.00,98.04
1980.00,98.01
1979.00,98.04
1978.00,98.12
1977.00,98.24
1976.00,98.34
1975.00,98.39
1974.00,98.40
1973.00,98.42
1972.00,98.43
1971.00,98.44
1970.00,98.44
1969.00,98.45
1968.00,98.46
1967.00,98.45
1966.00,98.44
1965.00,98.44
1964.00,98.45
1963.00,98.46
1962.00,98.48
1961.00,98.52
1960.00,98.55
1959.00,98.58
1958.00,98.58
1957.00,98.58
1956.00,98.57
1955.00,98.55
1954.00,98.54
1953.00,98.53
1952.00,98.54
1951.00,98.54
1950.00,98.55
1949.00,98.57
1948.00,98.57
1947.00,98.57
1946.00,98.57
1945.00,98.57
1944.00,98.58
1943.00,98.58
1942.00,98.59
1941.00,98.60
1940.00,98.61
1939.00,98.62
1938.00,98.63
1937.00,98.64
1936.00,98.66
1935.00,98.67
1934.00,98.67
1933.00,98.67
1932.00,98.66
1931.00,98.65
1930.00,98.64
1929.00,98.64
1928.00,98.66
1927.00,98.68
1926.00,98.69
1925.00,98.71
1924.00,98.71
1923.00,98.70
1922.00,98.69
1921.00,98.68
1920.00,98.69
1919.00,98.69
1918.00,98.70
1917.00,98.71
1916.00,98.71
1915.00,98.71
1914.00,98.70
1913.00,98.71
1912.00,98.72
1911.00,98.73
1910.00,98.73
1909.00,98.73
1908.00,98.74
1907.00,98.74
1906.00,98.74
1905.00,98.74
1904.00,98.74
1903.00,98.74
1902.00,98.74
1901.00,98.75
1900.00,98.76
1899.00,98.76
1898.00,98.76
1897.00,98.76
1896.00,98.76
1895.00,98.76
1894.00,98.77
1893.00,98.78
1892.00,98.79
1891.00,98.79
1890.00,98.79
1889.00,98.80
1888.00,98.80
1887.00,98.80
1886.00,98.79
1885.00,98.79
1884.00,98.79
1883.00,98.79
1882.00,98.79
1881.00,98.79
1880.00,98.79
1879.00,98.79
1878.00,98.79
1877.00,98.79
1876.00,98.79
1875.00,98.79
1874.00,98.80
1873.00,98.80
1872.00,98.81
1871.00,98.80
1870.00,98.80
1869.00,98.80
1868.00,98.80
1867.00,98.80
1866.00,98.80
1865.00,98.80
1864.00,98.81
1863.00,98.81
1862.00,98.81
1861.00,98.82
1860.00,98.82
1859.00,98.81
1858.00,98.80
1857.00,98.79
1856.00,98.80
1855.00,98.80
1854.00,98.79
1853.00,98.79
1852.00,98.79
1851.00,98.79
1850.00,98.78
1849.00,98.78
1848.00,98.78
1847.00,98.78
1846.00,98.78
1845.00,98.78
1844.00,98.79
1843.00,98.79
1842.00,98.79
1841.00,98.78
1840.00,98.78
1839.00,98.77
1838.00,98.75
1837.00,98.75
1836.00,98.75
1835.00,98.75
1834.00,98.74
1833.00,98.75
1832.00,98.75
1831.00,98.75
1830.00,98.75
1829.00,98.75
1828.00,98.75
1827.00,98.75
1826.00,98.74
1825.00,98.74
1824.00,98.74
1823.00,98.74
1822.00,98.73
1821.00,98.74
1820.00,98.76
1819.00,98.77
1818.00,98.79
1817.00,98.80
1816.00,98.80
1815.00,98.79
1814.00,98.77
1813.00,98.76
1812.00,98.76
1811.00,98.75
1810.00,98.74
1809.00,98.74
1808.00,98.74
1807.00,98.73
1806.00,98.72
1805.00,98.71
1804.00,98.71
1803.00,98.70
1802.00,98.70
1801.00,98.70
1800.00,98.70
1799.00,98.70
1798.00,98.69
1797.00,98.70
1796.00,98.70
1795.00,98.68
1794.00,98.67
1793.00,98.66
1792.00,98.66
1791.00,98.66
1790.00,98.66
1789.00,98.66
1788.00,98.66
1787.00,98.65
1786.00,98.64
1785.00,98.64
1784.00,98.64
1783.00,98.63
1782.00,98.62
1781.00,98.61
1780.00,98.61
1779.00,98.60
1778.00,98.59
1777.00,98.59
1776.00,98.58
1775.00,98.56
1774.00,98.54
1773.00,98.52
1772.00,98.50
1771.00,98.46
1770.00,98.42
1769.00,98.40
1768.00,98.36
1767.00,98.31
1766.00,98.26
1765.00,98.21
1764.00,98.15
1763.00,98.06
1762.00,97.94
1761.00,97.82
1760.00,97.69
1759.00,97.52
1758.00,97.30
1757.00,97.04
1756.00,96.74
1755.00,96.42
1754.00,96.05
1753.00,95.62
1752.00,95.04
1751.00,94.31
1750.00,93.46
1749.00,92.57
1748.00,91.63
1747.00,90.64
1746.00,89.62
1745.00,88.55
1744.00,87.42
1743.00,86.28
1742.00,85.14
1741.00,83.96
1740.00,82.71
1739.00,81.51
1738.00,80.51
1737.00,79.70
1736.00,78.85
1735.00,77.66
1734.00,76.24
1733.00,75.04
1732.00,74.16
1731.00,73.38
1730.00,72.57
1729.00,71.78
1728.00,71.11
1727.00,70.53
1726.00,70.04
1725.00,69.64
1724.00,69.38
1723.00,69.25
1722.00,69.26
1721.00,69.45
1720.00,69.85
1719.00,70.50
1718.00,71.44
1717.00,72.61
1716.00,73.90
1715.00,75.24
1714.00,76.60
1713.00,77.98
1712.00,79.34
1711.00,80.69
1710.00,81.99
1709.00,83.22
1708.00,84.37
1707.00,85.50
1706.00,86.62
1705.00,87.60
1704.00,88.37
1703.00,88.99
1702.00,89.60
1701.00,90.30
1700.00,90.98
1699.00,91.48
1698.00,91.83
1697.00,92.14
1696.00,92.46
1695.00,92.77
1694.00,93.02
1693.00,93.20
1692.00,93.37
1691.00,93.55
1690.00,93.74
1689.00,93.90
1688.00,94.04
1687.00,94.18
1686.00,94.35
1685.00,94.53
1684.00,94.73
1683.00,94.92
1682.00,95.08
1681.00,95.22
1680.00,95.35
1679.00,95.50
1678.00,95.63
1677.00,95.76
1676.00,95.88
1675.00,96.01
1674.00,96.13
1673.00,96.21
1672.00,96.28
1671.00,96.36
1670.00,96.45
1669.00,96.52
1668.00,96.58
1667.00,96.63
1666.00,96.67
1665.00,96.71
1664.00,96.74
1663.00,96.78
1662.00,96.83
1661.00,96.86
1660.00,96.88
1659.00,96.91
1658.00,96.93
1657.00,96.95
1656.00,96.96
1655.00,96.98
1654.00,97.00
1653.00,97.00
1652.00,97.00
1651.00,97.00
1650.00,97.01
1649.00,97.00
1648.00,97.00
1647.00,97.00
1646.00,97.01
1645.00,97.00
1644.00,96.99
1643.00,96.99
1642.00,96.98
1641.00,96.98
1640.00,96.96
1639.00,96.96
1638.00,96.97
1637.00,96.97
1636.00,96.98
1635.00,97.00
1634.00,97.03
1633.00,97.04
1632.00,97.05
1631.00,97.06
1630.00,97.08
1629.00,97.09
1628.00,97.10
1627.00,97.12
1626.00,97.14
1625.00,97.15
1624.00,97.16
1623.00,97.17
1622.00,97.20
1621.00,97.22
1620.00,97.24
1619.00,97.26
1618.00,97.29
1617.00,97.31
1616.00,97.33
1615.00,97.35
1614.00,97.37
1613.00,97.39
1612.00,97.41
1611.00,97.44
1610.00,97.46
1609.00,97.48
1608.00,97.49
1607.00,97.52
1606.00,97.54
1605.00,97.56
1604.00,97.57
1603.00,97.59
1602.00,97.61
1601.00,97.62
1600.00,97.63
1599.00,97.64
1598.00,97.65
1597.00,97.65
1596.00,97.65
1595.00,97.65
1594.00,97.66
1593.00,97.67
1592.00,97.68
1591.00,97.69
1590.00,97.71
1589.00,97.72
1588.00,97.72
1587.00,97.73
1586.00,97.75
1585.00,97.76
1584.00,97.76
1583.00,97.78
1582.00,97.79
1581.00,97.80
1580.00,97.80
1579.00,97.81
1578.00,97.82
1577.00,97.82
1576.00,97.82
1575.00,97.82
1574.00,97.82
1573.00,97.82
1572.00,97.82
1571.00,97.84
1570.00,97.85
1569.00,97.86
1568.00,97.86
1567.00,97.86
1566.00,97.87
1565.00,97.87
1564.00,97.87
1563.00,97.88
1562.00,97.89
1561.00,97.89
1560.00,97.88
1559.00,97.88
1558.00,97.88
1557.00,97.88
1556.00,97.88
1555.00,97.88
1554.00,97.89
1553.00,97.89
1552.00,97.88
1551.00,97.88
1550.00,97.88
1549.00,97.88
1548.00,97.87
1547.00,97.88
1546.00,97.88
1545.00,97.88
1544.00,97.87
1543.00,97.86
1542.00,97.87
1541.00,97.87
1540.00,97.87
1539.00,97.89
1538.00,97.90
1537.00,97.91
1536.00,97.91
1535.00,97.92
1534.00,97.94
1533.00,97.94
1532.00,97.94
1531.00,97.95
1530.00,97.95
1529.00,97.95
1528.00,97.94
1527.00,97.95
1526.00,97.95
1525.00,97.95
1524.00,97.95
1523.00,97.94
1522.00,97.95
1521.00,97.94
1520.00,97.93
1519.00,97.93
1518.00,97.94
1517.00,97.92
1516.00,97.90
1515.00,97.89
1514.00,97.89
1513.00,97.87
1512.00,97.84
1511.00,97.82
1510.00,97.80
1509.00,97.77
1508.00,97.70
1507.00,97.62
1506.00,97.53
1505.00,97.44
1504.00,97.36
1503.00,97.27
1502.00,97.17
1501.00,97.03
1500.00,96.85
1499.00,96.65
1498.00,96.40
1497.00,96.07
1496.00,95.69
1495.00,95.33
1494.00,95.00
1493.00,94.66
1492.00,94.28
1491.00,93.83
1490.00,93.34
1489.00,92.88
1488.00,92.50
1487.00,92.20
1486.00,91.97
1485.00,91.77
1484.00,91.63
1483.00,91.53
1482.00,91.44
1481.00,91.38
1480.00,91.34
1479.00,91.32
1478.00,91.32
1477.00,91.32
1476.00,91.34
1475.00,91.38
1474.00,91.43
1473.00,91.47
1472.00,91.52
1471.00,91.57
1470.00,91.60
1469.00,91.61
1468.00,91.59
1467.00,91.54
1466.00,91.44
1465.00,91.29
1464.00,91.12
1463.00,90.97
1462.00,90.84
1461.00,90.71
1460.00,90.57
1459.00,90.40
1458.00,90.14
1457.00,89.78
1456.00,89.45
1455.00,89.20
1454.00,88.97
1453.00,88.71
1452.00,88.45
1451.00,88.22
1450.00,88.01
1449.00,87.82
1448.00,87.68
1447.00,87.61
1446.00,87.58
1445.00,87.57
1444.00,87.57
1443.00,87.56
1442.00,87.49
1441.00,87.37
1440.00,87.21
1439.00,87.01
1438.00,86.73
1437.00,86.36
1436.00,86.06
1435.00,85.95
1434.00,86.00
1433.00,86.21
1432.00,86.60
1431.00,87.20
1430.00,87.96
1429.00,88.81
1428.00,89.65
1427.00,90.45
1426.00,91.22
1425.00,91.99
1424.00,92.73
1423.00,93.34
1422.00,93.82
1421.00,94.23
1420.00,94.64
1419.00,95.01
1418.00,95.31
1417.00,95.54
1416.00,95.70
1415.00,95.83
1414.00,95.94
1413.00,96.04
1412.00,96.11
1411.00,96.14
1410.00,96.15
1409.00,96.15
1408.00,96.12
1407.00,96.05
1406.00,95.95
1405.00,95.83
1404.00,95.68
1403.00,95.52
1402.00,95.36
1401.00,95.19
1400.00,94.99
1399.00,94.76
1398.00,94.53
1397.00,94.31
1396.00,94.05
1395.00,93.76
1394.00,93.45
1393.00,93.18
1392.00,92.93
1391.00,92.71
1390.00,92.53
1389.00,92.39
1388.00,92.31
1387.00,92.30
1386.00,92.37
1385.00,92.51
1384.00,92.69
1383.00,92.91
1382.00,93.16
1381.00,93.44
1380.00,93.72
1379.00,93.99
1378.00,94.24
1377.00,94.43
1376.00,94.58
1375.00,94.69
1374.00,94.75
1373.00,94.78
1372.00,94.79
1371.00,94.78
1370.00,94.76
1369.00,94.74
1368.00,94.72
1367.00,94.71
1366.00,94.72
1365.00,94.74
1364.00,94.77
1363.00,94.81
1362.00,94.86
1361.00,94.93
1360.00,95.00
1359.00,95.07
1358.00,95.14
1357.00,95.21
1356.00,95.28
1355.00,95.35
1354.00,95.42
1353.00,95.49
1352.00,95.55
1351.00,95.60
1350.00,95.65
1349.00,95.70
1348.00,95.75
1347.00,95.79
1346.00,95.82
1345.00,95.85
1344.00,95.89
1343.00,95.91
1342.00,95.93
1341.00,95.95
1340.00,95.97
1339.00,95.98
1338.00,96.00
1337.00,96.01
1336.00,96.02
1335.00,96.02
1334.00,96.02
1333.00,96.01
1332.00,96.00
1331.00,95.98
1330.00,95.96
1329.00,95.95
1328.00,95.93
1327.00,95.93
1326.00,95.93
1325.00,95.94
1324.00,95.97
1323.00,95.99
1322.00,96.02
1321.00,96.04
1320.00,96.06
1319.00,96.08
1318.00,96.09
1317.00,96.11
1316.00,96.11
1315.00,96.11
1314.00,96.10
1313.00,96.09
1312.00,96.06
1311.00,96.03
1310.00,95.99
1309.00,95.94
1308.00,95.89
1307.00,95.82
1306.00,95.75
1305.00,95.67
1304.00,95.59
1303.00,95.51
1302.00,95.44
1301.00,95.38
1300.00,95.32
1299.00,95.26
1298.00,95.20
1297.00,95.13
1296.00,95.05
1295.00,94.96
1294.00,94.86
1293.00,94.74
1292.00,94.60
1291.00,94.46
1290.00,94.29
1289.00,94.11
1288.00,93.90
1287.00,93.67
1286.00,93.41
1285.00,93.12
1284.00,92.81
1283.00,92.46
1282.00,92.08
1281.00,91.66
1280.00,91.21
1279.00,90.73
1278.00,90.22
1277.00,89.69
1276.00,89.16
1275.00,88.64
1274.00,88.14
1273.00,87.68
1272.00,87.26
1271.00,86.91
1270.00,86.64
1269.00,86.44
1268.00,86.32
1267.00,86.28
1266.00,86.30
1265.00,86.36
1264.00,86.45
1263.00,86.56
1262.00,86.68
1261.00,86.80
1260.00,86.92
1259.00,87.02
1258.00,87.10
1257.00,87.14
1256.00,87.15
1255.00,87.13
1254.00,87.08
1253.00,87.00
1252.00,86.87
1251.00,86.71
1250.00,86.53
1249.00,86.33
1248.00,86.10
1247.00,85.87
1246.00,85.63
1245.00,85.39
1244.00,85.16
1243.00,84.96
1242.00,84.79
1241.00,84.65
1240.00,84.55
1239.00,84.50
1238.00,84.51
1237.00,84.57
1236.00,84.69
1235.00,84.86
1234.00,85.10
1233.00,85.38
1232.00,85.71
1231.00,86.07
1230.00,86.47
1229.00,86.89
1228.00,87.31
1227.00,87.74
1226.00,88.17
1225.00,88.59
1224.00,89.00
1223.00,89.39
1222.00,89.77
1221.00,90.11
1220.00,90.41
1219.00,90.66
1218.00,90.89
1217.00,91.06
1216.00,91.19
1215.00,91.27
1214.00,91.28
1213.00,91.22
1212.00,91.09
1211.00,90.89
1210.00,90.61
1209.00,90.24
1208.00,89.79
1207.00,89.26
1206.00,88.65
1205.00,87.98
1204.00,87.25
1203.00,86.49
1202.00,85.72
1201.00,84.93
1200.00,84.13
1199.00,83.36
1198.00,82.62
1197.00,81.92
1196.00,81.27
1195.00,80.70
1194.00,80.22
1193.00,79.83
1192.00,79.54
1191.00,79.38
1190.00,79.34
1189.00,79.40
1188.00,79.54
1187.00,79.74
1186.00,79.99
1185.00,80.23
1184.00,80.44
1183.00,80.61
1182.00,80.74
1181.00,80.81
1180.00,80.82
1179.00,80.79
1178.00,80.74
1177.00,80.66
1176.00,80.56
1175.00,80.46
1174.00,80.35
1173.00,80.22
1172.00,80.07
1171.00,79.91
1170.00,79.73
1169.00,79.53
1168.00,79.31
1167.00,79.07
1166.00,78.82
1165.00,78.56
1164.00,78.27
1163.00,77.96
1162.00,77.64
1161.00,77.28
1160.00,76.88
1159.00,76.45
1158.00,75.98
1157.00,75.45
1156.00,74.86
1155.00,74.22
1154.00,73.53
1153.00,72.79
1152.00,72.02
1151.00,71.25
1150.00,70.52
1149.00,69.83
1148.00,69.22
1147.00,68.70
1146.00,68.30
1145.00,68.00
1144.00,67.79
1143.00,67.69
1142.00,67.69
1141.00,67.77
1140.00,67.93
1139.00,68.16
1138.00,68.47
1137.00,68.84
1136.00,69.25
1135.00,69.72
1134.00,70.24
1133.00,70.80
1132.00,71.37
1131.00,71.97
1130.00,72.58
1129.00,73.18
1128.00,73.77
1127.00,74.36
1126.00,74.94
1125.00,75.50
1124.00,76.05
1123.00,76.58
1122.00,77.09
1121.00,77.59
1120.00,78.07
1119.00,78.54
1118.00,79.00
1117.00,79.45
1116.00,79.89
1115.00,80.32
1114.00,80.74
1113.00,81.15
1112.00,81.55
1111.00,81.94
1110.00,82.33
1109.00,82.71
1108.00,83.07
1107.00,83.42
1106.00,83.77
1105.00,84.10
1104.00,84.41
1103.00,84.72
1102.00,85.02
1101.00,85.30
1100.00,85.57
1099.00,85.84
1098.00,86.09
1097.00,86.34
1096.00,86.57
1095.00,86.80
1094.00,87.03
1093.00,87.24
1092.00,87.44
1091.00,87.63
1090.00,87.80
1089.00,87.97
1088.00,88.12
1087.00,88.26
1086.00,88.38
1085.00,88.48
1084.00,88.56
1083.00,88.64
1082.00,88.70
1081.00,88.76
1080.00,88.81
1079.00,88.84
1078.00,88.86
1077.00,88.87
1076.00,88.87
1075.00,88.85
1074.00,88.83
1073.00,88.79
1072.00,88.73
1071.00,88.65
1070.00,88.56
1069.00,88.46
1068.00,88.36
1067.00,88.26
1066.00,88.16
1065.00,88.07
1064.00,87.99
1063.00,87.95
1062.00,87.97
1061.00,88.05
1060.00,88.18
1059.00,88.38
1058.00,88.64
1057.00,88.96
1056.00,89.31
1055.00,89.72
1054.00,90.15
1053.00,90.60
1052.00,91.06
1051.00,91.49
1050.00,91.90
1049.00,92.27
1048.00,92.60
1047.00,92.90
1046.00,93.16
1045.00,93.40
1044.00,93.61
1043.00,93.80
1042.00,93.97
1041.00,94.11
1040.00,94.25
1039.00,94.37
1038.00,94.48
1037.00,94.58
1036.00,94.67
1035.00,94.75
1034.00,94.83
1033.00,94.90
1032.00,94.97
1031.00,95.04
1030.00,95.10
1029.00,95.16
1028.00,95.20
1027.00,95.23
1026.00,95.26
1025.00,95.29
1024.00,95.32
1023.00,95.36
1022.00,95.39
1021.00,95.42
1020.00,95.43
1019.00,95.44
1018.00,95.45
1017.00,95.45
1016.00,95.44
1015.00,95.42
1014.00,95.40
1013.00,95.35
1012.00,95.28
1011.00,95.17
1010.00,95.03
1009.00,94.84
1008.00,94.61
1007.00,94.31
1006.00,93.96
1005.00,93.55
1004.00,93.08
1003.00,92.57
1002.00,92.00
1001.00,91.40
1000.00,90.78
999.00,90.16
998.00,89.55
997.00,88.97
996.00,88.43
995.00,87.93
994.00,87.48
993.00,87.09
992.00,86.74
991.00,86.45
990.00,86.22
989.00,86.05
988.00,85.94
987.00,85.91
986.00,85.93
985.00,86.01
984.00,86.14
983.00,86.32
982.00,86.53
981.00,86.75
980.00,86.98
979.00,87.21
978.00,87.42
977.00,87.60
976.00,87.73
975.00,87.83
974.00,87.87
973.00,87.86
972.00,87.81
971.00,87.74
970.00,87.65
969.00,87.55
968.00,87.45
967.00,87.37
966.00,87.33
965.00,87.33
964.00,87.37
963.00,87.44
962.00,87.53
961.00,87.65
960.00,87.80
959.00,87.96
958.00,88.15
957.00,88.34
956.00,88.54
955.00,88.74
954.00,88.94
953.00,89.14
952.00,89.34
951.00,89.54
950.00,89.74
949.00,89.93
948.00,90.12
947.00,90.29
946.00,90.45
945.00,90.61
944.00,90.76
943.00,90.90
942.00,91.05
941.00,91.18
940.00,91.31
939.00,91.43
938.00,91.55
937.00,91.67
936.00,91.78
935.00,91.87
934.00,91.96
933.00,92.04
932.00,92.12
931.00,92.19
930.00,92.26
929.00,92.31
928.00,92.36
927.00,92.41
926.00,92.45
925.00,92.49
924.00,92.51
923.00,92.51
922.00,92.51
921.00,92.49
920.00,92.46
919.00,92.43
918.00,92.39
917.00,92.34
916.00,92.29
915.00,92.25
914.00,92.22
913.00,92.21
912.00,92.23
911.00,92.27
910.00,92.33
909.00,92.41
908.00,92.51
907.00,92.61
906.00,92.72
905.00,92.83
904.00,92.95
903.00,93.06
902.00,93.17
901.00,93.27
900.00,93.36
899.00,93.46
898.00,93.55
897.00,93.64
896.00,93.72
895.00,93.80
894.00,93.89
893.00,93.97
