Created as New Dataset,PHB (biopolymer) GF
cm-1,%T
2458.00,99.07
2457.00,99.06
2456.00,99.06
2455.00,99.05
2454.00,99.05
2453.00,99.05
2452.00,99.05
2451.00,99.05
2450.00,99.05
2449.00,99.05
2448.00,99.05
2447.00,99.06
2446.00,99.06
2445.00,99.06
2444.00,99.06
2443.00,99.06
2442.00,99.06
2441.00,99.05
2440.00,99.05
2439.00,99.05
2438.00,99.04
2437.00,99.04
2436.00,99.03
2435.00,99.03
2434.00,99.03
2433.00,99.04
2432.00,99.04
2431.00,99.04
2430.00,99.04
2429.00,99.04
2428.00,99.04
2427.00,99.04
2426.00,99.05
2425.00,99.06
2424.00,99.06
2423.00,99.06
2422.00,99.06
2421.00,99.07
2420.00,99.07
2419.00,99.07
2418.00,99.07
2417.00,99.07
2416.00,99.08
2415.00,99.08
2414.00,99.08
2413.00,99.07
2412.00,99.07
2411.00,99.07
2410.00,99.06
2409.00,99.06
2408.00,99.07
2407.00,99.08
2406.00,99.09
2405.00,99.10
2404.00,99.10
2403.00,99.10
2402.00,99.10
2401.00,99.10
2400.00,99.10
2399.00,99.10
2398.00,99.11
2397.00,99.11
2396.00,99.11
2395.00,99.12
2394.00,99.12
2393.00,99.13
2392.00,99.13
2391.00,99.13
2390.00,99.12
2389.00,99.13
2388.00,99.13
2387.00,99.13
2386.00,99.13
2385.00,99.14
2384.00,99.14
2383.00,99.14
2382.00,99.14
2381.00,99.14
2380.00,99.14
2379.00,99.13
2378.00,99.13
2377.00,99.12
2376.00,99.12
2375.00,99.11
2374.00,99.11
2373.00,99.11
2372.00,99.11
2371.00,99.10
2370.00,99.10
2369.00,99.12
2368.00,99.13
2367.00,99.13
2366.00,99.12
2365.00,99.11
2364.00,99.11
2363.00,99.10
2362.00,99.10
2361.00,99.09
2360.00,99.07
2359.00,99.06
2358.00,99.05
2357.00,99.06
2356.00,99.07
2355.00,99.08
2354.00,99.08
2353.00,99.07
2352.00,99.07
2351.00,99.06
2350.00,99.06
2349.00,99.07
2348.00,99.07
2347.00,99.06
2346.00,99.05
2345.00,99.03
2344.00,99.02
2343.00,99.00
2342.00,99.00
2341.00,98.99
2340.00,98.99
2339.00,98.97
2338.00,98.96
2337.00,98.96
2336.00,98.96
2335.00,98.96
2334.00,98.97
2333.00,98.97
2332.00,98.97
2331.00,98.96
2330.00,98.95
2329.00,98.94
2328.00,98.91
2327.00,98.86
2326.00,98.80
2325.00,98.73
2324.00,98.68
2323.00,98.66
2322.00,98.68
2321.00,98.72
2320.00,98.76
2319.00,98.78
2318.00,98.80
2317.00,98.82
2316.00,98.83
2315.00,98.83
2314.00,98.84
2313.00,98.85
2312.00,98.86
2311.00,98.86
2310.00,98.86
2309.00,98.86
2308.00,98.87
2307.00,98.88
2306.00,98.88
2305.00,98.89
2304.00,98.89
2303.00,98.89
2302.00,98.88
2301.00,98.87
2300.00,98.87
2299.00,98.87
2298.00,98.86
2297.00,98.86
2296.00,98.85
2295.00,98.83
2294.00,98.82
2293.00,98.80
2292.00,98.78
2291.00,98.76
2290.00,98.74
2289.00,98.72
2288.00,98.71
2287.00,98.69
2286.00,98.67
2285.00,98.67
2284.00,98.67
2283.00,98.68
2282.00,98.69
2281.00,98.71
2280.00,98.73
2279.00,98.74
2278.00,98.75
2277.00,98.76
2276.00,98.77
2275.00,98.78
2274.00,98.79
2273.00,98.79
2272.00,98.79
2271.00,98.79
2270.00,98.79
2269.00,98.80
2268.00,98.81
2267.00,98.82
2266.00,98.83
2265.00,98.85
2264.00,98.86
2263.00,98.86
2262.00,98.86
2261.00,98.86
2260.00,98.85
2259.00,98.84
2258.00,98.83
2257.00,98.83
2256.00,98.84
2255.00,98.86
2254.00,98.88
2253.00,98.89
2252.00,98.89
2251.00,98.89
2250.00,98.88
2249.00,98.88
2248.00,98.88
2247.00,98.87
2246.00,98.85
2245.00,98.85
2244.00,98.84
2243.00,98.84
2242.00,98.83
2241.00,98.82
2240.00,98.81
2239.00,98.79
2238.00,98.78
2237.00,98.77
2236.00,98.77
2235.00,98.77
2234.00,98.77
2233.00,98.77
2232.00,98.77
2231.00,98.77
2230.00,98.76
2229.00,98.76
2228.00,98.76
2227.00,98.75
2226.00,98.76
2225.00,98.77
2224.00,98.78
2223.00,98.78
2222.00,98.79
2221.00,98.80
2220.00,98.82
2219.00,98.83
2218.00,98.83
2217.00,98.83
2216.00,98.83
2215.00,98.83
2214.00,98.83
2213.00,98.83
2212.00,98.83
2211.00,98.84
2210.00,98.84
2209.00,98.85
2208.00,98.86
2207.00,98.85
2206.00,98.84
2205.00,98.83
2204.00,98.83
2203.00,98.82
2202.00,98.82
2201.00,98.81
2200.00,98.81
2199.00,98.79
2198.00,98.78
2197.00,98.76
2196.00,98.75
2195.00,98.72
2194.00,98.70
2193.00,98.70
2192.00,98.70
2191.00,98.70
2190.00,98.70
2189.00,98.70
2188.00,98.70
2187.00,98.68
2186.00,98.67
2185.00,98.67
2184.00,98.68
2183.00,98.72
2182.00,98.78
2181.00,98.84
2180.00,98.86
2179.00,98.84
2178.00,98.81
2177.00,98.81
2176.00,98.83
2175.00,98.86
2174.00,98.87
2173.00,98.85
2172.00,98.81
2171.00,98.74
2170.00,98.68
2169.00,98.64
2168.00,98.61
2167.00,98.58
2166.00,98.55
2165.00,98.53
2164.00,98.49
2163.00,98.45
2162.00,98.42
2161.00,98.47
2160.00,98.63
2159.00,98.90
2158.00,99.18
2157.00,99.38
2156.00,99.46
2155.00,99.43
2154.00,99.37
2153.00,99.33
2152.00,99.28
2151.00,99.23
2150.00,99.19
2149.00,99.17
2148.00,99.17
2147.00,99.18
2146.00,99.19
2145.00,99.21
2144.00,99.22
2143.00,99.22
2142.00,99.21
2141.00,99.21
2140.00,99.20
2139.00,99.19
2138.00,99.19
2137.00,99.22
2136.00,99.25
2135.00,99.28
2134.00,99.31
2133.00,99.32
2132.00,99.30
2131.00,99.26
2130.00,99.22
2129.00,99.18
2128.00,99.15
2127.00,99.11
2126.00,99.08
2125.00,99.06
2124.00,99.04
2123.00,99.01
2122.00,98.99
2121.00,98.98
2120.00,98.97
2119.00,98.95
2118.00,98.93
2117.00,98.91
2116.00,98.88
2115.00,98.85
2114.00,98.83
2113.00,98.82
2112.00,98.81
2111.00,98.81
2110.00,98.80
2109.00,98.80
2108.00,98.80
2107.00,98.80
2106.00,98.79
2105.00,98.78
2104.00,98.78
2103.00,98.77
2102.00,98.77
2101.00,98.77
2100.00,98.77
2099.00,98.77
2098.00,98.77
2097.00,98.79
2096.00,98.82
2095.00,98.85
2094.00,98.87
2093.00,98.87
2092.00,98.85
2091.00,98.82
2090.00,98.81
2089.00,98.80
2088.00,98.80
2087.00,98.79
2086.00,98.77
2085.00,98.77
2084.00,98.77
2083.00,98.77
2082.00,98.77
2081.00,98.78
2080.00,98.78
2079.00,98.78
2078.00,98.78
2077.00,98.78
2076.00,98.78
2075.00,98.78
2074.00,98.78
2073.00,98.79
2072.00,98.79
2071.00,98.77
2070.00,98.76
2069.00,98.76
2068.00,98.76
2067.00,98.76
2066.00,98.76
2065.00,98.78
2064.00,98.79
2063.00,98.78
2062.00,98.77
2061.00,98.77
2060.00,98.76
2059.00,98.75
2058.00,98.73
2057.00,98.73
2056.00,98.73
2055.00,98.71
2054.00,98.68
2053.00,98.62
2052.00,98.54
2051.00,98.45
2050.00,98.42
2049.00,98.47
2048.00,98.55
2047.00,98.61
2046.00,98.63
2045.00,98.64
2044.00,98.63
2043.00,98.61
2042.00,98.61
2041.00,98.62
2040.00,98.62
2039.00,98.61
2038.00,98.60
2037.00,98.59
2036.00,98.60
2035.00,98.61
2034.00,98.64
2033.00,98.69
2032.00,98.73
2031.00,98.75
2030.00,98.76
2029.00,98.77
2028.00,98.77
2027.00,98.76
2026.00,98.75
2025.00,98.77
2024.00,98.78
2023.00,98.78
2022.00,98.78
2021.00,98.80
2020.00,98.82
2019.00,98.82
2018.00,98.81
2017.00,98.80
2016.00,98.79
2015.00,98.77
2014.00,98.76
2013.00,98.78
2012.00,98.78
2011.00,98.77
2010.00,98.75
2009.00,98.77
2008.00,98.82
2007.00,98.87
2006.00,98.92
2005.00,98.97
2004.00,98.98
2003.00,98.96
2002.00,98.93
2001.00,98.90
2000.00,98.87
1999.00,98.84
1998.00,98.82
1997.00,98.82
1996.00,98.81
1995.00,98.79
1994.00,98.77
1993.00,98.76
1992.00,98.77
1991.00,98.75
1990.00,98.74
1989.00,98.74
1988.00,98.72
1987.00,98.69
1986.00,98.65
1985.00,98.63
1984.00,98.60
1983.00,98.54
1982.00,98.47
1981.00,98.41
1980.00,98.38
1979.00,98.41
1978.00,98.49
1977.00,98.62
1976.00,98.72
1975.00,98.77
1974.00,98.80
1973.00,98.82
1972.00,98.83
1971.00,98.81
1970.00,98.80
1969.00,98.82
1968.00,98.84
1967.00,98.84
1966.00,98.84
1965.00,98.86
1964.00,98.87
1963.00,98.87
1962.00,98.87
1961.00,98.90
1960.00,98.94
1959.00,98.96
1958.00,98.97
1957.00,98.96
1956.00,98.94
1955.00,98.90
1954.00,98.89
1953.00,98.89
1952.00,98.89
1951.00,98.87
1950.00,98.84
1949.00,98.83
1948.00,98.82
1947.00,98.80
1946.00,98.79
1945.00,98.78
1944.00,98.76
1943.00,98.73
1942.00,98.70
1941.00,98.69
1940.00,98.67
1939.00,98.64
1938.00,98.62
1937.00,98.62
1936.00,98.61
1935.00,98.60
1934.00,98.59
1933.00,98.60
1932.00,98.63
1931.00,98.64
1930.00,98.66
1929.00,98.68
1928.00,98.70
1927.00,98.70
1926.00,98.71
1925.00,98.73
1924.00,98.74
1923.00,98.73
1922.00,98.72
1921.00,98.72
1920.00,98.71
1919.00,98.70
1918.00,98.70
1917.00,98.72
1916.00,98.73
1915.00,98.72
1914.00,98.71
1913.00,98.72
1912.00,98.73
1911.00,98.73
1910.00,98.73
1909.00,98.74
1908.00,98.74
1907.00,98.73
1906.00,98.72
1905.00,98.72
1904.00,98.73
1903.00,98.73
1902.00,98.73
1901.00,98.73
1900.00,98.74
1899.00,98.73
1898.00,98.71
1897.00,98.70
1896.00,98.70
1895.00,98.68
1894.00,98.68
1893.00,98.68
1892.00,98.69
1891.00,98.67
1890.00,98.65
1889.00,98.65
1888.00,98.65
1887.00,98.64
1886.00,98.64
1885.00,98.65
1884.00,98.67
1883.00,98.67
1882.00,98.66
1881.00,98.67
1880.00,98.68
1879.00,98.67
1878.00,98.67
1877.00,98.67
1876.00,98.68
1875.00,98.67
1874.00,98.68
1873.00,98.69
1872.00,98.69
1871.00,98.68
1870.00,98.67
1869.00,98.68
1868.00,98.69
1867.00,98.69
1866.00,98.69
1865.00,98.70
1864.00,98.71
1863.00,98.70
1862.00,98.69
1861.00,98.69
1860.00,98.70
1859.00,98.69
1858.00,98.67
1857.00,98.67
1856.00,98.67
1855.00,98.66
1854.00,98.64
1853.00,98.64
1852.00,98.63
1851.00,98.61
1850.00,98.60
1849.00,98.59
1848.00,98.58
1847.00,98.56
1846.00,98.53
1845.00,98.53
1844.00,98.54
1843.00,98.52
1842.00,98.50
1841.00,98.49
1840.00,98.47
1839.00,98.44
1838.00,98.41
1837.00,98.39
1836.00,98.38
1835.00,98.35
1834.00,98.33
1833.00,98.32
1832.00,98.31
1831.00,98.28
1830.00,98.25
1829.00,98.24
1828.00,98.22
1827.00,98.18
1826.00,98.15
1825.00,98.13
1824.00,98.10
1823.00,98.05
1822.00,98.01
1821.00,97.97
1820.00,97.95
1819.00,97.92
1818.00,97.89
1817.00,97.88
1816.00,97.84
1815.00,97.78
1814.00,97.72
1813.00,97.66
1812.00,97.61
1811.00,97.55
1810.00,97.50
1809.00,97.46
1808.00,97.43
1807.00,97.38
1806.00,97.35
1805.00,97.34
1804.00,97.34
1803.00,97.33
1802.00,97.31
1801.00,97.32
1800.00,97.33
1799.00,97.32
1798.00,97.31
1797.00,97.31
1796.00,97.30
1795.00,97.27
1794.00,97.23
1793.00,97.21
1792.00,97.17
1791.00,97.11
1790.00,97.05
1789.00,97.00
1788.00,96.93
1787.00,96.84
1786.00,96.72
1785.00,96.61
1784.00,96.49
1783.00,96.35
1782.00,96.18
1781.00,96.02
1780.00,95.83
1779.00,95.63
1778.00,95.41
1777.00,95.21
1776.00,94.99
1775.00,94.74
1774.00,94.43
1773.00,94.08
1772.00,93.67
1771.00,93.26
1770.00,92.86
1769.00,92.46
1768.00,92.00
1767.00,91.50
1766.00,91.00
1765.00,90.53
1764.00,89.99
1763.00,89.30
1762.00,88.49
1761.00,87.68
1760.00,86.89
1759.00,86.02
1758.00,84.96
1757.00,83.71
1756.00,82.35
1755.00,80.99
1754.00,79.59
1753.00,78.03
1752.00,76.16
1751.00,74.03
1750.00,71.88
1749.00,69.91
1748.00,68.11
1747.00,66.45
1746.00,64.91
1745.00,63.48
1744.00,62.10
1743.00,60.76
1742.00,59.46
1741.00,58.17
1740.00,56.84
1739.00,55.56
1738.00,54.50
1737.00,53.66
1736.00,52.75
1735.00,51.34
1734.00,49.47
1733.00,47.74
1732.00,46.29
1731.00,44.71
1730.00,42.80
1729.00,40.67
1728.00,38.42
1727.00,35.94
1726.00,33.10
1725.00,29.96
1724.00,26.65
1723.00,23.49
1722.00,20.92
1721.00,19.32
1720.00,18.86
1719.00,19.70
1718.00,22.06
1717.00,25.79
1716.00,30.23
1715.00,34.86
1714.00,39.47
1713.00,43.90
1712.00,48.09
1711.00,52.05
1710.00,55.74
1709.00,59.10
1708.00,62.14
1707.00,65.03
1706.00,67.80
1705.00,70.19
1704.00,72.02
1703.00,73.45
1702.00,74.81
1701.00,76.26
1700.00,77.64
1699.00,78.71
1698.00,79.55
1697.00,80.43
1696.00,81.48
1695.00,82.51
1694.00,83.26
1693.00,83.72
1692.00,84.00
1691.00,84.10
1690.00,83.94
1689.00,83.56
1688.00,83.21
1687.00,83.18
1686.00,83.69
1685.00,84.94
1684.00,86.59
1683.00,87.90
1682.00,88.72
1681.00,89.31
1680.00,89.82
1679.00,90.29
1678.00,90.68
1677.00,91.01
1676.00,91.33
1675.00,91.65
1674.00,91.92
1673.00,92.10
1672.00,92.26
1671.00,92.44
1670.00,92.63
1669.00,92.79
1668.00,92.94
1667.00,93.07
1666.00,93.19
1665.00,93.30
1664.00,93.42
1663.00,93.57
1662.00,93.73
1661.00,93.85
1660.00,93.95
1659.00,94.06
1658.00,94.16
1657.00,94.24
1656.00,94.31
1655.00,94.40
1654.00,94.53
1653.00,94.67
1652.00,94.76
1651.00,94.81
1650.00,94.86
1649.00,94.91
1648.00,94.98
1647.00,95.10
1646.00,95.22
1645.00,95.31
1644.00,95.38
1643.00,95.45
1642.00,95.53
1641.00,95.60
1640.00,95.67
1639.00,95.73
1638.00,95.80
1637.00,95.87
1636.00,95.94
1635.00,96.04
1634.00,96.12
1633.00,96.17
1632.00,96.21
1631.00,96.26
1630.00,96.31
1629.00,96.36
1628.00,96.40
1627.00,96.45
1626.00,96.50
1625.00,96.54
1624.00,96.58
1623.00,96.64
1622.00,96.70
1621.00,96.74
1620.00,96.78
1619.00,96.82
1618.00,96.88
1617.00,96.94
1616.00,96.98
1615.00,97.03
1614.00,97.07
1613.00,97.09
1612.00,97.12
1611.00,97.15
1610.00,97.19
1609.00,97.21
1608.00,97.24
1607.00,97.27
1606.00,97.30
1605.00,97.33
1604.00,97.35
1603.00,97.38
1602.00,97.41
1601.00,97.43
1600.00,97.45
1599.00,97.47
1598.00,97.49
1597.00,97.51
1596.00,97.52
1595.00,97.53
1594.00,97.55
1593.00,97.56
1592.00,97.57
1591.00,97.58
1590.00,97.60
1589.00,97.61
1588.00,97.62
1587.00,97.63
1586.00,97.65
1585.00,97.66
1584.00,97.66
1583.00,97.68
1582.00,97.70
1581.00,97.71
1580.00,97.72
1579.00,97.73
1578.00,97.74
1577.00,97.76
1576.00,97.76
1575.00,97.78
1574.00,97.78
1573.00,97.78
1572.00,97.77
1571.00,97.77
1570.00,97.78
1569.00,97.78
1568.00,97.78
1567.00,97.78
1566.00,97.79
1565.00,97.78
1564.00,97.78
1563.00,97.79
1562.00,97.79
1561.00,97.78
1560.00,97.77
1559.00,97.78
1558.00,97.80
1557.00,97.79
1556.00,97.78
1555.00,97.79
1554.00,97.80
1553.00,97.80
1552.00,97.79
1551.00,97.79
1550.00,97.80
1549.00,97.79
1548.00,97.78
1547.00,97.77
1546.00,97.77
1545.00,97.76
1544.00,97.74
1543.00,97.73
1542.00,97.73
1541.00,97.73
1540.00,97.72
1539.00,97.73
1538.00,97.73
1537.00,97.71
1536.00,97.68
1535.00,97.66
1534.00,97.66
1533.00,97.64
1532.00,97.63
1531.00,97.62
1530.00,97.61
1529.00,97.60
1528.00,97.57
1527.00,97.56
1526.00,97.55
1525.00,97.53
1524.00,97.51
1523.00,97.50
1522.00,97.49
1521.00,97.47
1520.00,97.44
1519.00,97.42
1518.00,97.41
1517.00,97.39
1516.00,97.37
1515.00,97.37
1514.00,97.37
1513.00,97.36
1512.00,97.34
1511.00,97.33
1510.00,97.33
1509.00,97.32
1508.00,97.29
1507.00,97.28
1506.00,97.29
1505.00,97.28
1504.00,97.26
1503.00,97.25
1502.00,97.24
1501.00,97.22
1500.00,97.19
1499.00,97.18
1498.00,97.16
1497.00,97.14
1496.00,97.10
1495.00,97.08
1494.00,97.07
1493.00,97.03
1492.00,96.97
1491.00,96.93
1490.00,96.87
1489.00,96.80
1488.00,96.72
1487.00,96.65
1486.00,96.56
1485.00,96.45
1484.00,96.30
1483.00,96.13
1482.00,95.93
1481.00,95.69
1480.00,95.45
1479.00,95.22
1478.00,95.00
1477.00,94.75
1476.00,94.48
1475.00,94.19
1474.00,93.83
1473.00,93.34
1472.00,92.83
1471.00,92.40
1470.00,92.04
1469.00,91.67
1468.00,91.25
1467.00,90.75
1466.00,90.12
1465.00,89.35
1464.00,88.56
1463.00,87.86
1462.00,87.24
1461.00,86.67
1460.00,86.15
1459.00,85.71
1458.00,85.35
1457.00,85.07
1456.00,84.88
1455.00,84.74
1454.00,84.63
1453.00,84.61
1452.00,84.74
1451.00,85.07
1450.00,85.54
1449.00,86.09
1448.00,86.60
1447.00,87.01
1446.00,87.29
1445.00,87.50
1444.00,87.75
1443.00,88.08
1442.00,88.50
1441.00,88.95
1440.00,89.34
1439.00,89.65
1438.00,89.89
1437.00,90.06
1436.00,90.16
1435.00,90.22
1434.00,90.26
1433.00,90.29
1432.00,90.29
1431.00,90.27
1430.00,90.23
1429.00,90.17
1428.00,90.08
1427.00,89.99
1426.00,89.86
1425.00,89.70
1424.00,89.51
1423.00,89.33
1422.00,89.18
1421.00,89.05
1420.00,88.92
1419.00,88.81
1418.00,88.75
1417.00,88.71
1416.00,88.68
1415.00,88.66
1414.00,88.62
1413.00,88.57
1412.00,88.48
1411.00,88.36
1410.00,88.18
1409.00,87.92
1408.00,87.57
1407.00,87.08
1406.00,86.43
1405.00,85.71
1404.00,85.09
1403.00,84.75
1402.00,84.69
1401.00,84.79
1400.00,84.91
1399.00,84.95
1398.00,84.86
1397.00,84.63
1396.00,84.26
1395.00,83.77
1394.00,83.22
1393.00,82.65
1392.00,82.07
1391.00,81.45
1390.00,80.76
1389.00,79.91
1388.00,78.86
1387.00,77.60
1386.00,76.15
1385.00,74.42
1384.00,72.29
1383.00,69.73
1382.00,67.02
1381.00,64.64
1380.00,63.14
1379.00,62.90
1378.00,63.87
1377.00,65.58
1376.00,67.50
1375.00,69.21
1374.00,70.43
1373.00,71.17
1372.00,71.66
1371.00,72.16
1370.00,72.78
1369.00,73.50
1368.00,74.24
1367.00,74.93
1366.00,75.53
1365.00,76.02
1364.00,76.38
1363.00,76.60
1362.00,76.63
1361.00,76.53
1360.00,76.42
1359.00,76.43
1358.00,76.67
1357.00,77.15
1356.00,77.83
1355.00,78.61
1354.00,79.37
1353.00,80.02
1352.00,80.52
1351.00,80.88
1350.00,81.12
1349.00,81.30
1348.00,81.50
1347.00,81.85
1346.00,82.38
1345.00,83.08
1344.00,83.88
1343.00,84.71
1342.00,85.50
1341.00,86.22
1340.00,86.86
1339.00,87.41
1338.00,87.85
1337.00,88.18
1336.00,88.42
1335.00,88.60
1334.00,88.71
1333.00,88.73
1332.00,88.70
1331.00,88.61
1330.00,88.45
1329.00,88.23
1328.00,87.94
1327.00,87.59
1326.00,87.18
1325.00,86.69
1324.00,86.12
1323.00,85.49
1322.00,84.80
1321.00,84.02
1320.00,83.16
1319.00,82.23
1318.00,81.25
1317.00,80.24
1316.00,79.23
1315.00,78.24
1314.00,77.26
1313.00,76.32
1312.00,75.43
1311.00,74.64
1310.00,73.94
1309.00,73.31
1308.00,72.72
1307.00,72.18
1306.00,71.68
1305.00,71.16
1304.00,70.60
1303.00,69.97
1302.00,69.22
1301.00,68.27
1300.00,67.07
1299.00,65.62
1298.00,63.93
1297.00,62.05
1296.00,60.08
1295.00,58.16
1294.00,56.37
1293.00,54.72
1292.00,53.27
1291.00,52.12
1290.00,51.36
1289.00,50.99
1288.00,50.86
1287.00,50.72
1286.00,50.27
1285.00,49.31
1284.00,47.91
1283.00,46.31
1282.00,44.76
1281.00,43.43
1280.00,42.43
1279.00,41.83
1278.00,41.61
1277.00,41.70
1276.00,42.03
1275.00,42.59
1274.00,43.35
1273.00,44.28
1272.00,45.34
1271.00,46.50
1270.00,47.66
1269.00,48.64
1268.00,49.30
1267.00,49.54
1266.00,49.30
1265.00,48.61
1264.00,47.69
1263.00,46.86
1262.00,46.40
1261.00,46.46
1260.00,47.10
1259.00,48.27
1258.00,49.83
1257.00,51.59
1256.00,53.43
1255.00,55.28
1254.00,57.08
1253.00,58.76
1252.00,60.30
1251.00,61.70
1250.00,62.97
1249.00,64.07
1248.00,65.00
1247.00,65.79
1246.00,66.46
1245.00,66.99
1244.00,67.41
1243.00,67.74
1242.00,67.95
1241.00,68.02
1240.00,67.91
1239.00,67.61
1238.00,67.08
1237.00,66.23
1236.00,65.03
1235.00,63.50
1234.00,61.72
1233.00,59.77
1232.00,57.83
1231.00,56.12
1230.00,54.82
1229.00,54.01
1228.00,53.71
1227.00,53.88
1226.00,54.34
1225.00,54.90
1224.00,55.47
1223.00,56.05
1222.00,56.71
1221.00,57.46
1220.00,58.33
1219.00,59.32
1218.00,60.37
1217.00,61.38
1216.00,62.32
1215.00,63.21
1214.00,64.03
1213.00,64.76
1212.00,65.39
1211.00,65.93
1210.00,66.36
1209.00,66.65
1208.00,66.82
1207.00,66.88
1206.00,66.84
1205.00,66.68
1204.00,66.43
1203.00,66.10
1202.00,65.70
1201.00,65.21
1200.00,64.62
1199.00,63.97
1198.00,63.24
1197.00,62.42
1196.00,61.52
1195.00,60.55
1194.00,59.53
1193.00,58.45
1192.00,57.31
1191.00,56.15
1190.00,55.01
1189.00,53.86
1188.00,52.72
1187.00,51.65
1186.00,50.66
1185.00,49.75
1184.00,48.93
1183.00,48.25
1182.00,47.70
1181.00,47.28
1180.00,47.00
1179.00,46.91
1178.00,47.01
1177.00,47.27
1176.00,47.70
1175.00,48.32
1174.00,49.12
1173.00,50.08
1172.00,51.18
1171.00,52.43
1170.00,53.83
1169.00,55.31
1168.00,56.88
1167.00,58.52
1166.00,60.20
1165.00,61.88
1164.00,63.54
1163.00,65.17
1162.00,66.73
1161.00,68.19
1160.00,69.51
1159.00,70.70
1158.00,71.71
1157.00,72.52
1156.00,73.13
1155.00,73.55
1154.00,73.79
1153.00,73.82
1152.00,73.70
1151.00,73.45
1150.00,73.10
1149.00,72.67
1148.00,72.18
1147.00,71.66
1146.00,71.10
1145.00,70.48
1144.00,69.75
1143.00,68.89
1142.00,67.82
1141.00,66.46
1140.00,64.74
1139.00,62.64
1138.00,60.15
1137.00,57.32
1136.00,54.31
1135.00,51.37
1134.00,48.74
1133.00,46.61
1132.00,45.14
1131.00,44.44
1130.00,44.48
1129.00,45.17
1128.00,46.42
1127.00,48.15
1126.00,50.27
1125.00,52.66
1124.00,55.23
1123.00,57.90
1122.00,60.57
1121.00,63.09
1120.00,65.41
1119.00,67.49
1118.00,69.28
1117.00,70.74
1116.00,71.84
1115.00,72.58
1114.00,72.97
1113.00,73.00
1112.00,72.69
1111.00,72.08
1110.00,71.20
1109.00,70.06
1108.00,68.64
1107.00,66.97
1106.00,65.05
1105.00,62.93
1104.00,60.75
1103.00,58.77
1102.00,57.23
1101.00,56.30
1100.00,56.03
1099.00,56.41
1098.00,57.27
1097.00,58.43
1096.00,59.76
1095.00,61.14
1094.00,62.47
1093.00,63.68
1092.00,64.72
1091.00,65.60
1090.00,66.33
1089.00,66.91
1088.00,67.40
1087.00,67.85
1086.00,68.28
1085.00,68.71
1084.00,69.15
1083.00,69.63
1082.00,70.14
1081.00,70.65
1080.00,71.16
1079.00,71.65
1078.00,72.06
1077.00,72.35
1076.00,72.45
1075.00,72.35
1074.00,72.00
1073.00,71.36
1072.00,70.44
1071.00,69.25
1070.00,67.83
1069.00,66.18
1068.00,64.34
1067.00,62.35
1066.00,60.22
1065.00,57.94
1064.00,55.52
1063.00,52.97
1062.00,50.33
1061.00,47.62
1060.00,44.91
1059.00,42.37
1058.00,40.13
1057.00,38.31
1056.00,37.02
1055.00,36.39
1054.00,36.42
1053.00,36.99
1052.00,37.92
1051.00,39.00
1050.00,39.92
1049.00,40.38
1048.00,40.26
1047.00,39.66
1046.00,38.83
1045.00,38.16
1044.00,38.07
1043.00,38.87
1042.00,40.62
1041.00,43.13
1040.00,46.08
1039.00,49.20
1038.00,52.25
1037.00,55.08
1036.00,57.69
1035.00,60.11
1034.00,62.37
1033.00,64.45
1032.00,66.33
1031.00,68.00
1030.00,69.47
1029.00,70.73
1028.00,71.78
1027.00,72.69
1026.00,73.47
1025.00,74.14
1024.00,74.73
1023.00,75.29
1022.00,75.84
1021.00,76.41
1020.00,77.00
1019.00,77.64
1018.00,78.30
1017.00,78.98
1016.00,79.67
1015.00,80.35
1014.00,81.02
1013.00,81.65
1012.00,82.26
1011.00,82.83
1010.00,83.37
1009.00,83.86
1008.00,84.32
1007.00,84.73
1006.00,85.11
1005.00,85.45
1004.00,85.76
1003.00,86.05
1002.00,86.29
1001.00,86.48
1000.00,86.61
999.00,86.67
998.00,86.65
997.00,86.54
996.00,86.32
995.00,85.99
994.00,85.52
993.00,84.86
992.00,83.99
991.00,82.86
990.00,81.42
989.00,79.59
988.00,77.32
987.00,74.53
986.00,71.18
985.00,67.27
984.00,62.88
983.00,58.27
982.00,53.89
981.00,50.30
980.00,48.04
979.00,47.44
978.00,48.39
977.00,50.45
976.00,53.06
975.00,55.76
974.00,58.26
973.00,60.42
972.00,62.23
971.00,63.74
970.00,65.01
969.00,66.07
968.00,66.95
967.00,67.72
966.00,68.38
965.00,68.95
964.00,69.44
963.00,69.89
962.00,70.34
961.00,70.75
960.00,71.09
959.00,71.31
958.00,71.32
957.00,71.09
956.00,70.70
955.00,70.36
954.00,70.31
953.00,70.69
952.00,71.52
951.00,72.71
950.00,74.06
949.00,75.38
948.00,76.54
947.00,77.46
946.00,78.07
945.00,78.32
944.00,78.15
943.00,77.58
942.00,76.68
941.00,75.61
940.00,74.67
939.00,74.12
938.00,74.11
937.00,74.55
936.00,75.22
935.00,75.86
934.00,76.24
933.00,76.28
932.00,76.02
931.00,75.68
930.00,75.53
929.00,75.78
928.00,76.50
927.00,77.59
926.00,78.84
925.00,80.06
924.00,81.12
923.00,82.01
922.00,82.71
921.00,83.21
920.00,83.53
919.00,83.68
918.00,83.63
917.00,83.35
916.00,82.79
915.00,81.93
914.00,80.81
913.00,79.64
912.00,78.72
911.00,78.34
910.00,78.59
909.00,79.28
908.00,80.12
907.00,80.87
906.00,81.37
905.00,81.60
904.00,81.54
903.00,81.18
902.00,80.50
901.00,79.45
900.00,78.02
899.00,76.33
898.00,74.61
897.00,73.20
896.00,72.46
