Created as New Dataset,EVOH (44mol% ethylene) Soarnol
3574.00,96.88
3573.00,96.85
3572.00,96.81
3571.00,96.78
3570.00,96.74
3569.00,96.70
3568.00,96.65
3567.00,96.61
3566.00,96.57
3565.00,96.53
3564.00,96.49
3563.00,96.46
3562.00,96.42
3561.00,96.38
3560.00,96.34
3559.00,96.30
3558.00,96.26
3557.00,96.21
3556.00,96.16
3555.00,96.11
3554.00,96.06
3553.00,96.01
3552.00,95.96
3551.00,95.90
3550.00,95.85
3549.00,95.80
3548.00,95.74
3547.00,95.69
3546.00,95.64
3545.00,95.58
3544.00,95.53
3543.00,95.47
3542.00,95.42
3541.00,95.36
3540.00,95.30
3539.00,95.24
3538.00,95.18
3537.00,95.12
3536.00,95.06
3535.00,94.99
3534.00,94.93
3533.00,94.87
3532.00,94.81
3531.00,94.74
3530.00,94.68
3529.00,94.61
3528.00,94.54
3527.00,94.47
3526.00,94.40
3525.00,94.33
3524.00,94.25
3523.00,94.18
3522.00,94.11
3521.00,94.05
3520.00,93.99
3519.00,93.92
3518.00,93.85
3517.00,93.77
3516.00,93.70
3515.00,93.63
3514.00,93.55
3513.00,93.48
3512.00,93.40
3511.00,93.32
3510.00,93.24
3509.00,93.16
3508.00,93.08
3507.00,93.00
3506.00,92.93
3505.00,92.85
3504.00,92.77
3503.00,92.69
3502.00,92.61
3501.00,92.53
3500.00,92.45
3499.00,92.38
3498.00,92.30
3497.00,92.22
3496.00,92.13
3495.00,92.05
3494.00,91.97
3493.00,91.89
3492.00,91.81
3491.00,91.73
3490.00,91.65
3489.00,91.57
3488.00,91.48
3487.00,91.40
3486.00,91.32
3485.00,91.23
3484.00,91.15
3483.00,91.06
3482.00,90.98
3481.00,90.89
3480.00,90.81
3479.00,90.73
3478.00,90.65
3477.00,90.57
3476.00,90.49
3475.00,90.40
3474.00,90.32
3473.00,90.23
3472.00,90.14
3471.00,90.06
3470.00,89.97
3469.00,89.88
3468.00,89.79
3467.00,89.71
3466.00,89.62
3465.00,89.54
3464.00,89.45
3463.00,89.37
3462.00,89.28
3461.00,89.20
3460.00,89.11
3459.00,89.02
3458.00,88.94
3457.00,88.85
3456.00,88.76
3455.00,88.68
3454.00,88.59
3453.00,88.50
3452.00,88.41
3451.00,88.33
3450.00,88.24
3449.00,88.15
3448.00,88.06
3447.00,87.96
3446.00,87.87
3445.00,87.79
3444.00,87.70
3443.00,87.62
3442.00,87.53
3441.00,87.45
3440.00,87.36
3439.00,87.27
3438.00,87.18
3437.00,87.09
3436.00,87.00
3435.00,86.92
3434.00,86.83
3433.00,86.74
3432.00,86.65
3431.00,86.56
3430.00,86.47
3429.00,86.39
3428.00,86.30
3427.00,86.22
3426.00,86.14
3425.00,86.06
3424.00,85.97
3423.00,85.89
3422.00,85.80
3421.00,85.71
3420.00,85.63
3419.00,85.55
3418.00,85.46
3417.00,85.38
3416.00,85.30
3415.00,85.22
3414.00,85.14
3413.00,85.06
3412.00,84.98
3411.00,84.90
3410.00,84.82
3409.00,84.74
3408.00,84.66
3407.00,84.58
3406.00,84.50
3405.00,84.42
3404.00,84.35
3403.00,84.27
3402.00,84.19
3401.00,84.11
3400.00,84.03
3399.00,83.96
3398.00,83.89
3397.00,83.82
3396.00,83.75
3395.00,83.67
3394.00,83.60
3393.00,83.53
3392.00,83.46
3391.00,83.40
3390.00,83.34
3389.00,83.28
3388.00,83.21
3387.00,83.15
3386.00,83.08
3385.00,83.01
3384.00,82.94
3383.00,82.88
3382.00,82.82
3381.00,82.76
3380.00,82.70
3379.00,82.64
3378.00,82.58
3377.00,82.52
3376.00,82.46
3375.00,82.41
3374.00,82.35
3373.00,82.29
3372.00,82.24
3371.00,82.18
3370.00,82.12
3369.00,82.07
3368.00,82.01
3367.00,81.96
3366.00,81.91
3365.00,81.86
3364.00,81.81
3363.00,81.77
3362.00,81.72
3361.00,81.68
3360.00,81.64
3359.00,81.60
3358.00,81.56
3357.00,81.52
3356.00,81.47
3355.00,81.43
3354.00,81.39
3353.00,81.35
3352.00,81.32
3351.00,81.28
3350.00,81.24
3349.00,81.21
3348.00,81.18
3347.00,81.14
3346.00,81.11
3345.00,81.07
3344.00,81.04
3343.00,81.00
3342.00,80.97
3341.00,80.95
3340.00,80.92
3339.00,80.90
3338.00,80.87
3337.00,80.85
3336.00,80.82
3335.00,80.80
3334.00,80.78
3333.00,80.76
3332.00,80.74
3331.00,80.72
3330.00,80.70
3329.00,80.68
3328.00,80.66
3327.00,80.65
3326.00,80.63
3325.00,80.61
3324.00,80.60
3323.00,80.59
3322.00,80.57
3321.00,80.57
3320.00,80.56
3319.00,80.55
3318.00,80.54
3317.00,80.54
3316.00,80.53
3315.00,80.53
3314.00,80.52
3313.00,80.52
3312.00,80.51
3311.00,80.50
3310.00,80.50
3309.00,80.49
3308.00,80.49
3307.00,80.49
3306.00,80.49
3305.00,80.50
3304.00,80.50
3303.00,80.51
3302.00,80.52
3301.00,80.53
3300.00,80.54
3299.00,80.54
3298.00,80.55
3297.00,80.56
3296.00,80.57
3295.00,80.59
3294.00,80.60
3293.00,80.62
3292.00,80.64
3291.00,80.66
3290.00,80.68
3289.00,80.70
3288.00,80.71
3287.00,80.73
3286.00,80.75
3285.00,80.77
3284.00,80.80
3283.00,80.82
3282.00,80.84
3281.00,80.86
3280.00,80.89
3279.00,80.92
3278.00,80.95
3277.00,80.97
3276.00,81.00
3275.00,81.03
3274.00,81.06
3273.00,81.09
3272.00,81.12
3271.00,81.15
3270.00,81.19
3269.00,81.23
3268.00,81.27
3267.00,81.31
3266.00,81.34
3265.00,81.38
3264.00,81.41
3263.00,81.46
3262.00,81.50
3261.00,81.54
3260.00,81.59
3259.00,81.63
3258.00,81.68
3257.00,81.72
3256.00,81.76
3255.00,81.80
3254.00,81.85
3253.00,81.89
3252.00,81.94
3251.00,82.00
3250.00,82.05
3249.00,82.10
3248.00,82.15
3247.00,82.20
3246.00,82.25
3245.00,82.31
3244.00,82.37
3243.00,82.43
3242.00,82.49
3241.00,82.55
3240.00,82.61
3239.00,82.67
3238.00,82.72
3237.00,82.78
3236.00,82.83
3235.00,82.89
3234.00,82.95
3233.00,83.02
3232.00,83.08
3231.00,83.14
3230.00,83.20
3229.00,83.27
3228.00,83.33
3227.00,83.40
3226.00,83.47
3225.00,83.54
3224.00,83.61
3223.00,83.68
3222.00,83.74
3221.00,83.81
3220.00,83.88
3219.00,83.94
3218.00,84.01
3217.00,84.08
3216.00,84.16
3215.00,84.23
3214.00,84.30
3213.00,84.37
3212.00,84.44
3211.00,84.51
3210.00,84.59
3209.00,84.66
3208.00,84.74
3207.00,84.82
3206.00,84.89
3205.00,84.96
3204.00,85.03
3203.00,85.11
3202.00,85.19
3201.00,85.27
3200.00,85.34
3199.00,85.43
3198.00,85.51
3197.00,85.59
3196.00,85.67
3195.00,85.75
3194.00,85.82
3193.00,85.90
3192.00,85.98
3191.00,86.06
3190.00,86.14
3189.00,86.22
3188.00,86.30
3187.00,86.38
3186.00,86.46
3185.00,86.54
3184.00,86.62
3183.00,86.70
3182.00,86.77
3181.00,86.85
3180.00,86.93
3179.00,87.01
3178.00,87.09
3177.00,87.17
3176.00,87.25
3175.00,87.33
3174.00,87.41
3173.00,87.49
3172.00,87.57
3171.00,87.65
3170.00,87.73
3169.00,87.81
3168.00,87.88
3167.00,87.96
3166.00,88.04
3165.00,88.12
3164.00,88.20
3163.00,88.28
3162.00,88.36
3161.00,88.43
3160.00,88.51
3159.00,88.59
3158.00,88.66
3157.00,88.74
3156.00,88.82
3155.00,88.89
3154.00,88.97
3153.00,89.04
3152.00,89.12
3151.00,89.19
3150.00,89.26
3149.00,89.34
3148.00,89.41
3147.00,89.48
3146.00,89.56
3145.00,89.63
3144.00,89.71
3143.00,89.78
3142.00,89.86
3141.00,89.92
3140.00,89.99
3139.00,90.06
3138.00,90.12
3137.00,90.19
3136.00,90.26
3135.00,90.34
3134.00,90.40
3133.00,90.47
3132.00,90.54
3131.00,90.61
3130.00,90.68
3129.00,90.74
3128.00,90.81
3127.00,90.88
3126.00,90.94
3125.00,91.01
3124.00,91.07
3123.00,91.14
3122.00,91.20
3121.00,91.26
3120.00,91.32
3119.00,91.38
3118.00,91.45
3117.00,91.51
3116.00,91.57
3115.00,91.63
3114.00,91.69
3113.00,91.75
3112.00,91.81
3111.00,91.87
3110.00,91.93
3109.00,91.99
3108.00,92.04
3107.00,92.10
3106.00,92.15
3105.00,92.21
3104.00,92.26
3103.00,92.32
3102.00,92.37
3101.00,92.43
3100.00,92.48
3099.00,92.53
3098.00,92.58
3097.00,92.63
3096.00,92.69
3095.00,92.74
3094.00,92.80
3093.00,92.85
3092.00,92.90
3091.00,92.95
3090.00,92.99
3089.00,93.04
3088.00,93.09
3087.00,93.13
3086.00,93.18
3085.00,93.23
3084.00,93.27
3083.00,93.32
3082.00,93.36
3081.00,93.41
3080.00,93.45
3079.00,93.50
3078.00,93.54
3077.00,93.59
3076.00,93.63
3075.00,93.67
3074.00,93.71
3073.00,93.75
3072.00,93.79
3071.00,93.83
3070.00,93.88
3069.00,93.92
3068.00,93.96
3067.00,94.00
3066.00,94.03
3065.00,94.07
3064.00,94.11
3063.00,94.15
3062.00,94.19
3061.00,94.22
3060.00,94.26
3059.00,94.30
3058.00,94.33
3057.00,94.37
3056.00,94.40
3055.00,94.43
3054.00,94.47
3053.00,94.50
3052.00,94.53
3051.00,94.56
3050.00,94.60
3049.00,94.63
3048.00,94.66
3047.00,94.69
3046.00,94.72
3045.00,94.75
3044.00,94.78
3043.00,94.81
3042.00,94.84
3041.00,94.86
3040.00,94.89
3039.00,94.92
3038.00,94.96
3037.00,94.99
3036.00,95.01
3035.00,95.04
3034.00,95.07
3033.00,95.09
3032.00,95.11
3031.00,95.14
3030.00,95.16
3029.00,95.18
3028.00,95.21
3027.00,95.23
3026.00,95.26
3025.00,95.28
3024.00,95.30
3023.00,95.32
3022.00,95.34
3021.00,95.37
3020.00,95.39
3019.00,95.41
3018.00,95.43
3017.00,95.44
3016.00,95.46
3015.00,95.48
3014.00,95.49
3013.00,95.51
3012.00,95.53
3011.00,95.55
3010.00,95.57
3009.00,95.58
3008.00,95.59
3007.00,95.60
3006.00,95.61
3005.00,95.63
3004.00,95.64
3003.00,95.65
3002.00,95.66
3001.00,95.67
3000.00,95.68
2999.00,95.68
2998.00,95.69
2997.00,95.70
2996.00,95.70
2995.00,95.70
2994.00,95.70
2993.00,95.70
2992.00,95.69
2991.00,95.68
2990.00,95.66
2989.00,95.64
2988.00,95.63
2987.00,95.61
2986.00,95.59
2985.00,95.56
2984.00,95.53
2983.00,95.49
2982.00,95.45
2981.00,95.40
2980.00,95.34
2979.00,95.28
2978.00,95.21
2977.00,95.13
2976.00,95.05
2975.00,94.95
2974.00,94.84
2973.00,94.72
2972.00,94.58
2971.00,94.43
2970.00,94.26
2969.00,94.07
2968.00,93.86
2967.00,93.64
2966.00,93.38
2965.00,93.11
2964.00,92.81
2963.00,92.49
2962.00,92.14
2961.00,91.76
2960.00,91.37
2959.00,90.94
2958.00,90.49
2957.00,90.01
2956.00,89.50
2955.00,88.97
2954.00,88.40
2953.00,87.80
2952.00,87.18
2951.00,86.52
2950.00,85.84
2949.00,85.13
2948.00,84.40
2947.00,83.65
2946.00,82.89
2945.00,82.11
2944.00,81.33
2943.00,80.55
2942.00,79.78
2941.00,79.03
2940.00,78.31
2939.00,77.62
2938.00,76.97
2937.00,76.36
2936.00,75.80
2935.00,75.29
2934.00,74.82
2933.00,74.41
2932.00,74.06
2931.00,73.76
2930.00,73.51
2929.00,73.31
2928.00,73.17
2927.00,73.07
2926.00,73.02
2925.00,73.02
2924.00,73.06
2923.00,73.13
2922.00,73.23
2921.00,73.34
2920.00,73.47
2919.00,73.61
2918.00,73.74
2917.00,73.86
2916.00,73.96
2915.00,74.04
2914.00,74.10
2913.00,74.13
2912.00,74.15
2911.00,74.16
2910.00,74.17
2909.00,74.19
2908.00,74.23
2907.00,74.30
2906.00,74.42
2905.00,74.58
2904.00,74.80
2903.00,75.07
2902.00,75.41
2901.00,75.81
2900.00,76.26
2899.00,76.76
2898.00,77.30
2897.00,77.86
2896.00,78.44
2895.00,79.02
2894.00,79.61
2893.00,80.18
2892.00,80.73
2891.00,81.25
2890.00,81.74
2889.00,82.20
2888.00,82.62
2887.00,83.00
2886.00,83.35
2885.00,83.66
2884.00,83.94
2883.00,84.19
2882.00,84.40
2881.00,84.58
2880.00,84.73
2879.00,84.85
2878.00,84.94
2877.00,85.00
2876.00,85.03
2875.00,85.02
2874.00,84.98
2873.00,84.91
2872.00,84.81
2871.00,84.68
2870.00,84.51
2869.00,84.32
2868.00,84.09
2867.00,83.83
2866.00,83.54
2865.00,83.21
2864.00,82.85
2863.00,82.47
2862.00,82.05
2861.00,81.62
2860.00,81.17
2859.00,80.72
2858.00,80.28
2857.00,79.87
2856.00,79.50
2855.00,79.19
2854.00,78.96
2853.00,78.82
2852.00,78.80
2851.00,78.89
2850.00,79.11
2849.00,79.43
2848.00,79.83
2847.00,80.31
2846.00,80.84
2845.00,81.39
2844.00,81.95
2843.00,82.52
2842.00,83.07
2841.00,83.60
2840.00,84.11
2839.00,84.59
2838.00,85.05
2837.00,85.48
2836.00,85.88
2835.00,86.27
2834.00,86.64
2833.00,87.00
2832.00,87.35
2831.00,87.69
2830.00,88.01
2829.00,88.32
2828.00,88.61
2827.00,88.89
2826.00,89.15
2825.00,89.40
2824.00,89.63
2823.00,89.85
2822.00,90.06
2821.00,90.25
2820.00,90.43
2819.00,90.60
2818.00,90.76
2817.00,90.91
2816.00,91.06
2815.00,91.21
2814.00,91.35
2813.00,91.49
2812.00,91.62
2811.00,91.75
2810.00,91.87
2809.00,91.99
2808.00,92.11
2807.00,92.22
2806.00,92.33
2805.00,92.44
2804.00,92.54
2803.00,92.64
2802.00,92.73
2801.00,92.82
2800.00,92.91
2799.00,93.00
2798.00,93.08
2797.00,93.15
2796.00,93.22
2795.00,93.29
2794.00,93.36
2793.00,93.43
2792.00,93.49
2791.00,93.55
2790.00,93.61
2789.00,93.66
2788.00,93.71
2787.00,93.76
2786.00,93.81
2785.00,93.85
2784.00,93.90
2783.00,93.94
2782.00,93.98
2781.00,94.02
2780.00,94.06
2779.00,94.10
2778.00,94.13
2777.00,94.17
2776.00,94.20
2775.00,94.23
2774.00,94.25
2773.00,94.28
2772.00,94.30
2771.00,94.33
2770.00,94.35
2769.00,94.38
2768.00,94.40
2767.00,94.41
2766.00,94.43
2765.00,94.45
2764.00,94.46
2763.00,94.48
2762.00,94.50
2761.00,94.51
2760.00,94.52
2759.00,94.53
2758.00,94.55
2757.00,94.56
2756.00,94.57
2755.00,94.59
2754.00,94.60
2753.00,94.61
2752.00,94.62
2751.00,94.63
2750.00,94.64
2749.00,94.64
2748.00,94.65
2747.00,94.67
2746.00,94.68
2745.00,94.69
2744.00,94.70
2743.00,94.71
2742.00,94.72
2741.00,94.74
2740.00,94.75
2739.00,94.76
2738.00,94.77
2737.00,94.78
2736.00,94.80
2735.00,94.81
2734.00,94.82
2733.00,94.83
2732.00,94.85
2731.00,94.86
2730.00,94.87
2729.00,94.89
2728.00,94.90
2727.00,94.92
2726.00,94.93
2725.00,94.94
2724.00,94.96
2723.00,94.97
2722.00,94.99
2721.00,95.00
2720.00,95.01
2719.00,95.02
2718.00,95.03
2717.00,95.04
2716.00,95.05
2715.00,95.06
2714.00,95.07
2713.00,95.07
2712.00,95.08
2711.00,95.09
2710.00,95.10
2709.00,95.11
2708.00,95.11
2707.00,95.12
2706.00,95.12
2705.00,95.13
2704.00,95.13
2703.00,95.14
2702.00,95.14
2701.00,95.14
2700.00,95.14
2699.00,95.14
2698.00,95.14
2697.00,95.14
2696.00,95.14
2695.00,95.14
2694.00,95.14
2693.00,95.14
2692.00,95.14
2691.00,95.14
2690.00,95.14
2689.00,95.15
2688.00,95.15
2687.00,95.15
2686.00,95.16
2685.00,95.16
2684.00,95.17
2683.00,95.18
2682.00,95.19
2681.00,95.20
2680.00,95.20
2679.00,95.21
2678.00,95.21
2677.00,95.22
2676.00,95.23
2675.00,95.24
2674.00,95.24
2673.00,95.25
2672.00,95.26
2671.00,95.27
2670.00,95.28
2669.00,95.29
2668.00,95.30
2667.00,95.31
2666.00,95.32
2665.00,95.32
2664.00,95.32
2663.00,95.32
2662.00,95.32
2661.00,95.32
2660.00,95.32
2659.00,95.32
2658.00,95.33
2657.00,95.33
2656.00,95.34
2655.00,95.34
2654.00,95.35
2653.00,95.36
2652.00,95.37
2651.00,95.38
2650.00,95.39
2649.00,95.40
2648.00,95.41
2647.00,95.42
2646.00,95.43
2645.00,95.44
2644.00,95.45
2643.00,95.46
2642.00,95.47
2641.00,95.48
2640.00,95.49
2639.00,95.50
2638.00,95.51
2637.00,95.52
2636.00,95.54
2635.00,95.55
2634.00,95.56
2633.00,95.57
2632.00,95.58
2631.00,95.59
2630.00,95.60
2629.00,95.61
2628.00,95.62
2627.00,95.64
2626.00,95.65
2625.00,95.66
2624.00,95.67
2623.00,95.69
2622.00,95.70
2621.00,95.71
2620.00,95.73
2619.00,95.74
2618.00,95.75
2617.00,95.76
2616.00,95.77
2615.00,95.78
2614.00,95.80
2613.00,95.81
2612.00,95.82
2611.00,95.83
2610.00,95.84
2609.00,95.86
2608.00,95.87
2607.00,95.88
2606.00,95.89
2605.00,95.90
2604.00,95.91
2603.00,95.92
2602.00,95.94
2601.00,95.94
2600.00,95.96
2599.00,95.97
2598.00,95.98
2597.00,95.99
2596.00,96.00
2595.00,96.01
2594.00,96.02
2593.00,96.03
2592.00,96.04
2591.00,96.05
2590.00,96.06
2589.00,96.07
2588.00,96.08
2587.00,96.08
2586.00,96.09
2585.00,96.10
2584.00,96.11
2583.00,96.12
2582.00,96.14
2581.00,96.15
2580.00,96.16
2579.00,96.16
2578.00,96.17
2577.00,96.18
2576.00,96.18
2575.00,96.19
2574.00,96.20
2573.00,96.21
2572.00,96.22
2571.00,96.23
2570.00,96.24
2569.00,96.25
2568.00,96.25
2567.00,96.26
2566.00,96.26
2565.00,96.27
2564.00,96.28
2563.00,96.29
2562.00,96.29
2561.00,96.30
2560.00,96.30
2559.00,96.31
2558.00,96.31
2557.00,96.32
2556.00,96.33
2555.00,96.34
2554.00,96.34
2553.00,96.35
2552.00,96.35
2551.00,96.36
2550.00,96.37
2549.00,96.37
2548.00,96.38
2547.00,96.39
2546.00,96.39
2545.00,96.40
2544.00,96.40
2543.00,96.39
2542.00,96.40
2541.00,96.40
2540.00,96.41
2539.00,96.41
2538.00,96.42
2537.00,96.43
2536.00,96.44
2535.00,96.45
2534.00,96.45
2533.00,96.45
2532.00,96.45
2531.00,96.45
2530.00,96.45
2529.00,96.46
2528.00,96.46
2527.00,96.47
2526.00,96.48
2525.00,96.49
2524.00,96.50
2523.00,96.50
2522.00,96.50
2521.00,96.51
2520.00,96.51
2519.00,96.52
2518.00,96.53
2517.00,96.53
2516.00,96.54
2515.00,96.55
2514.00,96.56
2513.00,96.56
2512.00,96.57
2511.00,96.57
2510.00,96.58
2509.00,96.59
2508.00,96.59
2507.00,96.60
2506.00,96.60
2505.00,96.61
2504.00,96.61
2503.00,96.61
2502.00,96.62
2501.00,96.63
2500.00,96.64
2499.00,96.65
2498.00,96.66
2497.00,96.66
2496.00,96.66
2495.00,96.67
2494.00,96.67
2493.00,96.67
2492.00,96.68
2491.00,96.69
2490.00,96.70
2489.00,96.70
2488.00,96.71
2487.00,96.72
2486.00,96.72
2485.00,96.73
2484.00,96.73
2483.00,96.74
2482.00,96.75
2481.00,96.75
2480.00,96.76
2479.00,96.77
2478.00,96.78
2477.00,96.78
2476.00,96.79
2475.00,96.79
2474.00,96.79
2473.00,96.79
2472.00,96.79
2471.00,96.80
2470.00,96.81
2469.00,96.82
2468.00,96.82
2467.00,96.81
2466.00,96.81
2465.00,96.81
2464.00,96.81
2463.00,96.81
2462.00,96.81
2461.00,96.81
2460.00,96.81
2459.00,96.81
2458.00,96.81
2457.00,96.81
2456.00,96.80
2455.00,96.80
2454.00,96.81
2453.00,96.81
