Created as New Dataset,PVOH MW 205K
3887.00,98.25
3886.00,98.25
3885.00,98.25
3884.00,98.25
3883.00,98.25
3882.00,98.25
3881.00,98.25
3880.00,98.25
3879.00,98.26
3878.00,98.25
3877.00,98.25
3876.00,98.25
3875.00,98.25
3874.00,98.25
3873.00,98.25
3872.00,98.25
3871.00,98.25
3870.00,98.25
3869.00,98.25
3868.00,98.25
3867.00,98.26
3866.00,98.26
3865.00,98.26
3864.00,98.26
3863.00,98.25
3862.00,98.25
3861.00,98.25
3860.00,98.25
3859.00,98.25
3858.00,98.25
3857.00,98.25
3856.00,98.25
3855.00,98.25
3854.00,98.25
3853.00,98.25
3852.00,98.26
3851.00,98.26
3850.00,98.26
3849.00,98.26
3848.00,98.26
3847.00,98.26
3846.00,98.26
3845.00,98.26
3844.00,98.26
3843.00,98.26
3842.00,98.27
3841.00,98.27
3840.00,98.27
3839.00,98.26
3838.00,98.26
3837.00,98.26
3836.00,98.26
3835.00,98.26
3834.00,98.26
3833.00,98.26
3832.00,98.26
3831.00,98.26
3830.00,98.26
3829.00,98.26
3828.00,98.26
3827.00,98.26
3826.00,98.26
3825.00,98.26
3824.00,98.26
3823.00,98.27
3822.00,98.27
3821.00,98.27
3820.00,98.27
3819.00,98.27
3818.00,98.27
3817.00,98.27
3816.00,98.27
3815.00,98.26
3814.00,98.26
3813.00,98.26
3812.00,98.26
3811.00,98.26
3810.00,98.26
3809.00,98.26
3808.00,98.26
3807.00,98.26
3806.00,98.26
3805.00,98.27
3804.00,98.27
3803.00,98.27
3802.00,98.27
3801.00,98.27
3800.00,98.27
3799.00,98.27
3798.00,98.27
3797.00,98.26
3796.00,98.26
3795.00,98.26
3794.00,98.26
3793.00,98.26
3792.00,98.26
3791.00,98.26
3790.00,98.26
3789.00,98.26
3788.00,98.27
3787.00,98.27
3786.00,98.27
3785.00,98.27
3784.00,98.26
3783.00,98.26
3782.00,98.25
3781.00,98.25
3780.00,98.25
3779.00,98.26
3778.00,98.26
3777.00,98.26
3776.00,98.26
3775.00,98.26
3774.00,98.25
3773.00,98.25
3772.00,98.25
3771.00,98.26
3770.00,98.26
3769.00,98.26
3768.00,98.26
3767.00,98.26
3766.00,98.26
3765.00,98.26
3764.00,98.26
3763.00,98.26
3762.00,98.26
3761.00,98.26
3760.00,98.26
3759.00,98.27
3758.00,98.27
3757.00,98.27
3756.00,98.27
3755.00,98.27
3754.00,98.27
3753.00,98.27
3752.00,98.27
3751.00,98.27
3750.00,98.27
3749.00,98.27
3748.00,98.26
3747.00,98.26
3746.00,98.26
3745.00,98.26
3744.00,98.27
3743.00,98.27
3742.00,98.27
3741.00,98.27
3740.00,98.26
3739.00,98.26
3738.00,98.26
3737.00,98.26
3736.00,98.26
3735.00,98.26
3734.00,98.27
3733.00,98.26
3732.00,98.26
3731.00,98.26
3730.00,98.26
3729.00,98.26
3728.00,98.26
3727.00,98.26
3726.00,98.27
3725.00,98.27
3724.00,98.27
3723.00,98.27
3722.00,98.27
3721.00,98.27
3720.00,98.27
3719.00,98.28
3718.00,98.28
3717.00,98.28
3716.00,98.28
3715.00,98.28
3714.00,98.28
3713.00,98.28
3712.00,98.28
3711.00,98.29
3710.00,98.29
3709.00,98.30
3708.00,98.30
3707.00,98.30
3706.00,98.29
3705.00,98.29
3704.00,98.29
3703.00,98.29
3702.00,98.28
3701.00,98.28
3700.00,98.28
3699.00,98.28
3698.00,98.29
3697.00,98.29
3696.00,98.29
3695.00,98.30
3694.00,98.30
3693.00,98.30
3692.00,98.30
3691.00,98.30
3690.00,98.30
3689.00,98.30
3688.00,98.30
3687.00,98.30
3686.00,98.30
3685.00,98.30
3684.00,98.30
3683.00,98.30
3682.00,98.29
3681.00,98.29
3680.00,98.29
3679.00,98.29
3678.00,98.28
3677.00,98.28
3676.00,98.26
3675.00,98.26
3674.00,98.25
3673.00,98.25
3672.00,98.25
3671.00,98.25
3670.00,98.25
3669.00,98.26
3668.00,98.26
3667.00,98.26
3666.00,98.26
3665.00,98.25
3664.00,98.25
3663.00,98.25
3662.00,98.24
3661.00,98.23
3660.00,98.23
3659.00,98.22
3658.00,98.22
3657.00,98.22
3656.00,98.21
3655.00,98.21
3654.00,98.21
3653.00,98.20
3652.00,98.20
3651.00,98.20
3650.00,98.19
3649.00,98.19
3648.00,98.18
3647.00,98.18
3646.00,98.17
3645.00,98.17
3644.00,98.16
3643.00,98.15
3642.00,98.15
3641.00,98.14
3640.00,98.14
3639.00,98.14
3638.00,98.13
3637.00,98.12
3636.00,98.11
3635.00,98.10
3634.00,98.09
3633.00,98.09
3632.00,98.08
3631.00,98.07
3630.00,98.06
3629.00,98.05
3628.00,98.05
3627.00,98.03
3626.00,98.02
3625.00,98.01
3624.00,98.00
3623.00,97.99
3622.00,97.98
3621.00,97.97
3620.00,97.96
3619.00,97.95
3618.00,97.94
3617.00,97.93
3616.00,97.92
3615.00,97.91
3614.00,97.90
3613.00,97.89
3612.00,97.88
3611.00,97.87
3610.00,97.86
3609.00,97.85
3608.00,97.83
3607.00,97.82
3606.00,97.81
3605.00,97.80
3604.00,97.79
3603.00,97.77
3602.00,97.76
3601.00,97.75
3600.00,97.73
3599.00,97.72
3598.00,97.71
3597.00,97.69
3596.00,97.67
3595.00,97.66
3594.00,97.64
3593.00,97.63
3592.00,97.61
3591.00,97.59
3590.00,97.57
3589.00,97.55
3588.00,97.53
3587.00,97.52
3586.00,97.51
3585.00,97.50
3584.00,97.48
3583.00,97.46
3582.00,97.44
3581.00,97.42
3580.00,97.40
3579.00,97.38
3578.00,97.37
3577.00,97.35
3576.00,97.33
3575.00,97.31
3574.00,97.29
3573.00,97.27
3572.00,97.24
3571.00,97.22
3570.00,97.20
3569.00,97.17
3568.00,97.14
3567.00,97.11
3566.00,97.08
3565.00,97.06
3564.00,97.04
3563.00,97.02
3562.00,97.00
3561.00,96.98
3560.00,96.95
3559.00,96.93
3558.00,96.90
3557.00,96.88
3556.00,96.86
3555.00,96.83
3554.00,96.81
3553.00,96.78
3552.00,96.75
3551.00,96.73
3550.00,96.70
3549.00,96.67
3548.00,96.64
3547.00,96.61
3546.00,96.58
3545.00,96.55
3544.00,96.52
3543.00,96.49
3542.00,96.47
3541.00,96.44
3540.00,96.41
3539.00,96.38
3538.00,96.35
3537.00,96.31
3536.00,96.28
3535.00,96.25
3534.00,96.22
3533.00,96.19
3532.00,96.16
3531.00,96.12
3530.00,96.09
3529.00,96.05
3528.00,96.01
3527.00,95.98
3526.00,95.95
3525.00,95.92
3524.00,95.89
3523.00,95.85
3522.00,95.82
3521.00,95.78
3520.00,95.75
3519.00,95.72
3518.00,95.69
3517.00,95.66
3516.00,95.63
3515.00,95.59
3514.00,95.56
3513.00,95.52
3512.00,95.49
3511.00,95.45
3510.00,95.41
3509.00,95.37
3508.00,95.34
3507.00,95.30
3506.00,95.27
3505.00,95.23
3504.00,95.20
3503.00,95.16
3502.00,95.13
3501.00,95.09
3500.00,95.06
3499.00,95.03
3498.00,94.99
3497.00,94.95
3496.00,94.92
3495.00,94.88
3494.00,94.84
3493.00,94.81
3492.00,94.77
3491.00,94.73
3490.00,94.70
3489.00,94.66
3488.00,94.63
3487.00,94.59
3486.00,94.55
3485.00,94.52
3484.00,94.48
3483.00,94.44
3482.00,94.40
3481.00,94.37
3480.00,94.33
3479.00,94.29
3478.00,94.26
3477.00,94.22
3476.00,94.18
3475.00,94.14
3474.00,94.10
3473.00,94.06
3472.00,94.03
3471.00,93.99
3470.00,93.96
3469.00,93.93
3468.00,93.89
3467.00,93.86
3466.00,93.82
3465.00,93.78
3464.00,93.74
3463.00,93.70
3462.00,93.67
3461.00,93.63
3460.00,93.59
3459.00,93.56
3458.00,93.52
3457.00,93.48
3456.00,93.45
3455.00,93.41
3454.00,93.38
3453.00,93.34
3452.00,93.30
3451.00,93.27
3450.00,93.23
3449.00,93.20
3448.00,93.16
3447.00,93.12
3446.00,93.09
3445.00,93.05
3444.00,93.01
3443.00,92.98
3442.00,92.94
3441.00,92.91
3440.00,92.88
3439.00,92.84
3438.00,92.81
3437.00,92.78
3436.00,92.75
3435.00,92.72
3434.00,92.69
3433.00,92.66
3432.00,92.62
3431.00,92.59
3430.00,92.55
3429.00,92.51
3428.00,92.47
3427.00,92.43
3426.00,92.40
3425.00,92.37
3424.00,92.34
3423.00,92.31
3422.00,92.27
3421.00,92.23
3420.00,92.20
3419.00,92.16
3418.00,92.13
3417.00,92.10
3416.00,92.08
3415.00,92.05
3414.00,92.02
3413.00,91.98
3412.00,91.95
3411.00,91.92
3410.00,91.89
3409.00,91.86
3408.00,91.83
3407.00,91.81
3406.00,91.78
3405.00,91.75
3404.00,91.72
3403.00,91.69
3402.00,91.66
3401.00,91.63
3400.00,91.60
3399.00,91.58
3398.00,91.55
3397.00,91.52
3396.00,91.50
3395.00,91.47
3394.00,91.44
3393.00,91.41
3392.00,91.39
3391.00,91.37
3390.00,91.34
3389.00,91.31
3388.00,91.29
3387.00,91.26
3386.00,91.23
3385.00,91.21
3384.00,91.19
3383.00,91.16
3382.00,91.14
3381.00,91.12
3380.00,91.10
3379.00,91.08
3378.00,91.06
3377.00,91.04
3376.00,91.01
3375.00,90.99
3374.00,90.96
3373.00,90.94
3372.00,90.92
3371.00,90.90
3370.00,90.89
3369.00,90.87
3368.00,90.86
3367.00,90.84
3366.00,90.82
3365.00,90.80
3364.00,90.78
3363.00,90.76
3362.00,90.75
3361.00,90.73
3360.00,90.71
3359.00,90.70
3358.00,90.68
3357.00,90.67
3356.00,90.65
3355.00,90.64
3354.00,90.63
3353.00,90.61
3352.00,90.60
3351.00,90.59
3350.00,90.58
3349.00,90.56
3348.00,90.55
3347.00,90.54
3346.00,90.53
3345.00,90.52
3344.00,90.50
3343.00,90.49
3342.00,90.48
3341.00,90.47
3340.00,90.46
3339.00,90.45
3338.00,90.44
3337.00,90.43
3336.00,90.42
3335.00,90.42
3334.00,90.41
3333.00,90.40
3332.00,90.40
3331.00,90.39
3330.00,90.39
3329.00,90.38
3328.00,90.37
3327.00,90.37
3326.00,90.36
3325.00,90.36
3324.00,90.35
3323.00,90.35
3322.00,90.35
3321.00,90.34
3320.00,90.34
3319.00,90.34
3318.00,90.34
3317.00,90.34
3316.00,90.33
3315.00,90.33
3314.00,90.33
3313.00,90.33
3312.00,90.33
3311.00,90.33
3310.00,90.33
3309.00,90.33
3308.00,90.32
3307.00,90.32
3306.00,90.33
3305.00,90.33
3304.00,90.33
3303.00,90.33
3302.00,90.33
3301.00,90.33
3300.00,90.33
3299.00,90.33
3298.00,90.33
3297.00,90.33
3296.00,90.34
3295.00,90.34
3294.00,90.35
3293.00,90.35
3292.00,90.36
3291.00,90.36
3290.00,90.37
3289.00,90.37
3288.00,90.38
3287.00,90.38
3286.00,90.39
3285.00,90.39
3284.00,90.40
3283.00,90.41
3282.00,90.41
3281.00,90.42
3280.00,90.43
3279.00,90.44
3278.00,90.44
3277.00,90.45
3276.00,90.46
3275.00,90.47
3274.00,90.48
3273.00,90.48
3272.00,90.49
3271.00,90.50
3270.00,90.52
3269.00,90.53
3268.00,90.54
3267.00,90.55
3266.00,90.57
3265.00,90.58
3264.00,90.59
3263.00,90.61
3262.00,90.62
3261.00,90.64
3260.00,90.65
3259.00,90.67
3258.00,90.68
3257.00,90.69
3256.00,90.71
3255.00,90.72
3254.00,90.74
3253.00,90.75
3252.00,90.76
3251.00,90.78
3250.00,90.80
3249.00,90.82
3248.00,90.84
3247.00,90.86
3246.00,90.88
3245.00,90.90
3244.00,90.92
3243.00,90.94
3242.00,90.96
3241.00,90.98
3240.00,91.00
3239.00,91.02
3238.00,91.04
3237.00,91.06
3236.00,91.09
3235.00,91.11
3234.00,91.13
3233.00,91.15
3232.00,91.17
3231.00,91.20
3230.00,91.22
3229.00,91.25
3228.00,91.27
3227.00,91.29
3226.00,91.32
3225.00,91.34
3224.00,91.37
3223.00,91.39
3222.00,91.42
3221.00,91.44
3220.00,91.47
3219.00,91.50
3218.00,91.53
3217.00,91.55
3216.00,91.58
3215.00,91.60
3214.00,91.63
3213.00,91.65
3212.00,91.68
3211.00,91.70
3210.00,91.73
3209.00,91.76
3208.00,91.79
3207.00,91.82
3206.00,91.85
3205.00,91.88
3204.00,91.91
3203.00,91.94
3202.00,91.97
3201.00,92.01
3200.00,92.04
3199.00,92.06
3198.00,92.09
3197.00,92.12
3196.00,92.14
3195.00,92.18
3194.00,92.21
3193.00,92.24
3192.00,92.27
3191.00,92.30
3190.00,92.33
3189.00,92.37
3188.00,92.40
3187.00,92.43
3186.00,92.46
3185.00,92.49
3184.00,92.51
3183.00,92.54
3182.00,92.58
3181.00,92.61
3180.00,92.64
3179.00,92.68
3178.00,92.71
3177.00,92.74
3176.00,92.77
3175.00,92.80
3174.00,92.83
3173.00,92.86
3172.00,92.89
3171.00,92.92
3170.00,92.96
3169.00,92.99
3168.00,93.03
3167.00,93.06
3166.00,93.09
3165.00,93.12
3164.00,93.14
3163.00,93.17
3162.00,93.20
3161.00,93.23
3160.00,93.27
3159.00,93.30
3158.00,93.33
3157.00,93.36
3156.00,93.39
3155.00,93.42
3154.00,93.45
3153.00,93.48
3152.00,93.51
3151.00,93.54
3150.00,93.57
3149.00,93.60
3148.00,93.64
3147.00,93.67
3146.00,93.70
3145.00,93.73
3144.00,93.76
3143.00,93.79
3142.00,93.81
3141.00,93.84
3140.00,93.87
3139.00,93.90
3138.00,93.93
3137.00,93.95
3136.00,93.98
3135.00,94.01
3134.00,94.04
3133.00,94.06
3132.00,94.09
3131.00,94.12
3130.00,94.14
3129.00,94.17
3128.00,94.20
3127.00,94.23
3126.00,94.26
3125.00,94.29
3124.00,94.32
3123.00,94.34
3122.00,94.37
3121.00,94.39
3120.00,94.42
3119.00,94.45
3118.00,94.47
3117.00,94.50
3116.00,94.52
3115.00,94.55
3114.00,94.58
3113.00,94.60
3112.00,94.63
3111.00,94.66
3110.00,94.68
3109.00,94.70
3108.00,94.72
3107.00,94.75
3106.00,94.78
3105.00,94.80
3104.00,94.83
3103.00,94.85
3102.00,94.88
3101.00,94.90
3100.00,94.92
3099.00,94.95
3098.00,94.97
3097.00,94.99
3096.00,95.01
3095.00,95.03
3094.00,95.06
3093.00,95.08
3092.00,95.10
3091.00,95.12
3090.00,95.14
3089.00,95.16
3088.00,95.18
3087.00,95.20
3086.00,95.22
3085.00,95.24
3084.00,95.27
3083.00,95.29
3082.00,95.31
3081.00,95.33
3080.00,95.35
3079.00,95.37
3078.00,95.39
3077.00,95.41
3076.00,95.43
3075.00,95.44
3074.00,95.46
3073.00,95.48
3072.00,95.50
3071.00,95.52
3070.00,95.54
3069.00,95.55
3068.00,95.57
3067.00,95.59
3066.00,95.61
3065.00,95.62
3064.00,95.64
3063.00,95.66
3062.00,95.67
3061.00,95.69
3060.00,95.71
3059.00,95.73
3058.00,95.75
3057.00,95.76
3056.00,95.78
3055.00,95.79
3054.00,95.81
3053.00,95.83
3052.00,95.84
3051.00,95.86
3050.00,95.87
3049.00,95.88
3048.00,95.90
3047.00,95.92
3046.00,95.93
3045.00,95.95
3044.00,95.96
3043.00,95.97
3042.00,95.98
3041.00,95.99
3040.00,96.00
3039.00,96.01
3038.00,96.03
3037.00,96.04
3036.00,96.06
3035.00,96.07
3034.00,96.08
3033.00,96.09
3032.00,96.10
3031.00,96.11
3030.00,96.12
3029.00,96.13
3028.00,96.15
3027.00,96.16
3026.00,96.17
3025.00,96.18
3024.00,96.19
3023.00,96.20
3022.00,96.21
3021.00,96.22
3020.00,96.23
3019.00,96.24
3018.00,96.25
3017.00,96.27
3016.00,96.28
3015.00,96.29
3014.00,96.29
3013.00,96.30
3012.00,96.31
3011.00,96.32
3010.00,96.33
3009.00,96.34
3008.00,96.35
3007.00,96.35
3006.00,96.36
3005.00,96.37
3004.00,96.38
3003.00,96.38
3002.00,96.38
3001.00,96.38
3000.00,96.38
2999.00,96.39
2998.00,96.39
2997.00,96.39
2996.00,96.38
2995.00,96.38
2994.00,96.38
2993.00,96.37
2992.00,96.37
2991.00,96.36
2990.00,96.35
2989.00,96.34
2988.00,96.34
2987.00,96.33
2986.00,96.32
2985.00,96.30
2984.00,96.29
2983.00,96.27
2982.00,96.25
2981.00,96.23
2980.00,96.21
2979.00,96.18
2978.00,96.16
2977.00,96.13
2976.00,96.10
2975.00,96.06
2974.00,96.02
2973.00,95.98
2972.00,95.93
2971.00,95.88
2970.00,95.82
2969.00,95.76
2968.00,95.69
2967.00,95.62
2966.00,95.53
2965.00,95.44
2964.00,95.34
2963.00,95.23
2962.00,95.11
2961.00,94.99
2960.00,94.86
2959.00,94.73
2958.00,94.58
2957.00,94.43
2956.00,94.27
2955.00,94.11
2954.00,93.95
2953.00,93.79
2952.00,93.63
2951.00,93.48
2950.00,93.34
2949.00,93.20
2948.00,93.08
2947.00,92.96
2946.00,92.85
2945.00,92.76
2944.00,92.69
2943.00,92.63
2942.00,92.58
2941.00,92.55
2940.00,92.52
2939.00,92.51
2938.00,92.51
2937.00,92.52
2936.00,92.53
2935.00,92.55
2934.00,92.57
2933.00,92.59
2932.00,92.62
2931.00,92.64
2930.00,92.66
2929.00,92.67
2928.00,92.67
2927.00,92.67
2926.00,92.67
2925.00,92.65
2924.00,92.63
2923.00,92.60
2922.00,92.57
2921.00,92.53
2920.00,92.49
2919.00,92.44
2918.00,92.40
2917.00,92.35
2916.00,92.30
2915.00,92.26
2914.00,92.22
2913.00,92.19
2912.00,92.17
2911.00,92.16
2910.00,92.16
2909.00,92.17
2908.00,92.19
2907.00,92.22
2906.00,92.26
2905.00,92.32
2904.00,92.39
2903.00,92.47
2902.00,92.56
2901.00,92.66
2900.00,92.76
2899.00,92.87
2898.00,92.98
2897.00,93.09
2896.00,93.20
2895.00,93.31
2894.00,93.42
2893.00,93.52
2892.00,93.61
2891.00,93.70
2890.00,93.79
2889.00,93.87
2888.00,93.95
2887.00,94.01
2886.00,94.07
2885.00,94.12
2884.00,94.17
2883.00,94.21
2882.00,94.25
2881.00,94.29
2880.00,94.32
2879.00,94.35
2878.00,94.38
2877.00,94.41
2876.00,94.43
2875.00,94.46
2874.00,94.48
2873.00,94.50
2872.00,94.52
2871.00,94.54
2870.00,94.56
2869.00,94.57
2868.00,94.59
2867.00,94.61
2866.00,94.62
2865.00,94.64
2864.00,94.65
2863.00,94.67
2862.00,94.68
2861.00,94.70
2860.00,94.72
2859.00,94.73
2858.00,94.75
2857.00,94.77
2856.00,94.78
2855.00,94.80
2854.00,94.82
2853.00,94.83
2852.00,94.85
2851.00,94.86
2850.00,94.87
2849.00,94.89
2848.00,94.90
2847.00,94.92
2846.00,94.93
2845.00,94.95
2844.00,94.96
2843.00,94.98
2842.00,95.01
2841.00,95.03
2840.00,95.05
2839.00,95.07
2838.00,95.09
2837.00,95.12
2836.00,95.14
2835.00,95.16
2834.00,95.18
2833.00,95.20
2832.00,95.22
2831.00,95.24
2830.00,95.26
2829.00,95.28
2828.00,95.30
2827.00,95.32
2826.00,95.34
2825.00,95.36
2824.00,95.39
2823.00,95.41
2822.00,95.44
2821.00,95.46
2820.00,95.48
2819.00,95.50
2818.00,95.53
2817.00,95.55
2816.00,95.58
2815.00,95.61
2814.00,95.63
2813.00,95.66
2812.00,95.68
2811.00,95.71
2810.00,95.73
2809.00,95.76
2808.00,95.78
2807.00,95.81
2806.00,95.83
2805.00,95.86
2804.00,95.88
2803.00,95.90
2802.00,95.91
2801.00,95.93
2800.00,95.95
2799.00,95.96
2798.00,95.98
2797.00,96.00
2796.00,96.02
2795.00,96.03
2794.00,96.05
2793.00,96.06
2792.00,96.07
2791.00,96.08
2790.00,96.09
2789.00,96.10
2788.00,96.11
2787.00,96.13
2786.00,96.14
2785.00,96.14
2784.00,96.15
2783.00,96.16
2782.00,96.17
2781.00,96.18
2780.00,96.19
2779.00,96.19
2778.00,96.20
2777.00,96.20
2776.00,96.21
2775.00,96.22
2774.00,96.22
2773.00,96.23
2772.00,96.23
2771.00,96.23
2770.00,96.24
2769.00,96.24
2768.00,96.24
2767.00,96.25
2766.00,96.25
2765.00,96.26
2764.00,96.26
2763.00,96.27
2762.00,96.27
2761.00,96.27
2760.00,96.28
2759.00,96.28
2758.00,96.29
2757.00,96.29
2756.00,96.30
2755.00,96.30
2754.00,96.30
2753.00,96.30
2752.00,96.31
2751.00,96.31
2750.00,96.31
2749.00,96.32
2748.00,96.32
2747.00,96.32
2746.00,96.33
2745.00,96.34
2744.00,96.34
2743.00,96.34
2742.00,96.35
2741.00,96.35
2740.00,96.35
2739.00,96.36
2738.00,96.36
2737.00,96.36
2736.00,96.37
2735.00,96.38
2734.00,96.38
2733.00,96.39
2732.00,96.39
2731.00,96.40
2730.00,96.40
2729.00,96.40
2728.00,96.41
2727.00,96.41
2726.00,96.42
2725.00,96.42
2724.00,96.42
2723.00,96.43
2722.00,96.43
2721.00,96.44
2720.00,96.44
2719.00,96.44
2718.00,96.45
2717.00,96.45
2716.00,96.45
2715.00,96.45
2714.00,96.45
2713.00,96.46
2712.00,96.46
2711.00,96.46
2710.00,96.47
2709.00,96.47
2708.00,96.47
2707.00,96.48
2706.00,96.48
2705.00,96.48
2704.00,96.48
2703.00,96.48
2702.00,96.48
2701.00,96.48
2700.00,96.48
2699.00,96.48
2698.00,96.48
2697.00,96.49
2696.00,96.48
2695.00,96.48
2694.00,96.48
2693.00,96.49
2692.00,96.49
2691.00,96.49
2690.00,96.49
2689.00,96.49
2688.00,96.49
2687.00,96.50
2686.00,96.50
2685.00,96.50
2684.00,96.50
2683.00,96.50
2682.00,96.50
2681.00,96.50
2680.00,96.51
2679.00,96.51
2678.00,96.51
2677.00,96.51
2676.00,96.51
2675.00,96.52
2674.00,96.52
2673.00,96.52
2672.00,96.52
2671.00,96.52
2670.00,96.52
2669.00,96.52
2668.00,96.53
2667.00,96.53
2666.00,96.53
2665.00,96.53
2664.00,96.53
2663.00,96.53
2662.00,96.52
2661.00,96.52
2660.00,96.51
2659.00,96.51
2658.00,96.51
2657.00,96.51
2656.00,96.51
2655.00,96.51
2654.00,96.51
2653.00,96.51
2652.00,96.51
2651.00,96.51
2650.00,96.51
2649.00,96.52
2648.00,96.52
2647.00,96.52
2646.00,96.53
2645.00,96.53
2644.00,96.53
2643.00,96.53
2642.00,96.54
2641.00,96.54
2640.00,96.54
2639.00,96.54
2638.00,96.54
2637.00,96.55
2636.00,96.55
2635.00,96.55
2634.00,96.56
2633.00,96.57
2632.00,96.57
2631.00,96.57
2630.00,96.58
2629.00,96.58
2628.00,96.58
2627.00,96.59
2626.00,96.59
2625.00,96.60
2624.00,96.60
2623.00,96.60
2622.00,96.61
2621.00,96.61
2620.00,96.62
2619.00,96.62
2618.00,96.63
2617.00,96.63
2616.00,96.63
2615.00,96.63
2614.00,96.63
2613.00,96.63
2612.00,96.64
2611.00,96.64
2610.00,96.65
2609.00,96.66
2608.00,96.66
2607.00,96.66
2606.00,96.67
2605.00,96.67
2604.00,96.68
2603.00,96.68
2602.00,96.69
2601.00,96.69
2600.00,96.70
2599.00,96.70
2598.00,96.70
2597.00,96.71
2596.00,96.71
2595.00,96.71
2594.00,96.72
2593.00,96.72
2592.00,96.73
2591.00,96.74
2590.00,96.74
2589.00,96.75
2588.00,96.75
2587.00,96.75
2586.00,96.75
2585.00,96.75
2584.00,96.75
2583.00,96.75
2582.00,96.75
2581.00,96.76
2580.00,96.76
2579.00,96.77
2578.00,96.77
2577.00,96.78
2576.00,96.78
2575.00,96.78
2574.00,96.78
2573.00,96.78
2572.00,96.78
2571.00,96.79
2570.00,96.79
2569.00,96.78
2568.00,96.78
2567.00,96.79
2566.00,96.79
2565.00,96.80
2564.00,96.80
2563.00,96.80
2562.00,96.81
2561.00,96.81
2560.00,96.80
2559.00,96.80
2558.00,96.81
2557.00,96.81
2556.00,96.81
2555.00,96.82
2554.00,96.82
2553.00,96.82
2552.00,96.83
2551.00,96.83
2550.00,96.83
2549.00,96.84
2548.00,96.84
2547.00,96.83
2546.00,96.83
2545.00,96.83
2544.00,96.83
2543.00,96.83
2542.00,96.83
2541.00,96.83
2540.00,96.83
2539.00,96.83
2538.00,96.84
2537.00,96.83
2536.00,96.83
2535.00,96.83
2534.00,96.83
2533.00,96.83
2532.00,96.84
2531.00,96.85
2530.00,96.85
2529.00,96.85
2528.00,96.85
2527.00,96.85
2526.00,96.85
2525.00,96.85
2524.00,96.85
2523.00,96.85
2522.00,96.85
2521.00,96.86
2520.00,96.86
2519.00,96.86
2518.00,96.87
2517.00,96.87
2516.00,96.87
2515.00,96.88
2514.00,96.88
2513.00,96.88
2512.00,96.88
2511.00,96.88
2510.00,96.88
2509.00,96.88
2508.00,96.89
2507.00,96.89
2506.00,96.90
2505.00,96.90
2504.00,96.90
2503.00,96.89
2502.00,96.89
2501.00,96.90
2500.00,96.90
2499.00,96.90
2498.00,96.90
2497.00,96.90
2496.00,96.90
2495.00,96.91
2494.00,96.91
2493.00,96.92
2492.00,96.92
2491.00,96.92
2490.00,96.92
2489.00,96.92
2488.00,96.92
2487.00,96.93
2486.00,96.93
2485.00,96.93
2484.00,96.94
2483.00,96.94
2482.00,96.94
2481.00,96.95
2480.00,96.95
2479.00,96.95
2478.00,96.96
2477.00,96.96
2476.00,96.96
2475.00,96.96
2474.00,96.96
2473.00,96.96
2472.00,96.96
2471.00,96.96
2470.00,96.96
2469.00,96.97
2468.00,96.97
2467.00,96.97
2466.00,96.97
2465.00,96.97
2464.00,96.97
2463.00,96.97
2462.00,96.97
2461.00,96.97
2460.00,96.97
2459.00,96.97
2458.00,96.97
2457.00,96.97
2456.00,96.97
2455.00,96.97
2454.00,96.97
2453.00,96.97
2452.00,96.97
2451.00,96.97
