Created as New Dataset,PP granule 5mm GF
cm-1,%T
4000.00,100.00
3999.00,100.00
3998.00,100.00
3997.00,100.00
3996.00,100.00
3995.00,100.00
3994.00,100.00
3993.00,100.00
3992.00,100.00
3991.00,100.00
3990.00,100.00
3989.00,100.00
3988.00,100.00
3987.00,100.00
3986.00,100.00
3985.00,100.00
3984.00,100.00
3983.00,100.00
3982.00,100.01
3981.00,100.01
3980.00,100.01
3979.00,100.01
3978.00,100.01
3977.00,100.01
3976.00,100.00
3975.00,100.00
3974.00,100.00
3973.00,100.00
3972.00,100.00
3971.00,100.00
3970.00,100.00
3969.00,100.00
3968.00,100.00
3967.00,100.00
3966.00,100.00
3965.00,100.01
3964.00,100.01
3963.00,100.00
3962.00,100.00
3961.00,100.00
3960.00,100.00
3959.00,100.00
3958.00,100.00
3957.00,100.00
3956.00,100.00
3955.00,100.00
3954.00,100.00
3953.00,100.00
3952.00,100.00
3951.00,100.00
3950.00,100.00
3949.00,100.00
3948.00,100.00
3947.00,100.00
3946.00,100.00
3945.00,100.00
3944.00,100.00
3943.00,100.00
3942.00,100.00
3941.00,100.00
3940.00,100.00
3939.00,100.00
3938.00,100.00
3937.00,100.00
3936.00,100.00
3935.00,100.00
3934.00,100.00
3933.00,99.99
3932.00,99.99
3931.00,99.99
3930.00,99.99
3929.00,99.99
3928.00,99.99
3927.00,99.99
3926.00,99.99
3925.00,99.99
3924.00,99.99
3923.00,99.99
3922.00,99.99
3921.00,99.99
3920.00,99.99
3919.00,99.99
3918.00,99.99
3917.00,99.99
3916.00,99.99
3915.00,99.99
3914.00,99.99
3913.00,99.99
3912.00,99.99
3911.00,99.99
3910.00,99.99
3909.00,99.99
3908.00,99.99
3907.00,99.99
3906.00,99.99
3905.00,99.98
3904.00,99.99
3903.00,99.99
3902.00,99.99
3901.00,99.99
3900.00,99.99
3899.00,99.99
3898.00,99.99
3897.00,99.99
3896.00,99.99
3895.00,99.99
3894.00,99.99
3893.00,99.99
3892.00,99.99
3891.00,99.99
3890.00,99.99
3889.00,99.99
3888.00,99.99
3887.00,99.98
3886.00,99.98
3885.00,99.98
3884.00,99.99
3883.00,99.99
3882.00,99.98
3881.00,99.98
3880.00,99.98
3879.00,99.98
3878.00,99.98
3877.00,99.98
3876.00,99.98
3875.00,99.97
3874.00,99.97
3873.00,99.97
3872.00,99.98
3871.00,99.97
3870.00,99.97
3869.00,99.98
3868.00,99.98
3867.00,99.98
3866.00,99.98
3865.00,99.98
3864.00,99.98
3863.00,99.98
3862.00,99.98
3861.00,99.98
3860.00,99.98
3859.00,99.98
3858.00,99.99
3857.00,99.99
3856.00,100.00
3855.00,99.99
3854.00,99.99
3853.00,99.99
3852.00,99.99
3851.00,99.99
3850.00,99.99
3849.00,99.99
3848.00,99.99
3847.00,99.98
3846.00,99.98
3845.00,99.98
3844.00,99.97
3843.00,99.97
3842.00,99.97
3841.00,99.97
3840.00,99.97
3839.00,99.97
3838.00,99.98
3837.00,99.98
3836.00,99.98
3835.00,99.97
3834.00,99.97
3833.00,99.96
3832.00,99.96
3831.00,99.96
3830.00,99.97
3829.00,99.97
3828.00,99.97
3827.00,99.96
3826.00,99.96
3825.00,99.96
3824.00,99.97
3823.00,99.96
3822.00,99.96
3821.00,99.96
3820.00,99.97
3819.00,99.98
3818.00,99.98
3817.00,99.98
3816.00,99.97
3815.00,99.97
3814.00,99.98
3813.00,99.97
3812.00,99.97
3811.00,99.97
3810.00,99.97
3809.00,99.97
3808.00,99.96
3807.00,99.96
3806.00,99.96
3805.00,99.97
3804.00,99.97
3803.00,99.97
3802.00,99.97
3801.00,99.97
3800.00,99.98
3799.00,99.98
3798.00,99.97
3797.00,99.97
3796.00,99.97
3795.00,99.96
3794.00,99.96
3793.00,99.96
3792.00,99.95
3791.00,99.95
3790.00,99.95
3789.00,99.96
3788.00,99.96
3787.00,99.96
3786.00,99.96
3785.00,99.95
3784.00,99.95
3783.00,99.95
3782.00,99.96
3781.00,99.95
3780.00,99.95
3779.00,99.95
3778.00,99.96
3777.00,99.96
3776.00,99.96
3775.00,99.96
3774.00,99.95
3773.00,99.95
3772.00,99.95
3771.00,99.95
3770.00,99.95
3769.00,99.95
3768.00,99.95
3767.00,99.95
3766.00,99.95
3765.00,99.95
3764.00,99.95
3763.00,99.95
3762.00,99.95
3761.00,99.95
3760.00,99.95
3759.00,99.95
3758.00,99.95
3757.00,99.95
3756.00,99.95
3755.00,99.95
3754.00,99.95
3753.00,99.96
3752.00,99.96
3751.00,99.96
3750.00,99.96
3749.00,99.96
3748.00,99.96
3747.00,99.97
3746.00,99.96
3745.00,99.96
3744.00,99.96
3743.00,99.96
3742.00,99.96
3741.00,99.95
3740.00,99.95
3739.00,99.95
3738.00,99.95
3737.00,99.95
3736.00,99.95
3735.00,99.95
3734.00,99.95
3733.00,99.95
3732.00,99.95
3731.00,99.95
3730.00,99.95
3729.00,99.95
3728.00,99.95
3727.00,99.95
3726.00,99.95
3725.00,99.95
3724.00,99.94
3723.00,99.94
3722.00,99.94
3721.00,99.94
3720.00,99.94
3719.00,99.95
3718.00,99.95
3717.00,99.95
3716.00,99.95
3715.00,99.95
3714.00,99.95
3713.00,99.95
3712.00,99.95
3711.00,99.96
3710.00,99.96
3709.00,99.96
3708.00,99.96
3707.00,99.95
3706.00,99.95
3705.00,99.95
3704.00,99.95
3703.00,99.95
3702.00,99.95
3701.00,99.95
3700.00,99.95
3699.00,99.95
3698.00,99.96
3697.00,99.96
3696.00,99.96
3695.00,99.96
3694.00,99.96
3693.00,99.96
3692.00,99.96
3691.00,99.96
3690.00,99.96
3689.00,99.95
3688.00,99.95
3687.00,99.96
3686.00,99.96
3685.00,99.96
3684.00,99.95
3683.00,99.95
3682.00,99.94
3681.00,99.94
3680.00,99.94
3679.00,99.94
3678.00,99.95
3677.00,99.95
3676.00,99.95
3675.00,99.96
3674.00,99.96
3673.00,99.97
3672.00,99.97
3671.00,99.96
3670.00,99.96
3669.00,99.96
3668.00,99.96
3667.00,99.96
3666.00,99.95
3665.00,99.95
3664.00,99.95
3663.00,99.95
3662.00,99.95
3661.00,99.95
3660.00,99.95
3659.00,99.95
3658.00,99.95
3657.00,99.95
3656.00,99.95
3655.00,99.95
3654.00,99.95
3653.00,99.96
3652.00,99.96
3651.00,99.96
3650.00,99.96
3649.00,99.96
3648.00,99.96
3647.00,99.96
3646.00,99.96
3645.00,99.96
3644.00,99.96
3643.00,99.96
3642.00,99.96
3641.00,99.96
3640.00,99.96
3639.00,99.97
3638.00,99.97
3637.00,99.97
3636.00,99.96
3635.00,99.95
3634.00,99.95
3633.00,99.95
3632.00,99.96
3631.00,99.96
3630.00,99.96
3629.00,99.96
3628.00,99.97
3627.00,99.97
3626.00,99.97
3625.00,99.97
3624.00,99.97
3623.00,99.97
3622.00,99.97
3621.00,99.97
3620.00,99.96
3619.00,99.96
3618.00,99.96
3617.00,99.96
3616.00,99.97
3615.00,99.97
3614.00,99.96
3613.00,99.97
3612.00,99.97
3611.00,99.97
3610.00,99.97
3609.00,99.97
3608.00,99.97
3607.00,99.97
3606.00,99.97
3605.00,99.97
3604.00,99.98
3603.00,99.98
3602.00,99.98
3601.00,99.98
3600.00,99.98
3599.00,99.98
3598.00,99.98
3597.00,99.98
3596.00,99.97
3595.00,99.97
3594.00,99.97
3593.00,99.97
3592.00,99.97
3591.00,99.97
3590.00,99.97
3589.00,99.97
3588.00,99.97
3587.00,99.97
3586.00,99.97
3585.00,99.97
3584.00,99.97
3583.00,99.97
3582.00,99.97
3581.00,99.97
3580.00,99.97
3579.00,99.97
3578.00,99.97
3577.00,99.97
3576.00,99.97
3575.00,99.97
3574.00,99.97
3573.00,99.97
3572.00,99.97
3571.00,99.97
3570.00,99.97
3569.00,99.96
3568.00,99.96
3567.00,99.96
3566.00,99.96
3565.00,99.97
3564.00,99.97
3563.00,99.97
3562.00,99.97
3561.00,99.97
3560.00,99.97
3559.00,99.97
3558.00,99.97
3557.00,99.97
3556.00,99.96
3555.00,99.96
3554.00,99.96
3553.00,99.96
3552.00,99.97
3551.00,99.97
3550.00,99.97
3549.00,99.97
3548.00,99.97
3547.00,99.97
3546.00,99.97
3545.00,99.97
3544.00,99.97
3543.00,99.97
3542.00,99.97
3541.00,99.96
3540.00,99.96
3539.00,99.96
3538.00,99.97
3537.00,99.97
3536.00,99.97
3535.00,99.97
3534.00,99.97
3533.00,99.96
3532.00,99.96
3531.00,99.96
3530.00,99.96
3529.00,99.97
3528.00,99.97
3527.00,99.97
3526.00,99.97
3525.00,99.97
3524.00,99.96
3523.00,99.96
3522.00,99.96
3521.00,99.96
3520.00,99.96
3519.00,99.96
3518.00,99.96
3517.00,99.96
3516.00,99.97
3515.00,99.97
3514.00,99.97
3513.00,99.96
3512.00,99.96
3511.00,99.96
3510.00,99.97
3509.00,99.97
3508.00,99.97
3507.00,99.96
3506.00,99.96
3505.00,99.96
3504.00,99.96
3503.00,99.96
3502.00,99.96
3501.00,99.95
3500.00,99.95
3499.00,99.95
3498.00,99.95
3497.00,99.96
3496.00,99.96
3495.00,99.96
3494.00,99.97
3493.00,99.97
3492.00,99.97
3491.00,99.97
3490.00,99.97
3489.00,99.97
3488.00,99.97
3487.00,99.97
3486.00,99.97
3485.00,99.97
3484.00,99.97
3483.00,99.97
3482.00,99.96
3481.00,99.96
3480.00,99.97
3479.00,99.97
3478.00,99.97
3477.00,99.97
3476.00,99.96
3475.00,99.96
3474.00,99.96
3473.00,99.96
3472.00,99.96
3471.00,99.96
3470.00,99.97
3469.00,99.97
3468.00,99.97
3467.00,99.96
3466.00,99.96
3465.00,99.96
3464.00,99.96
3463.00,99.96
3462.00,99.96
3461.00,99.97
3460.00,99.97
3459.00,99.97
3458.00,99.97
3457.00,99.97
3456.00,99.96
3455.00,99.96
3454.00,99.96
3453.00,99.96
3452.00,99.96
3451.00,99.96
3450.00,99.96
3449.00,99.96
3448.00,99.96
3447.00,99.96
3446.00,99.96
3445.00,99.96
3444.00,99.96
3443.00,99.97
3442.00,99.97
3441.00,99.97
3440.00,99.97
3439.00,99.97
3438.00,99.97
3437.00,99.96
3436.00,99.96
3435.00,99.96
3434.00,99.96
3433.00,99.96
3432.00,99.96
3431.00,99.97
3430.00,99.97
3429.00,99.97
3428.00,99.97
3427.00,99.97
3426.00,99.97
3425.00,99.97
3424.00,99.97
3423.00,99.97
3422.00,99.97
3421.00,99.97
3420.00,99.96
3419.00,99.96
3418.00,99.96
3417.00,99.96
3416.00,99.96
3415.00,99.96
3414.00,99.96
3413.00,99.96
3412.00,99.96
3411.00,99.96
3410.00,99.96
3409.00,99.96
3408.00,99.96
3407.00,99.97
3406.00,99.97
3405.00,99.97
3404.00,99.97
3403.00,99.97
3402.00,99.97
3401.00,99.97
3400.00,99.97
3399.00,99.96
3398.00,99.96
3397.00,99.96
3396.00,99.96
3395.00,99.96
3394.00,99.96
3393.00,99.96
3392.00,99.96
3391.00,99.96
3390.00,99.96
3389.00,99.96
3388.00,99.96
3387.00,99.96
3386.00,99.96
3385.00,99.96
3384.00,99.96
3383.00,99.95
3382.00,99.95
3381.00,99.95
3380.00,99.96
3379.00,99.96
3378.00,99.96
3377.00,99.96
3376.00,99.96
3375.00,99.96
3374.00,99.96
3373.00,99.96
3372.00,99.96
3371.00,99.96
3370.00,99.96
3369.00,99.96
3368.00,99.96
3367.00,99.96
3366.00,99.96
3365.00,99.96
3364.00,99.96
3363.00,99.96
3362.00,99.96
3361.00,99.96
3360.00,99.96
3359.00,99.96
3358.00,99.95
3357.00,99.95
3356.00,99.94
3355.00,99.94
3354.00,99.95
3353.00,99.95
3352.00,99.96
3351.00,99.96
3350.00,99.96
3349.00,99.96
3348.00,99.96
3347.00,99.96
3346.00,99.96
3345.00,99.96
3344.00,99.96
3343.00,99.96
3342.00,99.96
3341.00,99.96
3340.00,99.96
3339.00,99.96
3338.00,99.96
3337.00,99.96
3336.00,99.96
3335.00,99.96
3334.00,99.96
3333.00,99.96
3332.00,99.96
3331.00,99.96
3330.00,99.96
3329.00,99.96
3328.00,99.96
3327.00,99.96
3326.00,99.96
3325.00,99.96
3324.00,99.96
3323.00,99.96
3322.00,99.96
3321.00,99.96
3320.00,99.96
3319.00,99.96
3318.00,99.96
3317.00,99.95
3316.00,99.95
3315.00,99.95
3314.00,99.95
3313.00,99.95
3312.00,99.96
3311.00,99.96
3310.00,99.96
3309.00,99.97
3308.00,99.97
3307.00,99.96
3306.00,99.96
3305.00,99.96
3304.00,99.96
3303.00,99.96
3302.00,99.96
3301.00,99.96
3300.00,99.96
3299.00,99.96
3298.00,99.96
3297.00,99.96
3296.00,99.96
3295.00,99.96
3294.00,99.95
3293.00,99.95
3292.00,99.95
3291.00,99.95
3290.00,99.95
3289.00,99.95
3288.00,99.95
3287.00,99.95
3286.00,99.95
3285.00,99.96
3284.00,99.96
3283.00,99.96
3282.00,99.96
3281.00,99.96
3280.00,99.96
3279.00,99.96
3278.00,99.96
3277.00,99.96
3276.00,99.96
3275.00,99.95
3274.00,99.95
3273.00,99.95
3272.00,99.95
3271.00,99.95
3270.00,99.95
3269.00,99.95
3268.00,99.95
3267.00,99.95
3266.00,99.96
3265.00,99.96
3264.00,99.96
3263.00,99.96
3262.00,99.95
3261.00,99.95
3260.00,99.95
3259.00,99.95
3258.00,99.95
3257.00,99.96
3256.00,99.96
3255.00,99.95
3254.00,99.95
3253.00,99.95
3252.00,99.95
3251.00,99.95
3250.00,99.95
3249.00,99.95
3248.00,99.95
3247.00,99.95
3246.00,99.95
3245.00,99.95
3244.00,99.95
3243.00,99.95
3242.00,99.95
3241.00,99.95
3240.00,99.95
3239.00,99.95
3238.00,99.94
3237.00,99.94
3236.00,99.94
3235.00,99.95
3234.00,99.95
3233.00,99.95
3232.00,99.95
3231.00,99.95
3230.00,99.95
3229.00,99.95
3228.00,99.95
3227.00,99.95
3226.00,99.95
3225.00,99.95
3224.00,99.95
3223.00,99.95
3222.00,99.94
3221.00,99.94
3220.00,99.93
3219.00,99.93
3218.00,99.93
