Created as New Dataset,Acrylic Red
cm-1,%T
2468.00,98.56
2467.00,98.56
2466.00,98.56
2465.00,98.56
2464.00,98.56
2463.00,98.55
2462.00,98.55
2461.00,98.54
2460.00,98.54
2459.00,98.53
2458.00,98.53
2457.00,98.53
2456.00,98.52
2455.00,98.52
2454.00,98.51
2453.00,98.51
2452.00,98.51
2451.00,98.52
2450.00,98.52
2449.00,98.53
2448.00,98.53
2447.00,98.53
2446.00,98.53
2445.00,98.52
2444.00,98.52
2443.00,98.53
2442.00,98.53
2441.00,98.53
2440.00,98.54
2439.00,98.54
2438.00,98.54
2437.00,98.54
2436.00,98.54
2435.00,98.53
2434.00,98.53
2433.00,98.53
2432.00,98.53
2431.00,98.53
2430.00,98.53
2429.00,98.53
2428.00,98.53
2427.00,98.53
2426.00,98.54
2425.00,98.54
2424.00,98.54
2423.00,98.53
2422.00,98.53
2421.00,98.53
2420.00,98.53
2419.00,98.53
2418.00,98.53
2417.00,98.53
2416.00,98.53
2415.00,98.54
2414.00,98.54
2413.00,98.53
2412.00,98.53
2411.00,98.53
2410.00,98.54
2409.00,98.54
2408.00,98.55
2407.00,98.55
2406.00,98.56
2405.00,98.56
2404.00,98.57
2403.00,98.56
2402.00,98.56
2401.00,98.56
2400.00,98.57
2399.00,98.57
2398.00,98.57
2397.00,98.57
2396.00,98.57
2395.00,98.57
2394.00,98.57
2393.00,98.57
2392.00,98.57
2391.00,98.57
2390.00,98.58
2389.00,98.58
2388.00,98.58
2387.00,98.59
2386.00,98.59
2385.00,98.60
2384.00,98.61
2383.00,98.62
2382.00,98.62
2381.00,98.63
2380.00,98.64
2379.00,98.65
2378.00,98.66
2377.00,98.66
2376.00,98.65
2375.00,98.64
2374.00,98.64
2373.00,98.63
2372.00,98.64
2371.00,98.64
2370.00,98.65
2369.00,98.65
2368.00,98.66
2367.00,98.65
2366.00,98.64
2365.00,98.63
2364.00,98.63
2363.00,98.63
2362.00,98.63
2361.00,98.64
2360.00,98.64
2359.00,98.64
2358.00,98.63
2357.00,98.63
2356.00,98.64
2355.00,98.64
2354.00,98.65
2353.00,98.64
2352.00,98.63
2351.00,98.62
2350.00,98.61
2349.00,98.60
2348.00,98.60
2347.00,98.60
2346.00,98.60
2345.00,98.60
2344.00,98.59
2343.00,98.58
2342.00,98.58
2341.00,98.58
2340.00,98.58
2339.00,98.57
2338.00,98.56
2337.00,98.55
2336.00,98.55
2335.00,98.55
2334.00,98.56
2333.00,98.56
2332.00,98.57
2331.00,98.57
2330.00,98.57
2329.00,98.56
2328.00,98.54
2327.00,98.50
2326.00,98.44
2325.00,98.39
2324.00,98.36
2323.00,98.35
2322.00,98.37
2321.00,98.39
2320.00,98.41
2319.00,98.42
2318.00,98.43
2317.00,98.44
2316.00,98.45
2315.00,98.46
2314.00,98.46
2313.00,98.47
2312.00,98.47
2311.00,98.47
2310.00,98.47
2309.00,98.46
2308.00,98.46
2307.00,98.45
2306.00,98.45
2305.00,98.44
2304.00,98.44
2303.00,98.44
2302.00,98.43
2301.00,98.43
2300.00,98.42
2299.00,98.42
2298.00,98.41
2297.00,98.41
2296.00,98.40
2295.00,98.39
2294.00,98.39
2293.00,98.38
2292.00,98.37
2291.00,98.36
2290.00,98.35
2289.00,98.33
2288.00,98.32
2287.00,98.30
2286.00,98.30
2285.00,98.29
2284.00,98.30
2283.00,98.31
2282.00,98.32
2281.00,98.33
2280.00,98.34
2279.00,98.34
2278.00,98.34
2277.00,98.35
2276.00,98.35
2275.00,98.36
2274.00,98.36
2273.00,98.35
2272.00,98.35
2271.00,98.36
2270.00,98.36
2269.00,98.36
2268.00,98.37
2267.00,98.38
2266.00,98.39
2265.00,98.39
2264.00,98.40
2263.00,98.40
2262.00,98.40
2261.00,98.39
2260.00,98.39
2259.00,98.38
2258.00,98.38
2257.00,98.38
2256.00,98.39
2255.00,98.40
2254.00,98.41
2253.00,98.41
2252.00,98.40
2251.00,98.40
2250.00,98.40
2249.00,98.40
2248.00,98.40
2247.00,98.40
2246.00,98.40
2245.00,98.39
2244.00,98.39
2243.00,98.39
2242.00,98.38
2241.00,98.37
2240.00,98.36
2239.00,98.36
2238.00,98.36
2237.00,98.37
2236.00,98.37
2235.00,98.36
2234.00,98.36
2233.00,98.36
2232.00,98.36
2231.00,98.36
2230.00,98.36
2229.00,98.37
2228.00,98.37
2227.00,98.37
2226.00,98.37
2225.00,98.38
2224.00,98.38
2223.00,98.38
2222.00,98.37
2221.00,98.37
2220.00,98.36
2219.00,98.36
2218.00,98.36
2217.00,98.36
2216.00,98.36
2215.00,98.35
2214.00,98.35
2213.00,98.35
2212.00,98.35
2211.00,98.35
2210.00,98.35
2209.00,98.35
2208.00,98.35
2207.00,98.35
2206.00,98.34
2205.00,98.34
2204.00,98.33
2203.00,98.33
2202.00,98.33
2201.00,98.32
2200.00,98.32
2199.00,98.31
2198.00,98.30
2197.00,98.29
2196.00,98.29
2195.00,98.29
2194.00,98.29
2193.00,98.30
2192.00,98.29
2191.00,98.28
2190.00,98.27
2189.00,98.25
2188.00,98.23
2187.00,98.22
2186.00,98.21
2185.00,98.22
2184.00,98.24
2183.00,98.28
2182.00,98.31
2181.00,98.33
2180.00,98.34
2179.00,98.32
2178.00,98.29
2177.00,98.28
2176.00,98.29
2175.00,98.31
2174.00,98.32
2173.00,98.32
2172.00,98.31
2171.00,98.28
2170.00,98.24
2169.00,98.19
2168.00,98.16
2167.00,98.13
2166.00,98.11
2165.00,98.09
2164.00,98.07
2163.00,98.05
2162.00,98.03
2161.00,98.06
2160.00,98.15
2159.00,98.32
2158.00,98.50
2157.00,98.63
2156.00,98.69
2155.00,98.69
2154.00,98.65
2153.00,98.61
2152.00,98.57
2151.00,98.55
2150.00,98.53
2149.00,98.52
2148.00,98.52
2147.00,98.53
2146.00,98.52
2145.00,98.52
2144.00,98.51
2143.00,98.51
2142.00,98.52
2141.00,98.52
2140.00,98.52
2139.00,98.51
2138.00,98.51
2137.00,98.52
2136.00,98.54
2135.00,98.57
2134.00,98.60
2133.00,98.63
2132.00,98.63
2131.00,98.62
2130.00,98.60
2129.00,98.58
2128.00,98.56
2127.00,98.54
2126.00,98.52
2125.00,98.51
2124.00,98.49
2123.00,98.47
2122.00,98.46
2121.00,98.45
2120.00,98.44
2119.00,98.43
2118.00,98.42
2117.00,98.41
2116.00,98.39
2115.00,98.37
2114.00,98.36
2113.00,98.36
2112.00,98.35
2111.00,98.35
2110.00,98.35
2109.00,98.34
2108.00,98.33
2107.00,98.33
2106.00,98.33
2105.00,98.33
2104.00,98.33
2103.00,98.33
2102.00,98.33
2101.00,98.33
2100.00,98.33
2099.00,98.33
2098.00,98.33
2097.00,98.35
2096.00,98.37
2095.00,98.40
2094.00,98.41
2093.00,98.41
2092.00,98.40
2091.00,98.38
2090.00,98.36
2089.00,98.35
2088.00,98.34
2087.00,98.33
2086.00,98.32
2085.00,98.32
2084.00,98.31
2083.00,98.29
2082.00,98.28
2081.00,98.27
2080.00,98.26
2079.00,98.27
2078.00,98.27
2077.00,98.28
2076.00,98.28
2075.00,98.28
2074.00,98.27
2073.00,98.26
2072.00,98.25
2071.00,98.25
2070.00,98.25
2069.00,98.26
2068.00,98.26
2067.00,98.26
2066.00,98.26
2065.00,98.25
2064.00,98.25
2063.00,98.25
2062.00,98.25
2061.00,98.25
2060.00,98.24
2059.00,98.23
2058.00,98.22
2057.00,98.20
2056.00,98.20
2055.00,98.20
2054.00,98.19
2053.00,98.17
2052.00,98.13
2051.00,98.08
2050.00,98.06
2049.00,98.08
2048.00,98.11
2047.00,98.14
2046.00,98.16
2045.00,98.17
2044.00,98.17
2043.00,98.17
2042.00,98.17
2041.00,98.17
2040.00,98.16
2039.00,98.14
2038.00,98.11
2037.00,98.11
2036.00,98.12
2035.00,98.15
2034.00,98.18
2033.00,98.20
2032.00,98.21
2031.00,98.21
2030.00,98.19
2029.00,98.19
2028.00,98.18
2027.00,98.18
2026.00,98.17
2025.00,98.18
2024.00,98.21
2023.00,98.23
2022.00,98.24
2021.00,98.25
2020.00,98.25
2019.00,98.25
2018.00,98.27
2017.00,98.29
2016.00,98.30
2015.00,98.29
2014.00,98.28
2013.00,98.27
2012.00,98.26
2011.00,98.25
2010.00,98.23
2009.00,98.22
2008.00,98.24
2007.00,98.27
2006.00,98.31
2005.00,98.34
2004.00,98.35
2003.00,98.35
2002.00,98.33
2001.00,98.31
2000.00,98.29
1999.00,98.27
1998.00,98.25
1997.00,98.23
1996.00,98.22
1995.00,98.20
1994.00,98.19
1993.00,98.19
1992.00,98.19
1991.00,98.18
1990.00,98.17
1989.00,98.15
1988.00,98.14
1987.00,98.14
1986.00,98.14
1985.00,98.14
1984.00,98.11
1983.00,98.07
1982.00,98.02
1981.00,97.98
1980.00,97.97
1979.00,97.99
1978.00,98.06
1977.00,98.14
1976.00,98.21
1975.00,98.25
1974.00,98.26
1973.00,98.27
1972.00,98.27
1971.00,98.26
1970.00,98.25
1969.00,98.26
1968.00,98.28
1967.00,98.28
1966.00,98.27
1965.00,98.27
1964.00,98.27
1963.00,98.28
1962.00,98.29
1961.00,98.32
1960.00,98.35
1959.00,98.37
1958.00,98.38
1957.00,98.39
1956.00,98.39
1955.00,98.38
1954.00,98.37
1953.00,98.36
1952.00,98.37
1951.00,98.37
1950.00,98.38
1949.00,98.38
1948.00,98.38
1947.00,98.38
1946.00,98.37
1945.00,98.38
1944.00,98.39
1943.00,98.40
1942.00,98.41
1941.00,98.42
1940.00,98.43
1939.00,98.43
1938.00,98.44
1937.00,98.45
1936.00,98.46
1935.00,98.45
1934.00,98.45
1933.00,98.46
1932.00,98.47
1931.00,98.48
1930.00,98.49
1929.00,98.50
1928.00,98.50
1927.00,98.50
1926.00,98.50
1925.00,98.50
1924.00,98.50
1923.00,98.50
1922.00,98.50
1921.00,98.50
1920.00,98.49
1919.00,98.49
1918.00,98.48
1917.00,98.47
1916.00,98.47
1915.00,98.48
1914.00,98.49
1913.00,98.50
1912.00,98.51
1911.00,98.51
1910.00,98.51
1909.00,98.52
1908.00,98.52
1907.00,98.51
1906.00,98.51
1905.00,98.51
1904.00,98.52
1903.00,98.53
1902.00,98.54
1901.00,98.54
1900.00,98.55
1899.00,98.55
1898.00,98.55
1897.00,98.55
1896.00,98.55
1895.00,98.55
1894.00,98.55
1893.00,98.55
1892.00,98.56
1891.00,98.57
1890.00,98.57
1889.00,98.57
1888.00,98.57
1887.00,98.57
1886.00,98.57
1885.00,98.58
1884.00,98.59
1883.00,98.59
1882.00,98.59
1881.00,98.59
1880.00,98.60
1879.00,98.60
1878.00,98.59
1877.00,98.59
1876.00,98.59
1875.00,98.58
1874.00,98.58
1873.00,98.58
1872.00,98.58
1871.00,98.59
1870.00,98.59
1869.00,98.60
1868.00,98.60
1867.00,98.60
1866.00,98.60
1865.00,98.60
1864.00,98.61
1863.00,98.61
1862.00,98.61
1861.00,98.61
1860.00,98.62
1859.00,98.62
1858.00,98.62
1857.00,98.62
1856.00,98.61
1855.00,98.61
1854.00,98.61
1853.00,98.61
1852.00,98.62
1851.00,98.62
1850.00,98.61
1849.00,98.61
1848.00,98.60
1847.00,98.60
1846.00,98.60
1845.00,98.61
1844.00,98.61
1843.00,98.60
1842.00,98.59
1841.00,98.59
1840.00,98.60
1839.00,98.60
1838.00,98.60
1837.00,98.60
1836.00,98.60
1835.00,98.60
1834.00,98.59
1833.00,98.59
1832.00,98.59
1831.00,98.59
1830.00,98.59
1829.00,98.59
1828.00,98.59
1827.00,98.59
1826.00,98.59
1825.00,98.60
1824.00,98.60
1823.00,98.59
1822.00,98.59
1821.00,98.59
1820.00,98.60
1819.00,98.61
1818.00,98.63
1817.00,98.64
1816.00,98.65
1815.00,98.64
1814.00,98.63
1813.00,98.63
1812.00,98.62
1811.00,98.62
1810.00,98.61
1809.00,98.61
1808.00,98.61
1807.00,98.61
1806.00,98.61
1805.00,98.61
1804.00,98.61
1803.00,98.61
1802.00,98.60
1801.00,98.60
1800.00,98.60
1799.00,98.60
1798.00,98.59
1797.00,98.59
1796.00,98.60
1795.00,98.60
1794.00,98.59
1793.00,98.60
1792.00,98.61
1791.00,98.61
1790.00,98.61
1789.00,98.61
1788.00,98.62
1787.00,98.61
1786.00,98.61
1785.00,98.62
1784.00,98.62
1783.00,98.62
1782.00,98.61
1781.00,98.62
1780.00,98.62
1779.00,98.61
1778.00,98.61
1777.00,98.61
1776.00,98.61
1775.00,98.60
1774.00,98.59
1773.00,98.59
1772.00,98.58
1771.00,98.56
1770.00,98.54
1769.00,98.53
1768.00,98.51
1767.00,98.47
1766.00,98.43
1765.00,98.40
1764.00,98.36
1763.00,98.30
1762.00,98.22
1761.00,98.14
1760.00,98.06
1759.00,97.95
1758.00,97.81
1757.00,97.63
1756.00,97.42
1755.00,97.19
1754.00,96.92
1753.00,96.60
1752.00,96.17
1751.00,95.61
1750.00,94.95
1749.00,94.24
1748.00,93.47
1747.00,92.66
1746.00,91.80
1745.00,90.90
1744.00,89.94
1743.00,88.96
1742.00,87.98
1741.00,86.96
1740.00,85.89
1739.00,84.85
1738.00,83.99
1737.00,83.28
1736.00,82.54
1735.00,81.54
1734.00,80.36
1733.00,79.36
1732.00,78.63
1731.00,77.96
1730.00,77.29
1729.00,76.64
1728.00,76.08
1727.00,75.61
1726.00,75.22
1725.00,74.92
1724.00,74.75
1723.00,74.70
1722.00,74.77
1721.00,74.97
1720.00,75.35
1719.00,75.96
1718.00,76.84
1717.00,77.92
1716.00,79.07
1715.00,80.22
1714.00,81.37
1713.00,82.49
1712.00,83.57
1711.00,84.64
1710.00,85.66
1709.00,86.61
1708.00,87.49
1707.00,88.35
1706.00,89.20
1705.00,89.94
1704.00,90.50
1703.00,90.94
1702.00,91.38
1701.00,91.89
1700.00,92.40
1699.00,92.78
1698.00,93.04
1697.00,93.27
1696.00,93.51
1695.00,93.75
1694.00,93.93
1693.00,94.06
1692.00,94.18
1691.00,94.31
1690.00,94.46
1689.00,94.58
1688.00,94.68
1687.00,94.78
1686.00,94.90
1685.00,95.04
1684.00,95.19
1683.00,95.33
1682.00,95.45
1681.00,95.55
1680.00,95.65
1679.00,95.76
1678.00,95.86
1677.00,95.95
1676.00,96.05
1675.00,96.16
1674.00,96.24
1673.00,96.30
1672.00,96.35
1671.00,96.42
1670.00,96.49
1669.00,96.55
1668.00,96.60
1667.00,96.64
1666.00,96.68
1665.00,96.72
1664.00,96.75
1663.00,96.79
1662.00,96.82
1661.00,96.85
1660.00,96.87
1659.00,96.89
1658.00,96.92
1657.00,96.93
1656.00,96.94
1655.00,96.96
1654.00,96.99
1653.00,97.00
1652.00,97.01
1651.00,97.02
1650.00,97.03
1649.00,97.03
1648.00,97.03
1647.00,97.02
1646.00,97.02
1645.00,97.01
1644.00,97.00
1643.00,96.99
1642.00,96.98
1641.00,96.97
1640.00,96.95
1639.00,96.95
1638.00,96.96
1637.00,96.96
1636.00,96.97
1635.00,96.99
1634.00,97.01
1633.00,97.02
1632.00,97.04
1631.00,97.06
1630.00,97.09
1629.00,97.11
1628.00,97.13
1627.00,97.15
1626.00,97.17
1625.00,97.19
1624.00,97.20
1623.00,97.23
1622.00,97.25
1621.00,97.26
1620.00,97.28
1619.00,97.29
1618.00,97.32
1617.00,97.33
1616.00,97.35
1615.00,97.37
1614.00,97.38
1613.00,97.39
1612.00,97.40
1611.00,97.42
1610.00,97.43
1609.00,97.43
1608.00,97.42
1607.00,97.42
1606.00,97.42
1605.00,97.41
1604.00,97.40
1603.00,97.40
1602.00,97.41
1601.00,97.42
1600.00,97.44
1599.00,97.47
1598.00,97.49
1597.00,97.51
1596.00,97.52
1595.00,97.54
1594.00,97.56
1593.00,97.57
1592.00,97.59
1591.00,97.60
1590.00,97.62
1589.00,97.63
1588.00,97.63
1587.00,97.64
1586.00,97.64
1585.00,97.65
1584.00,97.65
1583.00,97.66
1582.00,97.67
1581.00,97.67
1580.00,97.68
1579.00,97.69
1578.00,97.70
1577.00,97.71
1576.00,97.72
1575.00,97.73
1574.00,97.74
1573.00,97.74
1572.00,97.74
1571.00,97.74
1570.00,97.75
1569.00,97.75
1568.00,97.75
1567.00,97.75
1566.00,97.76
1565.00,97.76
1564.00,97.77
1563.00,97.77
1562.00,97.78
1561.00,97.78
1560.00,97.78
1559.00,97.78
1558.00,97.79
1557.00,97.78
1556.00,97.78
1555.00,97.79
1554.00,97.80
1553.00,97.81
1552.00,97.81
1551.00,97.81
1550.00,97.82
1549.00,97.82
1548.00,97.83
1547.00,97.83
1546.00,97.85
1545.00,97.85
1544.00,97.85
1543.00,97.85
1542.00,97.86
1541.00,97.86
1540.00,97.86
1539.00,97.87
1538.00,97.88
1537.00,97.88
1536.00,97.87
1535.00,97.88
1534.00,97.89
1533.00,97.89
1532.00,97.88
1531.00,97.89
1530.00,97.89
1529.00,97.89
1528.00,97.89
1527.00,97.89
1526.00,97.90
1525.00,97.90
1524.00,97.90
1523.00,97.91
1522.00,97.91
1521.00,97.91
1520.00,97.90
1519.00,97.89
1518.00,97.89
1517.00,97.88
1516.00,97.87
1515.00,97.86
1514.00,97.86
1513.00,97.86
1512.00,97.85
1511.00,97.85
1510.00,97.85
1509.00,97.84
1508.00,97.80
1507.00,97.75
1506.00,97.70
1505.00,97.64
1504.00,97.58
1503.00,97.52
1502.00,97.44
1501.00,97.33
1500.00,97.18
1499.00,97.00
1498.00,96.78
1497.00,96.49
1496.00,96.16
1495.00,95.87
1494.00,95.61
1493.00,95.36
1492.00,95.08
1491.00,94.77
1490.00,94.41
1489.00,94.05
1488.00,93.76
1487.00,93.53
1486.00,93.34
1485.00,93.19
1484.00,93.08
1483.00,93.00
1482.00,92.93
1481.00,92.88
1480.00,92.84
1479.00,92.83
1478.00,92.83
1477.00,92.84
1476.00,92.85
1475.00,92.88
1474.00,92.92
1473.00,92.96
1472.00,93.01
1471.00,93.06
1470.00,93.08
1469.00,93.09
1468.00,93.08
1467.00,93.04
1466.00,92.97
1465.00,92.85
1464.00,92.72
1463.00,92.60
1462.00,92.49
1461.00,92.38
1460.00,92.25
1459.00,92.09
1458.00,91.85
1457.00,91.51
1456.00,91.19
1455.00,90.95
1454.00,90.75
1453.00,90.53
1452.00,90.32
1451.00,90.14
1450.00,89.99
1449.00,89.85
1448.00,89.76
1447.00,89.72
1446.00,89.71
1445.00,89.72
1444.00,89.74
1443.00,89.75
1442.00,89.72
1441.00,89.65
1440.00,89.53
1439.00,89.38
1438.00,89.15
1437.00,88.85
1436.00,88.60
1435.00,88.49
1434.00,88.53
1433.00,88.68
1432.00,88.98
1431.00,89.46
1430.00,90.06
1429.00,90.73
1428.00,91.39
1427.00,92.01
1426.00,92.61
1425.00,93.20
1424.00,93.76
1423.00,94.23
1422.00,94.60
1421.00,94.91
1420.00,95.22
1419.00,95.51
1418.00,95.73
1417.00,95.91
1416.00,96.04
1415.00,96.14
1414.00,96.22
1413.00,96.29
1412.00,96.35
1411.00,96.38
1410.00,96.40
1409.00,96.40
1408.00,96.39
1407.00,96.34
1406.00,96.27
1405.00,96.19
1404.00,96.09
1403.00,95.99
1402.00,95.88
1401.00,95.76
1400.00,95.62
1399.00,95.46
1398.00,95.30
1397.00,95.14
1396.00,94.96
1395.00,94.74
1394.00,94.51
1393.00,94.29
1392.00,94.10
1391.00,93.91
1390.00,93.75
1389.00,93.63
1388.00,93.54
1387.00,93.52
1386.00,93.56
1385.00,93.65
1384.00,93.77
1383.00,93.93
1382.00,94.12
1381.00,94.32
1380.00,94.54
1379.00,94.75
1378.00,94.94
1377.00,95.10
1376.00,95.22
1375.00,95.32
1374.00,95.37
1373.00,95.40
1372.00,95.42
1371.00,95.42
1370.00,95.41
1369.00,95.40
1368.00,95.39
1367.00,95.38
1366.00,95.38
1365.00,95.39
1364.00,95.42
1363.00,95.45
1362.00,95.48
1361.00,95.52
1360.00,95.57
1359.00,95.62
1358.00,95.67
1357.00,95.73
1356.00,95.78
1355.00,95.83
1354.00,95.88
1353.00,95.93
1352.00,95.98
1351.00,96.02
1350.00,96.06
1349.00,96.09
1348.00,96.13
1347.00,96.15
1346.00,96.18
1345.00,96.21
1344.00,96.23
1343.00,96.25
1342.00,96.27
1341.00,96.29
1340.00,96.30
1339.00,96.31
1338.00,96.32
1337.00,96.32
1336.00,96.33
1335.00,96.34
1334.00,96.35
1333.00,96.34
1332.00,96.33
1331.00,96.31
1330.00,96.29
1329.00,96.26
1328.00,96.24
1327.00,96.23
1326.00,96.22
1325.00,96.22
1324.00,96.23
1323.00,96.26
1322.00,96.28
1321.00,96.31
1320.00,96.34
1319.00,96.37
1318.00,96.39
1317.00,96.40
1316.00,96.41
1315.00,96.41
1314.00,96.41
1313.00,96.39
1312.00,96.38
1311.00,96.35
1310.00,96.31
1309.00,96.27
1308.00,96.21
1307.00,96.15
1306.00,96.07
1305.00,95.99
1304.00,95.91
1303.00,95.83
1302.00,95.76
1301.00,95.71
1300.00,95.68
1299.00,95.65
1298.00,95.63
1297.00,95.60
1296.00,95.56
1295.00,95.52
1294.00,95.46
1293.00,95.38
1292.00,95.30
1291.00,95.20
1290.00,95.08
1289.00,94.94
1288.00,94.78
1287.00,94.61
1286.00,94.41
1285.00,94.19
1284.00,93.95
1283.00,93.68
1282.00,93.38
1281.00,93.06
1280.00,92.70
1279.00,92.31
1278.00,91.91
1277.00,91.49
1276.00,91.07
1275.00,90.66
1274.00,90.27
1273.00,89.92
1272.00,89.62
1271.00,89.38
1270.00,89.20
1269.00,89.10
1268.00,89.05
1267.00,89.05
1266.00,89.11
1265.00,89.19
1264.00,89.30
1263.00,89.41
1262.00,89.53
1261.00,89.65
1260.00,89.75
1259.00,89.84
1258.00,89.92
1257.00,89.96
1256.00,89.97
1255.00,89.96
1254.00,89.91
1253.00,89.83
1252.00,89.72
1251.00,89.58
1250.00,89.42
1249.00,89.24
1248.00,89.03
1247.00,88.82
1246.00,88.60
1245.00,88.38
1244.00,88.17
1243.00,87.99
1242.00,87.83
1241.00,87.69
1240.00,87.60
1239.00,87.54
1238.00,87.54
1237.00,87.58
1236.00,87.66
1235.00,87.79
1234.00,87.97
1233.00,88.19
1232.00,88.43
1231.00,88.70
1230.00,89.00
1229.00,89.30
1228.00,89.61
1227.00,89.93
1226.00,90.26
1225.00,90.57
1224.00,90.87
1223.00,91.15
1222.00,91.41
1221.00,91.65
1220.00,91.86
1219.00,92.05
1218.00,92.21
1217.00,92.34
1216.00,92.42
1215.00,92.48
1214.00,92.49
1213.00,92.45
1212.00,92.36
1211.00,92.22
1210.00,92.00
1209.00,91.73
1208.00,91.38
1207.00,90.97
1206.00,90.51
1205.00,89.99
1204.00,89.43
1203.00,88.84
1202.00,88.22
1201.00,87.59
1200.00,86.95
1199.00,86.32
1198.00,85.72
1197.00,85.15
1196.00,84.61
1195.00,84.14
1194.00,83.75
1193.00,83.43
1192.00,83.21
1191.00,83.08
1190.00,83.06
1189.00,83.11
1188.00,83.24
1187.00,83.42
1186.00,83.64
1185.00,83.85
1184.00,84.03
1183.00,84.18
1182.00,84.29
1181.00,84.35
1180.00,84.36
1179.00,84.35
1178.00,84.32
1177.00,84.26
1176.00,84.19
1175.00,84.11
1174.00,84.03
1173.00,83.94
1172.00,83.82
1171.00,83.70
1170.00,83.56
1169.00,83.40
1168.00,83.23
1167.00,83.04
1166.00,82.83
1165.00,82.61
1164.00,82.37
1163.00,82.12
1162.00,81.86
1161.00,81.57
1160.00,81.25
1159.00,80.89
1158.00,80.51
1157.00,80.07
1156.00,79.57
1155.00,79.02
1154.00,78.42
1153.00,77.77
1152.00,77.09
1151.00,76.42
1150.00,75.77
1149.00,75.18
1148.00,74.65
1147.00,74.21
1146.00,73.87
1145.00,73.63
1144.00,73.47
1143.00,73.41
1142.00,73.43
1141.00,73.53
1140.00,73.69
1139.00,73.91
1138.00,74.20
1137.00,74.53
1136.00,74.90
1135.00,75.31
1134.00,75.77
1133.00,76.24
1132.00,76.73
1131.00,77.22
1130.00,77.72
1129.00,78.21
1128.00,78.68
1127.00,79.15
1126.00,79.61
1125.00,80.05
1124.00,80.47
1123.00,80.89
1122.00,81.29
1121.00,81.68
1120.00,82.05
1119.00,82.41
1118.00,82.78
1117.00,83.13
1116.00,83.48
1115.00,83.81
1114.00,84.15
1113.00,84.48
1112.00,84.79
1111.00,85.11
1110.00,85.42
1109.00,85.71
1108.00,85.99
1107.00,86.26
1106.00,86.52
1105.00,86.78
1104.00,87.03
1103.00,87.28
1102.00,87.51
1101.00,87.73
1100.00,87.94
1099.00,88.14
1098.00,88.34
1097.00,88.54
1096.00,88.73
1095.00,88.91
1094.00,89.08
1093.00,89.24
1092.00,89.39
1091.00,89.54
1090.00,89.67
1089.00,89.80
1088.00,89.90
1087.00,90.00
1086.00,90.09
1085.00,90.16
1084.00,90.22
1083.00,90.27
1082.00,90.31
1081.00,90.33
1080.00,90.33
1079.00,90.33
1078.00,90.32
1077.00,90.30
1076.00,90.28
1075.00,90.27
1074.00,90.25
1073.00,90.22
1072.00,90.19
1071.00,90.15
1070.00,90.09
1069.00,90.02
1068.00,89.94
1067.00,89.87
1066.00,89.80
1065.00,89.75
1064.00,89.71
1063.00,89.70
1062.00,89.72
1061.00,89.78
1060.00,89.89
1059.00,90.05
1058.00,90.27
1057.00,90.53
1056.00,90.81
1055.00,91.13
1054.00,91.46
1053.00,91.79
1052.00,92.11
1051.00,92.41
1050.00,92.70
1049.00,92.96
1048.00,93.19
1047.00,93.38
1046.00,93.55
1045.00,93.70
1044.00,93.84
1043.00,93.95
1042.00,94.06
1041.00,94.15
1040.00,94.23
1039.00,94.30
1038.00,94.36
1037.00,94.42
1036.00,94.47
1035.00,94.52
1034.00,94.56
1033.00,94.59
1032.00,94.63
1031.00,94.67
1030.00,94.72
1029.00,94.77
1028.00,94.82
1027.00,94.87
1026.00,94.90
1025.00,94.93
1024.00,94.96
1023.00,94.98
1022.00,95.01
1021.00,95.03
1020.00,95.05
1019.00,95.07
1018.00,95.09
1017.00,95.11
1016.00,95.12
1015.00,95.14
1014.00,95.15
1013.00,95.15
1012.00,95.14
1011.00,95.11
1010.00,95.06
1009.00,94.97
1008.00,94.83
1007.00,94.65
1006.00,94.42
1005.00,94.13
1004.00,93.79
1003.00,93.41
1002.00,92.99
1001.00,92.55
1000.00,92.09
999.00,91.62
998.00,91.16
997.00,90.71
996.00,90.28
995.00,89.88
994.00,89.51
993.00,89.18
992.00,88.89
991.00,88.65
990.00,88.47
989.00,88.33
988.00,88.24
987.00,88.19
986.00,88.19
985.00,88.23
984.00,88.31
983.00,88.44
982.00,88.60
981.00,88.77
980.00,88.95
979.00,89.14
978.00,89.31
977.00,89.45
976.00,89.57
975.00,89.65
974.00,89.70
973.00,89.70
972.00,89.67
971.00,89.60
970.00,89.51
969.00,89.41
968.00,89.32
967.00,89.26
966.00,89.22
965.00,89.22
964.00,89.24
963.00,89.29
962.00,89.36
961.00,89.46
960.00,89.58
959.00,89.71
958.00,89.84
957.00,89.99
956.00,90.14
955.00,90.29
954.00,90.44
953.00,90.59
952.00,90.73
951.00,90.87
950.00,91.01
949.00,91.14
948.00,91.26
947.00,91.37
946.00,91.48
945.00,91.59
944.00,91.70
943.00,91.81
942.00,91.92
941.00,92.02
940.00,92.11
939.00,92.21
938.00,92.29
937.00,92.37
936.00,92.44
935.00,92.51
934.00,92.58
933.00,92.63
932.00,92.67
931.00,92.70
930.00,92.73
929.00,92.78
928.00,92.83
927.00,92.89
926.00,92.94
925.00,92.97
924.00,92.99
923.00,93.00
922.00,92.99
921.00,92.99
920.00,92.97
919.00,92.95
918.00,92.92
917.00,92.89
916.00,92.85
915.00,92.81
914.00,92.78
913.00,92.77
912.00,92.77
911.00,92.79
910.00,92.83
909.00,92.88
908.00,92.94
907.00,93.00
906.00,93.08
