Created as New Dataset,Acrylic Red
cm-1,%T
2670.00,98.60
2669.00,98.60
2668.00,98.60
2667.00,98.59
2666.00,98.59
2665.00,98.58
2664.00,98.58
2663.00,98.57
2662.00,98.56
2661.00,98.55
2660.00,98.55
2659.00,98.54
2658.00,98.54
2657.00,98.53
2656.00,98.52
2655.00,98.52
2654.00,98.52
2653.00,98.51
2652.00,98.51
2651.00,98.51
2650.00,98.50
2649.00,98.50
2648.00,98.50
2647.00,98.50
2646.00,98.50
2645.00,98.50
2644.00,98.50
2643.00,98.50
2642.00,98.50
2641.00,98.50
2640.00,98.50
2639.00,98.49
2638.00,98.49
2637.00,98.49
2636.00,98.49
2635.00,98.49
2634.00,98.49
2633.00,98.49
2632.00,98.49
2631.00,98.49
2630.00,98.48
2629.00,98.48
2628.00,98.48
2627.00,98.49
2626.00,98.49
2625.00,98.49
2624.00,98.48
2623.00,98.48
2622.00,98.48
2621.00,98.48
2620.00,98.48
2619.00,98.48
2618.00,98.49
2617.00,98.49
2616.00,98.49
2615.00,98.49
2614.00,98.49
2613.00,98.49
2612.00,98.49
2611.00,98.49
2610.00,98.48
2609.00,98.48
2608.00,98.48
2607.00,98.48
2606.00,98.48
2605.00,98.48
2604.00,98.48
2603.00,98.48
2602.00,98.48
2601.00,98.48
2600.00,98.48
2599.00,98.48
2598.00,98.48
2597.00,98.48
2596.00,98.48
2595.00,98.47
2594.00,98.47
2593.00,98.47
2592.00,98.48
2591.00,98.48
2590.00,98.48
2589.00,98.48
2588.00,98.48
2587.00,98.48
2586.00,98.48
2585.00,98.49
2584.00,98.49
2583.00,98.48
2582.00,98.48
2581.00,98.48
2580.00,98.48
2579.00,98.48
2578.00,98.48
2577.00,98.48
2576.00,98.48
2575.00,98.49
2574.00,98.49
2573.00,98.50
2572.00,98.50
2571.00,98.50
2570.00,98.50
2569.00,98.51
2568.00,98.51
2567.00,98.51
2566.00,98.50
2565.00,98.50
2564.00,98.50
2563.00,98.50
2562.00,98.50
2561.00,98.50
2560.00,98.50
2559.00,98.50
2558.00,98.50
2557.00,98.50
2556.00,98.50
2555.00,98.50
2554.00,98.51
2553.00,98.51
2552.00,98.51
2551.00,98.51
2550.00,98.51
2549.00,98.51
2548.00,98.51
2547.00,98.51
2546.00,98.52
2545.00,98.52
2544.00,98.53
2543.00,98.53
2542.00,98.53
2541.00,98.53
2540.00,98.52
2539.00,98.52
2538.00,98.53
2537.00,98.53
2536.00,98.53
2535.00,98.52
2534.00,98.52
2533.00,98.52
2532.00,98.52
2531.00,98.53
2530.00,98.53
2529.00,98.54
2528.00,98.54
2527.00,98.53
2526.00,98.53
2525.00,98.54
2524.00,98.54
2523.00,98.55
2522.00,98.55
2521.00,98.55
2520.00,98.55
2519.00,98.55
2518.00,98.54
2517.00,98.54
2516.00,98.54
2515.00,98.54
2514.00,98.54
2513.00,98.55
2512.00,98.55
2511.00,98.55
2510.00,98.55
2509.00,98.55
2508.00,98.55
2507.00,98.55
2506.00,98.55
2505.00,98.55
2504.00,98.55
2503.00,98.55
2502.00,98.55
2501.00,98.54
2500.00,98.54
2499.00,98.54
2498.00,98.55
2497.00,98.55
2496.00,98.56
2495.00,98.56
2494.00,98.56
2493.00,98.55
2492.00,98.55
2491.00,98.55
2490.00,98.55
2489.00,98.55
2488.00,98.55
2487.00,98.55
2486.00,98.55
2485.00,98.55
2484.00,98.55
2483.00,98.56
2482.00,98.56
2481.00,98.56
2480.00,98.56
2479.00,98.56
2478.00,98.56
2477.00,98.56
2476.00,98.55
2475.00,98.55
2474.00,98.55
2473.00,98.55
2472.00,98.55
2471.00,98.56
2470.00,98.56
2469.00,98.56
