Created as New Dataset,PP granule 4mm GF
3403.00,99.85
3402.00,99.85
3401.00,99.84
3400.00,99.84
3399.00,99.84
3398.00,99.84
3397.00,99.84
3396.00,99.85
3395.00,99.84
3394.00,99.84
3393.00,99.84
3392.00,99.84
3391.00,99.84
3390.00,99.84
3389.00,99.84
3388.00,99.84
3387.00,99.85
3386.00,99.85
3385.00,99.85
3384.00,99.85
3383.00,99.85
3382.00,99.85
3381.00,99.84
3380.00,99.84
3379.00,99.84
3378.00,99.84
3377.00,99.84
3376.00,99.84
3375.00,99.84
3374.00,99.84
3373.00,99.84
3372.00,99.84
3371.00,99.84
3370.00,99.85
3369.00,99.84
3368.00,99.84
3367.00,99.84
3366.00,99.84
3365.00,99.84
3364.00,99.84
3363.00,99.84
3362.00,99.85
3361.00,99.85
3360.00,99.85
3359.00,99.85
3358.00,99.84
3357.00,99.84
3356.00,99.84
3355.00,99.84
3354.00,99.84
3353.00,99.84
3352.00,99.84
3351.00,99.84
3350.00,99.84
3349.00,99.84
3348.00,99.84
3347.00,99.83
3346.00,99.84
3345.00,99.84
3344.00,99.84
3343.00,99.84
3342.00,99.84
3341.00,99.84
3340.00,99.84
3339.00,99.84
3338.00,99.84
3337.00,99.84
3336.00,99.85
3335.00,99.85
3334.00,99.85
3333.00,99.84
3332.00,99.84
3331.00,99.84
3330.00,99.84
3329.00,99.84
3328.00,99.84
3327.00,99.84
3326.00,99.84
3325.00,99.84
3324.00,99.85
3323.00,99.85
3322.00,99.85
3321.00,99.85
3320.00,99.85
3319.00,99.85
3318.00,99.85
3317.00,99.85
3316.00,99.85
3315.00,99.85
3314.00,99.85
3313.00,99.85
3312.00,99.85
3311.00,99.85
3310.00,99.85
3309.00,99.85
3308.00,99.85
3307.00,99.85
3306.00,99.85
3305.00,99.85
3304.00,99.85
3303.00,99.84
3302.00,99.84
3301.00,99.84
3300.00,99.84
3299.00,99.84
3298.00,99.84
3297.00,99.84
3296.00,99.85
3295.00,99.85
3294.00,99.85
3293.00,99.85
3292.00,99.84
3291.00,99.84
3290.00,99.84
3289.00,99.84
3288.00,99.84
3287.00,99.84
3286.00,99.84
3285.00,99.84
3284.00,99.84
3283.00,99.84
3282.00,99.84
3281.00,99.84
3280.00,99.84
3279.00,99.85
3278.00,99.85
3277.00,99.85
3276.00,99.84
3275.00,99.84
3274.00,99.84
3273.00,99.84
3272.00,99.84
3271.00,99.84
3270.00,99.84
3269.00,99.85
3268.00,99.85
3267.00,99.85
3266.00,99.85
3265.00,99.84
3264.00,99.84
3263.00,99.85
3262.00,99.85
3261.00,99.85
3260.00,99.85
3259.00,99.85
3258.00,99.84
3257.00,99.84
3256.00,99.84
3255.00,99.84
3254.00,99.84
3253.00,99.84
3252.00,99.84
3251.00,99.85
3250.00,99.85
3249.00,99.85
3248.00,99.84
3247.00,99.84
3246.00,99.84
3245.00,99.84
3244.00,99.84
3243.00,99.84
3242.00,99.84
3241.00,99.84
3240.00,99.83
3239.00,99.83
3238.00,99.84
3237.00,99.84
3236.00,99.84
3235.00,99.84
3234.00,99.85
3233.00,99.84
3232.00,99.84
3231.00,99.84
3230.00,99.84
3229.00,99.84
3228.00,99.84
3227.00,99.84
3226.00,99.84
3225.00,99.84
3224.00,99.84
3223.00,99.84
3222.00,99.84
3221.00,99.83
3220.00,99.83
3219.00,99.83
3218.00,99.83
3217.00,99.83
3216.00,99.83
3215.00,99.83
3214.00,99.83
3213.00,99.83
3212.00,99.82
3211.00,99.82
3210.00,99.81
3209.00,99.81
3208.00,99.81
3207.00,99.82
3206.00,99.82
3205.00,99.82
3204.00,99.82
3203.00,99.82
3202.00,99.82
3201.00,99.82
3200.00,99.82
3199.00,99.82
3198.00,99.82
3197.00,99.82
3196.00,99.82
3195.00,99.82
3194.00,99.82
3193.00,99.81
3192.00,99.81
3191.00,99.81
3190.00,99.81
3189.00,99.82
3188.00,99.82
3187.00,99.82
3186.00,99.82
3185.00,99.82
3184.00,99.82
3183.00,99.82
3182.00,99.82
3181.00,99.82
3180.00,99.82
3179.00,99.82
3178.00,99.82
3177.00,99.82
3176.00,99.82
3175.00,99.83
3174.00,99.83
3173.00,99.83
3172.00,99.83
3171.00,99.83
3170.00,99.82
3169.00,99.82
3168.00,99.82
3167.00,99.82
3166.00,99.82
3165.00,99.82
3164.00,99.82
3163.00,99.83
3162.00,99.83
3161.00,99.83
3160.00,99.83
3159.00,99.83
3158.00,99.83
3157.00,99.83
3156.00,99.83
3155.00,99.83
3154.00,99.83
3153.00,99.82
3152.00,99.82
3151.00,99.82
3150.00,99.82
3149.00,99.81
3148.00,99.82
3147.00,99.82
3146.00,99.82
3145.00,99.82
3144.00,99.82
3143.00,99.82
3142.00,99.82
3141.00,99.82
3140.00,99.82
3139.00,99.82
3138.00,99.82
3137.00,99.82
3136.00,99.82
3135.00,99.82
3134.00,99.83
3133.00,99.83
3132.00,99.83
3131.00,99.83
3130.00,99.83
3129.00,99.82
3128.00,99.82
3127.00,99.82
3126.00,99.82
3125.00,99.83
3124.00,99.83
3123.00,99.83
3122.00,99.83
3121.00,99.83
3120.00,99.83
3119.00,99.83
3118.00,99.83
3117.00,99.83
3116.00,99.83
3115.00,99.83
3114.00,99.83
3113.00,99.83
3112.00,99.82
3111.00,99.82
3110.00,99.82
3109.00,99.82
3108.00,99.82
3107.00,99.83
3106.00,99.83
3105.00,99.83
3104.00,99.83
3103.00,99.83
3102.00,99.83
3101.00,99.83
3100.00,99.82
3099.00,99.82
3098.00,99.82
3097.00,99.82
3096.00,99.83
3095.00,99.83
3094.00,99.83
3093.00,99.83
3092.00,99.84
3091.00,99.84
3090.00,99.84
3089.00,99.83
3088.00,99.83
3087.00,99.83
3086.00,99.83
3085.00,99.83
3084.00,99.83
3083.00,99.82
3082.00,99.83
3081.00,99.83
3080.00,99.83
3079.00,99.83
3078.00,99.83
3077.00,99.83
3076.00,99.83
3075.00,99.82
3074.00,99.82
3073.00,99.82
3072.00,99.82
3071.00,99.82
3070.00,99.82
3069.00,99.82
3068.00,99.82
3067.00,99.82
3066.00,99.83
3065.00,99.83
3064.00,99.83
3063.00,99.83
3062.00,99.82
3061.00,99.82
3060.00,99.82
3059.00,99.81
3058.00,99.81
3057.00,99.81
3056.00,99.81
3055.00,99.81
3054.00,99.82
3053.00,99.82
3052.00,99.82
3051.00,99.81
3050.00,99.81
3049.00,99.81
3048.00,99.81
3047.00,99.81
3046.00,99.81
3045.00,99.81
3044.00,99.81
3043.00,99.81
3042.00,99.81
3041.00,99.81
3040.00,99.81
3039.00,99.81
3038.00,99.81
3037.00,99.81
3036.00,99.81
3035.00,99.80
3034.00,99.80
3033.00,99.80
3032.00,99.80
3031.00,99.80
3030.00,99.79
3029.00,99.79
3028.00,99.79
3027.00,99.79
3026.00,99.79
3025.00,99.79
3024.00,99.79
3023.00,99.78
3022.00,99.78
3021.00,99.78
3020.00,99.78
3019.00,99.77
3018.00,99.77
3017.00,99.76
3016.00,99.76
3015.00,99.76
3014.00,99.75
3013.00,99.75
3012.00,99.74
3011.00,99.74
3010.00,99.74
3009.00,99.73
3008.00,99.72
3007.00,99.72
3006.00,99.71
3005.00,99.71
3004.00,99.70
3003.00,99.69
3002.00,99.68
3001.00,99.66
3000.00,99.65
2999.00,99.64
2998.00,99.63
2997.00,99.62
2996.00,99.60
2995.00,99.58
2994.00,99.56
2993.00,99.54
2992.00,99.52
2991.00,99.50
2990.00,99.47
2989.00,99.45
2988.00,99.42
2987.00,99.38
2986.00,99.34
2985.00,99.29
2984.00,99.24
2983.00,99.18
2982.00,99.11
2981.00,99.04
2980.00,98.96
2979.00,98.87
2978.00,98.77
2977.00,98.66
2976.00,98.53
2975.00,98.39
2974.00,98.22
2973.00,98.04
2972.00,97.83
2971.00,97.61
2970.00,97.36
2969.00,97.10
2968.00,96.81
2967.00,96.52
2966.00,96.21
2965.00,95.90
2964.00,95.61
2963.00,95.33
2962.00,95.09
2961.00,94.88
2960.00,94.72
2959.00,94.59
2958.00,94.48
2957.00,94.39
2956.00,94.31
2955.00,94.22
2954.00,94.14
2953.00,94.06
2952.00,94.02
2951.00,94.01
2950.00,94.08
2949.00,94.22
2948.00,94.44
2947.00,94.72
2946.00,95.05
2945.00,95.40
2944.00,95.74
2943.00,96.05
2942.00,96.29
2941.00,96.47
2940.00,96.57
2939.00,96.60
2938.00,96.57
2937.00,96.49
2936.00,96.36
2935.00,96.18
2934.00,95.96
2933.00,95.72
2932.00,95.45
2931.00,95.16
2930.00,94.87
2929.00,94.56
2928.00,94.26
2927.00,93.96
2926.00,93.66
2925.00,93.36
2924.00,93.07
2923.00,92.77
2922.00,92.49
2921.00,92.23
2920.00,92.01
2919.00,91.87
2918.00,91.83
2917.00,91.89
2916.00,92.05
2915.00,92.29
2914.00,92.56
2913.00,92.84
2912.00,93.11
2911.00,93.35
2910.00,93.56
2909.00,93.75
2908.00,93.92
2907.00,94.09
2906.00,94.25
2905.00,94.42
2904.00,94.60
2903.00,94.78
2902.00,94.96
2901.00,95.14
2900.00,95.32
2899.00,95.49
2898.00,95.64
2897.00,95.79
2896.00,95.92
2895.00,96.03
2894.00,96.12
2893.00,96.19
2892.00,96.25
2891.00,96.30
2890.00,96.33
2889.00,96.35
2888.00,96.37
2887.00,96.38
2886.00,96.38
2885.00,96.37
2884.00,96.35
2883.00,96.31
2882.00,96.27
2881.00,96.21
2880.00,96.16
2879.00,96.13
2878.00,96.10
2877.00,96.10
2876.00,96.11
2875.00,96.12
2874.00,96.13
2873.00,96.13
2872.00,96.11
2871.00,96.07
2870.00,96.03
2869.00,96.00
2868.00,95.99
2867.00,96.03
2866.00,96.12
2865.00,96.28
2864.00,96.50
2863.00,96.75
2862.00,97.00
2861.00,97.22
2860.00,97.41
2859.00,97.53
2858.00,97.60
2857.00,97.61
2856.00,97.56
2855.00,97.44
2854.00,97.25
2853.00,97.02
2852.00,96.79
2851.00,96.59
2850.00,96.49
2849.00,96.47
2848.00,96.52
2847.00,96.59
2846.00,96.63
2845.00,96.61
2844.00,96.52
2843.00,96.39
2842.00,96.25
2841.00,96.11
2840.00,96.00
2839.00,95.95
2838.00,95.97
2837.00,96.07
2836.00,96.25
2835.00,96.50
2834.00,96.80
2833.00,97.12
2832.00,97.43
2831.00,97.71
2830.00,97.95
2829.00,98.15
2828.00,98.32
2827.00,98.45
2826.00,98.56
2825.00,98.65
2824.00,98.73
2823.00,98.80
2822.00,98.85
2821.00,98.90
2820.00,98.95
2819.00,98.98
2818.00,99.02
2817.00,99.05
2816.00,99.07
2815.00,99.10
2814.00,99.12
2813.00,99.14
2812.00,99.16
2811.00,99.17
2810.00,99.19
2809.00,99.21
2808.00,99.23
2807.00,99.25
2806.00,99.27
2805.00,99.29
2804.00,99.32
2803.00,99.34
2802.00,99.36
2801.00,99.37
2800.00,99.39
2799.00,99.40
2798.00,99.40
2797.00,99.41
2796.00,99.42
2795.00,99.43
2794.00,99.44
2793.00,99.44
2792.00,99.45
2791.00,99.47
2790.00,99.48
2789.00,99.49
2788.00,99.51
2787.00,99.52
2786.00,99.53
2785.00,99.54
2784.00,99.55
2783.00,99.56
2782.00,99.57
2781.00,99.57
2780.00,99.58
2779.00,99.59
2778.00,99.60
2777.00,99.60
2776.00,99.61
2775.00,99.61
2774.00,99.61
2773.00,99.61
2772.00,99.62
2771.00,99.62
2770.00,99.62
2769.00,99.62
2768.00,99.62
2767.00,99.62
2766.00,99.62
2765.00,99.63
2764.00,99.63
2763.00,99.63
2762.00,99.63
2761.00,99.63
2760.00,99.64
2759.00,99.64
2758.00,99.64
2757.00,99.65
2756.00,99.65
2755.00,99.65
2754.00,99.65
2753.00,99.65
2752.00,99.65
2751.00,99.65
2750.00,99.65
2749.00,99.65
2748.00,99.65
2747.00,99.65
2746.00,99.64
2745.00,99.64
2744.00,99.64
2743.00,99.64
2742.00,99.64
2741.00,99.63
2740.00,99.63
2739.00,99.62
2738.00,99.62
2737.00,99.61
2736.00,99.61
2735.00,99.61
2734.00,99.60
2733.00,99.60
2732.00,99.59
2731.00,99.58
2730.00,99.57
2729.00,99.57
2728.00,99.56
2727.00,99.55
2726.00,99.54
2725.00,99.53
2724.00,99.53
2723.00,99.53
2722.00,99.54
2721.00,99.54
2720.00,99.55
2719.00,99.56
2718.00,99.57
2717.00,99.58
2716.00,99.59
2715.00,99.60
2714.00,99.61
2713.00,99.62
2712.00,99.62
2711.00,99.63
2710.00,99.63
2709.00,99.64
2708.00,99.64
2707.00,99.65
2706.00,99.66
2705.00,99.66
2704.00,99.67
2703.00,99.67
2702.00,99.67
2701.00,99.67
2700.00,99.67
2699.00,99.68
2698.00,99.68
2697.00,99.68
2696.00,99.68
2695.00,99.68
2694.00,99.68
2693.00,99.68
2692.00,99.68
2691.00,99.68
2690.00,99.68
2689.00,99.68
2688.00,99.68
2687.00,99.68
2686.00,99.68
2685.00,99.68
2684.00,99.68
2683.00,99.68
2682.00,99.68
2681.00,99.68
2680.00,99.68
2679.00,99.68
2678.00,99.68
2677.00,99.68
2676.00,99.68
2675.00,99.68
2674.00,99.68
2673.00,99.68
2672.00,99.68
2671.00,99.68
2670.00,99.68
2669.00,99.68
2668.00,99.68
2667.00,99.68
2666.00,99.68
2665.00,99.68
2664.00,99.67
2663.00,99.66
2662.00,99.66
2661.00,99.65
2660.00,99.64
2659.00,99.64
2658.00,99.63
2657.00,99.63
2656.00,99.63
2655.00,99.63
2654.00,99.63
2653.00,99.63
2652.00,99.63
2651.00,99.63
2650.00,99.63
2649.00,99.63
2648.00,99.63
2647.00,99.63
2646.00,99.63
2645.00,99.62
2644.00,99.62
2643.00,99.63
2642.00,99.63
2641.00,99.63
2640.00,99.63
2639.00,99.63
2638.00,99.63
2637.00,99.63
2636.00,99.63
2635.00,99.63
2634.00,99.64
2633.00,99.64
2632.00,99.64
2631.00,99.63
2630.00,99.63
2629.00,99.63
2628.00,99.63
2627.00,99.63
2626.00,99.63
2625.00,99.63
2624.00,99.63
2623.00,99.63
2622.00,99.64
2621.00,99.63
2620.00,99.63
2619.00,99.63
2618.00,99.63
2617.00,99.63
2616.00,99.63
2615.00,99.63
2614.00,99.63
2613.00,99.63
2612.00,99.63
2611.00,99.64
2610.00,99.64
2609.00,99.64
2608.00,99.64
2607.00,99.65
2606.00,99.66
2605.00,99.66
2604.00,99.67
2603.00,99.67
2602.00,99.67
2601.00,99.68
2600.00,99.68
2599.00,99.67
2598.00,99.67
2597.00,99.67
2596.00,99.67
2595.00,99.67
2594.00,99.67
2593.00,99.67
2592.00,99.67
2591.00,99.66
2590.00,99.66
2589.00,99.66
2588.00,99.65
2587.00,99.65
2586.00,99.65
2585.00,99.65
2584.00,99.65
2583.00,99.65
2582.00,99.65
2581.00,99.64
2580.00,99.64
2579.00,99.65
2578.00,99.65
2577.00,99.66
2576.00,99.67
2575.00,99.67
2574.00,99.67
2573.00,99.67
2572.00,99.68
2571.00,99.68
2570.00,99.68
2569.00,99.69
2568.00,99.69
2567.00,99.70
2566.00,99.70
2565.00,99.70
2564.00,99.70
2563.00,99.71
2562.00,99.71
2561.00,99.71
2560.00,99.71
2559.00,99.71
2558.00,99.72
2557.00,99.72
2556.00,99.72
2555.00,99.72
2554.00,99.72
2553.00,99.72
2552.00,99.72
2551.00,99.72
2550.00,99.72
2549.00,99.72
2548.00,99.73
2547.00,99.73
2546.00,99.73
2545.00,99.74
2544.00,99.74
2543.00,99.75
2542.00,99.75
2541.00,99.75
2540.00,99.74
2539.00,99.74
2538.00,99.74
2537.00,99.74
2536.00,99.74
2535.00,99.75
2534.00,99.75
2533.00,99.75
2532.00,99.74
2531.00,99.74
2530.00,99.74
2529.00,99.74
2528.00,99.75
2527.00,99.75
2526.00,99.76
2525.00,99.76
2524.00,99.76
2523.00,99.76
2522.00,99.76
2521.00,99.76
2520.00,99.76
2519.00,99.76
2518.00,99.76
2517.00,99.76
2516.00,99.76
2515.00,99.76
2514.00,99.76
2513.00,99.76
2512.00,99.77
2511.00,99.77
2510.00,99.77
2509.00,99.78
2508.00,99.78
2507.00,99.78
2506.00,99.78
2505.00,99.78
2504.00,99.77
2503.00,99.77
2502.00,99.77
2501.00,99.77
2500.00,99.77
2499.00,99.78
2498.00,99.78
2497.00,99.78
2496.00,99.78
2495.00,99.78
2494.00,99.78
2493.00,99.78
2492.00,99.77
2491.00,99.77
2490.00,99.78
2489.00,99.78
2488.00,99.78
2487.00,99.78
2486.00,99.78
2485.00,99.78
2484.00,99.78
2483.00,99.77
2482.00,99.77
2481.00,99.77
2480.00,99.77
2479.00,99.78
2478.00,99.78
2477.00,99.78
2476.00,99.78
2475.00,99.79
2474.00,99.79
2473.00,99.79
2472.00,99.79
2471.00,99.79
2470.00,99.79
2469.00,99.79
2468.00,99.79
2467.00,99.78
2466.00,99.78
2465.00,99.78
2464.00,99.78
2463.00,99.78
2462.00,99.78
2461.00,99.78
2460.00,99.78
2459.00,99.77
2458.00,99.77
2457.00,99.76
2456.00,99.76
2455.00,99.75
2454.00,99.75
2453.00,99.75
2452.00,99.75
2451.00,99.75
