Created as New Dataset,PET Amorphous Film GF
884.00,74.59
883.00,73.45
882.00,72.03
881.00,70.31
880.00,68.32
879.00,66.13
878.00,63.86
877.00,61.62
876.00,59.57
875.00,57.95
874.00,56.94
873.00,56.66
872.00,57.18
871.00,58.46
870.00,60.34
869.00,62.55
868.00,64.84
867.00,67.06
866.00,69.09
865.00,70.87
864.00,72.37
863.00,73.63
862.00,74.66
861.00,75.47
860.00,76.08
859.00,76.52
858.00,76.83
857.00,77.03
856.00,77.13
855.00,77.18
854.00,77.19
853.00,77.16
852.00,77.10
851.00,77.03
850.00,76.96
849.00,76.89
848.00,76.82
847.00,76.79
846.00,76.79
845.00,76.82
844.00,76.87
843.00,76.97
842.00,77.13
841.00,77.33
840.00,77.55
839.00,77.83
838.00,78.14
837.00,78.47
836.00,78.80
835.00,79.15
834.00,79.50
833.00,79.82
832.00,80.12
831.00,80.41
830.00,80.69
829.00,80.93
828.00,81.13
827.00,81.30
826.00,81.46
825.00,81.59
824.00,81.68
823.00,81.77
822.00,81.85
821.00,81.91
820.00,81.93
819.00,81.95
818.00,81.95
817.00,81.93
816.00,81.88
815.00,81.84
814.00,81.81
813.00,81.78
812.00,81.74
811.00,81.71
810.00,81.69
809.00,81.67
808.00,81.66
807.00,81.68
806.00,81.72
805.00,81.78
804.00,81.88
803.00,82.02
802.00,82.21
801.00,82.36
800.00,82.30
799.00,81.87
798.00,80.94
797.00,79.56
796.00,78.00
795.00,76.69
794.00,75.96
793.00,75.95
792.00,76.57
791.00,77.67
790.00,79.01
789.00,80.38
788.00,81.68
787.00,82.89
786.00,84.00
785.00,84.98
784.00,85.83
783.00,86.54
782.00,87.13
781.00,87.60
780.00,87.96
779.00,88.25
778.00,88.50
777.00,88.71
776.00,88.88
775.00,89.06
774.00,89.28
773.00,89.53
772.00,89.83
771.00,90.19
770.00,90.59
769.00,91.00
768.00,91.40
767.00,91.78
766.00,92.13
765.00,92.44
764.00,92.70
763.00,92.95
762.00,93.16
761.00,93.34
760.00,93.49
759.00,93.61
758.00,93.72
757.00,93.79
756.00,93.82
755.00,93.81
754.00,93.76
753.00,93.65
752.00,93.47
751.00,93.24
750.00,92.93
749.00,92.52
748.00,92.00
747.00,91.32
746.00,90.45
745.00,89.29
744.00,87.73
743.00,85.70
742.00,83.06
741.00,79.69
740.00,75.57
739.00,70.79
738.00,65.54
737.00,60.04
736.00,54.51
735.00,49.14
734.00,44.01
733.00,39.08
732.00,34.25
731.00,29.53
730.00,24.91
729.00,20.42
728.00,16.19
727.00,12.56
726.00,9.88
725.00,8.44
724.00,8.43
723.00,10.02
722.00,13.19
721.00,17.73
720.00,23.21
719.00,29.02
718.00,34.58
717.00,39.58
716.00,43.89
715.00,47.47
714.00,50.31
713.00,52.47
712.00,54.07
711.00,55.30
710.00,56.35
709.00,57.30
708.00,58.23
707.00,59.19
706.00,60.21
705.00,61.29
704.00,62.42
703.00,63.64
702.00,64.95
701.00,66.33
700.00,67.72
699.00,69.06
698.00,70.30
697.00,71.37
696.00,72.27
695.00,73.04
694.00,73.71
693.00,74.30
692.00,74.79
691.00,75.22
690.00,75.60
689.00,75.94
688.00,76.21
687.00,76.41
686.00,76.53
685.00,76.56
684.00,76.50
683.00,76.41
682.00,76.33
681.00,76.34
680.00,76.46
679.00,76.75
678.00,77.20
677.00,77.73
676.00,78.25
675.00,78.73
674.00,79.16
673.00,79.53
672.00,79.85
671.00,80.12
670.00,80.37
669.00,80.59
668.00,80.74
667.00,80.87
666.00,81.00
665.00,81.15
664.00,81.28
663.00,81.41
662.00,81.53
661.00,81.62
660.00,81.68
659.00,81.76
658.00,81.89
657.00,82.03
656.00,82.15
655.00,82.23
654.00,82.29
653.00,82.33
652.00,82.34
651.00,82.31
650.00,82.27
