Created as New Dataset,PVOH MW 130K
3627.00,98.38
3626.00,98.36
3625.00,98.33
3624.00,98.31
3623.00,98.30
3622.00,98.28
3621.00,98.26
3620.00,98.23
3619.00,98.21
3618.00,98.18
3617.00,98.15
3616.00,98.13
3615.00,98.10
3614.00,98.07
3613.00,98.04
3612.00,98.02
3611.00,97.99
3610.00,97.97
3609.00,97.94
3608.00,97.91
3607.00,97.89
3606.00,97.86
3605.00,97.84
3604.00,97.82
3603.00,97.79
3602.00,97.76
3601.00,97.73
3600.00,97.69
3599.00,97.66
3598.00,97.63
3597.00,97.60
3596.00,97.56
3595.00,97.53
3594.00,97.50
3593.00,97.47
3592.00,97.45
3591.00,97.43
3590.00,97.40
3589.00,97.36
3588.00,97.31
3587.00,97.25
3586.00,97.21
3585.00,97.17
3584.00,97.14
3583.00,97.10
3582.00,97.06
3581.00,97.03
3580.00,96.99
3579.00,96.95
3578.00,96.91
3577.00,96.87
3576.00,96.82
3575.00,96.78
3574.00,96.73
3573.00,96.69
3572.00,96.66
3571.00,96.62
3570.00,96.59
3569.00,96.55
3568.00,96.49
3567.00,96.42
3566.00,96.36
3565.00,96.31
3564.00,96.26
3563.00,96.22
3562.00,96.17
3561.00,96.12
3560.00,96.07
3559.00,96.02
3558.00,95.97
3557.00,95.92
3556.00,95.87
3555.00,95.82
3554.00,95.77
3553.00,95.71
3552.00,95.65
3551.00,95.60
3550.00,95.55
3549.00,95.50
3548.00,95.45
3547.00,95.39
3546.00,95.32
3545.00,95.25
3544.00,95.19
3543.00,95.13
3542.00,95.07
3541.00,95.02
3540.00,94.97
3539.00,94.91
3538.00,94.85
3537.00,94.78
3536.00,94.71
3535.00,94.65
3534.00,94.60
3533.00,94.54
3532.00,94.48
3531.00,94.42
3530.00,94.36
3529.00,94.29
3528.00,94.22
3527.00,94.15
3526.00,94.09
3525.00,94.02
3524.00,93.96
3523.00,93.89
3522.00,93.82
3521.00,93.76
3520.00,93.69
3519.00,93.62
3518.00,93.56
3517.00,93.49
3516.00,93.43
3515.00,93.36
3514.00,93.30
3513.00,93.24
3512.00,93.18
3511.00,93.11
3510.00,93.03
3509.00,92.96
3508.00,92.90
3507.00,92.83
3506.00,92.77
3505.00,92.71
3504.00,92.63
3503.00,92.55
3502.00,92.47
3501.00,92.40
3500.00,92.34
3499.00,92.28
3498.00,92.21
3497.00,92.14
3496.00,92.07
3495.00,92.00
3494.00,91.93
3493.00,91.87
3492.00,91.80
3491.00,91.74
3490.00,91.67
3489.00,91.60
3488.00,91.53
3487.00,91.45
3486.00,91.39
3485.00,91.32
3484.00,91.25
3483.00,91.18
3482.00,91.11
3481.00,91.03
3480.00,90.96
3479.00,90.89
3478.00,90.83
3477.00,90.77
3476.00,90.70
3475.00,90.63
3474.00,90.56
3473.00,90.49
3472.00,90.42
3471.00,90.36
3470.00,90.29
3469.00,90.23
3468.00,90.16
3467.00,90.09
3466.00,90.02
3465.00,89.95
3464.00,89.88
3463.00,89.81
3462.00,89.74
3461.00,89.68
3460.00,89.61
3459.00,89.54
3458.00,89.47
3457.00,89.40
3456.00,89.33
3455.00,89.26
3454.00,89.20
3453.00,89.13
3452.00,89.07
3451.00,89.01
3450.00,88.95
3449.00,88.89
3448.00,88.82
3447.00,88.74
3446.00,88.67
3445.00,88.60
3444.00,88.54
3443.00,88.48
3442.00,88.41
3441.00,88.34
3440.00,88.28
3439.00,88.22
3438.00,88.17
3437.00,88.11
3436.00,88.05
3435.00,87.98
3434.00,87.92
3433.00,87.86
3432.00,87.79
3431.00,87.73
3430.00,87.66
3429.00,87.60
3428.00,87.54
3427.00,87.48
3426.00,87.42
3425.00,87.37
3424.00,87.31
3423.00,87.24
3422.00,87.18
3421.00,87.11
3420.00,87.04
3419.00,86.98
3418.00,86.93
3417.00,86.88
3416.00,86.82
3415.00,86.77
3414.00,86.72
3413.00,86.66
3412.00,86.60
3411.00,86.54
3410.00,86.49
3409.00,86.43
3408.00,86.38
3407.00,86.33
3406.00,86.28
3405.00,86.23
3404.00,86.18
3403.00,86.13
3402.00,86.08
3401.00,86.03
3400.00,85.97
3399.00,85.93
3398.00,85.88
3397.00,85.83
3396.00,85.78
3395.00,85.74
3394.00,85.69
3393.00,85.65
3392.00,85.59
3391.00,85.55
3390.00,85.50
3389.00,85.46
3388.00,85.43
3387.00,85.39
3386.00,85.35
3385.00,85.30
3384.00,85.26
3383.00,85.21
3382.00,85.18
3381.00,85.14
3380.00,85.11
3379.00,85.07
3378.00,85.04
3377.00,85.00
3376.00,84.96
3375.00,84.93
3374.00,84.90
3373.00,84.86
3372.00,84.83
3371.00,84.80
3370.00,84.77
3369.00,84.73
3368.00,84.70
3367.00,84.67
3366.00,84.64
3365.00,84.61
3364.00,84.58
3363.00,84.56
3362.00,84.54
3361.00,84.51
3360.00,84.49
3359.00,84.46
3358.00,84.44
3357.00,84.42
3356.00,84.39
3355.00,84.37
3354.00,84.34
3353.00,84.32
3352.00,84.31
3351.00,84.29
3350.00,84.27
3349.00,84.25
3348.00,84.23
3347.00,84.21
3346.00,84.19
3345.00,84.18
3344.00,84.16
3343.00,84.15
3342.00,84.14
3341.00,84.12
3340.00,84.11
3339.00,84.10
3338.00,84.09
3337.00,84.08
3336.00,84.06
3335.00,84.05
3334.00,84.04
3333.00,84.03
3332.00,84.02
3331.00,84.02
3330.00,84.01
3329.00,84.01
3328.00,84.00
3327.00,83.99
3326.00,83.98
3325.00,83.98
3324.00,83.97
3323.00,83.97
3322.00,83.97
3321.00,83.97
3320.00,83.97
3319.00,83.97
3318.00,83.96
3317.00,83.96
3316.00,83.96
3315.00,83.96
3314.00,83.95
3313.00,83.95
3312.00,83.95
3311.00,83.95
3310.00,83.95
3309.00,83.95
3308.00,83.95
3307.00,83.96
3306.00,83.96
3305.00,83.97
3304.00,83.98
3303.00,83.99
3302.00,83.99
3301.00,84.00
3300.00,84.01
3299.00,84.02
3298.00,84.02
3297.00,84.02
3296.00,84.03
3295.00,84.04
3294.00,84.05
3293.00,84.07
3292.00,84.08
3291.00,84.09
3290.00,84.10
3289.00,84.11
3288.00,84.13
3287.00,84.14
3286.00,84.16
3285.00,84.17
3284.00,84.19
3283.00,84.21
3282.00,84.22
3281.00,84.24
3280.00,84.26
3279.00,84.28
3278.00,84.30
3277.00,84.32
3276.00,84.33
3275.00,84.35
3274.00,84.36
3273.00,84.38
3272.00,84.40
3271.00,84.43
3270.00,84.46
3269.00,84.49
3268.00,84.52
3267.00,84.54
3266.00,84.57
3265.00,84.60
3264.00,84.63
3263.00,84.65
3262.00,84.68
3261.00,84.71
3260.00,84.73
3259.00,84.77
3258.00,84.80
3257.00,84.83
3256.00,84.87
3255.00,84.90
3254.00,84.93
3253.00,84.96
3252.00,85.00
3251.00,85.03
3250.00,85.07
3249.00,85.11
3248.00,85.15
3247.00,85.19
3246.00,85.22
3245.00,85.26
3244.00,85.30
3243.00,85.34
3242.00,85.39
3241.00,85.43
3240.00,85.47
3239.00,85.52
3238.00,85.56
3237.00,85.60
3236.00,85.64
3235.00,85.68
3234.00,85.73
3233.00,85.78
3232.00,85.83
3231.00,85.87
3230.00,85.92
3229.00,85.97
3228.00,86.02
3227.00,86.06
3226.00,86.11
3225.00,86.17
3224.00,86.22
3223.00,86.28
3222.00,86.33
3221.00,86.38
3220.00,86.43
3219.00,86.48
3218.00,86.54
3217.00,86.59
3216.00,86.64
3215.00,86.70
3214.00,86.76
3213.00,86.81
3212.00,86.87
3211.00,86.93
3210.00,86.98
3209.00,87.04
3208.00,87.09
3207.00,87.15
3206.00,87.21
3205.00,87.28
3204.00,87.34
3203.00,87.40
3202.00,87.47
3201.00,87.53
3200.00,87.59
3199.00,87.65
3198.00,87.71
3197.00,87.77
3196.00,87.83
3195.00,87.89
3194.00,87.96
3193.00,88.02
3192.00,88.08
3191.00,88.14
3190.00,88.21
3189.00,88.27
3188.00,88.34
3187.00,88.41
3186.00,88.47
3185.00,88.53
3184.00,88.59
3183.00,88.66
3182.00,88.72
3181.00,88.79
3180.00,88.85
3179.00,88.92
3178.00,88.98
3177.00,89.04
3176.00,89.11
3175.00,89.17
3174.00,89.24
3173.00,89.31
3172.00,89.38
3171.00,89.44
3170.00,89.51
3169.00,89.57
3168.00,89.63
3167.00,89.70
3166.00,89.76
3165.00,89.82
3164.00,89.89
3163.00,89.95
3162.00,90.02
3161.00,90.08
3160.00,90.15
3159.00,90.21
3158.00,90.27
3157.00,90.33
3156.00,90.39
3155.00,90.46
3154.00,90.52
3153.00,90.59
3152.00,90.65
3151.00,90.71
3150.00,90.77
3149.00,90.84
3148.00,90.90
3147.00,90.96
3146.00,91.02
3145.00,91.09
3144.00,91.15
3143.00,91.21
3142.00,91.27
3141.00,91.33
3140.00,91.39
3139.00,91.45
3138.00,91.51
3137.00,91.57
3136.00,91.63
3135.00,91.69
3134.00,91.74
3133.00,91.80
3132.00,91.86
3131.00,91.91
3130.00,91.97
3129.00,92.03
3128.00,92.09
3127.00,92.15
3126.00,92.20
3125.00,92.26
3124.00,92.31
3123.00,92.37
3122.00,92.42
3121.00,92.48
3120.00,92.53
3119.00,92.58
3118.00,92.63
3117.00,92.69
3116.00,92.74
3115.00,92.80
3114.00,92.85
3113.00,92.90
3112.00,92.95
3111.00,93.00
3110.00,93.06
3109.00,93.11
3108.00,93.16
3107.00,93.21
3106.00,93.26
3105.00,93.31
3104.00,93.35
3103.00,93.40
3102.00,93.45
3101.00,93.49
3100.00,93.54
3099.00,93.59
3098.00,93.64
3097.00,93.69
3096.00,93.73
3095.00,93.77
3094.00,93.82
3093.00,93.86
3092.00,93.91
3091.00,93.95
3090.00,94.00
3089.00,94.04
3088.00,94.09
3087.00,94.13
3086.00,94.17
3085.00,94.21
3084.00,94.25
3083.00,94.29
3082.00,94.33
3081.00,94.37
3080.00,94.41
3079.00,94.45
3078.00,94.50
3077.00,94.54
3076.00,94.57
3075.00,94.61
3074.00,94.65
3073.00,94.68
3072.00,94.72
3071.00,94.76
3070.00,94.80
3069.00,94.84
3068.00,94.88
3067.00,94.91
3066.00,94.94
3065.00,94.97
3064.00,95.00
3063.00,95.04
3062.00,95.07
3061.00,95.11
3060.00,95.14
3059.00,95.17
3058.00,95.20
3057.00,95.23
3056.00,95.26
3055.00,95.29
3054.00,95.33
3053.00,95.36
3052.00,95.39
3051.00,95.42
3050.00,95.44
3049.00,95.47
3048.00,95.50
3047.00,95.52
3046.00,95.55
3045.00,95.58
3044.00,95.60
3043.00,95.63
3042.00,95.65
3041.00,95.67
3040.00,95.69
3039.00,95.72
3038.00,95.74
3037.00,95.77
3036.00,95.79
3035.00,95.81
3034.00,95.83
3033.00,95.85
3032.00,95.87
3031.00,95.89
3030.00,95.91
3029.00,95.93
3028.00,95.94
3027.00,95.96
3026.00,95.98
3025.00,96.00
3024.00,96.02
3023.00,96.04
3022.00,96.06
3021.00,96.08
3020.00,96.10
3019.00,96.12
3018.00,96.14
3017.00,96.15
3016.00,96.16
3015.00,96.18
3014.00,96.20
3013.00,96.21
3012.00,96.23
3011.00,96.25
3010.00,96.26
3009.00,96.27
3008.00,96.29
3007.00,96.30
3006.00,96.31
3005.00,96.31
3004.00,96.32
3003.00,96.33
3002.00,96.33
3001.00,96.33
3000.00,96.33
2999.00,96.33
2998.00,96.32
2997.00,96.31
2996.00,96.31
2995.00,96.29
2994.00,96.28
2993.00,96.26
2992.00,96.25
2991.00,96.23
2990.00,96.20
2989.00,96.18
2988.00,96.15
2987.00,96.12
2986.00,96.09
2985.00,96.06
2984.00,96.02
2983.00,95.98
2982.00,95.93
2981.00,95.88
2980.00,95.83
2979.00,95.77
2978.00,95.71
2977.00,95.63
2976.00,95.55
2975.00,95.47
2974.00,95.37
2973.00,95.27
2972.00,95.15
2971.00,95.03
2970.00,94.89
2969.00,94.74
2968.00,94.58
2967.00,94.41
2966.00,94.22
2965.00,94.01
2964.00,93.79
2963.00,93.56
2962.00,93.31
2961.00,93.04
2960.00,92.77
2959.00,92.48
2958.00,92.18
2957.00,91.87
2956.00,91.55
2955.00,91.24
2954.00,90.92
2953.00,90.60
2952.00,90.30
2951.00,90.00
2950.00,89.72
2949.00,89.46
2948.00,89.22
2947.00,89.01
2946.00,88.82
2945.00,88.67
2944.00,88.54
2943.00,88.44
2942.00,88.36
2941.00,88.31
2940.00,88.29
2939.00,88.28
2938.00,88.29
2937.00,88.31
2936.00,88.35
2935.00,88.39
2934.00,88.44
2933.00,88.48
2932.00,88.53
2931.00,88.57
2930.00,88.60
2929.00,88.62
2928.00,88.63
2927.00,88.62
2926.00,88.60
2925.00,88.57
2924.00,88.51
2923.00,88.45
2922.00,88.37
2921.00,88.29
2920.00,88.21
2919.00,88.13
2918.00,88.05
2917.00,87.99
2916.00,87.93
2915.00,87.89
2914.00,87.86
2913.00,87.85
2912.00,87.84
2911.00,87.85
2910.00,87.88
2909.00,87.92
2908.00,87.99
2907.00,88.08
2906.00,88.20
2905.00,88.33
2904.00,88.49
2903.00,88.67
2902.00,88.87
2901.00,89.08
2900.00,89.32
2899.00,89.56
2898.00,89.80
2897.00,90.05
2896.00,90.30
2895.00,90.53
2894.00,90.76
2893.00,90.98
2892.00,91.19
2891.00,91.39
2890.00,91.56
2889.00,91.72
2888.00,91.87
2887.00,92.00
2886.00,92.12
2885.00,92.23
2884.00,92.33
2883.00,92.41
2882.00,92.49
2881.00,92.56
2880.00,92.62
2879.00,92.68
2878.00,92.73
2877.00,92.78
2876.00,92.83
2875.00,92.87
2874.00,92.91
2873.00,92.94
2872.00,92.98
2871.00,93.01
2870.00,93.05
2869.00,93.08
2868.00,93.11
2867.00,93.14
2866.00,93.16
2865.00,93.19
2864.00,93.21
2863.00,93.23
2862.00,93.25
2861.00,93.26
2860.00,93.28
2859.00,93.29
2858.00,93.30
2857.00,93.31
2856.00,93.32
2855.00,93.34
2854.00,93.35
2853.00,93.36
2852.00,93.39
2851.00,93.42
2850.00,93.47
2849.00,93.53
2848.00,93.60
2847.00,93.67
2846.00,93.73
2845.00,93.80
2844.00,93.86
2843.00,93.93
2842.00,93.98
2841.00,94.04
2840.00,94.10
2839.00,94.15
2838.00,94.20
2837.00,94.25
2836.00,94.29
2835.00,94.34
2834.00,94.38
2833.00,94.43
2832.00,94.47
2831.00,94.52
2830.00,94.57
2829.00,94.61
2828.00,94.66
2827.00,94.70
2826.00,94.75
2825.00,94.79
2824.00,94.84
2823.00,94.89
2822.00,94.94
2821.00,94.99
2820.00,95.04
2819.00,95.09
2818.00,95.15
2817.00,95.20
2816.00,95.26
2815.00,95.31
2814.00,95.36
2813.00,95.42
2812.00,95.47
2811.00,95.52
2810.00,95.58
2809.00,95.63
2808.00,95.68
2807.00,95.73
2806.00,95.78
2805.00,95.83
2804.00,95.87
2803.00,95.91
2802.00,95.95
2801.00,95.99
2800.00,96.03
2799.00,96.06
2798.00,96.10
2797.00,96.13
2796.00,96.16
2795.00,96.18
2794.00,96.21
2793.00,96.24
2792.00,96.26
2791.00,96.28
2790.00,96.30
2789.00,96.33
2788.00,96.35
2787.00,96.37
2786.00,96.39
2785.00,96.40
2784.00,96.42
2783.00,96.43
2782.00,96.45
2781.00,96.46
2780.00,96.48
2779.00,96.49
2778.00,96.50
2777.00,96.52
2776.00,96.53
2775.00,96.54
2774.00,96.55
2773.00,96.56
2772.00,96.56
2771.00,96.57
2770.00,96.58
2769.00,96.59
2768.00,96.60
2767.00,96.60
2766.00,96.61
2765.00,96.62
2764.00,96.63
2763.00,96.63
2762.00,96.64
2761.00,96.64
2760.00,96.65
2759.00,96.65
2758.00,96.66
2757.00,96.67
2756.00,96.67
2755.00,96.68
2754.00,96.69
2753.00,96.69
2752.00,96.70
2751.00,96.70
2750.00,96.71
2749.00,96.72
2748.00,96.72
2747.00,96.73
2746.00,96.74
2745.00,96.75
2744.00,96.75
2743.00,96.76
2742.00,96.77
2741.00,96.78
2740.00,96.78
2739.00,96.79
2738.00,96.80
2737.00,96.81
2736.00,96.82
2735.00,96.83
2734.00,96.84
2733.00,96.84
2732.00,96.85
2731.00,96.86
2730.00,96.87
2729.00,96.88
2728.00,96.89
2727.00,96.90
2726.00,96.91
2725.00,96.91
2724.00,96.92
2723.00,96.93
2722.00,96.93
2721.00,96.94
2720.00,96.94
2719.00,96.95
2718.00,96.95
2717.00,96.96
2716.00,96.97
2715.00,96.97
2714.00,96.98
2713.00,96.98
2712.00,96.98
2711.00,96.99
2710.00,96.99
2709.00,96.99
2708.00,96.99
2707.00,96.99
2706.00,97.00
2705.00,97.00
2704.00,97.00
2703.00,97.01
2702.00,97.01
2701.00,97.01
2700.00,97.01
2699.00,97.01
2698.00,97.02
2697.00,97.02
2696.00,97.02
2695.00,97.02
2694.00,97.02
2693.00,97.02
2692.00,97.02
2691.00,97.02
2690.00,97.02
2689.00,97.02
2688.00,97.02
2687.00,97.03
2686.00,97.03
2685.00,97.03
2684.00,97.04
2683.00,97.04
2682.00,97.05
2681.00,97.05
2680.00,97.05
2679.00,97.06
2678.00,97.07
2677.00,97.07
2676.00,97.08
2675.00,97.08
2674.00,97.08
2673.00,97.08
2672.00,97.09
2671.00,97.09
2670.00,97.09
2669.00,97.10
2668.00,97.10
2667.00,97.10
2666.00,97.10
2665.00,97.10
2664.00,97.10
2663.00,97.10
2662.00,97.10
2661.00,97.10
2660.00,97.11
2659.00,97.11
2658.00,97.11
2657.00,97.12
2656.00,97.12
2655.00,97.12
2654.00,97.12
2653.00,97.13
2652.00,97.13
2651.00,97.14
2650.00,97.15
2649.00,97.15
2648.00,97.16
2647.00,97.16
2646.00,97.17
2645.00,97.18
2644.00,97.19
2643.00,97.20
2642.00,97.21
2641.00,97.22
2640.00,97.22
2639.00,97.23
2638.00,97.24
2637.00,97.25
2636.00,97.25
2635.00,97.26
2634.00,97.28
2633.00,97.29
2632.00,97.29
2631.00,97.30
2630.00,97.31
2629.00,97.32
2628.00,97.32
2627.00,97.33
2626.00,97.34
2625.00,97.35
2624.00,97.37
2623.00,97.38
2622.00,97.39
2621.00,97.40
2620.00,97.40
2619.00,97.41
2618.00,97.42
2617.00,97.43
2616.00,97.45
2615.00,97.46
2614.00,97.47
2613.00,97.48
2612.00,97.49
2611.00,97.50
2610.00,97.51
2609.00,97.52
2608.00,97.52
2607.00,97.53
2606.00,97.54
2605.00,97.55
2604.00,97.56
2603.00,97.57
2602.00,97.58
2601.00,97.59
2600.00,97.60
2599.00,97.61
2598.00,97.62
2597.00,97.63
2596.00,97.64
2595.00,97.64
2594.00,97.65
2593.00,97.65
2592.00,97.66
2591.00,97.67
2590.00,97.68
2589.00,97.69
2588.00,97.70
2587.00,97.70
2586.00,97.71
2585.00,97.71
2584.00,97.71
2583.00,97.72
2582.00,97.72
2581.00,97.73
2580.00,97.73
2579.00,97.74
2578.00,97.74
2577.00,97.75
2576.00,97.75
2575.00,97.76
2574.00,97.76
2573.00,97.77
2572.00,97.78
2571.00,97.78
2570.00,97.78
2569.00,97.78
2568.00,97.79
2567.00,97.79
2566.00,97.80
2565.00,97.81
2564.00,97.81
2563.00,97.81
2562.00,97.81
2561.00,97.81
2560.00,97.81
2559.00,97.81
2558.00,97.82
2557.00,97.82
2556.00,97.83
2555.00,97.83
2554.00,97.84
2553.00,97.84
2552.00,97.84
2551.00,97.84
2550.00,97.84
2549.00,97.84
2548.00,97.85
2547.00,97.85
2546.00,97.85
2545.00,97.85
2544.00,97.85
2543.00,97.85
2542.00,97.86
2541.00,97.87
2540.00,97.87
2539.00,97.87
2538.00,97.88
2537.00,97.88
2536.00,97.88
2535.00,97.88
2534.00,97.88
2533.00,97.89
2532.00,97.89
2531.00,97.89
2530.00,97.90
2529.00,97.90
2528.00,97.91
2527.00,97.91
2526.00,97.91
2525.00,97.91
2524.00,97.91
2523.00,97.91
2522.00,97.91
2521.00,97.91
2520.00,97.91
2519.00,97.91
2518.00,97.91
2517.00,97.92
2516.00,97.93
2515.00,97.94
2514.00,97.95
2513.00,97.95
2512.00,97.96
2511.00,97.96
2510.00,97.96
2509.00,97.96
2508.00,97.96
2507.00,97.97
2506.00,97.98
2505.00,97.98
2504.00,97.99
2503.00,97.99
2502.00,97.99
2501.00,97.99
2500.00,98.00
2499.00,98.01
2498.00,98.01
2497.00,98.02
2496.00,98.02
2495.00,98.03
2494.00,98.03
2493.00,98.03
2492.00,98.03
2491.00,98.03
2490.00,98.04
2489.00,98.04
2488.00,98.05
2487.00,98.06
2486.00,98.07
2485.00,98.07
2484.00,98.08
2483.00,98.08
2482.00,98.09
2481.00,98.09
2480.00,98.09
2479.00,98.09
2478.00,98.10
2477.00,98.10
2476.00,98.11
2475.00,98.11
2474.00,98.11
2473.00,98.12
2472.00,98.12
2471.00,98.12
2470.00,98.13
2469.00,98.13
2468.00,98.14
2467.00,98.14
2466.00,98.15
2465.00,98.15
2464.00,98.15
2463.00,98.15
2462.00,98.15
2461.00,98.14
2460.00,98.14
2459.00,98.13
2458.00,98.14
2457.00,98.14
2456.00,98.14
2455.00,98.15
2454.00,98.15
2453.00,98.15
2452.00,98.16
2451.00,98.16
