Created as New Dataset,EVA (ethylene vinyl acetate) GF
cm-1,%T
2469.00,97.52
2468.00,97.53
2467.00,97.52
2466.00,97.52
2465.00,97.51
2464.00,97.51
2463.00,97.52
2462.00,97.52
2461.00,97.52
2460.00,97.52
2459.00,97.51
2458.00,97.51
2457.00,97.51
2456.00,97.50
2455.00,97.50
2454.00,97.50
2453.00,97.50
2452.00,97.51
2451.00,97.51
2450.00,97.51
2449.00,97.52
2448.00,97.52
2447.00,97.52
2446.00,97.52
2445.00,97.53
2444.00,97.53
2443.00,97.53
2442.00,97.53
2441.00,97.53
2440.00,97.53
2439.00,97.53
2438.00,97.54
2437.00,97.54
2436.00,97.54
2435.00,97.54
2434.00,97.54
2433.00,97.55
2432.00,97.55
2431.00,97.55
2430.00,97.56
2429.00,97.56
2428.00,97.56
2427.00,97.57
2426.00,97.56
2425.00,97.56
2424.00,97.56
2423.00,97.56
2422.00,97.57
2421.00,97.57
2420.00,97.57
2419.00,97.58
2418.00,97.58
2417.00,97.58
2416.00,97.58
2415.00,97.58
2414.00,97.58
2413.00,97.58
2412.00,97.58
2411.00,97.59
2410.00,97.59
2409.00,97.59
2408.00,97.60
2407.00,97.60
2406.00,97.61
2405.00,97.62
2404.00,97.63
2403.00,97.63
2402.00,97.63
2401.00,97.63
2400.00,97.63
2399.00,97.63
2398.00,97.63
2397.00,97.63
2396.00,97.63
2395.00,97.63
2394.00,97.63
2393.00,97.63
2392.00,97.63
2391.00,97.64
2390.00,97.64
2389.00,97.64
2388.00,97.65
2387.00,97.65
2386.00,97.66
2385.00,97.67
2384.00,97.68
2383.00,97.68
2382.00,97.69
2381.00,97.70
2380.00,97.71
2379.00,97.71
2378.00,97.72
2377.00,97.73
2376.00,97.73
2375.00,97.73
2374.00,97.74
2373.00,97.74
2372.00,97.73
2371.00,97.73
2370.00,97.72
2369.00,97.73
2368.00,97.74
2367.00,97.76
2366.00,97.77
2365.00,97.79
2364.00,97.79
2363.00,97.78
2362.00,97.77
2361.00,97.75
2360.00,97.75
2359.00,97.74
2358.00,97.74
2357.00,97.74
2356.00,97.73
2355.00,97.73
2354.00,97.73
2353.00,97.74
2352.00,97.74
2351.00,97.74
2350.00,97.74
2349.00,97.74
2348.00,97.76
2347.00,97.79
2346.00,97.82
2345.00,97.83
2344.00,97.81
2343.00,97.77
2342.00,97.74
2341.00,97.72
2340.00,97.70
2339.00,97.69
2338.00,97.67
2337.00,97.66
2336.00,97.65
2335.00,97.65
2334.00,97.65
2333.00,97.65
2332.00,97.66
2331.00,97.66
2330.00,97.66
2329.00,97.65
2328.00,97.62
2327.00,97.58
2326.00,97.53
2325.00,97.48
2324.00,97.45
2323.00,97.45
2322.00,97.45
2321.00,97.47
2320.00,97.48
2319.00,97.49
2318.00,97.48
2317.00,97.48
2316.00,97.48
2315.00,97.49
2314.00,97.50
2313.00,97.51
2312.00,97.52
2311.00,97.52
2310.00,97.52
2309.00,97.52
2308.00,97.53
2307.00,97.53
2306.00,97.53
2305.00,97.53
2304.00,97.53
2303.00,97.53
2302.00,97.53
2301.00,97.53
2300.00,97.52
2299.00,97.52
2298.00,97.51
2297.00,97.50
2296.00,97.50
2295.00,97.49
2294.00,97.49
2293.00,97.48
2292.00,97.46
2291.00,97.45
2290.00,97.44
2289.00,97.43
2288.00,97.42
2287.00,97.41
2286.00,97.40
2285.00,97.39
2284.00,97.39
2283.00,97.40
2282.00,97.41
2281.00,97.42
2280.00,97.43
2279.00,97.43
2278.00,97.43
2277.00,97.44
2276.00,97.44
2275.00,97.44
2274.00,97.44
2273.00,97.45
2272.00,97.45
2271.00,97.46
2270.00,97.46
2269.00,97.46
2268.00,97.45
2267.00,97.45
2266.00,97.46
2265.00,97.46
2264.00,97.46
2263.00,97.46
2262.00,97.46
2261.00,97.45
2260.00,97.45
2259.00,97.45
2258.00,97.44
2257.00,97.44
2256.00,97.44
2255.00,97.45
2254.00,97.46
2253.00,97.46
2252.00,97.47
2251.00,97.47
2250.00,97.46
2249.00,97.46
2248.00,97.45
2247.00,97.44
2246.00,97.43
2245.00,97.43
2244.00,97.43
2243.00,97.44
2242.00,97.44
2241.00,97.44
2240.00,97.44
2239.00,97.44
2238.00,97.45
2237.00,97.44
2236.00,97.44
2235.00,97.44
2234.00,97.44
2233.00,97.45
2232.00,97.45
2231.00,97.44
2230.00,97.43
2229.00,97.43
2228.00,97.43
2227.00,97.43
2226.00,97.43
2225.00,97.44
2224.00,97.44
2223.00,97.44
2222.00,97.43
2221.00,97.42
2220.00,97.42
2219.00,97.42
2218.00,97.42
2217.00,97.42
2216.00,97.42
2215.00,97.43
2214.00,97.44
2213.00,97.44
2212.00,97.44
2211.00,97.43
2210.00,97.42
2209.00,97.41
2208.00,97.40
2207.00,97.40
2206.00,97.40
2205.00,97.40
2204.00,97.40
2203.00,97.41
2202.00,97.41
2201.00,97.41
2200.00,97.41
2199.00,97.41
2198.00,97.41
2197.00,97.40
2196.00,97.39
2195.00,97.37
2194.00,97.36
2193.00,97.34
2192.00,97.33
2191.00,97.33
2190.00,97.33
2189.00,97.32
2188.00,97.33
2187.00,97.32
2186.00,97.32
2185.00,97.31
2184.00,97.32
2183.00,97.34
2182.00,97.37
2181.00,97.39
2180.00,97.40
2179.00,97.39
2178.00,97.37
2177.00,97.37
2176.00,97.38
2175.00,97.41
2174.00,97.42
2173.00,97.41
2172.00,97.38
2171.00,97.35
2170.00,97.31
2169.00,97.28
2168.00,97.27
2167.00,97.26
2166.00,97.26
2165.00,97.24
2164.00,97.22
2163.00,97.19
2162.00,97.17
2161.00,97.19
2160.00,97.28
2159.00,97.42
2158.00,97.57
2157.00,97.68
2156.00,97.72
2155.00,97.72
2154.00,97.70
2153.00,97.67
2152.00,97.65
2151.00,97.64
2150.00,97.62
2149.00,97.61
2148.00,97.61
2147.00,97.62
2146.00,97.63
2145.00,97.63
2144.00,97.63
2143.00,97.62
2142.00,97.62
2141.00,97.63
2140.00,97.64
2139.00,97.65
2138.00,97.66
2137.00,97.68
2136.00,97.70
2135.00,97.72
2134.00,97.75
2133.00,97.77
2132.00,97.77
2131.00,97.76
2130.00,97.75
2129.00,97.73
2128.00,97.72
2127.00,97.72
2126.00,97.72
2125.00,97.71
2124.00,97.70
2123.00,97.69
2122.00,97.67
2121.00,97.66
2120.00,97.64
2119.00,97.63
2118.00,97.62
2117.00,97.61
2116.00,97.59
2115.00,97.58
2114.00,97.57
2113.00,97.57
2112.00,97.57
2111.00,97.57
2110.00,97.57
2109.00,97.56
2108.00,97.56
2107.00,97.56
2106.00,97.56
2105.00,97.56
2104.00,97.56
2103.00,97.56
2102.00,97.56
2101.00,97.57
2100.00,97.57
2099.00,97.58
2098.00,97.59
2097.00,97.60
2096.00,97.62
2095.00,97.64
2094.00,97.65
2093.00,97.64
2092.00,97.63
2091.00,97.63
2090.00,97.62
2089.00,97.62
2088.00,97.62
2087.00,97.61
2086.00,97.60
2085.00,97.59
2084.00,97.59
2083.00,97.59
2082.00,97.58
2081.00,97.58
2080.00,97.57
2079.00,97.57
2078.00,97.57
2077.00,97.56
2076.00,97.56
2075.00,97.54
2074.00,97.54
2073.00,97.53
2072.00,97.53
2071.00,97.54
2070.00,97.54
2069.00,97.54
2068.00,97.55
2067.00,97.57
2066.00,97.58
2065.00,97.58
2064.00,97.57
2063.00,97.57
2062.00,97.56
2061.00,97.56
2060.00,97.56
2059.00,97.55
2058.00,97.54
2057.00,97.53
2056.00,97.51
2055.00,97.51
2054.00,97.51
2053.00,97.49
2052.00,97.44
2051.00,97.39
2050.00,97.35
2049.00,97.36
2048.00,97.38
2047.00,97.41
2046.00,97.44
2045.00,97.45
2044.00,97.45
2043.00,97.44
2042.00,97.44
2041.00,97.43
2040.00,97.42
2039.00,97.41
2038.00,97.41
2037.00,97.41
2036.00,97.42
2035.00,97.43
2034.00,97.44
2033.00,97.45
2032.00,97.47
2031.00,97.47
2030.00,97.47
2029.00,97.48
2028.00,97.48
2027.00,97.48
2026.00,97.48
2025.00,97.49
2024.00,97.50
2023.00,97.51
2022.00,97.52
2021.00,97.52
2020.00,97.52
2019.00,97.52
2018.00,97.53
2017.00,97.54
2016.00,97.54
2015.00,97.53
2014.00,97.52
2013.00,97.51
2012.00,97.50
2011.00,97.50
2010.00,97.51
2009.00,97.52
2008.00,97.55
2007.00,97.59
2006.00,97.62
2005.00,97.64
2004.00,97.64
2003.00,97.63
2002.00,97.62
2001.00,97.61
2000.00,97.61
1999.00,97.60
1998.00,97.59
1997.00,97.58
1996.00,97.57
1995.00,97.57
1994.00,97.56
1993.00,97.55
1992.00,97.54
1991.00,97.53
1990.00,97.53
1989.00,97.52
1988.00,97.50
1987.00,97.48
1986.00,97.47
1985.00,97.46
1984.00,97.46
1983.00,97.44
1982.00,97.41
1981.00,97.37
1980.00,97.35
1979.00,97.38
1978.00,97.45
1977.00,97.52
1976.00,97.57
1975.00,97.59
1974.00,97.59
1973.00,97.60
1972.00,97.60
1971.00,97.60
1970.00,97.60
1969.00,97.60
1968.00,97.59
1967.00,97.57
1966.00,97.57
1965.00,97.57
1964.00,97.57
1963.00,97.55
1962.00,97.54
1961.00,97.53
1960.00,97.53
1959.00,97.54
1958.00,97.53
1957.00,97.52
1956.00,97.51
1955.00,97.50
1954.00,97.50
1953.00,97.49
1952.00,97.48
1951.00,97.47
1950.00,97.46
1949.00,97.44
1948.00,97.43
1947.00,97.42
1946.00,97.41
1945.00,97.40
1944.00,97.38
1943.00,97.37
1942.00,97.38
1941.00,97.40
1940.00,97.42
1939.00,97.43
1938.00,97.44
1937.00,97.46
1936.00,97.49
1935.00,97.52
1934.00,97.55
1933.00,97.58
1932.00,97.61
1931.00,97.63
1930.00,97.65
1929.00,97.67
1928.00,97.70
1927.00,97.72
1926.00,97.73
1925.00,97.73
1924.00,97.74
1923.00,97.75
1922.00,97.77
1921.00,97.77
1920.00,97.77
1919.00,97.77
1918.00,97.78
1917.00,97.78
1916.00,97.79
1915.00,97.79
1914.00,97.80
1913.00,97.81
1912.00,97.80
1911.00,97.80
1910.00,97.80
1909.00,97.80
1908.00,97.80
1907.00,97.80
1906.00,97.80
1905.00,97.80
1904.00,97.80
1903.00,97.80
1902.00,97.80
1901.00,97.80
1900.00,97.80
1899.00,97.79
1898.00,97.78
1897.00,97.77
1896.00,97.76
1895.00,97.75
1894.00,97.74
1893.00,97.74
1892.00,97.74
1891.00,97.72
1890.00,97.71
1889.00,97.71
1888.00,97.71
1887.00,97.71
1886.00,97.71
1885.00,97.70
1884.00,97.70
1883.00,97.70
1882.00,97.69
1881.00,97.68
1880.00,97.67
1879.00,97.66
1878.00,97.66
1877.00,97.65
1876.00,97.65
1875.00,97.64
1874.00,97.64
1873.00,97.64
1872.00,97.63
1871.00,97.63
1870.00,97.63
1869.00,97.64
1868.00,97.66
1867.00,97.69
1866.00,97.71
1865.00,97.71
1864.00,97.72
1863.00,97.73
1862.00,97.74
1861.00,97.76
1860.00,97.78
1859.00,97.80
1858.00,97.81
1857.00,97.83
1856.00,97.84
1855.00,97.86
1854.00,97.88
1853.00,97.89
1852.00,97.90
1851.00,97.91
1850.00,97.91
1849.00,97.92
1848.00,97.92
1847.00,97.92
1846.00,97.93
1845.00,97.94
1844.00,97.96
1843.00,97.99
1842.00,98.01
1841.00,98.01
1840.00,97.99
1839.00,97.98
1838.00,97.97
1837.00,97.98
1836.00,97.97
1835.00,97.97
1834.00,97.96
1833.00,97.96
1832.00,97.95
1831.00,97.94
1830.00,97.95
1829.00,97.98
1828.00,97.99
1827.00,97.98
1826.00,97.95
1825.00,97.93
1824.00,97.92
1823.00,97.92
1822.00,97.91
1821.00,97.90
1820.00,97.89
1819.00,97.88
1818.00,97.89
1817.00,97.89
1816.00,97.89
1815.00,97.88
1814.00,97.87
1813.00,97.85
1812.00,97.83
1811.00,97.82
1810.00,97.81
1809.00,97.80
1808.00,97.79
1807.00,97.76
1806.00,97.73
1805.00,97.71
1804.00,97.68
1803.00,97.64
1802.00,97.60
1801.00,97.57
1800.00,97.53
1799.00,97.50
1798.00,97.46
1797.00,97.40
1796.00,97.34
1795.00,97.28
1794.00,97.23
1793.00,97.18
1792.00,97.13
1791.00,97.08
1790.00,97.01
1789.00,96.90
1788.00,96.79
1787.00,96.69
1786.00,96.65
1785.00,96.70
1784.00,96.82
1783.00,96.98
1782.00,97.14
1781.00,97.29
1780.00,97.41
1779.00,97.49
1778.00,97.55
1777.00,97.60
1776.00,97.63
1775.00,97.65
1774.00,97.67
1773.00,97.72
1772.00,97.80
1771.00,97.87
1770.00,97.90
1769.00,97.88
1768.00,97.85
1767.00,97.83
1766.00,97.83
1765.00,97.83
1764.00,97.81
1763.00,97.77
1762.00,97.74
1761.00,97.73
1760.00,97.71
1759.00,97.67
1758.00,97.59
1757.00,97.51
1756.00,97.44
1755.00,97.37
1754.00,97.27
1753.00,97.13
1752.00,96.94
1751.00,96.70
1750.00,96.43
1749.00,96.11
1748.00,95.71
1747.00,95.24
1746.00,94.70
1745.00,94.06
1744.00,93.33
1743.00,92.58
1742.00,91.88
1741.00,91.20
1740.00,90.55
1739.00,90.06
1738.00,89.80
1737.00,89.69
1736.00,89.60
1735.00,89.43
1734.00,89.20
1733.00,89.05
1732.00,88.97
1731.00,88.88
1730.00,88.74
1729.00,88.62
1728.00,88.60
1727.00,88.73
1726.00,89.01
1725.00,89.45
1724.00,90.02
1723.00,90.64
1722.00,91.25
1721.00,91.81
1720.00,92.35
1719.00,92.93
1718.00,93.53
1717.00,94.05
1716.00,94.46
1715.00,94.76
1714.00,95.00
1713.00,95.17
1712.00,95.31
1711.00,95.43
1710.00,95.55
1709.00,95.65
1708.00,95.75
1707.00,95.85
1706.00,95.95
1705.00,96.05
1704.00,96.13
1703.00,96.20
1702.00,96.26
1701.00,96.33
1700.00,96.45
1699.00,96.60
1698.00,96.67
1697.00,96.67
1696.00,96.67
1695.00,96.72
1694.00,96.78
1693.00,96.82
1692.00,96.82
1691.00,96.82
1690.00,96.83
1689.00,96.84
1688.00,96.84
1687.00,96.81
1686.00,96.75
1685.00,96.62
1684.00,96.51
1683.00,96.48
1682.00,96.47
1681.00,96.41
1680.00,96.33
1679.00,96.26
1678.00,96.19
1677.00,96.09
1676.00,95.95
1675.00,95.83
1674.00,95.76
1673.00,95.73
1672.00,95.69
1671.00,95.68
1670.00,95.74
1669.00,95.89
1668.00,96.08
1667.00,96.25
1666.00,96.40
1665.00,96.52
1664.00,96.65
1663.00,96.77
1662.00,96.88
1661.00,96.95
1660.00,96.97
1659.00,96.97
1658.00,96.97
1657.00,96.96
1656.00,96.94
1655.00,96.89
1654.00,96.74
1653.00,96.56
1652.00,96.47
1651.00,96.38
1650.00,96.20
1649.00,95.91
1648.00,95.43
1647.00,94.75
1646.00,94.08
1645.00,93.57
1644.00,93.22
1643.00,93.02
1642.00,92.94
1641.00,93.00
1640.00,93.17
1639.00,93.41
1638.00,93.71
1637.00,94.04
1636.00,94.39
1635.00,94.72
1634.00,94.95
1633.00,95.05
1632.00,95.07
1631.00,95.04
1630.00,94.96
1629.00,94.77
1628.00,94.47
1627.00,94.08
1626.00,93.60
1625.00,92.91
1624.00,91.98
1623.00,90.98
1622.00,90.26
1621.00,89.94
1620.00,89.94
1619.00,90.23
1618.00,90.84
1617.00,91.68
1616.00,92.47
1615.00,93.00
1614.00,93.30
1613.00,93.45
1612.00,93.50
1611.00,93.45
1610.00,93.33
1609.00,93.17
1608.00,92.99
1607.00,92.81
1606.00,92.67
1605.00,92.55
1604.00,92.43
1603.00,92.34
1602.00,92.30
1601.00,92.32
1600.00,92.38
1599.00,92.44
1598.00,92.45
1597.00,92.38
1596.00,92.26
1595.00,92.18
1594.00,92.26
1593.00,92.52
1592.00,92.91
1591.00,93.38
1590.00,93.83
1589.00,94.23
1588.00,94.53
1587.00,94.74
1586.00,94.88
1585.00,94.99
1584.00,95.10
1583.00,95.25
1582.00,95.44
1581.00,95.67
1580.00,95.88
1579.00,96.06
1578.00,96.18
1577.00,96.27
1576.00,96.36
1575.00,96.44
1574.00,96.49
1573.00,96.50
1572.00,96.48
1571.00,96.46
1570.00,96.45
1569.00,96.47
1568.00,96.49
1567.00,96.48
1566.00,96.45
1565.00,96.43
1564.00,96.42
1563.00,96.41
1562.00,96.39
1561.00,96.35
1560.00,96.27
1559.00,96.14
1558.00,96.07
1557.00,96.02
1556.00,95.88
1555.00,95.69
1554.00,95.52
1553.00,95.41
1552.00,95.32
1551.00,95.21
1550.00,95.08
1549.00,94.95
1548.00,94.82
1547.00,94.66
1546.00,94.47
1545.00,94.23
1544.00,93.99
1543.00,93.78
1542.00,93.57
1541.00,93.30
1540.00,92.98
1539.00,92.76
1538.00,92.65
1537.00,92.60
1536.00,92.54
1535.00,92.44
1534.00,92.26
1533.00,92.08
1532.00,92.03
1531.00,92.12
1530.00,92.37
1529.00,92.76
1528.00,93.25
1527.00,93.76
1526.00,94.22
1525.00,94.59
1524.00,94.88
1523.00,95.13
1522.00,95.39
1521.00,95.65
1520.00,95.86
1519.00,96.03
1518.00,96.19
1517.00,96.34
1516.00,96.47
1515.00,96.55
1514.00,96.61
1513.00,96.65
1512.00,96.69
1511.00,96.72
1510.00,96.76
1509.00,96.78
1508.00,96.75
1507.00,96.70
1506.00,96.69
1505.00,96.67
1504.00,96.57
1503.00,96.42
1502.00,96.24
1501.00,96.01
1500.00,95.72
1499.00,95.31
1498.00,94.65
1497.00,93.64
1496.00,92.42
1495.00,91.36
1494.00,90.68
1493.00,90.45
1492.00,90.65
1491.00,91.22
1490.00,91.91
1489.00,92.38
1488.00,92.53
1487.00,92.49
1486.00,92.48
1485.00,92.62
1484.00,92.97
1483.00,93.47
1482.00,94.01
1481.00,94.47
1480.00,94.81
1479.00,95.01
1478.00,95.11
1477.00,95.10
1476.00,95.00
1475.00,94.86
1474.00,94.67
1473.00,94.48
1472.00,94.34
1471.00,94.28
1470.00,94.23
1469.00,94.16
1468.00,94.08
1467.00,94.00
1466.00,93.88
1465.00,93.72
1464.00,93.57
1463.00,93.47
1462.00,93.42
1461.00,93.39
1460.00,93.36
1459.00,93.24
1458.00,92.84
1457.00,92.02
1456.00,91.08
1455.00,90.29
1454.00,89.70
1453.00,89.33
1452.00,89.25
1451.00,89.47
1450.00,89.88
1449.00,90.35
1448.00,90.80
1447.00,91.20
1446.00,91.53
1445.00,91.81
1444.00,92.06
1443.00,92.26
1442.00,92.42
1441.00,92.52
1440.00,92.60
1439.00,92.68
1438.00,92.80
1437.00,93.00
1436.00,93.29
1435.00,93.59
1434.00,93.87
1433.00,94.13
1432.00,94.37
1431.00,94.60
1430.00,94.81
1429.00,94.98
1428.00,95.10
1427.00,95.16
1426.00,95.16
1425.00,95.08
1424.00,94.92
1423.00,94.67
1422.00,94.34
1421.00,93.81
1420.00,92.93
1419.00,91.76
1418.00,90.66
1417.00,89.85
1416.00,89.35
1415.00,89.12
1414.00,89.16
1413.00,89.43
1412.00,89.88
1411.00,90.44
1410.00,91.02
1409.00,91.52
1408.00,91.89
1407.00,92.15
1406.00,92.32
1405.00,92.44
1404.00,92.57
1403.00,92.72
1402.00,92.87
1401.00,93.02
1400.00,93.19
1399.00,93.37
1398.00,93.55
1397.00,93.72
1396.00,93.88
1395.00,94.02
1394.00,94.13
1393.00,94.18
1392.00,94.16
1391.00,94.06
1390.00,93.90
1389.00,93.69
1388.00,93.43
1387.00,93.20
1386.00,93.01
1385.00,92.87
1384.00,92.73
1383.00,92.57
1382.00,92.39
1381.00,92.23
1380.00,92.09
1379.00,92.00
1378.00,91.94
1377.00,91.92
1376.00,91.91
1375.00,91.89
1374.00,91.81
1373.00,91.65
1372.00,91.42
1371.00,91.16
1370.00,90.92
1369.00,90.79
1368.00,90.83
1367.00,91.02
1366.00,91.31
1365.00,91.61
1364.00,91.90
1363.00,92.16
1362.00,92.36
1361.00,92.49
1360.00,92.57
1359.00,92.57
1358.00,92.53
1357.00,92.46
1356.00,92.40
1355.00,92.37
1354.00,92.39
1353.00,92.46
1352.00,92.57
1351.00,92.73
1350.00,92.92
1349.00,93.14
1348.00,93.38
1347.00,93.63
1346.00,93.87
1345.00,94.07
1344.00,94.22
1343.00,94.30
1342.00,94.29
1341.00,94.18
1340.00,93.99
1339.00,93.75
1338.00,93.51
1337.00,93.33
1336.00,93.23
1335.00,93.25
1334.00,93.39
1333.00,93.61
1332.00,93.87
1331.00,94.11
1330.00,94.32
1329.00,94.49
1328.00,94.63
1327.00,94.75
1326.00,94.86
1325.00,94.96
1324.00,95.04
1323.00,95.11
1322.00,95.15
1321.00,95.16
1320.00,95.14
1319.00,95.09
1318.00,95.00
1317.00,94.88
1316.00,94.71
1315.00,94.47
1314.00,94.12
1313.00,93.65
1312.00,93.08
1311.00,92.44
1310.00,91.81
1309.00,91.23
1308.00,90.78
1307.00,90.51
1306.00,90.44
1305.00,90.52
1304.00,90.71
1303.00,90.95
1302.00,91.21
1301.00,91.47
1300.00,91.74
1299.00,92.06
1298.00,92.40
1297.00,92.76
1296.00,93.10
1295.00,93.40
1294.00,93.65
1293.00,93.84
1292.00,94.01
1291.00,94.15
1290.00,94.27
1289.00,94.37
1288.00,94.46
1287.00,94.51
1286.00,94.53
1285.00,94.53
1284.00,94.51
1283.00,94.49
1282.00,94.48
1281.00,94.49
1280.00,94.52
1279.00,94.56
1278.00,94.62
1277.00,94.69
1276.00,94.76
1275.00,94.80
1274.00,94.81
1273.00,94.76
1272.00,94.65
1271.00,94.46
1270.00,94.20
1269.00,93.87
1268.00,93.50
1267.00,93.14
1266.00,92.86
1265.00,92.68
1264.00,92.63
1263.00,92.70
1262.00,92.84
1261.00,93.02
1260.00,93.22
1259.00,93.41
1258.00,93.57
1257.00,93.68
1256.00,93.76
1255.00,93.78
1254.00,93.77
1253.00,93.71
1252.00,93.63
1251.00,93.52
1250.00,93.38
1249.00,93.23
1248.00,93.05
1247.00,92.84
1246.00,92.63
1245.00,92.39
1244.00,92.15
1243.00,91.89
1242.00,91.61
1241.00,91.31
1240.00,90.99
1239.00,90.67
1238.00,90.40
1237.00,90.19
1236.00,90.06
1235.00,89.99
1234.00,89.96
1233.00,89.91
1232.00,89.83
1231.00,89.72
1230.00,89.64
1229.00,89.61
1228.00,89.64
1227.00,89.70
1226.00,89.81
1225.00,89.97
1224.00,90.20
1223.00,90.50
1222.00,90.85
1221.00,91.21
1220.00,91.55
1219.00,91.86
1218.00,92.14
1217.00,92.38
1216.00,92.60
1215.00,92.78
1214.00,92.91
1213.00,92.97
1212.00,92.96
1211.00,92.87
1210.00,92.69
1209.00,92.42
1208.00,92.10
1207.00,91.78
1206.00,91.53
1205.00,91.39
1204.00,91.34
1203.00,91.34
1202.00,91.37
1201.00,91.39
1200.00,91.41
1199.00,91.47
1198.00,91.58
1197.00,91.73
1196.00,91.90
1195.00,92.09
1194.00,92.28
1193.00,92.42
1192.00,92.52
1191.00,92.56
1190.00,92.55
1189.00,92.50
1188.00,92.42
1187.00,92.33
1186.00,92.24
1185.00,92.17
1184.00,92.11
1183.00,92.07
1182.00,92.03
1181.00,92.00
1180.00,91.95
1179.00,91.90
1178.00,91.79
1177.00,91.61
1176.00,91.37
1175.00,91.14
1174.00,90.97
1173.00,90.90
1172.00,90.93
1171.00,91.03
1170.00,91.16
1169.00,91.32
1168.00,91.51
1167.00,91.72
1166.00,91.95
1165.00,92.15
1164.00,92.32
1163.00,92.43
1162.00,92.49
1161.00,92.51
1160.00,92.54
1159.00,92.59
1158.00,92.66
1157.00,92.74
1156.00,92.82
1155.00,92.89
1154.00,92.97
1153.00,93.07
1152.00,93.19
1151.00,93.32
1150.00,93.43
1149.00,93.51
1148.00,93.53
1147.00,93.50
1146.00,93.38
1145.00,93.15
1144.00,92.82
1143.00,92.45
1142.00,92.08
1141.00,91.76
1140.00,91.52
1139.00,91.41
1138.00,91.43
1137.00,91.55
1136.00,91.71
1135.00,91.84
1134.00,91.90
1133.00,91.90
1132.00,91.85
1131.00,91.75
1130.00,91.62
1129.00,91.47
1128.00,91.36
1127.00,91.32
1126.00,91.33
1125.00,91.38
1124.00,91.43
1123.00,91.47
1122.00,91.51
1121.00,91.54
1120.00,91.56
1119.00,91.56
1118.00,91.54
1117.00,91.49
1116.00,91.43
1115.00,91.37
1114.00,91.33
1113.00,91.30
1112.00,91.30
1111.00,91.31
1110.00,91.30
1109.00,91.25
1108.00,91.18
1107.00,91.09
1106.00,91.01
1105.00,90.98
1104.00,91.02
1103.00,91.15
1102.00,91.34
1101.00,91.58
1100.00,91.85
1099.00,92.12
1098.00,92.40
1097.00,92.68
1096.00,92.95
1095.00,93.20
1094.00,93.43
1093.00,93.63
1092.00,93.81
1091.00,93.96
1090.00,94.08
1089.00,94.17
1088.00,94.23
1087.00,94.26
1086.00,94.25
1085.00,94.19
1084.00,94.08
1083.00,93.97
1082.00,93.88
1081.00,93.84
1080.00,93.85
1079.00,93.86
1078.00,93.85
1077.00,93.79
1076.00,93.71
1075.00,93.62
1074.00,93.54
1073.00,93.50
1072.00,93.46
1071.00,93.43
1070.00,93.38
1069.00,93.31
1068.00,93.20
1067.00,93.06
1066.00,92.86
1065.00,92.63
1064.00,92.40
1063.00,92.23
1062.00,92.19
1061.00,92.27
1060.00,92.44
1059.00,92.62
1058.00,92.77
1057.00,92.85
1056.00,92.83
1055.00,92.76
1054.00,92.68
1053.00,92.66
1052.00,92.69
1051.00,92.77
1050.00,92.86
1049.00,92.97
1048.00,93.09
1047.00,93.23
1046.00,93.37
1045.00,93.48
1044.00,93.54
1043.00,93.56
1042.00,93.53
1041.00,93.47
1040.00,93.39
1039.00,93.30
1038.00,93.21
1037.00,93.12
1036.00,93.01
1035.00,92.89
1034.00,92.73
1033.00,92.54
1032.00,92.34
1031.00,92.15
1030.00,91.99
1029.00,91.88
1028.00,91.84
1027.00,91.87
1026.00,91.95
1025.00,92.07
1024.00,92.18
1023.00,92.29
1022.00,92.40
1021.00,92.52
1020.00,92.65
1019.00,92.78
1018.00,92.92
1017.00,93.06
1016.00,93.20
1015.00,93.34
1014.00,93.47
1013.00,93.60
1012.00,93.72
1011.00,93.83
1010.00,93.93
1009.00,94.02
1008.00,94.07
1007.00,94.09
1006.00,94.07
1005.00,93.99
1004.00,93.86
1003.00,93.69
1002.00,93.51
1001.00,93.41
1000.00,93.42
999.00,93.56
998.00,93.76
997.00,93.95
996.00,94.07
995.00,94.15
994.00,94.22
993.00,94.33
992.00,94.46
991.00,94.57
990.00,94.64
989.00,94.69
988.00,94.71
987.00,94.71
986.00,94.70
985.00,94.66
984.00,94.62
983.00,94.58
982.00,94.54
981.00,94.51
980.00,94.48
979.00,94.46
978.00,94.46
977.00,94.45
976.00,94.43
975.00,94.40
974.00,94.34
973.00,94.24
972.00,94.11
971.00,93.93
970.00,93.71
969.00,93.46
968.00,93.19
967.00,92.94
966.00,92.77
965.00,92.70
964.00,92.75
963.00,92.92
962.00,93.15
961.00,93.40
960.00,93.64
959.00,93.85
958.00,94.03
957.00,94.17
956.00,94.30
955.00,94.41
954.00,94.52
953.00,94.61
952.00,94.70
951.00,94.79
950.00,94.86
949.00,94.91
948.00,94.95
947.00,94.96
946.00,94.95
945.00,94.95
944.00,94.94
943.00,94.96
942.00,94.99
941.00,95.03
940.00,95.08
939.00,95.11
938.00,95.12
937.00,95.11
936.00,95.07
935.00,95.03
934.00,95.01
933.00,95.03
932.00,95.10
931.00,95.18
930.00,95.27
929.00,95.35
928.00,95.39
927.00,95.41
926.00,95.40
925.00,95.35
924.00,95.25
923.00,95.10
922.00,94.92
921.00,94.71
920.00,94.54
919.00,94.44
918.00,94.41
917.00,94.42
916.00,94.44
915.00,94.44
914.00,94.41
913.00,94.34
912.00,94.25
911.00,94.14
910.00,94.02
909.00,93.90
