Created as New Dataset,PS Granule GF
cm-1,%T
2459.00,99.78
2458.00,99.78
2457.00,99.78
2456.00,99.77
2455.00,99.77
2454.00,99.77
2453.00,99.76
2452.00,99.76
2451.00,99.76
2450.00,99.76
2449.00,99.76
2448.00,99.77
2447.00,99.77
2446.00,99.77
2445.00,99.77
2444.00,99.78
2443.00,99.78
2442.00,99.78
2441.00,99.78
2440.00,99.78
2439.00,99.78
2438.00,99.79
2437.00,99.79
2436.00,99.79
2435.00,99.79
2434.00,99.78
2433.00,99.79
2432.00,99.79
2431.00,99.79
2430.00,99.79
2429.00,99.80
2428.00,99.79
2427.00,99.79
2426.00,99.79
2425.00,99.79
2424.00,99.79
2423.00,99.80
2422.00,99.80
2421.00,99.80
2420.00,99.80
2419.00,99.80
2418.00,99.80
2417.00,99.80
2416.00,99.80
2415.00,99.80
2414.00,99.80
2413.00,99.80
2412.00,99.80
2411.00,99.80
2410.00,99.80
2409.00,99.80
2408.00,99.80
2407.00,99.80
2406.00,99.80
2405.00,99.81
2404.00,99.81
2403.00,99.81
2402.00,99.82
2401.00,99.82
2400.00,99.82
2399.00,99.82
2398.00,99.82
2397.00,99.82
2396.00,99.82
2395.00,99.82
2394.00,99.82
2393.00,99.82
2392.00,99.82
2391.00,99.82
2390.00,99.82
2389.00,99.82
2388.00,99.83
2387.00,99.83
2386.00,99.83
2385.00,99.83
2384.00,99.82
2383.00,99.82
2382.00,99.83
2381.00,99.83
2380.00,99.83
2379.00,99.83
2378.00,99.83
2377.00,99.83
2376.00,99.83
2375.00,99.82
2374.00,99.82
2373.00,99.82
2372.00,99.82
2371.00,99.82
2370.00,99.82
2369.00,99.82
2368.00,99.83
2367.00,99.83
2366.00,99.83
2365.00,99.81
2364.00,99.79
2363.00,99.77
2362.00,99.77
2361.00,99.77
2360.00,99.78
2359.00,99.80
2358.00,99.80
2357.00,99.80
2356.00,99.80
2355.00,99.79
2354.00,99.79
2353.00,99.78
2352.00,99.78
2351.00,99.78
2350.00,99.78
2349.00,99.77
2348.00,99.77
2347.00,99.76
2346.00,99.76
2345.00,99.76
2344.00,99.76
2343.00,99.76
2342.00,99.76
2341.00,99.75
2340.00,99.74
2339.00,99.73
2338.00,99.73
2337.00,99.73
2336.00,99.73
2335.00,99.73
2334.00,99.73
2333.00,99.74
2332.00,99.74
2331.00,99.74
2330.00,99.74
2329.00,99.74
2328.00,99.72
2327.00,99.70
2326.00,99.66
2325.00,99.62
2324.00,99.58
2323.00,99.57
2322.00,99.58
2321.00,99.60
2320.00,99.62
2319.00,99.64
2318.00,99.65
2317.00,99.65
2316.00,99.65
2315.00,99.65
2314.00,99.66
2313.00,99.67
2312.00,99.67
2311.00,99.67
2310.00,99.67
2309.00,99.66
2308.00,99.66
2307.00,99.67
2306.00,99.67
2305.00,99.67
2304.00,99.68
2303.00,99.68
2302.00,99.68
2301.00,99.68
2300.00,99.67
2299.00,99.67
2298.00,99.67
2297.00,99.67
2296.00,99.67
2295.00,99.67
2294.00,99.67
2293.00,99.66
2292.00,99.65
2291.00,99.64
2290.00,99.63
2289.00,99.63
2288.00,99.62
2287.00,99.62
2286.00,99.62
2285.00,99.62
2284.00,99.62
2283.00,99.62
2282.00,99.63
2281.00,99.63
2280.00,99.64
2279.00,99.65
2278.00,99.65
2277.00,99.65
2276.00,99.65
2275.00,99.65
2274.00,99.66
2273.00,99.66
2272.00,99.66
2271.00,99.66
2270.00,99.66
2269.00,99.66
2268.00,99.66
2267.00,99.66
2266.00,99.67
2265.00,99.67
2264.00,99.68
2263.00,99.69
2262.00,99.69
2261.00,99.69
2260.00,99.68
2259.00,99.67
2258.00,99.66
2257.00,99.66
2256.00,99.66
2255.00,99.68
2254.00,99.69
2253.00,99.70
2252.00,99.71
2251.00,99.71
2250.00,99.70
2249.00,99.69
2248.00,99.68
2247.00,99.67
2246.00,99.67
2245.00,99.67
2244.00,99.67
2243.00,99.67
2242.00,99.66
2241.00,99.66
2240.00,99.66
2239.00,99.66
2238.00,99.67
2237.00,99.67
2236.00,99.67
2235.00,99.67
2234.00,99.67
2233.00,99.67
2232.00,99.67
2231.00,99.67
2230.00,99.66
2229.00,99.66
2228.00,99.66
2227.00,99.66
2226.00,99.66
2225.00,99.66
2224.00,99.66
2223.00,99.65
2222.00,99.65
2221.00,99.65
2220.00,99.66
2219.00,99.66
2218.00,99.67
2217.00,99.67
2216.00,99.67
2215.00,99.66
2214.00,99.65
2213.00,99.64
2212.00,99.63
2211.00,99.63
2210.00,99.64
2209.00,99.64
2208.00,99.65
2207.00,99.64
2206.00,99.64
2205.00,99.64
2204.00,99.64
2203.00,99.64
2202.00,99.64
2201.00,99.64
2200.00,99.64
2199.00,99.64
2198.00,99.64
2197.00,99.64
2196.00,99.64
2195.00,99.63
2194.00,99.62
2193.00,99.62
2192.00,99.63
2191.00,99.63
2190.00,99.64
2189.00,99.65
2188.00,99.65
2187.00,99.64
2186.00,99.62
2185.00,99.60
2184.00,99.59
2183.00,99.60
2182.00,99.62
2181.00,99.65
2180.00,99.66
2179.00,99.66
2178.00,99.64
2177.00,99.62
2176.00,99.62
2175.00,99.64
2174.00,99.66
2173.00,99.67
2172.00,99.66
2171.00,99.64
2170.00,99.61
2169.00,99.58
2168.00,99.56
2167.00,99.55
2166.00,99.53
2165.00,99.50
2164.00,99.47
2163.00,99.44
2162.00,99.43
2161.00,99.45
2160.00,99.53
2159.00,99.66
2158.00,99.81
2157.00,99.91
2156.00,99.95
2155.00,99.93
2154.00,99.89
2153.00,99.86
2152.00,99.84
2151.00,99.84
2150.00,99.84
2149.00,99.84
2148.00,99.84
2147.00,99.83
2146.00,99.83
2145.00,99.83
2144.00,99.83
2143.00,99.83
2142.00,99.83
2141.00,99.83
2140.00,99.82
2139.00,99.82
2138.00,99.82
2137.00,99.84
2136.00,99.87
2135.00,99.90
2134.00,99.92
2133.00,99.92
2132.00,99.92
2131.00,99.90
2130.00,99.88
2129.00,99.87
2128.00,99.86
2127.00,99.85
2126.00,99.84
2125.00,99.83
2124.00,99.82
2123.00,99.81
2122.00,99.80
2121.00,99.79
2120.00,99.79
2119.00,99.77
2118.00,99.76
2117.00,99.75
2116.00,99.73
2115.00,99.72
2114.00,99.71
2113.00,99.71
2112.00,99.70
2111.00,99.69
2110.00,99.69
2109.00,99.68
2108.00,99.69
2107.00,99.69
2106.00,99.69
2105.00,99.70
2104.00,99.70
2103.00,99.69
2102.00,99.69
2101.00,99.69
2100.00,99.69
2099.00,99.69
2098.00,99.69
2097.00,99.70
2096.00,99.72
2095.00,99.74
2094.00,99.75
2093.00,99.75
2092.00,99.75
2091.00,99.74
2090.00,99.72
2089.00,99.70
2088.00,99.69
2087.00,99.68
2086.00,99.68
2085.00,99.68
2084.00,99.68
2083.00,99.68
2082.00,99.68
2081.00,99.67
2080.00,99.67
2079.00,99.66
2078.00,99.66
2077.00,99.67
2076.00,99.68
2075.00,99.68
2074.00,99.68
2073.00,99.67
2072.00,99.66
2071.00,99.66
2070.00,99.67
2069.00,99.67
2068.00,99.68
2067.00,99.69
2066.00,99.68
2065.00,99.67
2064.00,99.67
2063.00,99.66
2062.00,99.66
2061.00,99.65
2060.00,99.65
2059.00,99.65
2058.00,99.65
2057.00,99.64
2056.00,99.63
2055.00,99.63
2054.00,99.63
2053.00,99.61
2052.00,99.58
2051.00,99.54
2050.00,99.52
2049.00,99.52
2048.00,99.54
2047.00,99.56
2046.00,99.58
2045.00,99.60
2044.00,99.60
2043.00,99.61
2042.00,99.61
2041.00,99.61
2040.00,99.60
2039.00,99.59
2038.00,99.56
2037.00,99.54
2036.00,99.53
2035.00,99.56
2034.00,99.59
2033.00,99.62
2032.00,99.64
2031.00,99.64
2030.00,99.64
2029.00,99.65
2028.00,99.66
2027.00,99.66
2026.00,99.66
2025.00,99.66
2024.00,99.65
2023.00,99.65
2022.00,99.66
2021.00,99.67
2020.00,99.68
2019.00,99.67
2018.00,99.65
2017.00,99.63
2016.00,99.63
2015.00,99.62
2014.00,99.63
2013.00,99.64
2012.00,99.64
2011.00,99.64
2010.00,99.64
2009.00,99.64
2008.00,99.65
2007.00,99.67
2006.00,99.69
2005.00,99.70
2004.00,99.70
2003.00,99.69
2002.00,99.68
2001.00,99.68
2000.00,99.66
1999.00,99.65
1998.00,99.64
1997.00,99.63
1996.00,99.63
1995.00,99.63
1994.00,99.62
1993.00,99.62
1992.00,99.62
1991.00,99.62
1990.00,99.62
1989.00,99.62
1988.00,99.62
1987.00,99.62
1986.00,99.61
1985.00,99.60
1984.00,99.57
1983.00,99.54
1982.00,99.50
1981.00,99.46
1980.00,99.43
1979.00,99.43
1978.00,99.47
1977.00,99.53
1976.00,99.59
1975.00,99.64
1974.00,99.66
1973.00,99.67
1972.00,99.67
1971.00,99.67
1970.00,99.68
1969.00,99.69
1968.00,99.70
1967.00,99.70
1966.00,99.69
1965.00,99.69
1964.00,99.68
1963.00,99.67
1962.00,99.67
1961.00,99.68
1960.00,99.69
1959.00,99.70
1958.00,99.70
1957.00,99.69
1956.00,99.68
1955.00,99.66
1954.00,99.64
1953.00,99.63
1952.00,99.62
1951.00,99.63
1950.00,99.64
1949.00,99.65
1948.00,99.66
1947.00,99.67
1946.00,99.66
1945.00,99.66
1944.00,99.65
1943.00,99.64
1942.00,99.64
1941.00,99.64
1940.00,99.65
1939.00,99.65
1938.00,99.66
1937.00,99.66
1936.00,99.67
1935.00,99.67
1934.00,99.68
1933.00,99.68
1932.00,99.69
1931.00,99.70
1930.00,99.71
1929.00,99.72
1928.00,99.73
1927.00,99.74
1926.00,99.75
1925.00,99.75
1924.00,99.75
1923.00,99.75
1922.00,99.75
1921.00,99.75
1920.00,99.75
1919.00,99.75
1918.00,99.75
1917.00,99.75
1916.00,99.75
1915.00,99.75
1914.00,99.76
1913.00,99.76
1912.00,99.76
1911.00,99.75
1910.00,99.75
1909.00,99.74
1908.00,99.74
1907.00,99.74
1906.00,99.75
1905.00,99.75
1904.00,99.76
1903.00,99.76
1902.00,99.76
1901.00,99.76
1900.00,99.75
1899.00,99.74
1898.00,99.74
1897.00,99.73
1896.00,99.73
1895.00,99.73
1894.00,99.72
1893.00,99.71
1892.00,99.71
1891.00,99.70
1890.00,99.70
1889.00,99.70
1888.00,99.69
1887.00,99.69
1886.00,99.69
1885.00,99.69
1884.00,99.69
1883.00,99.69
1882.00,99.69
1881.00,99.68
1880.00,99.68
1879.00,99.67
1878.00,99.67
1877.00,99.68
1876.00,99.67
1875.00,99.67
1874.00,99.67
1873.00,99.67
1872.00,99.67
1871.00,99.67
1870.00,99.67
1869.00,99.67
1868.00,99.67
1867.00,99.67
1866.00,99.68
1865.00,99.69
1864.00,99.69
1863.00,99.70
1862.00,99.70
1861.00,99.71
1860.00,99.71
1859.00,99.72
1858.00,99.73
1857.00,99.74
1856.00,99.74
1855.00,99.74
1854.00,99.75
1853.00,99.75
1852.00,99.76
1851.00,99.76
1850.00,99.77
1849.00,99.77
1848.00,99.77
1847.00,99.77
1846.00,99.77
1845.00,99.78
1844.00,99.78
1843.00,99.78
1842.00,99.78
1841.00,99.78
1840.00,99.78
1839.00,99.78
1838.00,99.78
1837.00,99.78
1836.00,99.78
1835.00,99.78
1834.00,99.78
1833.00,99.78
1832.00,99.78
1831.00,99.77
1830.00,99.77
1829.00,99.77
1828.00,99.76
1827.00,99.75
1826.00,99.75
1825.00,99.74
1824.00,99.73
1823.00,99.73
1822.00,99.72
1821.00,99.72
1820.00,99.73
1819.00,99.74
1818.00,99.74
1817.00,99.74
1816.00,99.74
1815.00,99.73
1814.00,99.72
1813.00,99.71
1812.00,99.70
1811.00,99.69
1810.00,99.69
1809.00,99.68
1808.00,99.68
1807.00,99.67
1806.00,99.67
1805.00,99.67
1804.00,99.67
1803.00,99.67
1802.00,99.67
1801.00,99.68
1800.00,99.69
1799.00,99.69
1798.00,99.69
1797.00,99.69
1796.00,99.69
1795.00,99.69
1794.00,99.70
1793.00,99.71
1792.00,99.72
1791.00,99.72
1790.00,99.73
1789.00,99.73
1788.00,99.73
1787.00,99.74
1786.00,99.74
1785.00,99.75
1784.00,99.75
1783.00,99.75
1782.00,99.75
1781.00,99.75
1780.00,99.75
1779.00,99.75
1778.00,99.75
1777.00,99.76
1776.00,99.76
1775.00,99.76
1774.00,99.76
1773.00,99.76
1772.00,99.75
1771.00,99.75
1770.00,99.75
1769.00,99.75
1768.00,99.76
1767.00,99.76
1766.00,99.75
1765.00,99.75
1764.00,99.75
1763.00,99.75
1762.00,99.74
1761.00,99.74
1760.00,99.73
1759.00,99.73
1758.00,99.72
1757.00,99.72
1756.00,99.71
1755.00,99.71
1754.00,99.71
1753.00,99.71
1752.00,99.71
1751.00,99.70
1750.00,99.70
1749.00,99.69
1748.00,99.69
1747.00,99.69
1746.00,99.69
1745.00,99.69
1744.00,99.69
1743.00,99.68
1742.00,99.68
1741.00,99.68
1740.00,99.68
1739.00,99.69
1738.00,99.69
1737.00,99.70
1736.00,99.71
1735.00,99.71
1734.00,99.71
1733.00,99.71
1732.00,99.71
1731.00,99.71
1730.00,99.72
1729.00,99.73
1728.00,99.73
1727.00,99.73
1726.00,99.73
1725.00,99.73
1724.00,99.73
1723.00,99.74
1722.00,99.74
1721.00,99.73
1720.00,99.73
1719.00,99.73
1718.00,99.73
1717.00,99.73
1716.00,99.73
1715.00,99.74
1714.00,99.74
1713.00,99.74
1712.00,99.74
1711.00,99.74
1710.00,99.74
1709.00,99.74
1708.00,99.74
1707.00,99.74
1706.00,99.74
1705.00,99.75
1704.00,99.75
1703.00,99.75
1702.00,99.75
1701.00,99.75
1700.00,99.75
1699.00,99.74
1698.00,99.74
1697.00,99.74
1696.00,99.74
1695.00,99.74
1694.00,99.74
1693.00,99.73
1692.00,99.73
1691.00,99.74
1690.00,99.73
1689.00,99.73
1688.00,99.73
1687.00,99.73
1686.00,99.73
1685.00,99.73
1684.00,99.73
1683.00,99.72
1682.00,99.72
1681.00,99.72
1680.00,99.71
1679.00,99.71
1678.00,99.70
1677.00,99.70
1676.00,99.70
1675.00,99.70
1674.00,99.70
1673.00,99.70
1672.00,99.70
1671.00,99.70
1670.00,99.70
1669.00,99.70
1668.00,99.69
1667.00,99.69
1666.00,99.70
1665.00,99.70
1664.00,99.70
1663.00,99.70
1662.00,99.70
1661.00,99.70
1660.00,99.70
1659.00,99.71
1658.00,99.71
1657.00,99.71
1656.00,99.71
1655.00,99.71
1654.00,99.71
1653.00,99.71
1652.00,99.71
1651.00,99.71
1650.00,99.71
1649.00,99.72
1648.00,99.72
1647.00,99.72
1646.00,99.72
1645.00,99.72
1644.00,99.72
1643.00,99.72
1642.00,99.72
1641.00,99.73
1640.00,99.73
1639.00,99.73
1638.00,99.73
1637.00,99.73
1636.00,99.73
1635.00,99.73
1634.00,99.73
1633.00,99.73
1632.00,99.73
1631.00,99.73
1630.00,99.73
1629.00,99.72
1628.00,99.72
1627.00,99.72
1626.00,99.72
1625.00,99.72
1624.00,99.72
1623.00,99.72
1622.00,99.72
1621.00,99.72
1620.00,99.72
1619.00,99.72
1618.00,99.72
1617.00,99.71
1616.00,99.70
1615.00,99.68
1614.00,99.67
1613.00,99.65
1612.00,99.62
1611.00,99.59
1610.00,99.54
1609.00,99.48
1608.00,99.39
1607.00,99.29
1606.00,99.19
1605.00,99.09
1604.00,99.00
1603.00,98.93
1602.00,98.90
1601.00,98.91
1600.00,98.95
1599.00,99.02
1598.00,99.11
1597.00,99.19
1596.00,99.26
1595.00,99.32
1594.00,99.37
1593.00,99.41
1592.00,99.45
1591.00,99.47
1590.00,99.48
1589.00,99.48
1588.00,99.46
1587.00,99.44
1586.00,99.40
1585.00,99.37
1584.00,99.36
1583.00,99.36
1582.00,99.39
1581.00,99.43
1580.00,99.47
1579.00,99.51
1578.00,99.54
1577.00,99.57
1576.00,99.59
1575.00,99.60
1574.00,99.61
1573.00,99.62
1572.00,99.62
1571.00,99.63
1570.00,99.63
1569.00,99.64
1568.00,99.64
1567.00,99.64
1566.00,99.64
1565.00,99.64
1564.00,99.64
1563.00,99.64
1562.00,99.65
1561.00,99.65
1560.00,99.66
1559.00,99.66
1558.00,99.66
1557.00,99.65
1556.00,99.65
1555.00,99.64
1554.00,99.64
1553.00,99.64
1552.00,99.64
1551.00,99.63
1550.00,99.63
1549.00,99.62
1548.00,99.62
1547.00,99.61
1546.00,99.60
1545.00,99.59
1544.00,99.58
1543.00,99.58
1542.00,99.59
1541.00,99.59
1540.00,99.60
1539.00,99.61
1538.00,99.61
1537.00,99.62
1536.00,99.63
1535.00,99.64
1534.00,99.64
1533.00,99.65
1532.00,99.65
1531.00,99.66
1530.00,99.66
1529.00,99.67
1528.00,99.67
1527.00,99.67
1526.00,99.67
1525.00,99.68
1524.00,99.68
1523.00,99.69
1522.00,99.70
1521.00,99.71
1520.00,99.71
1519.00,99.70
1518.00,99.70
1517.00,99.70
1516.00,99.70
1515.00,99.70
1514.00,99.70
1513.00,99.70
1512.00,99.70
1511.00,99.69
1510.00,99.69
1509.00,99.69
1508.00,99.68
1507.00,99.66
1506.00,99.64
1505.00,99.62
1504.00,99.60
1503.00,99.56
1502.00,99.52
1501.00,99.45
1500.00,99.35
1499.00,99.20
1498.00,98.95
1497.00,98.60
1496.00,98.21
1495.00,97.87
1494.00,97.66
1493.00,97.60
1492.00,97.68
1491.00,97.91
1490.00,98.23
1489.00,98.53
1488.00,98.76
1487.00,98.93
1486.00,99.06
1485.00,99.16
1484.00,99.23
1483.00,99.30
1482.00,99.35
1481.00,99.39
1480.00,99.42
1479.00,99.44
1478.00,99.45
1477.00,99.47
1476.00,99.48
1475.00,99.49
1474.00,99.50
1473.00,99.50
1472.00,99.51
1471.00,99.52
1470.00,99.52
1469.00,99.52
1468.00,99.52
1467.00,99.52
1466.00,99.51
1465.00,99.50
1464.00,99.48
1463.00,99.45
1462.00,99.43
1461.00,99.39
1460.00,99.33
1459.00,99.22
1458.00,98.99
1457.00,98.62
1456.00,98.23
1455.00,97.94
1454.00,97.73
1453.00,97.60
1452.00,97.55
1451.00,97.61
1450.00,97.72
1449.00,97.87
1448.00,98.02
1447.00,98.16
1446.00,98.27
1445.00,98.37
1444.00,98.47
1443.00,98.57
1442.00,98.66
1441.00,98.74
1440.00,98.81
1439.00,98.87
1438.00,98.94
1437.00,99.01
1436.00,99.08
1435.00,99.14
1434.00,99.18
1433.00,99.23
1432.00,99.27
1431.00,99.31
1430.00,99.35
1429.00,99.38
1428.00,99.41
1427.00,99.43
1426.00,99.44
1425.00,99.45
1424.00,99.46
1423.00,99.47
1422.00,99.48
1421.00,99.48
1420.00,99.49
1419.00,99.50
1418.00,99.51
1417.00,99.52
1416.00,99.52
1415.00,99.52
1414.00,99.52
1413.00,99.53
1412.00,99.53
1411.00,99.53
1410.00,99.54
1409.00,99.54
1408.00,99.54
1407.00,99.54
1406.00,99.54
1405.00,99.54
1404.00,99.54
1403.00,99.54
1402.00,99.54
1401.00,99.55
1400.00,99.55
1399.00,99.55
1398.00,99.54
1397.00,99.54
1396.00,99.53
1395.00,99.52
1394.00,99.51
1393.00,99.50
1392.00,99.49
1391.00,99.48
1390.00,99.47
1389.00,99.46
1388.00,99.44
1387.00,99.42
1386.00,99.41
1385.00,99.40
1384.00,99.39
1383.00,99.37
1382.00,99.36
1381.00,99.35
1380.00,99.33
1379.00,99.32
1378.00,99.30
1377.00,99.29
1376.00,99.28
1375.00,99.27
1374.00,99.26
1373.00,99.26
1372.00,99.25
1371.00,99.25
1370.00,99.25
1369.00,99.26
1368.00,99.26
1367.00,99.27
1366.00,99.27
1365.00,99.27
1364.00,99.28
1363.00,99.28
1362.00,99.28
1361.00,99.28
1360.00,99.29
1359.00,99.30
1358.00,99.31
1357.00,99.31
1356.00,99.31
1355.00,99.32
1354.00,99.32
1353.00,99.32
1352.00,99.32
1351.00,99.32
1350.00,99.32
1349.00,99.32
1348.00,99.32
1347.00,99.32
1346.00,99.33
1345.00,99.34
1344.00,99.35
1343.00,99.35
1342.00,99.36
1341.00,99.36
1340.00,99.36
1339.00,99.36
1338.00,99.36
1337.00,99.36
1336.00,99.36
1335.00,99.35
1334.00,99.35
1333.00,99.34
1332.00,99.33
1331.00,99.32
1330.00,99.31
1329.00,99.31
1328.00,99.31
1327.00,99.31
1326.00,99.31
1325.00,99.32
1324.00,99.32
1323.00,99.33
1322.00,99.34
1321.00,99.34
1320.00,99.34
1319.00,99.34
1318.00,99.34
1317.00,99.33
1316.00,99.33
1315.00,99.33
1314.00,99.33
1313.00,99.32
1312.00,99.32
1311.00,99.32
1310.00,99.33
1309.00,99.33
1308.00,99.34
1307.00,99.34
1306.00,99.35
1305.00,99.35
1304.00,99.36
1303.00,99.37
1302.00,99.38
1301.00,99.38
1300.00,99.39
1299.00,99.39
1298.00,99.40
1297.00,99.40
1296.00,99.40
1295.00,99.41
1294.00,99.41
1293.00,99.42
1292.00,99.42
1291.00,99.43
1290.00,99.43
1289.00,99.43
1288.00,99.44
1287.00,99.44
1286.00,99.44
1285.00,99.44
1284.00,99.44
1283.00,99.44
1282.00,99.44
1281.00,99.45
1280.00,99.46
1279.00,99.46
1278.00,99.46
1277.00,99.47
1276.00,99.48
1275.00,99.48
1274.00,99.49
1273.00,99.50
1272.00,99.50
1271.00,99.51
1270.00,99.52
1269.00,99.53
1268.00,99.54
1267.00,99.54
1266.00,99.55
1265.00,99.55
1264.00,99.56
1263.00,99.56
1262.00,99.56
1261.00,99.56
1260.00,99.57
1259.00,99.57
1258.00,99.57
1257.00,99.57
1256.00,99.57
1255.00,99.58
1254.00,99.58
1253.00,99.58
1252.00,99.59
1251.00,99.59
1250.00,99.59
1249.00,99.60
1248.00,99.60
1247.00,99.60
1246.00,99.60
1245.00,99.60
1244.00,99.60
1243.00,99.61
1242.00,99.62
1241.00,99.62
1240.00,99.63
1239.00,99.63
1238.00,99.63
1237.00,99.63
1236.00,99.62
1235.00,99.62
1234.00,99.61
1233.00,99.61
1232.00,99.61
1231.00,99.61
1230.00,99.61
1229.00,99.62
1228.00,99.62
1227.00,99.61
1226.00,99.60
1225.00,99.58
1224.00,99.57
1223.00,99.57
1222.00,99.58
1221.00,99.58
1220.00,99.59
1219.00,99.59
1218.00,99.59
1217.00,99.59
1216.00,99.59
1215.00,99.58
1214.00,99.58
1213.00,99.58
1212.00,99.58
1211.00,99.58
1210.00,99.57
1209.00,99.57
1208.00,99.56
1207.00,99.56
1206.00,99.55
1205.00,99.54
1204.00,99.53
1203.00,99.52
1202.00,99.51
1201.00,99.51
1200.00,99.50
1199.00,99.49
1198.00,99.49
1197.00,99.48
1196.00,99.48
1195.00,99.47
1194.00,99.46
1193.00,99.46
1192.00,99.45
1191.00,99.45
1190.00,99.44
1189.00,99.44
1188.00,99.42
1187.00,99.41
1186.00,99.39
1185.00,99.37
1184.00,99.35
1183.00,99.33
1182.00,99.32
1181.00,99.32
1180.00,99.32
1179.00,99.34
1178.00,99.37
1177.00,99.40
1176.00,99.43
1175.00,99.45
1174.00,99.47
1173.00,99.49
1172.00,99.50
1171.00,99.50
1170.00,99.50
1169.00,99.50
1168.00,99.50
1167.00,99.50
1166.00,99.50
1165.00,99.50
1164.00,99.49
1163.00,99.48
1162.00,99.47
1161.00,99.45
1160.00,99.41
1159.00,99.38
1158.00,99.35
1157.00,99.32
1156.00,99.30
1155.00,99.29
1154.00,99.29
1153.00,99.31
1152.00,99.35
1151.00,99.39
1150.00,99.42
1149.00,99.46
1148.00,99.48
1147.00,99.50
1146.00,99.51
1145.00,99.52
1144.00,99.53
1143.00,99.54
1142.00,99.56
1141.00,99.57
1140.00,99.57
1139.00,99.58
1138.00,99.57
1137.00,99.57
1136.00,99.58
1135.00,99.58
1134.00,99.58
1133.00,99.58
1132.00,99.58
1131.00,99.59
1130.00,99.59
1129.00,99.60
1128.00,99.60
1127.00,99.59
1126.00,99.59
1125.00,99.59
1124.00,99.59
1123.00,99.59
1122.00,99.59
1121.00,99.58
1120.00,99.57
1119.00,99.56
1118.00,99.55
1117.00,99.54
1116.00,99.53
1115.00,99.52
1114.00,99.51
1113.00,99.51
1112.00,99.51
1111.00,99.52
1110.00,99.52
1109.00,99.52
1108.00,99.52
1107.00,99.53
1106.00,99.53
1105.00,99.53
1104.00,99.53
1103.00,99.53
1102.00,99.53
1101.00,99.53
1100.00,99.52
1099.00,99.52
1098.00,99.51
1097.00,99.50
1096.00,99.49
1095.00,99.48
1094.00,99.47
1093.00,99.46
1092.00,99.47
1091.00,99.47
1090.00,99.47
1089.00,99.46
1088.00,99.45
1087.00,99.43
1086.00,99.42
1085.00,99.41
1084.00,99.39
1083.00,99.38
1082.00,99.36
1081.00,99.34
1080.00,99.33
1079.00,99.31
1078.00,99.29
1077.00,99.26
1076.00,99.23
1075.00,99.20
1074.00,99.17
1073.00,99.14
1072.00,99.12
1071.00,99.11
1070.00,99.10
1069.00,99.10
1068.00,99.11
1067.00,99.12
1066.00,99.14
1065.00,99.16
1064.00,99.17
1063.00,99.19
1062.00,99.21
1061.00,99.23
1060.00,99.25
1059.00,99.28
1058.00,99.30
1057.00,99.32
1056.00,99.33
1055.00,99.34
1054.00,99.35
1053.00,99.36
1052.00,99.37
1051.00,99.39
1050.00,99.40
1049.00,99.40
1048.00,99.40
1047.00,99.40
1046.00,99.41
1045.00,99.41
1044.00,99.41
1043.00,99.41
1042.00,99.41
1041.00,99.40
1040.00,99.38
1039.00,99.36
1038.00,99.32
1037.00,99.27
1036.00,99.20
1035.00,99.10
1034.00,99.00
1033.00,98.89
1032.00,98.79
1031.00,98.70
1030.00,98.64
1029.00,98.60
1028.00,98.60
1027.00,98.64
1026.00,98.70
1025.00,98.77
1024.00,98.83
1023.00,98.89
1022.00,98.94
1021.00,98.97
1020.00,99.01
1019.00,99.06
1018.00,99.09
1017.00,99.12
1016.00,99.14
1015.00,99.16
1014.00,99.17
1013.00,99.18
1012.00,99.20
1011.00,99.21
1010.00,99.22
1009.00,99.23
1008.00,99.23
1007.00,99.23
1006.00,99.21
1005.00,99.20
1004.00,99.19
1003.00,99.19
1002.00,99.21
1001.00,99.24
1000.00,99.27
999.00,99.30
998.00,99.32
997.00,99.33
996.00,99.34
995.00,99.34
994.00,99.34
993.00,99.34
992.00,99.33
991.00,99.33
990.00,99.33
989.00,99.33
988.00,99.32
987.00,99.31
986.00,99.29
985.00,99.27
984.00,99.26
983.00,99.26
982.00,99.25
981.00,99.23
980.00,99.22
979.00,99.21
978.00,99.22
977.00,99.23
976.00,99.25
975.00,99.27
974.00,99.28
973.00,99.28
972.00,99.28
971.00,99.27
970.00,99.26
969.00,99.24
968.00,99.23
967.00,99.21
966.00,99.19
965.00,99.18
964.00,99.18
963.00,99.18
962.00,99.20
961.00,99.21
960.00,99.23
959.00,99.26
958.00,99.28
957.00,99.29
956.00,99.30
955.00,99.31
954.00,99.31
953.00,99.32
952.00,99.32
951.00,99.33
950.00,99.33
949.00,99.32
948.00,99.32
947.00,99.31
946.00,99.30
945.00,99.30
944.00,99.29
943.00,99.29
942.00,99.29
941.00,99.29
940.00,99.30
939.00,99.32
938.00,99.34
937.00,99.35
936.00,99.36
935.00,99.36
934.00,99.37
933.00,99.38
932.00,99.39
931.00,99.39
930.00,99.39
929.00,99.40
928.00,99.41
927.00,99.42
926.00,99.42
925.00,99.41
924.00,99.40
923.00,99.39
922.00,99.38
921.00,99.37
920.00,99.35
919.00,99.33
918.00,99.30
917.00,99.27
916.00,99.24
915.00,99.20
914.00,99.15
913.00,99.10
912.00,99.04
911.00,98.99
910.00,98.95
909.00,98.92
908.00,98.89
907.00,98.87
906.00,98.86
905.00,98.86
904.00,98.88
903.00,98.92
902.00,98.98
901.00,99.03
900.00,99.08
899.00,99.13
898.00,99.18
897.00,99.21
896.00,99.24
