Created as New Dataset,PS Biaxial Film GF
cm-1,%T
2461.00,99.10
2460.00,99.10
2459.00,99.09
2458.00,99.09
2457.00,99.08
2456.00,99.08
2455.00,99.08
2454.00,99.08
2453.00,99.08
2452.00,99.08
2451.00,99.09
2450.00,99.09
2449.00,99.09
2448.00,99.09
2447.00,99.09
2446.00,99.10
2445.00,99.10
2444.00,99.10
2443.00,99.10
2442.00,99.10
2441.00,99.10
2440.00,99.10
2439.00,99.10
2438.00,99.10
2437.00,99.11
2436.00,99.11
2435.00,99.12
2434.00,99.12
2433.00,99.13
2432.00,99.13
2431.00,99.13
2430.00,99.14
2429.00,99.14
2428.00,99.15
2427.00,99.15
2426.00,99.15
2425.00,99.16
2424.00,99.16
2423.00,99.16
2422.00,99.16
2421.00,99.17
2420.00,99.17
2419.00,99.17
2418.00,99.17
2417.00,99.17
2416.00,99.17
2415.00,99.17
2414.00,99.17
2413.00,99.17
2412.00,99.16
2411.00,99.16
2410.00,99.16
2409.00,99.16
2408.00,99.16
2407.00,99.17
2406.00,99.17
2405.00,99.17
2404.00,99.17
2403.00,99.18
2402.00,99.18
2401.00,99.18
2400.00,99.19
2399.00,99.19
2398.00,99.18
2397.00,99.18
2396.00,99.18
2395.00,99.18
2394.00,99.18
2393.00,99.18
2392.00,99.18
2391.00,99.18
2390.00,99.18
2389.00,99.18
2388.00,99.18
2387.00,99.18
2386.00,99.18
2385.00,99.18
2384.00,99.17
2383.00,99.17
2382.00,99.17
2381.00,99.16
2380.00,99.16
2379.00,99.16
2378.00,99.16
2377.00,99.15
2376.00,99.15
2375.00,99.15
2374.00,99.14
2373.00,99.14
2372.00,99.14
2371.00,99.15
2370.00,99.15
2369.00,99.15
2368.00,99.15
2367.00,99.14
2366.00,99.14
2365.00,99.13
2364.00,99.12
2363.00,99.10
2362.00,99.07
2361.00,99.06
2360.00,99.05
2359.00,99.05
2358.00,99.05
2357.00,99.05
2356.00,99.05
2355.00,99.05
2354.00,99.04
2353.00,99.04
2352.00,99.03
2351.00,99.03
2350.00,99.02
2349.00,99.02
2348.00,99.02
2347.00,99.01
2346.00,99.00
2345.00,98.97
2344.00,98.95
2343.00,98.93
2342.00,98.92
2341.00,98.91
2340.00,98.90
2339.00,98.90
2338.00,98.89
2337.00,98.88
2336.00,98.88
2335.00,98.89
2334.00,98.90
2333.00,98.92
2332.00,98.95
2331.00,98.98
2330.00,99.00
2329.00,99.00
2328.00,98.99
2327.00,98.96
2326.00,98.91
2325.00,98.85
2324.00,98.82
2323.00,98.81
2322.00,98.82
2321.00,98.84
2320.00,98.85
2319.00,98.86
2318.00,98.86
2317.00,98.85
2316.00,98.84
2315.00,98.83
2314.00,98.83
2313.00,98.83
2312.00,98.83
2311.00,98.84
2310.00,98.85
2309.00,98.86
2308.00,98.88
2307.00,98.90
2306.00,98.92
2305.00,98.94
2304.00,98.95
2303.00,98.96
2302.00,98.97
2301.00,98.96
2300.00,98.95
2299.00,98.95
2298.00,98.94
2297.00,98.94
2296.00,98.93
2295.00,98.93
2294.00,98.92
2293.00,98.91
2292.00,98.90
2291.00,98.89
2290.00,98.88
2289.00,98.87
2288.00,98.87
2287.00,98.87
2286.00,98.86
2285.00,98.86
2284.00,98.86
2283.00,98.86
2282.00,98.87
2281.00,98.89
2280.00,98.90
2279.00,98.90
2278.00,98.91
2277.00,98.91
2276.00,98.92
2275.00,98.93
2274.00,98.94
2273.00,98.95
2272.00,98.95
2271.00,98.95
2270.00,98.94
2269.00,98.94
2268.00,98.94
2267.00,98.95
2266.00,98.96
2265.00,98.97
2264.00,98.96
2263.00,98.96
2262.00,98.95
2261.00,98.94
2260.00,98.93
2259.00,98.91
2258.00,98.89
2257.00,98.89
2256.00,98.90
2255.00,98.92
2254.00,98.94
2253.00,98.95
2252.00,98.95
2251.00,98.95
2250.00,98.94
2249.00,98.94
2248.00,98.94
2247.00,98.93
2246.00,98.93
2245.00,98.92
2244.00,98.91
2243.00,98.90
2242.00,98.91
2241.00,98.91
2240.00,98.92
2239.00,98.93
2238.00,98.94
2237.00,98.95
2236.00,98.95
2235.00,98.94
2234.00,98.93
2233.00,98.92
2232.00,98.92
2231.00,98.92
2230.00,98.93
2229.00,98.93
2228.00,98.93
2227.00,98.93
2226.00,98.94
2225.00,98.94
2224.00,98.94
2223.00,98.94
2222.00,98.94
2221.00,98.93
2220.00,98.93
2219.00,98.92
2218.00,98.92
2217.00,98.92
2216.00,98.92
2215.00,98.92
2214.00,98.92
2213.00,98.93
2212.00,98.93
2211.00,98.93
2210.00,98.93
2209.00,98.93
2208.00,98.93
2207.00,98.94
2206.00,98.94
2205.00,98.94
2204.00,98.94
2203.00,98.93
2202.00,98.93
2201.00,98.93
2200.00,98.92
2199.00,98.91
2198.00,98.90
2197.00,98.90
2196.00,98.89
2195.00,98.89
2194.00,98.88
2193.00,98.87
2192.00,98.87
2191.00,98.86
2190.00,98.84
2189.00,98.83
2188.00,98.81
2187.00,98.80
2186.00,98.79
2185.00,98.78
2184.00,98.79
2183.00,98.82
2182.00,98.88
2181.00,98.92
2180.00,98.94
2179.00,98.94
2178.00,98.92
2177.00,98.91
2176.00,98.92
2175.00,98.94
2174.00,98.96
2173.00,98.95
2172.00,98.92
2171.00,98.87
2170.00,98.83
2169.00,98.79
2168.00,98.76
2167.00,98.73
2166.00,98.71
2165.00,98.70
2164.00,98.68
2163.00,98.66
2162.00,98.65
2161.00,98.68
2160.00,98.79
2159.00,98.96
2158.00,99.15
2157.00,99.27
2156.00,99.31
2155.00,99.30
2154.00,99.28
2153.00,99.26
2152.00,99.24
2151.00,99.22
2150.00,99.21
2149.00,99.20
2148.00,99.20
2147.00,99.21
2146.00,99.22
2145.00,99.23
2144.00,99.24
2143.00,99.24
2142.00,99.25
2141.00,99.25
2140.00,99.25
2139.00,99.25
2138.00,99.26
2137.00,99.28
2136.00,99.30
2135.00,99.33
2134.00,99.35
2133.00,99.36
2132.00,99.36
2131.00,99.33
2130.00,99.31
2129.00,99.29
2128.00,99.27
2127.00,99.26
2126.00,99.25
2125.00,99.24
2124.00,99.23
2123.00,99.21
2122.00,99.20
2121.00,99.19
2120.00,99.18
2119.00,99.17
2118.00,99.15
2117.00,99.13
2116.00,99.10
2115.00,99.07
2114.00,99.06
2113.00,99.06
2112.00,99.06
2111.00,99.06
2110.00,99.07
2109.00,99.08
2108.00,99.08
2107.00,99.08
2106.00,99.07
2105.00,99.07
2104.00,99.07
2103.00,99.07
2102.00,99.07
2101.00,99.07
2100.00,99.07
2099.00,99.08
2098.00,99.09
2097.00,99.11
2096.00,99.13
2095.00,99.16
2094.00,99.18
2093.00,99.18
2092.00,99.18
2091.00,99.16
2090.00,99.15
2089.00,99.14
2088.00,99.12
2087.00,99.11
2086.00,99.10
2085.00,99.09
2084.00,99.08
2083.00,99.07
2082.00,99.07
2081.00,99.07
2080.00,99.06
2079.00,99.06
2078.00,99.05
2077.00,99.05
2076.00,99.05
2075.00,99.05
2074.00,99.05
2073.00,99.05
2072.00,99.05
2071.00,99.05
2070.00,99.04
2069.00,99.04
2068.00,99.04
2067.00,99.04
2066.00,99.05
2065.00,99.05
2064.00,99.04
2063.00,99.04
2062.00,99.05
2061.00,99.06
2060.00,99.06
2059.00,99.07
2058.00,99.06
2057.00,99.05
2056.00,99.04
2055.00,99.03
2054.00,99.02
2053.00,98.98
2052.00,98.91
2051.00,98.85
2050.00,98.83
2049.00,98.85
2048.00,98.90
2047.00,98.95
2046.00,98.97
2045.00,98.97
2044.00,98.96
2043.00,98.94
2042.00,98.92
2041.00,98.90
2040.00,98.89
2039.00,98.88
2038.00,98.87
2037.00,98.87
2036.00,98.88
2035.00,98.90
2034.00,98.92
2033.00,98.94
2032.00,98.96
2031.00,98.97
2030.00,98.97
2029.00,98.97
2028.00,98.97
2027.00,98.97
2026.00,98.98
2025.00,98.98
2024.00,98.97
2023.00,98.97
2022.00,98.98
2021.00,99.00
2020.00,99.01
2019.00,99.02
2018.00,99.02
2017.00,99.03
2016.00,99.02
2015.00,99.01
2014.00,98.99
2013.00,98.98
2012.00,98.96
2011.00,98.94
2010.00,98.94
2009.00,98.95
2008.00,98.98
2007.00,99.01
2006.00,99.05
2005.00,99.07
2004.00,99.08
2003.00,99.08
2002.00,99.07
2001.00,99.06
2000.00,99.04
1999.00,99.02
1998.00,98.98
1997.00,98.95
1996.00,98.92
1995.00,98.90
1994.00,98.89
1993.00,98.87
1992.00,98.85
1991.00,98.83
1990.00,98.81
1989.00,98.78
1988.00,98.75
1987.00,98.72
1986.00,98.71
1985.00,98.71
1984.00,98.70
1983.00,98.68
1982.00,98.63
1981.00,98.58
1980.00,98.54
1979.00,98.55
1978.00,98.60
1977.00,98.68
1976.00,98.75
1975.00,98.78
1974.00,98.79
1973.00,98.77
1972.00,98.74
1971.00,98.70
1970.00,98.66
1969.00,98.62
1968.00,98.57
1967.00,98.51
1966.00,98.45
1965.00,98.38
1964.00,98.32
1963.00,98.27
1962.00,98.23
1961.00,98.20
1960.00,98.20
1959.00,98.19
1958.00,98.18
1957.00,98.14
1956.00,98.08
1955.00,98.01
1954.00,97.95
1953.00,97.90
1952.00,97.85
1951.00,97.80
1950.00,97.75
1949.00,97.69
1948.00,97.63
1947.00,97.56
1946.00,97.51
1945.00,97.47
1944.00,97.44
1943.00,97.43
1942.00,97.44
1941.00,97.47
1940.00,97.52
1939.00,97.58
1938.00,97.66
1937.00,97.76
1936.00,97.87
1935.00,97.98
1934.00,98.08
1933.00,98.18
1932.00,98.27
1931.00,98.35
1930.00,98.43
1929.00,98.50
1928.00,98.56
1927.00,98.61
1926.00,98.65
1925.00,98.69
1924.00,98.72
1923.00,98.75
1922.00,98.77
1921.00,98.79
1920.00,98.81
1919.00,98.83
1918.00,98.86
1917.00,98.89
1916.00,98.91
1915.00,98.92
1914.00,98.93
1913.00,98.94
1912.00,98.94
1911.00,98.94
1910.00,98.94
1909.00,98.94
1908.00,98.94
1907.00,98.93
1906.00,98.93
1905.00,98.92
1904.00,98.91
1903.00,98.90
1902.00,98.88
1901.00,98.86
1900.00,98.83
1899.00,98.80
1898.00,98.77
1897.00,98.73
1896.00,98.70
1895.00,98.66
1894.00,98.62
1893.00,98.57
1892.00,98.52
1891.00,98.47
1890.00,98.41
1889.00,98.35
1888.00,98.30
1887.00,98.25
1886.00,98.21
1885.00,98.18
1884.00,98.14
1883.00,98.11
1882.00,98.07
1881.00,98.05
1880.00,98.03
1879.00,98.00
1878.00,97.98
1877.00,97.95
1876.00,97.93
1875.00,97.90
1874.00,97.87
1873.00,97.85
1872.00,97.83
1871.00,97.82
1870.00,97.81
1869.00,97.82
1868.00,97.84
1867.00,97.87
1866.00,97.91
1865.00,97.96
1864.00,98.03
1863.00,98.10
1862.00,98.18
1861.00,98.26
1860.00,98.34
1859.00,98.42
1858.00,98.50
1857.00,98.57
1856.00,98.63
1855.00,98.68
1854.00,98.73
1853.00,98.78
1852.00,98.82
1851.00,98.85
1850.00,98.88
1849.00,98.90
1848.00,98.92
1847.00,98.94
1846.00,98.95
1845.00,98.97
1844.00,98.98
1843.00,98.98
1842.00,98.99
1841.00,99.00
1840.00,99.00
1839.00,99.00
1838.00,99.00
1837.00,99.00
1836.00,98.99
1835.00,98.98
1834.00,98.96
1833.00,98.94
1832.00,98.92
1831.00,98.90
1830.00,98.86
1829.00,98.83
1828.00,98.79
1827.00,98.76
1826.00,98.73
1825.00,98.69
1824.00,98.65
1823.00,98.61
1822.00,98.57
1821.00,98.53
1820.00,98.50
1819.00,98.46
1818.00,98.44
1817.00,98.40
1816.00,98.36
1815.00,98.31
1814.00,98.26
1813.00,98.21
1812.00,98.15
1811.00,98.09
1810.00,98.03
1809.00,97.98
1808.00,97.93
1807.00,97.88
1806.00,97.84
1805.00,97.81
1804.00,97.79
1803.00,97.77
1802.00,97.77
1801.00,97.78
1800.00,97.81
1799.00,97.85
1798.00,97.91
1797.00,97.97
1796.00,98.04
1795.00,98.12
1794.00,98.20
1793.00,98.30
1792.00,98.40
1791.00,98.48
1790.00,98.55
1789.00,98.60
1788.00,98.66
1787.00,98.70
1786.00,98.74
1785.00,98.77
1784.00,98.80
1783.00,98.81
1782.00,98.82
1781.00,98.82
1780.00,98.81
1779.00,98.80
1778.00,98.80
1777.00,98.80
1776.00,98.80
1775.00,98.80
1774.00,98.80
1773.00,98.81
1772.00,98.82
1771.00,98.83
1770.00,98.84
1769.00,98.85
1768.00,98.84
1767.00,98.83
1766.00,98.82
1765.00,98.80
1764.00,98.78
1763.00,98.76
1762.00,98.72
1761.00,98.68
1760.00,98.64
1759.00,98.60
1758.00,98.56
1757.00,98.51
1756.00,98.45
1755.00,98.40
1754.00,98.36
1753.00,98.33
1752.00,98.28
1751.00,98.23
1750.00,98.19
1749.00,98.16
1748.00,98.14
1747.00,98.13
1746.00,98.13
1745.00,98.14
1744.00,98.14
1743.00,98.15
1742.00,98.17
1741.00,98.20
1740.00,98.23
1739.00,98.26
1738.00,98.29
1737.00,98.32
1736.00,98.36
1735.00,98.41
1734.00,98.46
1733.00,98.51
1732.00,98.55
1731.00,98.59
1730.00,98.63
1729.00,98.66
1728.00,98.68
1727.00,98.70
1726.00,98.72
1725.00,98.74
1724.00,98.76
1723.00,98.78
1722.00,98.79
1721.00,98.80
1720.00,98.81
1719.00,98.83
1718.00,98.84
1717.00,98.85
1716.00,98.86
1715.00,98.88
1714.00,98.90
1713.00,98.91
1712.00,98.91
1711.00,98.92
1710.00,98.92
1709.00,98.92
1708.00,98.92
1707.00,98.91
1706.00,98.91
1705.00,98.89
1704.00,98.88
1703.00,98.87
1702.00,98.87
1701.00,98.86
1700.00,98.86
1699.00,98.85
1698.00,98.86
1697.00,98.87
1696.00,98.87
1695.00,98.87
1694.00,98.87
1693.00,98.87
1692.00,98.87
1691.00,98.86
1690.00,98.84
1689.00,98.81
1688.00,98.79
1687.00,98.76
1686.00,98.75
1685.00,98.72
1684.00,98.68
1683.00,98.65
1682.00,98.64
1681.00,98.63
1680.00,98.62
1679.00,98.60
1678.00,98.58
1677.00,98.57
1676.00,98.55
1675.00,98.53
1674.00,98.52
1673.00,98.51
1672.00,98.50
1671.00,98.50
1670.00,98.49
1669.00,98.48
1668.00,98.47
1667.00,98.48
1666.00,98.48
1665.00,98.49
1664.00,98.51
1663.00,98.52
1662.00,98.54
1661.00,98.57
1660.00,98.59
1659.00,98.62
1658.00,98.64
1657.00,98.65
1656.00,98.65
1655.00,98.66
1654.00,98.68
1653.00,98.68
1652.00,98.69
1651.00,98.70
1650.00,98.71
1649.00,98.71
1648.00,98.70
1647.00,98.69
1646.00,98.69
1645.00,98.71
1644.00,98.73
1643.00,98.76
1642.00,98.79
1641.00,98.82
1640.00,98.85
1639.00,98.86
1638.00,98.88
1637.00,98.89
1636.00,98.89
1635.00,98.89
1634.00,98.89
1633.00,98.89
1632.00,98.89
1631.00,98.88
1630.00,98.87
1629.00,98.86
1628.00,98.84
1627.00,98.82
1626.00,98.81
1625.00,98.79
1624.00,98.77
1623.00,98.75
1622.00,98.73
1621.00,98.71
1620.00,98.68
1619.00,98.64
1618.00,98.59
1617.00,98.51
1616.00,98.41
1615.00,98.32
1614.00,98.21
1613.00,98.06
1612.00,97.85
1611.00,97.53
1610.00,97.09
1609.00,96.48
1608.00,95.69
1607.00,94.73
1606.00,93.65
1605.00,92.49
1604.00,91.34
1603.00,90.35
1602.00,89.73
1601.00,89.59
1600.00,89.93
1599.00,90.65
1598.00,91.62
1597.00,92.64
1596.00,93.58
1595.00,94.38
1594.00,95.03
1593.00,95.53
1592.00,95.92
1591.00,96.22
1590.00,96.43
1589.00,96.51
1588.00,96.44
1587.00,96.20
1586.00,95.84
1585.00,95.45
1584.00,95.16
1583.00,95.10
1582.00,95.32
1581.00,95.73
1580.00,96.19
1579.00,96.61
1578.00,96.98
1577.00,97.30
1576.00,97.57
1575.00,97.76
1574.00,97.89
1573.00,97.99
1572.00,98.08
1571.00,98.17
1570.00,98.27
1569.00,98.35
1568.00,98.40
1567.00,98.44
1566.00,98.48
1565.00,98.51
1564.00,98.53
1563.00,98.54
1562.00,98.54
1561.00,98.55
1560.00,98.55
1559.00,98.53
1558.00,98.50
1557.00,98.50
1556.00,98.48
1555.00,98.46
1554.00,98.42
1553.00,98.38
1552.00,98.33
1551.00,98.28
1550.00,98.22
1549.00,98.15
1548.00,98.09
1547.00,98.04
1546.00,97.99
1545.00,97.93
1544.00,97.87
1543.00,97.82
1542.00,97.81
1541.00,97.83
1540.00,97.88
1539.00,97.93
1538.00,97.99
1537.00,98.05
1536.00,98.11
1535.00,98.19
1534.00,98.28
1533.00,98.37
1532.00,98.45
1531.00,98.50
1530.00,98.56
1529.00,98.61
1528.00,98.65
1527.00,98.68
1526.00,98.71
1525.00,98.72
1524.00,98.73
1523.00,98.74
1522.00,98.76
1521.00,98.76
1520.00,98.76
1519.00,98.75
1518.00,98.75
1517.00,98.74
1516.00,98.72
1515.00,98.69
1514.00,98.67
1513.00,98.65
1512.00,98.62
1511.00,98.58
1510.00,98.54
1509.00,98.50
1508.00,98.40
1507.00,98.21
1506.00,98.01
1505.00,97.82
1504.00,97.63
1503.00,97.37
1502.00,96.99
1501.00,96.42
1500.00,95.54
1499.00,94.18
1498.00,91.95
1497.00,88.59
1496.00,84.49
1495.00,80.69
1494.00,77.95
1493.00,76.62
1492.00,76.95
1491.00,79.05
1490.00,82.37
1489.00,85.70
1488.00,88.30
1487.00,90.21
1486.00,91.65
1485.00,92.78
1484.00,93.69
1483.00,94.45
1482.00,95.09
1481.00,95.59
1480.00,95.94
1479.00,96.21
1478.00,96.43
1477.00,96.60
1476.00,96.72
1475.00,96.84
1474.00,96.94
1473.00,97.00
1472.00,97.04
1471.00,97.08
1470.00,97.11
1469.00,97.12
1468.00,97.11
1467.00,97.10
1466.00,97.06
1465.00,96.96
1464.00,96.80
1463.00,96.62
1462.00,96.39
1461.00,96.07
1460.00,95.55
1459.00,94.58
1458.00,92.48
1457.00,88.91
1456.00,84.92
1455.00,81.58
1454.00,78.97
1453.00,77.12
1452.00,76.36
1451.00,76.76
1450.00,78.00
1449.00,79.62
1448.00,81.26
1447.00,82.69
1446.00,83.85
1445.00,84.88
1444.00,85.88
1443.00,86.89
1442.00,87.82
1441.00,88.64
1440.00,89.37
1439.00,90.05
1438.00,90.79
1437.00,91.64
1436.00,92.49
1435.00,93.18
1434.00,93.70
1433.00,94.17
1432.00,94.63
1431.00,95.07
1430.00,95.44
1429.00,95.76
1428.00,96.01
1427.00,96.20
1426.00,96.35
1425.00,96.48
1424.00,96.61
1423.00,96.71
1422.00,96.78
1421.00,96.85
1420.00,96.94
1419.00,97.02
1418.00,97.08
1417.00,97.14
1416.00,97.20
1415.00,97.24
1414.00,97.28
1413.00,97.32
1412.00,97.36
1411.00,97.39
1410.00,97.41
1409.00,97.43
1408.00,97.45
1407.00,97.47
1406.00,97.48
1405.00,97.49
1404.00,97.51
1403.00,97.51
1402.00,97.51
1401.00,97.51
1400.00,97.50
1399.00,97.48
1398.00,97.44
1397.00,97.40
1396.00,97.35
1395.00,97.27
1394.00,97.16
1393.00,97.05
1392.00,96.94
1391.00,96.82
1390.00,96.68
1389.00,96.51
1388.00,96.32
1387.00,96.12
1386.00,95.93
1385.00,95.76
1384.00,95.62
1383.00,95.47
1382.00,95.32
1381.00,95.18
1380.00,95.04
1379.00,94.88
1378.00,94.73
1377.00,94.59
1376.00,94.45
1375.00,94.33
1374.00,94.23
1373.00,94.17
1372.00,94.14
1371.00,94.14
1370.00,94.15
1369.00,94.18
1368.00,94.21
1367.00,94.24
1366.00,94.28
1365.00,94.31
1364.00,94.35
1363.00,94.40
1362.00,94.46
1361.00,94.52
1360.00,94.59
1359.00,94.67
1358.00,94.74
1357.00,94.81
1356.00,94.87
1355.00,94.91
1354.00,94.93
1353.00,94.94
1352.00,94.95
1351.00,94.96
1350.00,94.96
1349.00,94.98
1348.00,95.01
1347.00,95.06
1346.00,95.11
1345.00,95.18
1344.00,95.26
1343.00,95.35
1342.00,95.43
1341.00,95.51
1340.00,95.57
1339.00,95.60
1338.00,95.60
1337.00,95.57
1336.00,95.51
1335.00,95.43
1334.00,95.33
1333.00,95.21
1332.00,95.09
1331.00,94.97
1330.00,94.89
1329.00,94.84
1328.00,94.83
1327.00,94.86
1326.00,94.91
1325.00,94.98
1324.00,95.06
1323.00,95.12
1322.00,95.18
1321.00,95.22
1320.00,95.23
1319.00,95.22
1318.00,95.20
1317.00,95.15
1316.00,95.10
1315.00,95.05
1314.00,95.01
1313.00,94.97
1312.00,94.96
1311.00,94.97
1310.00,95.00
1309.00,95.05
1308.00,95.12
1307.00,95.20
1306.00,95.27
1305.00,95.35
1304.00,95.43
1303.00,95.52
1302.00,95.60
1301.00,95.69
1300.00,95.76
1299.00,95.83
1298.00,95.89
1297.00,95.93
1296.00,95.96
1295.00,95.98
1294.00,96.00
1293.00,96.03
1292.00,96.06
1291.00,96.10
1290.00,96.15
1289.00,96.19
1288.00,96.24
1287.00,96.27
1286.00,96.30
1285.00,96.32
1284.00,96.33
1283.00,96.34
1282.00,96.35
1281.00,96.38
1280.00,96.41
1279.00,96.46
1278.00,96.51
1277.00,96.58
1276.00,96.66
1275.00,96.73
1274.00,96.81
1273.00,96.88
1272.00,96.95
1271.00,97.01
1270.00,97.07
1269.00,97.12
1268.00,97.17
1267.00,97.22
1266.00,97.27
1265.00,97.32
1264.00,97.36
1263.00,97.40
1262.00,97.43
1261.00,97.46
1260.00,97.49
1259.00,97.52
1258.00,97.54
1257.00,97.56
1256.00,97.58
1255.00,97.59
1254.00,97.60
1253.00,97.60
1252.00,97.61
1251.00,97.61
1250.00,97.62
1249.00,97.62
1248.00,97.63
1247.00,97.65
1246.00,97.67
1245.00,97.69
1244.00,97.72
1243.00,97.74
1242.00,97.75
1241.00,97.77
1240.00,97.79
1239.00,97.81
1238.00,97.83
1237.00,97.84
1236.00,97.85
1235.00,97.85
1234.00,97.85
1233.00,97.83
1232.00,97.82
1231.00,97.81
1230.00,97.79
1229.00,97.77
1228.00,97.76
1227.00,97.74
1226.00,97.72
1225.00,97.70
1224.00,97.70
1223.00,97.70
1222.00,97.70
1221.00,97.70
1220.00,97.69
1219.00,97.68
1218.00,97.67
1217.00,97.65
1216.00,97.63
1215.00,97.60
1214.00,97.57
1213.00,97.54
1212.00,97.51
1211.00,97.46
1210.00,97.40
1209.00,97.33
1208.00,97.26
1207.00,97.19
1206.00,97.10
1205.00,97.01
1204.00,96.91
1203.00,96.80
1202.00,96.68
1201.00,96.58
1200.00,96.49
1199.00,96.41
1198.00,96.35
1197.00,96.30
1196.00,96.27
1195.00,96.24
1194.00,96.22
1193.00,96.20
1192.00,96.18
1191.00,96.15
1190.00,96.11
1189.00,96.05
1188.00,95.95
1187.00,95.81
1186.00,95.60
1185.00,95.35
1184.00,95.09
1183.00,94.85
1182.00,94.69
1181.00,94.65
1180.00,94.76
1179.00,95.00
1178.00,95.32
1177.00,95.67
1176.00,96.00
1175.00,96.27
1174.00,96.47
1173.00,96.62
1172.00,96.73
1171.00,96.81
1170.00,96.87
1169.00,96.90
1168.00,96.93
1167.00,96.95
1166.00,96.94
1165.00,96.92
1164.00,96.87
1163.00,96.79
1162.00,96.65
1161.00,96.44
1160.00,96.17
1159.00,95.82
1158.00,95.44
1157.00,95.05
1156.00,94.74
1155.00,94.55
1154.00,94.54
1153.00,94.72
1152.00,95.05
1151.00,95.46
1150.00,95.88
1149.00,96.24
1148.00,96.54
1147.00,96.77
1146.00,96.95
1145.00,97.10
1144.00,97.24
1143.00,97.36
1142.00,97.46
1141.00,97.55
1140.00,97.63
1139.00,97.70
1138.00,97.76
1137.00,97.82
1136.00,97.86
1135.00,97.89
1134.00,97.92
1133.00,97.94
1132.00,97.96
1131.00,97.98
1130.00,98.00
1129.00,98.01
1128.00,98.02
1127.00,98.02
1126.00,98.01
1125.00,97.99
1124.00,97.97
1123.00,97.95
1122.00,97.90
1121.00,97.84
1120.00,97.76
1119.00,97.67
1118.00,97.57
1117.00,97.47
1116.00,97.38
1115.00,97.30
1114.00,97.24
1113.00,97.20
1112.00,97.17
1111.00,97.17
1110.00,97.18
1109.00,97.21
1108.00,97.24
1107.00,97.27
1106.00,97.28
1105.00,97.29
1104.00,97.29
1103.00,97.28
1102.00,97.26
1101.00,97.24
1100.00,97.20
1099.00,97.16
1098.00,97.11
1097.00,97.06
1096.00,97.00
1095.00,96.95
1094.00,96.91
1093.00,96.86
1092.00,96.82
1091.00,96.78
1090.00,96.72
1089.00,96.64
1088.00,96.55
1087.00,96.44
1086.00,96.31
1085.00,96.16
1084.00,96.01
1083.00,95.84
1082.00,95.67
1081.00,95.50
1080.00,95.32
1079.00,95.13
1078.00,94.93
1077.00,94.70
1076.00,94.42
1075.00,94.12
1074.00,93.79
1073.00,93.46
1072.00,93.17
1071.00,92.93
1070.00,92.76
1069.00,92.68
1068.00,92.69
1067.00,92.80
1066.00,92.99
1065.00,93.23
1064.00,93.50
1063.00,93.78
1062.00,94.05
1061.00,94.30
1060.00,94.53
1059.00,94.74
1058.00,94.94
1057.00,95.11
1056.00,95.27
1055.00,95.42
1054.00,95.55
1053.00,95.68
1052.00,95.80
1051.00,95.91
1050.00,96.01
1049.00,96.11
1048.00,96.19
1047.00,96.27
1046.00,96.34
1045.00,96.39
1044.00,96.43
1043.00,96.46
1042.00,96.46
1041.00,96.42
1040.00,96.31
1039.00,96.12
1038.00,95.81
1037.00,95.33
1036.00,94.64
1035.00,93.73
1034.00,92.61
1033.00,91.37
1032.00,90.13
1031.00,89.01
1030.00,88.11
1029.00,87.51
1028.00,87.27
1027.00,87.43
1026.00,87.96
1025.00,88.70
1024.00,89.50
1023.00,90.27
1022.00,90.94
1021.00,91.51
1020.00,91.99
1019.00,92.42
1018.00,92.79
1017.00,93.11
1016.00,93.40
1015.00,93.65
1014.00,93.87
1013.00,94.06
1012.00,94.23
1011.00,94.38
1010.00,94.49
1009.00,94.55
1008.00,94.56
1007.00,94.49
1006.00,94.36
1005.00,94.21
1004.00,94.09
1003.00,94.07
1002.00,94.20
1001.00,94.46
1000.00,94.79
999.00,95.11
998.00,95.37
997.00,95.55
996.00,95.67
995.00,95.74
994.00,95.79
993.00,95.81
992.00,95.81
991.00,95.78
990.00,95.74
989.00,95.67
988.00,95.58
987.00,95.47
986.00,95.35
985.00,95.20
984.00,95.06
983.00,94.92
982.00,94.82
981.00,94.75
980.00,94.73
979.00,94.75
978.00,94.81
977.00,94.90
976.00,95.01
975.00,95.11
974.00,95.19
973.00,95.22
972.00,95.19
971.00,95.11
970.00,94.96
969.00,94.78
968.00,94.57
967.00,94.38
966.00,94.22
965.00,94.12
964.00,94.09
963.00,94.14
962.00,94.27
961.00,94.45
960.00,94.67
959.00,94.90
958.00,95.12
957.00,95.31
956.00,95.46
955.00,95.57
954.00,95.64
953.00,95.68
952.00,95.69
951.00,95.68
950.00,95.64
949.00,95.58
948.00,95.51
947.00,95.43
946.00,95.34
945.00,95.26
944.00,95.20
943.00,95.18
942.00,95.20
941.00,95.26
940.00,95.35
939.00,95.46
938.00,95.59
937.00,95.73
936.00,95.88
935.00,96.04
934.00,96.18
933.00,96.30
932.00,96.40
931.00,96.49
930.00,96.56
929.00,96.60
928.00,96.62
927.00,96.61
926.00,96.59
925.00,96.56
924.00,96.50
923.00,96.44
922.00,96.35
921.00,96.25
920.00,96.12
919.00,95.97
918.00,95.76
917.00,95.49
916.00,95.15
915.00,94.73
914.00,94.23
913.00,93.67
912.00,93.06
911.00,92.43
910.00,91.82
909.00,91.27
908.00,90.83
907.00,90.57
906.00,90.50
905.00,90.63
904.00,90.94
903.00,91.39
902.00,91.95
901.00,92.57
900.00,93.20
899.00,93.80
