Created as New Dataset,PS pellet 35kDa Sigma
cm-1,%T
2463.00,94.26
2462.00,94.26
2461.00,94.26
2460.00,94.26
2459.00,94.25
2458.00,94.25
2457.00,94.25
2456.00,94.24
2455.00,94.24
2454.00,94.23
2453.00,94.23
2452.00,94.23
2451.00,94.24
2450.00,94.24
2449.00,94.24
2448.00,94.25
2447.00,94.25
2446.00,94.25
2445.00,94.26
2444.00,94.26
2443.00,94.26
2442.00,94.26
2441.00,94.27
2440.00,94.27
2439.00,94.27
2438.00,94.27
2437.00,94.28
2436.00,94.28
2435.00,94.29
2434.00,94.29
2433.00,94.30
2432.00,94.30
2431.00,94.30
2430.00,94.30
2429.00,94.30
2428.00,94.30
2427.00,94.31
2426.00,94.31
2425.00,94.31
2424.00,94.32
2423.00,94.32
2422.00,94.32
2421.00,94.32
2420.00,94.32
2419.00,94.32
2418.00,94.33
2417.00,94.33
2416.00,94.33
2415.00,94.33
2414.00,94.33
2413.00,94.33
2412.00,94.33
2411.00,94.34
2410.00,94.34
2409.00,94.34
2408.00,94.35
2407.00,94.36
2406.00,94.36
2405.00,94.37
2404.00,94.37
2403.00,94.37
2402.00,94.38
2401.00,94.38
2400.00,94.39
2399.00,94.39
2398.00,94.39
2397.00,94.39
2396.00,94.39
2395.00,94.39
2394.00,94.40
2393.00,94.40
2392.00,94.41
2391.00,94.41
2390.00,94.41
2389.00,94.41
2388.00,94.41
2387.00,94.41
2386.00,94.41
2385.00,94.41
2384.00,94.42
2383.00,94.42
2382.00,94.43
2381.00,94.43
2380.00,94.43
2379.00,94.43
2378.00,94.43
2377.00,94.43
2376.00,94.43
2375.00,94.43
2374.00,94.44
2373.00,94.45
2372.00,94.45
2371.00,94.45
2370.00,94.46
2369.00,94.47
2368.00,94.48
2367.00,94.48
2366.00,94.48
2365.00,94.47
2364.00,94.46
2363.00,94.44
2362.00,94.43
2361.00,94.42
2360.00,94.41
2359.00,94.42
2358.00,94.43
2357.00,94.43
2356.00,94.41
2355.00,94.40
2354.00,94.39
2353.00,94.40
2352.00,94.42
2351.00,94.43
2350.00,94.41
2349.00,94.39
2348.00,94.36
2347.00,94.35
2346.00,94.37
2345.00,94.39
2344.00,94.40
2343.00,94.39
2342.00,94.36
2341.00,94.33
2340.00,94.31
2339.00,94.29
2338.00,94.28
2337.00,94.28
2336.00,94.28
2335.00,94.29
2334.00,94.30
2333.00,94.31
2332.00,94.32
2331.00,94.32
2330.00,94.33
2329.00,94.33
2328.00,94.31
2327.00,94.27
2326.00,94.21
2325.00,94.13
2324.00,94.07
2323.00,94.04
2322.00,94.04
2321.00,94.06
2320.00,94.07
2319.00,94.07
2318.00,94.08
2317.00,94.08
2316.00,94.08
2315.00,94.08
2314.00,94.07
2313.00,94.07
2312.00,94.07
2311.00,94.07
2310.00,94.08
2309.00,94.08
2308.00,94.09
2307.00,94.10
2306.00,94.10
2305.00,94.10
2304.00,94.10
2303.00,94.09
2302.00,94.10
2301.00,94.10
2300.00,94.10
2299.00,94.10
2298.00,94.10
2297.00,94.09
2296.00,94.09
2295.00,94.08
2294.00,94.07
2293.00,94.06
2292.00,94.04
2291.00,94.03
2290.00,94.01
2289.00,94.00
2288.00,93.98
2287.00,93.97
2286.00,93.96
2285.00,93.95
2284.00,93.95
2283.00,93.95
2282.00,93.96
2281.00,93.97
2280.00,93.98
2279.00,93.99
2278.00,94.00
2277.00,94.00
2276.00,94.00
2275.00,94.01
2274.00,94.01
2273.00,94.01
2272.00,94.01
2271.00,94.00
2270.00,94.00
2269.00,94.01
2268.00,94.01
2267.00,94.02
2266.00,94.02
2265.00,94.01
2264.00,94.00
2263.00,93.99
2262.00,93.98
2261.00,93.98
2260.00,93.97
2259.00,93.97
2258.00,93.97
2257.00,93.98
2256.00,93.99
2255.00,94.00
2254.00,94.01
2253.00,94.01
2252.00,94.00
2251.00,93.99
2250.00,93.99
2249.00,93.98
2248.00,93.98
2247.00,93.97
2246.00,93.97
2245.00,93.98
2244.00,93.98
2243.00,93.98
2242.00,93.97
2241.00,93.97
2240.00,93.97
2239.00,93.97
2238.00,93.96
2237.00,93.96
2236.00,93.96
2235.00,93.96
2234.00,93.96
2233.00,93.95
2232.00,93.94
2231.00,93.93
2230.00,93.93
2229.00,93.93
2228.00,93.93
2227.00,93.93
2226.00,93.92
2225.00,93.92
2224.00,93.92
2223.00,93.92
2222.00,93.92
2221.00,93.92
2220.00,93.91
2219.00,93.91
2218.00,93.92
2217.00,93.93
2216.00,93.95
2215.00,93.96
2214.00,93.95
2213.00,93.94
2212.00,93.93
2211.00,93.92
2210.00,93.91
2209.00,93.91
2208.00,93.91
2207.00,93.90
2206.00,93.90
2205.00,93.89
2204.00,93.89
2203.00,93.89
2202.00,93.89
2201.00,93.89
2200.00,93.89
2199.00,93.88
2198.00,93.87
2197.00,93.86
2196.00,93.86
2195.00,93.85
2194.00,93.84
2193.00,93.83
2192.00,93.82
2191.00,93.82
2190.00,93.81
2189.00,93.80
2188.00,93.78
2187.00,93.76
2186.00,93.74
2185.00,93.73
2184.00,93.74
2183.00,93.78
2182.00,93.82
2181.00,93.86
2180.00,93.87
2179.00,93.86
2178.00,93.85
2177.00,93.85
2176.00,93.86
2175.00,93.87
2174.00,93.88
2173.00,93.87
2172.00,93.83
2171.00,93.78
2170.00,93.72
2169.00,93.66
2168.00,93.62
2167.00,93.59
2166.00,93.58
2165.00,93.56
2164.00,93.53
2163.00,93.49
2162.00,93.46
2161.00,93.48
2160.00,93.62
2159.00,93.84
2158.00,94.09
2157.00,94.27
2156.00,94.35
2155.00,94.35
2154.00,94.32
2153.00,94.29
2152.00,94.26
2151.00,94.24
2150.00,94.22
2149.00,94.21
2148.00,94.20
2147.00,94.19
2146.00,94.19
2145.00,94.20
2144.00,94.21
2143.00,94.23
2142.00,94.24
2141.00,94.25
2140.00,94.26
2139.00,94.26
2138.00,94.26
2137.00,94.27
2136.00,94.30
2135.00,94.35
2134.00,94.41
2133.00,94.44
2132.00,94.45
2131.00,94.44
2130.00,94.41
2129.00,94.39
2128.00,94.37
2127.00,94.35
2126.00,94.34
2125.00,94.32
2124.00,94.29
2123.00,94.27
2122.00,94.26
2121.00,94.25
2120.00,94.24
2119.00,94.24
2118.00,94.23
2117.00,94.21
2116.00,94.18
2115.00,94.16
2114.00,94.14
2113.00,94.14
2112.00,94.14
2111.00,94.14
2110.00,94.15
2109.00,94.15
2108.00,94.15
2107.00,94.14
2106.00,94.13
2105.00,94.13
2104.00,94.13
2103.00,94.13
2102.00,94.13
2101.00,94.13
2100.00,94.13
2099.00,94.14
2098.00,94.15
2097.00,94.17
2096.00,94.20
2095.00,94.23
2094.00,94.25
2093.00,94.26
2092.00,94.25
2091.00,94.23
2090.00,94.21
2089.00,94.19
2088.00,94.17
2087.00,94.16
2086.00,94.14
2085.00,94.13
2084.00,94.12
2083.00,94.12
2082.00,94.12
2081.00,94.11
2080.00,94.11
2079.00,94.10
2078.00,94.10
2077.00,94.09
2076.00,94.08
2075.00,94.08
2074.00,94.08
2073.00,94.08
2072.00,94.08
2071.00,94.08
2070.00,94.08
2069.00,94.08
2068.00,94.09
2067.00,94.10
2066.00,94.11
2065.00,94.11
2064.00,94.11
2063.00,94.10
2062.00,94.09
2061.00,94.09
2060.00,94.08
2059.00,94.07
2058.00,94.07
2057.00,94.06
2056.00,94.06
2055.00,94.07
2054.00,94.06
2053.00,94.01
2052.00,93.94
2051.00,93.86
2050.00,93.83
2049.00,93.84
2048.00,93.87
2047.00,93.90
2046.00,93.91
2045.00,93.92
2044.00,93.91
2043.00,93.90
2042.00,93.89
2041.00,93.89
2040.00,93.88
2039.00,93.87
2038.00,93.86
2037.00,93.85
2036.00,93.85
2035.00,93.86
2034.00,93.89
2033.00,93.92
2032.00,93.95
2031.00,93.96
2030.00,93.96
2029.00,93.97
2028.00,93.96
2027.00,93.96
2026.00,93.96
2025.00,93.97
2024.00,93.98
2023.00,93.98
2022.00,93.98
2021.00,93.97
2020.00,93.97
2019.00,93.97
2018.00,93.97
2017.00,93.98
2016.00,93.98
2015.00,93.99
2014.00,93.98
2013.00,93.97
2012.00,93.97
2011.00,93.97
2010.00,93.98
2009.00,93.99
2008.00,94.03
2007.00,94.08
2006.00,94.13
2005.00,94.16
2004.00,94.16
2003.00,94.14
2002.00,94.12
2001.00,94.10
2000.00,94.07
1999.00,94.05
1998.00,94.03
1997.00,94.01
1996.00,94.00
1995.00,93.99
1994.00,93.99
1993.00,94.00
1992.00,94.01
1991.00,93.99
1990.00,93.96
1989.00,93.92
1988.00,93.89
1987.00,93.87
1986.00,93.86
1985.00,93.85
1984.00,93.83
1983.00,93.80
1982.00,93.77
1981.00,93.72
1980.00,93.69
1979.00,93.69
1978.00,93.75
1977.00,93.84
1976.00,93.92
1975.00,93.97
1974.00,93.98
1973.00,93.98
1972.00,93.96
1971.00,93.94
1970.00,93.91
1969.00,93.88
1968.00,93.85
1967.00,93.83
1966.00,93.82
1965.00,93.82
1964.00,93.80
1963.00,93.77
1962.00,93.75
1961.00,93.74
1960.00,93.75
1959.00,93.75
1958.00,93.75
1957.00,93.73
1956.00,93.69
1955.00,93.66
1954.00,93.62
1953.00,93.59
1952.00,93.56
1951.00,93.52
1950.00,93.48
1949.00,93.43
1948.00,93.38
1947.00,93.35
1946.00,93.32
1945.00,93.31
1944.00,93.31
1943.00,93.32
1942.00,93.34
1941.00,93.37
1940.00,93.40
1939.00,93.44
1938.00,93.48
1937.00,93.53
1936.00,93.59
1935.00,93.65
1934.00,93.71
1933.00,93.77
1932.00,93.83
1931.00,93.88
1930.00,93.92
1929.00,93.96
1928.00,94.00
1927.00,94.03
1926.00,94.07
1925.00,94.11
1924.00,94.15
1923.00,94.17
1922.00,94.18
1921.00,94.18
1920.00,94.18
1919.00,94.20
1918.00,94.22
1917.00,94.24
1916.00,94.25
1915.00,94.25
1914.00,94.25
1913.00,94.25
1912.00,94.25
1911.00,94.26
1910.00,94.27
1909.00,94.28
1908.00,94.29
1907.00,94.29
1906.00,94.29
1905.00,94.29
1904.00,94.28
1903.00,94.27
1902.00,94.26
1901.00,94.25
1900.00,94.24
1899.00,94.23
1898.00,94.21
1897.00,94.19
1896.00,94.17
1895.00,94.14
1894.00,94.12
1893.00,94.10
1892.00,94.08
1891.00,94.05
1890.00,94.02
1889.00,94.00
1888.00,93.98
1887.00,93.95
1886.00,93.93
1885.00,93.92
1884.00,93.90
1883.00,93.88
1882.00,93.86
1881.00,93.84
1880.00,93.83
1879.00,93.81
1878.00,93.80
1877.00,93.79
1876.00,93.77
1875.00,93.76
1874.00,93.75
1873.00,93.74
1872.00,93.73
1871.00,93.73
1870.00,93.73
1869.00,93.74
1868.00,93.77
1867.00,93.79
1866.00,93.81
1865.00,93.83
1864.00,93.86
1863.00,93.90
1862.00,93.94
1861.00,93.99
1860.00,94.04
1859.00,94.09
1858.00,94.14
1857.00,94.18
1856.00,94.21
1855.00,94.25
1854.00,94.28
1853.00,94.31
1852.00,94.33
1851.00,94.36
1850.00,94.38
1849.00,94.40
1848.00,94.42
1847.00,94.44
1846.00,94.45
1845.00,94.46
1844.00,94.47
1843.00,94.49
1842.00,94.49
1841.00,94.49
1840.00,94.49
1839.00,94.50
1838.00,94.50
1837.00,94.50
1836.00,94.51
1835.00,94.50
1834.00,94.49
1833.00,94.48
1832.00,94.47
1831.00,94.46
1830.00,94.44
1829.00,94.43
1828.00,94.42
1827.00,94.40
1826.00,94.38
1825.00,94.36
1824.00,94.34
1823.00,94.31
1822.00,94.28
1821.00,94.26
1820.00,94.24
1819.00,94.24
1818.00,94.23
1817.00,94.23
1816.00,94.21
1815.00,94.18
1814.00,94.15
1813.00,94.11
1812.00,94.07
1811.00,94.03
1810.00,93.99
1809.00,93.96
1808.00,93.93
1807.00,93.91
1806.00,93.88
1805.00,93.86
1804.00,93.85
1803.00,93.85
1802.00,93.86
1801.00,93.88
1800.00,93.90
1799.00,93.93
1798.00,93.96
1797.00,93.99
1796.00,94.03
1795.00,94.08
1794.00,94.12
1793.00,94.18
1792.00,94.23
1791.00,94.29
1790.00,94.33
1789.00,94.36
1788.00,94.39
1787.00,94.41
1786.00,94.44
1785.00,94.47
1784.00,94.49
1783.00,94.50
1782.00,94.50
1781.00,94.50
1780.00,94.51
1779.00,94.51
1778.00,94.51
1777.00,94.51
1776.00,94.52
1775.00,94.52
1774.00,94.53
1773.00,94.53
1772.00,94.53
1771.00,94.54
1770.00,94.54
1769.00,94.55
1768.00,94.55
1767.00,94.55
1766.00,94.54
1765.00,94.53
1764.00,94.52
1763.00,94.51
1762.00,94.50
1761.00,94.48
1760.00,94.46
1759.00,94.44
1758.00,94.41
1757.00,94.39
1756.00,94.36
1755.00,94.34
1754.00,94.32
1753.00,94.30
1752.00,94.27
1751.00,94.25
1750.00,94.24
1749.00,94.23
1748.00,94.22
1747.00,94.22
1746.00,94.21
1745.00,94.22
1744.00,94.23
1743.00,94.24
1742.00,94.25
1741.00,94.26
1740.00,94.27
1739.00,94.29
1738.00,94.31
1737.00,94.33
1736.00,94.35
1735.00,94.37
1734.00,94.40
1733.00,94.43
1732.00,94.45
1731.00,94.47
1730.00,94.48
1729.00,94.50
1728.00,94.52
1727.00,94.53
1726.00,94.53
1725.00,94.54
1724.00,94.56
1723.00,94.57
1722.00,94.59
1721.00,94.61
1720.00,94.62
1719.00,94.63
1718.00,94.65
1717.00,94.66
1716.00,94.67
1715.00,94.69
1714.00,94.70
1713.00,94.70
1712.00,94.70
1711.00,94.70
1710.00,94.70
1709.00,94.71
1708.00,94.71
1707.00,94.72
1706.00,94.72
1705.00,94.72
1704.00,94.73
1703.00,94.73
1702.00,94.74
1701.00,94.73
1700.00,94.73
1699.00,94.73
1698.00,94.72
1697.00,94.72
1696.00,94.71
1695.00,94.70
1694.00,94.70
1693.00,94.70
1692.00,94.70
1691.00,94.70
1690.00,94.70
1689.00,94.70
1688.00,94.69
1687.00,94.69
1686.00,94.69
1685.00,94.67
1684.00,94.65
1683.00,94.65
1682.00,94.65
1681.00,94.64
1680.00,94.63
1679.00,94.62
1678.00,94.61
1677.00,94.60
1676.00,94.59
1675.00,94.58
1674.00,94.57
1673.00,94.56
1672.00,94.56
1671.00,94.55
1670.00,94.55
1669.00,94.55
1668.00,94.56
1667.00,94.56
1666.00,94.56
1665.00,94.56
1664.00,94.57
1663.00,94.59
1662.00,94.61
1661.00,94.62
1660.00,94.63
1659.00,94.65
1658.00,94.66
1657.00,94.69
1656.00,94.71
1655.00,94.73
1654.00,94.73
1653.00,94.74
1652.00,94.75
1651.00,94.76
1650.00,94.77
1649.00,94.79
1648.00,94.81
1647.00,94.83
1646.00,94.84
1645.00,94.85
1644.00,94.85
1643.00,94.86
1642.00,94.87
1641.00,94.88
1640.00,94.89
1639.00,94.90
1638.00,94.91
1637.00,94.91
1636.00,94.91
1635.00,94.92
1634.00,94.92
1633.00,94.91
1632.00,94.91
1631.00,94.90
1630.00,94.90
1629.00,94.90
1628.00,94.90
1627.00,94.89
1626.00,94.88
1625.00,94.87
1624.00,94.86
1623.00,94.85
1622.00,94.84
1621.00,94.83
1620.00,94.82
1619.00,94.79
1618.00,94.75
1617.00,94.68
1616.00,94.61
1615.00,94.54
1614.00,94.47
1613.00,94.38
1612.00,94.24
1611.00,94.04
1610.00,93.75
1609.00,93.35
1608.00,92.83
1607.00,92.20
1606.00,91.49
1605.00,90.72
1604.00,89.96
1603.00,89.32
1602.00,88.92
1601.00,88.82
1600.00,89.03
1599.00,89.49
1598.00,90.10
1597.00,90.76
1596.00,91.36
1595.00,91.88
1594.00,92.30
1593.00,92.63
1592.00,92.89
1591.00,93.09
1590.00,93.23
1589.00,93.29
1588.00,93.25
1587.00,93.11
1586.00,92.90
1585.00,92.68
1584.00,92.52
1583.00,92.49
1582.00,92.63
1581.00,92.89
1580.00,93.18
1579.00,93.44
1578.00,93.67
1577.00,93.87
1576.00,94.02
1575.00,94.14
1574.00,94.22
1573.00,94.29
1572.00,94.35
1571.00,94.41
1570.00,94.48
1569.00,94.53
1568.00,94.57
1567.00,94.60
1566.00,94.62
1565.00,94.64
1564.00,94.67
1563.00,94.69
1562.00,94.71
1561.00,94.73
1560.00,94.73
1559.00,94.73
1558.00,94.74
1557.00,94.73
1556.00,94.71
1555.00,94.69
1554.00,94.67
1553.00,94.65
1552.00,94.63
1551.00,94.61
1550.00,94.59
1549.00,94.57
1548.00,94.54
1547.00,94.52
1546.00,94.50
1545.00,94.49
1544.00,94.50
1543.00,94.50
1542.00,94.50
1541.00,94.51
1540.00,94.52
1539.00,94.53
1538.00,94.54
1537.00,94.56
1536.00,94.58
1535.00,94.63
1534.00,94.68
1533.00,94.73
1532.00,94.77
1531.00,94.80
1530.00,94.82
1529.00,94.84
1528.00,94.87
1527.00,94.90
1526.00,94.92
1525.00,94.94
1524.00,94.95
1523.00,94.95
1522.00,94.95
1521.00,94.95
1520.00,94.95
1519.00,94.93
1518.00,94.91
1517.00,94.87
1516.00,94.81
1515.00,94.76
1514.00,94.72
1513.00,94.69
1512.00,94.68
1511.00,94.67
1510.00,94.68
1509.00,94.69
1508.00,94.66
1507.00,94.58
1506.00,94.47
1505.00,94.35
1504.00,94.20
1503.00,94.02
1502.00,93.78
1501.00,93.40
1500.00,92.80
1499.00,91.81
1498.00,90.21
1497.00,87.79
1496.00,84.86
1495.00,82.17
1494.00,80.28
1493.00,79.44
1492.00,79.79
1491.00,81.36
1490.00,83.70
1489.00,86.00
1488.00,87.75
1487.00,89.00
1486.00,89.92
1485.00,90.62
1484.00,91.16
1483.00,91.59
1482.00,91.93
1481.00,92.18
1480.00,92.35
1479.00,92.47
1478.00,92.56
1477.00,92.65
1476.00,92.74
1475.00,92.84
1474.00,92.96
1473.00,93.09
1472.00,93.22
1471.00,93.32
1470.00,93.38
1469.00,93.41
1468.00,93.42
1467.00,93.41
1466.00,93.38
1465.00,93.29
1464.00,93.15
1463.00,92.98
1462.00,92.77
1461.00,92.50
1460.00,92.11
1459.00,91.41
1458.00,90.00
1457.00,87.67
1456.00,85.05
1455.00,82.80
1454.00,81.02
1453.00,79.76
1452.00,79.22
1451.00,79.47
1450.00,80.27
1449.00,81.33
1448.00,82.42
1447.00,83.36
1446.00,84.14
1445.00,84.82
1444.00,85.51
1443.00,86.22
1442.00,86.90
1441.00,87.51
1440.00,88.06
1439.00,88.57
1438.00,89.11
1437.00,89.70
1436.00,90.28
1435.00,90.74
1434.00,91.10
1433.00,91.41
1432.00,91.73
1431.00,92.03
1430.00,92.30
1429.00,92.53
1428.00,92.71
1427.00,92.85
1426.00,92.96
1425.00,93.07
1424.00,93.17
1423.00,93.26
1422.00,93.33
1421.00,93.38
1420.00,93.45
1419.00,93.51
1418.00,93.56
1417.00,93.60
1416.00,93.64
1415.00,93.66
1414.00,93.68
1413.00,93.71
1412.00,93.74
1411.00,93.76
1410.00,93.79
1409.00,93.81
1408.00,93.84
1407.00,93.86
1406.00,93.88
1405.00,93.90
1404.00,93.91
1403.00,93.92
1402.00,93.92
1401.00,93.92
1400.00,93.92
1399.00,93.92
1398.00,93.91
1397.00,93.88
1396.00,93.85
1395.00,93.81
1394.00,93.75
1393.00,93.68
1392.00,93.61
1391.00,93.53
1390.00,93.43
1389.00,93.34
1388.00,93.23
1387.00,93.12
1386.00,93.01
1385.00,92.91
1384.00,92.81
1383.00,92.70
1382.00,92.57
1381.00,92.44
1380.00,92.29
1379.00,92.13
1378.00,91.98
1377.00,91.85
1376.00,91.74
1375.00,91.67
1374.00,91.63
1373.00,91.63
1372.00,91.64
1371.00,91.66
1370.00,91.68
1369.00,91.72
1368.00,91.76
1367.00,91.80
1366.00,91.84
1365.00,91.89
1364.00,91.95
1363.00,92.02
1362.00,92.09
1361.00,92.14
1360.00,92.19
1359.00,92.24
1358.00,92.29
1357.00,92.33
1356.00,92.37
1355.00,92.41
1354.00,92.44
1353.00,92.46
1352.00,92.47
1351.00,92.48
1350.00,92.49
1349.00,92.50
1348.00,92.51
1347.00,92.54
1346.00,92.57
1345.00,92.60
1344.00,92.64
1343.00,92.69
1342.00,92.73
1341.00,92.78
1340.00,92.82
1339.00,92.84
1338.00,92.84
1337.00,92.83
1336.00,92.80
1335.00,92.76
1334.00,92.70
1333.00,92.63
1332.00,92.56
1331.00,92.50
1330.00,92.45
1329.00,92.42
1328.00,92.41
1327.00,92.43
1326.00,92.46
1325.00,92.50
1324.00,92.55
1323.00,92.60
1322.00,92.64
1321.00,92.68
1320.00,92.70
1319.00,92.71
1318.00,92.71
1317.00,92.69
1316.00,92.67
1315.00,92.64
1314.00,92.62
1313.00,92.60
1312.00,92.59
1311.00,92.60
1310.00,92.61
1309.00,92.63
1308.00,92.66
1307.00,92.70
1306.00,92.74
1305.00,92.79
1304.00,92.85
1303.00,92.90
1302.00,92.95
1301.00,93.00
1300.00,93.05
1299.00,93.09
1298.00,93.12
1297.00,93.15
1296.00,93.17
1295.00,93.19
1294.00,93.21
1293.00,93.23
1292.00,93.26
1291.00,93.28
1290.00,93.31
1289.00,93.34
1288.00,93.36
1287.00,93.38
1286.00,93.40
1285.00,93.42
1284.00,93.43
1283.00,93.45
1282.00,93.47
1281.00,93.50
1280.00,93.53
1279.00,93.57
1278.00,93.61
1277.00,93.66
1276.00,93.71
1275.00,93.76
1274.00,93.81
1273.00,93.86
1272.00,93.91
1271.00,93.95
1270.00,93.99
1269.00,94.03
1268.00,94.08
1267.00,94.12
1266.00,94.16
1265.00,94.20
1264.00,94.25
1263.00,94.29
1262.00,94.33
1261.00,94.38
1260.00,94.42
1259.00,94.47
1258.00,94.52
1257.00,94.56
1256.00,94.61
1255.00,94.65
1254.00,94.69
1253.00,94.74
1252.00,94.79
1251.00,94.83
1250.00,94.87
1249.00,94.91
1248.00,94.95
1247.00,94.99
1246.00,95.02
1245.00,95.05
1244.00,95.08
1243.00,95.11
1242.00,95.13
1241.00,95.16
1240.00,95.18
1239.00,95.20
1238.00,95.21
1237.00,95.22
1236.00,95.22
1235.00,95.22
1234.00,95.22
1233.00,95.20
1232.00,95.19
1231.00,95.18
1230.00,95.16
1229.00,95.15
1228.00,95.14
1227.00,95.12
1226.00,95.10
1225.00,95.08
1224.00,95.07
1223.00,95.07
1222.00,95.07
1221.00,95.07
1220.00,95.06
1219.00,95.05
1218.00,95.03
1217.00,95.02
1216.00,94.99
1215.00,94.97
1214.00,94.94
1213.00,94.91
1212.00,94.87
1211.00,94.83
1210.00,94.79
1209.00,94.75
1208.00,94.69
1207.00,94.64
1206.00,94.57
1205.00,94.51
1204.00,94.44
1203.00,94.37
1202.00,94.31
1201.00,94.26
1200.00,94.21
1199.00,94.16
1198.00,94.12
1197.00,94.09
1196.00,94.06
1195.00,94.04
1194.00,94.02
1193.00,94.00
1192.00,93.98
1191.00,93.95
1190.00,93.92
1189.00,93.88
1188.00,93.81
1187.00,93.71
1186.00,93.58
1185.00,93.43
1184.00,93.27
1183.00,93.13
1182.00,93.04
1181.00,93.01
1180.00,93.06
1179.00,93.20
1178.00,93.38
1177.00,93.59
1176.00,93.79
1175.00,93.95
1174.00,94.08
1173.00,94.17
1172.00,94.23
1171.00,94.27
1170.00,94.30
1169.00,94.32
1168.00,94.33
1167.00,94.33
1166.00,94.32
1165.00,94.30
1164.00,94.26
1163.00,94.19
1162.00,94.09
1161.00,93.94
1160.00,93.75
1159.00,93.53
1158.00,93.28
1157.00,93.05
1156.00,92.87
1155.00,92.79
1154.00,92.81
1153.00,92.94
1152.00,93.15
1151.00,93.40
1150.00,93.66
1149.00,93.89
1148.00,94.07
1147.00,94.20
1146.00,94.30
1145.00,94.38
1144.00,94.45
1143.00,94.51
1142.00,94.57
1141.00,94.61
1140.00,94.65
1139.00,94.69
1138.00,94.71
1137.00,94.74
1136.00,94.76
1135.00,94.78
1134.00,94.80
1133.00,94.81
1132.00,94.83
1131.00,94.85
1130.00,94.86
1129.00,94.87
1128.00,94.87
1127.00,94.87
1126.00,94.86
1125.00,94.85
1124.00,94.83
1123.00,94.80
1122.00,94.76
1121.00,94.70
1120.00,94.64
1119.00,94.58
1118.00,94.52
1117.00,94.46
1116.00,94.42
1115.00,94.38
1114.00,94.34
1113.00,94.32
1112.00,94.31
1111.00,94.30
1110.00,94.30
1109.00,94.30
1108.00,94.30
1107.00,94.31
1106.00,94.31
1105.00,94.32
1104.00,94.33
1103.00,94.33
1102.00,94.31
1101.00,94.30
1100.00,94.28
1099.00,94.26
1098.00,94.23
1097.00,94.20
1096.00,94.17
1095.00,94.13
1094.00,94.09
1093.00,94.05
1092.00,94.00
1091.00,93.95
1090.00,93.89
1089.00,93.83
1088.00,93.75
1087.00,93.67
1086.00,93.57
1085.00,93.47
1084.00,93.36
1083.00,93.24
1082.00,93.11
1081.00,92.97
1080.00,92.84
1079.00,92.71
1078.00,92.58
1077.00,92.45
1076.00,92.31
1075.00,92.19
1074.00,92.08
1073.00,91.99
1072.00,91.91
1071.00,91.86
1070.00,91.83
1069.00,91.82
1068.00,91.84
1067.00,91.89
1066.00,91.98
1065.00,92.10
1064.00,92.24
1063.00,92.38
1062.00,92.53
1061.00,92.66
1060.00,92.78
1059.00,92.89
1058.00,92.99
1057.00,93.09
1056.00,93.18
1055.00,93.26
1054.00,93.34
1053.00,93.41
1052.00,93.48
1051.00,93.54
1050.00,93.59
1049.00,93.64
1048.00,93.68
1047.00,93.72
1046.00,93.76
1045.00,93.80
1044.00,93.83
1043.00,93.84
1042.00,93.82
1041.00,93.78
1040.00,93.71
1039.00,93.58
1038.00,93.36
1037.00,93.02
1036.00,92.56
1035.00,91.95
1034.00,91.24
1033.00,90.46
1032.00,89.69
1031.00,89.00
1030.00,88.47
1029.00,88.14
1028.00,88.05
1027.00,88.19
1026.00,88.52
1025.00,88.97
1024.00,89.44
1023.00,89.89
1022.00,90.29
1021.00,90.63
1020.00,90.92
1019.00,91.18
1018.00,91.41
1017.00,91.61
1016.00,91.80
1015.00,91.97
1014.00,92.14
1013.00,92.28
1012.00,92.41
1011.00,92.53
1010.00,92.62
1009.00,92.68
1008.00,92.70
1007.00,92.68
1006.00,92.63
1005.00,92.57
1004.00,92.51
1003.00,92.50
1002.00,92.56
1001.00,92.69
1000.00,92.86
999.00,93.04
998.00,93.19
997.00,93.31
996.00,93.40
995.00,93.46
994.00,93.49
993.00,93.51
992.00,93.51
991.00,93.50
990.00,93.48
989.00,93.44
988.00,93.39
987.00,93.32
986.00,93.23
985.00,93.15
984.00,93.07
983.00,93.01
982.00,92.97
981.00,92.95
980.00,92.96
979.00,92.99
978.00,93.04
977.00,93.10
976.00,93.17
975.00,93.24
974.00,93.28
973.00,93.30
972.00,93.28
971.00,93.23
970.00,93.14
969.00,93.04
968.00,92.93
967.00,92.83
966.00,92.75
965.00,92.70
964.00,92.70
963.00,92.74
962.00,92.83
961.00,92.96
960.00,93.10
959.00,93.24
958.00,93.38
957.00,93.50
956.00,93.59
955.00,93.66
954.00,93.70
953.00,93.73
952.00,93.74
951.00,93.74
950.00,93.73
949.00,93.71
948.00,93.69
947.00,93.66
946.00,93.63
945.00,93.62
944.00,93.61
943.00,93.62
942.00,93.64
941.00,93.67
940.00,93.72
939.00,93.77
938.00,93.83
937.00,93.90
936.00,93.97
935.00,94.04
934.00,94.09
933.00,94.12
932.00,94.16
931.00,94.19
930.00,94.22
929.00,94.25
928.00,94.26
927.00,94.27
926.00,94.26
925.00,94.24
924.00,94.22
923.00,94.18
922.00,94.13
921.00,94.06
920.00,93.98
919.00,93.87
918.00,93.73
917.00,93.55
916.00,93.33
915.00,93.06
914.00,92.76
913.00,92.42
912.00,92.07
911.00,91.72
910.00,91.41
909.00,91.15
908.00,90.97
907.00,90.88
906.00,90.89
905.00,91.00
904.00,91.20
903.00,91.48
902.00,91.81
901.00,92.16
