Created as New Dataset,EVOH (32mol% ethylene) Soarnol
cm-1,%T
2461.00,95.94
2460.00,95.94
2459.00,95.94
2458.00,95.94
2457.00,95.94
2456.00,95.93
2455.00,95.93
2454.00,95.93
2453.00,95.93
2452.00,95.94
2451.00,95.95
2450.00,95.95
2449.00,95.96
2448.00,95.96
2447.00,95.96
2446.00,95.97
2445.00,95.97
2444.00,95.97
2443.00,95.97
2442.00,95.98
2441.00,95.98
2440.00,95.99
2439.00,96.00
2438.00,96.00
2437.00,96.01
2436.00,96.01
2435.00,96.01
2434.00,96.02
2433.00,96.02
2432.00,96.02
2431.00,96.02
2430.00,96.03
2429.00,96.03
2428.00,96.04
2427.00,96.05
2426.00,96.05
2425.00,96.06
2424.00,96.06
2423.00,96.06
2422.00,96.06
2421.00,96.06
2420.00,96.07
2419.00,96.07
2418.00,96.08
2417.00,96.08
2416.00,96.08
2415.00,96.09
2414.00,96.09
2413.00,96.09
2412.00,96.10
2411.00,96.10
2410.00,96.11
2409.00,96.11
2408.00,96.12
2407.00,96.13
2406.00,96.14
2405.00,96.15
2404.00,96.16
2403.00,96.16
2402.00,96.17
2401.00,96.17
2400.00,96.18
2399.00,96.18
2398.00,96.18
2397.00,96.18
2396.00,96.18
2395.00,96.19
2394.00,96.19
2393.00,96.19
2392.00,96.20
2391.00,96.20
2390.00,96.21
2389.00,96.21
2388.00,96.22
2387.00,96.22
2386.00,96.23
2385.00,96.24
2384.00,96.25
2383.00,96.25
2382.00,96.26
2381.00,96.27
2380.00,96.28
2379.00,96.29
2378.00,96.30
2377.00,96.31
2376.00,96.32
2375.00,96.32
2374.00,96.34
2373.00,96.35
2372.00,96.36
2371.00,96.36
2370.00,96.35
2369.00,96.34
2368.00,96.33
2367.00,96.33
2366.00,96.34
2365.00,96.35
2364.00,96.34
2363.00,96.34
2362.00,96.34
2361.00,96.35
2360.00,96.34
2359.00,96.34
2358.00,96.33
2357.00,96.32
2356.00,96.32
2355.00,96.33
2354.00,96.34
2353.00,96.35
2352.00,96.36
2351.00,96.37
2350.00,96.37
2349.00,96.37
2348.00,96.37
2347.00,96.38
2346.00,96.38
2345.00,96.37
2344.00,96.35
2343.00,96.32
2342.00,96.30
2341.00,96.29
2340.00,96.28
2339.00,96.27
2338.00,96.27
2337.00,96.26
2336.00,96.26
2335.00,96.26
2334.00,96.27
2333.00,96.27
2332.00,96.28
2331.00,96.28
2330.00,96.28
2329.00,96.27
2328.00,96.25
2327.00,96.20
2326.00,96.14
2325.00,96.06
2324.00,96.01
2323.00,95.98
2322.00,95.99
2321.00,96.02
2320.00,96.04
2319.00,96.07
2318.00,96.10
2317.00,96.12
2316.00,96.13
2315.00,96.13
2314.00,96.13
2313.00,96.13
2312.00,96.13
2311.00,96.13
2310.00,96.13
2309.00,96.13
2308.00,96.12
2307.00,96.12
2306.00,96.12
2305.00,96.12
2304.00,96.12
2303.00,96.12
2302.00,96.12
2301.00,96.12
2300.00,96.11
2299.00,96.10
2298.00,96.09
2297.00,96.09
2296.00,96.08
2295.00,96.07
2294.00,96.06
2293.00,96.04
2292.00,96.02
2291.00,96.00
2290.00,95.98
2289.00,95.97
2288.00,95.95
2287.00,95.94
2286.00,95.93
2285.00,95.93
2284.00,95.93
2283.00,95.94
2282.00,95.95
2281.00,95.96
2280.00,95.97
2279.00,95.98
2278.00,95.99
2277.00,95.99
2276.00,96.00
2275.00,96.00
2274.00,96.00
2273.00,96.00
2272.00,96.00
2271.00,96.00
2270.00,96.00
2269.00,96.00
2268.00,96.00
2267.00,96.01
2266.00,96.02
2265.00,96.02
2264.00,96.02
2263.00,96.02
2262.00,96.03
2261.00,96.02
2260.00,96.02
2259.00,96.01
2258.00,96.00
2257.00,96.00
2256.00,96.01
2255.00,96.03
2254.00,96.05
2253.00,96.07
2252.00,96.07
2251.00,96.07
2250.00,96.06
2249.00,96.05
2248.00,96.03
2247.00,96.02
2246.00,96.02
2245.00,96.03
2244.00,96.03
2243.00,96.03
2242.00,96.03
2241.00,96.02
2240.00,96.01
2239.00,96.00
2238.00,96.00
2237.00,96.01
2236.00,96.02
2235.00,96.02
2234.00,96.01
2233.00,96.01
2232.00,96.02
2231.00,96.02
2230.00,96.02
2229.00,96.01
2228.00,96.01
2227.00,96.00
2226.00,96.00
2225.00,96.01
2224.00,96.01
2223.00,96.01
2222.00,96.01
2221.00,96.01
2220.00,96.01
2219.00,96.00
2218.00,96.00
2217.00,95.99
2216.00,95.99
2215.00,95.99
2214.00,95.98
2213.00,95.98
2212.00,95.98
2211.00,95.99
2210.00,95.99
2209.00,95.99
2208.00,95.98
2207.00,95.98
2206.00,95.97
2205.00,95.97
2204.00,95.97
2203.00,95.96
2202.00,95.95
2201.00,95.94
2200.00,95.93
2199.00,95.91
2198.00,95.90
2197.00,95.90
2196.00,95.89
2195.00,95.88
2194.00,95.88
2193.00,95.87
2192.00,95.87
2191.00,95.86
2190.00,95.85
2189.00,95.84
2188.00,95.82
2187.00,95.81
2186.00,95.81
2185.00,95.80
2184.00,95.81
2183.00,95.84
2182.00,95.87
2181.00,95.89
2180.00,95.90
2179.00,95.88
2178.00,95.86
2177.00,95.85
2176.00,95.87
2175.00,95.90
2174.00,95.92
2173.00,95.91
2172.00,95.89
2171.00,95.85
2170.00,95.80
2169.00,95.74
2168.00,95.67
2167.00,95.62
2166.00,95.58
2165.00,95.56
2164.00,95.54
2163.00,95.52
2162.00,95.50
2161.00,95.55
2160.00,95.70
2159.00,95.94
2158.00,96.18
2157.00,96.34
2156.00,96.40
2155.00,96.40
2154.00,96.37
2153.00,96.32
2152.00,96.28
2151.00,96.24
2150.00,96.22
2149.00,96.22
2148.00,96.22
2147.00,96.24
2146.00,96.26
2145.00,96.27
2144.00,96.26
2143.00,96.26
2142.00,96.27
2141.00,96.28
2140.00,96.29
2139.00,96.31
2138.00,96.32
2137.00,96.34
2136.00,96.37
2135.00,96.41
2134.00,96.45
2133.00,96.46
2132.00,96.46
2131.00,96.45
2130.00,96.43
2129.00,96.41
2128.00,96.38
2127.00,96.35
2126.00,96.32
2125.00,96.30
2124.00,96.27
2123.00,96.25
2122.00,96.24
2121.00,96.22
2120.00,96.21
2119.00,96.21
2118.00,96.20
2117.00,96.18
2116.00,96.16
2115.00,96.12
2114.00,96.10
2113.00,96.09
2112.00,96.09
2111.00,96.09
2110.00,96.09
2109.00,96.10
2108.00,96.10
2107.00,96.10
2106.00,96.10
2105.00,96.08
2104.00,96.08
2103.00,96.08
2102.00,96.09
2101.00,96.09
2100.00,96.10
2099.00,96.10
2098.00,96.11
2097.00,96.13
2096.00,96.16
2095.00,96.20
2094.00,96.23
2093.00,96.23
2092.00,96.21
2091.00,96.18
2090.00,96.16
2089.00,96.14
2088.00,96.13
2087.00,96.12
2086.00,96.11
2085.00,96.10
2084.00,96.09
2083.00,96.08
2082.00,96.08
2081.00,96.07
2080.00,96.06
2079.00,96.05
2078.00,96.05
2077.00,96.04
2076.00,96.03
2075.00,96.03
2074.00,96.04
2073.00,96.05
2072.00,96.05
2071.00,96.06
2070.00,96.06
2069.00,96.06
2068.00,96.05
2067.00,96.04
2066.00,96.04
2065.00,96.05
2064.00,96.05
2063.00,96.06
2062.00,96.07
2061.00,96.07
2060.00,96.06
2059.00,96.05
2058.00,96.04
2057.00,96.02
2056.00,96.01
2055.00,96.01
2054.00,96.00
2053.00,95.95
2052.00,95.88
2051.00,95.81
2050.00,95.79
2049.00,95.80
2048.00,95.84
2047.00,95.88
2046.00,95.90
2045.00,95.90
2044.00,95.89
2043.00,95.88
2042.00,95.88
2041.00,95.87
2040.00,95.86
2039.00,95.85
2038.00,95.84
2037.00,95.83
2036.00,95.83
2035.00,95.84
2034.00,95.87
2033.00,95.90
2032.00,95.93
2031.00,95.95
2030.00,95.96
2029.00,95.96
2028.00,95.96
2027.00,95.96
2026.00,95.97
2025.00,95.97
2024.00,95.98
2023.00,96.00
2022.00,96.01
2021.00,96.02
2020.00,96.01
2019.00,96.01
2018.00,96.01
2017.00,96.00
2016.00,95.99
2015.00,95.98
2014.00,95.98
2013.00,95.98
2012.00,95.97
2011.00,95.96
2010.00,95.97
2009.00,95.99
2008.00,96.02
2007.00,96.08
2006.00,96.13
2005.00,96.16
2004.00,96.16
2003.00,96.15
2002.00,96.12
2001.00,96.09
2000.00,96.07
1999.00,96.05
1998.00,96.05
1997.00,96.04
1996.00,96.04
1995.00,96.03
1994.00,96.00
1993.00,95.97
1992.00,95.95
1991.00,95.95
1990.00,95.95
1989.00,95.94
1988.00,95.93
1987.00,95.92
1986.00,95.91
1985.00,95.88
1984.00,95.85
1983.00,95.80
1982.00,95.73
1981.00,95.66
1980.00,95.62
1979.00,95.65
1978.00,95.74
1977.00,95.86
1976.00,95.95
1975.00,96.01
1974.00,96.04
1973.00,96.05
1972.00,96.05
1971.00,96.06
1970.00,96.07
1969.00,96.08
1968.00,96.07
1967.00,96.07
1966.00,96.07
1965.00,96.07
1964.00,96.08
1963.00,96.09
1962.00,96.11
1961.00,96.13
1960.00,96.15
1959.00,96.19
1958.00,96.21
1957.00,96.21
1956.00,96.19
1955.00,96.17
1954.00,96.15
1953.00,96.14
1952.00,96.13
1951.00,96.13
1950.00,96.14
1949.00,96.14
1948.00,96.14
1947.00,96.15
1946.00,96.15
1945.00,96.16
1944.00,96.16
1943.00,96.16
1942.00,96.16
1941.00,96.17
1940.00,96.17
1939.00,96.17
1938.00,96.18
1937.00,96.18
1936.00,96.19
1935.00,96.19
1934.00,96.19
1933.00,96.19
1932.00,96.19
1931.00,96.18
1930.00,96.18
1929.00,96.18
1928.00,96.18
1927.00,96.19
1926.00,96.20
1925.00,96.20
1924.00,96.20
1923.00,96.20
1922.00,96.19
1921.00,96.18
1920.00,96.17
1919.00,96.16
1918.00,96.16
1917.00,96.16
1916.00,96.16
1915.00,96.17
1914.00,96.17
1913.00,96.18
1912.00,96.18
1911.00,96.18
1910.00,96.19
1909.00,96.19
1908.00,96.19
1907.00,96.20
1906.00,96.21
1905.00,96.21
1904.00,96.21
1903.00,96.21
1902.00,96.20
1901.00,96.19
1900.00,96.19
1899.00,96.19
1898.00,96.19
1897.00,96.20
1896.00,96.20
1895.00,96.19
1894.00,96.19
1893.00,96.19
1892.00,96.19
1891.00,96.20
1890.00,96.21
1889.00,96.21
1888.00,96.21
1887.00,96.21
1886.00,96.21
1885.00,96.22
1884.00,96.22
1883.00,96.22
1882.00,96.22
1881.00,96.22
1880.00,96.22
1879.00,96.22
1878.00,96.23
1877.00,96.24
1876.00,96.24
1875.00,96.24
1874.00,96.24
1873.00,96.24
1872.00,96.24
1871.00,96.24
1870.00,96.25
1869.00,96.25
1868.00,96.25
1867.00,96.25
1866.00,96.24
1865.00,96.24
1864.00,96.24
1863.00,96.24
1862.00,96.24
1861.00,96.26
1860.00,96.26
1859.00,96.27
1858.00,96.27
1857.00,96.26
1856.00,96.26
1855.00,96.26
1854.00,96.27
1853.00,96.27
1852.00,96.27
1851.00,96.28
1850.00,96.28
1849.00,96.28
1848.00,96.27
1847.00,96.27
1846.00,96.27
1845.00,96.27
1844.00,96.27
1843.00,96.28
1842.00,96.29
1841.00,96.29
1840.00,96.29
1839.00,96.28
1838.00,96.28
1837.00,96.28
1836.00,96.28
1835.00,96.28
1834.00,96.28
1833.00,96.29
1832.00,96.29
1831.00,96.29
1830.00,96.29
1829.00,96.29
1828.00,96.28
1827.00,96.28
1826.00,96.28
1825.00,96.28
1824.00,96.28
1823.00,96.28
1822.00,96.29
1821.00,96.29
1820.00,96.30
1819.00,96.32
1818.00,96.35
1817.00,96.36
1816.00,96.36
1815.00,96.36
1814.00,96.35
1813.00,96.34
1812.00,96.33
1811.00,96.32
1810.00,96.32
1809.00,96.32
1808.00,96.32
1807.00,96.32
1806.00,96.32
1805.00,96.32
1804.00,96.32
1803.00,96.32
1802.00,96.32
1801.00,96.32
1800.00,96.31
1799.00,96.31
1798.00,96.31
1797.00,96.30
1796.00,96.29
1795.00,96.29
1794.00,96.29
1793.00,96.28
1792.00,96.28
1791.00,96.27
1790.00,96.27
1789.00,96.27
1788.00,96.26
1787.00,96.25
1786.00,96.24
1785.00,96.22
1784.00,96.21
1783.00,96.20
1782.00,96.20
1781.00,96.19
1780.00,96.18
1779.00,96.17
1778.00,96.15
1777.00,96.14
1776.00,96.13
1775.00,96.11
1774.00,96.10
1773.00,96.08
1772.00,96.06
1771.00,96.04
1770.00,96.02
1769.00,96.00
1768.00,95.99
1767.00,95.98
1766.00,95.96
1765.00,95.94
1764.00,95.92
1763.00,95.89
1762.00,95.87
1761.00,95.85
1760.00,95.83
1759.00,95.82
1758.00,95.82
1757.00,95.81
1756.00,95.80
1755.00,95.80
1754.00,95.81
1753.00,95.81
1752.00,95.81
1751.00,95.81
1750.00,95.81
1749.00,95.81
1748.00,95.81
1747.00,95.81
1746.00,95.82
1745.00,95.82
1744.00,95.82
1743.00,95.82
1742.00,95.82
1741.00,95.82
1740.00,95.82
1739.00,95.83
1738.00,95.83
1737.00,95.83
1736.00,95.83
1735.00,95.84
1734.00,95.85
1733.00,95.85
1732.00,95.85
1731.00,95.86
1730.00,95.86
1729.00,95.86
1728.00,95.86
1727.00,95.86
1726.00,95.86
1725.00,95.85
1724.00,95.84
1723.00,95.83
1722.00,95.82
1721.00,95.82
1720.00,95.81
1719.00,95.80
1718.00,95.80
1717.00,95.79
1716.00,95.78
1715.00,95.77
1714.00,95.77
1713.00,95.77
1712.00,95.76
1711.00,95.76
1710.00,95.75
1709.00,95.75
1708.00,95.74
1707.00,95.74
1706.00,95.74
1705.00,95.74
1704.00,95.74
1703.00,95.73
1702.00,95.72
1701.00,95.71
1700.00,95.70
1699.00,95.70
1698.00,95.70
1697.00,95.69
1696.00,95.68
1695.00,95.68
1694.00,95.67
1693.00,95.66
1692.00,95.64
1691.00,95.63
1690.00,95.62
1689.00,95.60
1688.00,95.59
1687.00,95.57
1686.00,95.56
1685.00,95.53
1684.00,95.49
1683.00,95.46
1682.00,95.44
1681.00,95.43
1680.00,95.41
1679.00,95.39
1678.00,95.38
1677.00,95.36
1676.00,95.33
1675.00,95.30
1674.00,95.28
1673.00,95.26
1672.00,95.24
1671.00,95.22
1670.00,95.20
1669.00,95.18
1668.00,95.17
1667.00,95.16
1666.00,95.15
1665.00,95.14
1664.00,95.13
1663.00,95.12
1662.00,95.11
1661.00,95.10
1660.00,95.10
1659.00,95.09
1658.00,95.09
1657.00,95.09
1656.00,95.08
1655.00,95.08
1654.00,95.08
1653.00,95.08
1652.00,95.09
1651.00,95.10
1650.00,95.10
1649.00,95.10
1648.00,95.10
1647.00,95.10
1646.00,95.11
1645.00,95.13
1644.00,95.14
1643.00,95.15
1642.00,95.17
1641.00,95.18
1640.00,95.19
1639.00,95.19
1638.00,95.20
1637.00,95.22
1636.00,95.23
1635.00,95.26
1634.00,95.29
1633.00,95.31
1632.00,95.32
1631.00,95.34
1630.00,95.36
1629.00,95.38
1628.00,95.39
1627.00,95.41
1626.00,95.43
1625.00,95.45
1624.00,95.46
1623.00,95.48
1622.00,95.50
1621.00,95.52
1620.00,95.53
1619.00,95.55
1618.00,95.57
1617.00,95.59
1616.00,95.60
1615.00,95.62
1614.00,95.63
1613.00,95.64
1612.00,95.65
1611.00,95.66
1610.00,95.67
1609.00,95.68
1608.00,95.68
1607.00,95.69
1606.00,95.70
1605.00,95.70
1604.00,95.70
1603.00,95.71
1602.00,95.72
1601.00,95.73
1600.00,95.73
1599.00,95.74
1598.00,95.75
1597.00,95.75
1596.00,95.75
1595.00,95.76
1594.00,95.76
1593.00,95.77
1592.00,95.77
1591.00,95.77
1590.00,95.77
1589.00,95.77
1588.00,95.76
1587.00,95.76
1586.00,95.77
1585.00,95.76
1584.00,95.75
1583.00,95.75
1582.00,95.75
1581.00,95.74
1580.00,95.73
1579.00,95.73
1578.00,95.73
1577.00,95.72
1576.00,95.71
1575.00,95.71
1574.00,95.71
1573.00,95.71
1572.00,95.70
1571.00,95.69
1570.00,95.69
1569.00,95.68
1568.00,95.68
1567.00,95.68
1566.00,95.68
1565.00,95.67
1564.00,95.67
1563.00,95.67
1562.00,95.67
1561.00,95.67
1560.00,95.66
1559.00,95.66
1558.00,95.66
1557.00,95.65
1556.00,95.65
1555.00,95.65
1554.00,95.65
1553.00,95.65
1552.00,95.65
1551.00,95.64
1550.00,95.64
1549.00,95.63
1548.00,95.62
1547.00,95.62
1546.00,95.62
1545.00,95.61
1544.00,95.60
1543.00,95.59
1542.00,95.59
1541.00,95.58
1540.00,95.57
1539.00,95.57
1538.00,95.58
1537.00,95.57
1536.00,95.56
1535.00,95.55
1534.00,95.54
1533.00,95.53
1532.00,95.52
1531.00,95.51
1530.00,95.51
1529.00,95.49
1528.00,95.47
1527.00,95.45
1526.00,95.44
1525.00,95.42
1524.00,95.39
1523.00,95.37
1522.00,95.35
1521.00,95.33
1520.00,95.30
1519.00,95.29
1518.00,95.27
1517.00,95.24
1516.00,95.20
1515.00,95.18
1514.00,95.16
1513.00,95.12
1512.00,95.08
1511.00,95.04
1510.00,95.01
1509.00,94.97
1508.00,94.89
1507.00,94.81
1506.00,94.75
1505.00,94.70
1504.00,94.66
1503.00,94.61
1502.00,94.56
1501.00,94.49
1500.00,94.41
1499.00,94.33
1498.00,94.24
1497.00,94.12
1496.00,93.98
1495.00,93.87
1494.00,93.78
1493.00,93.67
1492.00,93.54
1491.00,93.40
1490.00,93.25
1489.00,93.08
1488.00,92.91
1487.00,92.75
1486.00,92.60
1485.00,92.43
1484.00,92.25
1483.00,92.06
1482.00,91.85
1481.00,91.62
1480.00,91.39
1479.00,91.18
1478.00,90.95
1477.00,90.68
1476.00,90.38
1475.00,90.07
1474.00,89.70
1473.00,89.20
1472.00,88.62
1471.00,88.10
1470.00,87.63
1469.00,87.17
1468.00,86.70
1467.00,86.24
1466.00,85.75
1465.00,85.24
1464.00,84.78
1463.00,84.43
1462.00,84.13
1461.00,83.86
1460.00,83.59
1459.00,83.33
1458.00,83.05
1457.00,82.79
1456.00,82.63
1455.00,82.60
1454.00,82.60
1453.00,82.61
1452.00,82.63
1451.00,82.66
1450.00,82.66
1449.00,82.64
1448.00,82.60
1447.00,82.56
1446.00,82.52
1445.00,82.47
1444.00,82.41
1443.00,82.36
1442.00,82.29
1441.00,82.21
1440.00,82.14
1439.00,82.09
1438.00,82.02
1437.00,81.93
1436.00,81.85
1435.00,81.81
1434.00,81.80
1433.00,81.78
1432.00,81.78
1431.00,81.78
1430.00,81.79
1429.00,81.80
1428.00,81.81
1427.00,81.84
1426.00,81.87
1425.00,81.88
1424.00,81.89
1423.00,81.91
1422.00,81.94
1421.00,81.97
1420.00,81.99
1419.00,82.02
1418.00,82.06
1417.00,82.10
1416.00,82.16
1415.00,82.25
1414.00,82.35
1413.00,82.44
1412.00,82.55
1411.00,82.68
1410.00,82.82
1409.00,82.96
1408.00,83.12
1407.00,83.29
1406.00,83.48
1405.00,83.69
1404.00,83.92
1403.00,84.16
1402.00,84.39
1401.00,84.64
1400.00,84.93
1399.00,85.24
1398.00,85.55
1397.00,85.84
1396.00,86.16
1395.00,86.49
1394.00,86.81
1393.00,87.09
1392.00,87.34
1391.00,87.55
1390.00,87.72
1389.00,87.86
1388.00,87.96
1387.00,88.01
1386.00,88.01
1385.00,87.96
1384.00,87.87
1383.00,87.75
1382.00,87.59
1381.00,87.41
1380.00,87.23
1379.00,87.05
1378.00,86.88
1377.00,86.73
1376.00,86.60
1375.00,86.47
1374.00,86.36
1373.00,86.28
1372.00,86.23
1371.00,86.20
1370.00,86.18
1369.00,86.17
1368.00,86.16
1367.00,86.16
1366.00,86.16
1365.00,86.15
1364.00,86.12
1363.00,86.08
1362.00,86.02
1361.00,85.96
1360.00,85.89
1359.00,85.81
1358.00,85.72
1357.00,85.61
1356.00,85.49
1355.00,85.35
1354.00,85.20
1353.00,85.04
1352.00,84.88
1351.00,84.72
1350.00,84.54
1349.00,84.36
1348.00,84.18
1347.00,83.99
1346.00,83.81
1345.00,83.62
1344.00,83.45
1343.00,83.27
1342.00,83.10
1341.00,82.92
1340.00,82.73
1339.00,82.55
1338.00,82.39
1337.00,82.26
1336.00,82.15
1335.00,82.05
1334.00,81.96
1333.00,81.88
1332.00,81.80
1331.00,81.73
1330.00,81.67
1329.00,81.63
1328.00,81.60
1327.00,81.58
1326.00,81.58
1325.00,81.59
1324.00,81.61
1323.00,81.64
1322.00,81.69
1321.00,81.75
1320.00,81.81
1319.00,81.88
1318.00,81.97
1317.00,82.07
1316.00,82.17
1315.00,82.29
1314.00,82.40
1313.00,82.52
1312.00,82.64
1311.00,82.75
1310.00,82.87
1309.00,82.98
1308.00,83.10
1307.00,83.21
1306.00,83.32
1305.00,83.43
1304.00,83.54
1303.00,83.65
1302.00,83.76
1301.00,83.86
1300.00,83.97
1299.00,84.09
1298.00,84.20
1297.00,84.32
1296.00,84.43
1295.00,84.55
1294.00,84.68
1293.00,84.80
1292.00,84.92
1291.00,85.05
1290.00,85.17
1289.00,85.29
1288.00,85.40
1287.00,85.52
1286.00,85.63
1285.00,85.74
1284.00,85.84
1283.00,85.95
1282.00,86.04
1281.00,86.14
1280.00,86.23
1279.00,86.32
1278.00,86.40
1277.00,86.48
1276.00,86.56
1275.00,86.64
1274.00,86.73
1273.00,86.81
1272.00,86.89
1271.00,86.98
1270.00,87.06
1269.00,87.14
1268.00,87.23
1267.00,87.32
1266.00,87.41
1265.00,87.50
1264.00,87.60
1263.00,87.69
1262.00,87.80
1261.00,87.90
1260.00,88.01
1259.00,88.13
1258.00,88.24
1257.00,88.36
1256.00,88.49
1255.00,88.61
1254.00,88.73
1253.00,88.85
1252.00,88.97
1251.00,89.07
1250.00,89.18
1249.00,89.27
1248.00,89.36
1247.00,89.43
1246.00,89.49
1245.00,89.53
1244.00,89.57
1243.00,89.60
1242.00,89.62
1241.00,89.63
1240.00,89.63
1239.00,89.63
1238.00,89.62
1237.00,89.60
1236.00,89.59
1235.00,89.57
1234.00,89.56
1233.00,89.54
1232.00,89.52
1231.00,89.49
1230.00,89.47
1229.00,89.44
1228.00,89.42
1227.00,89.40
1226.00,89.38
1225.00,89.37
1224.00,89.37
1223.00,89.38
1222.00,89.39
1221.00,89.40
1220.00,89.41
1219.00,89.42
1218.00,89.42
1217.00,89.44
1216.00,89.46
1215.00,89.48
1214.00,89.49
1213.00,89.51
1212.00,89.53
1211.00,89.55
1210.00,89.57
1209.00,89.60
1208.00,89.62
1207.00,89.65
1206.00,89.67
1205.00,89.70
1204.00,89.73
1203.00,89.75
1202.00,89.77
1201.00,89.79
1200.00,89.81
1199.00,89.82
1198.00,89.83
1197.00,89.85
1196.00,89.86
1195.00,89.87
1194.00,89.88
1193.00,89.88
1192.00,89.89
1191.00,89.90
1190.00,89.92
1189.00,89.93
1188.00,89.94
1187.00,89.95
1186.00,89.97
1185.00,89.99
1184.00,90.02
1183.00,90.05
1182.00,90.08
1181.00,90.10
1180.00,90.13
1179.00,90.17
1178.00,90.20
1177.00,90.24
1176.00,90.28
1175.00,90.31
1174.00,90.35
1173.00,90.37
1172.00,90.40
1171.00,90.42
1170.00,90.44
1169.00,90.46
1168.00,90.48
1167.00,90.49
1166.00,90.49
1165.00,90.48
1164.00,90.46
1163.00,90.44
1162.00,90.39
1161.00,90.34
1160.00,90.26
1159.00,90.14
1158.00,89.99
1157.00,89.81
1156.00,89.57
1155.00,89.28
1154.00,88.93
1153.00,88.51
1152.00,88.02
1151.00,87.46
1150.00,86.82
1149.00,86.13
1148.00,85.39
1147.00,84.62
1146.00,83.83
1145.00,83.05
1144.00,82.31
1143.00,81.63
1142.00,81.03
1141.00,80.53
1140.00,80.13
1139.00,79.84
1138.00,79.63
1137.00,79.50
1136.00,79.42
1135.00,79.37
1134.00,79.35
1133.00,79.33
1132.00,79.29
1131.00,79.24
1130.00,79.16
1129.00,79.06
1128.00,78.94
1127.00,78.80
1126.00,78.64
1125.00,78.45
1124.00,78.24
1123.00,78.03
1122.00,77.81
1121.00,77.59
1120.00,77.36
1119.00,77.15
1118.00,76.95
1117.00,76.77
1116.00,76.59
1115.00,76.43
1114.00,76.29
1113.00,76.16
1112.00,76.03
1111.00,75.93
1110.00,75.83
1109.00,75.72
1108.00,75.61
1107.00,75.49
1106.00,75.36
1105.00,75.22
1104.00,75.05
1103.00,74.87
1102.00,74.69
1101.00,74.48
1100.00,74.26
1099.00,74.04
1098.00,73.82
1097.00,73.59
1096.00,73.37
1095.00,73.15
1094.00,72.95
1093.00,72.77
1092.00,72.59
1091.00,72.45
1090.00,72.33
1089.00,72.22
1088.00,72.14
1087.00,72.08
1086.00,72.04
1085.00,72.01
1084.00,71.99
1083.00,71.99
1082.00,72.01
1081.00,72.03
1080.00,72.06
1079.00,72.10
1078.00,72.16
1077.00,72.21
1076.00,72.27
1075.00,72.34
1074.00,72.42
1073.00,72.51
1072.00,72.61
1071.00,72.70
1070.00,72.81
1069.00,72.91
1068.00,73.02
1067.00,73.14
1066.00,73.27
1065.00,73.41
1064.00,73.56
1063.00,73.71
1062.00,73.88
1061.00,74.04
1060.00,74.19
1059.00,74.34
1058.00,74.48
1057.00,74.61
1056.00,74.74
1055.00,74.85
1054.00,74.96
1053.00,75.06
1052.00,75.14
1051.00,75.23
1050.00,75.31
1049.00,75.39
1048.00,75.44
1047.00,75.49
1046.00,75.54
1045.00,75.59
1044.00,75.63
1043.00,75.67
1042.00,75.73
1041.00,75.79
1040.00,75.85
1039.00,75.91
1038.00,75.97
1037.00,76.03
1036.00,76.09
1035.00,76.15
1034.00,76.22
1033.00,76.28
1032.00,76.33
1031.00,76.39
1030.00,76.44
1029.00,76.49
1028.00,76.53
1027.00,76.58
1026.00,76.62
1025.00,76.66
1024.00,76.70
1023.00,76.75
1022.00,76.80
1021.00,76.85
1020.00,76.90
1019.00,76.96
1018.00,77.03
1017.00,77.11
1016.00,77.19
1015.00,77.28
1014.00,77.37
1013.00,77.47
1012.00,77.57
1011.00,77.68
1010.00,77.81
1009.00,77.94
1008.00,78.07
1007.00,78.21
1006.00,78.34
1005.00,78.47
1004.00,78.60
1003.00,78.72
1002.00,78.85
1001.00,78.98
1000.00,79.11
999.00,79.22
998.00,79.34
997.00,79.44
996.00,79.55
995.00,79.65
994.00,79.76
993.00,79.86
992.00,79.96
991.00,80.05
990.00,80.15
989.00,80.25
988.00,80.36
987.00,80.48
986.00,80.60
985.00,80.72
984.00,80.84
983.00,80.96
982.00,81.09
981.00,81.22
980.00,81.36
979.00,81.49
978.00,81.64
977.00,81.78
976.00,81.91
975.00,82.05
974.00,82.19
973.00,82.32
972.00,82.45
971.00,82.58
970.00,82.71
969.00,82.83
968.00,82.96
967.00,83.08
966.00,83.20
965.00,83.31
964.00,83.42
963.00,83.54
962.00,83.65
961.00,83.76
960.00,83.86
959.00,83.96
958.00,84.06
957.00,84.16
956.00,84.25
955.00,84.33
954.00,84.42
953.00,84.50
952.00,84.58
951.00,84.66
950.00,84.72
949.00,84.78
948.00,84.84
947.00,84.90
946.00,84.94
945.00,84.98
944.00,85.01
943.00,85.04
942.00,85.06
941.00,85.09
940.00,85.11
939.00,85.12
938.00,85.13
937.00,85.13
936.00,85.14
935.00,85.14
934.00,85.13
933.00,85.12
932.00,85.10
931.00,85.08
930.00,85.05
929.00,85.03
928.00,85.00
927.00,84.97
926.00,84.94
925.00,84.91
924.00,84.88
923.00,84.85
922.00,84.80
921.00,84.76
920.00,84.71
919.00,84.67
918.00,84.63
917.00,84.59
916.00,84.54
915.00,84.51
914.00,84.49
913.00,84.48
912.00,84.45
911.00,84.43
910.00,84.41
909.00,84.38
908.00,84.36
907.00,84.35
906.00,84.34
905.00,84.32
904.00,84.30
903.00,84.27
902.00,84.25
901.00,84.22
900.00,84.20
