Created as New Dataset,Acrylic Blue
cm-1,%T
2459.00,99.21
2458.00,99.21
2457.00,99.21
2456.00,99.21
2455.00,99.21
2454.00,99.20
2453.00,99.20
2452.00,99.20
2451.00,99.20
2450.00,99.20
2449.00,99.20
2448.00,99.20
2447.00,99.20
2446.00,99.20
2445.00,99.20
2444.00,99.21
2443.00,99.21
2442.00,99.21
2441.00,99.22
2440.00,99.22
2439.00,99.22
2438.00,99.22
2437.00,99.21
2436.00,99.21
2435.00,99.21
2434.00,99.21
2433.00,99.21
2432.00,99.21
2431.00,99.21
2430.00,99.20
2429.00,99.20
2428.00,99.21
2427.00,99.21
2426.00,99.21
2425.00,99.21
2424.00,99.21
2423.00,99.21
2422.00,99.21
2421.00,99.21
2420.00,99.22
2419.00,99.21
2418.00,99.21
2417.00,99.21
2416.00,99.21
2415.00,99.21
2414.00,99.21
2413.00,99.21
2412.00,99.21
2411.00,99.22
2410.00,99.22
2409.00,99.22
2408.00,99.22
2407.00,99.23
2406.00,99.24
2405.00,99.25
2404.00,99.25
2403.00,99.25
2402.00,99.25
2401.00,99.24
2400.00,99.24
2399.00,99.24
2398.00,99.24
2397.00,99.25
2396.00,99.25
2395.00,99.25
2394.00,99.25
2393.00,99.25
2392.00,99.25
2391.00,99.24
2390.00,99.24
2389.00,99.25
2388.00,99.25
2387.00,99.25
2386.00,99.26
2385.00,99.26
2384.00,99.26
2383.00,99.26
2382.00,99.26
2381.00,99.26
2380.00,99.26
2379.00,99.26
2378.00,99.26
2377.00,99.26
2376.00,99.26
2375.00,99.25
2374.00,99.25
2373.00,99.25
2372.00,99.25
2371.00,99.25
2370.00,99.25
2369.00,99.24
2368.00,99.24
2367.00,99.24
2366.00,99.25
2365.00,99.25
2364.00,99.25
2363.00,99.24
2362.00,99.24
2361.00,99.23
2360.00,99.23
2359.00,99.23
2358.00,99.23
2357.00,99.23
2356.00,99.23
2355.00,99.23
2354.00,99.23
2353.00,99.23
2352.00,99.23
2351.00,99.22
2350.00,99.22
2349.00,99.22
2348.00,99.22
2347.00,99.21
2346.00,99.21
2345.00,99.21
2344.00,99.20
2343.00,99.19
2342.00,99.19
2341.00,99.19
2340.00,99.18
2339.00,99.18
2338.00,99.17
2337.00,99.17
2336.00,99.18
2335.00,99.19
2334.00,99.19
2333.00,99.20
2332.00,99.20
2331.00,99.20
2330.00,99.19
2329.00,99.18
2328.00,99.16
2327.00,99.13
2326.00,99.08
2325.00,99.04
2324.00,99.01
2323.00,99.01
2322.00,99.02
2321.00,99.04
2320.00,99.06
2319.00,99.08
2318.00,99.09
2317.00,99.09
2316.00,99.10
2315.00,99.11
2314.00,99.11
2313.00,99.11
2312.00,99.11
2311.00,99.11
2310.00,99.12
2309.00,99.12
2308.00,99.12
2307.00,99.12
2306.00,99.12
2305.00,99.11
2304.00,99.12
2303.00,99.12
2302.00,99.12
2301.00,99.12
2300.00,99.11
2299.00,99.10
2298.00,99.09
2297.00,99.09
2296.00,99.09
2295.00,99.08
2294.00,99.08
2293.00,99.07
2292.00,99.06
2291.00,99.04
2290.00,99.03
2289.00,99.02
2288.00,99.01
2287.00,99.00
2286.00,99.00
2285.00,99.01
2284.00,99.02
2283.00,99.03
2282.00,99.04
2281.00,99.05
2280.00,99.05
2279.00,99.05
2278.00,99.05
2277.00,99.05
2276.00,99.05
2275.00,99.05
2274.00,99.05
2273.00,99.06
2272.00,99.06
2271.00,99.06
2270.00,99.06
2269.00,99.06
2268.00,99.07
2267.00,99.08
2266.00,99.09
2265.00,99.10
2264.00,99.11
2263.00,99.11
2262.00,99.11
2261.00,99.10
2260.00,99.09
2259.00,99.08
2258.00,99.07
2257.00,99.07
2256.00,99.08
2255.00,99.09
2254.00,99.11
2253.00,99.12
2252.00,99.13
2251.00,99.13
2250.00,99.12
2249.00,99.11
2248.00,99.11
2247.00,99.11
2246.00,99.11
2245.00,99.10
2244.00,99.09
2243.00,99.08
2242.00,99.08
2241.00,99.08
2240.00,99.09
2239.00,99.09
2238.00,99.09
2237.00,99.09
2236.00,99.09
2235.00,99.08
2234.00,99.09
2233.00,99.09
2232.00,99.09
2231.00,99.09
2230.00,99.09
2229.00,99.09
2228.00,99.09
2227.00,99.09
2226.00,99.08
2225.00,99.07
2224.00,99.06
2223.00,99.06
2222.00,99.06
2221.00,99.06
2220.00,99.06
2219.00,99.07
2218.00,99.08
2217.00,99.08
2216.00,99.08
2215.00,99.08
2214.00,99.08
2213.00,99.08
2212.00,99.08
2211.00,99.07
2210.00,99.06
2209.00,99.05
2208.00,99.05
2207.00,99.05
2206.00,99.05
2205.00,99.05
2204.00,99.06
2203.00,99.07
2202.00,99.07
2201.00,99.06
2200.00,99.04
2199.00,99.03
2198.00,99.02
2197.00,99.02
2196.00,99.02
2195.00,99.03
2194.00,99.03
2193.00,99.03
2192.00,99.03
2191.00,99.01
2190.00,98.99
2189.00,98.98
2188.00,98.97
2187.00,98.97
2186.00,98.97
2185.00,98.98
2184.00,98.98
2183.00,99.00
2182.00,99.01
2181.00,99.02
2180.00,99.03
2179.00,99.02
2178.00,99.01
2177.00,99.01
2176.00,99.02
2175.00,99.04
2174.00,99.06
2173.00,99.05
2172.00,99.03
2171.00,98.99
2170.00,98.96
2169.00,98.93
2168.00,98.90
2167.00,98.88
2166.00,98.86
2165.00,98.84
2164.00,98.81
2163.00,98.79
2162.00,98.78
2161.00,98.81
2160.00,98.91
2159.00,99.06
2158.00,99.21
2157.00,99.32
2156.00,99.36
2155.00,99.35
2154.00,99.32
2153.00,99.29
2152.00,99.26
2151.00,99.24
2150.00,99.22
2149.00,99.21
2148.00,99.21
2147.00,99.22
2146.00,99.23
2145.00,99.23
2144.00,99.24
2143.00,99.24
2142.00,99.23
2141.00,99.21
2140.00,99.20
2139.00,99.20
2138.00,99.21
2137.00,99.22
2136.00,99.25
2135.00,99.28
2134.00,99.31
2133.00,99.33
2132.00,99.34
2131.00,99.32
2130.00,99.30
2129.00,99.28
2128.00,99.26
2127.00,99.24
2126.00,99.22
2125.00,99.21
2124.00,99.20
2123.00,99.19
2122.00,99.18
2121.00,99.17
2120.00,99.16
2119.00,99.15
2118.00,99.15
2117.00,99.14
2116.00,99.13
2115.00,99.11
2114.00,99.09
2113.00,99.07
2112.00,99.06
2111.00,99.06
2110.00,99.06
2109.00,99.06
2108.00,99.05
2107.00,99.05
2106.00,99.05
2105.00,99.05
2104.00,99.06
2103.00,99.06
2102.00,99.05
2101.00,99.05
2100.00,99.05
2099.00,99.05
2098.00,99.06
2097.00,99.07
2096.00,99.09
2095.00,99.11
2094.00,99.13
2093.00,99.13
2092.00,99.12
2091.00,99.11
2090.00,99.10
2089.00,99.09
2088.00,99.07
2087.00,99.06
2086.00,99.06
2085.00,99.06
2084.00,99.06
2083.00,99.05
2082.00,99.03
2081.00,99.02
2080.00,99.01
2079.00,99.00
2078.00,98.99
2077.00,98.99
2076.00,99.00
2075.00,98.99
2074.00,99.00
2073.00,99.00
2072.00,99.01
2071.00,99.01
2070.00,99.01
2069.00,99.00
2068.00,98.99
2067.00,98.99
2066.00,99.00
2065.00,99.00
2064.00,98.99
2063.00,98.99
2062.00,98.99
2061.00,98.99
2060.00,98.98
2059.00,98.97
2058.00,98.96
2057.00,98.95
2056.00,98.95
2055.00,98.96
2054.00,98.96
2053.00,98.94
2052.00,98.89
2051.00,98.83
2050.00,98.79
2049.00,98.80
2048.00,98.84
2047.00,98.88
2046.00,98.90
2045.00,98.92
2044.00,98.93
2043.00,98.94
2042.00,98.93
2041.00,98.92
2040.00,98.91
2039.00,98.89
2038.00,98.89
2037.00,98.89
2036.00,98.90
2035.00,98.91
2034.00,98.91
2033.00,98.92
2032.00,98.93
2031.00,98.94
2030.00,98.95
2029.00,98.97
2028.00,98.98
2027.00,98.98
2026.00,98.97
2025.00,98.96
2024.00,98.97
2023.00,98.97
2022.00,98.97
2021.00,98.98
2020.00,98.99
2019.00,99.00
2018.00,99.00
2017.00,99.00
2016.00,99.00
2015.00,99.00
2014.00,99.00
2013.00,99.01
2012.00,99.01
2011.00,99.00
2010.00,98.99
2009.00,98.99
2008.00,99.01
2007.00,99.04
2006.00,99.07
2005.00,99.09
2004.00,99.09
2003.00,99.07
2002.00,99.05
2001.00,99.03
2000.00,99.02
1999.00,99.00
1998.00,98.99
1997.00,98.98
1996.00,98.98
1995.00,98.97
1994.00,98.95
1993.00,98.95
1992.00,98.94
1991.00,98.94
1990.00,98.94
1989.00,98.93
1988.00,98.92
1987.00,98.91
1986.00,98.90
1985.00,98.88
1984.00,98.87
1983.00,98.85
1982.00,98.81
1981.00,98.77
1980.00,98.75
1979.00,98.76
1978.00,98.82
1977.00,98.90
1976.00,98.97
1975.00,99.00
1974.00,99.01
1973.00,99.02
1972.00,99.03
1971.00,99.05
1970.00,99.06
1969.00,99.05
1968.00,99.04
1967.00,99.03
1966.00,99.03
1965.00,99.04
1964.00,99.05
1963.00,99.05
1962.00,99.05
1961.00,99.06
1960.00,99.08
1959.00,99.10
1958.00,99.12
1957.00,99.12
1956.00,99.11
1955.00,99.10
1954.00,99.08
1953.00,99.08
1952.00,99.08
1951.00,99.08
1950.00,99.09
1949.00,99.09
1948.00,99.10
1947.00,99.11
1946.00,99.11
1945.00,99.12
1944.00,99.12
1943.00,99.13
1942.00,99.13
1941.00,99.14
1940.00,99.15
1939.00,99.15
1938.00,99.15
1937.00,99.14
1936.00,99.14
1935.00,99.14
1934.00,99.15
1933.00,99.15
1932.00,99.16
1931.00,99.17
1930.00,99.17
1929.00,99.18
1928.00,99.18
1927.00,99.19
1926.00,99.19
1925.00,99.20
1924.00,99.21
1923.00,99.21
1922.00,99.20
1921.00,99.20
1920.00,99.19
1919.00,99.19
1918.00,99.19
1917.00,99.19
1916.00,99.19
1915.00,99.19
1914.00,99.19
1913.00,99.19
1912.00,99.20
1911.00,99.20
1910.00,99.20
1909.00,99.21
1908.00,99.21
1907.00,99.21
1906.00,99.22
1905.00,99.22
1904.00,99.21
1903.00,99.21
1902.00,99.21
1901.00,99.21
1900.00,99.21
1899.00,99.21
1898.00,99.22
1897.00,99.22
1896.00,99.23
1895.00,99.22
1894.00,99.22
1893.00,99.22
1892.00,99.22
1891.00,99.22
1890.00,99.22
1889.00,99.22
1888.00,99.22
1887.00,99.22
1886.00,99.22
1885.00,99.23
1884.00,99.23
1883.00,99.23
1882.00,99.23
1881.00,99.24
1880.00,99.24
1879.00,99.24
1878.00,99.24
1877.00,99.24
1876.00,99.24
1875.00,99.24
1874.00,99.24
1873.00,99.24
1872.00,99.25
1871.00,99.25
1870.00,99.25
1869.00,99.24
1868.00,99.24
1867.00,99.23
1866.00,99.23
1865.00,99.24
1864.00,99.24
1863.00,99.24
1862.00,99.24
1861.00,99.24
1860.00,99.25
1859.00,99.25
1858.00,99.25
1857.00,99.25
1856.00,99.26
1855.00,99.26
1854.00,99.25
1853.00,99.25
1852.00,99.25
1851.00,99.24
1850.00,99.24
1849.00,99.25
1848.00,99.25
1847.00,99.25
1846.00,99.25
1845.00,99.25
1844.00,99.24
1843.00,99.23
1842.00,99.23
1841.00,99.24
1840.00,99.24
1839.00,99.24
1838.00,99.24
1837.00,99.24
1836.00,99.24
1835.00,99.24
1834.00,99.24
1833.00,99.24
1832.00,99.24
1831.00,99.23
1830.00,99.23
1829.00,99.23
1828.00,99.23
1827.00,99.23
1826.00,99.22
1825.00,99.22
1824.00,99.22
1823.00,99.21
1822.00,99.21
1821.00,99.22
1820.00,99.23
1819.00,99.24
1818.00,99.26
1817.00,99.27
1816.00,99.27
1815.00,99.26
1814.00,99.25
1813.00,99.24
1812.00,99.24
1811.00,99.23
1810.00,99.23
1809.00,99.23
1808.00,99.23
1807.00,99.22
1806.00,99.22
1805.00,99.22
1804.00,99.23
1803.00,99.23
1802.00,99.23
1801.00,99.23
1800.00,99.23
1799.00,99.23
1798.00,99.22
1797.00,99.22
1796.00,99.22
1795.00,99.22
1794.00,99.22
1793.00,99.22
1792.00,99.21
1791.00,99.21
1790.00,99.20
1789.00,99.20
1788.00,99.20
1787.00,99.21
1786.00,99.21
1785.00,99.21
1784.00,99.21
1783.00,99.21
1782.00,99.20
1781.00,99.20
1780.00,99.20
1779.00,99.20
1778.00,99.20
1777.00,99.20
1776.00,99.20
1775.00,99.19
1774.00,99.18
1773.00,99.18
1772.00,99.17
1771.00,99.15
1770.00,99.12
1769.00,99.11
1768.00,99.09
1767.00,99.06
1766.00,99.03
1765.00,99.01
1764.00,98.99
1763.00,98.95
1762.00,98.90
1761.00,98.84
1760.00,98.78
1759.00,98.70
1758.00,98.60
1757.00,98.47
1756.00,98.33
1755.00,98.16
1754.00,97.98
1753.00,97.76
1752.00,97.47
1751.00,97.09
1750.00,96.64
1749.00,96.15
1748.00,95.63
1747.00,95.08
1746.00,94.50
1745.00,93.89
1744.00,93.24
1743.00,92.57
1742.00,91.91
1741.00,91.22
1740.00,90.49
1739.00,89.79
1738.00,89.20
1737.00,88.70
1736.00,88.18
1735.00,87.51
1734.00,86.75
1733.00,86.10
1732.00,85.60
1731.00,85.13
1730.00,84.66
1729.00,84.21
1728.00,83.82
1727.00,83.48
1726.00,83.18
1725.00,82.96
1724.00,82.82
1723.00,82.76
1722.00,82.76
1721.00,82.85
1720.00,83.06
1719.00,83.44
1718.00,84.04
1717.00,84.80
1716.00,85.59
1715.00,86.38
1714.00,87.16
1713.00,87.94
1712.00,88.69
1711.00,89.43
1710.00,90.14
1709.00,90.81
1708.00,91.43
1707.00,92.05
1706.00,92.65
1705.00,93.18
1704.00,93.58
1703.00,93.89
1702.00,94.20
1701.00,94.58
1700.00,94.96
1699.00,95.24
1698.00,95.42
1697.00,95.58
1696.00,95.76
1695.00,95.93
1694.00,96.05
1693.00,96.14
1692.00,96.21
1691.00,96.31
1690.00,96.41
1689.00,96.50
1688.00,96.57
1687.00,96.64
1686.00,96.72
1685.00,96.82
1684.00,96.94
1683.00,97.05
1682.00,97.13
1681.00,97.20
1680.00,97.27
1679.00,97.34
1678.00,97.41
1677.00,97.47
1676.00,97.54
1675.00,97.61
1674.00,97.68
1673.00,97.72
1672.00,97.76
1671.00,97.80
1670.00,97.86
1669.00,97.90
1668.00,97.94
1667.00,97.97
1666.00,98.00
1665.00,98.02
1664.00,98.04
1663.00,98.06
1662.00,98.09
1661.00,98.10
1660.00,98.11
1659.00,98.13
1658.00,98.14
1657.00,98.15
1656.00,98.16
1655.00,98.18
1654.00,98.20
1653.00,98.21
1652.00,98.20
1651.00,98.21
1650.00,98.21
1649.00,98.21
1648.00,98.21
1647.00,98.20
1646.00,98.20
1645.00,98.19
1644.00,98.17
1643.00,98.16
1642.00,98.14
1641.00,98.12
1640.00,98.10
1639.00,98.10
1638.00,98.10
1637.00,98.10
1636.00,98.11
1635.00,98.14
1634.00,98.16
1633.00,98.17
1632.00,98.18
1631.00,98.20
1630.00,98.22
1629.00,98.24
1628.00,98.25
1627.00,98.27
1626.00,98.28
1625.00,98.29
1624.00,98.30
1623.00,98.32
1622.00,98.34
1621.00,98.36
1620.00,98.36
1619.00,98.38
1618.00,98.40
1617.00,98.41
1616.00,98.42
1615.00,98.43
1614.00,98.44
1613.00,98.44
1612.00,98.45
1611.00,98.46
1610.00,98.47
1609.00,98.47
1608.00,98.47
1607.00,98.46
1606.00,98.46
1605.00,98.45
1604.00,98.44
1603.00,98.44
1602.00,98.45
1601.00,98.46
1600.00,98.48
1599.00,98.50
1598.00,98.52
1597.00,98.53
1596.00,98.55
1595.00,98.57
1594.00,98.58
1593.00,98.59
1592.00,98.60
1591.00,98.60
1590.00,98.61
1589.00,98.61
1588.00,98.61
1587.00,98.61
1586.00,98.62
1585.00,98.62
1584.00,98.62
1583.00,98.62
1582.00,98.63
1581.00,98.64
1580.00,98.64
1579.00,98.65
1578.00,98.66
1577.00,98.66
1576.00,98.66
1575.00,98.67
1574.00,98.67
1573.00,98.67
1572.00,98.68
1571.00,98.68
1570.00,98.69
1569.00,98.69
1568.00,98.68
1567.00,98.69
1566.00,98.69
1565.00,98.70
1564.00,98.69
1563.00,98.70
1562.00,98.70
1561.00,98.70
1560.00,98.70
1559.00,98.70
1558.00,98.71
1557.00,98.72
1556.00,98.72
1555.00,98.72
1554.00,98.73
1553.00,98.73
1552.00,98.72
1551.00,98.73
1550.00,98.73
1549.00,98.73
1548.00,98.73
1547.00,98.73
1546.00,98.74
1545.00,98.75
1544.00,98.74
1543.00,98.75
1542.00,98.75
1541.00,98.75
1540.00,98.74
1539.00,98.75
1538.00,98.76
1537.00,98.76
1536.00,98.76
1535.00,98.76
1534.00,98.76
1533.00,98.76
1532.00,98.76
1531.00,98.76
1530.00,98.77
1529.00,98.77
1528.00,98.77
1527.00,98.77
1526.00,98.77
1525.00,98.77
1524.00,98.77
1523.00,98.77
1522.00,98.78
1521.00,98.77
1520.00,98.77
1519.00,98.76
1518.00,98.76
1517.00,98.76
1516.00,98.75
1515.00,98.75
1514.00,98.75
1513.00,98.74
1512.00,98.73
1511.00,98.73
1510.00,98.72
1509.00,98.71
1508.00,98.68
1507.00,98.64
1506.00,98.61
1505.00,98.56
1504.00,98.51
1503.00,98.46
1502.00,98.39
1501.00,98.31
1500.00,98.21
1499.00,98.09
1498.00,97.94
1497.00,97.74
1496.00,97.51
1495.00,97.31
1494.00,97.13
1493.00,96.96
1492.00,96.78
1491.00,96.56
1490.00,96.31
1489.00,96.07
1488.00,95.87
1487.00,95.70
1486.00,95.57
1485.00,95.46
1484.00,95.38
1483.00,95.32
1482.00,95.27
1481.00,95.23
1480.00,95.20
1479.00,95.19
1478.00,95.19
1477.00,95.19
1476.00,95.20
1475.00,95.23
1474.00,95.26
1473.00,95.30
1472.00,95.33
1471.00,95.36
1470.00,95.38
1469.00,95.37
1468.00,95.36
1467.00,95.33
1466.00,95.28
1465.00,95.21
1464.00,95.12
1463.00,95.04
1462.00,94.95
1461.00,94.86
1460.00,94.76
1459.00,94.65
1458.00,94.48
1457.00,94.26
1456.00,94.05
1455.00,93.89
1454.00,93.73
1453.00,93.58
1452.00,93.42
1451.00,93.30
1450.00,93.19
1449.00,93.10
1448.00,93.04
1447.00,93.02
1446.00,93.01
1445.00,93.01
1444.00,93.02
1443.00,93.02
1442.00,93.00
1441.00,92.94
1440.00,92.86
1439.00,92.75
1438.00,92.60
1437.00,92.40
1436.00,92.23
1435.00,92.16
1434.00,92.18
1433.00,92.28
1432.00,92.49
1431.00,92.83
1430.00,93.27
1429.00,93.74
1428.00,94.21
1427.00,94.65
1426.00,95.07
1425.00,95.49
1424.00,95.89
1423.00,96.22
1422.00,96.48
1421.00,96.70
1420.00,96.92
1419.00,97.12
1418.00,97.28
1417.00,97.40
1416.00,97.49
1415.00,97.55
1414.00,97.61
1413.00,97.66
1412.00,97.70
1411.00,97.72
1410.00,97.72
1409.00,97.72
1408.00,97.70
1407.00,97.67
1406.00,97.62
1405.00,97.56
1404.00,97.50
1403.00,97.42
1402.00,97.34
1401.00,97.26
1400.00,97.16
1399.00,97.05
1398.00,96.94
1397.00,96.83
1396.00,96.71
1395.00,96.55
1394.00,96.39
1393.00,96.24
1392.00,96.10
1391.00,95.97
1390.00,95.86
1389.00,95.77
1388.00,95.71
1387.00,95.69
1386.00,95.71
1385.00,95.77
1384.00,95.87
1383.00,95.98
1382.00,96.11
1381.00,96.25
1380.00,96.40
1379.00,96.54
1378.00,96.67
1377.00,96.79
1376.00,96.88
1375.00,96.95
1374.00,97.00
1373.00,97.03
1372.00,97.04
1371.00,97.04
1370.00,97.03
1369.00,97.01
1368.00,97.01
1367.00,97.00
1366.00,97.01
1365.00,97.02
1364.00,97.03
1363.00,97.06
1362.00,97.08
1361.00,97.11
1360.00,97.15
1359.00,97.18
1358.00,97.22
1357.00,97.26
1356.00,97.29
1355.00,97.32
1354.00,97.35
1353.00,97.38
1352.00,97.42
1351.00,97.44
1350.00,97.47
1349.00,97.49
1348.00,97.52
1347.00,97.53
1346.00,97.55
1345.00,97.56
1344.00,97.57
1343.00,97.59
1342.00,97.60
1341.00,97.62
1340.00,97.63
1339.00,97.63
1338.00,97.62
1337.00,97.62
1336.00,97.62
1335.00,97.62
1334.00,97.62
1333.00,97.61
1332.00,97.60
1331.00,97.58
1330.00,97.55
1329.00,97.52
1328.00,97.50
1327.00,97.48
1326.00,97.47
1325.00,97.47
1324.00,97.48
1323.00,97.51
1322.00,97.53
1321.00,97.56
1320.00,97.59
1319.00,97.61
1318.00,97.64
1317.00,97.65
1316.00,97.67
1315.00,97.67
1314.00,97.67
1313.00,97.66
1312.00,97.65
1311.00,97.63
1310.00,97.60
1309.00,97.56
1308.00,97.51
1307.00,97.45
1306.00,97.37
1305.00,97.30
1304.00,97.22
1303.00,97.15
1302.00,97.10
1301.00,97.07
1300.00,97.05
1299.00,97.05
1298.00,97.05
1297.00,97.04
1296.00,97.03
1295.00,97.01
1294.00,96.97
1293.00,96.93
1292.00,96.88
1291.00,96.81
1290.00,96.73
1289.00,96.63
1288.00,96.53
1287.00,96.41
1286.00,96.28
1285.00,96.13
1284.00,95.96
1283.00,95.77
1282.00,95.57
1281.00,95.35
1280.00,95.11
1279.00,94.85
1278.00,94.58
1277.00,94.30
1276.00,94.01
1275.00,93.73
1274.00,93.47
1273.00,93.24
1272.00,93.04
1271.00,92.88
1270.00,92.76
1269.00,92.69
1268.00,92.66
1267.00,92.66
1266.00,92.70
1265.00,92.75
1264.00,92.82
1263.00,92.90
1262.00,92.98
1261.00,93.06
1260.00,93.13
1259.00,93.20
1258.00,93.25
1257.00,93.28
1256.00,93.28
1255.00,93.27
1254.00,93.24
1253.00,93.18
1252.00,93.10
1251.00,93.01
1250.00,92.90
1249.00,92.78
1248.00,92.64
1247.00,92.50
1246.00,92.34
1245.00,92.19
1244.00,92.04
1243.00,91.91
1242.00,91.79
1241.00,91.70
1240.00,91.64
1239.00,91.60
1238.00,91.60
1237.00,91.62
1236.00,91.67
1235.00,91.76
1234.00,91.87
1233.00,92.02
1232.00,92.19
1231.00,92.38
1230.00,92.58
1229.00,92.78
1228.00,92.99
1227.00,93.21
1226.00,93.42
1225.00,93.64
1224.00,93.84
1223.00,94.03
1222.00,94.20
1221.00,94.36
1220.00,94.50
1219.00,94.62
1218.00,94.72
1217.00,94.80
1216.00,94.85
1215.00,94.88
1214.00,94.88
1213.00,94.85
1212.00,94.80
1211.00,94.70
1210.00,94.55
1209.00,94.36
1208.00,94.12
1207.00,93.84
1206.00,93.53
1205.00,93.18
1204.00,92.80
1203.00,92.40
1202.00,91.98
1201.00,91.55
1200.00,91.11
1199.00,90.69
1198.00,90.28
1197.00,89.89
1196.00,89.53
1195.00,89.21
1194.00,88.94
1193.00,88.72
1192.00,88.56
1191.00,88.47
1190.00,88.46
1189.00,88.50
1188.00,88.59
1187.00,88.72
1186.00,88.86
1185.00,89.01
1184.00,89.14
1183.00,89.25
1182.00,89.33
1181.00,89.37
1180.00,89.39
1179.00,89.38
1178.00,89.36
1177.00,89.32
1176.00,89.27
1175.00,89.21
1174.00,89.15
1173.00,89.08
1172.00,89.00
1171.00,88.91
1170.00,88.80
1169.00,88.69
1168.00,88.56
1167.00,88.42
1166.00,88.28
1165.00,88.12
1164.00,87.96
1163.00,87.79
1162.00,87.62
1161.00,87.43
1160.00,87.22
1159.00,86.99
1158.00,86.74
1157.00,86.46
1156.00,86.14
1155.00,85.78
1154.00,85.39
1153.00,84.96
1152.00,84.52
1151.00,84.07
1150.00,83.64
1149.00,83.23
1148.00,82.86
1147.00,82.56
1146.00,82.32
1145.00,82.14
1144.00,82.03
1143.00,81.98
1142.00,81.99
1141.00,82.05
1140.00,82.15
1139.00,82.29
1138.00,82.46
1137.00,82.67
1136.00,82.91
1135.00,83.18
1134.00,83.47
1133.00,83.78
1132.00,84.10
1131.00,84.44
1130.00,84.78
1129.00,85.13
1128.00,85.46
1127.00,85.79
1126.00,86.11
1125.00,86.41
1124.00,86.70
1123.00,86.98
1122.00,87.26
1121.00,87.53
1120.00,87.79
1119.00,88.05
1118.00,88.30
1117.00,88.56
1116.00,88.80
1115.00,89.04
1114.00,89.28
1113.00,89.50
1112.00,89.72
1111.00,89.93
1110.00,90.14
1109.00,90.35
1108.00,90.55
1107.00,90.74
1106.00,90.93
1105.00,91.11
1104.00,91.29
1103.00,91.46
1102.00,91.62
1101.00,91.77
1100.00,91.92
1099.00,92.06
1098.00,92.20
1097.00,92.33
1096.00,92.46
1095.00,92.57
1094.00,92.69
1093.00,92.80
1092.00,92.91
1091.00,93.02
1090.00,93.12
1089.00,93.21
1088.00,93.29
1087.00,93.35
1086.00,93.41
1085.00,93.45
1084.00,93.48
1083.00,93.51
1082.00,93.54
1081.00,93.56
1080.00,93.56
1079.00,93.56
1078.00,93.55
1077.00,93.54
1076.00,93.53
1075.00,93.53
1074.00,93.52
1073.00,93.50
1072.00,93.47
1071.00,93.44
1070.00,93.40
1069.00,93.36
1068.00,93.31
1067.00,93.27
1066.00,93.23
1065.00,93.19
1064.00,93.17
1063.00,93.16
1062.00,93.19
1061.00,93.24
1060.00,93.32
1059.00,93.44
1058.00,93.58
1057.00,93.75
1056.00,93.95
1055.00,94.17
1054.00,94.40
1053.00,94.64
1052.00,94.86
1051.00,95.08
1050.00,95.28
1049.00,95.45
1048.00,95.61
1047.00,95.74
1046.00,95.87
1045.00,95.98
1044.00,96.07
1043.00,96.16
1042.00,96.23
1041.00,96.30
1040.00,96.36
1039.00,96.40
1038.00,96.44
1037.00,96.47
1036.00,96.50
1035.00,96.53
1034.00,96.55
1033.00,96.58
1032.00,96.61
1031.00,96.64
1030.00,96.68
1029.00,96.71
1028.00,96.74
1027.00,96.76
1026.00,96.78
1025.00,96.80
1024.00,96.82
1023.00,96.83
1022.00,96.84
1021.00,96.84
1020.00,96.85
1019.00,96.86
1018.00,96.87
1017.00,96.89
1016.00,96.90
1015.00,96.90
1014.00,96.90
1013.00,96.90
1012.00,96.89
1011.00,96.87
1010.00,96.83
1009.00,96.77
1008.00,96.68
1007.00,96.55
1006.00,96.39
1005.00,96.19
1004.00,95.95
1003.00,95.68
1002.00,95.38
1001.00,95.06
1000.00,94.74
999.00,94.41
998.00,94.08
997.00,93.77
996.00,93.47
995.00,93.19
994.00,92.93
993.00,92.70
992.00,92.50
991.00,92.34
990.00,92.21
989.00,92.11
988.00,92.05
987.00,92.02
986.00,92.02
985.00,92.05
984.00,92.11
983.00,92.20
982.00,92.31
981.00,92.44
980.00,92.57
979.00,92.70
978.00,92.83
977.00,92.94
976.00,93.03
975.00,93.08
974.00,93.11
973.00,93.10
972.00,93.07
971.00,93.02
970.00,92.97
969.00,92.91
968.00,92.85
967.00,92.81
966.00,92.78
965.00,92.77
964.00,92.79
963.00,92.82
962.00,92.88
961.00,92.95
960.00,93.03
959.00,93.13
958.00,93.22
957.00,93.32
956.00,93.41
955.00,93.51
954.00,93.62
953.00,93.72
952.00,93.81
951.00,93.90
950.00,93.98
949.00,94.06
948.00,94.15
947.00,94.23
946.00,94.32
945.00,94.39
944.00,94.46
943.00,94.53
942.00,94.60
941.00,94.68
940.00,94.75
939.00,94.82
938.00,94.87
937.00,94.93
936.00,94.99
935.00,95.05
934.00,95.09
933.00,95.13
932.00,95.15
931.00,95.17
930.00,95.19
929.00,95.22
928.00,95.25
927.00,95.28
926.00,95.32
925.00,95.36
924.00,95.39
923.00,95.42
922.00,95.43
921.00,95.43
920.00,95.42
919.00,95.40
918.00,95.38
917.00,95.35
916.00,95.32
915.00,95.29
914.00,95.27
913.00,95.26
912.00,95.27
911.00,95.29
910.00,95.31
909.00,95.34
908.00,95.38
907.00,95.43
906.00,95.49
905.00,95.54
904.00,95.60
903.00,95.67
902.00,95.73
901.00,95.79
900.00,95.84
899.00,95.89
898.00,95.94
897.00,95.99
896.00,96.03
