Created as New Dataset,PE (low density) granule 2mm GF
cm-1,%T
2463.00,99.65
2462.00,99.65
2461.00,99.65
2460.00,99.65
2459.00,99.64
2458.00,99.64
2457.00,99.63
2456.00,99.63
2455.00,99.63
2454.00,99.63
2453.00,99.63
2452.00,99.63
2451.00,99.64
2450.00,99.64
2449.00,99.64
2448.00,99.64
2447.00,99.64
2446.00,99.64
2445.00,99.65
2444.00,99.65
2443.00,99.65
2442.00,99.65
2441.00,99.65
2440.00,99.65
2439.00,99.66
2438.00,99.66
2437.00,99.66
2436.00,99.66
2435.00,99.66
2434.00,99.66
2433.00,99.66
2432.00,99.66
2431.00,99.66
2430.00,99.66
2429.00,99.66
2428.00,99.66
2427.00,99.66
2426.00,99.65
2425.00,99.65
2424.00,99.65
2423.00,99.65
2422.00,99.65
2421.00,99.65
2420.00,99.64
2419.00,99.65
2418.00,99.65
2417.00,99.65
2416.00,99.65
2415.00,99.64
2414.00,99.64
2413.00,99.65
2412.00,99.65
2411.00,99.66
2410.00,99.66
2409.00,99.66
2408.00,99.67
2407.00,99.67
2406.00,99.68
2405.00,99.69
2404.00,99.70
2403.00,99.70
2402.00,99.71
2401.00,99.71
2400.00,99.71
2399.00,99.71
2398.00,99.71
2397.00,99.71
2396.00,99.72
2395.00,99.72
2394.00,99.72
2393.00,99.72
2392.00,99.72
2391.00,99.72
2390.00,99.72
2389.00,99.72
2388.00,99.72
2387.00,99.72
2386.00,99.72
2385.00,99.71
2384.00,99.71
2383.00,99.71
2382.00,99.71
2381.00,99.71
2380.00,99.71
2379.00,99.71
2378.00,99.72
2377.00,99.72
2376.00,99.72
2375.00,99.71
2374.00,99.70
2373.00,99.70
2372.00,99.70
2371.00,99.70
2370.00,99.69
2369.00,99.68
2368.00,99.67
2367.00,99.66
2366.00,99.65
2365.00,99.65
2364.00,99.64
2363.00,99.63
2362.00,99.62
2361.00,99.60
2360.00,99.58
2359.00,99.58
2358.00,99.58
2357.00,99.59
2356.00,99.59
2355.00,99.59
2354.00,99.58
2353.00,99.57
2352.00,99.56
2351.00,99.55
2350.00,99.55
2349.00,99.55
2348.00,99.55
2347.00,99.54
2346.00,99.53
2345.00,99.50
2344.00,99.48
2343.00,99.47
2342.00,99.46
2341.00,99.45
2340.00,99.44
2339.00,99.43
2338.00,99.42
2337.00,99.42
2336.00,99.43
2335.00,99.43
2334.00,99.43
2333.00,99.43
2332.00,99.42
2331.00,99.42
2330.00,99.41
2329.00,99.39
2328.00,99.36
2327.00,99.29
2326.00,99.22
2325.00,99.14
2324.00,99.09
2323.00,99.08
2322.00,99.11
2321.00,99.15
2320.00,99.19
2319.00,99.23
2318.00,99.26
2317.00,99.28
2316.00,99.30
2315.00,99.30
2314.00,99.31
2313.00,99.31
2312.00,99.31
2311.00,99.32
2310.00,99.33
2309.00,99.34
2308.00,99.35
2307.00,99.36
2306.00,99.37
2305.00,99.38
2304.00,99.38
2303.00,99.39
2302.00,99.39
2301.00,99.39
2300.00,99.39
2299.00,99.39
2298.00,99.39
2297.00,99.38
2296.00,99.38
2295.00,99.37
2294.00,99.36
2293.00,99.34
2292.00,99.33
2291.00,99.31
2290.00,99.30
2289.00,99.29
2288.00,99.29
2287.00,99.28
2286.00,99.28
2285.00,99.28
2284.00,99.28
2283.00,99.29
2282.00,99.30
2281.00,99.32
2280.00,99.33
2279.00,99.35
2278.00,99.35
2277.00,99.36
2276.00,99.37
2275.00,99.38
2274.00,99.39
2273.00,99.40
2272.00,99.41
2271.00,99.41
2270.00,99.41
2269.00,99.41
2268.00,99.42
2267.00,99.43
2266.00,99.45
2265.00,99.46
2264.00,99.48
2263.00,99.48
2262.00,99.48
2261.00,99.48
2260.00,99.47
2259.00,99.47
2258.00,99.47
2257.00,99.47
2256.00,99.48
2255.00,99.50
2254.00,99.51
2253.00,99.51
2252.00,99.50
2251.00,99.50
2250.00,99.50
2249.00,99.50
2248.00,99.50
2247.00,99.50
2246.00,99.49
2245.00,99.48
2244.00,99.47
2243.00,99.47
2242.00,99.47
2241.00,99.47
2240.00,99.47
2239.00,99.48
2238.00,99.48
2237.00,99.49
2236.00,99.49
2235.00,99.50
2234.00,99.50
2233.00,99.50
2232.00,99.50
2231.00,99.50
2230.00,99.51
2229.00,99.51
2228.00,99.51
2227.00,99.51
2226.00,99.51
2225.00,99.50
2224.00,99.50
2223.00,99.50
2222.00,99.50
2221.00,99.50
2220.00,99.50
2219.00,99.50
2218.00,99.50
2217.00,99.50
2216.00,99.50
2215.00,99.50
2214.00,99.50
2213.00,99.50
2212.00,99.50
2211.00,99.50
2210.00,99.50
2209.00,99.49
2208.00,99.48
2207.00,99.47
2206.00,99.47
2205.00,99.48
2204.00,99.48
2203.00,99.47
2202.00,99.45
2201.00,99.44
2200.00,99.43
2199.00,99.44
2198.00,99.44
2197.00,99.44
2196.00,99.42
2195.00,99.41
2194.00,99.39
2193.00,99.38
2192.00,99.37
2191.00,99.36
2190.00,99.36
2189.00,99.34
2188.00,99.32
2187.00,99.31
2186.00,99.31
2185.00,99.31
2184.00,99.34
2183.00,99.38
2182.00,99.42
2181.00,99.45
2180.00,99.47
2179.00,99.47
2178.00,99.46
2177.00,99.45
2176.00,99.45
2175.00,99.47
2174.00,99.48
2173.00,99.47
2172.00,99.45
2171.00,99.41
2170.00,99.36
2169.00,99.28
2168.00,99.21
2167.00,99.16
2166.00,99.14
2165.00,99.12
2164.00,99.09
2163.00,99.06
2162.00,99.04
2161.00,99.07
2160.00,99.21
2159.00,99.46
2158.00,99.73
2157.00,99.91
2156.00,99.99
2155.00,99.99
2154.00,99.96
2153.00,99.91
2152.00,99.87
2151.00,99.84
2150.00,99.81
2149.00,99.79
2148.00,99.79
2147.00,99.79
2146.00,99.80
2145.00,99.80
2144.00,99.79
2143.00,99.80
2142.00,99.81
2141.00,99.81
2140.00,99.81
2139.00,99.82
2138.00,99.82
2137.00,99.84
2136.00,99.87
2135.00,99.92
2134.00,99.97
2133.00,99.99
2132.00,99.99
2131.00,99.97
2130.00,99.94
2129.00,99.91
2128.00,99.88
2127.00,99.85
2126.00,99.83
2125.00,99.80
2124.00,99.78
2123.00,99.77
2122.00,99.75
2121.00,99.73
2120.00,99.71
2119.00,99.69
2118.00,99.67
2117.00,99.65
2116.00,99.63
2115.00,99.61
2114.00,99.59
2113.00,99.59
2112.00,99.59
2111.00,99.59
2110.00,99.59
2109.00,99.59
2108.00,99.59
2107.00,99.59
2106.00,99.59
2105.00,99.59
2104.00,99.58
2103.00,99.59
2102.00,99.59
2101.00,99.59
2100.00,99.58
2099.00,99.58
2098.00,99.59
2097.00,99.61
2096.00,99.64
2095.00,99.67
2094.00,99.70
2093.00,99.70
2092.00,99.68
2091.00,99.66
2090.00,99.64
2089.00,99.62
2088.00,99.60
2087.00,99.58
2086.00,99.56
2085.00,99.55
2084.00,99.54
2083.00,99.54
2082.00,99.52
2081.00,99.51
2080.00,99.50
2079.00,99.49
2078.00,99.48
2077.00,99.47
2076.00,99.47
2075.00,99.48
2074.00,99.48
2073.00,99.49
2072.00,99.49
2071.00,99.50
2070.00,99.50
2069.00,99.50
2068.00,99.49
2067.00,99.49
2066.00,99.49
2065.00,99.49
2064.00,99.49
2063.00,99.51
2062.00,99.51
2061.00,99.52
2060.00,99.52
2059.00,99.51
2058.00,99.49
2057.00,99.47
2056.00,99.45
2055.00,99.45
2054.00,99.44
2053.00,99.39
2052.00,99.31
2051.00,99.24
2050.00,99.20
2049.00,99.22
2048.00,99.27
2047.00,99.32
2046.00,99.35
2045.00,99.36
2044.00,99.35
2043.00,99.32
2042.00,99.30
2041.00,99.28
2040.00,99.27
2039.00,99.26
2038.00,99.25
2037.00,99.23
2036.00,99.23
2035.00,99.25
2034.00,99.28
2033.00,99.30
2032.00,99.32
2031.00,99.33
2030.00,99.34
2029.00,99.35
2028.00,99.37
2027.00,99.38
2026.00,99.39
2025.00,99.39
2024.00,99.38
2023.00,99.37
2022.00,99.36
2021.00,99.35
2020.00,99.35
2019.00,99.35
2018.00,99.35
2017.00,99.35
2016.00,99.35
2015.00,99.35
2014.00,99.36
2013.00,99.37
2012.00,99.38
2011.00,99.39
2010.00,99.40
2009.00,99.41
2008.00,99.45
2007.00,99.51
2006.00,99.57
2005.00,99.62
2004.00,99.64
2003.00,99.62
2002.00,99.60
2001.00,99.56
2000.00,99.54
1999.00,99.52
1998.00,99.51
1997.00,99.50
1996.00,99.49
1995.00,99.49
1994.00,99.47
1993.00,99.45
1992.00,99.44
1991.00,99.43
1990.00,99.42
1989.00,99.40
1988.00,99.38
1987.00,99.36
1986.00,99.35
1985.00,99.33
1984.00,99.31
1983.00,99.29
1982.00,99.23
1981.00,99.17
1980.00,99.13
1979.00,99.16
1978.00,99.24
1977.00,99.35
1976.00,99.45
1975.00,99.53
1974.00,99.58
1973.00,99.59
1972.00,99.59
1971.00,99.58
1970.00,99.58
1969.00,99.57
1968.00,99.57
1967.00,99.59
1966.00,99.60
1965.00,99.60
1964.00,99.60
1963.00,99.62
1962.00,99.64
1961.00,99.67
1960.00,99.70
1959.00,99.72
1958.00,99.73
1957.00,99.73
1956.00,99.71
1955.00,99.70
1954.00,99.69
1953.00,99.68
1952.00,99.68
1951.00,99.68
1950.00,99.67
1949.00,99.66
1948.00,99.65
1947.00,99.64
1946.00,99.65
1945.00,99.65
1944.00,99.66
1943.00,99.67
1942.00,99.68
1941.00,99.69
1940.00,99.69
1939.00,99.69
1938.00,99.70
1937.00,99.70
1936.00,99.70
1935.00,99.71
1934.00,99.71
1933.00,99.71
1932.00,99.71
1931.00,99.71
1930.00,99.71
1929.00,99.71
1928.00,99.71
1927.00,99.71
1926.00,99.71
1925.00,99.71
1924.00,99.71
1923.00,99.70
1922.00,99.69
1921.00,99.67
1920.00,99.65
1919.00,99.65
1918.00,99.64
1917.00,99.64
1916.00,99.63
1915.00,99.63
1914.00,99.64
1913.00,99.64
1912.00,99.63
1911.00,99.63
1910.00,99.62
1909.00,99.62
1908.00,99.62
1907.00,99.62
1906.00,99.62
1905.00,99.62
1904.00,99.60
1903.00,99.60
1902.00,99.60
1901.00,99.59
1900.00,99.59
1899.00,99.58
1898.00,99.58
1897.00,99.57
1896.00,99.58
1895.00,99.59
1894.00,99.60
1893.00,99.60
1892.00,99.60
1891.00,99.60
1890.00,99.61
1889.00,99.62
1888.00,99.63
1887.00,99.65
1886.00,99.67
1885.00,99.67
1884.00,99.68
1883.00,99.68
1882.00,99.69
1881.00,99.69
1880.00,99.69
1879.00,99.69
1878.00,99.69
1877.00,99.69
1876.00,99.69
1875.00,99.69
1874.00,99.70
1873.00,99.70
1872.00,99.70
1871.00,99.71
1870.00,99.72
1869.00,99.73
1868.00,99.72
1867.00,99.71
1866.00,99.71
1865.00,99.72
1864.00,99.72
1863.00,99.73
1862.00,99.73
1861.00,99.74
1860.00,99.74
1859.00,99.74
1858.00,99.74
1857.00,99.74
1856.00,99.74
1855.00,99.74
1854.00,99.75
1853.00,99.74
1852.00,99.74
1851.00,99.75
1850.00,99.75
1849.00,99.75
1848.00,99.75
1847.00,99.75
1846.00,99.74
1845.00,99.74
1844.00,99.74
1843.00,99.74
1842.00,99.75
1841.00,99.75
1840.00,99.75
1839.00,99.75
1838.00,99.74
1837.00,99.74
1836.00,99.74
1835.00,99.74
1834.00,99.74
1833.00,99.74
1832.00,99.73
1831.00,99.73
1830.00,99.73
1829.00,99.73
1828.00,99.72
1827.00,99.72
1826.00,99.72
1825.00,99.71
1824.00,99.70
1823.00,99.70
1822.00,99.70
1821.00,99.70
1820.00,99.71
1819.00,99.73
1818.00,99.75
1817.00,99.77
1816.00,99.77
1815.00,99.76
1814.00,99.75
1813.00,99.73
1812.00,99.72
1811.00,99.71
1810.00,99.71
1809.00,99.71
1808.00,99.70
1807.00,99.70
1806.00,99.70
1805.00,99.70
1804.00,99.70
1803.00,99.70
1802.00,99.70
1801.00,99.70
1800.00,99.69
1799.00,99.69
1798.00,99.69
1797.00,99.69
1796.00,99.69
1795.00,99.69
1794.00,99.69
1793.00,99.69
1792.00,99.69
1791.00,99.69
1790.00,99.69
1789.00,99.68
1788.00,99.68
1787.00,99.68
1786.00,99.68
1785.00,99.68
1784.00,99.69
1783.00,99.69
1782.00,99.69
1781.00,99.68
1780.00,99.68
1779.00,99.68
1778.00,99.69
1777.00,99.69
1776.00,99.69
1775.00,99.70
1774.00,99.70
1773.00,99.69
1772.00,99.68
1771.00,99.68
1770.00,99.68
1769.00,99.68
1768.00,99.68
1767.00,99.68
1766.00,99.68
1765.00,99.68
1764.00,99.68
1763.00,99.68
1762.00,99.68
1761.00,99.67
1760.00,99.66
1759.00,99.66
1758.00,99.66
1757.00,99.66
1756.00,99.65
1755.00,99.65
1754.00,99.64
1753.00,99.64
1752.00,99.63
1751.00,99.63
1750.00,99.63
1749.00,99.62
1748.00,99.61
1747.00,99.60
1746.00,99.59
1745.00,99.59
1744.00,99.58
1743.00,99.57
1742.00,99.57
1741.00,99.57
1740.00,99.57
1739.00,99.56
1738.00,99.55
1737.00,99.54
1736.00,99.53
1735.00,99.52
1734.00,99.51
1733.00,99.50
1732.00,99.48
1731.00,99.47
1730.00,99.45
1729.00,99.42
1728.00,99.39
1727.00,99.35
1726.00,99.30
1725.00,99.25
1724.00,99.21
1723.00,99.18
1722.00,99.18
1721.00,99.19
1720.00,99.21
1719.00,99.24
1718.00,99.29
1717.00,99.32
1716.00,99.36
1715.00,99.39
1714.00,99.42
1713.00,99.44
1712.00,99.46
1711.00,99.47
1710.00,99.49
1709.00,99.51
1708.00,99.52
1707.00,99.53
1706.00,99.54
1705.00,99.54
1704.00,99.54
1703.00,99.55
1702.00,99.55
1701.00,99.56
1700.00,99.56
1699.00,99.56
1698.00,99.57
1697.00,99.57
1696.00,99.58
1695.00,99.59
1694.00,99.59
1693.00,99.59
1692.00,99.59
1691.00,99.59
1690.00,99.59
1689.00,99.59
1688.00,99.58
1687.00,99.58
1686.00,99.58
1685.00,99.58
1684.00,99.57
1683.00,99.57
1682.00,99.57
1681.00,99.56
1680.00,99.56
1679.00,99.56
1678.00,99.56
1677.00,99.56
1676.00,99.56
1675.00,99.56
1674.00,99.56
1673.00,99.55
1672.00,99.54
1671.00,99.54
1670.00,99.54
1669.00,99.53
1668.00,99.53
1667.00,99.53
1666.00,99.53
1665.00,99.53
1664.00,99.52
1663.00,99.52
1662.00,99.51
1661.00,99.50
1660.00,99.50
1659.00,99.50
1658.00,99.51
1657.00,99.50
1656.00,99.49
1655.00,99.48
1654.00,99.47
1653.00,99.45
1652.00,99.44
1651.00,99.44
1650.00,99.43
1649.00,99.42
1648.00,99.41
1647.00,99.40
1646.00,99.40
1645.00,99.40
1644.00,99.41
1643.00,99.42
1642.00,99.43
1641.00,99.44
1640.00,99.44
1639.00,99.44
1638.00,99.44
1637.00,99.44
1636.00,99.44
1635.00,99.45
1634.00,99.45
1633.00,99.45
1632.00,99.45
1631.00,99.45
1630.00,99.46
1629.00,99.45
1628.00,99.45
1627.00,99.46
1626.00,99.46
1625.00,99.46
1624.00,99.46
1623.00,99.47
1622.00,99.47
1621.00,99.47
1620.00,99.47
1619.00,99.47
1618.00,99.48
1617.00,99.48
1616.00,99.47
1615.00,99.47
1614.00,99.47
1613.00,99.47
1612.00,99.46
1611.00,99.46
1610.00,99.46
1609.00,99.46
1608.00,99.45
1607.00,99.45
1606.00,99.45
1605.00,99.45
1604.00,99.45
1603.00,99.45
1602.00,99.45
1601.00,99.45
1600.00,99.44
1599.00,99.44
1598.00,99.45
1597.00,99.44
1596.00,99.44
1595.00,99.44
1594.00,99.43
1593.00,99.43
1592.00,99.42
1591.00,99.42
1590.00,99.43
1589.00,99.42
1588.00,99.42
1587.00,99.42
1586.00,99.42
1585.00,99.42
1584.00,99.42
1583.00,99.42
1582.00,99.42
1581.00,99.42
1580.00,99.41
1579.00,99.41
1578.00,99.41
1577.00,99.41
1576.00,99.41
1575.00,99.42
1574.00,99.42
1573.00,99.42
1572.00,99.41
1571.00,99.41
1570.00,99.42
1569.00,99.41
1568.00,99.41
1567.00,99.42
1566.00,99.42
1565.00,99.42
1564.00,99.41
1563.00,99.41
1562.00,99.41
1561.00,99.40
1560.00,99.40
1559.00,99.40
1558.00,99.41
1557.00,99.40
1556.00,99.38
1555.00,99.38
1554.00,99.38
1553.00,99.36
1552.00,99.35
1551.00,99.35
1550.00,99.35
1549.00,99.34
1548.00,99.33
1547.00,99.33
1546.00,99.32
1545.00,99.32
1544.00,99.31
1543.00,99.31
1542.00,99.32
1541.00,99.32
1540.00,99.32
1539.00,99.33
1538.00,99.33
1537.00,99.33
1536.00,99.32
1535.00,99.31
1534.00,99.31
1533.00,99.30
1532.00,99.29
1531.00,99.28
1530.00,99.28
1529.00,99.27
1528.00,99.26
1527.00,99.26
1526.00,99.26
1525.00,99.24
1524.00,99.23
1523.00,99.22
1522.00,99.22
1521.00,99.20
1520.00,99.18
1519.00,99.17
1518.00,99.17
1517.00,99.16
1516.00,99.14
1515.00,99.13
1514.00,99.12
1513.00,99.10
1512.00,99.08
1511.00,99.08
1510.00,99.07
1509.00,99.05
1508.00,99.01
1507.00,98.99
1506.00,98.97
1505.00,98.94
1504.00,98.91
1503.00,98.90
1502.00,98.90
1501.00,98.87
1500.00,98.83
1499.00,98.81
1498.00,98.78
1497.00,98.72
1496.00,98.66
1495.00,98.62
1494.00,98.59
1493.00,98.54
1492.00,98.47
1491.00,98.42
1490.00,98.36
1489.00,98.25
1488.00,98.13
1487.00,98.03
1486.00,97.92
1485.00,97.76
1484.00,97.56
1483.00,97.34
1482.00,97.03
1481.00,96.60
1480.00,96.03
1479.00,95.25
1478.00,93.93
1477.00,91.68
1476.00,88.40
1475.00,84.30
1474.00,79.71
1473.00,75.53
1472.00,72.96
1471.00,72.16
1470.00,72.25
1469.00,72.59
1468.00,73.02
1467.00,73.58
1466.00,74.35
1465.00,75.45
1464.00,76.90
1463.00,78.60
1462.00,80.41
1461.00,82.26
1460.00,84.00
1459.00,85.52
1458.00,86.80
1457.00,87.92
1456.00,88.84
1455.00,89.59
1454.00,90.30
1453.00,91.06
1452.00,91.82
1451.00,92.46
1450.00,92.97
1449.00,93.39
1448.00,93.75
1447.00,94.01
1446.00,94.21
1445.00,94.38
1444.00,94.55
1443.00,94.69
1442.00,94.83
1441.00,94.99
1440.00,95.14
1439.00,95.29
1438.00,95.46
1437.00,95.68
1436.00,95.91
1435.00,96.11
1434.00,96.29
1433.00,96.50
1432.00,96.73
1431.00,96.97
1430.00,97.21
1429.00,97.44
1428.00,97.65
1427.00,97.81
1426.00,97.96
1425.00,98.11
1424.00,98.25
1423.00,98.35
1422.00,98.42
1421.00,98.50
1420.00,98.58
1419.00,98.63
1418.00,98.66
1417.00,98.70
1416.00,98.73
1415.00,98.74
1414.00,98.75
1413.00,98.77
1412.00,98.79
1411.00,98.81
1410.00,98.83
1409.00,98.85
1408.00,98.88
1407.00,98.89
1406.00,98.90
1405.00,98.92
1404.00,98.93
1403.00,98.94
1402.00,98.94
1401.00,98.95
1400.00,98.97
1399.00,98.97
1398.00,98.97
1397.00,98.97
1396.00,98.97
1395.00,98.96
1394.00,98.95
1393.00,98.94
1392.00,98.94
1391.00,98.92
1390.00,98.89
1389.00,98.87
1388.00,98.83
1387.00,98.77
1386.00,98.69
1385.00,98.58
1384.00,98.43
1383.00,98.22
1382.00,97.96
1381.00,97.68
1380.00,97.40
1379.00,97.18
1378.00,97.05
1377.00,97.04
1376.00,97.11
1375.00,97.21
1374.00,97.28
1373.00,97.32
1372.00,97.32
1371.00,97.29
1370.00,97.28
1369.00,97.29
1368.00,97.33
1367.00,97.39
1366.00,97.46
1365.00,97.55
1364.00,97.65
1363.00,97.74
1362.00,97.81
1361.00,97.87
1360.00,97.92
1359.00,97.95
1358.00,97.96
1357.00,97.97
1356.00,97.97
1355.00,97.95
1354.00,97.93
1353.00,97.92
1352.00,97.92
1351.00,97.94
1350.00,97.96
1349.00,98.00
1348.00,98.04
1347.00,98.09
1346.00,98.13
1345.00,98.17
1344.00,98.22
1343.00,98.25
1342.00,98.29
1341.00,98.33
1340.00,98.37
1339.00,98.42
1338.00,98.46
1337.00,98.52
1336.00,98.58
1335.00,98.63
1334.00,98.68
1333.00,98.71
1332.00,98.74
1331.00,98.75
1330.00,98.76
1329.00,98.76
1328.00,98.76
1327.00,98.75
1326.00,98.74
1325.00,98.73
1324.00,98.72
1323.00,98.70
1322.00,98.68
1321.00,98.65
1320.00,98.62
1319.00,98.59
1318.00,98.56
1317.00,98.53
1316.00,98.50
1315.00,98.47
1314.00,98.43
1313.00,98.40
1312.00,98.37
1311.00,98.33
1310.00,98.30
1309.00,98.28
1308.00,98.26
1307.00,98.24
1306.00,98.23
1305.00,98.22
1304.00,98.22
1303.00,98.23
1302.00,98.23
1301.00,98.24
1300.00,98.25
1299.00,98.27
1298.00,98.28
1297.00,98.30
1296.00,98.33
1295.00,98.35
1294.00,98.39
1293.00,98.42
1292.00,98.46
1291.00,98.49
1290.00,98.52
1289.00,98.55
1288.00,98.57
1287.00,98.60
1286.00,98.62
1285.00,98.64
1284.00,98.65
1283.00,98.67
1282.00,98.68
1281.00,98.69
1280.00,98.71
1279.00,98.72
1278.00,98.72
1277.00,98.73
1276.00,98.74
1275.00,98.74
1274.00,98.75
1273.00,98.76
1272.00,98.78
1271.00,98.79
1270.00,98.80
1269.00,98.81
1268.00,98.82
1267.00,98.83
1266.00,98.84
1265.00,98.85
1264.00,98.86
1263.00,98.87
1262.00,98.88
1261.00,98.89
1260.00,98.91
1259.00,98.93
1258.00,98.95
1257.00,98.98
1256.00,99.00
1255.00,99.02
1254.00,99.04
1253.00,99.07
1252.00,99.09
1251.00,99.12
1250.00,99.14
1249.00,99.17
1248.00,99.20
1247.00,99.23
1246.00,99.25
1245.00,99.27
1244.00,99.29
1243.00,99.30
1242.00,99.32
1241.00,99.33
1240.00,99.35
1239.00,99.35
1238.00,99.35
1237.00,99.35
1236.00,99.35
1235.00,99.35
1234.00,99.35
1233.00,99.35
1232.00,99.36
1231.00,99.35
1230.00,99.35
1229.00,99.34
1228.00,99.34
1227.00,99.33
1226.00,99.32
1225.00,99.32
1224.00,99.32
1223.00,99.32
1222.00,99.32
1221.00,99.32
1220.00,99.31
1219.00,99.30
1218.00,99.30
1217.00,99.29
1216.00,99.29
1215.00,99.29
1214.00,99.29
1213.00,99.29
1212.00,99.28
1211.00,99.28
1210.00,99.27
1209.00,99.27
1208.00,99.27
1207.00,99.27
1206.00,99.26
1205.00,99.26
1204.00,99.26
1203.00,99.26
1202.00,99.26
1201.00,99.26
1200.00,99.26
1199.00,99.25
1198.00,99.25
1197.00,99.24
1196.00,99.24
1195.00,99.23
1194.00,99.23
1193.00,99.22
1192.00,99.22
1191.00,99.22
1190.00,99.22
1189.00,99.22
1188.00,99.22
1187.00,99.21
1186.00,99.20
1185.00,99.20
1184.00,99.19
1183.00,99.18
1182.00,99.17
1181.00,99.16
1180.00,99.15
1179.00,99.15
1178.00,99.15
1177.00,99.15
1176.00,99.15
1175.00,99.15
1174.00,99.14
1173.00,99.15
1172.00,99.14
1171.00,99.14
1170.00,99.14
1169.00,99.14
1168.00,99.16
1167.00,99.17
1166.00,99.17
1165.00,99.18
1164.00,99.17
1163.00,99.17
1162.00,99.17
1161.00,99.17
1160.00,99.16
1159.00,99.16
1158.00,99.15
1157.00,99.14
1156.00,99.15
1155.00,99.14
1154.00,99.14
1153.00,99.13
1152.00,99.12
1151.00,99.11
1150.00,99.11
1149.00,99.11
1148.00,99.11
1147.00,99.11
1146.00,99.10
1145.00,99.09
1144.00,99.09
1143.00,99.08
1142.00,99.08
1141.00,99.09
1140.00,99.09
1139.00,99.08
1138.00,99.07
1137.00,99.06
1136.00,99.06
1135.00,99.06
1134.00,99.06
1133.00,99.06
1132.00,99.06
1131.00,99.05
1130.00,99.04
1129.00,99.04
1128.00,99.05
1127.00,99.05
1126.00,99.05
1125.00,99.05
1124.00,99.06
1123.00,99.06
1122.00,99.06
1121.00,99.06
1120.00,99.06
1119.00,99.06
1118.00,99.06
1117.00,99.06
1116.00,99.06
1115.00,99.06
1114.00,99.05
1113.00,99.04
1112.00,99.03
1111.00,99.02
1110.00,99.01
1109.00,99.01
1108.00,99.01
1107.00,99.01
1106.00,99.01
1105.00,99.00
1104.00,99.00
1103.00,99.00
1102.00,99.00
1101.00,98.99
1100.00,98.99
1099.00,98.98
1098.00,98.96
1097.00,98.95
1096.00,98.94
1095.00,98.93
1094.00,98.91
1093.00,98.90
1092.00,98.89
1091.00,98.87
1090.00,98.86
1089.00,98.84
1088.00,98.83
1087.00,98.82
1086.00,98.80
1085.00,98.79
1084.00,98.79
1083.00,98.79
1082.00,98.79
1081.00,98.79
1080.00,98.79
1079.00,98.80
1078.00,98.80
1077.00,98.81
1076.00,98.82
1075.00,98.83
1074.00,98.82
1073.00,98.83
1072.00,98.83
1071.00,98.84
1070.00,98.84
1069.00,98.84
1068.00,98.83
1067.00,98.82
1066.00,98.81
1065.00,98.80
1064.00,98.80
1063.00,98.79
1062.00,98.78
1061.00,98.79
1060.00,98.79
1059.00,98.79
1058.00,98.79
1057.00,98.79
1056.00,98.78
1055.00,98.76
1054.00,98.73
1053.00,98.70
1052.00,98.68
1051.00,98.66
1050.00,98.64
1049.00,98.62
1048.00,98.62
1047.00,98.61
1046.00,98.60
1045.00,98.60
1044.00,98.60
1043.00,98.61
1042.00,98.62
1041.00,98.63
1040.00,98.64
1039.00,98.65
1038.00,98.66
1037.00,98.66
1036.00,98.67
1035.00,98.68
1034.00,98.68
1033.00,98.69
1032.00,98.69
1031.00,98.69
1030.00,98.68
1029.00,98.67
1028.00,98.65
1027.00,98.62
1026.00,98.59
1025.00,98.57
1024.00,98.54
1023.00,98.50
1022.00,98.47
1021.00,98.44
1020.00,98.43
1019.00,98.42
1018.00,98.41
1017.00,98.41
1016.00,98.43
1015.00,98.45
1014.00,98.47
1013.00,98.51
1012.00,98.56
1011.00,98.60
1010.00,98.64
1009.00,98.69
1008.00,98.73
1007.00,98.78
1006.00,98.81
1005.00,98.85
1004.00,98.89
1003.00,98.91
1002.00,98.94
1001.00,98.96
1000.00,98.98
999.00,99.00
998.00,99.01
997.00,99.03
996.00,99.04
995.00,99.05
994.00,99.06
993.00,99.07
992.00,99.07
991.00,99.08
990.00,99.09
989.00,99.10
988.00,99.11
987.00,99.12
986.00,99.12
985.00,99.12
984.00,99.13
983.00,99.13
982.00,99.12
981.00,99.13
980.00,99.13
979.00,99.14
978.00,99.14
977.00,99.14
976.00,99.15
975.00,99.15
974.00,99.16
973.00,99.16
972.00,99.17
971.00,99.16
970.00,99.15
969.00,99.14
968.00,99.15
967.00,99.16
966.00,99.17
965.00,99.18
964.00,99.18
963.00,99.18
962.00,99.19
961.00,99.20
960.00,99.21
959.00,99.21
958.00,99.21
957.00,99.20
956.00,99.21
955.00,99.21
954.00,99.22
953.00,99.23
952.00,99.24
951.00,99.25
950.00,99.25
949.00,99.24
948.00,99.24
947.00,99.24
946.00,99.24
945.00,99.24
944.00,99.25
943.00,99.24
942.00,99.24
941.00,99.24
940.00,99.24
939.00,99.25
938.00,99.25
937.00,99.25
936.00,99.26
935.00,99.26
934.00,99.26
933.00,99.25
932.00,99.25
931.00,99.24
930.00,99.23
929.00,99.23
928.00,99.23
927.00,99.23
926.00,99.23
925.00,99.24
924.00,99.25
923.00,99.25
922.00,99.25
921.00,99.26
920.00,99.26
919.00,99.25
918.00,99.23
917.00,99.22
916.00,99.21
915.00,99.21
914.00,99.21
913.00,99.21
912.00,99.20
911.00,99.18
910.00,99.17
909.00,99.17
908.00,99.17
907.00,99.16
906.00,99.15
905.00,99.14
904.00,99.15
903.00,99.15
902.00,99.15
901.00,99.15
