Created as New Dataset,PE High Density GF
cm-1,%T
2456.00,99.53
2455.00,99.53
2454.00,99.54
2453.00,99.54
2452.00,99.54
2451.00,99.54
2450.00,99.54
2449.00,99.54
2448.00,99.54
2447.00,99.54
2446.00,99.55
2445.00,99.55
2444.00,99.55
2443.00,99.55
2442.00,99.55
2441.00,99.55
2440.00,99.55
2439.00,99.55
2438.00,99.56
2437.00,99.56
2436.00,99.56
2435.00,99.56
2434.00,99.56
2433.00,99.56
2432.00,99.55
2431.00,99.55
2430.00,99.55
2429.00,99.55
2428.00,99.55
2427.00,99.54
2426.00,99.54
2425.00,99.54
2424.00,99.54
2423.00,99.54
2422.00,99.54
2421.00,99.54
2420.00,99.54
2419.00,99.53
2418.00,99.53
2417.00,99.53
2416.00,99.53
2415.00,99.53
2414.00,99.53
2413.00,99.54
2412.00,99.54
2411.00,99.55
2410.00,99.55
2409.00,99.56
2408.00,99.56
2407.00,99.57
2406.00,99.58
2405.00,99.59
2404.00,99.60
2403.00,99.60
2402.00,99.60
2401.00,99.60
2400.00,99.60
2399.00,99.60
2398.00,99.61
2397.00,99.61
2396.00,99.61
2395.00,99.60
2394.00,99.61
2393.00,99.61
2392.00,99.61
2391.00,99.61
2390.00,99.61
2389.00,99.61
2388.00,99.61
2387.00,99.60
2386.00,99.60
2385.00,99.59
2384.00,99.59
2383.00,99.58
2382.00,99.57
2381.00,99.57
2380.00,99.56
2379.00,99.56
2378.00,99.57
2377.00,99.58
2376.00,99.60
2375.00,99.61
2374.00,99.62
2373.00,99.63
2372.00,99.62
2371.00,99.61
2370.00,99.59
2369.00,99.57
2368.00,99.56
2367.00,99.56
2366.00,99.56
2365.00,99.54
2364.00,99.52
2363.00,99.50
2362.00,99.49
2361.00,99.47
2360.00,99.46
2359.00,99.46
2358.00,99.46
2357.00,99.47
2356.00,99.47
2355.00,99.47
2354.00,99.45
2353.00,99.43
2352.00,99.42
2351.00,99.42
2350.00,99.42
2349.00,99.40
2348.00,99.38
2347.00,99.37
2346.00,99.36
2345.00,99.35
2344.00,99.35
2343.00,99.33
2342.00,99.32
2341.00,99.31
2340.00,99.30
2339.00,99.30
2338.00,99.29
2337.00,99.29
2336.00,99.29
2335.00,99.28
2334.00,99.28
2333.00,99.26
2332.00,99.24
2331.00,99.24
2330.00,99.25
2329.00,99.26
2328.00,99.25
2327.00,99.22
2326.00,99.17
2325.00,99.11
2324.00,99.07
2323.00,99.07
2322.00,99.09
2321.00,99.13
2320.00,99.17
2319.00,99.20
2318.00,99.23
2317.00,99.24
2316.00,99.25
2315.00,99.25
2314.00,99.25
2313.00,99.25
2312.00,99.26
2311.00,99.26
2310.00,99.27
2309.00,99.27
2308.00,99.28
2307.00,99.29
2306.00,99.29
2305.00,99.30
2304.00,99.30
2303.00,99.31
2302.00,99.32
2301.00,99.32
2300.00,99.33
2299.00,99.34
2298.00,99.35
2297.00,99.35
2296.00,99.35
2295.00,99.35
2294.00,99.34
2293.00,99.34
2292.00,99.33
2291.00,99.32
2290.00,99.31
2289.00,99.30
2288.00,99.28
2287.00,99.28
2286.00,99.28
2285.00,99.28
2284.00,99.29
2283.00,99.31
2282.00,99.32
2281.00,99.34
2280.00,99.35
2279.00,99.36
2278.00,99.36
2277.00,99.36
2276.00,99.36
2275.00,99.36
2274.00,99.37
2273.00,99.38
2272.00,99.39
2271.00,99.40
2270.00,99.40
2269.00,99.41
2268.00,99.42
2267.00,99.43
2266.00,99.44
2265.00,99.45
2264.00,99.46
2263.00,99.47
2262.00,99.47
2261.00,99.47
2260.00,99.45
2259.00,99.44
2258.00,99.44
2257.00,99.44
2256.00,99.45
2255.00,99.47
2254.00,99.48
2253.00,99.49
2252.00,99.49
2251.00,99.49
2250.00,99.49
2249.00,99.48
2248.00,99.47
2247.00,99.47
2246.00,99.47
2245.00,99.46
2244.00,99.46
2243.00,99.46
2242.00,99.46
2241.00,99.46
2240.00,99.46
2239.00,99.47
2238.00,99.48
2237.00,99.48
2236.00,99.48
2235.00,99.49
2234.00,99.49
2233.00,99.50
2232.00,99.50
2231.00,99.50
2230.00,99.50
2229.00,99.51
2228.00,99.51
2227.00,99.51
2226.00,99.51
2225.00,99.50
2224.00,99.50
2223.00,99.51
2222.00,99.51
2221.00,99.50
2220.00,99.49
2219.00,99.48
2218.00,99.48
2217.00,99.48
2216.00,99.49
2215.00,99.50
2214.00,99.51
2213.00,99.52
2212.00,99.52
2211.00,99.51
2210.00,99.51
2209.00,99.50
2208.00,99.49
2207.00,99.49
2206.00,99.50
2205.00,99.50
2204.00,99.49
2203.00,99.48
2202.00,99.48
2201.00,99.47
2200.00,99.47
2199.00,99.46
2198.00,99.46
2197.00,99.45
2196.00,99.45
2195.00,99.45
2194.00,99.46
2193.00,99.45
2192.00,99.44
2191.00,99.43
2190.00,99.42
2189.00,99.41
2188.00,99.41
2187.00,99.41
2186.00,99.41
2185.00,99.40
2184.00,99.40
2183.00,99.41
2182.00,99.43
2181.00,99.45
2180.00,99.46
2179.00,99.46
2178.00,99.47
2177.00,99.46
2176.00,99.47
2175.00,99.48
2174.00,99.49
2173.00,99.48
2172.00,99.45
2171.00,99.41
2170.00,99.35
2169.00,99.30
2168.00,99.25
2167.00,99.22
2166.00,99.21
2165.00,99.21
2164.00,99.20
2163.00,99.18
2162.00,99.15
2161.00,99.17
2160.00,99.28
2159.00,99.47
2158.00,99.66
2157.00,99.79
2156.00,99.84
2155.00,99.83
2154.00,99.80
2153.00,99.76
2152.00,99.72
2151.00,99.69
2150.00,99.67
2149.00,99.67
2148.00,99.67
2147.00,99.68
2146.00,99.69
2145.00,99.69
2144.00,99.69
2143.00,99.69
2142.00,99.69
2141.00,99.69
2140.00,99.68
2139.00,99.69
2138.00,99.70
2137.00,99.72
2136.00,99.75
2135.00,99.80
2134.00,99.84
2133.00,99.86
2132.00,99.85
2131.00,99.83
2130.00,99.81
2129.00,99.78
2128.00,99.75
2127.00,99.73
2126.00,99.72
2125.00,99.70
2124.00,99.68
2123.00,99.68
2122.00,99.67
2121.00,99.67
2120.00,99.67
2119.00,99.66
2118.00,99.65
2117.00,99.64
2116.00,99.61
2115.00,99.59
2114.00,99.57
2113.00,99.56
2112.00,99.55
2111.00,99.56
2110.00,99.56
2109.00,99.56
2108.00,99.56
2107.00,99.57
2106.00,99.57
2105.00,99.57
2104.00,99.56
2103.00,99.55
2102.00,99.55
2101.00,99.55
2100.00,99.55
2099.00,99.56
2098.00,99.58
2097.00,99.60
2096.00,99.62
2095.00,99.64
2094.00,99.66
2093.00,99.65
2092.00,99.64
2091.00,99.63
2090.00,99.61
2089.00,99.58
2088.00,99.56
2087.00,99.54
2086.00,99.53
2085.00,99.52
2084.00,99.51
2083.00,99.51
2082.00,99.50
2081.00,99.50
2080.00,99.50
2079.00,99.50
2078.00,99.51
2077.00,99.51
2076.00,99.51
2075.00,99.51
2074.00,99.51
2073.00,99.51
2072.00,99.49
2071.00,99.49
2070.00,99.48
2069.00,99.48
2068.00,99.49
2067.00,99.50
2066.00,99.51
2065.00,99.50
2064.00,99.50
2063.00,99.50
2062.00,99.51
2061.00,99.51
2060.00,99.50
2059.00,99.49
2058.00,99.47
2057.00,99.45
2056.00,99.44
2055.00,99.44
2054.00,99.43
2053.00,99.39
2052.00,99.33
2051.00,99.28
2050.00,99.27
2049.00,99.29
2048.00,99.33
2047.00,99.36
2046.00,99.38
2045.00,99.38
2044.00,99.38
2043.00,99.37
2042.00,99.36
2041.00,99.33
2040.00,99.29
2039.00,99.26
2038.00,99.24
2037.00,99.23
2036.00,99.22
2035.00,99.24
2034.00,99.28
2033.00,99.31
2032.00,99.33
2031.00,99.35
2030.00,99.35
2029.00,99.34
2028.00,99.33
2027.00,99.32
2026.00,99.31
2025.00,99.29
2024.00,99.28
2023.00,99.28
2022.00,99.28
2021.00,99.29
2020.00,99.29
2019.00,99.29
2018.00,99.31
2017.00,99.32
2016.00,99.33
2015.00,99.35
2014.00,99.37
2013.00,99.38
2012.00,99.39
2011.00,99.40
2010.00,99.41
2009.00,99.42
2008.00,99.45
2007.00,99.49
2006.00,99.54
2005.00,99.56
2004.00,99.55
2003.00,99.54
2002.00,99.52
2001.00,99.50
2000.00,99.49
1999.00,99.47
1998.00,99.47
1997.00,99.46
1996.00,99.45
1995.00,99.46
1994.00,99.46
1993.00,99.45
1992.00,99.44
1991.00,99.43
1990.00,99.42
1989.00,99.41
1988.00,99.39
1987.00,99.38
1986.00,99.37
1985.00,99.35
1984.00,99.32
1983.00,99.30
1982.00,99.27
1981.00,99.23
1980.00,99.20
1979.00,99.21
1978.00,99.28
1977.00,99.36
1976.00,99.44
1975.00,99.48
1974.00,99.51
1973.00,99.52
1972.00,99.52
1971.00,99.53
1970.00,99.54
1969.00,99.55
1968.00,99.55
1967.00,99.54
1966.00,99.54
1965.00,99.52
1964.00,99.52
1963.00,99.54
1962.00,99.56
1961.00,99.58
1960.00,99.59
1959.00,99.60
1958.00,99.60
1957.00,99.60
1956.00,99.60
1955.00,99.60
1954.00,99.60
1953.00,99.59
1952.00,99.58
1951.00,99.58
1950.00,99.59
1949.00,99.59
1948.00,99.58
1947.00,99.59
1946.00,99.59
1945.00,99.60
1944.00,99.60
1943.00,99.60
1942.00,99.59
1941.00,99.59
1940.00,99.58
1939.00,99.59
1938.00,99.60
1937.00,99.61
1936.00,99.61
1935.00,99.60
1934.00,99.60
1933.00,99.60
1932.00,99.60
1931.00,99.60
1930.00,99.61
1929.00,99.61
1928.00,99.60
1927.00,99.59
1926.00,99.59
1925.00,99.58
1924.00,99.58
1923.00,99.58
1922.00,99.58
1921.00,99.57
1920.00,99.56
1919.00,99.55
1918.00,99.55
1917.00,99.54
1916.00,99.54
1915.00,99.55
1914.00,99.56
1913.00,99.56
1912.00,99.55
1911.00,99.54
1910.00,99.53
1909.00,99.53
1908.00,99.52
1907.00,99.51
1906.00,99.50
1905.00,99.50
1904.00,99.48
1903.00,99.48
1902.00,99.47
1901.00,99.46
1900.00,99.46
1899.00,99.45
1898.00,99.45
1897.00,99.44
1896.00,99.44
1895.00,99.44
1894.00,99.45
1893.00,99.46
1892.00,99.47
1891.00,99.49
1890.00,99.52
1889.00,99.54
1888.00,99.55
1887.00,99.56
1886.00,99.58
1885.00,99.59
1884.00,99.60
1883.00,99.61
1882.00,99.62
1881.00,99.62
1880.00,99.61
1879.00,99.61
1878.00,99.61
1877.00,99.62
1876.00,99.62
1875.00,99.63
1874.00,99.64
1873.00,99.65
1872.00,99.64
1871.00,99.64
1870.00,99.64
1869.00,99.65
1868.00,99.65
1867.00,99.65
1866.00,99.65
1865.00,99.65
1864.00,99.66
1863.00,99.66
1862.00,99.67
1861.00,99.67
1860.00,99.67
1859.00,99.67
1858.00,99.67
1857.00,99.67
1856.00,99.66
1855.00,99.66
1854.00,99.66
1853.00,99.67
1852.00,99.67
1851.00,99.67
1850.00,99.67
1849.00,99.66
1848.00,99.65
1847.00,99.64
1846.00,99.63
1845.00,99.63
1844.00,99.63
1843.00,99.64
1842.00,99.65
1841.00,99.65
1840.00,99.65
1839.00,99.66
1838.00,99.66
1837.00,99.65
1836.00,99.64
1835.00,99.64
1834.00,99.64
1833.00,99.63
1832.00,99.62
1831.00,99.62
1830.00,99.63
1829.00,99.63
1828.00,99.62
1827.00,99.61
1826.00,99.61
1825.00,99.60
1824.00,99.59
1823.00,99.58
1822.00,99.58
1821.00,99.58
1820.00,99.58
1819.00,99.59
1818.00,99.61
1817.00,99.62
1816.00,99.63
1815.00,99.62
1814.00,99.61
1813.00,99.60
1812.00,99.59
1811.00,99.58
1810.00,99.58
1809.00,99.58
1808.00,99.58
1807.00,99.58
1806.00,99.58
1805.00,99.58
1804.00,99.57
1803.00,99.57
1802.00,99.56
1801.00,99.56
1800.00,99.56
1799.00,99.56
1798.00,99.55
1797.00,99.55
1796.00,99.53
1795.00,99.53
1794.00,99.52
1793.00,99.52
1792.00,99.52
1791.00,99.52
1790.00,99.52
1789.00,99.52
1788.00,99.52
1787.00,99.51
1786.00,99.51
1785.00,99.50
1784.00,99.50
1783.00,99.49
1782.00,99.49
1781.00,99.48
1780.00,99.47
1779.00,99.47
1778.00,99.47
1777.00,99.47
1776.00,99.46
1775.00,99.45
1774.00,99.45
1773.00,99.44
1772.00,99.43
1771.00,99.42
1770.00,99.41
1769.00,99.39
1768.00,99.38
1767.00,99.37
1766.00,99.37
1765.00,99.37
1764.00,99.36
1763.00,99.35
1762.00,99.34
1761.00,99.32
1760.00,99.31
1759.00,99.29
1758.00,99.28
1757.00,99.26
1756.00,99.23
1755.00,99.21
1754.00,99.19
1753.00,99.17
1752.00,99.13
1751.00,99.11
1750.00,99.08
1749.00,99.05
1748.00,99.02
1747.00,98.99
1746.00,98.96
1745.00,98.92
1744.00,98.89
1743.00,98.85
1742.00,98.83
1741.00,98.80
1740.00,98.77
1739.00,98.75
1738.00,98.73
1737.00,98.71
1736.00,98.69
1735.00,98.66
1734.00,98.64
1733.00,98.61
1732.00,98.59
1731.00,98.57
1730.00,98.57
1729.00,98.57
1728.00,98.57
1727.00,98.58
1726.00,98.59
1725.00,98.59
1724.00,98.59
1723.00,98.58
1722.00,98.57
1721.00,98.56
1720.00,98.53
1719.00,98.50
1718.00,98.47
1717.00,98.43
1716.00,98.39
1715.00,98.37
1714.00,98.35
1713.00,98.32
1712.00,98.30
1711.00,98.27
1710.00,98.25
1709.00,98.22
1708.00,98.18
1707.00,98.14
1706.00,98.09
1705.00,98.03
1704.00,97.98
1703.00,97.93
1702.00,97.88
1701.00,97.81
1700.00,97.74
1699.00,97.70
1698.00,97.69
1697.00,97.68
1696.00,97.66
1695.00,97.65
1694.00,97.64
1693.00,97.64
1692.00,97.63
1691.00,97.63
1690.00,97.62
1689.00,97.61
1688.00,97.60
1687.00,97.59
1686.00,97.59
1685.00,97.58
1684.00,97.55
1683.00,97.53
1682.00,97.51
1681.00,97.50
1680.00,97.48
1679.00,97.46
1678.00,97.44
1677.00,97.41
1676.00,97.36
1675.00,97.33
1674.00,97.31
1673.00,97.29
1672.00,97.28
1671.00,97.27
1670.00,97.26
1669.00,97.24
1668.00,97.23
1667.00,97.22
1666.00,97.21
1665.00,97.20
1664.00,97.18
1663.00,97.16
1662.00,97.15
1661.00,97.13
1660.00,97.11
1659.00,97.10
1658.00,97.09
1657.00,97.08
1656.00,97.06
1655.00,97.04
1654.00,97.02
1653.00,96.98
1652.00,96.94
1651.00,96.92
1650.00,96.89
1649.00,96.84
1648.00,96.74
1647.00,96.60
1646.00,96.44
1645.00,96.29
1644.00,96.18
1643.00,96.10
1642.00,96.06
1641.00,96.06
1640.00,96.10
1639.00,96.16
1638.00,96.23
1637.00,96.32
1636.00,96.43
1635.00,96.54
1634.00,96.64
1633.00,96.73
1632.00,96.81
1631.00,96.89
1630.00,96.98
1629.00,97.06
1628.00,97.13
1627.00,97.19
1626.00,97.24
1625.00,97.29
1624.00,97.34
1623.00,97.39
1622.00,97.43
1621.00,97.45
1620.00,97.47
1619.00,97.49
1618.00,97.52
1617.00,97.55
1616.00,97.57
1615.00,97.58
1614.00,97.60
1613.00,97.60
1612.00,97.61
1611.00,97.62
1610.00,97.64
1609.00,97.66
1608.00,97.66
1607.00,97.67
1606.00,97.68
1605.00,97.67
1604.00,97.67
1603.00,97.67
1602.00,97.67
1601.00,97.66
1600.00,97.65
1599.00,97.65
1598.00,97.65
1597.00,97.64
1596.00,97.63
1595.00,97.61
1594.00,97.60
1593.00,97.58
1592.00,97.56
1591.00,97.54
1590.00,97.53
1589.00,97.50
1588.00,97.48
1587.00,97.45
1586.00,97.42
1585.00,97.39
1584.00,97.35
1583.00,97.32
1582.00,97.30
1581.00,97.27
1580.00,97.23
1579.00,97.21
1578.00,97.19
1577.00,97.18
1576.00,97.16
1575.00,97.15
1574.00,97.15
1573.00,97.15
1572.00,97.15
1571.00,97.15
1570.00,97.16
1569.00,97.16
1568.00,97.16
1567.00,97.16
1566.00,97.17
1565.00,97.17
1564.00,97.16
1563.00,97.16
1562.00,97.15
1561.00,97.15
1560.00,97.13
1559.00,97.14
1558.00,97.15
1557.00,97.15
1556.00,97.14
1555.00,97.15
1554.00,97.16
1553.00,97.16
1552.00,97.16
1551.00,97.16
1550.00,97.17
1549.00,97.18
1548.00,97.17
1547.00,97.18
1546.00,97.19
1545.00,97.20
1544.00,97.20
1543.00,97.21
1542.00,97.25
1541.00,97.31
1540.00,97.40
1539.00,97.49
1538.00,97.56
1537.00,97.61
1536.00,97.65
1535.00,97.70
1534.00,97.79
1533.00,97.86
1532.00,97.91
1531.00,97.95
1530.00,97.99
1529.00,98.01
1528.00,98.03
1527.00,98.06
1526.00,98.10
1525.00,98.13
1524.00,98.13
1523.00,98.15
1522.00,98.19
1521.00,98.21
1520.00,98.21
1519.00,98.21
1518.00,98.24
1517.00,98.24
1516.00,98.24
1515.00,98.25
1514.00,98.27
1513.00,98.28
1512.00,98.27
1511.00,98.26
1510.00,98.28
1509.00,98.27
1508.00,98.24
1507.00,98.24
1506.00,98.26
1505.00,98.25
1504.00,98.22
1503.00,98.20
1502.00,98.20
1501.00,98.17
1500.00,98.12
1499.00,98.09
1498.00,98.07
1497.00,98.02
1496.00,97.94
1495.00,97.90
1494.00,97.88
1493.00,97.84
1492.00,97.76
1491.00,97.70
1490.00,97.65
1489.00,97.56
1488.00,97.44
1487.00,97.34
1486.00,97.25
1485.00,97.12
1484.00,96.94
1483.00,96.74
1482.00,96.47
1481.00,96.08
1480.00,95.55
1479.00,94.79
1478.00,93.41
1477.00,90.83
1476.00,86.85
1475.00,82.02
1474.00,77.69
1473.00,75.77
1472.00,76.95
1471.00,79.43
1470.00,81.28
1469.00,82.09
1468.00,82.12
1467.00,81.32
1466.00,79.04
1465.00,74.84
1464.00,70.08
1463.00,67.05
1462.00,66.92
1461.00,69.49
1460.00,73.89
1459.00,78.95
1458.00,83.49
1457.00,86.69
1456.00,88.52
1455.00,89.57
1454.00,90.34
1453.00,91.05
1452.00,91.74
1451.00,92.28
1450.00,92.67
1449.00,92.98
1448.00,93.25
1447.00,93.44
1446.00,93.57
1445.00,93.68
1444.00,93.80
1443.00,93.90
1442.00,93.98
1441.00,94.07
1440.00,94.18
1439.00,94.27
1438.00,94.35
1437.00,94.48
1436.00,94.66
1435.00,94.83
1434.00,94.99
1433.00,95.18
1432.00,95.40
1431.00,95.62
1430.00,95.82
1429.00,96.03
1428.00,96.22
1427.00,96.36
1426.00,96.48
1425.00,96.60
1424.00,96.71
1423.00,96.79
1422.00,96.84
1421.00,96.88
1420.00,96.95
1419.00,97.00
1418.00,97.04
1417.00,97.08
1416.00,97.12
1415.00,97.15
1414.00,97.16
1413.00,97.18
1412.00,97.21
1411.00,97.24
1410.00,97.25
1409.00,97.27
1408.00,97.30
1407.00,97.31
1406.00,97.31
1405.00,97.32
1404.00,97.35
1403.00,97.36
1402.00,97.35
1401.00,97.36
1400.00,97.36
1399.00,97.36
1398.00,97.35
1397.00,97.35
1396.00,97.36
1395.00,97.35
1394.00,97.33
1393.00,97.33
1392.00,97.33
1391.00,97.32
1390.00,97.30
1389.00,97.29
1388.00,97.29
1387.00,97.28
1386.00,97.27
1385.00,97.26
1384.00,97.24
1383.00,97.20
1382.00,97.12
1381.00,97.03
1380.00,96.93
1379.00,96.82
1378.00,96.73
1377.00,96.67
1376.00,96.62
1375.00,96.57
1374.00,96.48
1373.00,96.39
1372.00,96.29
1371.00,96.20
1370.00,96.11
1369.00,96.05
1368.00,96.04
1367.00,96.06
1366.00,96.10
1365.00,96.17
1364.00,96.25
1363.00,96.33
1362.00,96.41
1361.00,96.48
1360.00,96.54
1359.00,96.58
1358.00,96.61
1357.00,96.62
1356.00,96.63
1355.00,96.62
1354.00,96.62
1353.00,96.62
1352.00,96.64
1351.00,96.68
1350.00,96.72
1349.00,96.78
1348.00,96.85
1347.00,96.92
1346.00,96.98
1345.00,97.05
1344.00,97.12
1343.00,97.17
1342.00,97.22
1341.00,97.26
1340.00,97.31
1339.00,97.36
1338.00,97.41
1337.00,97.46
1336.00,97.52
1335.00,97.57
1334.00,97.60
1333.00,97.62
1332.00,97.64
1331.00,97.64
1330.00,97.64
1329.00,97.63
1328.00,97.63
1327.00,97.62
1326.00,97.60
1325.00,97.59
1324.00,97.57
1323.00,97.55
1322.00,97.52
1321.00,97.50
1320.00,97.48
1319.00,97.47
1318.00,97.46
1317.00,97.45
1316.00,97.44
1315.00,97.43
1314.00,97.42
1313.00,97.40
1312.00,97.39
1311.00,97.38
1310.00,97.37
1309.00,97.35
1308.00,97.35
1307.00,97.34
1306.00,97.33
1305.00,97.33
1304.00,97.32
1303.00,97.32
1302.00,97.32
1301.00,97.33
1300.00,97.34
1299.00,97.36
1298.00,97.38
1297.00,97.40
1296.00,97.43
1295.00,97.47
1294.00,97.50
1293.00,97.53
1292.00,97.56
1291.00,97.59
1290.00,97.61
1289.00,97.63
1288.00,97.65
1287.00,97.67
1286.00,97.69
1285.00,97.72
1284.00,97.75
1283.00,97.78
1282.00,97.80
1281.00,97.82
1280.00,97.84
1279.00,97.85
1278.00,97.86
1277.00,97.87
1276.00,97.87
1275.00,97.88
1274.00,97.88
1273.00,97.88
1272.00,97.89
1271.00,97.89
1270.00,97.89
1269.00,97.88
1268.00,97.88
1267.00,97.88
1266.00,97.88
1265.00,97.88
1264.00,97.88
1263.00,97.88
1262.00,97.87
1261.00,97.87
1260.00,97.87
1259.00,97.87
1258.00,97.86
1257.00,97.87
1256.00,97.89
1255.00,97.91
1254.00,97.94
1253.00,97.97
1252.00,98.01
1251.00,98.04
1250.00,98.06
1249.00,98.09
1248.00,98.12
1247.00,98.15
1246.00,98.18
1245.00,98.21
1244.00,98.25
1243.00,98.27
1242.00,98.29
1241.00,98.30
1240.00,98.32
1239.00,98.32
1238.00,98.32
1237.00,98.31
1236.00,98.31
1235.00,98.30
1234.00,98.29
1233.00,98.27
1232.00,98.26
1231.00,98.25
1230.00,98.23
1229.00,98.22
1228.00,98.22
1227.00,98.21
1226.00,98.19
1225.00,98.17
1224.00,98.16
1223.00,98.14
1222.00,98.12
1221.00,98.11
1220.00,98.10
1219.00,98.09
1218.00,98.07
1217.00,98.06
1216.00,98.04
1215.00,98.02
1214.00,97.99
1213.00,97.98
1212.00,97.97
1211.00,97.96
1210.00,97.95
1209.00,97.94
1208.00,97.93
1207.00,97.93
1206.00,97.92
1205.00,97.91
1204.00,97.92
1203.00,97.94
1202.00,97.94
1201.00,97.94
1200.00,97.93
1199.00,97.92
1198.00,97.90
1197.00,97.88
1196.00,97.86
1195.00,97.83
1194.00,97.81
1193.00,97.78
1192.00,97.76
1191.00,97.74
1190.00,97.71
1189.00,97.69
1188.00,97.68
1187.00,97.66
1186.00,97.65
1185.00,97.63
1184.00,97.62
1183.00,97.60
1182.00,97.58
1181.00,97.56
1180.00,97.54
1179.00,97.51
1178.00,97.48
1177.00,97.46
1176.00,97.46
1175.00,97.47
1174.00,97.48
1173.00,97.49
1172.00,97.50
1171.00,97.50
1170.00,97.49
1169.00,97.49
1168.00,97.49
1167.00,97.49
1166.00,97.48
1165.00,97.48
1164.00,97.47
1163.00,97.46
1162.00,97.44
1161.00,97.43
1160.00,97.43
1159.00,97.44
1158.00,97.43
1157.00,97.43
1156.00,97.43
1155.00,97.42
1154.00,97.41
1153.00,97.40
1152.00,97.40
1151.00,97.39
1150.00,97.38
1149.00,97.37
1148.00,97.37
1147.00,97.36
1146.00,97.36
1145.00,97.36
1144.00,97.36
1143.00,97.35
1142.00,97.34
1141.00,97.33
1140.00,97.32
1139.00,97.31
1138.00,97.29
1137.00,97.28
1136.00,97.28
1135.00,97.27
1134.00,97.25
1133.00,97.24
1132.00,97.22
1131.00,97.20
1130.00,97.18
1129.00,97.16
1128.00,97.14
1127.00,97.11
1126.00,97.09
1125.00,97.06
1124.00,97.04
1123.00,97.00
1122.00,96.97
1121.00,96.94
1120.00,96.91
1119.00,96.88
1118.00,96.85
1117.00,96.82
1116.00,96.81
1115.00,96.79
1114.00,96.77
1113.00,96.76
1112.00,96.75
1111.00,96.74
1110.00,96.72
1109.00,96.71
1108.00,96.71
1107.00,96.71
1106.00,96.71
1105.00,96.70
1104.00,96.70
1103.00,96.70
1102.00,96.70
1101.00,96.70
1100.00,96.71
1099.00,96.71
1098.00,96.70
1097.00,96.70
1096.00,96.70
1095.00,96.70
1094.00,96.69
1093.00,96.69
1092.00,96.68
1091.00,96.67
1090.00,96.66
1089.00,96.65
1088.00,96.64
1087.00,96.64
1086.00,96.62
1085.00,96.59
1084.00,96.58
1083.00,96.57
1082.00,96.58
1081.00,96.61
1080.00,96.64
1079.00,96.68
1078.00,96.71
1077.00,96.74
1076.00,96.78
1075.00,96.82
1074.00,96.87
1073.00,96.91
1072.00,96.96
1071.00,96.99
1070.00,97.02
1069.00,97.05
1068.00,97.08
1067.00,97.11
1066.00,97.13
1065.00,97.15
1064.00,97.18
1063.00,97.21
1062.00,97.23
1061.00,97.26
1060.00,97.29
1059.00,97.32
1058.00,97.34
1057.00,97.36
1056.00,97.37
1055.00,97.38
1054.00,97.37
1053.00,97.36
1052.00,97.35
1051.00,97.36
1050.00,97.39
1049.00,97.43
1048.00,97.47
1047.00,97.51
1046.00,97.54
1045.00,97.56
1044.00,97.58
1043.00,97.60
1042.00,97.61
1041.00,97.62
1040.00,97.64
1039.00,97.66
1038.00,97.68
1037.00,97.70
1036.00,97.72
1035.00,97.75
1034.00,97.77
1033.00,97.80
1032.00,97.83
1031.00,97.86
1030.00,97.89
1029.00,97.92
1028.00,97.96
1027.00,97.99
1026.00,98.01
1025.00,98.03
1024.00,98.04
1023.00,98.05
1022.00,98.06
1021.00,98.06
1020.00,98.08
1019.00,98.09
1018.00,98.10
1017.00,98.11
1016.00,98.12
1015.00,98.14
1014.00,98.16
1013.00,98.19
1012.00,98.22
1011.00,98.26
1010.00,98.28
1009.00,98.31
1008.00,98.35
1007.00,98.38
1006.00,98.40
1005.00,98.43
1004.00,98.44
1003.00,98.46
1002.00,98.46
1001.00,98.47
1000.00,98.47
999.00,98.47
998.00,98.45
997.00,98.44
996.00,98.42
995.00,98.40
994.00,98.38
993.00,98.37
992.00,98.36
991.00,98.37
990.00,98.38
989.00,98.42
988.00,98.47
987.00,98.51
986.00,98.55
985.00,98.58
984.00,98.61
983.00,98.64
982.00,98.66
981.00,98.67
980.00,98.68
979.00,98.68
978.00,98.67
977.00,98.66
976.00,98.66
975.00,98.65
974.00,98.65
973.00,98.65
972.00,98.64
971.00,98.62
970.00,98.60
969.00,98.58
968.00,98.56
967.00,98.55
966.00,98.54
965.00,98.53
964.00,98.54
963.00,98.54
962.00,98.55
961.00,98.55
960.00,98.56
959.00,98.57
958.00,98.57
957.00,98.57
956.00,98.57
955.00,98.57
954.00,98.58
953.00,98.58
952.00,98.59
951.00,98.59
950.00,98.60
949.00,98.60
948.00,98.61
947.00,98.61
946.00,98.61
945.00,98.60
944.00,98.60
943.00,98.60
942.00,98.60
941.00,98.61
940.00,98.62
939.00,98.62
938.00,98.61
937.00,98.59
936.00,98.58
935.00,98.58
934.00,98.58
933.00,98.58
932.00,98.60
931.00,98.61
930.00,98.62
929.00,98.61
928.00,98.61
927.00,98.60
926.00,98.60
925.00,98.60
924.00,98.61
923.00,98.60
922.00,98.59
921.00,98.58
920.00,98.56
919.00,98.55
918.00,98.53
917.00,98.50
916.00,98.45
915.00,98.37
914.00,98.26
913.00,98.13
912.00,97.97
911.00,97.81
910.00,97.67
909.00,97.60
908.00,97.62
907.00,97.71
906.00,97.86
905.00,98.01
904.00,98.15
903.00,98.27
902.00,98.35
901.00,98.41
900.00,98.45
899.00,98.48
898.00,98.49
897.00,98.50
896.00,98.51
895.00,98.51
894.00,98.51
893.00,98.51
