Created as New Dataset,PE High Density GF
cm-1,%T
892.00,98.51
891.00,98.51
890.00,98.51
889.00,98.50
888.00,98.50
887.00,98.50
886.00,98.49
885.00,98.48
884.00,98.49
883.00,98.49
882.00,98.50
881.00,98.49
880.00,98.50
879.00,98.51
878.00,98.51
877.00,98.51
876.00,98.51
875.00,98.52
874.00,98.53
873.00,98.55
872.00,98.57
871.00,98.58
870.00,98.58
869.00,98.57
868.00,98.58
867.00,98.58
866.00,98.57
865.00,98.56
864.00,98.56
863.00,98.56
862.00,98.56
861.00,98.55
860.00,98.55
859.00,98.55
858.00,98.53
857.00,98.52
856.00,98.51
855.00,98.50
854.00,98.50
853.00,98.50
852.00,98.50
851.00,98.50
850.00,98.50
849.00,98.49
848.00,98.50
847.00,98.50
846.00,98.49
845.00,98.49
844.00,98.50
843.00,98.52
842.00,98.54
841.00,98.55
840.00,98.54
839.00,98.53
838.00,98.51
837.00,98.50
836.00,98.48
835.00,98.48
834.00,98.47
833.00,98.46
832.00,98.46
831.00,98.46
830.00,98.45
829.00,98.44
828.00,98.44
827.00,98.45
826.00,98.45
825.00,98.44
824.00,98.43
823.00,98.42
822.00,98.41
821.00,98.40
820.00,98.39
819.00,98.38
818.00,98.37
817.00,98.36
816.00,98.36
815.00,98.35
814.00,98.34
813.00,98.32
812.00,98.31
811.00,98.31
810.00,98.31
809.00,98.31
808.00,98.33
807.00,98.33
806.00,98.32
805.00,98.30
804.00,98.29
803.00,98.31
802.00,98.32
801.00,98.33
800.00,98.33
799.00,98.32
798.00,98.31
797.00,98.30
796.00,98.29
795.00,98.29
794.00,98.28
793.00,98.25
792.00,98.23
791.00,98.22
790.00,98.21
789.00,98.20
788.00,98.19
787.00,98.17
786.00,98.13
785.00,98.09
784.00,98.07
783.00,98.06
782.00,98.05
781.00,98.06
780.00,98.07
779.00,98.09
778.00,98.09
777.00,98.08
776.00,98.06
775.00,98.05
774.00,98.04
773.00,98.02
772.00,98.01
771.00,98.00
770.00,97.98
769.00,97.95
768.00,97.93
767.00,97.93
766.00,97.93
765.00,97.92
764.00,97.91
763.00,97.90
762.00,97.88
761.00,97.84
760.00,97.81
759.00,97.79
758.00,97.76
757.00,97.72
756.00,97.67
755.00,97.63
754.00,97.58
753.00,97.53
752.00,97.47
751.00,97.41
750.00,97.35
749.00,97.26
748.00,97.18
747.00,97.10
746.00,97.02
745.00,96.89
744.00,96.75
743.00,96.60
742.00,96.42
741.00,96.16
740.00,95.86
739.00,95.49
738.00,94.98
737.00,94.17
736.00,92.88
735.00,90.67
734.00,87.02
733.00,81.93
732.00,76.53
731.00,72.82
730.00,72.24
729.00,74.63
728.00,78.37
727.00,81.66
726.00,83.52
725.00,83.79
724.00,82.51
723.00,79.38
722.00,74.11
721.00,67.44
720.00,61.73
719.00,59.69
718.00,62.16
717.00,67.62
716.00,73.71
715.00,78.83
714.00,82.60
713.00,85.31
712.00,87.31
711.00,88.83
710.00,90.02
709.00,91.03
708.00,91.88
707.00,92.56
706.00,93.13
705.00,93.65
704.00,94.09
703.00,94.45
702.00,94.75
701.00,95.04
700.00,95.30
699.00,95.50
698.00,95.66
697.00,95.84
696.00,96.01
695.00,96.13
694.00,96.21
693.00,96.30
692.00,96.38
691.00,96.42
690.00,96.45
689.00,96.52
688.00,96.60
687.00,96.65
686.00,96.68
685.00,96.73
684.00,96.79
683.00,96.83
682.00,96.88
681.00,96.95
680.00,97.01
679.00,97.02
678.00,97.00
677.00,97.02
676.00,97.07
675.00,97.10
674.00,97.12
673.00,97.16
672.00,97.20
671.00,97.22
670.00,97.25
669.00,97.32
668.00,97.41
667.00,97.41
666.00,97.36
665.00,97.33
664.00,97.33
663.00,97.30
662.00,97.27
661.00,97.28
660.00,97.31
659.00,97.31
658.00,97.30
657.00,97.33
656.00,97.38
655.00,97.40
654.00,97.39
653.00,97.39
652.00,97.40
651.00,97.41
650.00,97.39
