Created as New Dataset,PE (high density) granule GF
cm-1,%T
2464.00,99.74
2463.00,99.74
2462.00,99.74
2461.00,99.73
2460.00,99.73
2459.00,99.73
2458.00,99.73
2457.00,99.72
2456.00,99.72
2455.00,99.72
2454.00,99.72
2453.00,99.72
2452.00,99.72
2451.00,99.72
2450.00,99.72
2449.00,99.73
2448.00,99.73
2447.00,99.73
2446.00,99.74
2445.00,99.74
2444.00,99.74
2443.00,99.75
2442.00,99.75
2441.00,99.75
2440.00,99.75
2439.00,99.75
2438.00,99.75
2437.00,99.75
2436.00,99.75
2435.00,99.75
2434.00,99.75
2433.00,99.75
2432.00,99.75
2431.00,99.75
2430.00,99.74
2429.00,99.74
2428.00,99.74
2427.00,99.74
2426.00,99.73
2425.00,99.72
2424.00,99.72
2423.00,99.71
2422.00,99.71
2421.00,99.71
2420.00,99.70
2419.00,99.70
2418.00,99.70
2417.00,99.69
2416.00,99.69
2415.00,99.69
2414.00,99.70
2413.00,99.71
2412.00,99.71
2411.00,99.72
2410.00,99.72
2409.00,99.73
2408.00,99.74
2407.00,99.75
2406.00,99.76
2405.00,99.77
2404.00,99.78
2403.00,99.78
2402.00,99.78
2401.00,99.78
2400.00,99.79
2399.00,99.79
2398.00,99.79
2397.00,99.79
2396.00,99.80
2395.00,99.80
2394.00,99.80
2393.00,99.79
2392.00,99.79
2391.00,99.79
2390.00,99.79
2389.00,99.79
2388.00,99.79
2387.00,99.78
2386.00,99.78
2385.00,99.77
2384.00,99.76
2383.00,99.75
2382.00,99.74
2381.00,99.73
2380.00,99.72
2379.00,99.71
2378.00,99.72
2377.00,99.73
2376.00,99.75
2375.00,99.77
2374.00,99.79
2373.00,99.80
2372.00,99.79
2371.00,99.78
2370.00,99.76
2369.00,99.74
2368.00,99.71
2367.00,99.68
2366.00,99.65
2365.00,99.63
2364.00,99.61
2363.00,99.61
2362.00,99.62
2361.00,99.61
2360.00,99.60
2359.00,99.59
2358.00,99.58
2357.00,99.58
2356.00,99.57
2355.00,99.56
2354.00,99.54
2353.00,99.53
2352.00,99.52
2351.00,99.49
2350.00,99.48
2349.00,99.47
2348.00,99.46
2347.00,99.45
2346.00,99.44
2345.00,99.42
2344.00,99.41
2343.00,99.42
2342.00,99.41
2341.00,99.39
2340.00,99.38
2339.00,99.37
2338.00,99.37
2337.00,99.36
2336.00,99.36
2335.00,99.35
2334.00,99.34
2333.00,99.33
2332.00,99.32
2331.00,99.31
2330.00,99.30
2329.00,99.30
2328.00,99.28
2327.00,99.25
2326.00,99.20
2325.00,99.14
2324.00,99.11
2323.00,99.10
2322.00,99.13
2321.00,99.17
2320.00,99.20
2319.00,99.24
2318.00,99.27
2317.00,99.29
2316.00,99.31
2315.00,99.32
2314.00,99.32
2313.00,99.32
2312.00,99.32
2311.00,99.33
2310.00,99.33
2309.00,99.34
2308.00,99.35
2307.00,99.36
2306.00,99.38
2305.00,99.39
2304.00,99.39
2303.00,99.40
2302.00,99.41
2301.00,99.41
2300.00,99.42
2299.00,99.43
2298.00,99.44
2297.00,99.44
2296.00,99.44
2295.00,99.43
2294.00,99.43
2293.00,99.42
2292.00,99.42
2291.00,99.42
2290.00,99.41
2289.00,99.40
2288.00,99.39
2287.00,99.38
2286.00,99.38
2285.00,99.39
2284.00,99.39
2283.00,99.40
2282.00,99.40
2281.00,99.41
2280.00,99.42
2279.00,99.43
2278.00,99.44
2277.00,99.45
2276.00,99.46
2275.00,99.46
2274.00,99.46
2273.00,99.47
2272.00,99.49
2271.00,99.51
2270.00,99.53
2269.00,99.54
2268.00,99.55
2267.00,99.57
2266.00,99.58
2265.00,99.58
2264.00,99.59
2263.00,99.59
2262.00,99.59
2261.00,99.58
2260.00,99.58
2259.00,99.57
2258.00,99.56
2257.00,99.57
2256.00,99.58
2255.00,99.61
2254.00,99.63
2253.00,99.64
2252.00,99.64
2251.00,99.63
2250.00,99.62
2249.00,99.62
2248.00,99.61
2247.00,99.61
2246.00,99.60
2245.00,99.59
2244.00,99.58
2243.00,99.58
2242.00,99.58
2241.00,99.58
2240.00,99.59
2239.00,99.60
2238.00,99.61
2237.00,99.61
2236.00,99.62
2235.00,99.62
2234.00,99.63
2233.00,99.63
2232.00,99.63
2231.00,99.63
2230.00,99.63
2229.00,99.63
2228.00,99.63
2227.00,99.62
2226.00,99.61
2225.00,99.61
2224.00,99.61
2223.00,99.62
2222.00,99.62
2221.00,99.62
2220.00,99.62
2219.00,99.63
2218.00,99.64
2217.00,99.64
2216.00,99.65
2215.00,99.66
2214.00,99.66
2213.00,99.65
2212.00,99.64
2211.00,99.64
2210.00,99.64
2209.00,99.63
2208.00,99.62
2207.00,99.62
2206.00,99.61
2205.00,99.60
2204.00,99.59
2203.00,99.59
2202.00,99.59
2201.00,99.60
2200.00,99.61
2199.00,99.61
2198.00,99.61
2197.00,99.60
2196.00,99.58
2195.00,99.57
2194.00,99.55
2193.00,99.53
2192.00,99.53
2191.00,99.53
2190.00,99.53
2189.00,99.53
2188.00,99.52
2187.00,99.51
2186.00,99.50
2185.00,99.49
2184.00,99.50
2183.00,99.53
2182.00,99.57
2181.00,99.61
2180.00,99.63
2179.00,99.63
2178.00,99.61
2177.00,99.61
2176.00,99.62
2175.00,99.64
2174.00,99.66
2173.00,99.65
2172.00,99.62
2171.00,99.57
2170.00,99.52
2169.00,99.46
2168.00,99.40
2167.00,99.35
2166.00,99.32
2165.00,99.31
2164.00,99.29
2163.00,99.27
2162.00,99.26
2161.00,99.30
2160.00,99.44
2159.00,99.66
2158.00,99.89
2157.00,100.04
2156.00,100.08
2155.00,100.05
2154.00,100.00
2153.00,99.94
2152.00,99.88
2151.00,99.85
2150.00,99.83
2149.00,99.82
2148.00,99.82
2147.00,99.83
2146.00,99.84
2145.00,99.85
2144.00,99.85
2143.00,99.86
2142.00,99.87
2141.00,99.87
2140.00,99.87
2139.00,99.88
2138.00,99.89
2137.00,99.90
2136.00,99.91
2135.00,99.94
2134.00,99.97
2133.00,99.99
2132.00,100.00
2131.00,99.99
2130.00,99.97
2129.00,99.95
2128.00,99.93
2127.00,99.91
2126.00,99.90
2125.00,99.89
2124.00,99.87
2123.00,99.86
2122.00,99.84
2121.00,99.83
2120.00,99.82
2119.00,99.80
2118.00,99.79
2117.00,99.76
2116.00,99.73
2115.00,99.71
2114.00,99.70
2113.00,99.70
2112.00,99.70
2111.00,99.71
2110.00,99.72
2109.00,99.72
2108.00,99.71
2107.00,99.71
2106.00,99.70
2105.00,99.70
2104.00,99.69
2103.00,99.69
2102.00,99.70
2101.00,99.70
2100.00,99.70
2099.00,99.70
2098.00,99.71
2097.00,99.73
2096.00,99.75
2095.00,99.78
2094.00,99.79
2093.00,99.79
2092.00,99.77
2091.00,99.75
2090.00,99.73
2089.00,99.71
2088.00,99.69
2087.00,99.68
2086.00,99.67
2085.00,99.67
2084.00,99.66
2083.00,99.66
2082.00,99.65
2081.00,99.63
2080.00,99.62
2079.00,99.62
2078.00,99.62
2077.00,99.62
2076.00,99.62
2075.00,99.63
2074.00,99.63
2073.00,99.63
2072.00,99.62
2071.00,99.62
2070.00,99.62
2069.00,99.62
2068.00,99.62
2067.00,99.63
2066.00,99.63
2065.00,99.62
2064.00,99.62
2063.00,99.62
2062.00,99.63
2061.00,99.63
2060.00,99.63
2059.00,99.63
2058.00,99.62
2057.00,99.61
2056.00,99.59
2055.00,99.59
2054.00,99.58
2053.00,99.54
2052.00,99.47
2051.00,99.41
2050.00,99.39
2049.00,99.40
2048.00,99.44
2047.00,99.47
2046.00,99.47
2045.00,99.46
2044.00,99.45
2043.00,99.45
2042.00,99.45
2041.00,99.44
2040.00,99.44
2039.00,99.43
2038.00,99.43
2037.00,99.42
2036.00,99.40
2035.00,99.39
2034.00,99.41
2033.00,99.43
2032.00,99.46
2031.00,99.48
2030.00,99.49
2029.00,99.48
2028.00,99.45
2027.00,99.44
2026.00,99.45
2025.00,99.45
2024.00,99.44
2023.00,99.44
2022.00,99.43
2021.00,99.43
2020.00,99.42
2019.00,99.43
2018.00,99.45
2017.00,99.46
2016.00,99.48
2015.00,99.50
2014.00,99.52
2013.00,99.53
2012.00,99.54
2011.00,99.54
2010.00,99.54
2009.00,99.55
2008.00,99.58
2007.00,99.63
2006.00,99.68
2005.00,99.71
2004.00,99.71
2003.00,99.69
2002.00,99.67
2001.00,99.64
2000.00,99.63
1999.00,99.62
1998.00,99.62
1997.00,99.61
1996.00,99.60
1995.00,99.58
1994.00,99.58
1993.00,99.57
1992.00,99.57
1991.00,99.57
1990.00,99.56
1989.00,99.55
1988.00,99.53
1987.00,99.51
1986.00,99.49
1985.00,99.47
1984.00,99.45
1983.00,99.42
1982.00,99.37
1981.00,99.32
1980.00,99.29
1979.00,99.32
1978.00,99.39
1977.00,99.48
1976.00,99.56
1975.00,99.61
1974.00,99.64
1973.00,99.64
1972.00,99.65
1971.00,99.67
1970.00,99.70
1969.00,99.71
1968.00,99.71
1967.00,99.71
1966.00,99.71
1965.00,99.71
1964.00,99.71
1963.00,99.72
1962.00,99.73
1961.00,99.74
1960.00,99.76
1959.00,99.77
1958.00,99.78
1957.00,99.77
1956.00,99.75
1955.00,99.72
1954.00,99.71
1953.00,99.72
1952.00,99.73
1951.00,99.74
1950.00,99.75
1949.00,99.74
1948.00,99.73
1947.00,99.73
1946.00,99.74
1945.00,99.74
1944.00,99.74
1943.00,99.75
1942.00,99.75
1941.00,99.75
1940.00,99.74
1939.00,99.73
1938.00,99.73
1937.00,99.73
1936.00,99.74
1935.00,99.75
1934.00,99.76
1933.00,99.76
1932.00,99.75
1931.00,99.74
1930.00,99.73
1929.00,99.73
1928.00,99.73
1927.00,99.74
1926.00,99.74
1925.00,99.74
1924.00,99.74
1923.00,99.73
1922.00,99.73
1921.00,99.72
1920.00,99.71
1919.00,99.70
1918.00,99.70
1917.00,99.69
1916.00,99.68
1915.00,99.67
1914.00,99.67
1913.00,99.66
1912.00,99.65
1911.00,99.65
1910.00,99.65
1909.00,99.64
1908.00,99.64
1907.00,99.64
1906.00,99.63
1905.00,99.62
1904.00,99.60
1903.00,99.59
1902.00,99.57
1901.00,99.56
1900.00,99.55
1899.00,99.55
1898.00,99.54
1897.00,99.53
1896.00,99.52
1895.00,99.53
1894.00,99.55
1893.00,99.56
1892.00,99.58
1891.00,99.60
1890.00,99.63
1889.00,99.66
1888.00,99.68
1887.00,99.70
1886.00,99.73
1885.00,99.74
1884.00,99.75
1883.00,99.75
1882.00,99.75
1881.00,99.76
1880.00,99.76
1879.00,99.77
1878.00,99.78
1877.00,99.79
1876.00,99.79
1875.00,99.80
1874.00,99.81
1873.00,99.81
1872.00,99.81
1871.00,99.81
1870.00,99.81
1869.00,99.81
1868.00,99.81
1867.00,99.81
1866.00,99.81
1865.00,99.80
1864.00,99.80
1863.00,99.80
1862.00,99.82
1861.00,99.82
1860.00,99.83
1859.00,99.83
1858.00,99.83
1857.00,99.82
1856.00,99.82
1855.00,99.82
1854.00,99.83
1853.00,99.83
1852.00,99.83
1851.00,99.83
1850.00,99.84
1849.00,99.83
1848.00,99.83
1847.00,99.83
1846.00,99.83
1845.00,99.83
1844.00,99.83
1843.00,99.83
1842.00,99.83
1841.00,99.83
1840.00,99.82
1839.00,99.82
1838.00,99.82
1837.00,99.82
1836.00,99.83
1835.00,99.83
1834.00,99.84
1833.00,99.83
1832.00,99.82
1831.00,99.82
1830.00,99.81
1829.00,99.81
1828.00,99.80
1827.00,99.80
1826.00,99.80
1825.00,99.79
1824.00,99.79
1823.00,99.78
1822.00,99.78
1821.00,99.79
1820.00,99.79
1819.00,99.81
1818.00,99.83
1817.00,99.84
1816.00,99.84
1815.00,99.84
1814.00,99.82
1813.00,99.81
1812.00,99.80
1811.00,99.80
1810.00,99.80
1809.00,99.80
1808.00,99.79
1807.00,99.79
1806.00,99.79
1805.00,99.79
1804.00,99.79
1803.00,99.79
1802.00,99.79
1801.00,99.79
1800.00,99.79
1799.00,99.79
1798.00,99.79
1797.00,99.79
1796.00,99.78
1795.00,99.78
1794.00,99.78
1793.00,99.78
1792.00,99.78
1791.00,99.78
1790.00,99.78
1789.00,99.78
1788.00,99.78
1787.00,99.78
1786.00,99.78
1785.00,99.79
1784.00,99.79
1783.00,99.79
1782.00,99.79
1781.00,99.79
1780.00,99.79
1779.00,99.79
1778.00,99.79
1777.00,99.79
1776.00,99.79
1775.00,99.79
1774.00,99.79
1773.00,99.78
1772.00,99.78
1771.00,99.77
1770.00,99.77
1769.00,99.77
1768.00,99.77
1767.00,99.77
1766.00,99.77
1765.00,99.77
1764.00,99.77
1763.00,99.77
1762.00,99.77
1761.00,99.76
1760.00,99.76
1759.00,99.76
1758.00,99.76
1757.00,99.76
1756.00,99.75
1755.00,99.75
1754.00,99.75
1753.00,99.75
1752.00,99.75
1751.00,99.75
1750.00,99.75
1749.00,99.74
1748.00,99.74
1747.00,99.73
1746.00,99.73
1745.00,99.72
1744.00,99.71
1743.00,99.70
1742.00,99.69
1741.00,99.69
1740.00,99.69
1739.00,99.69
1738.00,99.70
1737.00,99.70
1736.00,99.70
1735.00,99.70
1734.00,99.71
1733.00,99.71
1732.00,99.72
1731.00,99.72
1730.00,99.73
1729.00,99.72
1728.00,99.72
1727.00,99.72
1726.00,99.72
1725.00,99.72
1724.00,99.71
1723.00,99.71
1722.00,99.72
1721.00,99.72
1720.00,99.71
1719.00,99.71
1718.00,99.70
1717.00,99.69
1716.00,99.69
1715.00,99.69
1714.00,99.70
1713.00,99.70
1712.00,99.70
1711.00,99.70
1710.00,99.70
1709.00,99.69
1708.00,99.69
1707.00,99.70
1706.00,99.71
1705.00,99.71
1704.00,99.70
1703.00,99.70
1702.00,99.71
1701.00,99.71
1700.00,99.71
1699.00,99.70
1698.00,99.71
1697.00,99.71
1696.00,99.70
1695.00,99.70
1694.00,99.71
1693.00,99.70
1692.00,99.70
1691.00,99.69
1690.00,99.69
1689.00,99.69
1688.00,99.69
1687.00,99.69
1686.00,99.70
1685.00,99.69
1684.00,99.68
1683.00,99.67
1682.00,99.66
1681.00,99.66
1680.00,99.65
1679.00,99.65
1678.00,99.65
1677.00,99.64
1676.00,99.63
1675.00,99.63
1674.00,99.63
1673.00,99.62
1672.00,99.62
1671.00,99.62
1670.00,99.61
1669.00,99.60
1668.00,99.59
1667.00,99.59
1666.00,99.59
1665.00,99.59
1664.00,99.59
1663.00,99.58
1662.00,99.58
1661.00,99.57
1660.00,99.56
1659.00,99.55
1658.00,99.55
1657.00,99.54
1656.00,99.53
1655.00,99.53
1654.00,99.52
1653.00,99.49
1652.00,99.45
1651.00,99.43
1650.00,99.41
1649.00,99.38
1648.00,99.34
1647.00,99.32
1646.00,99.31
1645.00,99.31
1644.00,99.32
1643.00,99.34
1642.00,99.36
1641.00,99.37
1640.00,99.38
1639.00,99.38
1638.00,99.39
1637.00,99.39
1636.00,99.39
1635.00,99.40
1634.00,99.40
1633.00,99.40
1632.00,99.40
1631.00,99.40
1630.00,99.40
1629.00,99.41
1628.00,99.41
1627.00,99.41
1626.00,99.42
1625.00,99.43
1624.00,99.43
1623.00,99.44
1622.00,99.44
1621.00,99.45
1620.00,99.45
1619.00,99.45
1618.00,99.47
1617.00,99.47
1616.00,99.47
1615.00,99.47
1614.00,99.47
1613.00,99.47
1612.00,99.47
1611.00,99.47
1610.00,99.47
1609.00,99.47
1608.00,99.46
1607.00,99.47
1606.00,99.47
1605.00,99.47
1604.00,99.47
1603.00,99.46
1602.00,99.46
1601.00,99.46
1600.00,99.45
1599.00,99.45
1598.00,99.45
1597.00,99.44
1596.00,99.43
1595.00,99.42
1594.00,99.42
1593.00,99.41
1592.00,99.40
1591.00,99.40
1590.00,99.40
1589.00,99.39
1588.00,99.37
1587.00,99.37
1586.00,99.36
1585.00,99.35
1584.00,99.34
1583.00,99.34
1582.00,99.34
1581.00,99.33
1580.00,99.32
1579.00,99.32
1578.00,99.34
1577.00,99.35
1576.00,99.35
1575.00,99.36
1574.00,99.37
1573.00,99.37
1572.00,99.38
1571.00,99.39
1570.00,99.41
1569.00,99.41
1568.00,99.41
1567.00,99.42
1566.00,99.43
1565.00,99.43
1564.00,99.42
1563.00,99.42
1562.00,99.43
1561.00,99.43
1560.00,99.43
1559.00,99.43
1558.00,99.43
1557.00,99.42
1556.00,99.41
1555.00,99.40
1554.00,99.40
1553.00,99.39
1552.00,99.38
1551.00,99.37
1550.00,99.37
1549.00,99.36
1548.00,99.34
1547.00,99.33
1546.00,99.32
1545.00,99.30
1544.00,99.27
1543.00,99.26
1542.00,99.27
1541.00,99.27
1540.00,99.27
1539.00,99.29
1538.00,99.30
1537.00,99.31
1536.00,99.30
1535.00,99.31
1534.00,99.33
1533.00,99.34
1532.00,99.33
1531.00,99.33
1530.00,99.33
1529.00,99.33
1528.00,99.33
1527.00,99.33
1526.00,99.34
1525.00,99.33
1524.00,99.32
1523.00,99.32
1522.00,99.33
1521.00,99.32
1520.00,99.30
1519.00,99.29
1518.00,99.30
1517.00,99.28
1516.00,99.25
1515.00,99.24
1514.00,99.24
1513.00,99.22
1512.00,99.20
1511.00,99.19
1510.00,99.20
1509.00,99.18
1508.00,99.14
1507.00,99.11
1506.00,99.09
1505.00,99.05
1504.00,99.01
1503.00,99.00
1502.00,98.99
1501.00,98.96
1500.00,98.91
1499.00,98.88
1498.00,98.87
1497.00,98.83
1496.00,98.76
1495.00,98.72
1494.00,98.71
1493.00,98.67
1492.00,98.59
1491.00,98.54
1490.00,98.49
1489.00,98.40
1488.00,98.27
1487.00,98.17
1486.00,98.08
1485.00,97.93
1484.00,97.72
1483.00,97.47
1482.00,97.14
1481.00,96.63
1480.00,95.94
1479.00,94.89
1478.00,92.96
1477.00,89.45
1476.00,84.15
1475.00,77.82
1474.00,72.11
1473.00,69.50
1472.00,71.07
1471.00,74.67
1470.00,77.80
1469.00,79.75
1468.00,80.68
1467.00,80.52
1466.00,78.61
1465.00,74.63
1464.00,70.03
1463.00,67.22
1462.00,67.36
1461.00,70.25
1460.00,75.00
1459.00,80.44
1458.00,85.38
1457.00,88.92
1456.00,90.94
1455.00,92.03
1454.00,92.79
1453.00,93.50
1452.00,94.16
1451.00,94.68
1450.00,95.05
1449.00,95.36
1448.00,95.64
1447.00,95.83
1446.00,95.95
1445.00,96.07
1444.00,96.19
1443.00,96.29
1442.00,96.38
1441.00,96.47
1440.00,96.59
1439.00,96.69
1438.00,96.78
1437.00,96.92
1436.00,97.09
1435.00,97.22
1434.00,97.34
1433.00,97.47
1432.00,97.65
1431.00,97.82
1430.00,97.98
1429.00,98.14
1428.00,98.29
1427.00,98.41
1426.00,98.49
1425.00,98.59
1424.00,98.69
1423.00,98.76
1422.00,98.80
1421.00,98.85
1420.00,98.91
1419.00,98.96
1418.00,98.98
1417.00,99.01
1416.00,99.05
1415.00,99.07
1414.00,99.08
1413.00,99.10
1412.00,99.13
1411.00,99.15
1410.00,99.15
1409.00,99.16
1408.00,99.18
1407.00,99.19
1406.00,99.19
1405.00,99.20
1404.00,99.21
1403.00,99.22
1402.00,99.21
1401.00,99.22
1400.00,99.24
1399.00,99.24
1398.00,99.24
1397.00,99.24
1396.00,99.26
1395.00,99.26
1394.00,99.24
1393.00,99.25
1392.00,99.25
1391.00,99.25
1390.00,99.24
1389.00,99.23
1388.00,99.22
1387.00,99.21
1386.00,99.18
1385.00,99.16
1384.00,99.13
1383.00,99.09
1382.00,99.03
1381.00,98.97
1380.00,98.91
1379.00,98.85
1378.00,98.79
1377.00,98.75
1376.00,98.71
1375.00,98.64
1374.00,98.54
1373.00,98.43
1372.00,98.33
1371.00,98.24
1370.00,98.17
1369.00,98.13
1368.00,98.13
1367.00,98.16
1366.00,98.20
1365.00,98.26
1364.00,98.33
1363.00,98.39
1362.00,98.44
1361.00,98.48
1360.00,98.51
1359.00,98.53
1358.00,98.53
1357.00,98.52
1356.00,98.51
1355.00,98.49
1354.00,98.47
1353.00,98.46
1352.00,98.47
1351.00,98.48
1350.00,98.51
1349.00,98.54
1348.00,98.59
1347.00,98.63
1346.00,98.67
1345.00,98.71
1344.00,98.75
1343.00,98.79
1342.00,98.82
1341.00,98.85
1340.00,98.89
1339.00,98.92
1338.00,98.95
1337.00,98.99
1336.00,99.03
1335.00,99.06
1334.00,99.08
1333.00,99.10
1332.00,99.12
1331.00,99.12
1330.00,99.12
1329.00,99.12
1328.00,99.11
1327.00,99.10
1326.00,99.09
1325.00,99.08
1324.00,99.07
1323.00,99.06
1322.00,99.04
1321.00,99.03
1320.00,99.01
1319.00,98.98
1318.00,98.95
1317.00,98.92
1316.00,98.90
1315.00,98.88
1314.00,98.85
1313.00,98.82
1312.00,98.80
1311.00,98.77
1310.00,98.75
1309.00,98.73
1308.00,98.73
1307.00,98.72
1306.00,98.72
1305.00,98.72
1304.00,98.72
1303.00,98.73
1302.00,98.73
1301.00,98.74
1300.00,98.75
1299.00,98.76
1298.00,98.77
1297.00,98.79
1296.00,98.82
1295.00,98.85
1294.00,98.88
1293.00,98.90
1292.00,98.93
1291.00,98.96
1290.00,98.98
1289.00,99.00
1288.00,99.02
1287.00,99.04
1286.00,99.05
1285.00,99.06
1284.00,99.07
1283.00,99.09
1282.00,99.09
1281.00,99.10
1280.00,99.11
1279.00,99.11
1278.00,99.12
1277.00,99.12
1276.00,99.14
1275.00,99.14
1274.00,99.14
1273.00,99.15
1272.00,99.16
1271.00,99.16
1270.00,99.17
1269.00,99.17
1268.00,99.19
1267.00,99.20
1266.00,99.21
1265.00,99.21
1264.00,99.22
1263.00,99.23
1262.00,99.23
1261.00,99.25
1260.00,99.26
1259.00,99.27
1258.00,99.28
1257.00,99.30
1256.00,99.32
1255.00,99.34
1254.00,99.35
1253.00,99.37
1252.00,99.38
1251.00,99.40
1250.00,99.41
1249.00,99.43
1248.00,99.45
1247.00,99.47
1246.00,99.49
1245.00,99.51
1244.00,99.53
1243.00,99.55
1242.00,99.56
1241.00,99.57
1240.00,99.58
1239.00,99.58
1238.00,99.58
1237.00,99.58
1236.00,99.59
1235.00,99.59
1234.00,99.59
1233.00,99.58
1232.00,99.58
1231.00,99.58
1230.00,99.57
1229.00,99.58
1228.00,99.59
1227.00,99.59
1226.00,99.58
1225.00,99.58
1224.00,99.58
1223.00,99.58
1222.00,99.57
1221.00,99.57
1220.00,99.57
1219.00,99.57
1218.00,99.56
1217.00,99.55
1216.00,99.55
1215.00,99.55
1214.00,99.54
1213.00,99.54
1212.00,99.54
1211.00,99.52
1210.00,99.51
1209.00,99.50
1208.00,99.51
1207.00,99.51
1206.00,99.51
1205.00,99.51
1204.00,99.51
1203.00,99.51
1202.00,99.50
1201.00,99.49
1200.00,99.49
1199.00,99.49
1198.00,99.48
1197.00,99.48
1196.00,99.49
1195.00,99.49
1194.00,99.48
1193.00,99.47
1192.00,99.47
1191.00,99.46
1190.00,99.45
1189.00,99.45
1188.00,99.46
1187.00,99.46
1186.00,99.45
1185.00,99.45
1184.00,99.45
1183.00,99.44
1182.00,99.43
1181.00,99.41
1180.00,99.40
1179.00,99.38
1178.00,99.36
1177.00,99.35
1176.00,99.36
1175.00,99.37
1174.00,99.38
1173.00,99.39
1172.00,99.39
1171.00,99.39
1170.00,99.38
1169.00,99.38
1168.00,99.38
1167.00,99.38
1166.00,99.38
1165.00,99.38
1164.00,99.38
1163.00,99.38
1162.00,99.37
1161.00,99.37
1160.00,99.38
1159.00,99.38
1158.00,99.38
1157.00,99.38
1156.00,99.39
1155.00,99.39
1154.00,99.39
1153.00,99.38
1152.00,99.38
1151.00,99.38
1150.00,99.38
1149.00,99.38
1148.00,99.40
1147.00,99.40
1146.00,99.40
1145.00,99.40
1144.00,99.40
1143.00,99.40
1142.00,99.39
1141.00,99.39
1140.00,99.39
1139.00,99.39
1138.00,99.39
1137.00,99.39
1136.00,99.39
1135.00,99.38
1134.00,99.37
1133.00,99.36
1132.00,99.36
1131.00,99.36
1130.00,99.36
1129.00,99.36
1128.00,99.36
1127.00,99.36
1126.00,99.36
1125.00,99.36
1124.00,99.36
1123.00,99.37
1122.00,99.36
1121.00,99.36
1120.00,99.36
1119.00,99.36
1118.00,99.36
1117.00,99.36
1116.00,99.37
1115.00,99.37
1114.00,99.36
1113.00,99.36
1112.00,99.36
1111.00,99.36
1110.00,99.36
1109.00,99.36
1108.00,99.36
1107.00,99.36
1106.00,99.35
1105.00,99.35
1104.00,99.36
1103.00,99.36
1102.00,99.36
1101.00,99.36
1100.00,99.36
1099.00,99.36
1098.00,99.35
1097.00,99.34
1096.00,99.33
1095.00,99.32
1094.00,99.30
1093.00,99.29
1092.00,99.28
1091.00,99.26
1090.00,99.25
1089.00,99.23
1088.00,99.23
1087.00,99.22
1086.00,99.20
1085.00,99.19
1084.00,99.19
1083.00,99.18
1082.00,99.18
1081.00,99.18
1080.00,99.18
1079.00,99.18
1078.00,99.18
1077.00,99.19
1076.00,99.20
1075.00,99.22
1074.00,99.23
1073.00,99.24
1072.00,99.27
1071.00,99.28
1070.00,99.29
1069.00,99.29
1068.00,99.29
1067.00,99.28
1066.00,99.27
1065.00,99.27
1064.00,99.28
1063.00,99.29
1062.00,99.29
1061.00,99.29
1060.00,99.30
1059.00,99.31
1058.00,99.32
1057.00,99.33
1056.00,99.34
1055.00,99.33
1054.00,99.32
1053.00,99.30
1052.00,99.30
1051.00,99.30
1050.00,99.31
1049.00,99.33
1048.00,99.37
1047.00,99.39
1046.00,99.40
1045.00,99.41
1044.00,99.42
1043.00,99.42
1042.00,99.43
1041.00,99.43
1040.00,99.44
1039.00,99.45
1038.00,99.45
1037.00,99.45
1036.00,99.45
1035.00,99.46
1034.00,99.45
1033.00,99.46
1032.00,99.46
1031.00,99.46
1030.00,99.46
1029.00,99.46
1028.00,99.46
1027.00,99.47
1026.00,99.47
1025.00,99.47
1024.00,99.47
1023.00,99.47
1022.00,99.47
1021.00,99.47
1020.00,99.48
1019.00,99.49
1018.00,99.49
1017.00,99.50
1016.00,99.51
1015.00,99.51
1014.00,99.51
1013.00,99.51
1012.00,99.51
1011.00,99.51
1010.00,99.50
1009.00,99.49
1008.00,99.49
1007.00,99.50
1006.00,99.50
1005.00,99.51
1004.00,99.52
1003.00,99.53
1002.00,99.52
1001.00,99.53
1000.00,99.53
999.00,99.54
998.00,99.54
997.00,99.53
996.00,99.52
995.00,99.52
994.00,99.51
993.00,99.51
992.00,99.51
991.00,99.51
990.00,99.51
989.00,99.52
988.00,99.53
987.00,99.53
986.00,99.53
985.00,99.53
984.00,99.53
983.00,99.53
982.00,99.53
981.00,99.54
980.00,99.55
979.00,99.56
978.00,99.56
977.00,99.56
976.00,99.57
975.00,99.56
974.00,99.56
973.00,99.55
972.00,99.55
971.00,99.55
970.00,99.54
969.00,99.54
968.00,99.54
967.00,99.54
966.00,99.53
965.00,99.53
964.00,99.53
963.00,99.54
962.00,99.54
961.00,99.54
960.00,99.54
959.00,99.54
958.00,99.54
957.00,99.53
956.00,99.53
955.00,99.53
954.00,99.53
953.00,99.53
952.00,99.54
951.00,99.54
950.00,99.54
949.00,99.54
948.00,99.55
947.00,99.55
946.00,99.55
945.00,99.55
944.00,99.56
943.00,99.56
942.00,99.55
941.00,99.54
940.00,99.54
939.00,99.55
938.00,99.54
937.00,99.53
936.00,99.52
935.00,99.52
934.00,99.52
933.00,99.53
932.00,99.54
931.00,99.56
930.00,99.56
929.00,99.57
928.00,99.57
927.00,99.56
926.00,99.55
925.00,99.55
924.00,99.55
923.00,99.55
922.00,99.55
921.00,99.55
920.00,99.54
919.00,99.54
918.00,99.52
917.00,99.51
916.00,99.50
915.00,99.50
914.00,99.49
913.00,99.47
912.00,99.46
911.00,99.43
910.00,99.41
909.00,99.39
908.00,99.40
907.00,99.41
906.00,99.43
905.00,99.45
904.00,99.46
903.00,99.48
902.00,99.48
