Created as New Dataset,PET amorphous
cm-1,%T
2461.00,96.54
2460.00,96.53
2459.00,96.52
2458.00,96.51
2457.00,96.50
2456.00,96.50
2455.00,96.49
2454.00,96.50
2453.00,96.50
2452.00,96.51
2451.00,96.51
2450.00,96.51
2449.00,96.51
2448.00,96.51
2447.00,96.52
2446.00,96.52
2445.00,96.53
2444.00,96.53
2443.00,96.52
2442.00,96.52
2441.00,96.52
2440.00,96.52
2439.00,96.52
2438.00,96.53
2437.00,96.53
2436.00,96.53
2435.00,96.53
2434.00,96.53
2433.00,96.53
2432.00,96.53
2431.00,96.52
2430.00,96.52
2429.00,96.52
2428.00,96.51
2427.00,96.50
2426.00,96.50
2425.00,96.49
2424.00,96.49
2423.00,96.49
2422.00,96.49
2421.00,96.49
2420.00,96.48
2419.00,96.48
2418.00,96.48
2417.00,96.47
2416.00,96.47
2415.00,96.47
2414.00,96.47
2413.00,96.47
2412.00,96.46
2411.00,96.45
2410.00,96.44
2409.00,96.44
2408.00,96.44
2407.00,96.45
2406.00,96.46
2405.00,96.46
2404.00,96.46
2403.00,96.46
2402.00,96.46
2401.00,96.46
2400.00,96.45
2399.00,96.45
2398.00,96.45
2397.00,96.44
2396.00,96.44
2395.00,96.44
2394.00,96.44
2393.00,96.44
2392.00,96.45
2391.00,96.45
2390.00,96.45
2389.00,96.45
2388.00,96.45
2387.00,96.45
2386.00,96.46
2385.00,96.47
2384.00,96.47
2383.00,96.48
2382.00,96.50
2381.00,96.51
2380.00,96.52
2379.00,96.54
2378.00,96.56
2377.00,96.56
2376.00,96.56
2375.00,96.56
2374.00,96.56
2373.00,96.57
2372.00,96.57
2371.00,96.57
2370.00,96.58
2369.00,96.59
2368.00,96.60
2367.00,96.61
2366.00,96.62
2365.00,96.61
2364.00,96.60
2363.00,96.59
2362.00,96.58
2361.00,96.58
2360.00,96.59
2359.00,96.60
2358.00,96.61
2357.00,96.62
2356.00,96.62
2355.00,96.62
2354.00,96.62
2353.00,96.62
2352.00,96.63
2351.00,96.63
2350.00,96.62
2349.00,96.63
2348.00,96.64
2347.00,96.66
2346.00,96.67
2345.00,96.66
2344.00,96.64
2343.00,96.62
2342.00,96.61
2341.00,96.60
2340.00,96.59
2339.00,96.58
2338.00,96.58
2337.00,96.58
2336.00,96.58
2335.00,96.58
2334.00,96.59
2333.00,96.61
2332.00,96.61
2331.00,96.62
2330.00,96.62
2329.00,96.61
2328.00,96.58
2327.00,96.53
2326.00,96.46
2325.00,96.39
2324.00,96.33
2323.00,96.32
2322.00,96.34
2321.00,96.36
2320.00,96.38
2319.00,96.40
2318.00,96.42
2317.00,96.44
2316.00,96.46
2315.00,96.47
2314.00,96.48
2313.00,96.48
2312.00,96.48
2311.00,96.48
2310.00,96.48
2309.00,96.48
2308.00,96.48
2307.00,96.48
2306.00,96.47
2305.00,96.46
2304.00,96.45
2303.00,96.44
2302.00,96.42
2301.00,96.40
2300.00,96.38
2299.00,96.36
2298.00,96.34
2297.00,96.32
2296.00,96.30
2295.00,96.28
2294.00,96.26
2293.00,96.23
2292.00,96.20
2291.00,96.17
2290.00,96.14
2289.00,96.11
2288.00,96.09
2287.00,96.07
2286.00,96.05
2285.00,96.05
2284.00,96.06
2283.00,96.07
2282.00,96.08
2281.00,96.10
2280.00,96.12
2279.00,96.13
2278.00,96.14
2277.00,96.15
2276.00,96.16
2275.00,96.16
2274.00,96.17
2273.00,96.17
2272.00,96.18
2271.00,96.18
2270.00,96.18
2269.00,96.18
2268.00,96.18
2267.00,96.19
2266.00,96.20
2265.00,96.20
2264.00,96.20
2263.00,96.20
2262.00,96.19
2261.00,96.19
2260.00,96.18
2259.00,96.18
2258.00,96.17
2257.00,96.17
2256.00,96.17
2255.00,96.19
2254.00,96.21
2253.00,96.22
2252.00,96.23
2251.00,96.22
2250.00,96.22
2249.00,96.21
2248.00,96.21
2247.00,96.21
2246.00,96.21
2245.00,96.21
2244.00,96.21
2243.00,96.21
2242.00,96.20
2241.00,96.19
2240.00,96.18
2239.00,96.18
2238.00,96.19
2237.00,96.20
2236.00,96.21
2235.00,96.21
2234.00,96.22
2233.00,96.23
2232.00,96.23
2231.00,96.23
2230.00,96.22
2229.00,96.23
2228.00,96.23
2227.00,96.23
2226.00,96.23
2225.00,96.23
2224.00,96.23
2223.00,96.23
2222.00,96.23
2221.00,96.24
2220.00,96.24
2219.00,96.25
2218.00,96.26
2217.00,96.26
2216.00,96.26
2215.00,96.26
2214.00,96.25
2213.00,96.25
2212.00,96.25
2211.00,96.26
2210.00,96.26
2209.00,96.25
2208.00,96.25
2207.00,96.24
2206.00,96.24
2205.00,96.25
2204.00,96.27
2203.00,96.27
2202.00,96.27
2201.00,96.27
2200.00,96.26
2199.00,96.26
2198.00,96.26
2197.00,96.26
2196.00,96.25
2195.00,96.24
2194.00,96.23
2193.00,96.23
2192.00,96.22
2191.00,96.21
2190.00,96.19
2189.00,96.17
2188.00,96.16
2187.00,96.14
2186.00,96.14
2185.00,96.14
2184.00,96.16
2183.00,96.20
2182.00,96.24
2181.00,96.27
2180.00,96.27
2179.00,96.26
2178.00,96.26
2177.00,96.27
2176.00,96.29
2175.00,96.31
2174.00,96.31
2173.00,96.29
2172.00,96.24
2171.00,96.17
2170.00,96.10
2169.00,96.04
2168.00,95.98
2167.00,95.94
2166.00,95.91
2165.00,95.89
2164.00,95.85
2163.00,95.80
2162.00,95.76
2161.00,95.81
2160.00,95.98
2159.00,96.25
2158.00,96.52
2157.00,96.70
2156.00,96.76
2155.00,96.73
2154.00,96.68
2153.00,96.64
2152.00,96.59
2151.00,96.55
2150.00,96.52
2149.00,96.51
2148.00,96.50
2147.00,96.51
2146.00,96.53
2145.00,96.53
2144.00,96.53
2143.00,96.52
2142.00,96.51
2141.00,96.50
2140.00,96.50
2139.00,96.50
2138.00,96.51
2137.00,96.52
2136.00,96.55
2135.00,96.60
2134.00,96.65
2133.00,96.68
2132.00,96.67
2131.00,96.64
2130.00,96.60
2129.00,96.56
2128.00,96.52
2127.00,96.48
2126.00,96.45
2125.00,96.43
2124.00,96.41
2123.00,96.39
2122.00,96.37
2121.00,96.35
2120.00,96.32
2119.00,96.30
2118.00,96.27
2117.00,96.25
2116.00,96.22
2115.00,96.19
2114.00,96.16
2113.00,96.14
2112.00,96.14
2111.00,96.13
2110.00,96.14
2109.00,96.14
2108.00,96.15
2107.00,96.15
2106.00,96.16
2105.00,96.16
2104.00,96.16
2103.00,96.16
2102.00,96.16
2101.00,96.15
2100.00,96.15
2099.00,96.15
2098.00,96.16
2097.00,96.19
2096.00,96.23
2095.00,96.27
2094.00,96.29
2093.00,96.30
2092.00,96.29
2091.00,96.28
2090.00,96.27
2089.00,96.26
2088.00,96.24
2087.00,96.23
2086.00,96.22
2085.00,96.22
2084.00,96.21
2083.00,96.20
2082.00,96.20
2081.00,96.20
2080.00,96.20
2079.00,96.22
2078.00,96.23
2077.00,96.25
2076.00,96.25
2075.00,96.25
2074.00,96.25
2073.00,96.25
2072.00,96.25
2071.00,96.26
2070.00,96.28
2069.00,96.30
2068.00,96.32
2067.00,96.34
2066.00,96.35
2065.00,96.36
2064.00,96.37
2063.00,96.38
2062.00,96.39
2061.00,96.40
2060.00,96.41
2059.00,96.41
2058.00,96.41
2057.00,96.40
2056.00,96.40
2055.00,96.40
2054.00,96.40
2053.00,96.35
2052.00,96.28
2051.00,96.21
2050.00,96.19
2049.00,96.22
2048.00,96.28
2047.00,96.33
2046.00,96.36
2045.00,96.38
2044.00,96.39
2043.00,96.39
2042.00,96.38
2041.00,96.37
2040.00,96.35
2039.00,96.34
2038.00,96.33
2037.00,96.33
2036.00,96.34
2035.00,96.36
2034.00,96.40
2033.00,96.43
2032.00,96.45
2031.00,96.47
2030.00,96.48
2029.00,96.50
2028.00,96.51
2027.00,96.52
2026.00,96.53
2025.00,96.54
2024.00,96.53
2023.00,96.53
2022.00,96.53
2021.00,96.53
2020.00,96.52
2019.00,96.51
2018.00,96.50
2017.00,96.49
2016.00,96.48
2015.00,96.47
2014.00,96.47
2013.00,96.48
2012.00,96.48
2011.00,96.47
2010.00,96.47
2009.00,96.47
2008.00,96.50
2007.00,96.54
2006.00,96.59
2005.00,96.61
2004.00,96.60
2003.00,96.57
2002.00,96.54
2001.00,96.51
2000.00,96.48
1999.00,96.44
1998.00,96.40
1997.00,96.38
1996.00,96.36
1995.00,96.34
1994.00,96.33
1993.00,96.32
1992.00,96.31
1991.00,96.29
1990.00,96.26
1989.00,96.23
1988.00,96.21
1987.00,96.18
1986.00,96.15
1985.00,96.11
1984.00,96.07
1983.00,96.02
1982.00,95.95
1981.00,95.89
1980.00,95.86
1979.00,95.87
1978.00,95.96
1977.00,96.06
1976.00,96.15
1975.00,96.19
1974.00,96.20
1973.00,96.18
1972.00,96.15
1971.00,96.11
1970.00,96.09
1969.00,96.10
1968.00,96.09
1967.00,96.08
1966.00,96.05
1965.00,96.02
1964.00,95.98
1963.00,95.95
1962.00,95.93
1961.00,95.94
1960.00,95.95
1959.00,95.98
1958.00,96.00
1957.00,96.01
1956.00,96.00
1955.00,95.99
1954.00,95.98
1953.00,95.98
1952.00,95.99
1951.00,95.99
1950.00,96.00
1949.00,96.02
1948.00,96.05
1947.00,96.08
1946.00,96.11
1945.00,96.16
1944.00,96.19
1943.00,96.23
1942.00,96.27
1941.00,96.30
1940.00,96.32
1939.00,96.34
1938.00,96.38
1937.00,96.41
1936.00,96.44
1935.00,96.46
1934.00,96.49
1933.00,96.52
1932.00,96.55
1931.00,96.58
1930.00,96.61
1929.00,96.63
1928.00,96.65
1927.00,96.66
1926.00,96.68
1925.00,96.71
1924.00,96.74
1923.00,96.77
1922.00,96.78
1921.00,96.77
1920.00,96.76
1919.00,96.75
1918.00,96.75
1917.00,96.78
1916.00,96.80
1915.00,96.81
1914.00,96.83
1913.00,96.84
1912.00,96.86
1911.00,96.87
1910.00,96.89
1909.00,96.91
1908.00,96.92
1907.00,96.93
1906.00,96.94
1905.00,96.95
1904.00,96.96
1903.00,96.97
1902.00,96.98
1901.00,96.99
1900.00,96.99
1899.00,97.00
1898.00,97.01
1897.00,97.02
1896.00,97.04
1895.00,97.05
1894.00,97.06
1893.00,97.06
1892.00,97.06
1891.00,97.07
1890.00,97.08
1889.00,97.10
1888.00,97.10
1887.00,97.11
1886.00,97.12
1885.00,97.13
1884.00,97.14
1883.00,97.14
1882.00,97.14
1881.00,97.14
1880.00,97.14
1879.00,97.15
1878.00,97.16
1877.00,97.17
1876.00,97.17
1875.00,97.17
1874.00,97.17
1873.00,97.18
1872.00,97.19
1871.00,97.18
1870.00,97.18
1869.00,97.19
1868.00,97.21
1867.00,97.22
1866.00,97.21
1865.00,97.20
1864.00,97.19
1863.00,97.18
1862.00,97.17
1861.00,97.17
1860.00,97.17
1859.00,97.17
1858.00,97.16
1857.00,97.15
1856.00,97.14
1855.00,97.12
1854.00,97.11
1853.00,97.09
1852.00,97.08
1851.00,97.06
1850.00,97.06
1849.00,97.05
1848.00,97.04
1847.00,97.02
1846.00,96.99
1845.00,96.96
1844.00,96.93
1843.00,96.93
1842.00,96.93
1841.00,96.92
1840.00,96.90
1839.00,96.87
1838.00,96.85
1837.00,96.83
1836.00,96.81
1835.00,96.79
1834.00,96.77
1833.00,96.75
1832.00,96.73
1831.00,96.71
1830.00,96.69
1829.00,96.69
1828.00,96.69
1827.00,96.68
1826.00,96.67
1825.00,96.66
1824.00,96.66
1823.00,96.66
1822.00,96.66
1821.00,96.66
1820.00,96.67
1819.00,96.69
1818.00,96.72
1817.00,96.75
1816.00,96.76
1815.00,96.76
1814.00,96.76
1813.00,96.76
1812.00,96.76
1811.00,96.77
1810.00,96.77
1809.00,96.78
1808.00,96.78
1807.00,96.78
1806.00,96.79
1805.00,96.80
1804.00,96.81
1803.00,96.82
1802.00,96.83
1801.00,96.83
1800.00,96.84
1799.00,96.84
1798.00,96.84
1797.00,96.86
1796.00,96.87
1795.00,96.86
1794.00,96.85
1793.00,96.84
1792.00,96.84
1791.00,96.85
1790.00,96.86
1789.00,96.87
1788.00,96.86
1787.00,96.85
1786.00,96.85
1785.00,96.85
1784.00,96.86
1783.00,96.85
1782.00,96.84
1781.00,96.85
1780.00,96.85
1779.00,96.84
1778.00,96.83
1777.00,96.83
1776.00,96.83
1775.00,96.81
1774.00,96.79
1773.00,96.76
1772.00,96.74
1771.00,96.71
1770.00,96.68
1769.00,96.66
1768.00,96.63
1767.00,96.58
1766.00,96.54
1765.00,96.49
1764.00,96.44
1763.00,96.35
1762.00,96.26
1761.00,96.19
1760.00,96.12
1759.00,96.02
1758.00,95.88
1757.00,95.71
1756.00,95.51
1755.00,95.30
1754.00,95.06
1753.00,94.78
1752.00,94.41
1751.00,93.91
1750.00,93.30
1749.00,92.61
1748.00,91.81
1747.00,90.90
1746.00,89.90
1745.00,88.77
1744.00,87.50
1743.00,86.13
1742.00,84.68
1741.00,83.09
1740.00,81.35
1739.00,79.64
1738.00,78.19
1737.00,76.94
1736.00,75.58
1735.00,73.76
1734.00,71.63
1733.00,69.81
1732.00,68.38
1731.00,66.99
1730.00,65.48
1729.00,63.95
1728.00,62.48
1727.00,61.07
1726.00,59.65
1725.00,58.22
1724.00,56.77
1723.00,55.34
1722.00,54.01
1721.00,52.81
1720.00,51.62
1719.00,50.22
1718.00,48.62
1717.00,47.21
1716.00,46.18
1715.00,45.39
1714.00,44.82
1713.00,44.63
1712.00,44.80
1711.00,45.26
1710.00,45.99
1709.00,47.05
1708.00,48.44
1707.00,50.18
1706.00,52.29
1705.00,54.52
1704.00,56.46
1703.00,58.05
1702.00,59.70
1701.00,61.96
1700.00,64.51
1699.00,66.44
1698.00,67.77
1697.00,69.06
1696.00,70.55
1695.00,71.94
1694.00,72.99
1693.00,73.79
1692.00,74.53
1691.00,75.29
1690.00,76.05
1689.00,76.72
1688.00,77.26
1687.00,77.69
1686.00,78.08
1685.00,78.53
1684.00,79.06
1683.00,79.53
1682.00,79.95
1681.00,80.40
1680.00,80.88
1679.00,81.35
1678.00,81.77
1677.00,82.19
1676.00,82.66
1675.00,83.16
1674.00,83.61
1673.00,83.98
1672.00,84.32
1671.00,84.69
1670.00,85.10
1669.00,85.54
1668.00,85.95
1667.00,86.29
1666.00,86.60
1665.00,86.89
1664.00,87.22
1663.00,87.58
1662.00,87.93
1661.00,88.23
1660.00,88.49
1659.00,88.73
1658.00,88.94
1657.00,89.12
1656.00,89.28
1655.00,89.44
1654.00,89.65
1653.00,89.91
1652.00,90.14
1651.00,90.29
1650.00,90.37
1649.00,90.44
1648.00,90.56
1647.00,90.72
1646.00,90.86
1645.00,90.97
1644.00,91.08
1643.00,91.17
1642.00,91.26
1641.00,91.34
1640.00,91.42
1639.00,91.50
1638.00,91.56
1637.00,91.63
1636.00,91.72
1635.00,91.80
1634.00,91.87
1633.00,91.95
1632.00,92.02
1631.00,92.09
1630.00,92.15
1629.00,92.21
1628.00,92.28
1627.00,92.35
1626.00,92.40
1625.00,92.43
1624.00,92.46
1623.00,92.50
1622.00,92.51
1621.00,92.51
1620.00,92.47
1619.00,92.40
1618.00,92.28
1617.00,92.12
1616.00,91.98
1615.00,91.91
1614.00,91.90
1613.00,91.94
1612.00,92.01
1611.00,92.13
1610.00,92.27
1609.00,92.44
1608.00,92.61
1607.00,92.77
1606.00,92.93
1605.00,93.08
1604.00,93.22
1603.00,93.36
1602.00,93.48
1601.00,93.59
1600.00,93.69
1599.00,93.78
1598.00,93.86
1597.00,93.93
1596.00,93.98
1595.00,94.02
1594.00,94.04
1593.00,94.04
1592.00,94.02
1591.00,94.00
1590.00,93.96
1589.00,93.89
1588.00,93.79
1587.00,93.65
1586.00,93.45
1585.00,93.17
1584.00,92.84
1583.00,92.45
1582.00,92.05
1581.00,91.70
1580.00,91.43
1579.00,91.28
1578.00,91.29
1577.00,91.50
1576.00,91.86
1575.00,92.24
1574.00,92.55
1573.00,92.80
1572.00,93.02
1571.00,93.25
1570.00,93.50
1569.00,93.74
1568.00,93.92
1567.00,94.05
1566.00,94.15
1565.00,94.25
1564.00,94.33
1563.00,94.41
1562.00,94.45
1561.00,94.47
1560.00,94.50
1559.00,94.58
1558.00,94.65
1557.00,94.70
1556.00,94.76
1555.00,94.80
1554.00,94.84
1553.00,94.88
1552.00,94.92
1551.00,94.96
1550.00,94.99
1549.00,95.02
1548.00,95.03
1547.00,95.04
1546.00,95.06
1545.00,95.09
1544.00,95.12
1543.00,95.14
1542.00,95.14
1541.00,95.14
1540.00,95.16
1539.00,95.18
1538.00,95.18
1537.00,95.16
1536.00,95.12
1535.00,95.06
1534.00,95.00
1533.00,94.95
1532.00,94.92
1531.00,94.90
1530.00,94.87
1529.00,94.84
1528.00,94.81
1527.00,94.80
1526.00,94.80
1525.00,94.80
1524.00,94.82
1523.00,94.85
1522.00,94.90
1521.00,94.96
1520.00,95.00
1519.00,95.02
1518.00,95.02
1517.00,95.00
1516.00,94.97
1515.00,94.91
1514.00,94.78
1513.00,94.58
1512.00,94.29
1511.00,93.91
1510.00,93.42
1509.00,92.73
1508.00,91.70
1507.00,90.47
1506.00,89.65
1505.00,89.57
1504.00,90.00
1503.00,90.68
1502.00,91.48
1501.00,92.31
1500.00,93.06
1499.00,93.70
1498.00,94.22
1497.00,94.63
1496.00,94.91
1495.00,95.10
1494.00,95.20
1493.00,95.23
1492.00,95.22
1491.00,95.20
1490.00,95.18
1489.00,95.10
1488.00,94.97
1487.00,94.81
1486.00,94.64
1485.00,94.47
1484.00,94.28
1483.00,94.08
1482.00,93.87
1481.00,93.64
1480.00,93.42
1479.00,93.20
1478.00,92.99
1477.00,92.75
1476.00,92.49
1475.00,92.23
1474.00,91.93
1473.00,91.60
1472.00,91.37
1471.00,91.31
1470.00,91.39
1469.00,91.54
1468.00,91.68
1467.00,91.76
1466.00,91.77
1465.00,91.68
1464.00,91.55
1463.00,91.40
1462.00,91.24
1461.00,91.07
1460.00,90.89
1459.00,90.71
1458.00,90.51
1457.00,90.31
1456.00,90.17
1455.00,90.11
1454.00,90.08
1453.00,90.09
1452.00,90.13
1451.00,90.20
1450.00,90.29
1449.00,90.38
1448.00,90.49
1447.00,90.60
1446.00,90.69
1445.00,90.77
1444.00,90.83
1443.00,90.90
1442.00,90.97
1441.00,91.05
1440.00,91.14
1439.00,91.26
1438.00,91.44
1437.00,91.70
1436.00,92.03
1435.00,92.35
1434.00,92.64
1433.00,92.91
1432.00,93.19
1431.00,93.47
1430.00,93.73
1429.00,93.95
1428.00,94.11
1427.00,94.21
1426.00,94.26
1425.00,94.25
1424.00,94.19
1423.00,94.05
1422.00,93.84
1421.00,93.51
1420.00,92.95
1419.00,92.11
1418.00,91.05
1417.00,89.81
1416.00,88.36
1415.00,86.66
1414.00,84.75
1413.00,82.72
1412.00,80.76
1411.00,79.13
1410.00,78.06
1409.00,77.60
1408.00,77.76
1407.00,78.51
1406.00,79.74
1405.00,81.23
1404.00,82.72
1403.00,84.02
1402.00,85.10
1401.00,86.04
1400.00,86.91
1399.00,87.71
1398.00,88.37
1397.00,88.86
1396.00,89.26
1395.00,89.60
1394.00,89.88
1393.00,90.09
1392.00,90.23
1391.00,90.34
1390.00,90.42
1389.00,90.49
1388.00,90.56
1387.00,90.61
1386.00,90.66
1385.00,90.69
1384.00,90.70
1383.00,90.70
1382.00,90.69
1381.00,90.66
1380.00,90.59
1379.00,90.49
1378.00,90.37
1377.00,90.22
1376.00,90.06
1375.00,89.89
1374.00,89.72
1373.00,89.58
1372.00,89.48
1371.00,89.46
1370.00,89.53
1369.00,89.70
1368.00,89.97
1367.00,90.30
1366.00,90.68
1365.00,91.08
1364.00,91.50
1363.00,91.91
1362.00,92.25
1361.00,92.48
1360.00,92.61
1359.00,92.67
1358.00,92.68
1357.00,92.63
1356.00,92.52
1355.00,92.34
1354.00,92.07
1353.00,91.70
1352.00,91.21
1351.00,90.56
1350.00,89.74
1349.00,88.70
1348.00,87.46
1347.00,86.04
1346.00,84.47
1345.00,82.83
1344.00,81.25
1343.00,79.84
1342.00,78.72
1341.00,78.00
1340.00,77.76
1339.00,78.09
1338.00,78.93
1337.00,80.18
1336.00,81.72
1335.00,83.41
1334.00,85.12
1333.00,86.73
1332.00,88.14
1331.00,89.30
1330.00,90.18
1329.00,90.81
1328.00,91.23
1327.00,91.49
1326.00,91.61
1325.00,91.62
1324.00,91.56
1323.00,91.45
1322.00,91.30
1321.00,91.12
1320.00,90.92
1319.00,90.69
1318.00,90.44
1317.00,90.17
1316.00,89.89
1315.00,89.58
1314.00,89.26
1313.00,88.90
1312.00,88.52
1311.00,88.12
1310.00,87.71
1309.00,87.30
1308.00,86.89
1307.00,86.49
1306.00,86.08
1305.00,85.68
1304.00,85.24
1303.00,84.76
1302.00,84.21
1301.00,83.58
1300.00,82.86
1299.00,82.07
1298.00,81.23
1297.00,80.35
1296.00,79.45
1295.00,78.55
1294.00,77.66
1293.00,76.79
1292.00,75.93
1291.00,75.09
1290.00,74.28
1289.00,73.48
1288.00,72.70
1287.00,71.93
1286.00,71.19
1285.00,70.47
1284.00,69.75
1283.00,69.06
1282.00,68.40
1281.00,67.75
1280.00,67.10
1279.00,66.48
1278.00,65.87
1277.00,65.24
1276.00,64.59
1275.00,63.93
1274.00,63.24
1273.00,62.49
1272.00,61.69
1271.00,60.84
1270.00,59.95
1269.00,59.03
1268.00,58.08
1267.00,57.13
1266.00,56.22
1265.00,55.33
1264.00,54.48
1263.00,53.71
1262.00,53.03
1261.00,52.42
1260.00,51.89
1259.00,51.44
1258.00,51.08
1257.00,50.74
1256.00,50.40
1255.00,50.06
1254.00,49.69
1253.00,49.27
1252.00,48.77
1251.00,48.23
1250.00,47.65
1249.00,47.02
1248.00,46.33
1247.00,45.63
1246.00,44.95
1245.00,44.26
1244.00,43.58
1243.00,42.97
1242.00,42.46
1241.00,42.03
1240.00,41.72
1239.00,41.57
1238.00,41.60
1237.00,41.79
1236.00,42.14
1235.00,42.67
1234.00,43.37
1233.00,44.18
1232.00,45.07
1231.00,46.06
1230.00,47.12
1229.00,48.20
1228.00,49.28
1227.00,50.38
1226.00,51.51
1225.00,52.64
1224.00,53.76
1223.00,54.92
1222.00,56.12
1221.00,57.35
1220.00,58.58
1219.00,59.84
1218.00,61.10
1217.00,62.33
1216.00,63.51
1215.00,64.65
1214.00,65.75
1213.00,66.79
1212.00,67.78
1211.00,68.73
1210.00,69.64
1209.00,70.51
1208.00,71.36
1207.00,72.18
1206.00,72.98
1205.00,73.76
1204.00,74.51
1203.00,75.25
1202.00,75.97
1201.00,76.67
1200.00,77.35
1199.00,78.02
1198.00,78.67
1197.00,79.30
1196.00,79.91
1195.00,80.50
1194.00,81.05
1193.00,81.58
1192.00,82.07
1191.00,82.51
1190.00,82.92
1189.00,83.28
1188.00,83.60
1187.00,83.86
1186.00,84.06
1185.00,84.20
1184.00,84.27
1183.00,84.29
1182.00,84.25
1181.00,84.15
1180.00,84.02
1179.00,83.88
1178.00,83.75
1177.00,83.65
1176.00,83.61
1175.00,83.65
1174.00,83.78
1173.00,84.02
1172.00,84.36
1171.00,84.79
1170.00,85.29
1169.00,85.81
1168.00,86.30
1167.00,86.75
1166.00,87.12
1165.00,87.40
1164.00,87.60
1163.00,87.74
1162.00,87.81
1161.00,87.84
1160.00,87.82
1159.00,87.77
1158.00,87.67
1157.00,87.52
1156.00,87.33
1155.00,87.08
1154.00,86.79
1153.00,86.44
1152.00,86.04
1151.00,85.60
1150.00,85.12
1149.00,84.60
1148.00,84.04
1147.00,83.43
1146.00,82.77
1145.00,82.05
1144.00,81.28
1143.00,80.44
1142.00,79.53
1141.00,78.55
1140.00,77.50
1139.00,76.38
1138.00,75.20
1137.00,73.95
1136.00,72.64
1135.00,71.32
1134.00,70.01
1133.00,68.72
1132.00,67.49
1131.00,66.33
1130.00,65.25
1129.00,64.22
1128.00,63.24
1127.00,62.32
1126.00,61.44
1125.00,60.59
1124.00,59.75
1123.00,58.95
1122.00,58.22
1121.00,57.55
1120.00,56.98
1119.00,56.54
1118.00,56.24
1117.00,56.08
1116.00,56.03
1115.00,56.08
1114.00,56.18
1113.00,56.27
1112.00,56.28
1111.00,56.19
1110.00,55.94
1109.00,55.49
1108.00,54.82
1107.00,53.98
1106.00,53.04
1105.00,52.03
1104.00,50.98
1103.00,49.97
1102.00,49.01
1101.00,48.12
1100.00,47.29
1099.00,46.57
1098.00,45.97
1097.00,45.46
1096.00,45.04
1095.00,44.75
1094.00,44.58
1093.00,44.50
1092.00,44.51
1091.00,44.61
1090.00,44.79
1089.00,45.01
1088.00,45.28
1087.00,45.61
1086.00,46.01
1085.00,46.47
1084.00,46.99
1083.00,47.61
1082.00,48.34
1081.00,49.17
1080.00,50.10
1079.00,51.15
1078.00,52.29
1077.00,53.49
1076.00,54.72
1075.00,55.98
1074.00,57.25
1073.00,58.48
1072.00,59.66
1071.00,60.80
1070.00,61.91
1069.00,62.94
1068.00,63.91
1067.00,64.83
1066.00,65.70
1065.00,66.50
1064.00,67.25
1063.00,67.95
1062.00,68.62
1061.00,69.21
1060.00,69.73
1059.00,70.19
1058.00,70.57
1057.00,70.87
1056.00,71.10
1055.00,71.28
1054.00,71.39
1053.00,71.45
1052.00,71.45
1051.00,71.41
1050.00,71.36
1049.00,71.27
1048.00,71.18
1047.00,71.10
1046.00,71.05
1045.00,71.02
1044.00,71.03
1043.00,71.10
1042.00,71.23
1041.00,71.41
1040.00,71.64
1039.00,71.91
1038.00,72.22
1037.00,72.55
1036.00,72.89
1035.00,73.25
1034.00,73.62
1033.00,73.97
1032.00,74.29
1031.00,74.53
1030.00,74.60
1029.00,74.36
1028.00,73.68
1027.00,72.49
1026.00,70.84
1025.00,68.89
1024.00,66.83
1023.00,64.77
1022.00,62.73
1021.00,60.66
1020.00,58.60
1019.00,56.75
1018.00,55.36
1017.00,54.70
1016.00,54.96
1015.00,56.14
1014.00,58.04
1013.00,60.32
1012.00,62.63
1011.00,64.77
1010.00,66.63
1009.00,68.20
1008.00,69.53
1007.00,70.66
1006.00,71.62
1005.00,72.41
1004.00,73.08
1003.00,73.66
1002.00,74.17
1001.00,74.64
1000.00,75.07
999.00,75.47
998.00,75.84
997.00,76.15
996.00,76.43
995.00,76.67
994.00,76.87
993.00,77.03
992.00,77.15
991.00,77.24
990.00,77.32
989.00,77.39
988.00,77.45
987.00,77.51
986.00,77.57
985.00,77.60
984.00,77.59
983.00,77.53
982.00,77.41
981.00,77.22
980.00,76.95
979.00,76.61
978.00,76.21
977.00,75.75
976.00,75.26
975.00,74.79
974.00,74.36
973.00,74.03
972.00,73.81
971.00,73.74
970.00,73.81
969.00,74.00
968.00,74.27
967.00,74.62
966.00,75.02
965.00,75.43
964.00,75.86
963.00,76.29
962.00,76.72
961.00,77.13
960.00,77.53
959.00,77.91
958.00,78.28
957.00,78.62
956.00,78.94
955.00,79.24
954.00,79.52
953.00,79.78
952.00,80.03
951.00,80.27
950.00,80.49
949.00,80.69
948.00,80.87
947.00,81.05
946.00,81.22
945.00,81.38
944.00,81.53
943.00,81.67
942.00,81.82
941.00,81.95
940.00,82.08
939.00,82.20
938.00,82.31
937.00,82.41
936.00,82.50
935.00,82.60
934.00,82.71
933.00,82.82
932.00,82.93
931.00,83.04
930.00,83.15
929.00,83.24
928.00,83.34
927.00,83.45
926.00,83.57
925.00,83.67
924.00,83.78
923.00,83.87
922.00,83.96
921.00,84.04
920.00,84.11
919.00,84.17
918.00,84.22
917.00,84.25
916.00,84.26
915.00,84.25
914.00,84.22
913.00,84.17
912.00,84.10
911.00,83.99
910.00,83.84
909.00,83.66
908.00,83.45
907.00,83.21
906.00,82.97
905.00,82.72
904.00,82.47
903.00,82.25
902.00,82.06
901.00,81.89
900.00,81.76
899.00,81.68
898.00,81.64
