"sample_name","sample_name_old","spectrum_type","organization","spectrum_identity","spectrumid","librarytype","owner","instrument_mode","other_info","intensity_units","rruffid","ideal_chemistry","locality","source","status","url","measured_chemistry","jcamp-dx","yfactor","deltax","instrument_used","material_color","citation","brand","item","location","width","depth","particle_massmg","tgoc","tmoc","onset","enthalpyj_g","qa_qc","framework","abbreviation","spectral_resolution","instrument_accessories","wavenumber_range","user_name","region","campaign","state","treatment","analysis","exposure_days","polymer_id","file_legacy","locationdescription","country","lat","lon","spec_hash","x_unit","y_unit","product_id","supplier","specifications","pin_id","orientation","license","replicate","longest_dimension","samples","lines","bands","header_offset","data_type","interleave","pixel_size","otherinfo","source_class","source_number","batch","form_factor","dye_type","dye_color","visual_inspected_color","finish","catalogue_id","lot_number","pressure","temperature","sample_id","ci_raw_hcmr","ci_fillpeaks_hcmr","ci_modpolyfit_hcmr","ci_normalization_hcmr","polymer_hit_1_hcmr","percentage_hit_1_hcmr","condition","plastic_origin","place","length_mm","shape","polymer_hit_3_labs","ci_raw_cnr","ci_fillpeaks_cnr","ci_modpolyfit_cnr","ci_normalization_cnr","polymer_hit_1_cnr","percentage_hit_1_cnr","micro_macro","material_form","width_mm","material_producer","number_of_accumulations","time","ratio_against_background","truncated","elementmultiply_or_elementdivide","collection_length","sample_gain","number_of_background_scans","background_gain","sample_spacing","resolution_points","number_of_fft_points","apodization","bench_serial_number","subtraction_or_addition","baseline_correction","perctransmittance_absorbance","sponsor","ci_raw_vliz","ci_fillpeak_vliz","ci_modpolyfit_vliz","ci_norm_vliz","polymer_hit_1_vliz","percentage_hit_1_vliz","grating","hole_sizenm","slitum","filterperc","delays","date","molform","aperture","beamsplitter","detectordiadetport_in_sphere","sphere_diameter","acquisition_mode","scanner_speed","phase_resolution","phase_correction","zerofilling","wavenumber_accuracy","low_pass_filter","switch_gain_on","mw","contact_info","cas_number","material_quality","laser_light_used","total_acquisition_time_s","data_processing_proceedure","level_of_confidence_in_identification","smoother","density","material_class","plastic_or_not","material_class_specific"
"5cf8ea0dc19c2282ee7b8438bb0072bb","5cf8ea0dc19c2282ee7b8438bb0072bb","ftir","aline carvalho","polystyrene","polystyrene_343_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"b89d90d3f71c3908a99e0877a8fd080a","b89d90d3f71c3908a99e0877a8fd080a","ftir","aline carvalho","polystyrene","polystyrene_344_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"f69cf92121b424bb6d435cbe833cd5f0","f69cf92121b424bb6d435cbe833cd5f0","ftir","aline carvalho","polystyrene","polystyrene_345_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"21bbf365364d8fb5ca0026db54ce6d1c","21bbf365364d8fb5ca0026db54ce6d1c","ftir","aline carvalho","polystyrene","polystyrene_346_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"e2bb9aa5f1d1f9c22bdb65bdb374193d","e2bb9aa5f1d1f9c22bdb65bdb374193d","ftir","aline carvalho","polystyrene","polystyrene_347_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"f3800f5e7e4160ec502cb03b74148fcb","f3800f5e7e4160ec502cb03b74148fcb","ftir","aline carvalho","polystyrene","polystyrene_348_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"45ca971424c0978317bd06261ec4cae9","45ca971424c0978317bd06261ec4cae9","ftir","aline carvalho","polystyrene","polystyrene_349_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"a3a6d129f77629e421cbe6eaf3f34e0d","a3a6d129f77629e421cbe6eaf3f34e0d","ftir","aline carvalho","polystyrene","polystyrene_35_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"bf6946594138fea1c576aa634299193c","bf6946594138fea1c576aa634299193c","ftir","aline carvalho","polystyrene","polystyrene_350_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"d7caf4e3f93306ae9295f154345e2d40","d7caf4e3f93306ae9295f154345e2d40","ftir","aline carvalho","polystyrene","polystyrene_351_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"e99511f71412864a4b458394ddc31f7a","e99511f71412864a4b458394ddc31f7a","ftir","aline carvalho","polystyrene","polystyrene_352_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"fcdcfea2d1b5050f4e5e14383e36d07a","fcdcfea2d1b5050f4e5e14383e36d07a","ftir","aline carvalho","polystyrene","polystyrene_353_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"4ec72f147e55999a1300cbc9cb196589","4ec72f147e55999a1300cbc9cb196589","ftir","aline carvalho","polystyrene","polystyrene_354_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"f59c75c50aa6f0c3ca7f6503b7659b94","f59c75c50aa6f0c3ca7f6503b7659b94","ftir","aline carvalho","polystyrene","polystyrene_355_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"9110c7ac81d04e6fe0a3f7366a224b75","9110c7ac81d04e6fe0a3f7366a224b75","ftir","aline carvalho","polystyrene","polystyrene_356_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"310e62402cf5f874e7b5c2a64e079a8f","310e62402cf5f874e7b5c2a64e079a8f","ftir","aline carvalho","polystyrene","polystyrene_357_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"ddf8b1de824d7ea0003d1229ded4de0a","ddf8b1de824d7ea0003d1229ded4de0a","ftir","aline carvalho","polystyrene","polystyrene_358_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"c42f900c19aac84713362b08474b5e0f","c42f900c19aac84713362b08474b5e0f","ftir","aline carvalho","polystyrene","polystyrene_359_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"f46d29f85ae46c19cb17a8e928612985","f46d29f85ae46c19cb17a8e928612985","ftir","aline carvalho","polystyrene","polystyrene_36_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
"8182a380f06d71091cc86e8e21392d28","8182a380f06d71091cc86e8e21392d28","ftir","aline carvalho","polystyrene","polystyrene_360_aline","polymers",NA,"atr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thermo nicolet 670, thermo fisher scientific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 cm-1","(atr diamond crystal)","400 to 4000 cm-1, applying 8 scans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"atr correction",NA,NA,NA,"polystyrenes (polyphenylethylenes, -methylstyrene)","plastic","polystyrene"
